seconds_elapsed,microphone_dBFS,orientation_qz,orientation_qy,orientation_qx,orientation_qw,orientation_roll,orientation_pitch,orientation_yaw,accelerometerUncalibrated_z,accelerometerUncalibrated_y,accelerometerUncalibrated_x,gyroscope_z,gyroscope_y,gyroscope_x,magnetometerUncalibrated_z,magnetometerUncalibrated_y,magnetometerUncalibrated_x,location_bearingAccuracy,location_speedAccuracy,location_verticalAccuracy,location_horizontalAccuracy,location_speed,location_bearing,location_altitude,location_longitude,location_latitude,magnetometer_z,magnetometer_y,magnetometer_x,gyroscopeUncalibrated_z,gyroscopeUncalibrated_y,gyroscopeUncalibrated_x,accelerometer_z,accelerometer_y,accelerometer_x,totalAcceleration_z,totalAcceleration_y,totalAcceleration_x,class
138,-47.66666667,-0.119187231,0.003429269,0.096000324,0.9882138006895491,0.030210268,-0.190062484,0.2429377942988016,9.714607304,1.868855469435164,-0.287025464,-1.02E-04,0.001052674,9.192361324591544E-5,-54.18849518,22.061503524780274,-53.1281929,0,0.086023256,1.0381779670715332,9.93500042,0.027839217334985733,0,158.89999389648438,-86.9125889,40.3885954,-13.20845174,24.28153760910034,-4.888173914,-0.021634667,0.014338601688013493,5.500590523650634E-4,0.013171612637714275,1.0387990081194535E-4,0.006481445,9.714607304,1.868855469435164,-0.287025464,Drive
139,-47.66666667,-0.118360521,0.003464684,0.095874917,0.9883252110296082,0.030089057457533853,-0.189829079,0.24124675699808065,9.758258939946739,1.8747271843326903,-0.285770976,-1.14E-04,0.00112384,1.3936806280274414E-4,-54.04636497,22.032101516723632,-53.11147907,0,0.1140175461769104,1.048177958,9.93500042,0.043190788477659225,0,158.89999389648438,-86.9125884,40.3885951,-13.06632177,24.25225751876831,-4.872069912,-0.021646528,0.014409768322790131,5.975034990962775E-4,0.019850666083178474,0.003338412,0.006627915,9.758258939946739,1.8747271843326903,-0.285770976,Drive
140,-48.375,-0.117613266,0.003498591,0.095887377,0.9884130856365834,0.030015188585785987,-0.189868428,0.2397285385907275,9.746434128,1.8746516727706761,-0.28946475,-6.38E-05,4.032777986281271E-4,1.4826388423810305E-4,-54.02281906,21.981715507507325,-53.17101498,0,0.086023256,1.0581779479980469,9.93500042,0.048640288,0,158.89999389648438,-86.9125878,40.3885949,-13.04289777,24.20150556564331,-4.931117907,-0.021670251,0.014208129489595451,6.805312773438839E-4,-0.006006102,-0.001949759,0.004349068,9.746434128,1.8746516727706761,-0.28946475,Drive
141,-48.77777778,-0.116847523,0.00337336,0.095915987,0.9885015625220078,0.029621413371597346,-0.189978594,0.2381438660220458,9.711563999,1.8657308573861724,-0.287815329,2.2387561889795158E-12,-1.41E-04,2.2319415830469763E-4,-54.20935703,22.123357582092286,-53.13417088,0,0.086023256,1.0681779384613037,9.93500042,0.045328740030527115,0,158.89999389648438,-86.9125876,40.3885945,-13.22955783,24.343757495880126,-4.894395909,-0.021685077,0.014213946012135308,8.340414306775739E-4,-0.016153097,-0.004317661,-5.46E-04,9.711563999,1.8657308573861724,-0.287815329,Drive
142,-46.625,-0.116090373,0.00340749,0.096011427,0.9885813935289105,0.029566497279747018,-0.190183474,0.23661204101969896,9.706336975097656,1.8673454280038482,-0.28642145,5.040972525235808E-5,-8.75E-05,9.340622566314866E-5,-53.98121704,21.997087535858153,-53.06243477,0,0.086023256,1.0781779289245605,9.93500042,0.051899854093790054,0,158.89999389648438,-86.9125873,40.388594,-13.00117377,24.216999492645265,-4.822049904,-0.021634667,0.014267435008027022,7.042534981664379E-4,-0.002799182,-0.002505549,6.591590862829709E-4,9.706336975097656,1.8673454280038482,-0.28642145,Drive
143,-46.44444444,-0.11539081,0.00347111,0.095895194,0.9886743507338959,0.029529852919208194,-0.189957522,0.2351873741277213,9.717697115777765,1.8706704088785115,-0.287350703,1.097152855030252E-4,-1.35E-04,-1.91E-04,-54.2043549,22.233279571533203,-53.15247089,0,0.1140175461769104,1.0376579761505127,9.93500042,0.038778867572546005,0,159.39999389648438,-86.9125872,40.3885938,-13.22431174,24.45343553543091,-4.912817912,-0.021575362,0.014219990642108386,4.1958682456062833E-4,0.007740706,0.002937752,-6.02E-04,9.717697115777765,1.8706704088785115,-0.287350703,Drive
144,-45.875,-0.114701985,0.003503745,0.095783507,0.9887652165681413,0.029434351142025687,-0.189747594,0.23377930004041172,9.757727484101231,1.8745994012332656,-0.286932538,3.854861455851967E-5,-6.38E-05,-1.08E-04,-54.01696281,22.253409633636476,-53.133195,0,0.1140175461769104,1.0476579666137695,9.93500042,0.019264437,0,159.39999389648438,-86.9125873,40.3885937,-13.03691978,24.473199558258056,-4.893541894,-0.021646528,0.014291157294968956,5.026145988523743E-4,0.017201516234758987,0.003108599,-2.12E-04,9.757727484101231,1.8745994012332656,-0.286932538,Drive
145,-43.66666667,-0.114035662,0.003577479,0.095726923,0.9888475022269684,0.029439668469492673,-0.18963734,0.2324292318334857,9.758450545153572,1.872961596377845,-0.288698118,9.785417819992431E-5,-4.45E-06,1.0378436113083825E-5,-54.07674297,22.426649570465088,-53.14527298,0,0.086023256,1.0576579570770264,9.93500042,0.009127838,0,159.39999389648438,-86.9125872,40.3885938,-13.09669976,24.64668348312378,-4.905497899,-0.021587223,0.014350463,6.212257142676022E-4,-6.01E-04,-9.85E-04,-0.001380738,9.758450545153572,1.872961596377845,-0.288698118,Drive
146,-44.5,-0.113313399,0.003603087,0.095870796,0.9889164885270942,0.029385805,-0.189939898,0.23097104774516763,9.717830795508165,1.871690598817972,-0.284653863,3.854861455851967E-5,-1.11E-04,4.5961767064353214E-5,-54.20167107,22.69700153,-53.05474888,0,0.1140175461769104,1.0676579475402832,9.93500042,0.007447286,0,159.39999389648438,-86.9125871,40.3885939,-13.22174976,24.91703556060791,-4.814973927,-0.021646528,0.014243712892882454,6.568090406978883E-4,-0.017996557,-0.001034622,0.001582347,9.717830795508165,1.871690598817972,-0.284653863,Drive
147,-43.22222222,-0.112639511,0.003702146,0.096010571,0.9889795548707536,0.029487909224716204,-0.190215982,0.22962522145035197,9.706685371769284,1.8674528783964879,-0.286374988,6.227083933693402E-5,2.0905211002755802E-4,2.2387845459782962E-4,-53.88874104,22.684069633483887,-53.16052296,0,0.086023256,1.077657938,9.93500042,0.005074576,0,159.39999389648438,-86.9125871,40.3885939,-12.90894177,24.903859634399414,-4.920259929,-0.021622806,0.014563962826234044,8.34725725970873E-4,-0.007709105,-0.003012185,-5.04E-05,9.706685371769284,1.8674528783964879,-0.286374988,Drive
148,-41.55555556,-0.111979084,0.003836238,0.095938943,0.9890609863892342,0.029612367900395856,-0.190061996,0.22829782152638853,9.719346453842608,1.8698195681988614,-0.287722403,1.3343750802094785E-4,-4.00E-05,-1.56E-04,-54.08516102,22.97869955062866,-53.1169688,0,0.086023256,1.035588026046753,9.93500042,0.003915753,0,158.89999389648438,-86.9125872,40.3885938,-13.10523972,25.198855476379393,-4.876583929,-0.02155164,0.014314879491491225,4.55170146469931E-4,0.007247554,9.703508858541841E-4,-1.52E-04,9.719346453842608,1.8698195681988614,-0.287722403,Drive
149,-41.75,-0.111265148,0.003856125,0.095833116,0.9891517318568184,0.029488498164178097,-0.18986761,0.22683723010484455,9.762518873,1.8737282243747155,-0.286467915,-4.45E-05,1.2602433234507453E-4,-8.45E-05,-53.86739094,22.997487564086914,-52.94470516,0,0.086023256,1.0455880165100098,9.93500042,0.003536598,0,158.89999389648438,-86.9125872,40.3885938,-12.88746982,25.217399520874025,-4.704441891,-0.021729556,0.014480935057028405,5.263368225005428E-4,0.023852311291740935,-0.001053794,6.568964245249924E-4,9.762518873,1.8737282243747155,-0.286467915,Drive
150,-42,-0.110550082,0.003939402,0.095782713,0.9892364671597114,0.029505471,-0.189769472,0.2253906039091257,9.755959001559656,1.875816141517417,-0.287606247,1.1747062783867407E-4,1.4096477389102802E-4,-7.05E-05,-53.93424706,23.168897552490236,-53.13868523,0,0.086023256,1.0555880069732666,9.93500042,0.001870427,0,158.89999389648438,-86.9125872,40.3885938,-12.95420368,25.38917552947998,-4.898421912,-0.021567606,0.014495875516261619,5.40364864998712E-4,-0.00269822,0.002143574,4.92339667219382E-4,9.755959001559656,1.875816141517417,-0.287606247,Drive
151,-41.875,-0.109912814,0.003995783,0.095806196,0.9893049719264206,0.029500852,-0.189822643,0.22410315709206666,9.718881838530013,1.870208695096877,-0.288837505,1.6902084575369232E-4,-1.94E-04,-1.08E-04,-54.17434303,23.197689476013185,-53.09927879,0,0.086023256,1.0655879974365234,9.93500042,7.55171466153115E-4,0,158.89999389648438,-86.9125872,40.3885938,-13.19442177,25.41747938156128,-4.85925992,-0.021516056,0.014160685033257146,5.026145965918826E-4,-0.018973749,-0.001529721,-0.001548724,9.718881838530013,1.870208695096877,-0.288837505,Drive
152,-42.55555556,-0.10933185,0.004108054,0.095914067,0.9893584413435853,0.029639407323257438,-0.190030152,0.22294740653732448,9.707939944220978,1.8685360371487811,-0.287652709,1.4529862097527796E-4,5.485765800983148E-5,2.1201733768763905E-4,-53.84079502,23.04506752,-53.16869686,0,0.086023256,1.0755879878997803,9.93500042,2.344570093555376E-4,0,158.89999389648438,-86.9125872,40.3885938,-12.86075173,25.265101509094237,-4.92831193,-0.021539778,0.014409768377041932,8.228646096258053E-4,-0.006811207,-8.60E-04,3.020963043842501E-4,9.707939944220978,1.8685360371487811,-0.287652709,Drive
153,-42.375,-0.10880818,0.004235377,0.095859862,0.9894208890720478,0.029781579,-0.189909297,0.22189953387940972,9.715257783537929,1.8675167630019698,-0.288349648,-8.90E-06,3.276632220520484E-4,-1.79E-04,-54.02769905,23.24478167,-53.21993702,0,0.086023256,1.0356279611587524,9.93500042,0.006395533,0,158.89999389648438,-86.9125873,40.3885937,-13.04777777,25.46505952835083,-4.980527897,-0.021693973,0.014682573944474886,4.3144792734274584E-4,0.002876115,-2.18E-04,9.167569065556942E-4,9.715257783537929,1.8675167630019698,-0.288349648,Drive
154,-43,-0.10830828,0.004268088,0.095737729,0.9894874159572193,0.029722171681887895,-0.189673253,0.2208773226124569,9.761540274018223,1.8716548403489937,-0.288837505,5.0409726382603926E-5,2.3277434158744742E-4,-1.79E-04,-53.9148489,23.08764543533325,-53.18480106,0,0.086023256,1.0456279516220093,9.93500042,0.010819323360919952,0,158.89999389648438,-86.9125874,40.3885936,-12.93504979,25.30743541717529,-4.944659934,-0.021634667,0.014587685013714345,4.3144792451713126E-4,0.021840262181550555,0.00105165,6.634020110935841E-4,9.761540274018223,1.8716548403489937,-0.288837505,Drive
155,-41.875,-0.107775042,0.00425696,0.095685601,0.9895507340292329,0.029584317,-0.189587626,0.21978403989551137,9.761499854234549,1.876272053672717,-0.287897979,1.4529862323576964E-4,-5.19E-05,1.0378442894558884E-5,-54.00378693,23.07410352706909,-53.14307709,0,0.086023256,1.0556279420852661,9.93500042,0.006604602,0,158.89999389648438,-86.9125874,40.3885936,-13.0236218,25.294259471893312,-4.903179893,-0.021539778,0.014303018438439924,6.212257176583398E-4,0.001141206,0.00170745,0.00113152,9.761499854234549,1.876272053672717,-0.287897979,Drive
156,-41.55555556,-0.10729083,0.004268529,0.095777509,0.9895944120814499,0.029534828,-0.189783039,0.21880555977520433,9.721344401535479,1.868242742945847,-0.287164853,1.5715973392960806E-4,7.413215234477833E-6,-8.45E-05,-54.25425308,23.138397636413575,-53.25141273,0,0.086023256,1.065627932548523,9.93500042,0.002931193,0,158.89999389648438,-86.9125874,40.3885936,-13.2740877,25.358553524017335,-5.011515918,-0.021527917,0.014362324,5.263368168493136E-4,-0.018750311,-0.002460576,-4.06E-05,9.721344401535479,1.868242742945847,-0.287164853,Drive
157,-40.77777778,-0.106853157,0.00439363,0.095848915,0.9896343037920091,0.029718295933262816,-0.189911322,0.21794202518694608,9.712051836032312,1.8676242052930072,-0.288326417,1.482639091035116E-5,3.27663232224261E-4,-2.52E-05,-53.96608902,22.956007480621338,-53.09976681,0,0.10000000149011612,1.0756280422210693,9.93500042,0.001013968,0,158.89999389648438,-86.9125874,40.3885936,-12.98604573,25.17628538131714,-4.859503908,-0.021670251,0.014682573953516853,5.856423810558412E-4,-0.003969905,-7.17E-04,6.963507932366676E-4,9.712051836032312,1.8676242052930072,-0.288326417,Drive
158,-41.375,-0.106376406,0.004440785,0.095813038,0.9896889253727441,0.029712620272653773,-0.189843701,0.21697631825521155,9.718394010969735,1.8676387256788975,-0.286421452,5.040972525235808E-5,6.671877831075956E-5,-1.68E-04,-54.30988506,23.075567607879638,-53.125387,0,0.1063014566898346,1.0358179807662964,9.93500042,0.006598631,0,159.39999389648438,-86.9125875,40.3885935,-13.32996376,25.29560148239136,-4.885489922,-0.021634667,0.014421629475303066,4.4330904538318226E-4,0.004118216,-5.63E-04,0.001880566,9.718394010969735,1.8676387256788975,-0.286421452,Drive
159,-40.55555556,-0.105926182,0.004433145,0.095704257,0.9897477806193157,0.029585215,-0.189641649,0.2160490943679532,9.762562474,1.8737340378529816,-0.287257777,-8.01E-05,1.7346878529264076E-4,-1.32E-04,-54.12590893,22.912819538116455,-53.14929882,0,0.1063014566898346,1.0458179712295532,9.93500042,0.007474947,0,159.39999389648438,-86.9125876,40.3885935,-13.14610975,25.132853469848634,-4.909157934,-0.021765139,0.014528379522408675,4.788923831159267E-4,0.017666946,0.003974474,0.001684352,9.762562474,1.8737340378529816,-0.287257777,Drive
160,-41.625,-0.105538891,0.004454916,0.095665899,0.9897927659062239,0.029545354603144985,-0.189571919,0.21526090614497662,9.764139296,1.874207371646918,-0.288581962,-1.41E-04,1.409647761297842E-4,-1.76E-04,-54.15604294,22.89207950592041,-53.1543008,0,0.1140175461769104,1.055817962,9.93500042,0.007825591,0,159.39999389648438,-86.9125876,40.3885934,-13.17599976,25.11186944961548,-4.915013914,-0.021826042,0.014495875534171669,4.346413115854375E-4,0.003577076,-4.07E-04,-4.11E-04,9.764139296,1.874207371646918,-0.288581962,Drive
161,-41,-0.105112619,0.004567375,0.095705777,0.9898337530858309,0.029698370802171022,-0.189640086,0.2144160879757798,9.725247262751015,1.8697643928157472,-0.28874458,-5.63E-05,7.85798873092292E-5,-2.15E-04,-54.3051268,22.994559478759765,-53.06609482,0,0.1063014566898346,1.065817952156067,9.93500042,0.004532741,0,159.39999389648438,-86.9125876,40.3885934,-13.32532778,25.21471538543701,-4.826197939,-0.021741417,0.014433490555480268,3.958646009124598E-4,-0.018792819,-0.001326949,6.530160464129402E-4,9.725247262751015,1.8697643928157472,-0.28874458,Drive
162,-40.875,-0.104730065,0.004682498,0.095762138,0.9898683145208266,0.029868871,-0.189739436,0.21366212017906522,9.711145780618908,1.8681352960253226,-0.28821026,-5.63E-05,1.378854469947734E-4,-1.91E-04,-53.97536091,23.02481550216675,-53.17382088,0,0.086023256,1.0758179426193237,9.93500042,0.004833721,0,159.39999389648438,-86.9125877,40.3885934,-12.99519576,25.244239444732667,-4.933923922,-0.021741417,0.014492796191457406,4.195868211698908E-4,-0.00900213,6.24242338162024E-4,0.002136786,9.711145780618908,1.8681352960253226,-0.28821026,Drive
163,-30.22222222,-0.104214893,0.004679444,0.095815747,0.9899174790937924,0.029774757879740984,-0.189862684,0.21261525269850945,9.723138975865632,1.868599926,-0.288378685,1.482639882207206E-5,3.751076636971562E-4,-1.20E-04,-54.91720097,23.367879581451415,-52.78476284,0,0.086023256,1.035248041152954,9.93500042,0.00293289,0,158.89999389648438,-86.9125877,40.3885934,-13.93740175,25.587913608551027,-4.544499927,-0.021670251,0.014730018391771224,4.907534864631672E-4,0.007454113,6.862728341111859E-4,9.255241421819891E-4,9.723138975865632,1.868599926,-0.288378685,Drive
164,-24.125,-0.102945681,0.003807333,0.1067757142834293,0.9888808478429479,0.030188967121168246,-0.21199911,0.21067412197589874,9.643522466,2.4348451338925408,-0.288523883,-6.82E-05,0.001193524,0.001742101,-55.68494694,23.71228563308716,-52.81123692,0,0.10000000149011612,1.045248031616211,9.93500042,0.001315099,0,158.89999389648438,-86.9125877,40.3885934,-14.70478177,25.932075576782225,-4.571461902,-0.021753279,0.015548435053381236,0.002352948,-0.055726866,0.3460534544824396,0.004352106,9.643522466,2.4348451338925408,-0.288523883,Drive
165,-26.55555556,-0.100466715,8.39144877035615E-4,0.1418781930092469,0.9847526764406741,0.0314134,-0.28303582,0.20781699068916654,9.539746761322021,3.066661059856415,-0.301521536,2.668753212082733E-5,1.616076361704437E-4,-0.001650177,-55.45766098,23.540265579223632,-52.83551487,3.6351125240325928,0.6868041753768921,1.0552480220794678,9.93500042,0.8542799353599548,345.9123840332031,158.89999389648438,-86.9125896,40.3886,-14.47773977,25.760055503845216,-4.595861917,-0.02165839,0.014516518,-0.00103933,-0.045244143,0.2759296037618396,9.499571277099906E-4,9.539746761322021,3.066661059856415,-0.301521536,Drive
166,-24.5,-0.099118835,7.105490085141532E-5,0.15467832476189994,0.9829777699072384,0.032339891039052056,-0.308970408,0.2060294291637476,9.486171129837777,3.048726114254553,-0.306911446,-9.93E-04,-1.59E-04,-1.79E-04,-55.55623688,23.946281566619874,-52.26601887,2.620180606842041,0.6942622065544128,1.0652480125427246,9.93500042,1.678318977355957,343.74566650390625,158.89999389648438,-86.9125952,40.3886118,-14.57643772,26.16655954360962,-4.02599993,-0.022678446,0.014196268380031858,4.3144796633622746E-4,-0.02104849,0.018732561648470685,-6.42E-04,9.486171129837777,3.048726114254553,-0.306911446,Drive
167,-21.77777778,-0.098617842,0.001616963,0.1450115144252777,0.9844911214217399,0.033166874,-0.289227539,0.2045013793174503,9.571874266689264,2.623172471,-0.320719544,-0.001586424,0.002521969,0.005288573,-55.61504101,24.09194948196411,-52.06215706,1.5708352327346802,0.6801470518112183,1.0752480030059814,9.93500042,2.7043521404266357,343.9936523,158.89999389648438,-86.9126037,40.3886341,-14.63511974,26.31198341369629,-3.821283941,-0.023271501,0.01687688,0.00589942,0.037356321,-0.215156483,-0.005482885,9.571874266689264,2.623172471,-0.320719544,Drive
168,-26.875,-0.098831767,0.005305124,0.1280898328834367,0.9867997846557098,0.036987908112192616,-0.25449338,0.20436789153270352,9.651955419373744,2.319914144219704,-0.355761037,8.569653880628712E-4,0.004004608,0.00269099,-56.61251266,22.687363605499268,-50.84911106,1.1679255962371826,0.6868041753768921,1.0344380140304565,9.93500042,3.5252373218536377,343.6800842285156,158.89999389648438,-86.9126147,40.3886665,-15.63246971,24.907641525268556,-2.609457954,-0.020828112,0.018359518738223907,0.003301837,0.046765226,-0.177352231,0.001905551,9.651955419373744,2.319914144219704,-0.355761037,Drive
169,-27.55555556,-0.098090785,0.007367447,0.1185555812513944,0.9880615565383318,0.038897058,-0.2349924,0.2024954310030613,9.668167929,2.2418221825534856,-0.366656512,0.001414438,0.00135958,0.001042295,-56.13085697,21.152115516662597,-50.6343911,0.9600683450698853,0.6801470518112183,1.0444380044937134,9.93500042,3.9889395236968994,345.25982666015625,158.89999389648438,-86.9126271,40.3887041,-15.15069171,23.37166151046753,-2.393761973,-0.02027064,0.015714491,0.001653142,0.016567452,-0.070056979,0.006758015,9.668167929,2.2418221825534856,-0.366656512,Drive
170,-25.22222222,-0.097395298,0.007486873,0.10782536670852166,0.9893403202295303,0.036662421798190244,-0.213519994,0.2001928472175048,9.739821952523537,2.022344586918655,-0.370510001,0.002596101,-0.004804549,-0.001856036,-56.74110092,19.915279655456544,-51.40213703,0.8832152485847473,0.6942622065544128,1.0544379949569702,9.93500042,4.367061138153076,345.9907227,158.89999389648438,-86.9126381,40.3887444,-15.76069171,22.135191593170166,-3.161995909,-0.019088977,0.009550362,-0.001245189,0.025699569628788874,-0.083796199,-0.01258539,9.739821952523537,2.022344586918655,-0.370510001,Drive
171,-14.25,-0.095060436,0.003582893,0.1280873799063627,0.9870859587076798,0.032461895,-0.254990684,0.1961650009294158,9.526094131099368,3.0212144481325613,-0.342751518,0.007036605,-0.011153893,-0.001638316,-57.00218082,21.14943161010742,-53.06243507,0.8733745813369751,0.7286288738250732,1.064437985420227,9.93500042,4.657786846160889,344.9940490722656,158.89999389648438,-86.9126494,40.3887871,-16.02225968,23.369099578857423,-4.8216839,-0.014648473,0.003201018,-0.001027469,-0.083069496,0.515306528,-0.030683009,9.526094131099368,3.0212144481325613,-0.342751518,Drive
172,-16.22222222,-0.081687852,0.004149596,0.15189180284449197,0.9849350319325345,0.034547884,-0.303269972,0.17078172914611484,9.454550488481244,3.187713081396899,-0.881981649,0.079009831,0.007622247,0.003319629,-57.10148903,22.091149578094484,-52.03385296,0.7492949366569519,0.9183136820793152,1.0744379758834839,9.93500042,5.855609893798828,342.9641113,158.89999389648438,-86.9126678,40.3888404,-16.12144574,24.310939483642578,-3.793101947,0.057324753441278214,0.021977158,0.003930476,-0.029892889,0.21779796683672561,-0.554063705,9.454550488481244,3.187713081396899,-0.881981649,Drive
173,-14.25,-0.006014466,0.053442213051382775,0.1567013040908332,0.9854513279442648,0.11299026634507967,-0.314111073,0.030091757,9.447168674283814,2.923939244261066,-2.199910034,0.25804145272495677,0.056181638567138786,-0.006857205,-58.34796291,19.76765968322754,-48.98885521,0.7945573925971985,1.0346980094909668,1.0844379663467407,9.93500042,6.960769176483154,329.0467529296875,158.89999389648438,-86.9126999,40.3889002,-17.36804176,21.987937564849855,-0.748957979,0.23635637586556593,0.070536549,-0.006246358,0.025368848,-0.156825531,-1.131191355,9.447168674283814,2.923939244261066,-2.199910034,Drive
174,-23.11111111,0.12334888030603094,0.096394792,0.15508323690844972,0.9745722141080689,0.158804072,-0.332643186,-0.225158211,9.670502699694588,2.8164277516522453,-2.543750512,0.2913948991923656,0.045862471,0.011574962714379564,-58.26878506,12.21354169368744,-45.3691151,0.845041037,1.023425579071045,1.0944379568099976,9.93500042,8.117285728,315.1108093261719,158.89999389648438,-86.9127668,40.38896,-17.28861961,14.433575716018677,2.8704159406013785,0.269709821,0.060217382,0.012185809704321392,0.2796783447265625,-0.469478419,-1.039735558,9.670502699694588,2.8164277516522453,-2.543750512,Drive
175,-25.625,0.24243062228253745,0.11491189694520339,0.13763197685040315,0.9527772641876369,0.16213917486297275,-0.324553605,-0.471868878,9.569884217702425,2.387456047420318,-2.119802156,0.2339159528028618,0.055600445,-0.014958344,-56.98241692,6.491131887435913,-42.01838497,0.9014369249343872,0.9986490607261658,1.1044379472732544,9.93500042,8.849579811096191,299.1202392578125,158.89999389648438,-86.9128585,40.3890094,-16.00249571,8.711165843,6.221877899169922,0.2122308750754421,0.069955355,-0.014347497,0.15789776403927108,-0.816338283,-0.578687536,9.569884217702425,2.387456047420318,-2.119802156,Drive
176,-16.77777778,0.3579803222012751,0.1394915828137722,0.10660325113720107,0.9162146339138735,0.18882612927446088,-0.299996573,-0.716373309,9.621354029016587,2.244766735,-2.672158546,0.2797117048096888,0.049349638,-0.003642844,-55.24599083,4.083827926684171,-39.72002735,0.9591440558433533,1.009554386138916,1.1144379377365112,9.93500042,9.162982940673828,285.0484313964844,158.89999389648438,-86.9129667,40.3890377,-14.26606974,6.303983888626099,8.519747862815857,0.2580266263589118,0.063704549,-0.003031997,0.20161406507769836,-0.723940817,-0.872183147,9.621354029016587,2.244766735,-2.672158546,Drive
177,-14.75,0.4821915241699774,0.16438107640997876,0.083832699,0.8553506986608783,0.21232248119358876,-0.307945261,-0.993666438,9.527984591363703,2.6506086217546927,-2.66693151,0.2846340651361688,0.045174527,-0.004532427,-54.20789291,-3.498715928,-38.92714928,1.0223087072372437,1.0625441074371338,1.1244380474090576,9.93500042,9.644658088684082,268.0057067871094,158.89999389648438,-86.9130853,40.3890453,-13.22809368,-1.278559984,9.312625827789306,0.26294899,0.059529438,-0.00392158,0.08102179,-0.430201113,-0.631197887,9.527984591363703,2.6506086217546927,-2.66693151,Drive
178,-15.88888889,0.583861052,0.1502389876009191,0.075705649,0.7936518892501164,0.15802597428120455,-0.299259989,-1.244479711,9.480647911,2.7798152432858365,-0.903296358,0.1326932232573773,0.007325719,-0.006643705,-53.78162495,-8.900387826,-39.58985321,1.0960304737091064,1.0463746786117554,1.1344380378723145,9.93500042,10.744794845581055,257.0006408691406,158.89999389648438,-86.9132128,40.3890319,-12.80145974,-6.680231872,8.649677815437316,0.11100814542145405,0.021680629903165785,-0.006032858,0.006530215,-0.183156655,0.5849478881335953,9.480647911,2.7798152432858365,-0.903296358,Drive
179,-10.77777778,0.6267062396957324,0.10340583618157186,0.10284679454679672,0.7653885202912184,0.030690308,-0.291002268,-1.367700279,9.555478795060834,2.836946792972898,0.1927993629643133,0.021544113,0.002220195,0.001021994,-53.74099892,-10.34376984,-40.2410891,1.0606286525726318,0.9104943871498108,1.1444380283355713,9.93500042,11.462697982788086,253.9967041015625,158.89999389648438,-86.9133482,40.3890002,-12.7610778,-8.123735857,7.998441886901856,-1.41E-04,0.016575106,0.001632842,0.040953389,-0.01665045,0.48724653367669535,9.555478795060834,2.836946792972898,0.1927993629643133,Drive
180,-15.75,0.6354561089311989,0.091159247,0.11256039504287313,0.7584253468559784,-0.004986226,-0.290662202,-1.39553839,9.576755736638042,2.863169096048596,0.36734764169883527,0.002126104,7.665243759317305E-4,-5.83E-04,-53.5512891,-10.7063538,-40.29550144,1.0048046112060547,0.6228964328765869,1.1544380187988281,9.949999809265137,12.891120910644531,254.99049377441406,158.89999389648438,-86.9134889,40.3889631,-12.57112383,-8.485953817,7.944639854431152,-0.019558973,0.015121435097224323,2.817010158871852E-5,0.047220267,0.012511331,0.3198429665130391,9.576755736638042,2.863169096048596,0.36734764169883527,Drive
181,-18.88888889,0.6420371613456207,0.086882157,0.11473573585158413,0.7530373340671502,-0.017185117,-0.288341486,-1.414493514,9.596072558060433,2.8202667190033255,0.22127801682619216,0.010867743590141385,0.004301136,0.001338823,-53.57642086,-10.9531598,-40.13055698,0.8699517846107483,0.5768882036209106,1.164438009262085,9.961000442504883,14.073811531066895,254.99473571777344,158.89999389648438,-86.9136435,40.3889279,-12.5960118,-8.733125858,8.109217820167542,-0.010817334,0.018656046514611835,0.00194967,0.028985134606222505,-0.01781303,0.056827729,9.596072558060433,2.8202667190033255,0.22127801682619216,Drive
182,-15.625,0.6500459267097769,0.08615984,0.1118154023023485,0.746661766,-0.017390359,-0.282748594,-1.435143109,9.617285617346903,2.7453138851425023,0.1657116801423717,0.013726271462888972,0.00498908,5.678506986265188E-4,-53.57629883,-11.36100577,-40.10835312,0.7476298213005066,0.28319603204727173,1.1744379997253418,9.967000007629395,14.719240188598633,253.0010223388672,158.89999389648438,-86.9138092,40.3888887,-12.59613375,-9.141093826,8.131299834251404,-0.007958806,0.019343991,0.001178698,0.008749545,-0.046765626,-0.001401229,9.617285617346903,2.7453138851425023,0.1657116801423717,Drive
183,-13.66666667,0.657820603,0.085446028,0.1062023624488451,0.7407299372756365,-0.013637917,-0.273139944,-1.454244673,9.597239975790375,2.6344715877644065,0.086475564,0.017842077288451125,0.001454469,-0.001033399,-53.55141094,-11.73798578,-40.13067921,0.8014889359474182,0.5234500765800476,1.1844379901885986,9.979999542236328,15.547072410583496,251.00003051757812,158.89999389648438,-86.9139846,40.3888458,-12.57161174,-9.517829857,8.109827867,-0.003843,0.015809379563241906,-4.23E-04,-0.001582081,-0.054830396,-0.04443469,9.597239975790375,2.6344715877644065,0.086475564,Drive
184,-12.625,0.6670665023396316,0.085691039,0.10088925143179384,0.7331323212790257,-0.009272735,-0.265369999,-1.477739096,9.679608959418077,2.5669292486630955,0.074252279,0.01733205,0.010101219413132922,0.004102462,-53.48272484,-12.33297978,-40.2715892,0.7794634103775024,0.7849203944206238,1.1944379806518555,9.996999740600586,16.067453384399414,248.00465393066406,158.89999389648438,-86.9141613,40.3887988,-12.50280378,-10.1129458,7.9681858587265015,-0.004353028,0.024456130159856045,0.004713309,0.027954675618884633,-0.055839682,-0.015168381,9.679608959418077,2.5669292486630955,0.074252279,Drive
