seconds_elapsed,microphone_dBFS,orientation_qz,orientation_qy,orientation_qx,orientation_qw,orientation_roll,orientation_pitch,orientation_yaw,accelerometerUncalibrated_z,accelerometerUncalibrated_y,accelerometerUncalibrated_x,gyroscope_z,gyroscope_y,gyroscope_x,magnetometerUncalibrated_z,magnetometerUncalibrated_y,magnetometerUncalibrated_x,location_bearingAccuracy,location_speedAccuracy,location_verticalAccuracy,location_horizontalAccuracy,location_speed,location_bearing,location_altitude,location_longitude,location_latitude,magnetometer_z,magnetometer_y,magnetometer_x,gyroscopeUncalibrated_z,gyroscopeUncalibrated_y,gyroscopeUncalibrated_x,accelerometer_z,accelerometer_y,accelerometer_x,totalAcceleration_z,totalAcceleration_y,totalAcceleration_x,class
10,-27.625,-0.982025493,-0.121610087,0.026260706460446988,0.1419410990569198,0.017597450431689476,-0.248864247,2.8567037744429506,9.573128755810192,2.4362971018818977,-0.162668382,-6.67E-05,0.001052674,-7.41E-05,-46.72929317,-10.2872838,-71.7928511,45,0.24041630327701569,1.100327968597412,6.639999866485596,0.4421968460083008,294.9438477,160.79998779296875,-86.9156471,40.3847515,43.33098323822021,-6.807477808,-5.852461896,-0.021599084,0.014338601706097426,3.840034840022693E-4,-0.015544391,-7.76E-04,0.006081015,9.573128755810192,2.4362971018818977,-0.162668382,Drive
11,-28,-0.981997209,-0.121709428,0.026289983,0.14204614399706275,0.017600684,-0.24907273,2.856488318119234,9.570108673,2.435664052,-0.162273449,-5.49E-05,9.22201420587388E-4,6.82013884675011E-5,-46.7572308,-10.24165581,-71.83091469,45,0.16970562934875488,1.110327959060669,6.125,0.2685548961162567,241.0166473388672,160.79998779296875,-86.9156486,40.3847484,43.30304553985596,-6.761727858,-5.890891876,-0.021587223,0.014208129507679385,5.263368253261574E-4,-0.003148125,3.893977230034986E-4,0.006236153,9.570108673,2.435664052,-0.162273449,Drive
12,-27.625,-0.981959403,-0.121662834,0.026303814000730376,0.14234456463346204,0.017565018886212005,-0.248989071,2.8558768693683216,9.589898840894977,2.4349235446707715,-0.16229668,1.7050348077584239E-4,0.001206868,6.820139072799277E-5,-46.71172493,-10.18712182,-71.86678261,45,0.1702938675880432,1.0380480289459229,6.072999954223633,0.12814034521579742,260.11517333984375,160.79998779296875,-86.9156492,40.3847489,43.34818546295166,-6.706339841,-5.92651588,-0.021361862,0.014492796191457406,5.263368270215262E-4,0.011724740556142862,-7.53E-04,0.005958448,9.589898840894977,2.4349235446707715,-0.16229668,Drive
13,-27.22222222,-0.981941547,-0.121454911,0.026288768457411564,0.1426477011257005,0.017516826668265952,-0.248575295,2.8552573329036677,9.628948367558992,2.4439318432257724,-0.161791623,2.817013888683134E-5,9.222014149361589E-4,3.261805412549417E-5,-46.67122097,-10.25068383,-71.81261482,45,0.16278821229934692,1.0480480194091797,5.848999977111816,0.1830984503030777,271.4891052246094,160.79998779296875,-86.9156518,40.3847491,43.38905536651611,-6.769413853,-5.872835889,-0.021504195,0.014208129498637418,4.907534938097651E-4,0.018467968,0.004269246,0.005986063,9.628948367558992,2.4439318432257724,-0.161791623,Drive
14,-27.5,-0.981919483,-0.121349536,0.026246062,0.1428969846767129,0.017396701,-0.248357211,2.8547367540378015,9.621101342358635,2.440682013057968,-0.159601852,1.3492014586871255E-4,0.00133734,1.1564583802432979E-4,-46.70806519,-10.25153786,-71.81773827,45,0.16278821229934692,1.0580480098724365,5.666999816894531,0.23369747400283813,294.50555419921875,160.79998779296875,-86.9156546,40.3847505,43.351479110717776,-6.770755844,-5.877227864,-0.021397445,0.014623268,5.737812743178632E-4,-0.002983741,-0.001407987,0.008569111,9.621101342358635,2.440682013057968,-0.159601852,Drive
15,-27.22222222,-0.981911946,-0.121494638,0.026260481098467865,0.1428227537465327,0.017402633,-0.248649532,2.8548859369407578,9.585371674843206,2.436041557,-0.162436069,-1.02E-04,8.628958558157375E-4,-1.22E-04,-46.70794289,-10.26385988,-71.74392799,45,0.15620499849319458,1.0680480003356934,5.518000126,0.15900030732154846,260.2441101074219,160.79998779296875,-86.915656,40.3847495,43.35221138000488,-6.783931861,-5.804637909,-0.021634667,0.014148823962121913,3.365590417920386E-4,-0.018250206,-0.001133289,0.003926057,9.585371674843206,2.436041557,-0.162436069,Drive
16,-28,-0.981945765,-0.121550993,0.026321834,0.14253076867571154,0.017585982,-0.248774427,2.855502198043379,9.580469891,2.435669859636177,-0.162552225,-1.93E-05,0.00123059,-8.60E-05,-46.74332302,-10.21908581,-71.77357407,45,0.14866068959236145,1.0780479907989502,5.307000160217285,0.19295459985733032,252.7948760986328,160.79998779296875,-86.9156584,40.3847488,43.316343231201174,-6.738425851,-5.833917909,-0.021551639,0.014516518,3.7214237500379966E-4,-0.00348568,1.3055153263425364E-4,0.006280199,9.580469891,2.435669859636177,-0.162552225,Drive
17,-27.66666667,-0.98194488,-0.121519653,0.026318450467389762,0.14256417968319457,0.017579645605631244,-0.248711523,2.855433936257964,9.593247080312192,2.4338607301989805,-0.161228042,-1.97E-04,0.001135701,-2.97E-06,-46.69891499,-10.21688984,-71.78577477,45,0.1702938675880432,1.066890001296997,5.084000110626221,0.38654187321662903,218.3380126953125,160.89999389648438,-86.9156616,40.3847446,43.36099517822266,-6.737449837,-5.845629888,-0.021729556,0.014421629565722734,4.55170153816529E-4,0.008704972,7.130405277881807E-4,0.007471551,9.593247080312192,2.4338607301989805,-0.161228042,Drive
18,-27.75,-0.981967999,-0.121308409,0.026326692018371362,0.14258330086102852,0.017653095840404812,-0.248292763,2.8554079234600067,9.635597683,2.442197845977487,-0.162807769,-1.06E-04,0.001268683,7.048236483779665E-5,-46.77723915,-10.20493383,-71.71599052,45,0.15620499849319458,1.0768901109695435,4.651000022888184,0.19110867381095886,219.6748504638672,160.89999389648438,-86.9156622,40.3847442,43.28279323577881,-6.724273853,-5.776333904,-0.021638089,0.014554610789323656,5.286178051252277E-4,0.020091185,0.003173952,0.007120395,9.635597683,2.442197845977487,-0.162807769,Drive
19,-35.44444444,-0.981919213,-0.12116468,0.026209892524243557,0.14306189539363084,0.017335036,-0.247980841,2.854396732108107,9.631384108830424,2.439990876947792,-0.159982264,-1.62E-04,4.833402684030747E-4,-1.45E-04,-46.762355,-10.23323789,-71.82091087,45,0.2545584440231323,1.0868901014328003,4.427000045776367,0.10727148503065109,231.5146942138672,160.89999389648438,-86.9156628,40.3847441,43.297677192687985,-6.753675847,-5.880765896,-0.021693973,0.013769268302373516,3.1283679101796986E-4,-0.002098704,5.90074409558935E-4,0.007015069,9.631384108830424,2.439990876947792,-0.159982264,Drive
20,-45.75,-0.981873362,-0.121336455,0.026161940171591288,0.14323996369121145,0.01714155,-0.248312871,2.8540070311537065,9.591321787787873,2.434206273,-0.159532156,-3.11E-05,0.001111979,-8.60E-05,-46.64596722,-10.28215985,-71.87776291,0,0.24041630327701569,1.0968900918960571,4.373000144958496,0.084137358,0,160.89999389648438,-86.9156636,40.3847439,43.41430904388428,-6.801011848,-5.937861872,-0.021563501,0.014397907278780799,3.7214236539670996E-4,-0.018723451,-0.002647365,0.005212922,9.591321787787873,2.434206273,-0.159532156,Drive
21,-43.11111111,-0.981827276,-0.121444449,0.026133180170961955,0.1434694166901042,0.016992268396668064,-0.248523984,2.853519168872278,9.583324386078177,2.432699152566854,-0.155559607,-1.02E-04,0.001040813,6.820138055578019E-5,-46.69440102,-10.31619782,-71.94620438,0,0.14866068959236145,1.106890082359314,4.172999858856201,0.054003108,0,160.89999389648438,-86.9156639,40.3847437,43.36575328826904,-6.836635828,-6.006425881,-0.021634667,0.014326740553584492,5.263368247610345E-4,-0.006283056,-0.00111944,0.007405482,9.583324386078177,2.432699152566854,-0.155559607,Drive
22,-46,-0.981879343,-0.121335049,0.026313389678603236,0.1431720214850694,0.017466293611717455,-0.248352513,2.854185113629091,9.598192437181195,2.431862833430466,-0.161553279,1.1119791430882314E-4,0.001894813,-9.79E-05,-46.751619,-10.25861385,-71.91082428,45,0.31827661395072937,1.1101435422897339,4.111999988555908,0.14396293461322784,196.89112854003906,160.79998779296875,-86.9156644,40.3847418,43.30792526245117,-6.778197851,-5.971045871,-0.021421167,0.015180740613960525,3.6028124848651945E-4,0.009099914,-9.72E-05,0.005947419,9.598192437181195,2.431862833430466,-0.161553279,Drive
