seconds_elapsed,orientation_qz,orientation_qy,orientation_qx,orientation_qw,orientation_roll,orientation_pitch,orientation_yaw,gyroscopeUncalibrated_z,gyroscopeUncalibrated_y,gyroscopeUncalibrated_x,magnetometerUncalibrated_z,magnetometerUncalibrated_y,magnetometerUncalibrated_x,accelerometer_z,accelerometer_y,accelerometer_x,accelerometerUncalibrated_z,accelerometerUncalibrated_y,accelerometerUncalibrated_x,totalAcceleration_z,totalAcceleration_y,totalAcceleration_x,magnetometer_z,magnetometer_y,magnetometer_x,microphone_dBFS,gyroscope_z,gyroscope_y,gyroscope_x,location_bearingAccuracy,location_speedAccuracy,location_verticalAccuracy,location_horizontalAccuracy,location_speed,location_bearing,location_altitude,location_longitude,location_latitude,class
173,-0.8815503,-0.018051654,0.003327466,0.4717303630217765,-0.011173077,-0.03497313,2.158710984350408,-0.021527917,0.011835907156425483,-0.001181663,-141.2614796,-25.50373358,-31.49905739,-0.02991931,-0.010256645,-7.43E-04,9.888509273529053,0.3372068046950377,0.10986564670187923,9.888509273529053,0.3372068046950377,0.10986564670187923,-92.18161232,-67.38340477,-4.617699914,-29.11111111,4.447909587433616E-6,7.70972178145809E-5,-0.001945222,45,1.5,30.565101623535156,122.4000015258789,10.651213645935059,74.17415618896484,154.29998779296875,-86.9096861,40.4251817,Garage
174,-0.882306822,-0.017631667,0.00305389,0.4703343400677431,-0.011203362,-0.033992345,2.1618922752084084,-0.021622806,0.011907074,5.619201647542706E-4,-141.2906372,-25.63561533,-31.59860933,-0.004289914,0.002116192,0.001611019,9.887552641,0.3395049422979355,0.11252364660929708,9.887552641,0.3395049422979355,0.11252364660929708,-92.21089188,-67.51467659,-4.71920393,-28.625,-9.04E-05,1.4826389101957812E-4,-2.02E-04,45,1.5,30.565101623535156,122.4000015258789,10.651213645935059,74.17415618896484,154.29998779296875,-86.9096861,40.4251817,Garage
175,-0.882177865,-0.01772059,0.00309148,0.47057259603611473,-0.011230012,-0.034181626,2.1613488613980487,-0.021492334,0.011966379,7.398368449411491E-4,-141.4222746,-25.64025143,-31.52211544,0.006734172,0.002865201,7.358994515775476E-4,9.906364181666698,0.3385001908517578,0.11213452211644465,9.906364181666698,0.3385001908517578,0.11213452211644465,-92.34240807,-67.52028877,-4.642343903,-27.11111111,4.0031251841161433E-5,2.075694953498331E-4,-2.37E-05,45,1.5,30.565101623535156,122.4000015258789,10.651213645935059,74.17415618896484,154.29998779296875,-86.9096861,40.4251817,Garage
176,-0.881958267,-0.017783115,0.003203955,0.4709809358837535,-0.01110634,-0.034392722,2.1604223505964555,-0.021456751,0.011942657085985523,8.347257446199294E-4,-141.4371597,-25.6960054,-31.53394943,0.018159690412502844,7.243026228784357E-4,9.666273677812039E-4,9.935458461057793,0.34391888889294225,0.11027021171921837,9.935458461057793,0.34391888889294225,0.11027021171921837,-92.35704803,-67.57750656,-4.653201876,-27.875,7.56145873134142E-5,1.83847240054781E-4,7.116667094450552E-5,45,1.5,30.565101623535156,122.4000015258789,10.651213645935059,74.17415618896484,154.29998779296875,-86.9096861,40.4251817,Garage
177,-0.881845525,-0.017855061,0.003239824,0.4711890449890724,-0.011119062,-0.034550836,2.1599478263121386,-0.021602848,0.011876280473258633,8.340414480279343E-4,-141.5052351,-25.6192675,-31.48917547,0.005551833,0.001104742,7.927922818523187E-5,9.948348906433697,0.34443868826893925,0.11120527074898331,9.948348906433697,0.34443868826893925,0.11120527074898331,-92.42549019,-67.49881683,-4.609281912,-26.55555556,-7.05E-05,1.1747063567432073E-4,7.048237603157759E-5,45,1.5,4.468328475952148,73.64299774169922,3.2649004459381104,84.72811889648438,156.09999084472656,-86.9097252,40.4251293,Garage
178,-0.88202673,-0.017773335,0.003163569,0.47085327749113437,-0.011163439,-0.034339047,2.160711448169449,-0.021717695,0.012073129297966518,6.56809049739855E-4,-141.4176398,-25.58266743,-31.47599937,-0.0240906,-0.002137991,0.003654512,9.891191186,0.33851180681325854,0.11432116739090206,9.891191186,0.33851180681325854,0.11432116739090206,-92.33801575,-67.46319244,-4.5961059,-27.88888889,-1.85E-04,3.143194814221662E-4,-1.07E-04,45,1.5,4.468328475952148,73.64299774169922,3.2649004459381104,84.72811889648438,156.09999084472656,-86.9097252,40.4251293,Garage
179,-0.882189465,-0.01776691,0.003058405,0.4705493322853903,-0.011331141,-0.03423252,2.1613988181919725,-0.021682112,0.011741018198539042,7.161146207278576E-4,-141.4654633,-25.56936951,-31.51296543,-0.002037724,-7.63E-04,-0.001120739,9.896548919307376,0.33825045462372233,0.11101070897726034,9.896548919307376,0.33825045462372233,0.11101070897726034,-92.38535225,-67.44965027,-4.633681903,-27.625,-1.50E-04,-8.15E-05,1.6309005022953146E-5,45,1.5,4.468328475952148,73.64299774169922,3.2649004459381104,84.72811889648438,156.09999084472656,-86.9097252,40.4251293,Garage
180,-0.882187314,-0.017760789,0.003063186,0.47055354714393616,-0.011317099,-0.034226168,2.1613896124571275,-0.021539778,0.011990102,8.228646305353534E-4,-141.4015356,-25.57083351,-31.50649952,-0.001220786,-7.53E-05,-8.45E-05,9.893061968,0.3403531364523448,0.11143306077260953,9.893061968,0.3403531364523448,0.11143306077260953,-92.32203384,-67.45160286,-4.626727915,-27.44444444,-7.41E-06,7.857984153427256E-5,2.120173201688285E-4,45,1.5,4.468328475952148,73.64299774169922,3.2649004459381104,84.72811889648438,156.09999084472656,-86.9097252,40.4251293,Garage
181,-0.881994539,-0.017895923,0.003117965,0.4709092670852698,-0.01136172,-0.034511638,2.1605779337651523,-0.021516056,0.011812184887567481,6.21225723874692E-4,-141.4487488,-25.54936152,-31.51894339,0.025641284,0.002496558,-5.03E-04,9.944765508,0.3448597554442952,0.11289534692480727,9.944765508,0.3448597554442952,0.11289534692480727,-92.36912598,-67.42915466,-4.639537897,-27.375,1.6309027627870006E-5,-9.93E-05,1.037842255013371E-5,45,1.5,4.468328475952148,73.64299774169922,3.2649004459381104,84.72811889648438,156.09999084472656,-86.9097252,40.4251293,Garage
182,-0.881844802,-0.017993154,0.003164646,0.47118565006163515,-0.011381914,-0.0347236,2.1599476013368775,-0.021409306,0.011634268219248184,8.228646209282637E-4,-141.4899855,-25.56351345,-31.48417332,-0.005263819,5.569946997374007E-4,-2.03E-04,9.939189957183542,0.34334100985411303,0.11313927549760318,9.939189957183542,0.34334100985411303,0.11313927549760318,-92.4102401,-67.44452667,-4.603669906,-28,1.2305903460975122E-4,-2.77E-04,2.120173252549348E-4,45,1.5,5.311017990112305,60,9.137789726257324,267.74932861328125,155.6999969482422,-86.9105437,40.4251022,Garage
183,-0.881978531,-0.017961673,0.003092668,0.4709369583615979,-0.011469447,-0.034603434,2.1605115909020878,-0.021610945,0.011824045976786648,8.703090704850925E-4,-141.4552151,-25.54899549,-31.47038742,-0.013461974,-0.003182718,-5.90E-04,9.905797930597101,0.34011476392884854,0.11241620170061016,9.905797930597101,0.34011476392884854,0.11241620170061016,-92.37559227,-67.42842262,-4.590615897,-26.625,-7.86E-05,-8.75E-05,2.5946177085590304E-4,45,1.5,5.311017990112305,60,9.137789726257324,267.74932861328125,155.6999969482422,-86.9105437,40.4251022,Garage
184,-0.882050053,-0.017881216,0.003088974,0.47080606852586454,-0.011394957,-0.034459702,2.160812061566573,-0.0215911,0.011864533,7.635590675188444E-4,-141.4499698,-25.52337555,-31.50161943,-0.010729872,-0.003381372,-9.67E-04,9.889753795364529,0.33925811136231837,0.1121490411641239,9.889753795364529,0.33925811136231837,0.1121490411641239,-92.36973633,-67.40316841,-4.622213874,-21.66666667,-5.87E-05,-4.70E-05,1.5271176716151575E-4,45,1.5,5.311017990112305,60,9.137789726257324,267.74932861328125,155.6999969482422,-86.9105437,40.4251022,Garage
185,-0.882182077,-0.017835481,0.003025843,0.4705607963418498,-0.011453692,-0.034322725,2.1613690112400983,-0.021527917,0.011598684906380849,7.754201809785248E-4,-141.4908403,-25.55460743,-31.41926943,0.004416568,-8.56E-04,-2.69E-04,9.891150548620132,0.3386511954578381,0.11295632886201894,9.891150548620132,0.3386511954578381,0.11295632886201894,-92.41072792,-67.43342461,-4.538887897,-27,4.447915803785753E-6,-3.13E-04,1.645728785237207E-4,45,1.5,5.311017990112305,60,9.137789726257324,267.74932861328125,155.6999969482422,-86.9105437,40.4251022,Garage
186,-0.881975345,-0.017911297,0.003122365,0.4709445952790455,-0.01136984,-0.034542467,2.1604972024565763,-0.021563501,0.011942657153800275,7.754201753272955E-4,-141.408856,-25.50373348,-31.48527132,0.019809954,0.002791385,-0.001452549,9.938478543920425,0.3455770224043467,0.11130110018895668,9.938478543920425,0.3455770224043467,0.11130110018895668,-92.32898781,-67.3837709,-4.604523916,-26.75,-3.11E-05,3.113541797309824E-5,1.64572876263229E-4,45,1.5,5.311017990112305,60,9.137789726257324,267.74932861328125,155.6999969482422,-86.9105437,40.4251022,Garage
187,-0.88188098,-0.018015961,0.003128015,0.4711173055241409,-0.011465386,-0.034730179,2.1601007910608088,-0.021444889,0.011622407139070983,9.296146358218659E-4,-141.432401,-25.51812952,-31.47002142,-8.50E-04,-0.002019602,-7.01E-04,9.931729825954992,0.34311450583842196,0.11317121859151617,9.931729825954992,0.34311450583842196,0.11317121859151617,-92.35204544,-67.39780136,-4.589273911,-26.66666667,8.747569913749845E-5,-2.89E-04,3.187673288460785E-4,45,1.5,8.493762016296387,61.54600143432617,4.908977031707764,258.5489807128906,155.6999969482422,-86.9107642,40.425051,Garage
188,-0.881995404,-0.017960754,0.003081918,0.4709054680125227,-0.01148631,-0.034592102,2.1605828572245476,-0.021421167,0.011527518226394376,9.296146318660054E-4,-141.5045035,-25.60243147,-31.52528746,-0.0105611,-0.001957265,-0.00217522,9.914450737,0.3397721890360117,0.11198525026870462,9.914450737,0.3397721890360117,0.11198525026870462,-92.42463623,-67.481493,-4.645515904,-27.25,1.1119792278566696E-4,-3.84E-04,3.1876732997632433E-4,45,1.5,8.493762016296387,61.54600143432617,4.908977031707764,258.5489807128906,155.6999969482422,-86.9107642,40.425051,Garage
189,-0.882279033,-0.017896024,0.00292797,0.4703772823208744,-0.01167638,-0.034339839,2.161780248567896,-0.021539778,0.011646129322030302,8.821701890906518E-4,-141.4783952,-25.55777935,-31.48539339,-0.014316929,-0.004420925,-0.001504092,9.877859402628777,0.33685948026990425,0.11449830646816532,9.877859402628777,0.33685948026990425,0.11449830646816532,-92.3981617,-67.43769485,-4.604889894,-27.11111111,-7.41E-06,-2.08E-04,1.5567707912815572E-4,45,1.5,8.493762016296387,61.54600143432617,4.908977031707764,258.5489807128906,155.6999969482422,-86.9107642,40.425051,Garage
190,-0.8822654,-0.017763356,0.00300961,0.4704073739861979,-0.011408417,-0.03418215,2.1617198106154656,-0.021563501,0.011681712684628455,9.177535200419212E-4,-141.5242673,-25.5125176,-31.54187948,0.009605685,-8.23E-04,-0.001490539,9.904932549856241,0.3381575304038316,0.11013082410542303,9.904932549856241,0.3381575304038316,0.11013082410542303,-92.44415604,-67.39255463,-4.661741896,-28.625,-3.11E-05,-7.71E-05,1.4826892739505444E-6,45,1.5,8.493762016296387,61.54600143432617,4.908977031707764,258.5489807128906,155.6999969482422,-86.9107642,40.425051,Garage
191,-0.882002091,-0.017755853,0.003189621,0.47089998641060393,-0.011102757,-0.034332148,2.160606887,-0.021682112,0.012073129392907169,7.635590663288259E-4,-141.5086513,-25.57107746,-31.5232135,0.012191818755807228,0.004030602,0.001113077,9.926839606275836,0.34338747384478746,0.11184703545120445,9.926839606275836,0.34338747384478746,0.11184703545120445,-92.42878372,-67.45111458,-4.64295393,-29.22222222,-1.50E-04,3.1431947690118285E-4,-1.53E-04,45,1.5,8.493762016296387,61.54600143432617,4.908977031707764,258.5489807128906,155.6999969482422,-86.9107642,40.425051,Garage
192,-0.881880329,-0.017861067,0.003213306,0.47112385728038275,-0.011168964,-0.034537255,2.1600948503384223,-0.021532365,0.011852786383734873,7.04823762554532E-4,-141.4801036,-25.60023542,-31.4714854,0.009394178,6.383115855547098E-4,0.002740872,9.944933891296387,0.34494977827789713,0.11362132444543746,9.944933891296387,0.34494977827789713,0.11362132444543746,-92.40011406,-67.48112686,-4.591347899,-26.5,-5.60E-13,9.397649018165584E-5,-2.11E-04,45,1.5,17.619882583618164,122.4000015258789,11.38574504852295,84.85384368896484,154.29998779296875,-86.9098479,40.4251208,Garage
193,-0.882110195,-0.017801306,0.003092536,0.4706963535072734,-0.011309052,-0.034323482,2.161064574,-0.021610945,0.011646129349156202,8.584479609215E-4,-141.4647318,-25.62817354,-31.46965528,-0.023000912,-0.002332648,-6.86E-04,9.899720016035062,0.338415977,0.1115247013987702,9.899720016035062,0.338415977,0.1115247013987702,-92.38474197,-67.5088205,-4.589273877,-27.44444444,-7.86E-05,-1.13E-04,-5.78E-05,45,1.5,17.619882583618164,122.4000015258789,11.38574504852295,84.85384368896484,154.29998779296875,-86.9098479,40.4251208,Garage
194,-0.88230406,-0.017764697,0.002983044,0.47033499861226497,-0.01145377,-0.034160444,2.161883298633168,-0.021373723,0.011812184878525514,7.516979556349874E-4,-141.4813245,-25.58937744,-31.45379543,-0.00445764,-0.001197123,8.392078277555485E-4,9.888949412744022,0.3369204630550829,0.11415854832428751,9.888949412744022,0.3369204630550829,0.11415854832428751,-92.40096817,-67.4705127,-4.573657885,-28.66666667,1.5864237008200399E-4,5.3375000947887456E-5,-1.65E-04,45,1.5,17.619882583618164,122.4000015258789,11.38574504852295,84.85384368896484,154.29998779296875,-86.9098479,40.4251208,Garage
195,-0.882383656,-0.017646393,0.002994346,0.47018978723044536,-0.01131692,-0.033964133,2.162217954987461,-0.021397445,0.012037545948931314,7.04253504947913E-4,-141.4832751,-25.58730345,-31.44061951,-0.002267652,5.655679309252397E-4,-9.12E-05,9.891696457723969,0.33677817230085727,0.1118760745140534,9.891696457723969,0.33677817230085727,0.1118760745140534,-92.4034079,-67.46782883,-4.560969906,-29.125,1.3492014304309794E-4,2.7873612560548827E-4,-2.12E-04,45,1.5,17.619882583618164,122.4000015258789,11.38574504852295,84.85384368896484,154.29998779296875,-86.9098479,40.4251208,Garage
196,-0.882211231,-0.017607948,0.003130735,0.4705139311771948,-0.011052325,-0.034020553,2.1614877367482603,-0.021504195,0.01176474,9.05892407652714E-4,-141.4844951,-25.58742554,-31.52345737,0.024302214094736044,0.00197196,-3.61E-04,9.933558767,0.34039340196893764,0.10921854904154316,9.933558767,0.34039340196893764,0.10921854904154316,-92.40474998,-67.46734123,-4.644417911,-29.11111111,2.817013888683134E-5,5.930562693517185E-6,-1.04E-05,45,1.5,17.619882583618164,122.4000015258789,11.38574504852295,84.85384368896484,154.29998779296875,-86.9098479,40.4251208,Garage
197,-0.882010398,-0.01776587,0.003178589,0.4708841338898372,-0.011131057,-0.03433962,2.160642156323183,-0.021599084,0.011669851568283386,8.584479580958853E-4,-141.551351,-25.54923943,-31.51381933,0.005939956,0.001222659,0.001734887,9.946490380370502,0.3406432767226858,0.11229133298078063,9.946490380370502,0.3406432767226858,0.11229133298078063,-92.47136169,-67.42891037,-4.63343792,-30.125,-6.67E-05,-8.90E-05,-5.78E-05,45,1.5,2.5601539611816406,41.042999267578125,3.2261993885040283,252.12522888183594,155.6999969482422,-86.9105157,40.4250222,Garage
198,-0.882148132,-0.017802718,0.003066423,0.4706253698728617,-0.011353706,-0.034302291,2.1612249207728116,-0.021456751,0.011705434912797606,8.821701772230705E-4,-141.5157274,-25.60011337,-31.5287034,-0.021630528,-0.003126183,2.320264872995395E-4,9.900756706311865,0.33890964221028447,0.1130347346471062,9.900756706311865,0.33890964221028447,0.1130347346471062,-92.43586014,-67.48039474,-4.649053874,-29.88888889,7.561458618316836E-5,-5.34E-05,-3.41E-05,45,1.5,2.5601539611816406,41.042999267578125,3.2261993885040283,252.12522888183594,155.6999969482422,-86.9105157,40.4250222,Garage
199,-0.882251653,-0.01773552,0.003034011,0.47043405082619305,-0.011340148,-0.034155643,2.1616611017764193,-0.021456751,0.011835907151904499,8.703090721804613E-4,-141.5461052,-25.59047552,-31.51101345,-0.004283877,8.900194492154908E-4,-2.18E-05,9.896273112991482,0.33776840393983043,0.11256720564662687,9.896273112991482,0.33776840393983043,0.11256720564662687,-92.46599411,-67.47161072,-4.630753894,-29.625,7.561458618316836E-5,7.709722911703934E-5,5.930584168188201E-6,45,1.5,2.5601539611816406,41.042999267578125,3.2261993885040283,252.12522888183594,155.6999969482422,-86.9105157,40.4250222,Garage
200,-0.882257469,-0.017719854,0.00303869,0.4704237156189405,-0.011316726,-0.034132531,2.161685349849554,-0.021532365,0.011653086354132168,9.515120613146932E-4,-141.5079184,-25.62121954,-31.52065144,-0.004596582,-0.001597012,-0.001562172,9.881132061041674,0.33685948099326163,0.1098839915131481,9.881132061041674,0.33685948099326163,0.1098839915131481,-92.42756409,-67.50052475,-4.640513906,-28.77777778,0,-1.06E-04,1.8795300275087357E-4,45,1.5,2.5601539611816406,41.042999267578125,3.2261993885040283,252.12522888183594,155.6999969482422,-86.9105157,40.4250222,Garage
201,-0.882079058,-0.017765562,0.003132883,0.47075579206920365,-0.011206454,-0.03429764,2.160932246921132,-0.021385584,0.011835907106694667,9.058923986107472E-4,-141.4393553,-25.47542942,-31.46916739,0.025770484,0.003975315,5.39996200105519E-4,9.936068313,0.3440437578749888,0.11160891409511271,9.936068313,0.3440437578749888,0.11160891409511271,-92.35887802,-67.35449112,-4.589151888,-29.625,1.4678125825791973E-4,7.709723137753102E-5,1.4233334188901105E-4,45,1.5,2.5601539611816406,41.042999267578125,3.2261993885040283,252.12522888183594,155.6999969482422,-86.9105157,40.4250222,Garage
