seconds_elapsed,microphone_dBFS,gyroscope_z,gyroscope_y,gyroscope_x,magnetometerUncalibrated_z,magnetometerUncalibrated_y,magnetometerUncalibrated_x,magnetometer_z,magnetometer_y,magnetometer_x,totalAcceleration_z,totalAcceleration_y,totalAcceleration_x,orientation_qz,orientation_qy,orientation_qx,orientation_qw,orientation_roll,orientation_pitch,orientation_yaw,accelerometer_z,accelerometer_y,accelerometer_x,location_bearingAccuracy,location_speedAccuracy,location_verticalAccuracy,location_horizontalAccuracy,location_speed,location_bearing,location_altitude,location_longitude,location_latitude,accelerometerUncalibrated_z,accelerometerUncalibrated_y,accelerometerUncalibrated_x,gyroscopeUncalibrated_z,gyroscopeUncalibrated_y,gyroscopeUncalibrated_x,class
15,-34.77777778,-0.11221353,0.012682494314080014,-0.029873693,-98.18230415,28.107335453033446,-39.81799324,-39.32194134,-25.65269552,-11.07735577,10.021669767435315,0.42668035127294873,0.057593270855982905,-0.978100518,-0.021325505,0.011108640093103197,0.20051643968496508,0.012702808,-0.046093288,2.7374488011147213,0.10460088322463545,-0.030990516,0.18372185625931592,45,0.2099577933549881,1.623313307762146,5.487999916,1.296040415763855,139.7225799560547,155.79998779296875,-86.9108355,40.4276156,10.021669767435315,0.42668035127294873,0.057593270855982905,-0.133745897,0.029030070857153933,-0.029827731,Campus
16,-36.375,0.027083364803597187,0.012670632,0.089354203,-97.75664619,24.591173477172852,-38.36802334,-38.89725922,-29.16861349,-9.627141809,9.954211235046387,0.5838285917147564,-0.108223457,-0.987716149,-0.038778068,0.005728691,0.14601193491405653,0.001002927,-0.078029597,2.8482748929736683,0.03493228,-0.200715368,-0.100780225,45,0.2208651602268219,1.6432896852493286,4.310999870300293,1.344089150428772,138.81320190429688,155.79998779296875,-86.9108208,40.4275963,9.954211235046387,0.5838285917147564,-0.108223457,0.005551,0.029030071,0.089409061,Campus
17,-49.44444444,-0.015118468,-0.097530957,-0.022970525,-96.00728806,22.59293560028076,-40.64405502,-37.14680317,-31.16709539,-11.90353976,9.751263387,1.2609187991389987,0.27589186759285844,-0.980965356,-0.067109474,-0.007328263,0.17748528133028918,-0.038807849,-0.129733126,2.780916660734751,-0.10294311,-0.020830342,-0.10864484,45,0.33574074506759644,1.6532732248306274,4.585000038146973,1.7210040092468262,140.2304688,155.79998779296875,-86.9108044,40.4275856,9.751263387,1.2609187991389987,0.27589186759285844,-0.036650835,-0.081183381,-0.022936425,Campus
18,-47.375,0.12059637211552522,0.002932661,-0.064804666,-96.71684036,26.270381660461425,-42.51992722,-37.85733128,-27.48916155,-13.78002178,9.774602108,0.5806979795520022,0.3240997008075124,-0.98217664,-0.034985129,-0.032982628,0.17973174256028482,-0.077301954,-0.056620062,2.7775513686022713,-0.078614272,0.011415789428266506,-0.435223697,45,0.269767165,1.6632786989212036,5.067999839782715,1.3503168821334839,144.40811157226562,155.79998779296875,-86.9107947,40.4275725,9.774602108,0.5806979795520022,0.3240997008075124,0.099064005,0.019287650889346322,-0.064773531,Campus
19,-29.44444444,0.050864896,0.033320829,0.076923758,-98.33407234,29.861329383850098,-43.49031517,-39.47383121,-23.89955551,-14.74979975,9.842498418196891,0.6499823921369118,0.22345014386674733,-0.956724154,-0.037839695,0.003563393,0.28467220661130926,-0.014809488,-0.074479657,2.5626589464909824,-0.040888254,-0.094718755,0.081772864,45,0.26973775029182434,1.6732603311538696,5.520999908447266,1.3456089496612549,143.9946746826172,155.79998779296875,-86.9107797,40.427564,9.842498418196891,0.6499823921369118,0.22345014386674733,0.02933253,0.049675818559831206,0.076978615,Campus
20,-32,0.045776479,-0.10406643,-0.03923211,-97.47604599,26.515845432281495,-43.47677307,-38.61543945,-27.24528343,-14.7372337,9.864539109387444,1.1064626770365296,0.4705032697399554,-0.960746497,-0.065430223,-0.004953595,0.26712620721279995,-0.044594319,-0.123247744,2.5964355445602565,0.065297368,-0.102232322,0.022906276858547358,45,0.274559885,1.683307409286499,6.015999794006348,1.3587062358856201,129.7473602294922,155.79998779296875,-86.9107648,40.42755,9.864539109387444,1.1064626770365296,0.4705032697399554,0.024244114051310762,-0.087720336,-0.039192079,Campus
21,-75.77777778,-0.13013396,-0.004945514,-0.01159435,-97.98210182,28.503469467163086,-45.08753914,-39.1219833,-25.25619551,-16.34836567,9.956201062619108,0.7357319842942638,0.9712217365463888,-0.965290711,-0.048301902,-0.034048228,0.2512592359517629,-0.090327952,-0.076139982,2.6287708351245294,0.07497368,-0.00946141,0.074360183,45,0.274559885,1.683307409286499,6.015999794006348,1.3587062358856201,129.7473602294922,155.79998779296875,-86.9107648,40.42755,9.956201062619108,0.7357319842942638,0.9712217365463888,-0.151666327,0.011409334363774039,-0.011537083,Campus
22,-77.125,-0.069881223,-0.011205786,0.038161645,-97.69479195,23.61895555496216,-42.4125671,-38.83552765,-30.1407093,-13.67302773,9.870982929340844,1.1180173420862665,0.6210710573082482,-0.977711114,-0.069257205,-0.026059997,0.19280312926445192,-0.077670287,-0.125613042,2.7473922516535785,0.056903158576743114,-0.125347661,-0.142665715,45,0.28141990303993225,1.7032649517059326,6.482999801635742,1.2602951526641846,141.8531494140625,155.79998779296875,-86.9107483,40.4275323,9.870982929340844,1.1180173420862665,0.6210710573082482,-0.091413588,0.005138827,0.038201677,Campus
23,-70.55555556,0.13084437311129662,0.12352458350993331,-0.208169925,-99.80051216,28.508349418640137,-42.3049633,-40.93953911,-25.25216955,-13.56456975,9.928820105432306,0.6049659711498658,0.3989770411289392,-0.971115794,-0.025637263,-0.0152229,0.2297802029304134,-0.039854915,-0.042773077,2.6756647628487893,0.062377749,0.18298522730186148,0.006017901,45,0.22912880778312683,1.7132810354232788,6.113999843597412,1.234348177909851,151.85983276367188,155.79998779296875,-86.9107407,40.427523,9.928820105432306,0.6049659711498658,0.3989770411289392,0.10931200767388043,0.13988402115126836,-0.208158064,Campus
24,-68.375,0.028293198716569042,-0.054676761,0.071301591,-102.3432359,32.69599946975708,-40.99663506,-43.48409332,-21.06354359,-12.25660777,9.944602845941933,0.081367587,0.079050267,-0.970061064,0.003706543,-0.002355902,0.2400751696917617,-0.003288665,0.009000309,2.6559758348372378,0.035060845532463594,0.17050363311489808,0.046353563,45,0.22471150755882263,2.5146090984344482,5.317999839782715,1.2126471996307373,161.7811737060547,155.79998779296875,-86.9107372,40.4275103,9.944602845941933,0.081367587,0.079050267,0.006760833,-0.038326217,0.071357931,Campus
25,-59.44444444,0.00130917,-0.001550839,0.022386366,-101.7531219,29.640387496948243,-41.49280922,-42.8925153,-24.11891157,-12.75314774,9.769150000352125,0.3733493552941721,0.11106493281057248,-0.96710573,-0.021942143,-8.31E-04,0.25150701664026504,-0.012499783,-0.041931308,2.632429808088877,-0.112868573,-0.052370355,-0.014408248,45,0.23774534463882446,2.5247421264648438,5.020999908447266,1.1900216341018677,165.8448486328125,155.79998779296875,-86.9107373,40.4275006,9.769150000352125,0.3733493552941721,0.11106493281057248,-0.020223195,0.014804151,0.022448637,Campus
26,-68.375,-0.068540917,0.052891663,0.014368255394940419,-101.9766258,28.933885440826415,-40.22205708,-43.117239,-24.82577948,-11.48239579,9.838531739503434,0.4399454121294802,-0.01294273,-0.9703363,-0.021072185,0.009147695,0.2385932509470912,0.008045846,-0.045111683,2.6595443082087247,-0.078239358,-0.01149837,0.073732225,45,0.21409760415554047,2.5347836017608643,4.605999946594238,1.2513580322265625,168.69956970214844,155.79998779296875,-86.9107365,40.4274876,9.838531739503434,0.4399454121294802,-0.01294273,-0.090073284,0.069265928,0.014405321093045573,Campus
27,-58.77777778,-0.04585061,-0.035082203,-0.029055277,-102.8577098,29.31940544128418,-38.71401516,-43.99734711,-24.44050358,-9.974841762,10.000160467277453,0.29024589821262264,-0.242717589,-0.9786212,-0.00657498,0.007803544,0.20388950306235007,0.012791579227569034,-0.015910176,2.730783323639805,0.065707517,0.13536966136358317,-0.116646532,45,0.21409760415554047,2.5347836017608643,4.605999946594238,1.2513580322265625,168.69956970214844,155.79998779296875,-86.9107365,40.4274876,10.000160467277453,0.29024589821262264,-0.242717589,-0.067382976,-0.018722765,-0.029009314,Campus
28,-62.75,-0.149445562,0.07950948,0.025164830968579622,-102.95287,27.77488534927368,-37.62174919,-44.09311733,-25.98368147,-8.881721816,9.882325542783274,0.1386298118430434,-0.258825585,-0.985988437,-0.008606944,0.011893435868276939,0.1597432472462793,0.021513863011756097,-0.01967173,2.820805095931859,-0.078736398,-0.047426428,-0.028582323,45,0.22091540694236755,2.5546391010284424,3.878999948501587,1.238131046295166,175.3577880859375,155.79998779296875,-86.9107343,40.4274627,9.882325542783274,0.1386298118430434,-0.258825585,-0.170977925,0.095880781,0.025197448887075615,Campus
29,-47.77777778,0.018412894,-0.04422712,-0.022472359,-102.5647881,25.22374361038208,-35.79089531,-43.70418137,-28.53628746,-7.050013869,10.223058894999976,0.3569051787456118,-0.102859428,-0.991024678,-0.017780769,0.019549743776453785,0.12684870974242107,0.034206153761207815,-0.039990025,2.887362954685989,0.28459289698924833,-0.036074832,0.2180397877994093,45,0.20332849025726318,2.574639081954956,3.990999937057495,1.2959158420562744,177.82508850097656,155.79998779296875,-86.9107295,40.4274503,10.223058894999976,0.3569051787456118,-0.102859428,-0.003119472,-0.027870648,-0.022417502,Campus
30,-48.125,0.014860037,-0.025115221,-0.006014496,-102.5411196,26.30698143005371,-35.75124519,-43.68136715,-27.45341541,-7.010241895,9.837268515,0.095605462,-0.251998489,-0.989315337,-0.009647252,0.018487755203610644,0.14212259994103357,0.033911654,-0.024062616,2.8566399698074045,-0.064297383,-0.142115538,0.086212562,45,0.22553658485412598,2.5846171379089355,4.041999816894531,1.339097023010254,178.2215576171875,155.79998779296875,-86.9107225,40.4274394,9.837268515,0.095605462,-0.251998489,-0.006672331,-0.008775055,-0.00598366,Campus
31,-32.88888889,-0.189725894,-0.029519343,-0.003221774,-102.9383521,25.90743143081665,-33.13007538,-44.07835506,-27.85284336,-4.389681935,9.940005950557376,0.051445683952674126,-0.305503052,-0.647265619,0.002711773,0.003459574,0.061343501,0.017951268,-0.009381285,1.863879062597034,0.008939234,-0.040832676,-0.12712463,45,0.2174506038427353,2.594597101211548,4.112999916,1.3552134037017822,172.70956420898438,155.79998779296875,-86.9107133,40.4274263,9.940005950557376,0.051445683952674126,-0.305503052,-0.211258261,-0.013173248,-0.003178777,Campus
32,-27.44444444,0.007998836,0.07595263,-0.008345775,-103.5649438,25.582667503356934,-32.93145933,-44.70506912,-28.17760742,-4.192529907,10.204979095644164,-0.04440951,-0.079526502,-0.999291056,2.7138350383961775E-4,-0.002628307,0.023927650984051158,-0.005153049,0.001172344,3.093652100238985,0.2886897290794595,-0.032425817,-0.130248647,45,0.20610246062278748,3.6884899139404297,4.171999931335449,1.3917388916015625,175.44276428222656,155.79998779296875,-86.9107057,40.4274115,10.204979095644164,-0.04440951,-0.079526502,-0.013533529,0.092315032,-0.008299814,Campus
33,-30.5,-0.068066471,-0.037656065,-0.001881469,-104.4121122,25.628295516967775,-30.32578348,-45.55113911,-28.13075947,-1.586243973,9.90384357,-0.172608469,-0.197834742,-0.203331764,0.003085687,-9.68E-04,0.038538474206432916,0.041569083006781284,0.005476405,0.6086344904112584,-0.01859133,-0.118466922,0.21495768225308762,45,0.20469282567501068,3.6985318660736084,4.201000213623047,1.3150818347930908,177.03720092773438,155.79998779296875,-86.9106997,40.4273998,9.90384357,-0.172608469,-0.197834742,-0.089598838,-0.021308487,-0.001842921,Campus
34,-20.11111111,-0.080615529,0.035503274,0.001665002,-103.433794,21.781879539489747,-27.57358541,-44.57294308,-31.97790728,1.1665639769658447,10.014563893808901,0.3202810527765852,-0.646669028,0.41472057347158786,0.024869815,-0.022760192,0.04808099,0.061804606,-0.043116561,-1.224016092,0.1191603512439913,-0.107381329,-0.035274208,45,0.21123406291007996,3.7084193229675293,4.183000087738037,1.2589824199676514,174.05215454101562,155.79998779296875,-86.9106926,40.4273872,10.014563893808901,0.3202810527765852,-0.646669028,-0.102147895,0.05187902,0.001733203,Campus
35,-23.625,-0.071790862,-0.045259039,-0.079239639,-103.5894659,21.87130558013916,-26.57635746,-44.72922523,-31.88860334,2.1641579522565006,9.903884277893948,0.350281051,-0.668770921,0.9967086714448281,0.019259529725424673,-0.028119141,0.065344228,0.058695469,-0.034498103,-3.009764225,6.310314808077026E-4,0.010714235,-0.080541914,45,0.18299324810504913,3.7184388637542725,4.086999893188477,1.3214741945266724,175.4991455078125,155.79998779296875,-86.9106859,40.4273716,9.903884277893948,0.350281051,-0.668770921,-0.093323229,-0.028904047,-0.079192196,Campus
36,-20.55555556,-0.049610583,-0.070926484,0.02563631,-103.9227699,22.815463485717775,-27.05532949,-45.06252903,-30.94310356,1.684453962240368,9.625439778114986,0.10918995904401668,-0.056939889,0.9933787746336854,0.012374539332774732,-0.003797261,0.10802328789118425,0.010773525,-0.023597311,-2.924752048,-0.28374371,-0.118036158,0.03837795,45,0.19220051169395447,3.7284021377563477,3.934999942779541,1.3243000507354736,175.16156005859375,155.79998779296875,-86.91068,40.4273572,9.625439778114986,0.10918995904401668,-0.056939889,-0.071142948,-0.054562597,0.025692650234525643,Campus
37,-47.875,-0.039018608,-0.071228941,-0.019934081,-104.5703459,25.75773756027222,-28.3907415,-45.70998314,-28.0024155,0.3489199998229742,9.884067882611914,-0.125135333,0.20477509060512902,0.9913699557480303,-0.010868047,0.013630812273405152,0.12453344645141398,-0.029558936,0.018651413274092546,-2.891271503,0.006984609,0.046637958,-0.09663618,45,0.22259606420993805,4.279929161071777,3.819999933242798,1.3254287242889404,177.32981872558594,156.1999969482422,-86.9106762,40.4273384,9.884067882611914,-0.125135333,0.20477509060512902,-0.060550975,-0.054878398,-0.019899981,Campus
38,-43.44444444,-0.045601527,0.024473922259346085,0.086199148,-105.2213381,25.395519542694093,-28.1425934,-46.36024296,-28.36390146,0.5975559855252505,9.831806266192094,-0.202556503,0.2175755286589265,0.9877570624490386,-0.007065643,0.013430369174581482,0.1500909018863752,-0.02812054,0.010960213562532427,-2.83956299,-0.104153138,-0.097155433,-0.060730305,45,0.22259606420993805,4.279929161071777,3.819999933242798,1.3254287242889404,177.32981872558594,156.1999969482422,-86.9106762,40.4273384,9.831806266192094,-0.202556503,0.2175755286589265,-0.067133893,0.040840774,0.086270314,Campus
39,-32.5,-0.017692332,0.025338301,-0.010587524,-103.775394,23.785851554870604,-27.49233343,-44.91466518,-29.97430141,1.2479379788041114,9.893842511964076,0.06611334,0.042568430399467935,0.9908571943496037,0.002722332,0.004328252,0.13218711331052688,-0.007948305,-0.006027467,-2.876545684,-0.056813601,0.007253182,-0.036411205,45,0.21852411329746246,4.299926280975342,3.680999994277954,1.3090864419937134,173.3372039794922,156.1999969482422,-86.9106645,40.4273169,9.893842511964076,0.06611334,0.042568430399467935,-0.039224696,0.041696257,-0.010556389,Campus
40,-41.88888889,0.047458133,0.037097223031406217,-0.010313922,-103.7203722,25.845089473724364,-25.44248957,-44.86086292,-27.91555149,3.296927934642881,9.887119955229528,-0.02622522,-0.158838119,0.9890255893652256,-0.001215574,-0.005024917,0.14372909878595516,0.009747334,0.003814338,-2.853297623,-0.081695006,0.024386887510235492,-0.051852688,45,0.21852411329746246,4.299926280975342,3.680999994277954,1.3090864419937134,173.3372039794922,156.1999969482422,-86.9106645,40.4273169,9.887119955229528,-0.02622522,-0.158838119,0.025925767,0.053449134,-0.010278679,Campus
41,-51.125,0.038078617,-0.029626092,-0.019317303,-105.3389461,28.903263549804688,-25.18750948,-46.47858322,-24.85603558,3.552273930311203,9.906907165,-0.126215585,-0.188510283,0.9941925400669135,-0.006648596,-0.010035539,0.10319920506292177,0.018779909997744468,0.015650919,-2.934829726,-0.020549774,0.029623276110991692,-0.002072553,45,0.19997550547122955,4.3199663162231445,3.5769999027252197,1.281893253326416,165.5903778076172,156.1999969482422,-86.9106488,40.4272917,9.906907165,-0.126215585,-0.188510283,0.016546250745943448,-0.013285927,-0.019289132,Campus
42,-36,-0.143657339,-0.026079621,0.041518339,-109.2130557,29.067231426239015,-25.74346338,-50.35342533,-24.69340948,2.997783928513527,9.84799261,-0.219071042,-0.096897699,0.9921320190707457,-0.005981127,-7.73E-04,0.12159215926545337,-6.42E-05,0.012059303533480259,-2.897664922,-0.079865479,-0.098819271,-0.097317826,45,0.2158578634262085,3.4258053302764893,3.5339999198913574,1.2907649278640747,160.69845581054688,161,-86.9106425,40.4272809,9.84799261,-0.219071042,-0.096897699,-0.165189704,-0.009726111,0.041562818,Campus
43,-36.25,0.061243368,0.006846827,0.025173728,-110.6298418,24.414883556365968,-27.66447544,-51.77094318,-29.34539146,1.0750639779120683,9.922800295561263,0.3226767811580624,0.051933538,0.9891527202522871,0.013265415377071743,0.011622069093276684,0.14370708710070954,-0.019301892,-0.029465994,-2.853365282,-0.009336772,0.030102903,-0.139588428,45,0.2219390571117401,3.4357104301452637,3.496000051498413,1.2960848808288574,161.48223876953125,161,-86.9106381,40.4272714,9.922800295561263,0.3226767811580624,0.051933538,0.039711003,0.023200334786681584,0.025207827810889778,Campus
44,-46.55555556,-0.024227805,0.002363326,-0.038876277,-111.0888058,23.421315479278565,-29.44591944,-52.22917507,-30.33908127,-0.705769987,9.988704510105466,0.44822737265794166,0.4049329629204082,0.9910325703111668,0.017668832972208073,0.021547171350532364,0.12865579779286987,-0.037889599,-0.040546577,-2.884102025,0.067220387,0.045179735,0.029105919585065934,45,0.2219390571117401,3.4357104301452637,3.496000051498413,1.2960848808288574,161.48223876953125,161,-86.9106381,40.4272714,9.988704510105466,0.44822737265794166,0.4049329629204082,-0.045760168,0.018710903864629674,-0.03885552,Campus
45,-37,-0.082252363,-0.028902564,0.025280478496321486,-111.2802238,19.986405601501463,-26.11361149,-52.41925087,-33.7746014,2.6255619401484727,9.942477226257324,0.2194753332206836,0.2303753316653176,0.9868967718291051,0.010653670435061437,0.011284065660591083,0.15851713188932937,-0.018912408,-0.024382483,-2.8232857,0.004591502,-0.03016445,0.033512287999241094,45,0.20735418796539307,3.4456944465637207,3.552000045776367,1.3188705444335938,163.4921417236328,161,-86.9106317,40.4272482,9.942477226257324,0.2194753332206836,0.2303753316653176,-0.103784728,-0.012549056,0.025332369837114243,Campus
46,-32.25,0.076473036,0.020392216714912828,-0.025686718,-106.2983541,20.522473573684692,-31.08840538,-47.43823509,-33.23706926,-2.348621962,9.902740098897693,0.12474620619503944,6.7080827192539E-4,0.9865894751641356,0.007783465,0.008657997,0.15804656341816614,-0.014117184,-0.017583975,-2.82410552,-0.039277632,-0.040007244,-0.132401325,45,0.2993549406528473,3.4557597637176514,4.208000183105469,1.3660629987716675,172.44447326660156,161,-86.9106218,40.4272424,9.902740098897693,0.12474620619503944,6.7080827192539E-4,0.054940669,0.036764998,-0.025662996,Campus
47,-28.11111111,0.011284364916913175,-0.001965979,0.008959587,-108.0730879,27.004577445983887,-32.71991127,-49.2138229,-26.7544775,-3.980127921,9.991460374258097,0.057599075,0.16824098920576203,0.9939334323105303,0.001827282,0.009448139,0.10703485176979917,-0.018220471,-0.005505954,-2.92707293,0.055985154457462646,0.00228937,-0.016336789,45,0.44034862518310547,3.475818634033203,5.052999973297119,1.5262213945388794,174.20802307128906,161,-86.9106099,40.4272339,9.991460374258097,0.057599075,0.16824098920576203,-0.010248,0.014386045751026243,0.008999619,Campus
48,-30.75,-0.056205361,-0.017871729,-0.030609082,-110.8894576,24.433915481567382,-28.62302944,-52.02958305,-29.32623741,0.11553399048745633,10.01867288756139,0.15255115607536388,0.15245241938086534,0.99375589,0.007167078,0.004981838,0.10929420337225627,-0.008261155,-0.015188617,-2.922496525,0.086743734,0.003723972,0.074894844,45,0.41504549980163574,3.4858062267303467,5.664999961853027,1.4956965446472168,172.1639862060547,161,-86.9106064,40.4272197,10.01867288756139,0.15255115607536388,0.15245241938086534,-0.077737727,-0.001516739,-0.030567569,Campus
49,-32.44444444,-0.145946533,0.020510828380192657,-0.035578887,-109.8170779,20.268225536346435,-26.71153347,-50.95683701,-33.49131752,2.028859957642853,9.912497233418586,-0.075307122,0.16841231652923172,0.9889344804495284,-0.005624302,0.004739719,0.14660659389009753,-0.011178435,0.009813174,-2.847202271,-0.024121405,0.025807797981118694,0.061716347,45,0.4093775749206543,3.4957756996154785,6.270999908447266,1.6058306694030762,171.63699340820312,161,-86.9106017,40.4272036,9.912497233418586,-0.075307122,0.16841231652923172,-0.167478899,0.036864335689404344,-0.035546269,Campus
50,-32.875,0.082076728,-0.007776556,0.067522116,-107.421852,20.81502965927124,-27.60420744,-48.56258682,-32.94402548,1.1364299887418747,9.973116361,-0.019839523,-0.091737452,0.9851735251454207,-0.00711285,-0.001531082,0.16710528717018092,4.325339849366663E-4,0.015048881270698845,-2.805639595,0.063845378,0.1263773046577206,-0.087055065,45,0.40758946537971497,3.505798578262329,6.671999931335449,1.5781080722808838,171.68328857421875,161,-86.9105971,40.4271859,9.973116361,-0.019839523,-0.091737452,0.060544361190225646,0.00858123,0.067576447,Campus
51,-39.66666667,0.018602670574994776,0.002766605,0.003432309,-102.4227799,20.805391578674318,-29.93208939,-43.56363747,-32.9546393,-1.193159972,10.173733072373473,0.30531429637729834,-0.15128215,0.9926440252841098,0.013377805744541936,-0.001655011,0.11677398554329733,0.006823023,-0.026216951,-2.907427042,0.23441582744561354,0.045201064,-0.083565381,45,0.4081189036369324,3.5158326625823975,6.625,1.6092114448547363,173.49874877929688,161,-86.9105947,40.4271675,10.173733072373473,0.30531429637729834,-0.15128215,-0.002929694,0.019118630847762545,0.00347234,Campus
52,-22.25,-0.050464583,0.012777382832300822,-0.013564663,-99.57456818,24.555183506011964,-28.0896456,-40.71420502,-29.20496944,0.6508699862658978,9.939642980260757,0.21242980376898662,-0.126305607,0.9933779025540769,0.016345858,0.002406498,0.11194602768976712,-0.001000918,-0.032936065,-2.917293067,-0.008982482,-0.114807726,-0.136097126,45,0.4162590801715851,3.525738239,6.7170000076293945,1.5918651819229126,171.98341369628906,161,-86.9105941,40.4271496,9.939642980260757,0.21242980376898662,-0.126305607,-0.071996949,0.029132373,-0.013518701,Campus
53,-23.88888889,0.046618617049337015,0.046569689523962156,-0.043976555,-99.53357613,26.353585414886474,-21.86447369,-40.67382309,-27.40681143,6.875553867816925,10.102723691069965,-0.071546559,-0.441533855,0.9912514084751166,4.120699745417545E-4,-0.027600655,0.12344281281371719,0.055206977,0.00633027,-2.894225597,0.17768258955872174,-0.007798917,0.1070295449310136,45,0.4201688766479492,3.5356879234313965,6.751999855041504,1.607499599456787,175.00953674316406,161,-86.9105931,40.4271352,10.102723691069965,-0.071546559,-0.441533855,0.025086250327961537,0.062933578,-0.04393504,Campus
54,-22.55555556,0.04623906,-0.036026644,-5.29E-04,-98.09629379,25.291819496154787,-22.55926359,-39.2364193,-28.46918743,6.180275852680206,9.611212143531212,0.21209554350599108,-0.283759425,0.9945540457095915,0.015210671072036878,-0.012855875,0.09623703,0.028382711,-0.026864375,-2.948510716,-0.317581732,-0.03475857,-0.01299617,45,0.39041271805763245,3.545713424682617,6.685999870300293,1.6491702795028687,182.5374755859375,161,-86.9105937,40.4271176,9.611212143531212,0.21209554350599108,-0.283759425,0.024706697516432664,-0.019676101,-4.82E-04,Campus
55,-28.25,-0.023160302,0.028282822,-0.036029609,-100.3977024,26.98310547,-20.10047554,-41.53782715,-26.77729147,8.639917845726012,10.10764007660949,-0.295014129,-0.425536208,0.9964434197805461,-0.009100481,-0.024564997,0.078166573,0.047722055,0.021966634872052998,-2.985665766,0.1971041392354132,-0.092662701,0.062049891,45,0.41051730513572693,3.555682659,6.593999862670898,1.3017909526824951,181.1822967529297,161,-86.9105991,40.4271023,10.10764007660949,-0.295014129,-0.425536208,-0.044692669,0.044643742,-0.035995508,Campus
56,-40.55555556,-0.046135277,-0.074259456,-0.003945302,-101.9417342,25.22813554763794,-21.7100215,-43.08173695,-28.53177345,7.029151868820191,9.748522087208276,0.025946447,0.080269912,0.9966575815839674,0.00238307,0.005153611,0.073273679,-0.009785963,-0.005398153,-2.995210622,-0.194826737,-0.015945718,-0.029008071,45,0.2598057687282562,3.555682659,6.4019999504089355,1.300525426864624,177.6580352783203,161,-86.9106012,40.4270935,9.748522087208276,0.025946447,0.080269912,-0.067667643,-0.057901501,-0.003902306,Campus
57,-38.5,-0.073949584,0.045087052,-0.0228875,-105.2909997,22.718229598999024,-18.66063166,-46.42990517,-31.04131351,10.079273777008057,9.694073769652729,0.05027832,-0.04632609,0.9932616034757744,0.001964419,-0.002455446,0.11158833414026835,0.005266858,-0.003120821,-2.91801917,-0.193839536,-0.005398596,0.010600897474485694,45,0.4392559826374054,3.575674295425415,6.3470001220703125,1.493603229522705,179.8081512451172,161,-86.9106002,40.4270762,9.694073769652729,0.05027832,-0.04632609,-0.095481951,0.061450938,-0.022837088,Campus
58,-42.88888889,-0.023029831,-0.02298387,0.047235397,-106.1652518,19.30954963684082,-19.25940762,-47.30440113,-34.45206728,9.480497798919679,9.943130613530723,-0.041427195,0.033813140192295164,0.991874621,-7.25E-04,-0.003504746,0.12414710216441201,0.00666379,0.002658946,-2.892781589,0.005856384,-0.009859777,0.1068295662842908,45,0.4392559826374054,3.575674295425415,6.3470001220703125,1.493603229522705,179.8081512451172,161,-86.9106002,40.4270762,9.943130613530723,-0.041427195,0.033813140192295164,-0.044562196,-0.006636292,0.04727691,Campus
59,-53.375,3.994013957428531E-4,0.004076231,-0.023952261,-105.1181261,18.178853645324708,-21.89777956,-46.25788513,-35.58117737,6.8424918794631955,9.782288699,0.025580551059356013,-0.023963073,0.9913325584851779,-0.001426306,0.001261478,0.12669865550616613,-0.002306415,0.002911096,-2.887357347,-0.173045168,0.063884598,-0.049702185,45,0.33109015226364136,3.5856785774230957,6.46999979,1.527457356452942,183.70469665527344,161,-86.910602,40.4270449,9.782288699,0.025580551059356013,-0.023963073,-0.021132965,0.020431079991305105,-0.023900868,Campus
60,-56.33333333,0.02499581,0.003905273,3.840060010597616E-4,-104.1226062,20.283109645843506,-24.04290556,-45.26370716,-33.4765554,4.696389923095703,10.037455410633273,-0.215548601,-0.151192126,0.994369532,-0.008923587,-0.003866162,0.099018399,0.0059677,0.018889341944742732,-2.943369576,0.11739540100097656,-0.027641138,-0.092214453,45,0.33109015226364136,3.5856785774230957,6.46999979,1.527457356452942,183.70469665527344,161,-86.910602,40.4270449,10.037455410633273,-0.215548601,-0.151192126,0.003463445,0.020254331845473678,4.433110312251284E-4,Campus
61,-67.5,0.096198064,-0.053039927,0.00738206,-104.041964,20.695713577270507,-25.64708347,-45.18208908,-33.06468332,3.092577930688858,10.06303597885428,0.057346432858589785,-0.17431887,0.9951611577885823,0.00261768,0.009268229,0.093688101,-0.018187832,-0.006744431,-2.954124689,0.13686722227670614,-0.008723046,-0.354743229,45,0.32024601101875305,3.605684995651245,6.676000118255615,1.505281925201416,188.6286163330078,161,-86.9106142,40.4270168,10.06303597885428,0.057346432858589785,-0.17431887,0.074665699,-0.036692349,0.007425056,Campus
62,-71,0.2114050439332874,0.028886255,-0.043312331,-104.1522519,22.03893352508545,-28.86971344,-45.29262119,-31.72073126,-0.129929993,9.992142788414816,-0.010555715,-0.155507334,0.28123237670046614,-0.011227762,-0.002012031,0.016763476,-0.012405512,0.009198305,-0.86098077,0.065077546,0.081358897,-0.278773554,45,0.2971794009208679,3.615739583969116,6.811999797821045,1.4756965637207031,182.30453491210938,161,-86.9106179,40.427003,9.992142788414816,-0.010555715,-0.155507334,0.18987267786293355,0.045244211,-0.043260439,Campus
