seconds_elapsed,orientation_qz,orientation_qy,orientation_qx,orientation_qw,orientation_roll,orientation_pitch,orientation_yaw,accelerometerUncalibrated_z,accelerometerUncalibrated_y,accelerometerUncalibrated_x,totalAcceleration_z,totalAcceleration_y,totalAcceleration_x,location_bearingAccuracy,location_speedAccuracy,location_verticalAccuracy,location_horizontalAccuracy,location_speed,location_bearing,location_altitude,location_longitude,location_latitude,accelerometer_z,accelerometer_y,accelerometer_x,gyroscopeUncalibrated_z,gyroscopeUncalibrated_y,gyroscopeUncalibrated_x,magnetometerUncalibrated_z,magnetometerUncalibrated_y,magnetometerUncalibrated_x,gyroscope_z,gyroscope_y,gyroscope_x,magnetometer_z,magnetometer_y,magnetometer_x,microphone_dBFS,class
401,-0.166107464,0.00475871,-0.013078453,0.9860090376103966,0.00504124,0.027375868295581595,0.3337256865015308,9.945654054289882,-0.274805807,-0.04891638,9.945654054289882,-0.274805807,-0.04891638,45,1.5,1.1829948425292969,739.3839721679688,0,0,149.39999389648438,-86.9109906,40.4279933,5.974908476894342E-4,-0.002480398,0.001243887,-0.021753279,0.013105046,7.991424306223476E-4,-111.5919339,31.705969371795653,-58.90977299,-6.82E-05,-2.82E-05,1.8829511686508515E-4,-70.6121344,33.926003494262694,-10.67036376,-112.75,Classroom
402,-0.166076653,0.004760497,-0.013097581,0.9860143568909284,0.005039343,0.027413465064561483,0.33366309728437255,9.944084946925823,-0.274228403,-0.052020885,9.944084946925823,-0.274228403,-0.052020885,45,1.5,1.1829948425292969,739.3839721679688,0,0,149.39999389648438,-86.9109906,40.4279933,-4.68E-04,-0.001519295,-0.00170823,-0.021326279,0.012844101634346744,6.923923773003869E-4,-111.546916,31.751719379425047,-59.00590893,3.5879866093469474E-4,-2.89E-04,8.154510479709767E-5,-70.56699448,33.97163154602051,-10.76588971,-121.6666667,Classroom
403,-0.166188688,0.004747435,-0.013137141,0.9859946543730579,0.004997292,0.027488243051813643,0.33389100779607456,9.934755696,-0.274326661,-0.051152392,9.934755696,-0.274326661,-0.051152392,0,1.5,1,17.152000427246094,1.7438098439015448E-4,0,149.39999389648438,-86.9109947,40.4279947,-0.006460551,-7.33E-04,-0.00192958,-0.021575362,0.012903407175948355,6.56809085907722E-4,-111.6001079,31.721341342926024,-58.97016281,1.0971527985179598E-4,-2.30E-04,4.596180718808064E-5,-70.62018707,33.94149742126465,-10.72941183,-116.75,Classroom
404,-0.166315642,0.004740281,-0.013328947,0.985971068,0.004915854,0.027864298,0.33414944369816085,9.897411346435547,-0.278923553,-0.04899769,9.897411346435547,-0.278923553,-0.04899769,0,1.5,1,17.152000427246094,1.7438098439015448E-4,0,149.39999389648438,-86.9109947,40.4279947,-0.018857215,-0.002035561,2.9388760912765576E-4,-0.021670251,0.012867824,7.161145975578178E-4,-111.5899822,31.69340332,-58.97443298,1.4826423687480607E-5,-2.65E-04,1.0526732053354527E-4,-70.60981674,33.913559417724606,-10.73441373,-135,Classroom
405,-0.166623343,0.004823054,-0.013473046,0.9859164426627668,0.00502241,0.028178070445807234,0.33477224424047375,9.891803972929427,-0.283122609,-0.054941997,9.891803972929427,-0.283122609,-0.054941997,0,1.5,1,17.152000427246094,1.7438098439015448E-4,0,149.39999389648438,-86.9109947,40.4279947,-0.00305773,-0.004941744,-0.004795892,-0.021492335,0.012962712727157056,8.584479840915397E-4,-111.5628981,31.731223430633545,-58.92868275,1.9274307505309004E-4,-1.71E-04,2.476006731598918E-4,-70.58297699,33.95137931823731,-10.68854178,-122.2222222,Classroom
406,-0.166791323,0.004854397,-0.01347323,0.9858878524257586,0.005079351,0.028189779,0.3351122301358443,9.890459412509955,-0.279774399,-0.04073316,9.890459412509955,-0.279774399,-0.04073316,0,1.5,1,17.152000427246094,1.7438098439015448E-4,0,149.39999389648438,-86.9109947,40.4279947,-0.002575819,-5.33E-04,0.00887713,-0.02155586,0.013027492634137161,8.340414519457576E-4,-111.56424,31.68156946182251,-58.93295288,1.2921768939122558E-4,-1.06E-04,2.2319415102874002E-4,-70.5843187,33.9012373,-10.69305576,-116.25,Classroom
407,-0.166964111,0.004807091,-0.013533808,0.9858581846200146,0.004960857,0.028294093292025688,0.33546429496367003,9.901543654284431,-0.279614686,-0.057416128,9.901543654284431,-0.279614686,-0.057416128,0,1.5,1,17.152000427246094,1.7438098439015448E-4,0,149.39999389648438,-86.9109947,40.4279947,0.004131678,5.69540609433813E-4,-0.00827635,-0.021670251,0.012559434896316921,6.805312954278175E-4,-111.5583835,31.733297386169433,-58.98346092,1.482642481772645E-5,-5.74E-04,6.968400710108645E-5,-70.5784626,33.95369728088379,-10.74405176,-129.7777778,Classroom
408,-0.166944114,0.004851695,-0.013483232,0.985861672,0.005066304,0.028209702934599616,0.33542241980728593,9.909143179365731,-0.281714212,-0.051614116,9.909143179365731,-0.281714212,-0.051614116,0,1.5,1.1695162057876587,16.569000244140625,0.058567967265844345,0,149.39999389648438,-86.9109919,40.4279964,0.005893087,-0.002240623,-0.001437206,-0.021705835,0.013152490507300437,6.805313140768738E-4,-111.5524062,31.728783378601076,-58.9667469,-2.08E-05,1.9274310669997363E-5,6.968399862424263E-5,-70.57236275,33.948573455810546,-10.72648377,-113.75,Classroom
409,-0.166837009,0.004829302,-0.013515365,0.985879998,0.005014514,0.028264269901855477,0.3352056811156782,9.910554534023248,-0.281505129,-0.053132859,9.910554534023248,-0.281505129,-0.053132859,0,1.5,1.1695162057876587,16.569000244140625,0.058567967265844345,0,149.39999389648438,-86.9109919,40.4279964,5.201876742168538E-4,-0.001228987,-0.003382592,-0.021480473,0.012678046118540382,9.296146160425637E-4,-111.5668015,31.713655376434325,-58.92965874,2.0460420270061608E-4,-4.55E-04,3.187673418439057E-4,-70.58675888,33.933689193725584,-10.69000575,-128.7777778,Classroom
410,-0.167116941,0.004860024,-0.013538189,0.98583165,0.005059431,0.028321679591119867,0.33577310460285076,9.908666981076731,-0.281531265,-0.049166117,9.908666981076731,-0.281531265,-0.049166117,0,1.5,1.1695162057876587,16.569000244140625,0.058567967265844345,0,149.39999389648438,-86.9109919,40.4279964,-5.75E-04,-7.75E-04,9.651682113559501E-4,-0.021646529,0.012879684894092526,3.6028129539172194E-4,-111.5802219,31.718779373168946,-58.90184273,3.8548643944911585E-5,-2.54E-04,-2.51E-04,-70.60017853,33.93832534790039,-10.66170177,-120.25,Classroom
411,-0.166890621,0.004791251,-0.013583964,0.9858701732552168,0.004915024,0.028387114297128417,0.3353157937526703,9.907447604032663,-0.280564208,-0.051882837,9.907447604032663,-0.280564208,-0.051882837,0,1.5,1.1695162057876587,16.569000244140625,0.058567967265844345,0,149.39999389648438,-86.9109919,40.4279964,-1.09E-04,3.9343232090033374E-4,-0.003240146,-0.021705834,0.012808518312437442,7.161146020788012E-4,-111.6454919,31.765627269744872,-58.96686901,-2.08E-05,-3.25E-04,1.0526732505452864E-4,-70.66557076,33.98529544830322,-10.72550776,-137.1111111,Classroom
412,-0.16686218,0.004727395,-0.013549184,0.985875387,0.00480146,0.028297642372476246,0.33525978332584344,9.910557404305171,-0.282480845,-0.049932749,9.910557404305171,-0.282480845,-0.049932749,0,1.5,1.1695162057876587,16.569000244140625,0.058567967265844345,0,149.39999389648438,-86.9109919,40.4279964,0.001913348,-0.001639189,-0.002850333,-0.02155164,0.012808518272313715,5.381979541039294E-4,-111.5793679,31.72866127,-58.90245296,1.3343751819316045E-4,-3.25E-04,-7.26E-05,-70.59956879,33.94906147003174,-10.66157976,-128.5,Classroom
413,-0.166961206,0.004731239,-0.013507612,0.9858591469746192,0.004820069,0.028217456,0.33546042760599004,9.912668552213502,-0.276818217,-0.045428783,9.912668552213502,-0.276818217,-0.045428783,0,1.5,1.1695162057876587,16.569000244140625,0.058567967265844345,0,149.39999389648438,-86.9109919,40.4279964,0.001970486,0.002736469,-2.53E-05,-0.021670251,0.012689907150117011,7.991424323177164E-4,-111.5633862,31.71402135848999,-58.89208282,1.4826373956663516E-5,-4.43E-04,1.8829510612774965E-4,-70.58346474,33.93442138671875,-10.65255177,-130.2222222,Classroom
414,-0.167212055,0.004821341,-0.013327877,0.9858186979895657,0.005050745,0.027894302081425213,0.3359662138142632,9.954275797871711,-0.275160084,-0.054959419,9.954275797871711,-0.275160084,-0.054959419,0,1.5,1.1695162057876587,16.569000244140625,0.058567967265844345,0,149.39999389648438,-86.9109919,40.4279964,0.019712735148309506,0.00304565,-0.002555864,-0.021777001,0.013401573849954976,4.551701651189874E-4,-111.604866,31.730247478485108,-59.01030079,-9.19E-05,2.6835765445478333E-4,-1.56E-04,-70.62482338,33.949915084838864,-10.77028176,-130.125,Classroom
415,-0.166975395,0.004742482,-0.013216246,0.9858609632803843,0.004939156,0.027646190146557413,0.33548753823225314,9.961259721552285,-0.276614944,-0.050205717,9.961259721552285,-0.276614944,-0.050205717,0,1.5,1.1695162057876587,16.569000244140625,0.058567967265844345,0,149.39999389648438,-86.9109919,40.4279964,0.006271472,-0.001954787,-1.94E-04,-0.021790801,0.013321169,7.518120143616286E-4,-111.6501274,31.72231746673584,-58.87000092,-1.06E-04,1.8795302122061214E-4,1.4096471176554376E-4,-70.66996307,33.942107391357425,-10.63059177,-131.8888889,Classroom
416,-0.167237213,0.004783843,-0.013143095,0.985817254,0.005037871,0.027517240295566403,0.3360174321433873,9.960275289,-0.274204697,-0.05117272,9.960275289,-0.274204697,-0.05117272,0,1.5,1.1695162057876587,16.569000244140625,0.058567967265844345,0,149.39999389648438,-86.9109919,40.4279964,2.36751963791338E-5,-5.56E-06,-9.69E-04,-0.021527918,0.012879684915567197,5.619201647542706E-4,-111.574488,31.735859394073486,-59.00115097,1.571597723579667E-4,-2.54E-04,-4.89E-05,-70.59456696,33.95577121734619,-10.76088776,-129,Classroom
417,-0.167370676,0.004770161,-0.013129766,0.9857950580930247,0.005011637,0.027486757203502563,0.33628849294579144,9.957147913071715,-0.274434107,-0.048788608,9.957147913071715,-0.274434107,-0.048788608,0,1.5,1.1695162057876587,16.569000244140625,0.058567967265844345,0,149.39999389648438,-86.9109919,40.4279964,-0.001705873,-5.13E-04,0.001179343,-0.021599084,0.013069462781609262,7.754201674155746E-4,-111.5781478,31.725123348236085,-59.07166691,8.599306185485669E-5,-6.38E-05,1.6457288982617914E-4,-70.59822701,33.94515739440918,-10.83164774,-138,Classroom
418,-0.167396381,0.004794266,-0.013078502,0.9857912653858222,0.005075629,0.027393861,0.3363398087834849,9.954095905,-0.274646091,-0.052714696,9.954095905,-0.274646091,-0.052714696,0,1.5,1.1695162057876587,16.569000244140625,0.058567967265844345,0,149.39999389648438,-86.9109919,40.4279964,-0.001882812,-0.001703301,-0.002126218,-0.021492334,0.012927129376426484,7.872812877165027E-4,-111.5830278,31.666807384490966,-58.98114288,1.9274306714136912E-4,-2.06E-04,1.7643402029931979E-4,-70.60298477,33.88647533416748,-10.74051378,-131,Classroom
419,-0.167415415,0.0048119,-0.013128999,0.9857872759254234,0.005092973,0.027499441,0.33637817073794246,9.952498797074105,-0.274227928,-0.0515299,9.952498797074105,-0.274227928,-0.0515299,0,1.5,1.1695162057876587,16.569000244140625,0.058567967265844345,0,149.39999389648438,-86.9109919,40.4279964,-0.001097651,-2.98E-04,-7.80E-04,-0.021599084,0.013033879459699959,6.923923959494433E-4,-111.6168217,31.722073364257813,-58.99444092,8.599306072461085E-5,-9.93E-05,8.154512683689161E-5,-70.63690102,33.941985549926756,-10.75454378,-132.6666667,Classroom
420,-0.167429287,0.004810257,-0.013126839,0.9857847476468503,0.005090032,0.027494997,0.33640641147650563,9.938180492474483,-0.276146687,-0.051140832,9.938180492474483,-0.276146687,-0.051140832,0,1.5,1.1695162057876587,16.569000244140625,0.058567967265844345,0,149.39999389648438,-86.9109919,40.4279964,-0.007656736,-0.002366371,0.001728116,-0.021717695,0.013294823902311003,7.16114625248841E-4,-111.58803,31.689621448516846,-58.95698696,-3.26E-05,1.6160764408216458E-4,1.0526733692211E-4,-70.60774277,33.90916732788086,-10.71660174,-120.125,Classroom
421,-0.167510322,0.004838764,-0.013108457,0.9857711294322338,0.005150157,0.027468651641630433,0.3365700106018955,9.943964013775576,-0.272203903,-0.055810265,9.943964013775576,-0.272203903,-0.055810265,0,1.5,1.1695162057876587,16.569000244140625,0.058567967265844345,0,149.39999389648438,-86.9109919,40.4279964,0.002562421,0.001525772,-0.003968516,-0.021563501,0.013057601647180261,7.161146156417513E-4,-111.5464278,31.699381370544433,-58.88781281,1.2157644705792654E-4,-7.56E-05,1.052673239242828E-4,-70.56662903,33.91953739,-10.64718376,-123.1111111,Classroom
422,-0.167819798,0.00489186,-0.013134514,0.9857176912641062,0.005237511,0.027539764720838047,0.3371968081275236,9.943696864600321,-0.278778357,-0.045170334,9.943696864600321,-0.278778357,-0.045170334,0,1.5,1.1695162057876587,16.569000244140625,0.058567967265844345,0,149.39999389648438,-86.9109919,40.4279964,-0.001110623,-0.004760809,0.005425746,-0.021480474,0.012986434958716944,4.907535198054195E-4,-111.5657041,31.736103382110596,-58.97943474,2.0460425808266239E-4,-1.47E-04,-1.20E-04,-70.58578316,33.95625953674316,-10.73953782,-124.75,Classroom
423,-0.167523306,0.00478078,-0.013177189,0.9857683511613642,0.005012407,0.02758474,0.3365981567253187,9.940130817080007,-0.272627874,-0.054192787,9.940130817080007,-0.272627874,-0.054192787,45,1.5,1,16.86199951171875,0,0,149.39999389648438,-86.9109895,40.4279956,-0.002832052,5.562505097065157E-4,-0.001403249,-0.02176514,0.012974573841806754,9.414757510366877E-4,-111.6018162,31.68913335800171,-58.94442097,-8.01E-05,-1.59E-04,3.306284474516378E-4,-70.62177269,33.90928939819336,-10.70427976,-130,Classroom
424,-0.168056339,0.004802879,-0.01333842,0.9856749383302835,0.00498676,0.027913334,0.3376800658611151,9.905977943568553,-0.279910885,-0.05305155,9.905977943568553,-0.279910885,-0.05305155,45,1.5,1,16.86199951171875,0,0,149.39999389648438,-86.9109895,40.4279956,-0.015695994,-0.002345911,-0.00772663,-0.021262183,0.012698574869808419,9.397650266272159E-4,-111.597912,31.710727348327637,-58.9737011,4.2289427186075883E-4,-4.35E-04,3.28917734105534E-4,-70.61774666,33.93039554595947,-10.73392572,-122.5555556,Classroom
425,-0.168304545,0.004849504,-0.01349919,0.9856305376997272,0.005017714,0.028246778,0.3381831724088169,9.890201003806105,-0.280163523,-0.05171575,9.890201003806105,-0.280163523,-0.05171575,45,1.5,1,16.86199951171875,0,0,149.39999389648438,-86.9109895,40.4279956,-0.008731592,-4.38E-04,-0.002011729,-0.021172085,0.012417101487743406,5.737812839249529E-4,-111.5888841,31.656803283691406,-58.99126884,5.129931530761488E-4,-7.16E-04,-3.71E-05,-70.60884125,33.87708126068115,-10.75027382,-129,Classroom
426,-0.168552336,0.004877429,-0.01359245,0.9855864644050598,0.005034214,0.028441768410859755,0.33868584007892794,9.897109411295178,-0.282689926,-0.048898957,9.897109411295178,-0.282689926,-0.048898957,45,1.5,1,16.86199951171875,0,0,149.39999389648438,-86.9109895,40.4279956,0.001334533,-0.001129583,9.260755574818953E-4,-0.021610946,0.01293899,3.12836861658335E-4,-111.5433782,31.714387340545656,-58.90635704,7.413196020298502E-5,-1.94E-04,-2.98E-04,-70.56333519,33.934665260314944,-10.66645979,-121.2222222,Classroom
427,-0.168451818,0.004872306,-0.013615786,0.9856036068166344,0.005019138,0.028485164823896677,0.3384819823561363,9.899841947462953,-0.283038395,-0.043268273,9.899841947462953,-0.283038395,-0.043268273,45,1.5,1,16.86199951171875,0,0,149.39999389648438,-86.9109895,40.4279956,0.001022996,-9.39E-04,0.00643938,-0.02165839,0.013389713,8.703090964807469E-4,-111.6114535,31.682057399749755,-58.89818314,2.668754342328576E-5,2.5649647933693185E-4,2.5946177876762396E-4,-70.63141083,33.90209129333496,-10.65828576,-120.75,Classroom
428,-0.168533213,0.004866685,-0.013549242,0.9855901396390304,0.005028048,0.028353219,0.33864716968490083,9.908832494494984,-0.28451939,-0.056091944,9.908832494494984,-0.28451939,-0.056091944,45,1.5,1,16.86199951171875,0,0,149.39999389648438,-86.9109895,40.4279956,0.005416259,-0.003626131,-0.006301028,-0.021539779,0.012915268380452599,5.263368462357055E-4,-111.5427679,31.737811279296874,-58.93710091,1.4529858593765682E-4,-2.18E-04,-8.45E-05,-70.56284698,33.957601432800296,-10.69683781,-123.7777778,Classroom
429,-0.168554478,0.004848856,-0.01346738,0.9855882450214868,0.005019962,0.028185126,0.33869030782319964,9.938281141794645,-0.277463891,-0.055187348,9.938281141794645,-0.277463891,-0.055187348,45,1.5,1,16.86199951171875,0,0,149.39999389648438,-86.9109895,40.4279956,0.018824308821298544,0.001465547,-0.009318255,-0.021314418,0.012251046034100564,8.703090772665676E-4,-111.56302,31.709141349792482,-58.91758064,3.706597693680415E-4,-8.82E-04,2.5946177876762396E-4,-70.58309868,33.92929729,-10.67743977,-132.5,Classroom
430,-0.168271822,0.004793149,-0.013249371,0.9856390050314006,0.004991473,0.027736240111797757,0.33811741199308226,9.959000449,-0.27302571,-0.05158217,9.959000449,-0.27302571,-0.05158217,45,1.5,1,16.86199951171875,0,0,149.39999389648438,-86.9109895,40.4279956,0.008917697,0.003203825,3.788645912721319E-4,-0.021575362,0.013282962799528885,7.398368743275409E-4,-111.5907145,31.745253372192384,-58.86707283,1.0971523351171642E-4,1.497464943948446E-4,1.2898955717954098E-4,-70.61079239,33.965531501770016,-10.62693179,-117.6666667,Classroom
431,-0.168037204,0.004735322,-0.013105316,0.9856818225777265,0.004932445,0.02743068,0.33764196397031393,9.958527166866562,-0.276934375,-0.051608306,9.958527166866562,-0.276934375,-0.051608306,45,1.5,1,16.86199951171875,0,0,149.39999389648438,-86.9109895,40.4279956,-0.003055174,5.68837506099812E-4,0.003720729,-0.02197864,0.013508323883497635,4.314479465569252E-4,-111.5183681,31.693525409698488,-58.94612881,-2.94E-04,3.751076399619935E-4,-1.79E-04,-70.53820274,33.91380336761475,-10.70549975,-117.25,Classroom
432,-0.168690138,0.004891831,-0.013149833,0.9855683463291057,0.00520789,0.027575438,0.33896337492952067,9.943115984,-0.272848571,-0.055017498,9.943115984,-0.272848571,-0.055017498,45,1.5,1,16.86199951171875,0,0,149.39999389648438,-86.9109895,40.4279956,-0.003671017,-8.61E-04,-0.004525675,-0.021480474,0.012654324,6.212257826474758E-4,-111.5388644,31.70560338973999,-58.89635281,2.04604095327261E-4,-4.79E-04,1.0378447980665177E-5,-70.55894264,33.92539329528809,-10.65608981,-112.7777778,Classroom
433,-0.168705523,0.004902014,-0.013199242,0.9855657552297299,0.005210953,0.027675221,0.3389943242073059,9.944887494577944,-0.274974234,-0.052058412,9.944887494577944,-0.274974234,-0.052058412,0,1.5,1.2184327840805054,17.802000045776367,0.001239328,0,149.39999389648438,-86.9109893,40.4279956,3.8623809814453125E-5,-8.17E-04,-0.003425128,-0.021814295,0.012968757316300001,7.870532074146188E-4,-111.5783922,31.68461940765381,-58.96089088,-1.29E-04,-1.64E-04,1.7620589978133256E-4,-70.59847031,33.90465332,-10.72050579,-120.3333333,Classroom
434,-0.169337509,0.004935917,-0.013344787,0.9854548440396207,0.005210675,0.027977518610728596,0.34027692328378994,9.908701794818768,-0.282106239,-0.048053919,9.908701794818768,-0.282106239,-0.048053919,0,1.5,1.2184327840805054,17.802000045776367,0.001239328,0,149.39999389648438,-86.9109893,40.4279956,-0.018986091,-0.004207778,0.00370005,-0.021195807,0.012832240554734666,7.635590736754239E-4,-111.5813198,31.71621732711792,-58.97553085,4.89270909083555E-4,-3.01E-04,1.5271178986967624E-4,-70.60139885,33.936251411437986,-10.73587774,-115.5,Classroom
435,-0.169336331,0.004902543,-0.013525511,0.9854530298594132,0.005083755,0.028322073694282364,0.34027613164151754,9.899847771357564,-0.282178837,-0.055119134,9.899847771357564,-0.282178837,-0.055119134,0,1.5,1.2184327840805054,17.802000045776367,0.001239328,0,149.39999389648438,-86.9109893,40.4279956,-0.005578236,-0.001507012,-0.004740954,-0.021527918,0.012962712740720006,7.635590702846863E-4,-111.6214577,31.72243932723999,-58.87097702,1.5715973845059142E-4,-1.71E-04,1.5271178195795532E-4,-70.64141502,33.94259536743164,-10.63083576,-122.3333333,Classroom
436,-0.169348724,0.004904641,-0.013516932,0.9854507521518225,0.005090394,0.028306298735506327,0.34030125557797625,9.895610975987703,-0.278566373,-0.043663206,9.895610975987703,-0.278566373,-0.043663206,0,1.5,1.2184327840805054,17.802000045776367,0.001239328,0,149.39999389648438,-86.9109893,40.4279956,-0.00438243,0.001785987,0.006757297,-0.021883751,0.013164351662638987,5.026146124153245E-4,-111.6318278,31.699625396728514,-58.9871209,-1.99E-04,3.113541119162319E-5,-1.08E-04,-70.65190659,33.91965938568115,-10.74746771,-110.875,Classroom
437,-0.169558926,0.004929686,-0.013549105,0.985414306,0.005122856,0.028378904878514483,0.3407273414065537,9.905992424603804,-0.284902706,-0.057114122,9.905992424603804,-0.284902706,-0.057114122,0,1.5,1.2184327840805054,17.802000045776367,0.001239328,0,149.39999389648438,-86.9109893,40.4279956,0.004765983,-0.003781423,-0.006374,-0.020875557,0.012191740399818796,9.05892429692508E-4,-111.5844914,31.723537425994873,-58.96723476,8.095208910357171E-4,-9.41E-04,2.95045119325983E-4,-70.60444862,33.94357147216797,-10.72745979,-122.5555556,Classroom
438,-0.169790308,0.004857574,-0.013520906,0.9853748794898246,0.004983422,0.028300486,0.3411989333560166,9.906881112318773,-0.281596688,-0.0501745,9.906881112318773,-0.281596688,-0.0501745,0,1.5,1.2184327840805054,17.802000045776367,0.001239328,0,149.39999389648438,-86.9109893,40.4279956,0.001480927,-0.001386766,-3.66E-04,-0.021895612,0.013437157231767308,5.381979767088462E-4,-111.5880297,31.74195936203003,-58.99773479,-2.11E-04,3.0394099218752777E-4,-7.26E-05,-70.60786469,33.96199345,-10.75808176,-120.75,Classroom
439,-0.16972812,0.004839383,-0.013535355,0.9853857952414207,0.004944594,0.028322047,0.3410732118250097,9.909866268194994,-0.277973974,-0.043912941,9.909866268194994,-0.277973974,-0.043912941,0,1.5,1.2184327840805054,17.802000045776367,0.001239328,0,149.39999389648438,-86.9109893,40.4279956,-0.002217756,0.005483292,0.008371862,-0.021812584,0.013318546179645849,6.093646448277371E-4,-111.5992538,31.71377733230591,-59.00676285,-1.28E-04,1.8532986151398095E-4,-1.48E-06,-70.61945473,33.933811264038084,-10.76649972,-114.1111111,Classroom
440,-0.170155943,0.004852742,-0.013403239,0.9853132685411323,0.005003563,0.028069073388588082,0.341940926,9.947788460740766,-0.277663256,-0.056338777,9.947788460740766,-0.277663256,-0.056338777,0,1.5,1.2184327840805054,17.802000045776367,0.001239328,0,149.39999389648438,-86.9109893,40.4279956,0.021229243972926463,-0.001193965,-0.00713159,-0.021705835,0.012808518259315888,5.619201969662772E-4,-111.5907141,31.713655376434325,-58.9486908,-2.08E-05,-3.25E-04,-4.89E-05,-70.61067055,33.93368934631348,-10.70867172,-117.5,Classroom
441,-0.170108496,0.004797805,-0.013209094,0.9853250390117608,0.004962727,0.027666441626051096,0.34184500603999907,9.951003167235736,-0.276371015,-0.050795211,9.951003167235736,-0.276371015,-0.050795211,0,1.5,1.2184327840805054,17.802000045776367,0.001239328,0,149.39999389648438,-86.9109893,40.4279956,0.004828897,-4.81E-04,-0.004594542,-0.021314418,0.012666184921947859,6.68670170605906E-4,-111.6023041,31.706091327667238,-59.00578667,3.706597761495165E-4,-4.67E-04,5.782288171405208E-5,-70.62238297,33.92588150024414,-10.7658898,-127.4444444,Classroom
442,-0.169811623,0.004755062,-0.013187745,0.985376483,0.004894027,0.027608707977028992,0.3412434541835235,9.956764480442677,-0.277076664,-0.053368076,9.956764480442677,-0.277076664,-0.053368076,0,1.5,1.2184327840805054,17.802000045776367,0.001239328,0,149.39999389648438,-86.9109893,40.4279956,0.004549146,-0.003020724,-0.004591582,-0.021661584,0.013086227921751114,7.635590831901376E-4,-111.6079156,31.70853136062622,-58.96040272,2.349415668644584E-5,-4.70E-05,1.5271177667622955E-4,-70.62762901,33.92868751525879,-10.72050576,-126.8888889,Classroom
443,-0.169548644,0.004735395,-0.013183979,0.9854222171514937,0.004863931,0.02759287,0.3407100025311257,9.949092309451798,-0.27349324,-0.046323188,9.949092309451798,-0.27349324,-0.046323188,0,1.5,1.2184327840805054,17.802000045776367,0.001239328,0,149.39999389648438,-86.9109893,40.4279956,-0.002650668,0.00123388,0.002138072,-0.021373723,0.012761073919392905,7.042535094688963E-4,-111.55448,31.734273433685303,-58.98455879,3.113542102476202E-4,-3.72E-04,9.340620983970686E-5,-70.57419319,33.95333134,-10.74405171,-135.125,Classroom
444,-0.169517453,0.004810197,-0.013171643,0.9854264901679697,0.0050164,0.027595095915123095,0.340644928,9.953636984223301,-0.276922758,-0.062242428,9.953636984223301,-0.276922758,-0.062242428,0,1.5,1.2184327840805054,17.802000045776367,0.001239328,0,149.39999389648438,-86.9109893,40.4279956,0.001935051,-0.002207152,-0.012285878,-0.021290696,0.012749212821696894,9.296146454289556E-4,-111.6125514,31.74378932952881,-58.96186684,3.943819534576055E-4,-3.84E-04,3.1876735484173284E-4,-70.63250839,33.96357933044433,-10.7224578,-123.4444444,Classroom
445,-0.169541685,0.004855837,-0.013214497,0.9854222009482893,0.005091223,0.027694159720852537,0.34069288442435774,9.936387719459905,-0.275555015,-0.048448851,9.936387719459905,-0.275555015,-0.048448851,0,1.5,1.2184327840805054,17.802000045776367,0.001239328,0,149.39999389648438,-86.9109893,40.4279956,-0.00624928,-1.00E-04,0.00219241,-0.02208539,0.013306684955927425,3.128368367929265E-4,-111.6443939,31.697307319641112,-58.96821098,-4.00E-04,1.7346875816674054E-4,-2.98E-04,-70.66435066,33.91734138488769,-10.72867978,-128,Classroom
446,-0.169446768,0.00488859,-0.013236219,0.9854377704916648,0.005151032,0.027748027617491566,0.3404995055453291,9.942538215118704,-0.275009081,-0.044055233,9.942538215118704,-0.275009081,-0.044055233,0,1.5,1.2184327840805054,17.802000045776367,0.001239328,0,149.39999389648438,-86.9109893,40.4279956,0.001455964,9.278692666766713E-4,0.007150897,-0.021492335,0.012879684920653302,6.449479706929002E-4,-111.6018157,31.66839328765869,-58.96845497,1.927430852253026E-4,-2.54E-04,3.410067558469413E-5,-70.62189484,33.888061599731444,-10.72843575,-118.8888889,Classroom
447,-0.16903701,0.004885904,-0.013196279,0.9855087324253564,0.005170768,0.027666172139274265,0.339667639,9.947317499380846,-0.2751631,-0.055926477,9.947317499380846,-0.2751631,-0.055926477,0,1.5,1.2184327840805054,17.802000045776367,0.001239328,0,149.39999389648438,-86.9109893,40.4279956,-0.001390115,0.002627337,-0.001486346,-0.022310751,0.013852296117919235,3.365590480083907E-4,-111.5541143,31.71816930770874,-58.94198074,-6.26E-04,7.190798992490016E-4,-2.74E-04,-70.57419266,33.93808158874512,-10.70147378,-123.375,Classroom
448,-0.169154802,0.005009531,-0.013177521,0.9854877897836629,0.005417461,0.027672121717223844,0.33990347877289484,9.939216095,-0.271335634,-0.045579787,9.939216095,-0.271335634,-0.045579787,0,1.5,1.2184327840805054,17.802000045776367,0.001239328,0,149.39999389648438,-86.9109893,40.4279956,-0.001539675,6.315468005763674E-4,7.342720060672575E-4,-0.020994168,0.012689907111123529,0.001071948,-111.5840041,31.663635330200194,-58.99541691,6.909097671436453E-4,-4.43E-04,4.6110072555201293E-4,-70.60408279,33.883547172546386,-10.75588577,-112.7777778,Classroom
