seconds_elapsed,location_bearingAccuracy,location_speedAccuracy,location_verticalAccuracy,location_horizontalAccuracy,location_speed,location_bearing,location_altitude,location_longitude,location_latitude,accelerometer_z,accelerometer_y,accelerometer_x,orientation_qz,orientation_qy,orientation_qx,orientation_qw,orientation_roll,orientation_pitch,orientation_yaw,totalAcceleration_z,totalAcceleration_y,totalAcceleration_x,magnetometerUncalibrated_z,magnetometerUncalibrated_y,magnetometerUncalibrated_x,gyroscopeUncalibrated_z,gyroscopeUncalibrated_y,gyroscopeUncalibrated_x,microphone_dBFS,accelerometerUncalibrated_z,accelerometerUncalibrated_y,accelerometerUncalibrated_x,magnetometer_z,magnetometer_y,magnetometer_x,gyroscope_z,gyroscope_y,gyroscope_x,class
10,45,0.12041594833135605,1.096661091,4.0929999351501465,0.14568275213241577,114.18243408203125,160.6999969482422,-86.9155003,40.3848149,0.001870091,-0.003876425,-0.015106862,-0.996930826,0.012386713365021233,0.009025838,0.076772603,0.019904915386667617,0.023313629960354704,2.9876460822728963,9.891165141,-0.234365943,-0.211965174,-99.29409004,-11.54315174,-34.92847706,-0.021215195,0.012534115947066592,7.400649427346742E-4,-146.625,9.891165141,-0.234365943,-0.211965174,-51.11446079,-61.34306286,-8.709091825,-2.94E-04,-0.002737066,5.873531335964799E-4,Home
11,45,0.12727922201156616,1.0560110807418823,3.9230000972747803,0.9547466039657593,331.2922058105469,160.6999969482422,-86.9155103,40.3848278,0.018085082,-4.86E-04,-0.016119628,-0.996930802,0.012239133,0.009020247,0.076797207,0.019871555,0.023019711025854917,2.987600303390651,9.922814841409332,-0.228441966,-0.212940888,-99.20637253,-11.58694979,-34.90968918,-0.021266973,0.012595018263436059,7.516979556349874E-4,-152.5555556,9.922814841409332,-0.228441966,-0.212940888,-51.02613281,-61.38698292,-8.689693871,-3.45E-04,-0.002676163,5.989861471162549E-4,Home
12,45,0.12727922201156616,1.0661427974700928,3.9230000972747803,0.521234393,351.5402832,160.6999969482422,-86.9155083,40.3848306,0.011510043468290163,-0.002626014,-0.01461807,-0.996933133,0.012044657437691411,0.009017937,0.076797939,0.019836951842875157,0.02263225,2.987603437553332,9.947233977827054,-0.227454635,-0.21170963,-99.20930008,-11.53168374,-34.91042137,-0.021195806,0.012784796052621407,5.856423878373162E-4,-128.125,9.947233977827054,-0.227454635,-0.21170963,-51.02845089,-61.33196087,-8.689205847,-2.74E-04,-0.002486386,4.3293058157907525E-4,Home
13,45,0.12041594833135605,1.0760735273361206,3.921999931335449,0.5198370814323425,31.193872451782227,160.6999969482422,-86.9155025,40.3848342,-4.19E-04,-0.003285362,-0.015926497,-0.996931754,0.011982656753106603,0.009021051,0.076825216,0.019834208275073942,0.022507594,2.987550108178148,9.944507182223125,-0.22707132,-0.213173202,-99.25614853,-11.52106974,-34.98240124,-0.021041612,0.012500129332675518,8.703090716153383E-4,-145.5555556,9.944507182223125,-0.22707132,-0.213173202,-51.07627499,-61.32122478,-8.762161846,-1.20E-04,-0.002771052,7.175972653570973E-4,Home
14,45,0.14212670922279358,1.0861343145370483,3.9000000953674316,0.48817500472068787,37.259368896484375,160.6999969482422,-86.9154987,40.3848374,-0.002091602,-0.003679918,-0.01502053,-0.996928361,0.011956401648524316,0.009022309,0.076873188,0.019833744747690785,0.022454090633438627,2.987454449088828,9.940633847163273,-0.226834985,-0.212293987,-99.24846245,-11.55315572,-34.97996136,-0.021136501,0.012642462692648461,7.516979545047416E-4,-143.875,9.940633847163273,-0.226834985,-0.212293987,-51.06749092,-61.35318878,-8.759721842,-2.15E-04,-0.002628719,5.989861471162549E-4,Home
15,45,0.14866068959236145,1.0961456298828125,3.9000000953674316,0.33875709772109985,46.25882339477539,160.6999969482422,-86.9154962,40.3848386,-0.002281661,-0.003253691,-0.014792401,-0.996924779,0.011988437173942339,0.00904572,0.076911887,0.019886262,0.022513594821963495,2.987375549,9.936280296844187,-0.227117782,-0.212360106,-99.23955605,-11.5454697,-34.92664742,-0.021195806,0.012761073792805371,7.042535083386504E-4,-144.4444444,9.936280296844187,-0.227117782,-0.212360106,-51.05895103,-61.34562477,-8.707139854,-2.74E-04,-0.002510108,5.515416998199178E-4,Home
16,45,0.14866068959236145,1.1059653759002686,3.9000000953674316,0.13582803308963776,53.572181701660156,160.6999969482422,-86.915496,40.3848384,-0.017778267,-0.005948617,-0.016140871,-0.996924782,0.012061709890738853,0.009043771,0.076900536,0.019893441,0.022660232,2.987396642999742,9.907008791432798,-0.23091029,-0.213614595,-99.24931633,-11.55034976,-34.89846535,-0.021089056,0.012428962661731012,6.686701745617664E-4,-139.4444444,9.907008791432798,-0.23091029,-0.213614595,-51.06932087,-61.35062698,-8.678347855,-1.68E-04,-0.002842219,5.159583643476651E-4,Home
17,0,0.12727922201156616,1.1160296201705933,3.9000000953674316,0.035913094878196716,0,160.6999969482422,-86.9154972,40.3848374,-0.013145206,-0.004969282,-0.014865934,-0.996921202,0.012336732,0.00906392,0.076900984,0.019976148291409593,0.023205533207764903,2.987388816852014,9.880315984337075,-0.234223651,-0.212476263,-99.25017044,-11.55034975,-34.96446728,-0.021172084,0.012689907148986766,7.279757302914502E-4,-154,9.880315984337075,-0.234223651,-0.212476263,-51.06980885,-61.35026085,-8.744837856,-2.51E-04,-0.002581274,5.752639234680863E-4,Home
18,0,0.14866068959236145,1.1259901523590088,3.9000000953674316,0.031108884140849113,0,160.6999969482422,-86.9154974,40.3848372,-0.003166465,-0.003584665,-0.016018722,-0.996922177,0.012365626824948076,0.009044008,0.076886081,0.019940551,0.023266516572151046,2.9874185002767124,9.878062516740226,-0.233599311,-0.213057044,-99.25273224,-11.50667374,-34.89687935,-0.021285677,0.012522368906782223,8.927767529922465E-4,-158.1111111,9.878062516740226,-0.233599311,-0.213057044,-51.07237118,-61.30646267,-8.677127848,-3.64E-04,-0.002748813,7.400649483315647E-4,Home
19,0,0.14866068959236145,1.135956048965454,3.9000000953674316,0.052717894315719604,0,160.6999969482422,-86.915498,40.3848379,0.001896293,-0.00337994,-0.014949366,-0.996921287,0.012332698890885103,0.009073022,0.076899467,0.019993645781018202,0.023196117554619474,2.9873917473172678,9.883754137650277,-0.232553903,-0.212522724,-99.27993797,-11.51728779,-34.84051533,-0.021302556,0.012654323808993529,7.161146224232264E-4,-155.75,9.883754137650277,-0.232553903,-0.212522724,-51.10018703,-61.31756474,-8.621129808,-3.81E-04,-0.002616858,5.634028116440021E-4,Home
20,0,0.14866068959236145,1.145987868309021,3.9000000953674316,0.025998394936323166,0,160.6999969482422,-86.9154981,40.3848379,0.002161711,-0.004009962,-0.015822027,-0.996923022,0.012368207010756997,0.009064724,0.076872263,0.019981946108989346,0.023268748,2.987445673896271,9.888005571457946,-0.233994242,-0.213359051,-99.27554634,-11.53046371,-34.90639538,-0.021361862,0.012500129332675518,7.754201809785248E-4,-159.1111111,9.888005571457946,-0.233994242,-0.213359051,-51.09640511,-61.33049706,-8.687985907,-4.40E-04,-0.002771052,6.227083707644233E-4,Home
