seconds_elapsed,location_bearingAccuracy,location_speedAccuracy,location_verticalAccuracy,location_horizontalAccuracy,location_speed,location_bearing,location_altitude,location_longitude,location_latitude,accelerometer_z,accelerometer_y,accelerometer_x,orientation_qz,orientation_qy,orientation_qx,orientation_qw,orientation_roll,orientation_pitch,orientation_yaw,totalAcceleration_z,totalAcceleration_y,totalAcceleration_x,magnetometerUncalibrated_z,magnetometerUncalibrated_y,magnetometerUncalibrated_x,gyroscopeUncalibrated_z,gyroscopeUncalibrated_y,gyroscopeUncalibrated_x,microphone_dBFS,accelerometerUncalibrated_z,accelerometerUncalibrated_y,accelerometerUncalibrated_x,magnetometer_z,magnetometer_y,magnetometer_x,gyroscope_z,gyroscope_y,gyroscope_x,class
196,0,0.15556348860263824,1.2005119323730469,9.93500042,0.001332714,0,160.6999969482422,-86.915525,40.3848544,0.005089778,9.312020632827166E-4,-0.001777246,-0.996901523,0.012541013362916928,0.00981461,0.077030521,0.021508064555022324,0.023494396810826747,2.9871065801787147,9.895329308741301,-0.231485264,-0.214752929,-99.24333824,-11.62464776,-34.81733543,-0.021219528,0.013449018364500942,9.414757425598439E-4,-114.3333333,9.895329308741301,-0.231485264,-0.214752929,-51.06297699,-61.42492451,-8.597461834,1.6012500962513744E-4,4.6851391705132804E-4,3.3062844914700655E-4,Home
197,0,0.22671568393707275,1.2104719877243042,9.93500042,0.006654592,0,160.6999969482422,-86.9155249,40.3848543,0.020828534098504818,0.00181498,-1.51E-04,-0.996900947,0.012317827486803809,0.009855015,0.077068901,0.021554982,0.023042307,2.987034239815277,9.936050840951864,-0.226873852,-0.213475208,-99.18270447,-11.58487575,-34.85564342,-0.021172084,0.012891546117810949,8.228646113211741E-4,-148.375,9.936050840951864,-0.226873852,-0.213475208,-51.0024649,-61.3850309,-8.636135845,2.0756945692147446E-4,-8.90E-05,2.1201733655739323E-4,Home
198,0,0.22671568393707275,1.2205122709274292,9.93500042,0.004548991,0,160.6999969482422,-86.9155249,40.3848543,0.008747156,0.001745207,-0.001398321,-0.996904285,0.012094460409851028,0.009831087,0.077064334,0.021472539161690153,0.022600708,2.9870495681579294,9.951380813,-0.222686412,-0.21514786,-99.28677002,-11.54363976,-34.83075512,-0.021285677,0.012898274983924169,6.578354961955204E-4,-147.8888889,9.951380813,-0.222686412,-0.21514786,-51.1057988,-61.34367287,-8.610881853,9.397650137543678E-5,-8.22E-05,4.698822046450984E-5,Home
199,0,0.16278821229934692,1.2305241823196411,9.93500042,0.005428799,0,160.6999969482422,-86.9155248,40.3848543,-2.52E-04,2.2029153351644867E-4,-0.001184442,-0.996899839,0.012053262831154958,0.009898474,0.077119696,0.021601814631987543,0.022506956137644436,2.9869380275022634,9.947550468074466,-0.2236418,-0.216077112,-99.22308716,-11.59988173,-34.85308163,-0.021290695,0.012950852,6.212257250049378E-4,-115.75,9.947550468074466,-0.2236418,-0.216077112,-51.04321274,-61.3995488,-8.631987848,8.89583386806319E-5,-2.97E-05,1.0378451936525627E-5,Home
200,0,0.16278821229934692,1.2405894994735718,9.93500042,0.003229629,0,160.6999969482422,-86.9155248,40.3848543,-0.005950983,-0.001423875,-9.33E-04,-0.996906179,0.012084858,0.009804572,0.077044734,0.021417718507277157,0.022586070760650542,2.987089735790364,9.938124341872133,-0.225993968,-0.213916602,-99.19758812,-11.55400976,-34.88992538,-0.021373723,0.012583157192300824,3.958646009124598E-4,-63.55555556,9.938124341872133,-0.225993968,-0.213916602,-51.01783676,-61.35379871,-8.669807854,5.930555912042127E-6,-3.97E-04,-2.15E-04,Home
201,0,0.16278821229934692,1.250424861907959,9.93500042,0.005297754,0,160.6999969482422,-86.9155247,40.3848543,-0.010407114,-0.002350466,-2.46E-04,-0.996912268,0.012381109155859183,0.009696176,0.076932518,0.021244805523203413,0.023195935,2.9873099327087402,9.915708903,-0.232655539,-0.211128847,-99.2735939,-11.62806376,-34.83917297,-0.021361862,0.012962713,5.737812697968798E-4,-48.25,9.915708903,-0.232655539,-0.211128847,-51.09359901,-61.42821869,-8.619055862,1.779166773612638E-5,-1.78E-05,-3.71E-05,Home
202,0,0.16278821229934692,1.110417127609253,9.93500042,0.058930668979883194,0,160.6999969482422,-86.915526,40.3848545,0.005448554,5.629321614515435E-4,-0.001385408,-0.996902508,0.012269961,0.009845132,0.077057691,0.021527594100069075,0.02294863,2.987058181207157,9.928707013,-0.226906885,-0.214962903,-99.24797424,-11.5918298,-34.85674133,-0.021219529,0.013235518329062508,0.001060087,-111,9.928707013,-0.226906885,-0.214962903,-51.06761295,-61.39174068,-8.636013794,1.6012500962513744E-4,2.550139132597782E-4,4.4923956908321787E-4,Home
203,0,0.16278821229934692,1.1203839778900146,9.93500042,0.042299632,0,160.6999969482422,-86.9155264,40.3848545,0.005518765,0.00264781,0.001852536,-0.996901435,0.012042312,0.009890162,0.07710177,0.021583133,0.022486788,2.9869744546205093,9.938731202801455,-0.221042799,-0.212662113,-99.19661232,-11.56389173,-34.85015312,-0.021006028,0.012998296119706723,0.001000781,-112.7777778,9.938731202801455,-0.221042799,-0.212662113,-51.01686077,-61.36416889,-8.630401878,2.3722223874217676E-4,1.7791665475634694E-5,2.535312618490634E-4,Home
204,0,0.12041594833135605,1.1305088996887207,9.93500042,0.016205266,0,160.6999969482422,-86.9155263,40.3848544,-0.001591877,-0.003033959,-0.001402217,-0.99689781,0.011997108908315885,0.009943605,0.077148865,0.021683778487218235,0.022387374,2.9868798996638324,9.935063547301061,-0.224951464,-0.216541737,-99.2426062,-11.52924372,-34.84393105,-0.021397445,0.013140629461595735,7.042534976013149E-4,-75,9.935063547301061,-0.224951464,-0.216541737,-51.06273277,-61.32915489,-8.623935833,-1.71E-04,1.6012500962513744E-4,-5.93E-05,Home
205,0,0.16278821229934692,1.140318512916565,9.939000129699707,0.005372978,0,160.6999969482422,-86.9155262,40.3848544,-2.41E-04,2.3673865401629106E-4,-1.12E-04,-0.996891413,0.012043595512949147,0.010028609400162997,0.077213195,0.021861978707093638,0.022465519751738577,2.9867477787351144,9.934453695723153,-0.223331082,-0.217517451,-99.26261406,-11.53631977,-34.85308125,-0.021314417,0.012950851627200553,7.991423876730056E-4,-119,9.934453695723153,-0.223331082,-0.217517451,-51.08213089,-61.33598682,-8.633085842,-8.75E-05,-2.97E-05,3.558333547225276E-5,Home
206,0,0.16278821229934692,1.1502785682678223,9.958999633789062,0.003296284,0,160.6999969482422,-86.9155261,40.3848544,-0.011116165,8.485487733895963E-4,0.002685896,-0.996899577,0.012157111,0.009914705,0.077104472,0.021649922,0.022711833007633686,2.9869656218932223,9.915952793602804,-0.224742382,-0.212267181,-99.27017845,-11.60036973,-34.8349033,-0.021485377,0.012545863103766281,1.997000503111989E-4,-57.75,9.915952793602804,-0.224742382,-0.212267181,-51.09115871,-61.40052486,-8.614175835,-2.58E-04,-4.35E-04,-5.64E-04,Home
207,0,0.22671568393707275,1.1603243350982666,9.970999717712402,0.002967703,0,160.6999969482422,-86.9155261,40.3848544,-0.015753024,-0.005179825,-0.003067516,-0.996906176,0.012558994742417798,0.009788888,0.076970748,0.021458154,0.023535528482453338,2.9872266227759203,9.883789127312818,-0.238231048,-0.215496329,-99.26285812,-11.65734374,-34.82941334,-0.02123139,0.012844101580094944,5.144757044601064E-4,-83.22222222,9.883789127312818,-0.238231048,-0.215496329,-51.08237492,-61.4574987,-8.60978385,-4.45E-06,-1.36E-04,-2.49E-04,Home
208,0,0.23430748283863068,1.1702998876571655,10,0.00541012,0,160.6999969482422,-86.915526,40.3848544,-0.002785979,0.002533159,0.002147797,-0.996906203,0.012699193194580889,0.009793648,0.076946921,0.021488770318118113,0.023814873878382943,2.987270790396385,9.880850347500402,-0.232867523,-0.210246058,-99.29628609,-11.64099576,-34.82977932,-0.021314417,0.012950852,6.923923857772307E-4,-103.25,9.880850347500402,-0.232867523,-0.210246058,-51.11690083,-61.44127296,-8.609783802,-8.75E-05,-2.97E-05,-7.12E-05,Home
209,0,0.24839484691619873,1.1803523302078247,10.04800033569336,0.00606179,0,160.6999969482422,-86.915526,40.3848543,0.001150918,-0.001905288,-0.001968536,-0.996906287,0.012682374114695104,0.009796401,0.076948147,0.021491693,0.023780880333150473,2.9872686816650686,9.883353585178412,-0.236959136,-0.214357996,-99.23431,-11.65173179,-34.84319935,-0.021207667,0.013081323843702529,8.22864611886297E-4,-81.66666667,9.883353585178412,-0.236959136,-0.214357996,-51.0544368,-61.45152065,-8.623203802,1.9274315190980736E-5,1.0081945276520785E-4,5.930555912042127E-5,Home
210,0,0.24839484691619873,1.190385103225708,10.119999885559082,0.003873475,0,160.6999969482422,-86.915526,40.3848543,0.001000793,2.315063210366999E-4,0.001052603,-0.996904798,0.012584124429567346,0.009830199,0.076979263,0.021544637357436336,0.02357908,2.9872079451107285,9.887005090713501,-0.232822794,-0.211718788,-99.23931198,-11.67186175,-34.88541122,-0.02155164,0.012772934972444206,7.042534976013149E-4,-155,9.887005090713501,-0.232822794,-0.211718788,-51.05956097,-61.47152874,-8.665293856,-3.25E-04,-2.08E-04,-5.93E-05,Home
211,0,0.16278821229934692,1.2002938985824585,10.157999992370605,0.0046807,0,160.6999969482422,-86.9155259,40.3848543,0.002281096,0.001784523,8.538378384506818E-4,-0.996914279,0.012580204420515056,0.009687797,0.076875189,0.02125754,0.023595453176683594,2.9874201746820246,9.891048959157999,-0.231421377,-0.209456195,-99.23540886,-11.61122771,-34.90261311,-0.02144489,0.012844101589136911,5.14475715197442E-4,-152.5,9.891048959157999,-0.231421377,-0.209456195,-51.05553493,-61.41138275,-8.681519833,-2.18E-04,-1.36E-04,-2.49E-04,Home
212,0,0.16278821229934692,1.210510015487671,10.192999839782715,0.006641633,0,160.6999969482422,-86.9155258,40.3848543,0.016735956506821716,0.002329318,-4.90E-04,-0.996911498,0.012520703,0.00973314,0.076915227,0.021339722918075264,0.023468963729525075,2.987340276681104,9.918255685602578,-0.230314987,-0.212174255,-99.2228421,-11.62513576,-34.83490341,-0.021444889,0.012998296056412955,4.7889238198568085E-4,-123.7777778,9.918255685602578,-0.230314987,-0.212174255,-51.04199291,-61.42492481,-8.615029802,-2.18E-04,1.779166773612638E-5,-2.85E-04,Home
213,0,0.17691805958747864,1.220429539680481,10.21399974822998,0.004026095,0,160.6999969482422,-86.9155258,40.3848543,0.014508127008826987,0.001162323,-6.64E-04,-0.996911755,0.012345485913666706,0.009750069,0.076938046,0.021346913614464037,0.023116472909606778,2.9872984932464304,9.949774797680309,-0.228465197,-0.212406569,-99.24053215,-11.65746575,-34.87626137,-0.021397445,0.012998296065454922,6.212257131373564E-4,-70.375,9.949774797680309,-0.228465197,-0.212406569,-51.06078083,-61.45774258,-8.655411797,-1.71E-04,1.7791674517601437E-5,-1.42E-04,Home
214,0,0.16278821229934692,1.230454683303833,10.213000297546387,0.001784698,0,160.6999969482422,-86.9155258,40.3848543,0.002328873,0.002147113,0.001484965,-0.996910999,0.012186315317538757,0.009779527,0.076969475,0.021381767,0.022793863909047783,2.987238740458072,9.950288809618904,-0.224292275,-0.211221772,-99.22003601,-11.6087878,-34.84844528,-0.021148362,0.013128768304561816,9.88920173467616E-4,-121.2222222,9.950288809618904,-0.224292275,-0.211221772,-51.04077282,-61.40869881,-8.627961874,7.857987487652493E-5,1.4826389101957812E-4,2.2536112465760082E-4,Home
215,0,0.17691805958747864,1.2402958869934082,10.222000122070312,0.006675074,0,160.6999969482422,-86.9155257,40.3848542,-0.003459188,8.366073553378766E-4,1.8959850645982302E-4,-0.996910384,0.012062805319706408,0.009803968,0.076993843,0.021411953762603495,0.022543287,2.987192385471784,9.942401830432484,-0.2234937,-0.212871193,-99.23675026,-11.58231373,-34.82380127,-0.021320918,0.012886527871999603,5.873531207236318E-4,-130,9.942401830432484,-0.2234937,-0.212871193,-51.05614468,-61.38234665,-8.604049768,-9.40E-05,-9.40E-05,-1.76E-04,Home
216,0,0.18439088761806488,1.2503656148910522,10.232000350952148,0.004591099,0,160.6999969482422,-86.9155257,40.3848542,-0.001405216,-0.001757286,-7.70E-04,-0.996905701,0.012183501728747076,0.009873427,0.077026503,0.021569925,0.022772536332746153,2.987122267195322,9.940435733609986,-0.228186421,-0.215217554,-99.25273239,-11.57560373,-34.81172306,-0.021670251,0.013116907210821666,2.653923538938454E-4,-76.88888889,9.940435733609986,-0.228186421,-0.215217554,-51.07237076,-61.37588081,-8.59111784,-4.43E-04,1.364027769350022E-4,-4.98E-04,Home
217,0,0.17691805958747864,1.1097946166992188,10.230999946594238,0.071973063,0,160.6999969482422,-86.9155273,40.3848544,-5.33E-04,0.001244928,0.001466109,-0.996906199,0.012290368697524649,0.009864225,0.077004258,0.021567607153821916,0.022987534735098625,2.987164423303697,9.940432844810115,-0.227315246,-0.212940888,-99.25273262,-11.59963777,-34.82563137,-0.02133814,0.012974573846327738,5.263368179795595E-4,-70.125,9.940432844810115,-0.227315246,-0.212940888,-51.07298061,-61.39967087,-8.604659834,-1.11E-04,-5.93E-06,-2.37E-04,Home
218,0,0.17691805958747864,1.1198076009750366,10.227999687194824,0.048225294798612595,0,160.6999969482422,-86.9155276,40.3848545,-2.71E-04,0.002970034,9.483511297448167E-4,-0.9969081,0.012281247794411136,0.009846427,0.076983432,0.021530212111120085,0.022972545251973623,2.987206843292829,9.939335193448853,-0.225395763,-0.213057044,-99.25492798,-11.61720575,-34.84112522,-0.021314417,0.013235518320020541,5.500590478440801E-4,-55.66666667,9.939335193448853,-0.225395763,-0.213057044,-51.07505516,-61.41736069,-8.621617813,-8.75E-05,2.5501390873879483E-4,-2.14E-04,Home
219,0,0.16278821229934692,1.1297893524169922,10.237000465393066,0.019067265,0,160.6999969482422,-86.9155275,40.3848545,-0.002504886,-0.001728308,9.312262234178562E-4,-0.996908271,0.012272733354091066,0.009856876,0.076981193,0.021549683697160007,0.022954002529093364,2.9872113153772446,9.935456963685843,-0.229892161,-0.21355942,-99.25102356,-11.64977979,-34.8209951,-0.021397445,0.013093184969089563,6.805312677367943E-4,-99.375,9.935456963685843,-0.229892161,-0.21355942,-51.07066296,-61.45005661,-8.602097855,-1.71E-04,1.1268056684978379E-4,-8.30E-05,Home
220,0,0.1063014566898346,1.1398258209228516,10.241000175476074,0.006168267,0,160.6999969482422,-86.9155275,40.3848544,-0.002625021,3.7626574919061756E-4,5.232411102183814E-4,-0.996907316,0.012294001,0.009873327,0.076988119,0.02158595,0.022993724521936723,2.987196512592649,9.927606240059566,-0.227794392,-0.213405514,-99.19673363,-11.58206971,-34.84856716,-0.021361862,0.012938990547023351,7.27975724075098E-4,-82.88888889,9.927606240059566,-0.227794392,-0.213405514,-51.01698284,-61.38234665,-8.629303837,-1.35E-04,-4.15E-05,-3.56E-05,Home
221,0,0.16970562934875488,1.1497180461883545,10.24899959564209,0.004236277,0,160.6999969482422,-86.9155273,40.3848544,-1.69E-04,1.3139352057743998E-4,9.165721610911842E-4,-0.99691015,0.012269730164298734,0.009835125,0.07696015,0.021505354,0.022951821371623615,2.9872540964663608,9.930533381,-0.227872798,-0.212267181,-99.25553795,-11.60598175,-34.87394344,-0.021278834,0.012867823848952947,4.907534915492734E-4,-66.875,9.930533381,-0.227872798,-0.212267181,-51.07627483,-61.40577061,-8.654069834,-5.19E-05,-1.13E-04,-2.73E-04,Home
222,0,0.16970562934875488,1.1597111225128174,10.246999740600586,0.007026592,0,160.6999969482422,-86.9155272,40.3848544,-0.01982226,-0.004384609,-8.06E-04,-0.996912917,0.012453597192697733,0.009772414,0.076902662,0.021407388132608052,0.023329362255132314,2.9873662342145604,9.894582961369487,-0.235820803,-0.213684288,-99.28127991,-11.64416777,-34.87382111,-0.021100917,0.013128768,8.465868332739739E-4,-73,9.894582961369487,-0.235820803,-0.213684288,-51.10140694,-61.44395664,-8.654069853,1.260243238682307E-4,1.482638932800698E-4,8.302778276858978E-5,Home
223,0,0.17691805958747864,1.1697204113006592,10.241999626159668,0.004449454,0,160.6999969482422,-86.9155272,40.3848544,-0.007746825,0.002183888,8.30196703855808E-4,-0.996906481,0.012506497379105825,0.009858928,0.076966544,0.021589621,0.023420138409934364,2.9872347574967604,9.87864336,-0.229321851,-0.212476262,-99.26249191,-11.60427375,-34.81184521,-0.021285677,0.012898275,8.105473114902942E-4,-149.2222222,9.87864336,-0.229321851,-0.212476262,-51.08200901,-61.40430687,-8.591971874,-5.87E-05,-8.22E-05,4.698825068771839E-5,Home
224,0,0.24839484691619873,1.1796973943710327,10.23900032043457,0.005837027,0,160.6999969482422,-86.9155271,40.3848544,6.17110613480355E-5,-0.001271081,3.6476176340603133E-4,-0.996900571,0.012595987896823767,0.009950778,0.077016582,0.021787856533689406,0.023583325819627753,2.987129948,9.880548338288243,-0.234287537,-0.214915548,-99.20173645,-11.56230573,-34.78293118,-0.02144489,0.013152490559856869,5.144757140671961E-4,-147.875,9.880548338288243,-0.234287537,-0.214915548,-51.02088699,-61.36246082,-8.562447834,-2.18E-04,1.7198612597020505E-4,-2.49E-04,Home
225,0,0.24839484691619873,1.1897703409194946,10.217000007629395,0.003426327,0,160.6999969482422,-86.9155271,40.3848544,0.002968946,0.001084258,-1.59E-04,-0.996903778,0.012596504238334675,0.009929568,0.076977817,0.021744714,0.023588479035398336,2.9872082113062293,9.887540974663299,-0.232045718,-0.215101398,-99.19844147,-11.57121179,-34.75523731,-0.021350001,0.012867823803743112,7.398368438109032E-4,-154.1111111,9.887540974663299,-0.232045718,-0.215101398,-51.01905704,-61.37136684,-8.536461811,-1.23E-04,-1.13E-04,-2.37E-05,Home
226,0,0.1702938675880432,1.1996684074401855,10.201000213623047,0.005234393,0,160.6999969482422,-86.9155271,40.3848543,0.004325246,4.64795717915285E-4,-0.001440464,-0.996908349,0.012543254767011092,0.009883711,0.07693318,0.021643954971172278,0.023490335,2.9873001876386622,9.893976137,-0.231813406,-0.215496329,-99.21552254,-11.56425772,-34.83966137,-0.02123139,0.012464546074059982,4.551701577723894E-4,-137,9.893976137,-0.231813406,-0.215496329,-51.03589268,-61.36416885,-8.619421873,-4.45E-06,-5.16E-04,-3.08E-04,Home
227,0,0.16970562934875488,1.2097132205963135,10.305999755859375,0.005628373,0,160.6999969482422,-86.915527,40.3848543,0.017825200719740784,0.001745776,-3.16E-04,-0.99691057,0.012517244,0.009845099,0.076913563,0.021562456,0.023444849,2.9873411053592718,9.926262369522682,-0.230329311,-0.214111611,-99.24748611,-11.61354579,-34.92176731,-0.021278834,0.012950852,7.161146122510138E-4,-77.33333333,9.926262369522682,-0.230329311,-0.214111611,-51.06810089,-61.41345692,-8.701893835,-5.19E-05,-2.97E-05,-4.74E-05,Home
228,0,0.17691805958747864,1.2198151350021362,10.315999984741211,0.006983733,0,160.6999969482422,-86.9155269,40.3848543,0.013226768,0.002338338,0.001434232,-0.996913877,0.012358578211329515,0.009806603,0.076901273,0.021460852450103436,0.023134657,2.9873706322271847,9.951293463845856,-0.22736171,-0.21152378,-99.26334618,-11.66734773,-34.85466732,-0.021409306,0.012986435,6.093645934015512E-4,-79.875,9.951293463845856,-0.22736171,-0.21152378,-51.08359509,-61.46738056,-8.635281801,-1.82E-04,5.930560433025499E-6,-1.54E-04,Home
229,0,0.16278821229934692,1.2297474145889282,10.347999572753906,0.004221658,0,160.6999969482422,-86.9155269,40.3848543,7.106262503318416E-4,4.8617642481350205E-5,8.53266530823939E-4,-0.996916627,0.012268095792641917,0.009768921,0.076884882,0.021371322747283768,0.022960387568161326,2.987406647,9.949989689206614,-0.229022746,-0.21189548,-99.25419632,-11.63635973,-34.89822132,-0.02155164,0.013176213,5.856423782302266E-4,-66.88888889,9.949989689206614,-0.229022746,-0.21189548,-51.07432278,-61.43663681,-8.678103848,-3.25E-04,1.9570834735788188E-4,-1.78E-04,Home
230,0,0.191049725,1.2396717071533203,10.342000007629395,0.007617714,0,160.6999969482422,-86.9155268,40.3848542,-0.003903,-0.001298784,5.52573250335397E-4,-0.996910173,0.012245945415450531,0.009852641,0.076961364,0.021536638508143933,0.022901663827953986,2.9872518673683834,9.943452983,-0.228961764,-0.213986296,-99.24443611,-11.63123577,-34.90761532,-0.021433028,0.013128768327166734,5.975034860984503E-4,-111.25,9.943452983,-0.228961764,-0.213986296,-51.06456291,-61.43102474,-8.687619858,-2.06E-04,1.4826389554056148E-4,-1.66E-04,Home
231,0,0.22671568393707275,1.2497519254684448,10.401000022888184,0.0079803,0,160.6999969482422,-86.9155267,40.3848542,-0.002736523,0.001045052,3.8286814322838414E-5,-0.996904632,0.012223462395083446,0.009937654,0.077025581,0.021704182,0.022842310834676027,2.987121682900649,9.934656976496132,-0.225909754,-0.215426636,-99.28311005,-11.59585577,-34.80147545,-0.021144712,0.013344663,0.001162959,-157.3333333,9.934656976496132,-0.225909754,-0.215426636,-51.10250507,-61.39613304,-8.581845846,8.222944374070861E-5,3.641589517848423E-4,3.994001308456063E-4,Home
232,0,0.16278821229934692,1.1257057189941406,10.312000274658203,0.048741993,0,160.6999969482422,-86.9155279,40.3848542,0.001411734,0.0013638,0.00135071,-0.996902331,0.012022392,0.009992031,0.077080252,0.021782737948651452,0.022431804662913953,2.987015858437251,9.940151325707296,-0.221542272,-0.21514786,-99.23443245,-11.54485971,-34.85222725,-0.021421167,0.013010157190841956,7.16114618467366E-4,-155.75,9.940151325707296,-0.221542272,-0.21514786,-51.05492474,-61.34477085,-8.632231846,-1.94E-04,2.9652779560210635E-5,-4.74E-05,Home
233,0,0.16278821229934692,1.1355865001678467,10.321000099182129,0.036347594,0,160.6999969482422,-86.9155282,40.3848542,-1.87E-04,-2.19E-04,-2.19E-04,-0.996900114,0.012007679,0.010020870127651876,0.07710744,0.021838589634710144,0.022397415441216775,2.9869610429967492,9.940232610239566,-0.222819994,-0.217308369,-99.25285439,-11.53265977,-34.8141634,-0.021266973,0.013093185,6.568090633028051E-4,-148.3333333,9.940232610239566,-0.222819994,-0.217308369,-51.07322495,-61.33305859,-8.59306983,-4.00E-05,1.1268056232880041E-4,-1.07E-04,Home
234,0,0.16278821229934692,1.1455961465835571,10.324000358581543,0.014197403565049171,0,160.6999969482422,-86.9155281,40.3848542,-0.001010534,4.515167578910161E-4,0.001032494,-0.996897832,0.012028857595422894,0.010070111711048385,0.077127257,0.021940530087907337,0.022431604745029247,2.986919641494751,9.937520314188836,-0.222451196,-0.217029594,-99.18063019,-11.56401379,-34.76963329,-0.021361862,0.013069462736399428,5.737812765783549E-4,-118,9.937520314188836,-0.222451196,-0.217029594,-51.00087898,-61.3640469,-8.549637861,-1.35E-04,8.895833642014022E-5,-1.90E-04,Home
235,0,0.16278821229934692,1.15560782,10.321000099182129,0.005003645,0,160.6999969482422,-86.915528,40.3848541,-0.001564813,-7.52E-05,0.001234855,-0.996906447,0.012148420724258261,0.00995103,0.07701243,0.021718947976393607,0.022690913884095776,2.987149655240253,9.935563362561739,-0.225716225,-0.214479738,-99.19197594,-11.62879577,-34.86003517,-0.021468612,0.013116907183695766,4.6703125829401527E-4,-82.75,9.935563362561739,-0.225716225,-0.214479738,-51.01222485,-61.42858482,-8.640283861,-2.42E-04,1.3640278371647723E-4,-2.97E-04,Home
236,0,0.24839484691619873,1.1656386852264404,10.338000297546387,0.004106343,0,160.6999969482422,-86.9155279,40.3848541,-0.004347144,2.170967534907813E-4,0.0026257,-0.996901755,0.012228673,0.010008001,0.077053065,0.021845939704804744,0.022841257341567753,2.9870648036882717,9.925384725181802,-0.226417938,-0.214288303,-99.25395195,-11.60707972,-34.80903915,-0.021255112,0.013271101669055744,6.568090514352238E-4,-112.5555556,9.925384725181802,-0.226417938,-0.214288303,-51.07444485,-61.4074786,-8.589287815,-2.82E-05,2.905972396900642E-4,-1.07E-04,Home
237,0,0.16278821229934692,1.1755942106246948,10.331999778747559,0.008572343,0,160.6999969482422,-86.9155278,40.384854,-0.017167286,-0.002446583,3.6392946845119437E-4,-0.996903178,0.012348986854686321,0.009980171,0.077018929,0.021808261,0.023086204112154767,2.9871308734116044,9.894914090054707,-0.231810501,-0.215960955,-99.20588425,-11.59463576,-34.8841914,-0.021468612,0.012678046082372515,3.246979164050042E-4,-50.5,9.894914090054707,-0.231810501,-0.215960955,-51.02552292,-61.39430275,-8.664073858,-2.42E-04,-3.02E-04,-4.39E-04,Home
238,0,0.16278821229934692,1.1855597496032715,10.338000297546387,0.005500873,0,160.6999969482422,-86.9155278,40.384854,-0.007853647,3.1253666553682496E-5,1.0004176676852032E-5,-0.996913392,0.012624764787846977,0.009818165,0.076862839,0.021524160377030234,0.023664494415799393,2.987440780528541,9.880420592224713,-0.23357608,-0.212499493,-99.21527824,-11.64380177,-34.78171116,-0.02133814,0.012784796034537473,5.975034928799254E-4,-80.66666667,9.880420592224713,-0.23357608,-0.212499493,-51.03625889,-61.44383453,-8.561715794,-1.11E-04,-1.96E-04,-1.66E-04,Home
239,0,0.14866068959236145,1.1955451965332031,10.333999633789062,0.002534087,0,160.6999969482422,-86.9155278,40.384854,-3.77E-04,-8.60E-04,0.001741208,-0.996918414,0.012657459073055249,0.009759078,0.076799862,0.021409863,0.023740137,2.9875676792401533,9.881297565200954,-0.23551589,-0.21010667,-99.27176384,-11.64587579,-34.82294724,-0.021332665,0.013027492650927832,6.225943025828411E-4,-55.25,9.881297565200954,-0.23551589,-0.21010667,-51.09152493,-61.44566471,-8.602707844,-1.06E-04,4.698825964274315E-5,-1.41E-04,Home
240,0,0.15556348860263824,1.2055765390396118,10.345999717712402,0.005673176,0,160.6999969482422,-86.9155278,40.3848539,0.002218487,-2.12E-05,-0.001901762,-0.996916374,0.012702513531356761,0.009782629,0.076815813,0.021464175933483733,0.023826011465591133,2.9875339975634825,9.887207040508974,-0.235594297,-0.214079221,-99.22394035,-11.59304976,-34.88150742,-0.021314417,0.013093184932921697,7.754201521572557E-4,-70.44444444,9.887207040508974,-0.235594297,-0.214079221,-51.04418884,-61.39308266,-8.661267805,-8.75E-05,1.1268056006830873E-4,1.1861111824084254E-5,Home
241,0,0.15556348860263824,1.2155498266220093,10.354999542236328,0.003750977,0,160.6999969482422,-86.9155278,40.3848539,0.002638419,5.53998553637162E-4,0.002926082,-0.996913464,0.012639690832533305,0.009821364,0.076859011,0.021532760119264565,0.023693842632533275,2.987448002528218,9.892500905157293,-0.233840334,-0.210036977,-99.2748143,-11.63818979,-34.81074715,-0.021527917,0.013223657153944657,5.856423737092432E-4,-64.375,9.892500905157293,-0.233840334,-0.210036977,-51.09445282,-61.43834473,-8.590751839,-3.01E-04,2.431528127381524E-4,-1.78E-04,Home
242,0,0.15556348860263824,1.2256474494934082,10.59000015258789,0.001709369,0,160.6999969482422,-86.9155278,40.3848539,0.010151400149447246,0.003861715,-0.001998344,-0.996908217,0.012567112602076484,0.009902466,0.076928552,0.021684942441513238,0.023535119,2.9873084350697043,9.906820084,-0.229104056,-0.216611432,-99.22967407,-11.60976377,-34.87662735,-0.021480473,0.013010157177279007,5.14475715197442E-4,-92.33333333,9.906820084,-0.229104056,-0.216611432,-51.05004467,-61.40979671,-8.656753826,-2.54E-04,2.9652786341685695E-5,-2.49E-04,Home
243,0,0.15556348860263824,1.2356805801391602,10.592000007629395,0.003793919,0,160.6999969482422,-86.9155277,40.3848539,0.018060045,9.701558687154529E-4,0.003028906,-0.996908155,0.012339177577602632,0.00992557,0.076963205,0.021696567101385986,0.023076284929965305,2.9872441500135998,9.945160476906786,-0.228145766,-0.212360105,-99.25175621,-11.59927174,-34.83343929,-0.02133814,0.013247379418281675,7.991423882381286E-4,-67.75,9.945160476906786,-0.228145766,-0.212360105,-51.07200493,-61.39954872,-8.613687887,-1.11E-04,2.668750183023874E-4,3.558333547225276E-5,Home
