latitude,longitude,flight_id
40.0,-73.87777777777778,12
40.01111111111111,-73.86666666666666,13
40.044444444444444,-73.84444444444445,11
40.43333333333333,-74.0,11
40.43333333333333,-73.64444444444445,11
40.72222222222222,-73.66666666666667,11
40.733333333333334,-73.42222222222222,13
40.74444444444445,-73.4,12
40.75555555555555,-73.37777777777778,13
40.766666666666666,-73.58888888888889,12
40.766666666666666,-73.35555555555555,13
40.77777777777778,-73.33333333333333,15
40.78888888888889,-73.55555555555556,12
40.78888888888889,-73.31111111111112,18
40.78888888888889,-73.3,13
40.8,-73.53333333333333,12
40.8,-73.3,17
40.8,-73.28888888888889,15
40.81111111111111,-73.27777777777777,20
40.82222222222222,-73.5,13
40.82222222222222,-73.26666666666667,17
40.833333333333336,-73.47777777777777,17
40.833333333333336,-73.25555555555556,21
40.833333333333336,-72.88888888888889,11
40.84444444444444,-73.46666666666667,13
40.84444444444444,-73.45555555555555,12
40.84444444444444,-73.24444444444444,18
40.84444444444444,-72.87777777777778,12
40.855555555555554,-73.44444444444444,15
40.855555555555554,-73.23333333333333,14
40.855555555555554,-72.86666666666666,11
40.86666666666667,-73.43333333333334,16
40.86666666666667,-73.42222222222222,12
40.86666666666667,-73.21111111111111,12
40.86666666666667,-72.85555555555555,11
40.87777777777778,-73.41111111111111,13
40.87777777777778,-73.2,11
40.888888888888886,-73.4,12
40.888888888888886,-73.18888888888888,14
40.888888888888886,-72.83333333333333,12
40.9,-73.37777777777778,12
40.9,-73.17777777777778,16
40.9,-72.82222222222222,13
40.91111111111111,-73.16666666666667,18
40.91111111111111,-72.81111111111112,11
40.922222222222224,-73.15555555555555,16
40.922222222222224,-72.81111111111112,11
40.93333333333333,-73.14444444444445,11
40.93333333333333,-73.13333333333334,11
40.94444444444444,-73.12222222222222,14
40.955555555555556,-73.11111111111111,16
40.96666666666667,-73.1,15
40.977777777777774,-73.08888888888889,14
40.98888888888889,-73.07777777777778,12
