seconds_elapsed,gyroscopeUncalibrated_z,gyroscopeUncalibrated_y,gyroscopeUncalibrated_x,microphone_dBFS,magnetometer_z,magnetometer_y,magnetometer_x,magnetometerUncalibrated_z,magnetometerUncalibrated_y,magnetometerUncalibrated_x,accelerometer_z,accelerometer_y,accelerometer_x,totalAcceleration_z,totalAcceleration_y,totalAcceleration_x,location_bearingAccuracy,location_speedAccuracy,location_verticalAccuracy,location_horizontalAccuracy,location_speed,location_bearing,location_altitude,location_longitude,location_latitude,accelerometerUncalibrated_z,accelerometerUncalibrated_y,accelerometerUncalibrated_x,orientation_qz,orientation_qy,orientation_qx,orientation_qw,orientation_roll,orientation_pitch,orientation_yaw,gyroscope_z,gyroscope_y,gyroscope_x,class
10,0.080335311,2.609454366622619E-4,0.022125421,-46,-128.8555441,45.52942295074463,12.677385749816894,-112.8356015,37.48950141906738,-33.46252533,0.043402241,-0.097567449,0.062753628,9.869008295744369,1.0333828581497073,0.5832272818655644,45,1.5,1.542819857597351,46.69900131225586,1.7660644054412842,99.70391082763672,155.59999084472656,-86.9094923,40.4245453,9.869008295744369,1.0333828581497073,0.5832272818655644,0.27265391346899054,-0.009832424,0.061674992,0.9592129009441265,-0.052535992,-0.112844788,-0.556777345,0.10187805540751195,-0.011804771,0.021326279566053628,Garage
11,0.031123556522200408,0.007104806,-0.054408403,-43,-126.7315237,45.10754684448242,11.457019729614258,-110.7121918,37.06762531280518,-34.68313534,-0.025989468,-0.067179959,-0.173118173,9.819827607534464,0.8911173537518214,0.5909836341274305,45,1.5,1.542819857597351,46.69900131225586,1.7660644054412842,99.70391082763672,155.59999084472656,-86.9094923,40.4245453,9.819827607534464,0.8911173537518214,0.5909836341274305,0.27833891710610065,-0.024008829,0.057478157,0.9579324485028832,-0.078023692,-0.096718984,-0.569221423,0.052661854,-0.004960911,-0.055201614,Garage
12,0.057704309932887554,0.041177332,0.022109114,-43.625,-127.8847897,48.72557907104492,12.252825736999512,-111.8652139,40.685657272338865,-33.88708534,0.032862011,0.043388692824875265,0.012089159592841436,9.924713944925845,0.4285940239658055,0.7894630500757434,45,1.5,1.542819857597351,46.69900131225586,1.7660644054412842,99.70391082763672,155.59999084472656,-86.9094923,40.4245453,9.924713944925845,0.4285940239658055,0.7894630500757434,0.32196078196312616,-0.030610267,0.031497207099517574,0.9451223,-0.077890119,-0.039485142,-0.657990421,0.079238158,0.029104201956109587,0.021302554919158372,Garage
13,-0.03067158,-0.002289208,-0.009939483,-40.44444444,-129.6852655,51.57257102966309,14.189941768646241,-113.6649583,43.532649002075196,-31.95009134,0.013002281005565938,-0.084291502,0.081522173,9.924263889,0.11792492041888747,0.7213953713642307,45,1.5,1.542819857597351,46.69900131225586,1.7660644054412842,99.70391082763672,155.59999084472656,-86.9094923,40.4245453,9.924263889,0.11792492041888747,0.7213953713642307,0.34821416494938046,-0.027442268,0.021577056900591394,0.936246351,-0.065826858,-0.021058107,-0.712527592,-0.00913481,-0.014354911,-0.010748561,Garage
14,0.054679726,0.016568490760672152,-0.005733365,-48.25,-129.1391937,52.231127166748045,15.271837692260743,-113.1198619,44.191083106994625,-30.8681953,-0.047333217,0.017896276,-0.041636607,9.853817874945483,0.43614999779943125,0.5749366237076668,45,1.5,1.542819857597351,46.69900131225586,1.7660644054412842,99.70391082763672,155.59999084472656,-86.9094923,40.4245453,9.853817874945483,0.43614999779943125,0.5749366237076668,0.3567874214602906,-0.02163139,0.031006586095951135,0.9325500639896949,-0.062170386,-0.042146995,-0.732047304,0.076220988,0.004492396,-0.006547335,Garage
15,0.062081059,0.004840817,0.015678907284011286,-46,-129.0007233,52.94006908416748,16.143161716461183,-112.9807822,44.89990314483643,-29.99711546,-0.058321624,-0.10617707,-0.143200086,9.841522693634033,0.41978937286196405,0.5550854901774126,45,1.5,1.133328914642334,38.52399826049805,1.4837216138839722,75.02288818359375,155,-86.9094248,40.4245889,9.841522693634033,0.41978937286196405,0.5550854901774126,0.38780932779451016,-0.022275037,0.038222005,0.9200428868960409,-0.070411138,-0.05295152,-0.799640209,0.083619356,-0.007226383,0.014885694,Garage
16,0.047551196,0.011539379736064996,-0.022322613,-46.55555556,-128.3156936,55.759122886657714,17.251897735595705,-112.2955077,47.718957138061526,-28.88776953,0.12083205898988594,0.040202121,-0.074388585,9.991029643095457,0.26491020250922215,0.6350873398478143,45,1.5,1.133328914642334,38.52399826049805,1.4837216138839722,75.02288818359375,155,-86.9094248,40.4245889,9.991029643095457,0.26491020250922215,0.6350873398478143,0.421547731,-0.027967935,0.025499684175530685,0.9056319785349577,-0.071758128,-0.022439064,-0.871977304,0.069088012,-5.25E-04,-0.023117307,Garage
17,-0.038228364,-0.020106067,1.2898996237267567E-4,-49.25,-127.4819456,57.490424995422366,18.474703636169433,-111.4620039,49.450625,-27.66545149,0.11420829087785146,-0.031904165,-0.09486856,10.04160222729433,-0.03448975,0.5986412483475452,45,1.5,1.133328914642334,38.52399826049805,1.4837216138839722,75.02288818359375,155,-86.9094248,40.4245889,10.04160222729433,-0.03448975,0.5986412483475452,0.4448412474498008,-0.030994685,0.015498046,0.8946187999642011,-0.068993468,3.320307672041857E-5,-0.922785177,-0.016695998,-0.032170301,-6.64E-04,Garage
18,0.12305903451028959,-0.001289896,0.020037866,-45.44444444,-128.2078461,54.84021881103516,18.501543636322022,-112.1869278,46.80041900634765,-27.63836742,-0.080799543,-0.055664864,-0.26048584,9.819949571368763,0.34046033230944744,0.5433653004612159,45,1.5,1.133328914642334,38.52399826049805,1.4837216138839722,75.02288818359375,155,-86.9094248,40.4245889,9.819949571368763,0.34046033230944744,0.5433653004612159,0.45321910792184106,-0.026500308,0.036354841429342345,0.8894633685500877,-0.079851717,-0.040577854,-0.944126993,0.14459733103483335,-0.013358577,0.019238724187920685,Garage
19,0.075389227,0.019452224087729616,-0.01685464,-44.375,-129.143098,55.53500900268555,20.77574556350708,-113.1229118,47.49484313964844,-25.3637995,0.029423236846923828,-0.03066338,-0.109015378,9.947823330036645,0.44891850475122413,0.6152051590059238,45,1.5,1.133328914642334,38.52399826049805,1.4837216138839722,75.02288818359375,155,-86.9094248,40.4245889,9.947823330036645,0.44891850475122413,0.6152051590059238,0.5079267372205419,-0.018545705,0.040019073026272854,0.8597654735000388,-0.072267957,-0.049689515,-1.068909804,0.096926041,0.007374645,-0.017649335,Garage
20,-0.001080729,0.022288583770345073,-0.071930201,-42.88888889,-129.6415895,57.19189117,21.688305587768554,-113.6214037,49.15184700012207,-24.45172764,-0.150020306,0.062972634,-0.029225996,9.72430637,0.4124657070643983,0.5316915830181351,45,1.5,1,28.194000244140625,0.9131794571876526,104.6831055,155,-86.9093942,40.4245603,9.72430637,0.4124657070643983,0.5316915830181351,0.5308484343382028,-0.016476221,0.029711178,0.8464863867713854,-0.059311544,-0.032963745,-1.121202005,0.020451636268542364,0.010219944,-0.07271432,Garage
21,0.065627532,0.040339642,0.032210331575750616,-45.375,-129.1135735,60.62960697174072,23.45815963745117,-113.0941199,52.58980697631836,-22.68162958,-0.120397225,0.044128761,0.2324156377428365,9.802134097201153,-0.128791359,0.5459962444723521,45,1.5,1,28.194000244140625,0.9131794571876526,104.6831055,155,-86.9093942,40.4245603,9.802134097201153,-0.128791359,0.5459962444723521,0.5611912764391853,-0.017994015,0.001772715,0.8268439769744873,-0.031556644,0.017367755,-1.192247289,0.087164345,0.028262064,0.031408224232241655,Garage
22,-0.001269138,-0.005963174,0.021879303,-47.11111111,-129.5944972,59.463530960083006,23.02896354675293,-113.5741905,51.42373085021973,-23.1108256,0.010045954324666736,-0.04177366,-0.164806685,9.926761242949848,-0.117158288,0.39433078019364365,45,1.5,1,28.194000244140625,0.9131794571876526,104.6831055,155,-86.9093942,40.4245603,9.926761242949848,-0.117158288,0.39433078019364365,0.5659763639413037,-0.025240759,0.012952519945791262,0.8236488462651818,-0.056317532,0.007585759,-1.203911883,0.020263227188815045,-0.018031855,0.021089056,Garage
23,0.002965277,0.025671895,0.011112379631280754,-45.75,-129.2692464,59.24661483764648,23.863321552276613,-113.2494257,51.206693153381345,-22.27695553,0.080966357,0.004839904,0.022467647652024206,9.994393302398977,-0.053643946,0.5633645358594875,45,1.5,1,28.194000244140625,0.9131794571876526,104.6831055,155,-86.9093942,40.4245603,9.994393302398977,-0.053643946,0.5633645358594875,0.5817987733674281,-0.023874955,0.013496924,0.8126395906059487,-0.054508311,0.005897867,-1.24257489,0.024497643599142003,0.013601730130070332,0.010307306717647222,Garage
