seconds_elapsed,gyroscopeUncalibrated_z,gyroscopeUncalibrated_y,gyroscopeUncalibrated_x,microphone_dBFS,magnetometer_z,magnetometer_y,magnetometer_x,magnetometerUncalibrated_z,magnetometerUncalibrated_y,magnetometerUncalibrated_x,accelerometer_z,accelerometer_y,accelerometer_x,totalAcceleration_z,totalAcceleration_y,totalAcceleration_x,location_bearingAccuracy,location_speedAccuracy,location_verticalAccuracy,location_horizontalAccuracy,location_speed,location_bearing,location_altitude,location_longitude,location_latitude,accelerometerUncalibrated_z,accelerometerUncalibrated_y,accelerometerUncalibrated_x,orientation_qz,orientation_qy,orientation_qx,orientation_qw,orientation_roll,orientation_pitch,orientation_yaw,gyroscope_z,gyroscope_y,gyroscope_x,class
24,-0.071617393,-0.004751858,-0.026637091,-45,-129.1882381,57.425277137756346,24.026069583892824,-113.1671973,49.38547679901123,-22.11396364,-0.15238392,0.031746102406561956,0.19089675123251756,9.777363818425398,0.2707772209866492,0.6716842964255753,45,1.5,1,28.194000244140625,0.9131794571876526,104.6831055,155,-86.9093942,40.4245603,9.777363818425398,0.2707772209866492,0.6716842964255753,0.5649221012893232,-0.012762657,0.023459900043977116,0.8243958070440199,-0.047536743,-0.024133098,-1.201936459,-0.050085027,-0.016822023,-0.027422891,Garage
25,-0.046851392,0.032417901,0.065624567,-43.55555556,-128.9846193,58.09310485839844,24.026313495635986,-112.9646774,50.05306098937988,-22.11359749,0.030116724736482196,-0.011534195,0.11257108394960755,9.96004294,0.29350118805627223,0.5828643027891957,45,1.5,1.6089320182800293,50.50400161743164,2.596010923,12.143216133117676,155.59999084472656,-86.9093723,40.4247498,9.96004294,0.29350118805627223,0.5828643027891957,0.5621850542651797,-0.011975428,0.025997702242553378,0.8261989146760367,-0.049380888,-0.029367143,-1.195729245,-0.02531606,0.020350703,0.064820978,Garage
26,-0.026770529,-0.022307785,-0.005966138,-39.125,-129.8522844,55.64236888885498,24.42525358200073,-113.8318538,47.60232521057129,-21.71477955,-0.010931723,-0.068806526,-0.087157452,9.868714939,0.5681472784993284,0.45217088191940685,45,1.5,1.6089320182800293,50.50400161743164,2.596010923,12.143216133117676,155.59999084472656,-86.9093723,40.4247498,9.868714939,0.5681472784993284,0.45217088191940685,0.5541056180463254,-0.004562443,0.041732937423060244,0.8310428423788941,-0.053656842,-0.064001922,-1.177699152,-0.005238164,-0.034376468,-0.006772695,Garage
27,-0.030824293,0.029449886042409792,-0.014717601,-44,-131.5064819,58.52925476074219,24.787471504211425,-115.485808,50.48933296203613,-21.3528055,-0.075844201,-0.034708849,-0.023648477,9.813743901484221,0.34039063519771096,0.6305203833591839,45,1.5,1.6089320182800293,50.50400161743164,2.596010923,12.143216133117676,155.59999084472656,-86.9093723,40.4247498,9.813743901484221,0.34039063519771096,0.6305203833591839,0.5521341281441542,-0.016526086,0.034542798,0.8326922053327928,-0.065703106,-0.039185387,-1.172287222,-0.009291927,0.017385652728710108,-0.015506124,Garage
28,0.027707557691243088,0.023529479949219712,-0.024583637,-37,-129.7635898,58.218154945373534,26.57184358596802,-113.7440141,50.17823314666748,-19.56843355,-0.041736445,0.07116669,-0.030216974,9.866804220144031,0.3096004659038724,0.23553912088419626,45,1.5,1.6089320182800293,50.50400161743164,2.596010923,12.143216133117676,155.59999084472656,-86.9093723,40.4247498,9.866804220144031,0.3096004659038724,0.23553912088419626,0.5678409841454145,-0.004198899,0.017671896114231096,0.8226042893326398,-0.026790726,-0.024079373,-1.208611797,0.049239923,0.011454868989372716,-0.02538278,Garage
29,-0.038180919,0.029697259,0.030388168951053427,-47,-130.2173083,57.175054779052736,27.33373338699341,-114.1974878,49.135255126953126,-18.80617758,-0.012241012,-0.031950729,0.059243728397685345,9.903222107192844,0.3873323607168079,0.1865356276444729,45,1.5,1.6089320182800293,50.50400161743164,2.596010923,12.143216133117676,155.59999084472656,-86.9093723,40.4247498,9.903222107192844,0.3873323607168079,0.1865356276444729,0.5799399313417454,0.007037138,0.021014392,0.8141197730036616,-0.012825713,-0.04229443,-1.238018734,-0.016648553,0.017622647,0.029581612107136005,Garage
30,-0.074665699,-0.028938147,-0.022934943,-43.5,-128.4821014,58.889764862060545,24.77575949,-112.4617938,50.849842948913576,-21.36439562,0.062760436,-0.092717849,-0.09103272,9.982949016,0.1154595042027316,0.3011442801408759,45,1.5,1.8399139642715454,95.22699737548828,3.5567994117736816,11.725547790527344,156.09999084472656,-86.9093196,40.4249466,9.982949016,0.1154595042027316,0.3011442801408759,0.564746335,-0.010401013,0.019907092413349637,0.8247667776728139,-0.039498051,-0.021018981,-1.201119821,-0.053133332,-0.041006829,-0.023745946,Garage
31,-0.067786254,0.022777782047836526,-0.013426778,-43.77777778,-128.2577441,56.99303108215332,21.939747581481935,-112.2375581,48.952987060546874,-24.20028547,-0.113089862,-0.087427846,0.022352225861503084,9.819790372481712,0.18589815934403583,0.5112300080856165,45,1.5,1.8399139642715454,95.22699737548828,3.5567994117736816,11.725547790527344,156.09999084472656,-86.9093196,40.4249466,9.819790372481712,0.18589815934403583,0.5112300080856165,0.5362666712223905,-0.01336199,0.024867328173182542,0.8434599782656698,-0.049178289,-0.027498097,-1.133291258,-0.046253888,0.010707618675456897,-0.014221472,Garage
32,-0.088211089,0.009807657,-0.01432674,-47,-126.8070416,61.04721305847168,18.868641567230224,-110.7868559,53.00716869354248,-27.2712694,0.006320199,-0.029605104,-0.047081245,9.906416439315647,-0.011993156,0.3905063320756031,45,1.5,1.8399139642715454,95.22699737548828,3.5567994117736816,11.725547790527344,156.09999084472656,-86.9093196,40.4249466,9.906416439315647,-0.011993156,0.3905063320756031,0.5122720321405281,-0.018302584,0.011999628,0.858409457,-0.043746827,-0.001738209,-1.076059668,-0.066678723,-0.002256576,-0.015111056,Garage
33,-0.248490293,-0.011305122,-0.003587987,-39.75,-125.7566215,59.58394504547119,18.398941688537597,-109.7365578,51.543900909423826,-27.74096951,0.059634797,-0.067087018,0.061150715,9.96113186,0.3005954417054207,0.48171236933869066,45,1.5,1.8399139642715454,95.22699737548828,3.5567994117736816,11.725547790527344,156.09999084472656,-86.9093196,40.4249466,9.96113186,0.3005954417054207,0.48171236933869066,0.4556359214690125,-0.010964731,0.025912379384836527,0.8890835017833895,-0.043493297,-0.036195969,-0.947739375,-0.226957927,-0.023369355,-0.004388611,Garage
34,-0.438647637,0.056058579911161394,0.027015166,-42,-122.8798616,60.80418899536133,14.894247732162476,-106.8600421,52.76438907623291,-31.24554138,0.08359529,-0.097833883,0.5216428080519426,9.975947667,0.3015334034899195,1.0092542610149289,45,1.5,1.8399139642715454,95.22699737548828,3.5567994117736816,11.725547790527344,156.09999084472656,-86.9093196,40.4249466,9.975947667,0.3015334034899195,1.0092542610149289,0.29906475153362866,-0.01665677,0.027211077023044372,0.9514119480420085,-0.047853613,-0.041180589,-0.6101287,-0.417115272,0.043989899,0.026213057,Garage
35,0.082264679,0.1413450627319085,0.007011529,-39.875,-118.0776979,72.17934692382812,4.251455909758806,-102.0578783,64.13942481994629,-41.88869904,0.030910634,-0.409181937,0.18678983881209904,9.910301889030679,0.32518866301957267,-0.120070908,45,1.5,4.359129428863525,28.312000274658203,3.7927279472351074,21.593061447143555,154.1999969482422,-86.909184,40.4251099,9.910301889030679,0.32518866301957267,-0.120070908,0.22591630512705216,0.022597567,0.032086006,0.9723311914847448,0.029799472541736368,-0.07412339,-0.45553069,0.10380585619042484,0.12925293029379994,0.006225943,Garage
36,-0.335859243,-0.130165324,0.021034199,-43.22222222,-105.6583421,32.11601137161255,9.189527853131294,-98.43667419,30.573321285247804,-31.7634314,0.007558105,-0.669797399,-0.584669861,9.873915885258647,0.054756145,-1.168391485,45,1.5,4.359129428863525,28.312000274658203,3.7927279472351074,21.593061447143555,154.1999969482422,-86.909184,40.4251099,9.873915885258647,0.054756145,-1.168391485,0.2114176917278651,0.03660174,0.027929875565674698,0.9733612479515446,0.059200559,-0.073131002,-0.425435121,-0.314326877,-0.142229557,0.020235057052188705,Garage
37,-0.104104978,0.025132213429846232,-0.0059439,-66.625,-48.34518326,-22.16276358,-17.38451172,-100.0040079,19.77802958,-23.62444546,-0.05312577,-0.051646002,-0.156722546,9.916696256804235,0.2890494914399912,-0.169721983,45,1.5,4.359129428863525,28.312000274658203,3.7927279472351074,21.593061447143555,154.1999969482422,-86.909184,40.4251099,9.916696256804235,0.2890494914399912,-0.169721983,0.0019563,4.63049188855294E-4,0.017349491135479466,0.9974202554202775,0.001255826,-0.034109423,-0.003820214,-0.082572613,0.013067980068600148,-0.00672525,Garage
38,-0.050338559,0.046388807774914734,-0.013487566,-65.55555556,-56.59201687,-17.97669967,-18.17909767,-108.2515738,23.963117485046386,-24.41927555,-0.166254238,0.36081393540484236,-0.255803187,9.792505846573757,0.9334136515748329,-0.666890024,45,1.5,4.359129428863525,28.312000274658203,3.7927279472351074,21.593061447143555,154.1999969482422,-86.909184,40.4251099,9.792505846573757,0.9334136515748329,-0.666890024,-0.34418121,0.008534134,0.034721756,0.9323927899008816,0.041717465,-0.05831231,0.7084022528916887,-0.028806191,0.034323092210965536,-0.014268918,Garage
39,-0.133508675,0.013878983,0.070954654,-81.11111111,-65.1497068,-1.559647988,-17.68231369,-117.2600536,40.07773134231567,-25.35269756,-0.210420201,0.085462502,-0.018296528,9.740669848,0.5206334965237986,-0.544009965,45,1.5,4.359129428863525,28.312000274658203,3.7927279472351074,21.593061447143555,154.1999969482422,-86.909184,40.4251099,9.740669848,0.5206334965237986,-0.544009965,-0.576409624,0.008362314,0.031950928948964306,0.8148017652983804,0.051657076,-0.042280468,1.2325107542056482,-0.111976308,0.001811786,0.070158476,Garage
40,0.49484558468594136,0.1612295761966662,-0.036806513,-81.75,-58.07687878,43.38393103599548,-16.89931783,-118.7366199,79.26388694763183,-51.75971899,0.040246824616367374,0.23600976617590894,-0.213960359,9.875245844276206,1.2248260928589163,-1.257933584,45,1.5,3.3353466987609863,40.32500076293945,2.9774234294891357,20.059762954711914,156.09999084472656,-86.9091383,40.4252137,9.875245844276206,1.2248260928589163,-1.257933584,-0.435608732,0.027047775,0.066591079,0.892159302,0.10518164918260667,-0.100429302,0.9143338799476624,0.5164179848235788,0.14913865471783194,-0.037599725,Garage
41,0.13595206388136716,0.071537331,-0.01351722,-77.55555556,-43.75529926,21.912541675567628,-17.84567174,-104.4151623,57.792496871948245,-52.705951,0.114413298,-0.188333337,-0.037681762,9.794856904779824,1.250284677570306,-1.771702225,45,1.5,3.3353466987609863,40.32500076293945,2.9774234294891357,20.059762954711914,156.09999084472656,-86.9091383,40.4252137,9.794856904779824,1.250284677570306,-1.771702225,-0.27529077,0.06461624,0.093882326,0.9543709263060857,0.17786299386649457,-0.144331917,0.5747406754678893,0.15748442964429415,0.059468650200304764,-0.01429264,Garage
42,0.08930117,-0.041420143,8.369781067953086E-4,-66.5,-41.11814716,27.509901523590088,-13.59201973,-101.7788644,63.38949104309082,-48.45254311,-0.041879049,0.10170108824968338,0.005527595,9.642175063346196,1.5095923114748835,-1.530912833,45,1.5,3.3353466987609863,40.32500076293945,2.9774234294891357,20.059762954711914,156.09999084472656,-86.9091383,40.4252137,9.642175063346196,1.5095923114748835,-1.530912833,-0.228627379,0.059388520590101294,0.087654046,0.9674886585428164,0.15723587694362953,-0.142517539,0.47534942483672726,0.11083353669248307,-0.053484376,5.8735308882135614E-5,Garage
43,-0.215955264,-0.308070142,-0.259931819,-70.66666667,-23.56869152,29.749943504333498,-22.08809959,-84.22806633,65.62989864349365,-56.94825684,0.013605886292689055,0.064315629,-0.041698407,9.763959273551274,0.11225939001345518,0.5994078837407445,45,1.5,3.3353466987609863,40.32500076293945,2.9774234294891357,20.059762954711914,156.09999084472656,-86.9091383,40.4252137,9.763959273551274,0.11225939001345518,0.5994078837407445,-0.272352728,-0.029347148,-0.008452338,0.9578965028512825,-0.065166657,-0.005049135,0.5588414805028045,-0.194422897,-0.320134372,-0.260695376,Garage
44,-0.128147453,0.2819845901567091,0.15950674914531138,-75.5,-16.50001164,27.768419456481933,-25.20556559,-77.15987442,63.64825305938721,-60.06535675,-0.082816462,0.15151743265320955,0.10290382061045146,9.678090623281534,0.3082211099076763,1.1551554516970532,45,1.5,3.3353466987609863,40.32500076293945,2.9774234294891357,20.059762954711914,156.09999084472656,-86.9091383,40.4252137,9.678090623281534,0.3082211099076763,1.1551554516970532,-0.340099462,-0.053471443,-0.010439036,0.937148009,-0.107076774,-0.016024217,0.6979734353648807,-0.106615086,0.2698729120565633,0.1586898144795695,Garage
45,1.8977778918534806E-4,-0.04727246,0.015718938633618715,-76.55555556,-18.98112561,28.934007415771486,-19.42520573,-79.64111031,64.81384071350098,-54.28524113,0.07847436,-0.166130276,-0.181021595,9.918055312147418,0.6360929879423195,-0.674453651,45,1.5,3.222571373,39.38399887084961,1.8326358795166016,43.63294219970703,156.09999084472656,-86.9090499,40.4252124,9.918055312147418,0.6360929879423195,-0.674453651,-0.347407377,0.009331772,0.046853346,0.9360866164698184,0.050100231,-0.081162112,0.7124163716742136,0.021722143777031272,-0.059344107,0.014933139433885374,Garage
46,-0.073467726,0.081342023,-0.020291398,-64.75,-18.78763368,27.725963478088378,-19.26977751,-79.44847252,63.60604080200196,-54.12883701,0.11347570697080742,0.060230409,-0.123260325,9.990359489734356,0.5924766886074884,-0.526970293,45,1.5,3.222571373,39.38399887084961,1.8326358795166016,43.63294219970703,156.09999084472656,-86.9090499,40.4252124,9.990359489734356,0.5924766886074884,-0.526970293,-0.349988693,0.009032167,0.031857203900163035,0.9359574231129248,0.039276179471573094,-0.053321905,0.7169196727206406,-0.05193536,0.06927779,-0.021077197,Garage
47,-0.292625492,-0.017757566,0.054615972,-50.33333333,-21.07537762,17.865923643112183,-20.12341156,-81.73548447,53.74600078582764,-54.98369102,0.073305986,-0.044109507,-0.166286824,9.947486391345274,0.32655931070663974,-0.782728878,45,1.5,3.222571373,39.38399887084961,1.8326358795166016,43.63294219970703,156.09999084472656,-86.9090499,40.4252124,9.947486391345274,0.32655931070663974,-0.782728878,-0.413874987,0.021751810889239016,0.029651974730936188,0.9075198370276145,0.064068395,-0.03742267,0.8570505785710604,-0.271093122,-0.029845521,0.053802003758480245,Garage
48,-0.054857644,-0.04915245,-0.146850941,-36,-18.81910964,-3.810547921,-20.44512565,-79.4794606,32.06940742492676,-55.30601494,-0.192433302,-0.014501296,0.35213002114041336,9.610621146785403,0.6025179641443368,0.056823724573387684,45,1.5,3.222571373,39.38399887084961,1.8326358795166016,43.63294219970703,156.09999084472656,-86.9090499,40.4252124,9.610621146785403,0.6025179641443368,0.056823724573387684,-0.473439438,-0.001921672,0.034992278,0.8773987698323519,0.030800592832411957,-0.063063961,0.9949230430195632,-0.033320828,-0.061246333,-0.147657501,Garage
49,-0.031482128,0.14867376308225524,-0.116624838,-50.5,-17.75661171,-8.846463819,-12.13741374,-78.41708427,27.033491439819336,-46.99781517,0.1479220986366272,0.084590531,-0.060827737,9.962987543309776,-0.802077629,-0.778605323,45,1.5,3.222571373,39.38399887084961,1.8326358795166016,43.63294219970703,156.09999084472656,-86.9090499,40.4252124,9.962987543309776,-0.802077629,-0.778605323,-0.51125794,0.053444325,-0.019681642,0.8568525646741574,0.072511602,0.088345536,1.0719174536374898,-0.009949763,0.13658309658057988,-0.117400145,Garage
50,0.18160548377601268,-0.024095847,0.094912617,-45,-12.22915774,-5.041283912,-3.621081922,-72.88938622,30.838671226501464,-38.48099529,-0.332654819,0.14958552914915732,-0.11088689,9.410071238730717,-1.325827023,-0.679581962,45,1.5,3.222571373,39.38399887084961,1.8326358795166016,43.63294219970703,156.09999084472656,-86.9090499,40.4252124,9.410071238730717,-1.325827023,-0.679581962,-0.511576791,0.06348302,-0.049402108,0.8548117714020812,0.058222922,0.1499171049053808,1.0745566822950123,0.20315415834899522,-0.036179357,0.0940942,Garage
51,0.40643285461746664,0.11854143534816386,0.058359637,-46.875,-9.10620182,13.151111685037613,-1.835367954,-69.76545471,49.03118923187256,-36.69576916,0.26452428391836225,-0.289553872,-0.142626404,10.064389224191315,0.001710397,-1.381634382,45,1.5,5.140969276428223,43.68600082397461,1.543527603149414,27.94832420349121,159.29998779296875,-86.9090473,40.4252778,10.064389224191315,0.001710397,-1.381634382,-0.281189711,0.055450373,0.030874016382776707,0.9547680315462131,0.12531434357600305,-0.029581368,0.5738146854835806,0.42801415083649597,0.10643865417200819,0.057541217103383495,Garage
52,-0.131231341,0.007511049,0.059714767,-67.22222222,-8.743739834,20.733167667388916,0.017446004059165715,-69.40421295,56.61324489593506,-34.84246731,0.16968738222585142,0.057791505479118196,0.10170530809939486,9.983372966062676,-0.01525134,-1.323207688,45,1.5,5.140969276428223,43.68600082397461,1.543527603149414,27.94832420349121,159.29998779296875,-86.9090473,40.4252778,9.983372966062676,-0.01525134,-1.323207688,-0.271214646,0.070244065,0.015930356800859087,0.959195113,0.14418515751084077,0.007419271,0.5508063461595368,-0.109698976,-0.004569493,0.05889042,Garage
53,-0.313418019,0.02999527,-0.020319567,-64.625,-13.04753373,22.521687564849852,-1.994455953,-73.70715309,58.40152084350586,-36.85449123,-0.167628112,-0.125153458,-0.138315642,9.519269723158617,0.4245333266086303,-2.233029836,45,1.5,5.140969276428223,43.68600082397461,1.543527603149414,27.94832420349121,159.29998779296875,-86.9090473,40.4252778,9.519269723158617,0.4245333266086303,-2.233029836,-0.34178364,0.090093325,0.063140289,0.9323351579962424,0.21238422061054452,-0.055775605,0.7085605205841434,-0.291885653,0.017931035665560115,-0.021089057,Garage
54,-0.086004922,-0.084701682,0.010123457789005152,-67.11111111,-12.15058977,18.394915533065795,-7.539355893,-72.81057442,54.27499302,-42.39902512,-0.020092534,0.011824488278152873,-0.037034994,9.771735922804156,0.15197327605096025,-1.573368003,45,1.5,5.140969276428223,43.68600082397461,1.543527603149414,27.94832420349121,159.29998779296875,-86.9090473,40.4252778,9.771735922804156,0.15197327605096025,-1.573368003,-0.410438052,0.068584165,0.038800609,0.9082451914120646,0.15711539318260637,-0.014163313,0.849965391,-0.064472555,-0.096765915,0.009334694,Garage
55,0.043459113,-0.073175647,0.16255950332264352,-69.22222222,-11.86889175,17.141975622177124,-7.842891874,-72.52899834,53.022052993774416,-42.70268322,0.15072841088748673,0.057771483,0.3342601648233469,9.999286406248519,0.5392446476204357,-0.780719367,45,1.5,5.140969276428223,43.68600082397461,1.543527603149414,27.94832420349121,159.29998779296875,-86.9090473,40.4252778,9.999286406248519,0.5392446476204357,-0.780719367,-0.396063417,0.043015283,0.043266108548901616,0.9155433218456009,0.11292143292652751,-0.044929806,0.8185168689894444,0.064992962,-0.085248776,0.16175591528361427,Garage
56,-0.072882091,0.12648541549021758,-0.01671972,-52.125,-15.65381973,22.795821561813355,-10.18431584,-76.31380447,58.67577674865723,-45.04520535,-0.35864768,-0.088052385,-0.562899068,9.303439668081339,2.0122912338238605,-1.294386372,45,1.5,5.464472770690918,29.694000244140625,0.1588016301393509,348.8519287109375,158,-86.9091231,40.4251947,9.303439668081339,2.0122912338238605,-1.294386372,-0.357493987,-0.003730192,0.11532811126084004,0.9250026281597545,0.075106742,-0.216890188,0.7437523371964982,-0.051337855,0.11435001211475979,-0.017512934,Garage
57,-0.039411395,0.016949541445893165,-0.136376055,-63.22222222,-5.284307894,6.057299875002355,-25.34464548,-65.94392685,41.93725524902344,-60.20407097,-0.142997934,-0.278114194,-0.104669554,9.410350035695197,1.221779893471145,-2.221033075,45,1.5,5.464472770690918,29.694000244140625,0.1588016301393509,348.8519287109375,158,-86.9091231,40.4251947,9.410350035695197,1.221779893471145,-2.221033075,-0.419722977,0.064766454,0.11382328876509117,0.897659231,0.216464344,-0.150607962,0.8914891699185739,-0.017879028,0.004863284,-0.137167514,Garage
58,-0.091461034,-0.128030323,0.078682165,-53.625,7.326831866502761,-17.75063372,-34.22966154,-53.33327477,18.129443600177765,-69.08933067,0.2735892082881002,0.023911047799205318,-0.181139605,10.164530550391929,-0.138258108,-0.684820619,45,1.5,5.464472770690918,29.694000244140625,0.1588016301393509,348.8519287109375,158,-86.9091231,40.4251947,10.164530550391929,-0.138258108,-0.684820619,-0.443024753,0.026420362,0.003642299,0.8953771753218568,0.050959107,0.016354176384516656,0.9187089442049415,-0.069922735,-0.140106418,0.077890438,Garage
59,0.009050028,-0.043506558,0.023600649,-42.5,9.200385861,-34.42132343,-31.09792152,-51.45959904,1.4585099637508392,-65.95759079,-0.008246612,-0.018320424,-0.081738284,9.898128671553529,0.7217177057783436,-0.279501431,45,1.5,5.464472770690918,29.694000244140625,0.1588016301393509,348.8519287109375,158,-86.9091231,40.4251947,9.898128671553529,0.7217177057783436,-0.279501431,-0.498380054,-0.009831754,0.037219351700064046,0.8658568633412852,0.019954990395525632,-0.074511333,1.0453404315467019,0.030582393802141825,-0.055572274,0.022822261860286727,Garage
60,-0.03776578,0.031531283,0.046894388,-37.77777778,10.622783775329589,-32.18091534,-29.02709352,-50.03671303,3.699283926486969,-63.88676235,0.009615019,-0.050677737,-0.087414905,9.857068932973421,1.3566988053230138,-0.042800464,45,1.5,5.464472770690918,29.694000244140625,0.1588016301393509,348.8519287109375,158,-86.9091231,40.4251947,9.857068932973421,1.3566988053230138,-0.042800464,-0.529505976,-0.039692438,0.058745737,0.8451303243637085,-0.004676297,-0.141634738,1.1192112188894772,-0.016233414,0.01946112,0.046116002,Garage
61,-0.021219528,0.011657990460980285,9.058924020014848E-4,-67,10.64986777305603,-32.37233349,-28.4818755,-50.01023903,3.5074999380111693,-63.34117886,-0.006940888,-0.016694572,-0.031701128,9.794941087370937,1.6687324359578994,-0.230434047,45,1.5,2.833850622177124,36.31200027,0.2167525291442871,101.82731628417969,156.09999084472656,-86.9090883,40.4251788,9.794941087370937,1.6687324359578994,-0.230434047,-0.567930007,-0.04023223,0.075571615,0.8185296695209244,0.020264544,-0.170241624,1.214889835385443,3.1283682096948465E-4,-4.06E-04,1.4233334188901105E-4,Garage
62,-0.021136501,0.011657990497148153,0.001178698,-67.5,10.503589754104615,-32.57033909,-28.41611744,-50.15615128,3.309615957736969,-63.27651859,-0.017330086,-0.005004837,-0.009402279,9.759606278058394,1.666293158114535,-0.231944081,45,1.5,2.833850622177124,36.31200027,0.2167525291442871,101.82731628417969,156.09999084472656,-86.9090883,40.4251788,9.759606278058394,1.666293158114535,-0.231944081,-0.59863085,-0.041774038,0.0743434,0.7964050659855593,0.022801664,-0.169250181,1.2910678259377342,3.958646043031974E-4,-4.06E-04,4.151389138429489E-4,Garage
63,-0.021077195,0.011657990442896352,5.975035013567692E-4,-66.77777778,10.57874174118042,-32.63719528,-28.34023346,-50.08075531,3.2426379823684695,-63.19904869,-0.004248499,-0.003698436,-0.003451259,9.752799543362219,1.662808462254052,-0.233941972,45,1.5,2.833850622177124,36.31200027,0.2167525291442871,101.82731628417969,156.09999084472656,-86.9090883,40.4251788,9.752799543362219,1.662808462254052,-0.233941972,-0.626117888,-0.043988911,0.073027073,0.7749925753445301,0.023605671684140142,-0.16909495,1.3610817680081118,4.551701628584957E-4,-4.06E-04,-1.66E-04,Garage
64,-0.025996249,0.016704323486639902,0.016812983636135377,-57.25,11.603541784286499,-34.27211731,-29.04771145,-49.05656502,1.607715960815549,-63.90823452,0.010598861254178561,-5.10E-05,-0.015275809,9.758224038244451,1.6850698465861162,-0.257675635,45,1.5,2.833850622177124,36.31200027,0.2167525291442871,101.82731628417969,156.09999084472656,-86.9090883,40.4251788,9.758224038244451,1.6850698465861162,-0.257675635,-0.651595008,-0.046632835,0.072673624,0.753565425,0.024825711,-0.171138933,1.428049895625848,-0.004463884,0.00464009,0.016046487677018516,Garage
65,-0.02101789,0.011017490368227936,7.754201758924184E-4,-79.44444444,13.067419738769532,-36.36161106,-29.33001957,-47.59244293,-0.481899978,-64.19005455,0.051079278,0.016208126706984436,-0.005362021,9.776013411,1.8320774279751824,-0.28533539,45,1.5,2.833850622177124,36.31200027,0.2167525291442871,101.82731628417969,156.09999084472656,-86.9090883,40.4251788,9.776013411,1.8320774279751824,-0.28533539,-0.677240652,-0.052260914,0.077202037,0.7297736163278228,0.028787508,-0.18452741,1.4988219182468154,5.144757185881794E-4,-0.001046743,1.1861111824084254E-5,Garage
66,-0.021148362,0.011574962682732679,7.161146224232264E-4,-101.25,13.043385667800903,-36.37283524,-29.23912952,-47.61659912,-0.492635978,-64.09989677,0.004004719,0.00188937,-0.005403675,9.768132228,1.8282849267848487,-0.290184921,45,1.5,6.730648517608643,27.547000885009766,0.1121397539973259,48.85175323486328,156.59999084472656,-86.9090989,40.4251932,9.768132228,1.8282849267848487,-0.290184921,-0.699229039,-0.054576025,0.075811658,0.7087181100567568,0.029164877584547673,-0.184843282,1.5600206643632315,3.840034941744819E-4,-4.89E-04,-4.74E-05,Garage
67,-0.021041612,0.011491935,7.279757353775564E-4,-96.11111111,13.493565711975098,-37.18694134,-29.21497341,-47.16702911,-1.306741953,-64.07452099,-0.016110809,-8.00E-04,-0.004852665,9.731701759,1.8248953899511924,-0.292499561,45,1.5,6.730648517608643,27.547000885009766,0.1121397539973259,48.85175323486328,156.59999084472656,-86.9090989,40.4251932,9.731701759,1.8248953899511924,-0.292499561,-0.718985233,-0.056670599,0.074448542,0.6886525813815663,0.029512931439049036,-0.185095319,1.6166263413660735,4.907535005912401E-4,-5.72E-04,-3.56E-05,Garage
68,-0.021219528,0.011646129389845052,7.161146218581034E-4,-104.125,14.036953773498535,-38.05240929,-29.09712154,-46.62254311,-2.172453926,-63.95703468,-0.004809907,-2.66E-04,-0.002085511,9.723365524440135,1.8233134306750252,-0.28941829,45,1.5,6.730648517608643,27.547000885009766,0.1121397539973259,48.85175323486328,156.59999084472656,-86.9090989,40.4251932,9.723365524440135,1.8233134306750252,-0.28941829,-0.737569404,-0.058732513,0.072908103,0.6687051254568748,0.029511057346769908,-0.185214871,1.671397761233802,3.128368237950993E-4,-4.18E-04,-4.74E-05,Garage
69,-0.021077195,0.011646129389845052,6.923923993401808E-4,-102.1111111,13.694133758544922,-37.56404335,-29.13982138,-46.96585106,-1.684087952,-64.00010086,0.005226756,3.4327645903652156E-5,-0.003877587,9.732495446806972,1.8238245237220838,-0.291369717,45,1.5,6.730648517608643,27.547000885009766,0.1121397539973259,48.85175323486328,156.59999084472656,-86.9090989,40.4251932,9.732495446806972,1.8238245237220838,-0.291369717,-0.754602786,-0.060591282,0.071410694,0.6494247166855821,0.029586298083796085,-0.18526372,1.723089058422348,4.551701651189874E-4,-4.18E-04,-7.12E-05,Garage
70,-0.021029751,0.011657990479064219,7.516979584606021E-4,-103.3333333,13.079253711700439,-36.82850544,-29.29158951,-47.58024296,-0.948427959,-64.15186859,0.019270175,0.003231404,-0.003027123,9.772220981931223,1.8313746845837935,-0.2923222,45,1.5,6.730648517608643,27.547000885009766,0.1121397539973259,48.85175323486328,156.59999084472656,-86.9090989,40.4251932,9.772220981931223,1.8313746845837935,-0.2923222,-0.769696115,-0.062224034,0.069972347,0.6314722756737644,0.029641886,-0.185223709,1.7702112521940065,5.026146135455702E-4,-4.06E-04,-1.19E-05,Garage
71,-0.021450136,0.012181704,0.002713571,-58.625,15.850483655929565,-41.49207729,-31.01349747,-44.80901291,-5.611999879,-65.8732885,0.002068171,0.002579192,-0.010597834,9.773759999321502,1.8368166157053512,-0.299587784,45,1.5,2.8193013668060303,25.149999618530273,1.5171128511428833,196.59217834472656,155.59999084472656,-86.9091278,40.4251201,9.773759999321502,1.8368166157053512,-0.299587784,-0.784141834,-0.06394968,0.068553331,0.6134165129982508,0.029570785,-0.18546518,1.8166617762583952,8.222944933759909E-5,1.1747060992862456E-4,0.001950012,Garage
