seconds_elapsed,accelerometerUncalibrated_z,accelerometerUncalibrated_y,accelerometerUncalibrated_x,orientation_qz,orientation_qy,orientation_qx,orientation_qw,orientation_roll,orientation_pitch,orientation_yaw,magnetometer_z,magnetometer_y,magnetometer_x,microphone_dBFS,totalAcceleration_z,totalAcceleration_y,totalAcceleration_x,magnetometerUncalibrated_z,magnetometerUncalibrated_y,magnetometerUncalibrated_x,location_bearingAccuracy,location_speedAccuracy,location_verticalAccuracy,location_horizontalAccuracy,location_speed,location_bearing,location_altitude,location_longitude,location_latitude,gyroscopeUncalibrated_z,gyroscopeUncalibrated_y,gyroscopeUncalibrated_x,accelerometer_z,accelerometer_y,accelerometer_x,gyroscope_z,gyroscope_y,gyroscope_x,class
144,10.118067796413715,-0.095905597,0.16317209726073018,-0.986557575,0.007633045,-0.0326836,0.15898827976972155,-0.062014302,0.025700602409185716,2.8228920200496046,7.741997895240783,-72.58609505,-22.74848555,-43.375,10.118067796413715,-0.095905597,0.16317209726073018,-52.91798698,-36.70601719,-57.60766697,2.3141467571258545,1.1205801963806152,2.1433472633361816,9.93500042,3.545715570449829,131.8154297,145.39999389648438,-86.9065575,40.4182621,-0.113060118,-0.007936566,0.001226142,-0.059855378,0.1650107973842945,-0.468311497,-0.092138599,-0.019695376,6.152951323599058E-4,Drive
145,9.916495934273433,0.79483238,0.094536822,-0.990519933,-0.016583334,-0.009571171,0.13528682682120685,-0.023448572,-0.030270044,2.8698273746712695,8.298073854446411,-73.19865662,-21.54751757,-45.77777778,9.916495934273433,0.79483238,0.094536822,-52.36117901,-37.31882328,-56.40804089,2.4186527729034424,1.0685036182403564,2.153285026550293,9.93500042,1.6387430429458618,137.93907165527344,145.39999389648438,-86.9065538,40.4182511,-0.044182642,0.006676323,0.002317365,-0.113908953,0.48287389955474336,-0.141905213,-0.023261123,-0.005082486,0.001706517,Drive
146,9.762623472121156,1.6962092455151012,0.16461690479111904,-0.989108852,-0.058615918,2.7110792164695314E-5,0.13431521700423898,-0.015809094,-0.116245692,2.8707277219272354,7.866803860664367,-72.8032547,-21.92827967,-39.75,9.762623472121156,1.6962092455151012,0.16461690479111904,-52.79293705,-36.9231773,-56.78843666,2.5260610580444336,1.0653167963027954,1.7221235036849976,9.93500042,0.4021802842617035,139.19300842285156,134.6999969482422,-86.9065608,40.4182508,-0.022903807,0.011491934863796223,0.002602031,-0.088358203,0.528735745,0.006823707,-0.001982288,-2.67E-04,0.001991184,Drive
147,9.456484461293638,3.369651824525259,0.48152942134483345,-0.984570422,-0.119389308,0.001216749,0.12583050052228484,-0.028166585,-0.237819788,2.8838908903807114,7.1352919006347655,-72.95307076,-21.67488556,-25,9.456484461293638,3.369651824525259,0.48152942134483345,-53.52481522,-37.0733593,-56.534799,45,0.078102499,1.7320857048034668,9.93500042,0.3955020308494568,139.3220215,134.6999969482422,-86.9065672,40.418253,-0.092896228,0.00311799,-7.90E-04,-0.200383492,1.0309768000852715,0.2092556883264514,-0.071974709,-0.00864082,-0.001401094,Drive
148,9.340269949829693,3.950187173861902,1.2815597962985918,-0.757417924,-0.121922743,-0.011580266,0.053457914278904076,-0.054487452,-0.322013421,2.4846654740663676,7.221789884567261,-74.925811,-19.4138596,-13.875,9.340269949829693,3.950187173861902,1.2815597962985918,-53.43831718,-39.04573311,-54.27389492,11.710892677307129,1.0770329236984253,1.742069125175476,9.93500042,1.204723596572876,138.9751739501953,134.6999969482422,-86.9065635,40.4182492,-0.258729054,-0.043687326,-0.003324419,-0.154143654,0.7620742321014404,0.7554827673503985,-0.237807537,-0.055446136,-0.003935266,Drive
149,9.521224290421866,2.8602216388415362,2.3476058453032116,0.9765643865159415,0.17317479573985906,0.048167606,0.10562992853664079,-0.061682041,-0.3573171,-2.937231099,7.102839851379395,-78.68877838,-14.63060572,-21.22222222,9.521224290421866,2.8602216388415362,2.3476058453032116,-53.5567791,-42.80857918,-49.49064098,11.286885261535645,1.2503199577331543,1.7519978284835815,9.93500042,2.551602363586426,151.7628173828125,134.6999969482422,-86.9065515,40.4182341,-0.382425966,-0.063007709,-0.001964497,0.081767064,-0.67079031,1.7642842224500712,-0.36150445,-0.074766518,-0.002575344,Drive
150,9.414177385348719,2.4474945816310862,2.443333262,0.944881932,0.147019363,0.084822769,0.2754263655074592,-0.084588584,-0.33208082,-2.58844014,4.617577929496765,-80.92674606,-8.93625586,-20.33333333,9.414177385348719,2.4474945816310862,2.443333262,-56.04204086,-45.0466692,-43.79665707,10.129345893859863,1.145862102508545,1.7619589567184448,9.93500042,5.312309741973877,175.80764770507812,134.6999969482422,-86.9065433,40.4181884,-0.366638827,-0.055511486,-0.025568109,-0.046897694,-0.828122336,1.6414940033144163,-0.345717309,-0.067270295,-0.026178956,Drive
151,9.192209399663485,3.6156614262324114,1.9309647278143809,0.9028727458518686,0.12663478859998648,0.12579465686406904,0.3901087647502862,-0.136036289,-0.333462964,-2.348835607,4.351129925251007,-76.90452843,-4.583417928,-11.125,9.192209399663485,3.6156614262324114,1.9309647278143809,-56.30824497,-41.02469532,-39.44345329,9.210714340209961,1.1130588054656982,1.7720125913619995,9.93500042,6.283263206481934,198.66372680664062,134.6999969482422,-86.9065556,40.4181301,-0.229026209,-0.016334233,-0.014394942,-0.176106601,0.34105167111146795,0.6464583109883428,-0.208104689,-0.028093043,-0.015005789,Drive
152,9.383154906115486,3.2867248451825484,1.3777866919063828,0.8723287408791699,0.12688894851983173,0.14109572348664107,0.4504086586456854,-0.141183995,-0.355905251,-2.21379841,3.526653926372528,-73.90174271,-1.835123943,-24.33333333,9.383154906115486,3.2867248451825484,1.3777866919063828,-57.13308697,-38.02178741,-36.69613533,7.543844699859619,1.0855873823165894,1.7820079326629639,9.93500042,7.993870735168457,209.83197021484375,134.6999969482422,-86.9066029,40.4180678,-0.139901814,0.006142573,-0.004977219,0.066674195,-0.192734329,0.067575422,-0.118980295,-0.005616236,-0.005588066,Drive
153,9.580838643231438,2.4908296355923403,1.004419248894725,0.8638310432434082,0.1172825793184123,0.12506564518491042,0.4736674749156804,-0.111106617,-0.32688569,-2.156827184,4.8503538870811465,-69.46594467,-0.718945984,-20.125,9.580838643231438,2.4908296355923403,1.004419248894725,-55.80999687,-33.58598949,-35.57910336,5.886775016784668,1.0907795429229736,1.7920360565185547,9.93500042,10.175639152526855,217.8791504,134.6999969482422,-86.9066758,40.4179962,-0.089266728,0.004529462,2.0608683659252032E-4,0.16533295622149718,-0.734230176,-0.049352348,-0.068345209,-0.007229348,-4.05E-04,Drive
154,9.523074029718789,3.1135820624897783,0.20359610064967887,0.862233038,0.12057738577567258,0.11036556988086516,0.47937540145753654,-0.078774955,-0.319160247,-2.139444858,4.736771893501282,-68.57253906,0.056241999,-11.11111111,9.523074029718789,3.1135820624897783,0.20359610064967887,-55.92345688,-32.69246143,-34.80269516,4.9000701904296875,1.0770329236984253,1.8019860982894897,9.93500042,11.200702667236328,223.90232849121094,134.6999969482422,-86.9067689,40.4179217,-0.036816891,0.030944158459303775,0.002756226,0.057328113,-0.023653866,-0.528054272,-0.015895372,0.019185348260171205,0.002145379,Drive
155,9.464728642435906,3.2293116213048547,-0.42800163,0.8696621960172286,0.13619969770885432,0.088348304,0.4659621618114985,-0.028224757,-0.325066604,-2.162453787,5.210253896713257,-68.67135857,0.9542839688062668,-20,9.464728642435906,3.2293116213048547,-0.42800163,-55.44960899,-32.79115936,-33.90550758,4.9000701904296875,1.0770329236984253,1.8019860982894897,9.93500042,11.200702667236328,223.90232849121094,134.6999969482422,-86.9067689,40.4179217,0.003935266,0.023388402134094995,0.003065983,0.006408132,0.035949161,-0.695835494,0.024856785,0.011629592025061496,0.002455136,Drive
156,9.684604061460032,2.4013949898840155,-0.882963171,0.8842484731118656,0.15014996994467614,0.047887405,0.4393401475786005,0.049826705,-0.312867008,-2.211506105,3.9934259176254274,-70.63263069,0.6339119908958674,-21.11111111,9.684604061460032,2.4013949898840155,-0.882963171,-56.66668079,-34.75255333,-34.22587917,3.3503029346466064,1.0770329236984253,1.822040081,9.93500042,14.436209678649902,223.02688598632812,134.6999969482422,-86.9069959,40.4177466,0.028478529485105313,0.023602130100045138,0.00461842,0.1404606809893858,-0.689667264,-0.406146762,0.049400048,0.011843320081751901,0.004007573,Drive
157,9.582412572,2.700332301,-1.210486578,0.9051700917262475,0.14533549605064022,0.029488064565704863,0.39806015775041675,0.065096748,-0.290759045,-2.303440541,4.326485888957977,-72.4975222,-0.789827986,-7.888888889,9.582412572,2.700332301,-1.210486578,-56.33386497,-36.61781136,-35.64961941,2.993206501,1.1543396711349487,1.8319282531738281,9.93500042,15.470735549926758,220.0518341064453,134.6999969482422,-86.907115,40.4176433,0.045748308,0.033411269,0.001131254,-0.001598367,-0.173725169,-0.585706671,0.066669826,0.021652459585134988,5.204065282404134E-4,Drive
158,10.01852982548567,2.8094009928978405,-1.048479083,0.9233172431732845,0.15384904461578258,0.012758516539249894,0.3514470539046723,0.088551642,-0.297522671,-2.400910727,5.900407873392105,-72.40407005,-2.627025946,-10.5,10.01852982548567,2.8094009928978405,-1.048479083,-54.75969891,-36.52423744,-37.48840313,2.692455530166626,1.1151680946350098,1.8419746160507202,9.93500042,16.658124923706055,216.06417846679688,134.6999969482422,-86.9072385,40.4175254,0.023947584741179227,0.026306463758126626,0.025928390541258586,0.4267777239234702,-0.132728431,-0.212406569,0.044869104,0.014547653437492628,0.025310130048999836,Drive
159,9.729025188001614,2.789299415153207,-0.063973159,0.9291944260736114,0.1578308560894531,0.022389406582467186,0.3333800151510146,0.066948319,-0.313315026,-2.442044846,7.338177819252014,-70.10363853,-4.653323915,-17.22222222,9.729025188001614,2.789299415153207,-0.063973159,-53.322173,-34.22368345,-39.5126273,2.426905393600464,1.1013628244400024,1.8520585298538208,9.93500042,17.77973175048828,213.04823303222656,134.6999969482422,-86.9073599,40.4173919,-0.022453085,-0.008446594,0.008965518,0.14660004273201654,-0.340278514,0.5829351587781628,-0.001531566,-0.020205404,0.00834874,Drive
160,9.624861911662574,2.7559044523146548,-0.085151384,0.9345386664844254,0.15180852517340948,0.028401007116274926,0.3205610296679932,0.046428765197402064,-0.30673379,-2.473536181,0.3901559830456972,-70.19489498,-15.95198771,-14.5,9.624861911662574,2.7559044523146548,-0.085151384,-60.2697068,-34.31506121,-50.81202293,2.184584856033325,1.0685036182403564,1.8620585203170776,9.93500042,18.70602798461914,213.0060272216797,134.6999969482422,-86.9074822,40.4172462,-0.020329946,0.013721823981664712,0.001665003,0.011403106948704396,-0.289138876,0.3707884331640688,5.915729126675977E-4,0.001963014,0.001054156,Drive
161,9.634009315,2.7625079363295177,-0.178067821,0.9404300995243405,0.15040279432986547,0.027818942261697018,0.3035942084580949,0.040899656,-0.304464973,-2.510789316,6.259575887024402,-78.80748497,-9.033123791,-12,9.634009315,2.7625079363295177,-0.178067821,-54.40016502,-42.92728508,-43.89242733,2.046964406967163,1.1871393918991089,1.8720512390136719,9.93500042,19.741573333740234,213.0087127685547,134.6999969482422,-86.9076138,40.4170972,-0.01760189,0.014303018425442097,0.002554587,-5.49E-04,-0.263638721,0.21484216830684144,0.003319629,0.002544208,0.00194374,Drive
162,9.652213869742976,2.244711566897272,-0.195982049,0.9461673096968577,0.14406829771514124,0.025681333,0.28866289,0.036128601,-0.291571605,-2.544048713,13.287263689041138,-78.76990845,2.4541519524902107,-12.875,9.652213869742976,2.244711566897272,-0.195982049,-47.37296509,-42.88995312,-32.40490732,2.0731289386749268,1.5250245332717896,1.88202703,9.93500042,20.022483825683594,213.0046844482422,134.6999969482422,-86.9077476,40.4169445,-0.01671607,0.012005498181679286,-0.00307773,0.030112977211291973,-0.641150056,0.14677982146923357,0.004205448,2.466883071554968E-4,-0.003688578,Drive
163,9.975364013782983,2.4376880756570296,-0.010886758,0.9509480387261771,0.13716662277295752,0.027484987744862594,0.27587050344180136,0.024365166319733105,-0.279662697,-2.573453563,6.322283890247345,-76.16972244,0.099673994,-8.222222222,9.975364013782983,2.4376880756570296,-0.010886758,-54.33745686,-40.28964539,-34.76011709,1.9959466457366943,1.4365583658218384,1.8920749425888062,9.968999862670898,20.606081008911133,213.0077667236328,134.6999969482422,-86.9078856,40.4167886,-0.020187612,0.007304962,0.016728616,0.34087884773328464,-0.330247601,0.22389768917583724,7.339063206759905E-4,-0.004453847,0.016117769,Drive
164,9.354513610450967,2.3443999339654606,0.009170551,0.9544736783481339,0.13259928188856365,0.026933059458015034,0.2658031351357988,0.019807037,-0.270741557,-2.595689679,6.756725881099701,-75.42393623,-2.802339939,-13.33333333,9.354513610450967,2.3443999339654606,0.009170551,-53.90325901,-39.54410316,-37.66298538,1.75808847,1.131591797,1.9020682573318481,9.968999862670898,21.407445907592773,213.0052947998047,134.6999969482422,-86.9080211,40.4166237,-0.024955779,0.010732823707619953,-0.012839654,-0.289216412,-0.33298525,0.2002565788412557,-0.004034261,-0.001025986,-0.013451983,Drive
165,9.627931349485824,2.3812854035386763,-0.069763557,0.9577100878780328,0.13011474936332518,0.025515302,0.2553393930486105,0.018220580915368878,-0.265360713,-2.618052244,5.8702738881111145,-74.48453636,-1.917473967,-10.75,9.627931349485824,2.3812854035386763,-0.069763557,-54.78971092,-38.60433739,-36.77775322,1.658085823059082,1.0685036182403564,1.9121254682540894,9.968999862670898,21.843753814697266,213.0025634765625,134.6999969482422,-86.9081576,40.4164572,-0.021492335,0.014172546083482833,-7.41E-06,-0.018168556,-0.24067663,0.10601225292798384,-5.71E-04,0.002413736,-6.18E-04,Drive
166,9.706833041631258,2.3919368432118344,-0.092609714,0.9608435034751892,0.1275701800596367,0.024589267279048567,0.24472326141537973,0.015718409,-0.260109695,-2.640747901,5.324079904556275,-74.81747429,-1.89124396,-9.888888889,9.706833041631258,2.3919368432118344,-0.092609714,-55.33614883,-38.93764149,-36.75103516,1.5921504497528076,1.0685036182403564,1.9220219850540161,9.963999748,22.323102951049805,213.0029297,134.6999969482422,-86.9083008,40.4162887,-0.020401112,0.013709962834803007,0.003242531,0.066114324,-0.180202129,0.057322079,5.204062349416171E-4,0.001951153,0.002631684,Drive
167,9.708395856098065,2.3530622986913885,-0.156634055,0.9637603215800906,0.1256228867665078,0.021326209282846127,0.2343435394532472,0.018367286219975902,-0.254893089,-2.662185646,6.893487873077393,-75.31840637,-0.58157399,-10.875,9.708395856098065,2.3530622986913885,-0.156634055,-53.76564278,-39.43832928,-35.4414872,1.5439621210098267,1.0737783908843994,1.9320100545883179,9.963999748,22.743986129760742,213.00257873535156,134.6999969482422,-86.9084485,40.4161154,-0.019440362,0.013543907183367144,0.001890365,0.066972696,-0.155591039,0.022498102,0.001481156,0.001785097,0.001279518,Drive
168,9.560325446638089,2.283940496953946,-0.249094579,0.9665952394309553,0.12402646149535781,0.019746664803004958,0.22340145330984615,0.017806435,-0.251227408,-2.685075984,7.574003839492798,-75.11564224,-1.167539969,-13,9.560325446638089,2.283940496953946,-0.249094579,-53.085737,-39.23580917,-36.02733131,1.5042680501937866,1.0685036182403564,1.9420360326766968,9.963999748,23.25279426574707,213.00302124023438,134.6999969482422,-86.9085993,40.4159389,-0.013853779,0.011539379285662028,-0.005404219,-0.105654837,-0.189786469,-0.07688998,0.00706774,-2.19E-04,-0.006015066,Drive
169,9.749608150963644,2.2424552243890115,-0.31260021,0.96936692,0.1225191313916674,0.016291287620193683,0.21222341074966466,0.021062888473702166,-0.246956075,-2.707919682,6.789665899276733,-75.13613876,-1.229881974,-13.375,9.749608150963644,2.2424552243890115,-0.31260021,-53.86995281,-39.25606098,-36.09016132,1.4756145477294922,1.0685036182403564,1.9520232677459717,9.93500042,23.682729721069336,212.01431274414062,134.6999969482422,-86.9087517,40.4157585,-0.012498875,0.014519369562129633,0.003688578,0.082797766,-0.199037497,-0.107300164,0.008422644,0.00276056,0.00307773,Drive
170,9.693446437132012,2.194070261658974,-0.147507062,0.9719276364567211,0.12002762320261558,0.013610677233020079,0.20188223939497493,0.022668747430287517,-0.241142081,-2.729242809,7.728333864212036,-75.16017273,-1.620891958,-12.77777778,9.693446437132012,2.194070261658974,-0.147507062,-52.93189514,-39.28046131,-36.48141533,1.4587256908416748,1.092931866645813,1.9620699882507324,9.93500042,23.89680290222168,212.00160217285156,134.6999969482422,-86.9089037,40.4155756,-0.01920314,0.013247379369115981,9.933682056867238E-5,0.020061576250687385,-0.185508852,0.071804061,0.001718379,0.00148857,-5.12E-04,Drive
171,9.690220249509348,2.135132493,-0.029898668,0.9745243018113293,0.11258518370320496,0.016059656383343113,0.1932613799004879,0.012558891519325452,-0.227591647,-2.748594353,8.381155834197997,-75.04012474,-1.972007966,-12,9.690220249509348,2.135132493,-0.029898668,-52.27882904,-39.16016937,-36.83155548,1.4349348545074463,1.0685036182403564,1.972025990486145,9.93500042,24.21543312072754,212.0019531,134.6999969482422,-86.9090568,40.4153906,-0.023556168,0.008657129,9.177535398212234E-4,0.004428215,-0.108428837,0.091762532,-0.002634649,-0.003101681,3.069063164836284E-4,Drive
172,9.685861522711596,2.078285525,0.2745647836946747,0.9764911283567114,0.105236685,0.024171544,0.18650724803938448,-0.008132414,-0.216207302,-2.765014512,5.984587888717652,-74.80234673,-3.238123941,-11.66666667,9.685861522711596,2.078285525,0.2745647836946747,-54.6750309,-38.92239098,-38.09913528,1.4178334474563599,1.0685036182403564,1.9819984436035156,9.93500042,24.476247787475586,212.00160217285156,134.6999969482422,-86.909211,40.4152043,-0.035429141,0.010792129,-9.68E-04,0.009495652,-0.04722386,0.19596465796376894,-0.014507622,-9.67E-04,-0.00157901,Drive
173,9.660866205508892,2.040232171232884,0.4378865434644887,0.9777122834353771,0.10081100644706523,0.0323214,0.1812981673814718,-0.027252628,-0.210396935,-2.777772795,6.667421871423722,-74.46501671,-1.272215972,-12.5,9.660866205508892,2.040232171232884,0.4378865434644887,-53.99292889,-38.58481716,-36.13176319,1.410173773765564,1.0685036182403564,1.9920862913131714,9.93500042,24.589378356933594,212.98887634277344,134.6999969482422,-86.9093659,40.4150162,-0.046673475,0.022060185458931566,-0.001300274,0.034432078,-0.011324018,0.1768701425165806,-0.025751956,0.010301375689292416,-0.001911122,Drive
174,9.820864307070241,2.0597527626070002,0.7371200522028126,0.9767969377989908,0.10228566854324156,0.03396406,0.185033935,-0.029165861,-0.214036523,-2.770306087,6.831145853996277,-73.5110984,-0.649161983,-12.88888889,9.820864307070241,2.0597527626070002,0.7371200522028126,-53.82871704,-37.63102131,-35.50822147,1.4053411483764648,1.0685036182403564,2.0020649433135986,9.93500042,24.788148880004883,213.9888916015625,134.6999969482422,-86.9095284,40.4148302,-0.059708836,0.001528601,0.006029893,0.1783865308298648,-0.042234422,0.4466542650773687,-0.038787318,-0.010230209,0.005419046,Drive
175,9.870143668165484,2.025280436265816,0.9415002106462868,0.9739499103675768,0.10082668991922175,0.042322497778725855,0.19856413489985233,-0.043415326,-0.214887035,-2.744034124,5.560515878200531,-73.30369896,0.081251998,-14.66666667,9.870143668165484,2.025280436265816,0.9415002106462868,-55.09959087,-37.42349918,-34.77890545,1.4064291715621948,1.0685036182403564,2.012058973312378,9.93500042,24.949230194091797,215.97586059570312,134.6999969482422,-86.9096975,40.414646,-0.067454143,0.001386268,0.005223337,0.18413794619365803,-0.086929641,0.5260122325813886,-0.046532624,-0.010372542,0.00461249,Drive
176,9.694776433185467,1.9930179836680588,0.7458927657664867,0.9711007365902651,0.096799176,0.056718135,0.21062977510748557,-0.071055122,-0.213526336,-2.722029336,5.811713900566101,-72.51533478,0.17726599475368857,-13.75,9.694776433185467,1.9930179836680588,0.7458927657664867,-54.84839275,-36.63562317,-34.68276943,1.4091317653656006,1.0737783908843994,2.0220789909362793,9.93500042,25.109107971191406,218.96177673339844,134.6999969482422,-86.9098792,40.4144655,-0.055379531,-0.004591733,7.991423871078827E-4,-0.067720441,-0.134715838,0.053647407339614574,-0.034458012,-0.016350543,1.882952564504468E-4,Drive
177,9.624098185196663,1.997318681003978,0.008845311,0.9714167112341294,0.095533979,0.054593067,0.21031190512272027,-0.067412688,-0.210122827,-2.722287469,5.093133891820908,-72.03209259,-0.242047996,-12.33333333,9.624098185196663,1.997318681003978,0.008845311,-55.56660698,-36.15189327,-35.10196129,1.4050390720367432,1.0685036182403564,2.032050132751465,9.93500042,25.110570907592773,220.9735565185547,134.6999969482422,-86.9100714,40.414293,-0.024398649,0.009773556,-0.003853037,-0.108738803,-0.081108404,-0.644553298,-0.003477131,-0.001985254,-0.004463884,Drive
178,9.856483709464953,2.0323776029846043,-0.207359572,0.9734164794671882,0.097541432,0.042718253,0.2027045200461323,-0.044605734,-0.208749264,-2.735653484,5.895649867,-72.10138847,-0.063805997,-12.25,9.856483709464953,2.0323776029846043,-0.207359572,-54.76457874,-36.22155529,-34.92310936,1.3882014751434326,1.0685036182403564,2.0420734882354736,9.93500042,25.208683013916016,220.99996948242188,134.6999969482422,-86.9102694,40.4141246,-0.017317223,0.011325879214620851,0.005804532,0.12185406916349836,-0.031917652,-0.641818588,0.003604295,-4.33E-04,0.005193684,Drive
179,9.852958345876157,2.0357519527083463,-0.161904652,0.9753525066144259,0.10143245214108125,0.019882184100671878,0.1948896086621053,7.69300898593552E-4,-0.207109347,-2.747080916,5.8790578722953795,-72.34612061,-0.095159998,-13.22222222,9.852958345876157,2.0357519527083463,-0.161904652,-54.78092705,-36.46592148,-34.95519547,1.3745005130767822,1.0685036182403564,2.052082061767578,9.93500042,25.298809051513672,221.0001983642578,134.6999969482422,-86.9104664,40.4139528,-0.018171223,0.011337740375045506,0.00429817,0.042604270490627844,-0.025684381,-0.154347964,0.002750295,-4.21E-04,0.003687323,Drive
180,9.823322085233835,2.0237009823322296,0.013370473224383134,0.9767893465977271,0.10145716976772234,0.017327509549202272,0.18783971566019705,0.004357877,-0.206167171,-2.761173193,5.846483883857727,-72.54998238,-0.099795997,-13.125,9.823322085233835,2.0237009823322296,0.013370473224383134,-54.81289104,-36.66990555,-34.96044159,1.3608487844467163,1.0685036182403564,2.0619919300079346,9.93500042,25.359210968017578,221.00013732910156,134.6999969482422,-86.9106624,40.4137815,-0.024837168,0.010910740340901628,0.005448698,-0.01530576,-0.030627001,0.053775074,-0.00391565,-8.48E-04,0.004837851,Drive
181,9.716834633,2.0179335353443926,-0.036455698,0.977842715,0.10099431062207638,0.018697889557885893,0.18240237944913143,2.8196916037345944E-4,-0.205784905,-2.77273154,5.6975218868255615,-72.84668694,0.7897059834003448,-12.22222222,9.716834633,2.0179335353443926,-0.036455698,-54.96282867,-36.96660938,-34.07032928,1.349943757,1.0685036182403564,2.0720584392547607,9.93500042,25.359954833984375,221.0000762939453,134.6999969482422,-86.9108603,40.413611,-0.023164751,0.010756545890579271,8.584479767449417E-4,-0.116263066,-0.040013752,-0.028452633,-0.002243233,-0.001002264,2.476007669702968E-4,Drive
182,9.757768140255827,2.028614122,-0.140325691,0.9790661340778314,0.1012900559213555,0.015635458,0.1758406021930639,0.005112422,-0.205280193,-2.785654436,5.488047885894775,-72.77592628,0.3585579918697476,-13.75,9.757768140255827,2.028614122,-0.140325691,-55.17218067,-36.89597126,-34.50233139,1.3385461568832397,1.0685036182403564,2.082071542739868,9.93500042,25.38958740234375,221.00006103515625,134.6999969482422,-86.911056,40.4134395,-0.019796196,0.015180740633174705,0.001558254,-0.015129413,-8.15E-04,-0.087839686,0.001125323,0.003421931,9.474063713727428E-4,Drive
183,9.705213130099102,2.0249987539735814,-0.118014942,0.9802927774133035,0.10139038609069528,0.013098675061415122,0.16902813980880294,0.008779225,-0.204639663,-2.799196759,5.464867868423462,-72.86657249,1.0216279736161231,-11.88888889,9.705213130099102,2.0249987539735814,-0.118014942,-55.19475075,-36.98649521,-33.83840748,1.329551100730896,1.0685036182403564,2.092149019241333,9.93500042,25.320899963378906,220.9999237060547,134.6999969482422,-86.9112573,40.413267,-0.020401112,0.011266573713142967,0.001581976,-0.044828535,-0.008757045,-0.041282628,5.204062298555108E-4,-4.92E-04,9.711285560274297E-4,Drive
184,9.676156571767862,1.9929773321429503,-0.101610749,0.9813401859540206,0.10115604467976552,0.012090403765726548,0.16306222746005425,0.009456482,-0.203891686,-2.811308547,5.710453915596008,-72.57804283,0.4817779875919223,-12.33333333,9.676156571767862,1.9929773321429503,-0.101610749,-54.94928684,-36.6979652,-34.37801319,1.3199816942214966,1.0685036182403564,2.1020145416259766,9.93500042,25.35948371887207,221.00021362304688,134.6999969482422,-86.9114559,40.4130999,-0.021685078,0.013168457386760006,-0.001785553,-0.070326117,-0.015734369,-0.004798065,-7.64E-04,0.001409647,-0.002396401,Drive
185,9.559108688,1.9682447169590922,-0.086995365,0.98246928,0.099566935,0.011162571,0.15720091586552778,0.009564261,-0.200494165,-2.823308375,5.439003889560699,-72.57804245,0.057218001,-12.375,9.559108688,1.9682447169590922,-0.086995365,-55.22110302,-36.69796524,-34.80232941,1.3118034601211548,1.0685036182403564,2.1120269298553467,9.93500042,25.320493698120117,221.00006103515625,134.6999969482422,-86.9116568,40.4129308,-0.021350001,0.013057601638703417,-0.006507302,-0.134097942,-0.001767772,0.005723593,-4.28E-04,0.001298792,-0.00711815,Drive
186,9.547655642611309,1.9589986650689135,-0.18117791,0.9834707188374788,0.099157802,0.007662474,0.15129653183580602,0.015233553493919881,-0.198662774,-2.834789001,5.6087058997154235,-72.04819633,0.5536359909176827,-12.22222222,9.547655642611309,1.9589986650689135,-0.18117791,-55.0516452,-36.16836334,-34.30517918,1.3039189577102661,1.0685036182403564,2.1220016479492188,9.93500042,25.31999397277832,221.00018310546875,134.6999969482422,-86.9118588,40.4127634,-0.01802889,0.009819518,-0.006732664,-0.064884482,0.023583990856281763,-0.034754183,0.002892629,-0.001939292,-0.007343511,Drive
187,9.579517392278875,1.9453793301165683,-0.054616759,0.9843421317998645,0.098282004,0.009258502,0.1460224413177342,0.010684444370127997,-0.197468798,-2.845991378,5.7425398969650265,-71.70342422,0.8814499849081039,-13.875,9.579517392278875,1.9453793301165683,-0.054616759,-54.91720104,-35.82334736,-33.97943939,1.2969063520431519,1.0685036182403564,2.1320364475250244,9.93500042,25.389110565185547,221.00018310546875,134.6999969482422,-86.9120581,40.412591,-0.022915668,0.012108712612529222,-0.00445533,-0.002660251,0.028084666983595172,0.047787294,-0.001994149,3.49902816894419E-4,-0.005066177,Drive
188,9.589771701739384,1.9117358751021898,-0.081324335,0.985160975,0.097104097,0.009782373,0.14117380325655335,0.008302485,-0.195329495,-2.85611695,4.963447875976563,-71.32071068,0.5769379852153361,-14.11111111,9.589771701739384,1.9117358751021898,-0.081324335,-55.69592697,-35.44063347,-34.28309742,1.2888505458831787,1.0685036182403564,2.141970634460449,9.93500042,25.459125518798828,221.00018310546875,134.6999969482422,-86.9122584,40.4124182,-0.022132835,0.013128768293824481,-0.005510969,-0.005539089,0.011954058721227553,-0.00316885,-0.001211316,0.001369958,-0.006121816,Drive
189,9.686944656001712,1.8449214291804046,-0.122902225,0.9860771281047932,0.094774776,0.008130468,0.13638321939602638,0.009999313,-0.190276248,-2.865765271,5.112897904,-70.72705872,0.3143939907103777,-14.625,9.686944656001712,1.8449214291804046,-0.122902225,-55.54781902,-34.84722546,-34.54515327,1.2801084518432617,1.0685036182403564,2.152034044265747,9.93500042,25.637699127197266,221.0004883,134.6999969482422,-86.912462,40.4122456,-0.021053473,0.01229849,-0.001940774,0.068096411,-0.009360433,-0.025449448,-1.32E-04,5.396805947773086E-4,-0.002551622,Drive
