seconds_elapsed,accelerometerUncalibrated_z,accelerometerUncalibrated_y,accelerometerUncalibrated_x,orientation_qz,orientation_qy,orientation_qx,orientation_qw,orientation_roll,orientation_pitch,orientation_yaw,magnetometer_z,magnetometer_y,magnetometer_x,microphone_dBFS,totalAcceleration_z,totalAcceleration_y,totalAcceleration_x,magnetometerUncalibrated_z,magnetometerUncalibrated_y,magnetometerUncalibrated_x,location_bearingAccuracy,location_speedAccuracy,location_verticalAccuracy,location_horizontalAccuracy,location_speed,location_bearing,location_altitude,location_longitude,location_latitude,gyroscopeUncalibrated_z,gyroscopeUncalibrated_y,gyroscopeUncalibrated_x,accelerometer_z,accelerometer_y,accelerometer_x,gyroscope_z,gyroscope_y,gyroscope_x,class
32,9.671603286,2.050640294852766,-0.322993307,-0.965491655,-0.085321108,0.039058052,0.24285502890938693,0.034606848,-0.184781343,2.651957972535809,8.414827795028687,-79.16067451,-7.021831865,-10.5,9.671603286,2.050640294852766,-0.322993307,-52.24491291,-43.28071888,-41.88186714,5.731809139251709,2.0532169342041016,2.0078818798065186,3.9000000953674316,3.849543809890747,184.9848633,156.29998779296875,-86.9103781,40.4245629,-0.035346113,0.011456351560535977,7.279757280309585E-4,-0.057185636,0.23117817952794936,0.013808902316880457,-0.014424594,-3.02E-04,1.1712850977946977E-4,Drive
33,9.608425769991088,2.397529882134743,-0.316157499,-0.965448713,-0.106158983,0.04199961,0.23419283301506227,0.03222773,-0.226594336,2.669308282796619,9.485255827903748,-78.47222847,-5.983977895,-25.77777778,9.608425769991088,2.397529882134743,-0.316157499,-51.17424114,-42.59202915,-40.84328121,5.887378692626953,2.025660276412964,2.017879009246826,3.9000000953674316,3.906411886,186.00144958496094,156.29998779296875,-86.9103729,40.4245288,-0.038097891,0.007898018,4.1958685564238903E-4,-0.025416161,0.17528431392410426,-0.005570932,-0.017176372,-0.003860792,-1.91E-04,Drive
34,9.593032124,2.4929117462010058,-0.352796145,-0.966164423,-0.11633194,0.044027175,0.22593227144583916,0.033542768,-0.247198914,2.686326913463259,9.879681754112244,-79.79409874,-6.032655878,-33.25,9.593032124,2.4929117462010058,-0.352796145,-50.77993698,-43.9141433,-40.89244732,5.934423446655273,1.9896230697631836,2.0279181003570557,3.9000000953674316,4.429316520690918,188.0418701171875,156.29998779296875,-86.910378,40.4244902,-0.021243251,0.006949129,0.001546392,-0.014675853,0.066932665,-0.03040363,-3.22E-04,-0.004809681,9.355452397693564E-4,Drive
35,9.724281678,2.3267352936359553,-0.4193623,-0.967096295,-0.117605036,0.044422402,0.2211595753442894,0.03499533,-0.249708878,2.6963509332786484,9.916647787094115,-78.72647652,-5.669949884,-29.44444444,9.724281678,2.3267352936359553,-0.4193623,-50.74370308,-42.84652115,-40.53108315,5.853542804718018,1.9673585891723633,2.037871837615967,3.9000000953674316,5.099481582641602,188.0573272705078,156.29998779296875,-86.9103839,40.4244471,0.0036295,8.881008218594112E-4,0.008319087,0.06988268,-0.133958446,-0.083153986,0.024551019,-0.010870709,0.00770824,Drive
36,9.805337054058185,1.653179095786752,-0.387648883,-0.971108099,-0.092645819,0.038793782115850634,0.21630393229063274,0.035935702,-0.198025893,2.7068293511288837,8.524749870300292,-80.12374268,-4.828149903,-37.375,9.805337054058185,1.653179095786752,-0.387648883,-52.1352351,-44.24354328,-39.68879524,5.722934246063232,1.939819574356079,2.0480852127075195,3.9000000953674316,5.740871429443359,186.04803466796875,156.29998779296875,-86.9103898,40.4243982,0.010081945027866699,0.012322212637795442,-0.00103933,0.050977133,-0.301533306,-0.035717247,0.031003464393100692,5.634028139044938E-4,-0.001650177,Drive
37,9.778513695,1.6036557989213074,-0.252213381,-0.974207505,-0.079060353,0.032511572,0.20880980037369776,0.030759914769131005,-0.168418164,2.7219028102541434,9.440725822,-79.76079231,-5.72216589,-34.33333333,9.778513695,1.6036557989213074,-0.252213381,-51.22023499,-43.88071518,-40.58171322,5.658329963684082,1.9037857055664062,2.0579397678375244,3.9000000953674316,5.768038272857666,184.01333618164062,156.29998779296875,-86.9103889,40.4243457,-0.001269139,0.018549297,-0.005012802,-0.012389174,-0.063087533,0.046972624,0.019652379848497006,0.006790487,-0.00562365,Drive
38,9.789307520227524,1.7550337661817237,-0.137735401,-0.975840679,-0.079572089,0.026287294,0.20173115182954532,0.019477706715966072,-0.166686658,2.735503953,9.275293841,-79.99210442,-5.111921868,-30,9.789307520227524,1.7550337661817237,-0.137735401,-51.38505711,-44.11190506,-39.97146908,5.627624034881592,1.8730189800262451,2.0679972171783447,3.9000000953674316,5.514969348907471,182.99818420410156,156.29998779296875,-86.9103939,40.4242922,-0.020580854,0.004346413,1.527118399210919E-4,-0.007042289,0.10644109203265263,0.052893109,3.4066476935270027E-4,-0.007412397,-4.58E-04,Drive
39,9.711839907,2.150000513178631,-0.008673983,-0.975936612,-0.095314454,0.020093516,0.19493854696889526,0.002111994,-0.195132095,2.7474618467312415,8.844999880790711,-79.6334243,-5.407161894,-29.22222222,9.711839907,2.150000513178631,-0.008673983,-51.81498524,-43.75334702,-40.26719723,5.610528469085693,2.119999885559082,2.0779194831848145,3.9000000953674316,5.464344024658203,182.99778747558594,156.29998779296875,-86.9103984,40.4242419,-0.021646529,-0.0044494,-0.001857747,-0.034397709,0.22361284089319913,0.012049243143461282,-7.25E-04,-0.016208209,-0.002468594,Drive
40,9.543764429184996,2.4826812709419475,0.059829278,-0.974899841,-0.117105947,0.017507616973039018,0.18850110124037103,-0.010291261,-0.237156058,2.7583682513931422,8.178391852378844,-79.09918594,-6.983767858,-23.88888889,9.543764429184996,2.4826812709419475,0.059829278,-52.48208107,-43.21923145,-41.84429123,5.510008335113525,1.9248117208480835,2.087878465652466,3.9000000953674316,5.573668003082275,183.00291442871094,156.29998779296875,-86.9103951,40.4241921,-0.020116446,0.003319629,-0.005783775,-0.081563079,0.15615297752676657,-0.03919622,8.050729356733268E-4,-0.008439181,-0.006394622,Drive
41,9.740158775477733,2.410548110610073,0.081074291,-0.974887327,-0.122958925,0.020155067,0.18456072150503547,-0.006281292,-0.249768501,2.766606020695955,13.783925828933716,-79.38271461,-11.02782378,-26.25,9.740158775477733,2.410548110610073,0.081074291,-46.87581505,-43.50275921,-45.8882251,3.7690324783325195,1.7839843034744263,2.097975969314575,3.9000000953674316,6.227174758911133,180.00790405273438,156.29998779296875,-86.9103935,40.424135,-0.019760612,0.024764519,0.017108170961558783,0.12378782,-0.0425574,0.020614032443721318,0.001160906,0.013005709049554125,0.016497324081250802,Drive
42,9.662887995059673,2.3434994358282824,0.21602989711027476,-0.975702883,-0.127598189,0.016032339010423828,0.17727933693858025,-0.014433444,-0.257548583,2.780260998068504,9.201117849349975,-79.45225441,-9.71132184,-26.44444444,9.662887995059673,2.3434994358282824,0.21602989711027476,-51.45911102,-43.57229904,-44.57282108,3.6636993885040283,1.7839843034744263,2.1078622341156006,3.9000000953674316,6.886303424835205,179.99998474121094,156.29998779296875,-86.910388,40.4240724,-0.027719418,-0.017401734,0.010371059719563543,0.085870761,-0.17845898,0.080053605,-0.0067979,-0.029160543,0.009760212,Drive
43,9.503028323349444,2.166210142154138,0.23025981277352858,-0.977626843,-0.123343204,0.007258839,0.17017740575433934,-0.028664645,-0.246117536,2.7933484882984345,9.906399812698364,-80.79840263,-10.1095298,-25.375,9.503028323349444,2.166210142154138,0.23025981277352858,-50.75358494,-44.91893501,-44.96883335,3.5705084800720215,1.7617321014404297,2.1179616451263428,3.9000000953674316,7.395018100738525,180.99960327148438,156.29998779296875,-86.9103864,40.4240048,-0.018954057,0.018288352042979118,-0.02515297,-0.098863852,-0.240784949,-0.047406899,0.001967462,0.006529542,-0.025763817,Drive
