seconds_elapsed,accelerometerUncalibrated_z,accelerometerUncalibrated_y,accelerometerUncalibrated_x,gyroscope_z,gyroscope_y,gyroscope_x,gyroscopeUncalibrated_z,gyroscopeUncalibrated_y,gyroscopeUncalibrated_x,location_bearingAccuracy,location_speedAccuracy,location_verticalAccuracy,location_horizontalAccuracy,location_speed,location_bearing,location_altitude,location_longitude,location_latitude,magnetometer_z,magnetometer_y,magnetometer_x,microphone_dBFS,accelerometer_z,accelerometer_y,accelerometer_x,orientation_qz,orientation_qy,orientation_qx,orientation_qw,orientation_roll,orientation_pitch,orientation_yaw,magnetometerUncalibrated_z,magnetometerUncalibrated_y,magnetometerUncalibrated_x,totalAcceleration_z,totalAcceleration_y,totalAcceleration_x,class
99,9.899481843,-0.224277759,-0.079413255,0.053847965,-0.011769188,0.016314961,0.032618057,0.003960129,0.016513634,28.86012459,0.870919049,1.075705886,6.31400013,1.572064638,11.24577522,154.3999939,-86.9105028,40.4239942,-45.14073124,25.42577543,-1.937725969,-67.77777778,-0.023565297,-0.11033111,-0.190815717,0.014503131,-0.005966311,-0.00546724,0.999345326,-0.011246262,0.011433513,-0.028901806,-104.0012162,79.18556206,-30.67811943,9.899481843,-0.224277759,-0.079413255,Campus
100,9.945174873,-0.031031919,0.258798723,0.011441526,-0.012457132,0.037498905,-0.009785416,0.00328108,0.037699062,30.36495209,0.832165837,1.035313249,5.910999775,1.451377153,9.302286148,154.3999939,-86.9104998,40.4240084,-45.15390694,24.15331543,-1.825973952,-68.625,0.041222494,-0.05027774,-0.126995694,0.029680779,-0.018829717,0.002296072,0.998992481,-0.037437486,-0.00298513,-0.059336358,-104.0135381,77.91371254,-30.56514742,9.945174873,-0.031031919,0.258798723,Campus
101,10.02448941,-0.108975067,0.169048275,-0.021708801,0.020232092,-0.01525932,-0.042937226,0.035974753,-0.015059165,32.23770905,0.832165837,1.045343161,4.90500021,1.354725122,2.142384529,154.3999939,-86.9104996,40.4240209,-44.81669922,23.2152577,-0.232287996,-68.33333333,0.100212412,-0.106786573,0.086700456,0.031648998,-0.005052257,-1.58E-04,0.999058152,-0.009460181,8.21E-04,-0.063288356,-103.6766962,76.97614227,-28.97231552,10.02448941,-0.108975067,0.169048275,Campus
102,9.979563042,-0.104924115,0.144562498,0.045328722,-0.034281579,-0.043441323,0.02410178,-0.018538916,-0.043257475,43.62570953,0.984784245,1.055276752,3.900000095,1.15024507,6.810133457,154.3999939,-86.9104999,40.4240315,-43.96977516,23.35885147,-1.454971965,-68.375,0.057575291,-0.075685869,0.029898374,0.020945307,-0.005869293,-0.001389109,0.999305711,-0.011244612,0.003572979,-0.041784512,-102.8298943,77.11851639,-30.19609745,9.979563042,-0.104924115,0.144562498,Campus
103,9.931352287,-0.239119643,0.128323821,0.039232109,-0.068431204,-0.0261241,0.018005167,-0.052694471,-0.025943217,40.00884628,1.010197997,1.065260649,3.90899992,1.245787024,6.132932186,154.3999939,-86.9104991,40.4240421,-42.99292114,24.5762895,-1.357859973,-69.88888889,-0.006317088,0.060173458,0.064130086,0.044705737,-0.003820471,-0.014553387,0.998419286,-0.006017933,0.029694355,-0.089384382,-101.852674,78.33680794,-30.09837545,9.931352287,-0.239119643,0.128323821,Campus
104,9.838894724,-0.713247002,0.313796621,0.011137585,-0.003893411,0.016943597,-0.010093805,0.011855183,0.017137822,36.1390686,0.940478623,1.075267076,3.90899992,1.281976819,0.826639593,154.3999939,-86.9105001,40.4240548,-41.03103928,27.48891754,-4.281711912,-67,-0.076765662,-0.176883689,-0.202354304,0.04422938,-0.027168039,-0.02528907,0.998095765,-0.052065904,0.053144258,-0.087283515,-99.89079185,81.25053452,-33.02149536,9.838894724,-0.713247002,0.313796621,Campus
105,9.890624972,-0.281557398,0.502039747,-0.075016743,0.077836037,0.033608346,-0.096243686,0.093590318,0.033791894,30.51141548,0.859825552,1.033847094,3.911000013,1.433544874,358.3127441,154.5999908,-86.9105025,40.4240694,-42.96339714,26.63760141,-1.415687977,-67.88888889,-0.083820297,0.041391038,0.314531083,0.043495711,-0.010671948,-0.016126889,0.998605863,-0.019729689,0.033098442,-0.086907625,-101.8214421,80.39799866,-30.15595945,9.890624972,-0.281557398,0.502039747,Campus
106,9.949423346,-0.229249251,0.247398696,-0.093588621,0.008964035,-0.023941654,-0.114815563,0.024711144,-0.023745947,28.00510597,0.832165837,1.043807626,3.90899992,1.550767779,357.1418762,154.5999908,-86.9105053,40.4240858,-45.28420311,25.8122716,-1.64480397,-66.22222222,0.010770094,-0.162796447,0.063271772,0.005560685,-0.009541663,-0.003217383,0.99956229,-0.018533968,0.00661371,-0.010949087,-104.1443222,79.57193665,-30.38507532,9.949423346,-0.229249251,0.247398696,Campus
107,10.03224579,-0.234476294,0.275255914,-0.001060087,-0.039725827,-0.047948546,-0.022287029,-0.023981685,-0.047770627,26.22894669,0.826801062,1.05386138,3.911000013,1.670392871,359.6222534,154.5999908,-86.9105077,40.4241038,-46.96877892,23.92761543,-3.282775942,-66.375,0.096232623,-0.093702392,0.039225548,-0.024983195,-0.011723127,-0.007320591,0.999362761,-0.023787794,0.014118764,0.050321198,-105.8288979,77.68740242,-32.02316929,10.03224579,-0.234476294,0.275255914,Campus
108,9.819392024,0.012814961,0.235788855,0.048955258,0.022639898,0.069179936,0.02771942,0.038369214,0.069383055,27.9520092,0.826801062,1.063770413,3.900000095,1.584349275,7.64068222,154.5999908,-86.9105071,40.4241218,-44.89380325,22.44995153,-3.00095592,-67.66666667,-0.119316976,-0.019229719,-0.031735044,0.001511782,-0.01355087,0.001654058,0.999432369,-0.02691827,-0.003232096,-0.003070608,-103.7541658,76.21059273,-31.74159342,9.819392024,0.012814961,0.235788855,Campus
109,9.859948056,0.132464798,0.246507199,0.023234436,-0.003264771,-0.017477349,0.002004528,0.01247789,-0.017278675,28.74821854,0.826801062,1.073742032,3.881000042,1.539204121,8.800132751,154.5999908,-86.9105044,40.4241381,-45.0610651,22.69761152,-3.133935935,-62,-0.060781266,-0.038826663,-0.103228136,1.32E-04,-0.017784392,0.008696404,0.99951449,-0.035273644,-0.017293422,-5.80E-04,-103.92033,76.45678825,-31.87347548,9.859948056,0.132464798,0.246507199,Campus
110,9.772618436,-0.101784122,-0.09613855,-0.018412893,0.085029345,-0.016030291,-0.039639835,0.100794247,-0.015837548,28.41220284,0.826801062,1.033963323,3.878000021,1.548649073,6.364918709,154.5999908,-86.9105024,40.4241536,-46.08086315,25.02000353,-0.441029985,-51.11111111,-0.131184379,-0.016357359,0.080541396,0.004646833,0.008920926,-0.004109864,0.999638408,0.018250283,0.008021477,-0.009595475,-104.9415919,78.78003464,-29.18093546,9.772618436,-0.101784122,-0.09613855,Campus
111,9.928898473,0.226208853,-0.297656678,-0.129800595,-0.021281801,0.118972884,-0.151027538,-0.005539138,0.119186383,27.9162426,0.870919049,1.043754816,3.881000042,1.600405812,6.052731991,154.5999908,-86.9105006,40.4241688,-50.05891697,18.96538764,1.955171969,-52.125,0.037460818,-0.170637025,0.176887517,-0.029488888,0.022414059,0.020056535,0.998344571,0.047440377,-0.03863456,0.060230239,-107.2628854,73.68726631,-27.9811875,9.928898473,0.226208853,-0.297656678,Campus
112,9.774750214,0.191385159,-0.25315715,-0.050947924,-0.041801523,-0.106293354,-0.072174866,-0.026058861,-0.106112473,27.80620956,0.826801062,1.053806305,3.881000042,1.583695292,7.729239464,154.5999908,-86.9104985,40.4241846,-56.72328903,13.10035978,6.362665861,-63.33333333,-0.135342644,-0.008962004,0.090694332,-0.058879906,0.016403984,0.010825523,0.997680067,0.034456467,-0.019619891,0.118327054,-104.5437498,73.27978653,-30.35786934,9.774750214,0.191385159,-0.25315715,Campus
113,9.99450366,-0.228061554,-0.316642454,-0.025038807,-0.025385746,0.015354209,-0.046270198,-0.009643084,0.015546951,27.5055275,0.832165837,1.063864827,3.878000021,1.597812057,10.56588936,154.5999908,-86.9104948,40.4241996,-55.79816296,17.28178766,3.828847947,-57.11111111,0.040178234,-0.132545336,-0.214810969,-0.074206678,0.00526957,-0.004261938,0.996861913,0.010322311,0.009300498,0.148443219,-103.6178923,77.46158066,-32.89144325,9.99450366,-0.228061554,-0.316642454,Campus
114,9.876468408,0.057837196,0.063168775,0.075538973,-0.023594717,-0.00757332,0.05431203,-0.00785502,-0.007385024,28.21564674,0.924175322,1.07379818,3.900000095,1.647989035,18.60064507,154.5999908,-86.9104883,40.4242137,-57.38989677,17.23859959,3.778095922,-59.25,-0.045788459,0.022402917,-0.051412791,-0.047197179,-0.005808197,0.001218628,0.998519303,-0.011146059,-0.002740034,0.094473003,-105.2088938,77.41814835,-32.94170731,9.876468408,0.057837196,0.063168775,Campus
115,10.00174019,-0.088177254,-0.177728061,0.067281302,0.016821794,0.026971256,0.046048486,0.032559922,0.027163613,27.75268173,0.851469338,1.033752918,3.900000095,1.606976748,16.38168716,154.5999908,-86.9104801,40.424228,-58.53364658,16.68532967,5.72838788,-59.77777778,0.032131305,-0.008455344,-0.151978348,-0.014675356,8.68E-04,-0.003002666,0.999538689,0.002105051,0.00610952,0.029407017,-106.3525219,76.86585442,-30.99141548,10.00174019,-0.088177254,-0.177728061,Campus
116,9.964477224,0.152034256,-0.057096698,-0.010580112,0.00954523,-0.021664321,-0.031811502,0.025293821,-0.021470094,28.60632324,0.918368101,1.043651938,3.900000095,1.633728623,13.53503036,154.5999908,-86.9104734,40.4242427,-60.8906868,15.55792773,8.929789867,-58.25,0.042488418,-0.049146627,0.023146282,0.016198958,0.003855708,0.010180025,0.99929611,0.008094641,-0.020297865,-0.032330437,-107.8536099,75.49323288,-27.62641157,9.964477224,0.152034256,-0.057096698,Campus
117,9.804532718,0.461678296,0.090207089,-0.021791829,-0.035942133,0.04417671,-0.043020254,-0.020202439,0.044379832,37.44779205,0.904433548,1.053777099,3.900000095,1.251037478,3.155354977,154.5999908,-86.9104698,40.4242556,-62.92308475,17.02888168,4.991019889,-55.22222222,-0.109963486,-0.031708993,0.06195806,0.018708215,-0.001167421,0.024835437,0.998947139,-0.002839416,-0.049671379,-0.037814918,-108.223392,76.48850868,-31.24846941,9.804532718,0.461678296,0.090207089,Campus
118,10.02162913,0.218008214,0.012330004,-0.04091342,0.006164812,-0.035328324,-0.062140362,0.021914887,-0.035122235,30.04518509,0.870919049,1.063681245,3.900000095,1.451387644,1.262835622,154.5999908,-86.9104692,40.4242681,-62.66798275,16.28480379,2.688757941,-50.125,0.100241689,0.02679078,0.010213205,-0.005620416,-7.42E-04,0.009685983,0.999247565,-2.29E-04,-0.019379791,0.0111026,-107.9679238,75.74455231,-33.55158533,10.02162913,0.218008214,0.012330004,Campus
119,9.830813065,0.301762808,-0.009036976,0.006443549,0.033065816,0.026468071,-0.014790808,0.048812923,0.02668009,32.18444061,0.884816349,1.07374084,3.900000095,1.400391698,1.898078203,154.5999908,-86.9104682,40.4242814,-62.0729887,15.04613762,2.795263928,-60.66666667,-0.08411213,-0.035132738,0.061680788,-0.002982886,0.003101285,0.017175814,0.999222192,0.00712928,-0.033964265,0.006273061,-107.372686,74.50625267,-33.4449575,9.830813065,0.301762808,-0.009036976,Campus
120,9.92900604,0.213798126,-0.158855241,0.028204241,-0.030426715,-0.009601569,0.006974334,-0.014684056,-0.009411792,28.35754395,0.832165837,1.033164382,3.900000095,1.528189778,2.87339735,154.5999908,-86.9104669,40.4242958,-61.63610676,16.06691171,3.835923908,-51.75,0.065802773,-0.055608275,0.039117115,0.011237185,0.009586591,0.012967591,0.999178862,0.01995847,-0.025722249,-0.021906293,-106.9356818,75.52739235,-32.4041754,9.92900604,0.213798126,-0.158855241,Campus
121,9.962014726,0.219021678,0.014987085,0.044439138,0.018998536,-0.028614931,0.023212196,0.034747129,-0.028416258,30.35814857,0.832165837,1.043147087,3.900000095,1.453851581,4.694621563,154.5999908,-86.9104656,40.4243103,-61.47323689,16.30712972,3.694281924,-47.77777778,0.020160763,-0.065307439,0.051871585,0.025527282,0.002136595,0.014736683,0.999170265,0.003999325,-0.029376491,-0.050873509,-106.7731781,75.76712303,-32.54679325,9.962014726,0.219021678,0.014987085,Campus
122,9.950692357,0.249309467,-0.123009667,-0.040367811,-0.027508883,0.035458793,-0.061594753,-0.011760293,0.035657467,33.79714203,0.832165837,1.053085446,3.900000095,1.297547102,0.6793347,154.5999908,-86.9104652,40.4243228,-61.86229473,16.75523563,4.162151937,-58.22222222,0.046874991,-0.050791001,-0.010658978,0.031657807,0.005383102,0.014490801,0.998856739,0.010716584,-0.029065874,-0.063045727,-107.162358,76.2152285,-32.07782534,9.950692357,0.249309467,-0.123009667,Campus
123,9.931247753,0.282062681,-0.114271802,0.008594857,0.003424895,0.004050572,-0.012632086,0.019167558,0.004261106,35.38129425,0.981835008,1.063058257,3.900000095,1.378137827,8.554523468,154.5999908,-86.9104638,40.4243352,-62.02650673,16.43034968,3.409899936,-59,-0.012092363,0.008967805,-0.031459345,0.02941105,0.004248013,0.01395453,0.998988104,0.008455849,-0.027876617,-0.058568656,-107.3270583,75.88997673,-32.82958929,9.931247753,0.282062681,-0.114271802,Campus
124,9.884965211,0.427841914,0.112064829,0.061151447,0.007718618,-0.038068238,0.039924504,0.023468692,-0.037871047,29.69250488,0.832165837,1.07306385,3.900000095,1.455946088,3.689618826,154.5999908,-86.9104615,40.4243484,-62.52451096,15.47252772,3.272039931,-60.88888889,-0.05098667,-0.014208102,0.173845965,0.049431635,0.004330454,0.022450586,0.998152459,0.006946186,-0.045144185,-0.098705075,-107.8246958,74.93142326,-32.96732742,9.884965211,0.427841914,0.112064829,Campus
125,9.859480515,0.474960772,0.114977451,-0.029049018,-0.011429892,0.00628468,-0.050277428,0.004315578,0.006463822,33.45164871,0.898721337,1.083037496,3.881000042,1.367997766,359.6983643,154.5999908,-86.9104619,40.4243617,-62.0839687,15.2058357,1.412759967,-60.875,-0.070547957,0.0654367,-0.040914694,0.045654271,-0.007214655,0.021559804,0.998322098,-0.01588538,-0.041949734,-0.091437086,-107.3837878,74.66534058,-34.82709507,9.859480515,0.474960772,0.114977451,Campus
126,9.953294249,0.506270742,0.015213589,0.028782471,0.024537674,-1.78E-05,0.007555528,0.040280337,1.79E-04,28.31855392,0.826801062,1.041524053,3.878000021,1.523855805,0.842633188,154.5999908,-86.9104622,40.4243761,-62.15655884,12.75058578,4.139215933,-62.77777778,0.038911208,-0.074307279,0.054446897,0.063361809,0.003756976,0.029220009,0.997197767,0.003948883,-0.058488725,-0.126777154,-107.4567438,72.21057861,-32.10088337,9.953294249,0.506270742,0.015213589,Campus
127,9.89142641,0.670353331,0.121554812,-0.013238482,-0.023974272,0.020608682,-0.034468389,-0.008231612,0.020799942,28.17476273,0.826801062,1.051397085,3.881000042,1.555191398,359.2422485,154.5999908,-86.9104625,40.4243915,-62.47973679,12.00370172,6.804671903,-59.625,-0.025664996,0.004400332,0.095557122,0.078910971,0.001258146,0.033686841,0.995812475,-0.002572691,-0.067020022,-0.158220964,-107.7793119,71.46418266,-29.43615944,9.89142641,0.670353331,0.121554812,Campus
128,9.920616553,0.573748919,-0.039597727,0.003178778,-0.001165352,-0.008972932,-0.018052613,0.014580272,-0.008771291,27.15213394,0.826801062,1.061454535,3.878000021,1.61105752,359.0203857,154.5999908,-86.910464,40.4244077,-62.29917679,12.47169374,7.467009845,-65.22222222,0.00897446,-0.009158027,0.040785923,0.06885674,0.005750669,0.029169055,0.996753333,0.008132326,-0.058727235,-0.137549245,-107.5992399,71.93156471,-28.77357742,9.920616553,0.573748919,-0.039597727,Campus
129,9.768660693,0.323777359,0.099604148,0.023225539,-0.029655744,-0.087647684,0.001992666,-0.013911601,-0.087471252,28.80097771,0.832165837,1.071457982,3.878000021,1.534148574,1.575536013,154.5999908,-86.9104643,40.4244231,-61.66758293,14.05866972,6.041195879,-63.875,-0.146474778,-0.012357574,-0.153809632,0.078157107,-0.011500383,0.018067059,0.996381084,-0.025495472,-0.033919586,-0.156863672,-106.9675236,73.5179303,-30.19853741,9.768660693,0.323777359,0.099604148,Campus
130,10.10316442,-0.029665821,-0.036039017,-0.081881704,0.04337312,0.023977237,-0.103108646,0.059123195,0.024177393,28.74034691,0.870919049,1.031932235,3.900000095,1.556019187,0.214864463,154.5999908,-86.9104641,40.4244377,-60.72757286,17.21249168,6.220657868,-57.44444444,0.19369361,-0.002953571,0.036863489,0.069700414,0.00301839,-0.001944218,0.996988203,0.006727007,0.003841633,-0.139687288,-106.0270257,76.67199623,-30.01931952,10.10316442,-0.029665821,-0.036039017,Campus
131,9.973093121,0.316537913,0.094992735,-6.49E-04,-0.040959384,0.046015184,-0.021883751,-0.025218205,0.046219787,28.39681625,0.832165837,1.041897655,3.900000095,1.551167965,359.1622009,154.5999908,-86.9104644,40.4244523,-61.63720467,14.56911779,5.592967885,-49.5,0.044172819,-0.046687057,0.101308939,0.059842695,0.001080134,0.01803252,0.997531934,6.50E-04,-0.035858158,-0.119845511,-106.9361703,74.02850075,-30.64786327,9.973093121,0.316537913,0.094992735,Campus
132,9.970241505,0.40324579,0.162717748,0.028195344,0.016424675,-0.01770271,0.006962472,0.032170301,-0.017520345,29.45738602,0.832165837,1.051854491,3.900000095,1.490998268,358.1618958,154.5999908,-86.910465,40.4244663,-62.14997078,13.91788171,5.39996388,-49.44444444,0.061114052,-0.070288252,-0.005585436,0.071607494,-0.006798775,0.024647946,0.996729105,-0.016720251,-0.04775022,-0.143686368,-107.4496681,73.37836243,-30.83964731,9.970241505,0.40324579,0.162717748,Campus
133,9.887323208,0.278366003,-0.138917293,-0.008265712,-0.007131493,-0.001678348,-0.029498585,0.008611167,-0.001482638,29.34022141,0.826801062,1.061859488,3.900000095,1.490098715,359.7543335,154.5999908,-86.9104653,40.4244798,-61.49690483,14.5748517,6.220169883,-45.66666667,-0.03341941,-0.03334685,-0.139559929,0.071019551,0.001113796,0.015982497,0.996891916,6.73E-04,-0.031687275,-0.142010952,-106.7967238,74.03350266,-30.01919743,9.887323208,0.278366003,-0.138917293,Campus
134,10.11487949,0.208611152,-0.157966949,-0.014510588,0.053644843,-0.021000098,-0.03573753,0.069394918,-0.020808839,30.3955822,0.845990539,1.071870923,3.900000095,1.447663426,1.692415118,154.5999908,-86.9104647,40.4244929,-60.91215885,15.49009567,8.085061851,-46.375,0.186401011,0.024376643,0.258799262,0.078441491,0.021727653,0.008459574,0.996277568,0.042486613,-0.020080028,-0.156653059,-106.2121001,74.94923462,-28.15528147,10.11487949,0.208611152,-0.157966949,Campus
135,10.01585035,0.122858667,-0.301765717,-0.088346722,-0.022096224,-0.021414896,-0.109576601,-0.006344881,-0.021229881,29.17248154,0.851469338,1.082016587,3.900000095,1.508253455,0.230814725,154.5999908,-86.9104633,40.4245056,-60.70866268,16.83636564,6.115737884,-39.11111111,0.075240974,-0.021660647,0.01213762,0.051312996,0.015329079,0.006546218,0.997997052,0.030613152,-0.014370053,-0.10220228,-106.0079939,76.29672401,-30.12411736,10.01585035,0.122858667,-0.301765717,Campus
136,10.03244909,0.076047617,0.017130165,-0.068244391,-0.052986552,0.015982848,-0.089480229,-0.037245375,0.016181521,30.11795425,0.870919049,1.040625811,3.900000095,1.484654665,0.03280754,154.5999908,-86.9104633,40.4245188,-62.24476475,17.53017956,3.886187947,-41.75,0.11048379,-0.103621868,0.066891488,0.026540885,0.00248491,0.009114883,0.999070378,0.0050523,-0.018105961,-0.053200917,-107.5504398,76.96089218,-32.36159727,10.03244909,0.076047617,0.017130165,Campus
137,10.03357,0.479441511,0.1046947,0.047386625,0.032449036,0.00926946,0.026153752,0.048199111,0.009447374,30.88926506,0.826801062,1.050672531,3.900000095,1.420689583,4.31448698,154.5999908,-86.9104623,40.4245322,-63.19538868,16.09460572,4.14519393,-21.33333333,0.11494118,0.099009568,-0.095824499,0.027693108,-0.009890859,0.019612644,0.998687247,-0.020249524,-0.038283821,-0.055671236,-108.6750359,74.59494629,-32.33512331,10.03357,0.479441511,0.1046947,Campus
138,9.887819795,0.437215743,0.223525636,-0.237665545,-0.05649744,0.030512708,-0.258892488,-0.040768123,0.030714348,30.35315895,0.882326484,1.060706615,3.900000095,1.462110996,5.790363789,154.5999908,-86.9104595,40.4245458,-62.13179268,14.09148776,4.532909909,-24.75,-0.02290379,0.067367971,0.201846963,-0.003333032,-0.001884201,0.018443445,0.998661305,-0.002167738,-0.037315174,0.006756759,-107.6115615,72.59219467,-31.94691921,9.887819795,0.437215743,0.223525636,Campus
139,10.14185386,-0.270882622,-0.127563,0.482401797,-0.162301524,-0.139658658,0.461112582,-0.146548483,-0.139476293,30.17160225,0.868389308,1.070722699,3.900000095,1.469134927,9.437054634,154.5999908,-86.9104557,40.4245598,-59.35934284,17.52224961,-0.995275983,-13.77777778,0.278015419,-0.059489081,-0.806937142,-0.02629655,-0.036192274,-0.009569223,0.995043108,-0.06873668,0.021199448,0.054859551,-104.8456995,76.00050873,-37.45668343,10.14185386,-0.270882622,-0.127563,Campus
140,9.680773708,-0.406158638,0.468455432,0.292595837,0.108787153,0.053867238,0.271334794,0.124546121,0.054071844,32.09855652,0.912633538,1.080611467,3.900000095,1.43720293,9.918451309,154.5999908,-86.9104516,40.424573,-58.40115475,22.52241949,8.644553796,-9,-0.240117906,-0.037795656,0.02056753,0.217863028,-0.026025843,-0.013062876,0.973637985,-0.044915909,0.03570336,-0.439362184,-105.0150357,80.51402008,-26.7833914,9.680773708,-0.406158638,0.468455432,Campus
141,10.03891896,-0.284031537,0.002453804,-0.034757506,0.067273261,0.02260135,-0.055984448,0.083021852,0.02280447,32.9000206,0.967987597,1.331753969,3.900000095,1.492782831,1.526621222,154.6999969,-86.9104507,40.4245864,-57.58046089,16.72766369,16.5937077,-21.33333333,0.079939203,-0.225817035,0.20574349,0.258802141,0.008805309,-0.005333493,0.965708238,0.01984054,0.005843683,-0.523764675,-105.0405338,74.74720261,-18.32586359,10.03891896,-0.284031537,0.002453804,Campus
142,9.892550237,0.19823548,-0.004771126,-0.191620708,0.028843258,0.089462435,-0.21284765,0.044584438,0.089667041,26.67848015,0.854400396,1.341605067,3.900000095,1.648064017,341.762207,154.6999969,-86.9104572,40.4246009,-53.08415092,5.684345852,20.94825354,-15,-0.01106871,-0.16850299,0.464293169,0.244380227,0.026929137,0.011829785,0.968852752,0.046901322,-0.035899983,-0.493284865,-100.5438583,63.704739,-13.97131773,9.892550237,0.19823548,-0.004771126,Campus
143,9.939910153,0.347984365,0.219123315,-0.581151481,-0.034032495,0.011938211,-0.602378428,-0.018286869,0.012133917,35.04345322,0.965660393,1.351591587,3.900000095,1.462614179,345.1835327,154.6999969,-86.9104675,40.4246145,-60.4641748,3.806277916,17.04108164,-38.77777778,0.034284518,-0.255080635,0.951214417,0.101207686,0.03946967,0.026408486,0.99133884,0.07398979,-0.061684937,-0.201277757,-98.62357811,62.78973881,-17.23335366,9.939910153,0.347984365,0.219123315,Campus
144,9.828324387,0.025415037,0.143807478,-0.490781673,-0.088581748,0.002105347,-0.512008616,-0.072828709,0.002293642,29.55835342,0.901387811,1.361558199,3.900000095,1.548529029,2.319531202,154.6999969,-86.9104706,40.4246281,-67.32386871,15.9979817,-2.847601934,-38,-0.068136572,-0.074436795,0.141906171,-0.19284211,-0.001855184,0.003286229,0.979385062,-0.00204929,-0.008920941,0.38868198,-99.88835197,72.72175865,-38.55248735,9.828324387,0.025415037,0.143807478,Campus
145,10.01181677,-0.658769631,-0.246536237,0.28806147,-0.035652336,-0.054165706,0.26682278,-0.019890715,-0.053985095,28.55231094,0.898721337,1.371619225,3.900000095,1.583700895,27.7711277,154.6999969,-86.910463,40.4246404,-67.14477272,23.56210358,-21.78175772,-44.375,0.070605737,-0.336368015,-0.848621418,-0.245966402,-0.025041494,-0.022479573,0.967509059,-0.059155148,0.031992822,0.498768659,-100.2050642,80.44240616,-57.12161903,10.01181677,-0.658769631,-0.246536237,Campus
146,10.01396268,-0.460627067,-0.272793395,0.489301998,-0.034471357,0.042278934,0.46802761,-0.018721282,0.042477607,34.91017914,0.845990539,1.09562552,3.900000095,1.277257323,36.28207779,155,-86.91045,40.4246479,-71.36316635,14.95841979,-13.39938166,-46.44444444,0.090670664,0.011230286,-0.588351704,-0.043988235,-0.014801786,-0.02387508,0.995651484,-0.031814477,0.047436669,0.088996917,-103.49089,73.80853462,-50.32707314,10.01396268,-0.460627067,-0.272793395,Campus
147,9.869742937,-0.305532087,-0.005671339,0.113220243,0.029685398,-0.039444128,0.091982922,0.045441402,-0.039258798,30.1355629,0.832165837,1.105622172,3.900000095,1.41407001,21.18214607,155,-86.9104403,40.4246561,-74.12439201,20.75268745,3.333283929,-51.25,-0.0588915,0.01293588,0.054305809,0.095820601,9.78E-04,-0.016158194,0.994448493,0.006030625,0.031996221,-0.192241816,-105.4703395,78.62375221,-34.14901953,9.869742937,-0.305532087,-0.005671339,Campus
148,9.894164891,-0.468165619,0.031678766,0.025682271,0.005856423,0.016231933,0.004447917,0.021606498,0.016451361,32.8568306,0.879204214,1.115553975,3.900000095,1.364898086,4.753327847,155,-86.9104368,40.4246671,-76.76727867,23.03811344,8.661511869,-45.88888889,-0.040094954,-0.226894286,0.013591038,0.102967228,-0.002280542,-0.011744236,0.994127084,-0.001843605,0.024170365,-0.206543308,-108.0272158,80.45741234,-28.53848347,9.894164891,-0.468165619,0.031678766,Campus
149,9.904110696,0.039960716,0.097286825,0.105512004,-0.055797636,0.063640795,0.0842732,-0.040054974,0.063840952,26.31168938,0.920869172,1.125579119,3.900000095,1.731073976,4.996640682,155,-86.9104356,40.4246809,-81.29225883,15.24414367,11.32403978,-58.375,-0.029433593,-0.119228984,-0.162381557,0.158697146,-0.011421899,0.010436353,0.986197778,-0.026146289,-0.015968216,-0.319446549,-112.5517077,72.66380852,-25.87632141,9.904110696,0.039960716,0.097286825,Campus
150,9.803299418,0.267558989,0.20699354,-0.029820317,0.046516314,9.90E-04,-0.051062085,0.062258976,0.00117425,27.73926353,0.912633538,1.135553002,3.900000095,1.696853161,1.588852048,155,-86.9104357,40.424697,-79.47860641,9.105469823,13.83040772,-57.33333333,-0.085493551,0.018527003,0.068585302,0.19433969,-0.004686296,0.013987634,0.980100446,-0.013842939,-0.025711928,-0.391663455,-110.7391537,66.52623268,-23.36897751,9.803299418,0.267558989,0.20699354,Campus
151,9.999269004,-0.09280609,0.253978956,-0.043831257,0.051225177,-0.043500629,-0.065058199,0.066970803,-0.043315297,28.69178391,0.876584291,1.753309965,3.900000095,1.597328067,355.0943604,155,-86.9104394,40.4247122,-74.82479454,8.619543843,14.70148778,-34.875,0.056763797,0.030920978,0.227755328,0.174012804,-0.002945301,-0.005554761,0.984508298,-0.003680187,0.012105482,-0.349765912,-106.0848543,66.03908714,-22.49801954,9.999269004,-0.09280609,0.253978956,Campus
152,9.937764112,0.105780766,-0.007660517,-0.137996623,-0.028196828,0.046679407,-0.159223565,-0.012451202,0.046892907,29.8231163,0.851469338,1.763145089,3.900000095,1.498244405,357.5582886,155,-86.9104427,40.4247259,-72.1567762,12.73472575,15.73531568,-32.44444444,0.023686617,0.037880714,0.018558657,0.160854386,0.001808918,0.003140531,0.986152251,0.003610759,-0.006709666,-0.323442866,-103.4168362,70.15378059,-21.46528959,9.937764112,0.105780766,-0.007660517,Campus
153,9.809118007,0.147085997,0.617757692,-0.238021379,-0.131530835,-0.118391686,-0.259248322,-0.115794106,-0.118210805,26.71392632,0.857029736,1.773126364,3.900000095,1.64937377,4.942766666,155,-86.9104422,40.4247402,-72.44738045,12.79157778,7.875343808,-39.125,-0.076668295,-0.109756967,0.401942236,0.111200322,-0.008729854,0.013091478,0.991820931,-0.020730882,-0.026308645,-0.222838886,-103.8185825,70.25906631,-29.27731556,9.809118007,0.147085997,0.617757692,Campus
