seconds_elapsed,accelerometerUncalibrated_z,accelerometerUncalibrated_y,accelerometerUncalibrated_x,gyroscope_z,gyroscope_y,gyroscope_x,gyroscopeUncalibrated_z,gyroscopeUncalibrated_y,gyroscopeUncalibrated_x,location_bearingAccuracy,location_speedAccuracy,location_verticalAccuracy,location_horizontalAccuracy,location_speed,location_bearing,location_altitude,location_longitude,location_latitude,magnetometer_z,magnetometer_y,magnetometer_x,microphone_dBFS,accelerometer_z,accelerometer_y,accelerometer_x,orientation_qz,orientation_qy,orientation_qx,orientation_qw,orientation_roll,orientation_pitch,orientation_yaw,magnetometerUncalibrated_z,magnetometerUncalibrated_y,magnetometerUncalibrated_x,totalAcceleration_z,totalAcceleration_y,totalAcceleration_x,class
44,9.510561073,-0.014493419,-0.188019524,0.113020087,0.014894592,-0.022435293,0.091793144,0.030646147,-0.022242549,45,1.5,2.275138378,5.553999901,1.532270074,4.438141346,155,-86.9103564,40.4238343,-44.01381714,21.24117563,1.810235963,-34.125,-0.461117564,-0.078258966,-0.063088225,-0.044129994,0.006493831,0.003111445,0.998790816,0.01347253,-0.00547511,0.088439713,-102.8746676,75.00193863,-26.92930357,9.510561073,-0.014493419,-0.188019524,Campus
45,9.887599079,-0.449963912,-0.501694183,-0.055383977,-0.069259997,0.041484239,-0.07661092,-0.053523267,0.041690326,45,1.5,3.36433816,5.934999943,1.575789928,1.63823092,158.8999939,-86.9103577,40.4238502,-43.65025707,23.27088959,2.391687955,-46.55555556,-0.030765538,-0.250018825,-0.288268177,-0.023069971,0.01050847,-0.010057447,0.998966179,0.021175442,0.019839768,0.045620771,-102.51001,77.03104256,-26.34858337,9.887599079,-0.449963912,-0.501694183,Campus
46,10.40322039,-0.417756634,-0.391705649,0.529372568,0.007365407,-0.088631588,0.508083956,0.023102069,-0.08844657,45,1.5,3.374271154,6.199999809,1.555694461,357.7048035,158.8999939,-86.910361,40.4238641,-44.03284897,22.48972372,5.810859895,-45.75,0.464736581,0.064968398,-0.237404895,0.109370324,0.003735667,-0.024770181,0.988640084,0.015576728,0.048117999,-0.220846873,-102.8923585,76.2495105,-22.93014362,10.40322039,-0.417756634,-0.391705649,Campus
47,9.570567525,-0.555889872,-0.209944052,0.341828347,-0.0509583,-0.026100376,0.320582132,-0.035215641,-0.025920977,45,1.5,3.384307623,6.300000191,1.358428836,351.0265198,158.8999939,-86.9103671,40.4238725,-44.57123489,18.92598158,12.09593374,-45.77777778,-0.346086039,0.104437028,-0.051177661,0.285213911,-0.002234989,-0.033943486,0.955516452,0.015952984,0.066464499,-0.580740263,-103.4309877,72.68528069,-16.64323968,9.570567525,-0.555889872,-0.209944052,Campus
48,9.620311506,-0.863599895,-0.099215024,0.206393723,0.03706301,-0.027559293,0.185151955,0.052810117,-0.027384342,45,1.5,3.394344807,6.401000023,1.438158035,345.0622253,158.8999939,-86.9103754,40.4238867,-44.96224495,14.07428572,17.39244166,-38.77777778,-0.296035012,-0.239403762,0.211475515,0.398098262,0.001388029,-0.035322264,0.91507259,0.031341888,0.062802307,-0.821874045,-103.8221201,67.83407272,-11.34648779,9.620311506,-0.863599895,-0.099215024,Campus
49,10.28083799,-0.682712369,-0.241895781,-0.104354061,0.028333231,-0.02239971,-0.125585452,0.044068479,-0.022212897,45,1.5,3.404337168,6.44299984,1.496634722,338.8470764,158.8999939,-86.9103857,40.4238998,-45.37558132,15.37712365,21.59912361,-49,0.382868776,-0.12217621,0.097427526,0.406241255,0.003683734,-0.032624841,0.912474698,0.034291453,0.056539996,-0.838941939,-104.2354557,69.13825272,-7.141757877,10.28083799,-0.682712369,-0.241895781,Campus
50,10.08890107,-0.678882116,-0.052380747,-0.160691378,0.041249982,-0.010752097,-0.181925734,0.057004503,-0.010571216,45,1.5,3.404337168,6.44299984,1.496634722,338.8470764,158.8999939,-86.9103857,40.4238998,-46.59082302,16.46755967,26.27099157,-52.33333333,0.20477188,0.119374963,0.284238448,0.37966138,1.64E-04,-0.043603066,0.922894278,0.034032482,0.080535099,-0.782042336,-105.4500879,70.22807907,-2.469523957,10.08890107,-0.678882116,-0.052380747,Campus
51,9.456880845,-0.85884789,-0.497500039,0.283556188,-0.058525691,0.039764375,0.26232035,-0.042784514,0.039955638,45,1.5,1.469456434,6.380000114,1.405412555,319.7796936,154.5999908,-86.9104134,40.4239162,-44.79864307,4.685653918,24.84773949,-55.75,-0.455383801,-0.199070709,-0.135513068,0.452536589,0.001454237,-0.038418571,0.889906978,0.037223561,0.067315244,-0.942043955,-103.6581519,58.44507492,-3.891677907,9.456880845,-0.85884789,-0.497500039,Campus
52,10.19630518,-0.880968186,0.18662855,-0.343834359,0.044760872,0.008095208,-0.365061301,0.060519841,0.008282022,45,1.5,1.479473591,6.43599987,1.526640773,313.9325562,154.5999908,-86.9104311,40.423926,-41.3972831,4.378457912,22.06516344,-59.11111111,0.277395295,-0.115968807,0.532051163,0.491493635,-0.003549263,-0.041543504,0.867576656,0.034980071,0.075384668,-1.032171157,-100.2571579,58.13873287,-6.675839849,10.19630518,-0.880968186,0.18662855,Campus
53,9.865863291,-0.476401114,-0.158962991,-0.454557835,0.014194786,0.045777961,-0.47578478,0.029930034,0.045967739,45,1.5,1.479473591,6.43599987,1.526640773,313.9325562,154.5999908,-86.9104311,40.423926,-40.71432713,17.93656158,16.47256174,-57.5,-0.065356287,-0.036137889,0.313704627,0.281514516,0.016051724,-0.028116419,0.957768941,0.046820096,0.044670972,-0.572834492,-99.57383606,71.69671448,-12.26807576,9.865863291,-0.476401114,-0.158962991,Campus
54,9.688231056,-0.899457387,-0.036966786,-0.434500694,-0.017367633,0.041033517,-0.455727639,-0.001627938,0.041214398,45,1.5,1.499416947,6.335999966,1.489241838,302.9215393,154.5999908,-86.9104637,40.4239383,-40.90245117,27.12987141,4.710175944,-58.44444444,-0.196014335,-0.498976856,0.331903062,0.020956914,0.017996207,-0.021160653,0.998032344,0.037039909,0.041417816,-0.042921017,-99.76269211,80.8897805,-24.02972952,9.688231056,-0.899457387,-0.036966786,Campus
55,10.30366852,-0.38225632,-0.388203531,-0.315747245,0.06182901,0.011036765,-0.336974187,0.077577602,0.011222096,45,1.5,1.230058074,6.275000095,1.451129913,296.7145691,154.5999908,-86.9104806,40.4239419,-42.00984528,25.84179548,-4.556333889,-50.75,0.384338509,-0.33470682,0.021745565,-0.180887242,0.019769123,0.002232385,0.981729062,0.040033246,0.004021669,0.36440992,-100.8698418,79.60121658,-33.29538553,10.30366852,-0.38225632,-0.388203531,Campus
56,9.608829438,-0.381266088,-0.414820781,-0.011429891,-0.12065408,0.026078479,-0.032668581,-0.104924763,0.026253215,45,1.5,1.230058074,6.236000061,1.387896776,302.2663269,154.5999908,-86.9104917,40.4239503,-41.91651524,25.84679752,-5.661409864,-49.77777778,-0.325439985,-0.384017535,-0.294866405,-0.180296246,0.006495396,8.45E-04,0.982958512,0.013349168,2.68E-04,0.362790635,-100.7767561,79.6071946,-34.40143721,9.608829438,-0.381266088,-0.414820781,Campus
57,10.0391687,-0.583238907,0.10124195,0.149943728,0.065755038,-0.054258656,0.128716786,0.081485838,-0.054092601,45,1.5,1.249971628,6.032000065,1.16740942,300.4389038,154.5999908,-86.9104993,40.4239525,-39.9769593,28.96950953,-7.31158185,-57.25,0.119700089,0.048712168,0.061236654,-0.180312947,0.003785533,-0.031889684,0.982703215,-0.004047502,0.063595813,0.363043631,-98.83817604,82.72966209,-36.05063343,10.0391687,-0.583238907,0.10124195,Campus
58,9.892213368,-0.608752666,-0.441109886,-0.124261455,0.014325258,0.021427098,-0.145488397,0.030054574,0.021587223,45,1.5,1.259977579,5.833000183,0.991589844,301.4248657,154.5999908,-86.9105053,40.4239559,-39.79395901,29.7991094,-5.147057891,-51.33333333,0.020653049,0.064178569,-0.252635126,-0.156181853,0.014676502,-0.03197096,0.986663057,0.019101552,0.068050112,0.313337536,-98.65383438,83.55889603,-33.88720726,9.892213368,-0.608752666,-0.441109886,Campus
59,9.895936202,-0.591753169,0.090442306,-0.023370838,-0.023772633,-0.017204543,-0.044597781,-0.008043316,-0.017044418,45,1.5,1.269958258,5.752999783,0.74734956,294.8612366,154.5999908,-86.910509,40.4239548,-39.8282412,28.46796751,-8.986641808,-40.125,0.033682657,-0.034013441,0.101426166,-0.227885975,0.00696894,-0.027374639,0.973188072,0.001118535,0.056484184,0.460036085,-98.68774986,82.22824211,-37.72666931,9.895936202,-0.591753169,0.090442306,Campus
60,9.939756236,-0.600775623,-0.126169124,0.013991664,0.012842619,-4.45E-04,-0.007235278,0.028571936,-2.92E-04,45,1.5,1.038009048,5.580999851,0.496897012,283.0953979,154.5999908,-86.9105096,40.4239518,-39.62755119,28.75271542,-8.837679796,-36,0.044911533,0.003078922,-0.029029652,-0.224215416,0.011600839,-0.028606567,0.974025455,0.009800796,0.060945866,0.452203348,-98.48718239,82.51250267,-37.57721912,9.939756236,-0.600775623,-0.126169124,Campus
61,9.938263948,-0.542230289,-0.117271317,-0.034508422,-0.008614132,0.020620543,-0.055735364,0.007115185,0.020773255,45,1.5,1.04799819,5.468999863,0.449544281,285.8634033,154.5999908,-86.9105139,40.4239537,-39.76394707,28.45893938,-8.464847851,-32.77777778,-0.004081726,-0.007839203,-0.030381219,-0.216417379,0.010048276,-0.025335621,0.975880693,0.008709271,0.053823173,0.436229868,-98.62382278,82.2190921,-37.20572926,9.938263948,-0.542230289,-0.117271317,Campus
62,9.900364691,-0.494925162,-0.058955201,0.027465887,-0.001580493,-0.001097153,0.006238945,0.014148824,-9.44E-04,45,1.5,1.057953596,5.206999779,0.294837207,265.362793,154.5999908,-86.9105138,40.4239507,-39.89387733,27.96227741,-8.845853796,-24.625,-0.011366492,-0.009839693,0.015733873,-0.220323968,0.009120299,-0.022909131,0.975094287,0.007700691,0.048720415,0.444252233,-98.75363014,81.72121002,-37.58551548,9.900364691,-0.494925162,-0.058955201,Campus
63,9.879299775,-0.462261973,-0.132792945,-0.022172866,0.004504257,-4.09E-04,-0.043399808,0.020233574,-2.56E-04,45,1.5,1.067997575,4.940999985,0.223057628,238.6693878,154.5999908,-86.9105135,40.4239478,-39.9479232,28.07524948,-8.310761776,-15.55555556,-0.011085075,0.012859212,-0.018722576,-0.212723104,0.010583458,-0.022351012,0.976791721,0.011181862,0.048187911,0.428588493,-98.80816444,81.83491409,-37.0515213,9.879299775,-0.462261973,-0.132792945,Campus
64,9.903329553,-0.467997196,-0.08344969,0.029695776,-0.00122466,-0.008617098,0.008468834,0.014504657,-0.008464386,45,1.5,1.077958226,4.706999779,0.409760475,201.5357971,154.5999908,-86.9105142,40.4239393,-39.86227928,28.2602014,-8.711775808,-13.375,0.00993837,0.012987773,0.027526932,-0.214909518,0.010820548,-0.022380718,0.976285367,0.011532131,0.048370228,0.43306881,-98.72215401,82.02011047,-37.45204735,9.903329553,-0.467997196,-0.08344969,Campus
65,9.94093232,-0.479871287,-0.098433871,-0.001925948,0.003484202,0.010586042,-0.02315289,0.019213519,0.010738754,45,1.5,1.039226055,4.387000084,0.374267071,185.8075104,154.5999908,-86.9105118,40.423936,-40.04503521,28.3468214,-8.355413828,-15.77777778,0.01117035,-0.010677025,-0.014093766,-0.200491807,0.008769736,-0.022435453,0.979395071,0.008195176,0.047485909,0.40364959,-98.90381226,82.10660873,-37.09519741,9.94093232,-0.479871287,-0.098433871,Campus
66,9.95764724,-0.438586386,-0.073553161,0.017256435,-0.004922019,0.008575356,-0.003970507,0.010807298,0.008728067,45,1.5,1.049159408,3.857000113,0.302924037,182.0553284,154.5999908,-86.9105113,40.4239347,-40.11567318,28.25056345,-7.973431859,-20.625,0.007226192,-0.002321161,0.018386478,-0.192867716,0.008855318,-0.020513651,0.980957698,0.009460034,0.04368873,0.388059817,-98.97627998,82.01132675,-36.71309341,9.95764724,-0.438586386,-0.073553161,Campus
67,9.903454466,-0.322270231,-0.078640813,-0.060816368,-0.001710965,0.015876098,-0.08204331,0.014018352,0.01602881,45,1.5,1.059083462,3.58100009,0.232922733,185.0886841,154.5999908,-86.9105118,40.4239342,-40.4832592,27.41474146,-8.401895876,-26.11111111,-0.029031365,-0.018100595,-0.022509267,-0.202098465,0.005822519,-0.014412958,0.979172872,0.005646803,0.030606195,0.406996986,-99.34301201,81.17465073,-37.14265514,9.903454466,-0.322270231,-0.078640813,Campus
68,9.914448664,-0.192752899,-0.065631292,0.013718859,-0.003371521,0.00159532,-0.007508084,0.012357796,0.001748031,45,1.5,1.069191337,3.326999903,0.193124756,186.8929291,154.5999908,-86.9105122,40.4239335,-40.74726723,26.52841154,-9.231861763,-35.125,0.011480322,0.017879691,0.007472875,-0.219509171,0.005937386,-0.009560667,0.97552735,0.007376886,0.021273276,0.442580077,-99.60860565,80.28783234,-37.97225525,9.914448664,-0.192752899,-0.065631292,Campus
69,9.90945105,-0.139393535,-0.01905256,-0.01261281,4.45E-05,0.009210153,-0.033839752,0.015773796,0.009362865,45,1.5,1.079190969,3.335999966,0.163819134,189.4336243,154.5999908,-86.9105126,40.4239331,-40.92868111,26.2375635,-9.165737839,-38.33333333,-0.002134286,-0.008874914,0.003753148,-0.213532858,0.002524703,-0.006190976,0.976910354,0.00229359,0.013175044,0.430375793,-99.78916649,79.99735039,-37.90564331,9.90945105,-0.139393535,-0.01905256,Campus
70,9.950076742,-0.193502107,-0.086771764,0.012319247,0.003792591,-0.020229126,-0.008907695,0.019521908,-0.020076414,45,1.5,1.038798928,3.355999947,0.148601159,190.0942383,154.5999908,-86.9105129,40.4239323,-40.75056133,26.39689548,-9.186477814,-37,0.01913791,0.00641158,-0.017071829,-0.217212572,0.005604214,-0.009060172,0.97605707,0.007011645,0.020122726,0.437865709,-99.6103141,80.15717064,-37.92626129,9.950076742,-0.193502107,-0.086771764,Campus
71,9.972591712,-0.266612785,-0.02354572,0.053655222,-0.004522049,0.008700126,0.03242828,0.011207268,0.008852837,45,1.5,1.048696995,3.367000103,0.132915139,190.681015,154.5999908,-86.9105131,40.4239318,-40.50704929,27.23869558,-8.599657831,-40.55555556,0.00682941,-0.00163626,0.013127428,-0.196343989,0.004483964,-0.012636407,0.98040999,0.003803644,0.026554719,0.395252748,-99.36728966,80.99933685,-37.33980732,9.972591712,-0.266612785,-0.02354572,Campus
72,9.905333223,-0.262138948,-0.039109873,-0.013170282,-5.01E-04,-0.014761154,-0.034397224,0.015228185,-0.014608442,45,1.5,1.058680892,3.378999949,0.125773713,191.7251282,154.5999908,-86.9105135,40.423931,-40.55621532,27.29164352,-7.979287844,-52,-0.022202158,0.006322228,0.004195088,-0.185288248,0.004584847,-0.012878441,0.982577849,0.004224021,0.027018535,0.372710251,-99.41596756,81.05033226,-36.71907131,9.905333223,-0.262138948,-0.039109873,Campus
73,9.919394039,-0.433408713,0.065381555,-0.013692171,-0.010464466,-8.72E-04,-0.034919113,0.005264851,-7.19E-04,45,1.5,1.068647981,3.364000082,0.117920287,194.2410126,154.5999908,-86.910514,40.4239304,-40.06882511,28.13478546,-8.667611809,-42.875,0.003314815,-0.017875494,0.001419885,-0.187528375,8.03E-04,-0.021131384,0.982026684,-0.006351884,0.041812257,0.37751193,-98.92747993,81.89457283,-37.4076395,9.919394039,-0.433408713,0.065381555,Campus
74,9.906491937,-0.317275505,0.071529135,0.006874997,0.003175813,0.005533209,-0.014351945,0.01890513,0.00568592,45,1.5,1.078706622,3.308000088,0.15194127,203.256485,154.5999908,-86.9105166,40.4239279,-40.28281338,27.50197157,-9.073383827,-54.77777778,5.30E-04,0.003280563,-0.001942429,-0.193327499,-5.10E-04,-0.016600789,0.980989837,-0.007423147,0.032377016,0.389281746,-99.14305397,81.26139236,-37.81243526,9.906491937,-0.317275505,0.071529135,Campus
75,9.951043805,-0.308738007,0.074604377,0.00520258,-2.99E-04,-0.001951153,-0.016024362,0.015429824,-0.001798441,45,1.5,1.037337303,3.26699996,0.128510982,192.3757935,154.5999908,-86.9105149,40.4239275,-40.31916924,27.54406162,-8.716899824,-55.625,0.018841855,0.003089578,0.004784142,-0.184728501,-6.03E-04,-0.016082947,0.982656924,-0.007129479,0.031390603,0.371751977,-99.17758026,81.30482414,-37.45753723,9.951043805,-0.308738007,0.074604377,Campus
76,9.961843361,-0.304835151,0.057070562,-0.001374406,0.002114471,0.00483979,-0.022601349,0.017843788,0.004992502,45,1.5,1.047326565,3.217000008,0.113440089,191.6151123,154.5999908,-86.9105149,40.4239271,-40.34881512,27.54320753,-8.661023884,-52,0.003226509,-0.002688101,-0.003600235,-0.183040682,-1.84E-04,-0.015467097,0.982983217,-0.006026274,0.030345422,0.368293349,-99.2089341,81.30335999,-37.40068516,9.961843361,-0.304835151,0.057070562,Campus
77,9.905492977,-0.279951537,0.057651345,-0.015720421,-0.00175841,-0.002947486,-0.036947364,0.013970907,-0.002794774,45,1.5,1.057321787,3.151000023,0.107407428,192.3527832,154.5999908,-86.9105152,40.4239268,-40.42177135,27.33800358,-8.814865818,-49.125,-0.030753089,0.001365469,-0.011268792,-0.186750095,-7.65E-04,-0.014547259,0.98229016,-0.006941214,0.028299319,0.375847781,-99.28115791,81.09730217,-37.55525917,9.905492977,-0.279951537,0.057651345,Campus
78,9.916568478,-0.29534517,0.10057986,-0.002661337,-0.004201799,0.011926348,-0.023888279,0.011527518,0.01207906,45,0.080622576,1.067254305,3.276000023,0.687125862,224.4503784,154.5999908,-86.9105261,40.423919,-40.42384537,27.3714315,-8.922225876,-50.33333333,0.001410845,-0.009518462,0.027948527,-0.188454201,-8.82E-04,-0.014837588,0.981966321,-0.007327742,0.028812706,0.379321554,-99.28347664,81.13231651,-37.66164318,9.916568478,-0.29534517,0.10057986,Campus
79,9.910679401,-0.16787219,0.130208464,-0.022125422,-0.004794854,0.005936486,-0.043352363,0.010934463,0.006089198,45,0.080622576,1.077304125,3.377000093,0.36590156,225.3447266,154.5999908,-86.9105274,40.4239182,-40.59549919,26.66639351,-9.615551786,-53.88888889,0.002302161,-2.31E-04,-0.019592333,-0.197350207,-0.005742722,-0.009788072,0.980260008,-0.015116916,0.016924474,0.397465645,-99.45525192,80.42471649,-38.35496929,9.910679401,-0.16787219,0.130208464,Campus
80,9.953506229,-0.136637723,0.172785608,0.007207108,-0.005269299,-0.003706597,-0.014019834,0.010460018,-0.003553886,45,0.080622576,1.033700228,3.52699995,0.137778059,225.6403351,154.5999908,-86.9105273,40.4239182,-40.61404343,26.54353945,-9.880047798,-53.75,0.024035491,0.019837513,0.005208998,-0.19880238,-0.006697652,-0.009397804,0.979965923,-0.016867471,0.015763252,0.400433193,-99.47367393,80.30332687,-38.6201973,9.953506229,-0.136637723,0.172785608,Campus
81,9.954044443,-0.203519344,0.223170976,-0.00547242,-0.002458215,-0.005509486,-0.026699363,0.013271102,-0.005356775,0,0.080622576,1.04379797,3.756000042,0.045239165,0,154.5999908,-86.9105272,40.4239183,-40.43433712,26.72287954,-10.0518238,-63,-0.00226369,-0.013779679,-0.010667852,-0.197065485,-0.009596502,-0.011620369,0.980272902,-0.023403194,0.01900087,0.396996919,-99.29335815,80.48413071,-38.79075306,9.954044443,-0.203519344,0.223170976,Campus
82,9.938684649,-0.309896667,0.182693751,0.048744722,0.018559675,-0.003386347,0.027517779,0.034288992,-0.003233636,0,0.080622576,1.053645849,3.779999971,0.014068443,0,154.5999908,-86.9105271,40.4239184,-40.13995113,27.41095947,-9.649101868,-62.375,-0.004161742,0.005308649,0.01664426,-0.190017138,-0.005275034,-0.017302967,0.981575135,-0.016929064,0.031932761,0.382703483,-98.99970413,81.17135597,-38.3898613,9.938684649,-0.309896667,0.182693751,Campus
83,9.882766974,-0.173793263,-0.008122239,0.018024442,-0.006574021,7.29E-04,-0.0032025,0.009155296,8.88E-04,0,0.080622576,1.063728094,3.900000095,0.004495482,0,154.5999908,-86.9105271,40.4239185,-40.93075523,26.88416351,-7.339275875,-58.88888889,-0.03266804,-0.033882049,-0.001460685,-0.155321004,0.001391013,-0.006771844,0.98776916,6.48E-04,0.013836173,0.311990138,-99.79099609,80.64358459,-36.07796131,9.882766974,-0.173793263,-0.008122239,Campus
84,9.939381609,-0.630261936,0.466452318,-0.03907495,-0.03504069,-0.018200876,-0.060301892,-0.019311373,-0.018048165,0,0.080622576,1.073660016,4.90500021,0.002730864,0,154.5999908,-86.9105271,40.4239185,-39.29339325,28.93559343,-10.09574379,-68,0.046791012,-0.001494479,0.05481974,-0.179171041,-0.014264487,-0.034656835,0.983002405,-0.040672579,0.062952222,0.36196238,-98.15424416,82.69525841,-38.83589348,9.939381609,-0.630261936,0.466452318,Campus
85,9.909180947,-0.449275681,0.288317706,0.007479914,0.017539619,-0.007122597,-0.013747029,0.033268936,-0.006969886,0,0.080622576,1.035724759,6.31400013,0.001186822,0,154.5999908,-86.9105271,40.4239185,-39.64926727,28.35243334,-10.42380177,-60.66666667,0.032570811,0.144013578,-0.143270193,-0.182148149,-0.016054453,-0.034002829,0.982481023,-0.044094179,0.061036699,0.367992705,-98.50865364,82.11270844,-39.16456127,9.909180947,-0.449275681,0.288317706,Campus
86,9.946835976,-0.132929428,0.236207023,-0.00128043,0.018301924,0.029978504,-0.022507372,0.034031241,0.030151773,0,0.080622576,1.045655608,6.916999817,0.005457401,0,154.5999908,-86.9105271,40.4239186,-40.94795712,26.0163776,-9.779885817,-68.11111111,-0.052547991,-0.230590376,-0.001884434,-0.180680196,-0.012794355,0.002790114,0.98337715,-0.024057733,-0.010144146,0.363299237,-99.8089299,79.77616425,-38.52015713,9.946835976,-0.132929428,0.236207023,Campus
87,9.956958965,-0.172451656,0.101999873,-0.020180199,0.006176674,-0.001310653,-0.041407141,0.021905991,-0.001157941,0,0.080622576,1.055683732,8.727999687,0.013748383,0,154.5999908,-86.9105271,40.4239188,-40.89659523,26.70091942,-8.903071861,-55.75,-0.018533114,-0.025549994,-0.037977565,-0.172633706,-0.00564075,-0.008450322,0.984906464,-0.014024951,0.014724878,0.347138489,-99.7573243,80.46070671,-37.64309937,9.956958965,-0.172451656,0.101999873,Campus
88,9.905379749,-0.203238921,0.124328045,0.015592914,-0.005162549,0.002710264,-0.005634028,0.010566768,0.002862976,0,0.080622576,1.065667033,8.928999901,0.008830645,0,154.5999908,-86.9105271,40.4239188,-40.94551735,26.53597546,-9.065819826,-62.55555556,-0.023584653,-0.029774399,0.010563182,-0.180820984,-0.004056323,-0.00962598,0.983456547,-0.011459203,0.01747356,0.363766004,-99.80563606,80.29637238,-37.80548138,9.905379749,-0.203238921,0.124328045,Campus
89,9.903399273,-0.192773227,0.116859185,0.008310192,0.005227785,-0.003528681,-0.012916751,0.020957102,-0.003375969,0,0.080622576,1.075587034,9.93500042,0.009116166,0,154.5999908,-86.9105271,40.4239189,-40.93990509,26.56110754,-8.768627853,-66.25,-0.004375254,-4.23E-04,0.012698192,-0.174580672,-0.003480043,-0.010477139,0.984579671,-0.010512046,0.019416134,0.351083585,-99.79978012,80.32089516,-37.50877735,9.903399273,-0.192773227,0.116859185,Campus
90,9.950320005,-0.215178603,0.06694439,-0.007797198,0.002381118,-0.001393681,-0.029024141,0.018110435,-0.001240969,0,0.080622576,1.035671115,9.93500042,0.004987633,0,154.5999908,-86.9105271,40.4239189,-40.94929913,26.72153744,-8.540975838,-64.88888889,0.018827003,-0.005737362,-0.002829028,-0.173146592,-0.001656208,-0.011031316,0.984830127,-0.007085272,0.021157964,0.348145037,-99.80880836,80.48193459,-37.28185726,9.950320005,-0.215178603,0.06694439,Campus
91,9.952864508,-0.221193803,0.069725807,-0.009872893,0.005500591,-0.030560155,-0.031099835,0.021229908,-0.030407443,0,0.080622576,1.045668364,9.93500042,0.002067299,0,154.5999908,-86.9105271,40.4239189,-40.57732117,27.37801945,-8.782779818,-63.125,0.009126561,0.097880641,0.015465162,-0.174710717,-9.12E-06,-0.016258683,0.984478574,-0.005694647,0.032018647,0.351364685,-99.43744011,81.13829491,-37.52317345,9.952864508,-0.221193803,0.069725807,Campus
92,9.904372058,-0.011017439,0.141734088,-0.034757505,-0.05456408,0.022921599,-0.055984448,-0.038834763,0.023090619,0,0.080622576,1.055570245,9.93500042,5.03E-04,0,154.5999908,-86.9105271,40.4239189,-39.05085712,29.79618149,-9.642513809,-60,-0.010300622,0.140451487,-0.020411333,-0.165911483,-0.006277694,-0.009103178,0.985854361,-0.015294062,0.015811757,0.333238017,-97.91060997,83.55657776,-38.38266335,9.904372058,-0.011017439,0.141734088,Campus
93,10.10036862,-0.181720941,0.026745022,0.298063813,0.047631259,0.003208431,0.276802767,0.063381333,0.003404141,0,0.036055513,1.06572485,9.93500042,1.36E-04,0,154.5999908,-86.9105271,40.4239189,-35.94095543,29.07833338,-12.22513178,-60.25,0.088294839,-0.216833186,-0.379867461,-0.069589213,-0.0211201,9.55E-04,0.995256154,-0.042255029,-0.005078766,0.139434146,-94.79948799,82.83836449,-40.9649152,10.10036862,-0.181720941,0.026745022,Campus
94,9.939483244,-0.165816222,0.143113445,0.022408605,-0.03398505,0.028306544,0.001174249,-0.018237942,0.028488907,49.77738571,0.937443316,1.075575352,9.93500042,0.827972651,18.45196724,154.5999908,-86.9105216,40.4239278,-42.31813911,27.29359545,-2.785259932,-66.44444444,-0.019544069,-0.333042619,-0.237393721,0.003758261,-0.019024218,0.0083029,0.999233371,-0.037842538,-0.016214672,-0.007800419,-101.1774041,81.05374802,-31.52467739,9.939483244,-0.165816222,0.143113445,Campus
95,10.09071604,-0.43817113,-0.095744846,0.074088724,2.82E-04,-0.020815795,0.052861782,0.016024462,-0.020633716,30.78642845,0.826801062,1.035724163,9.93500042,1.223523378,19.67086601,154.3999939,-86.9105152,40.423937,-45.16171516,26.68054554,-1.370669973,-65.25,0.097542401,-0.636391233,-0.259664857,0.008498759,-0.008088986,0.009900621,0.999518781,-0.015959564,-0.01947464,-0.017113522,-104.0211022,80.43984467,-30.11020941,10.09071604,-0.43817113,-0.095744846,Campus
96,9.939689437,-0.454830865,0.215052033,-0.121288765,0.006769729,0.009471098,-0.14252312,0.02251684,0.009665323,36.36658478,0.934933126,1.045713305,9.93500042,1.270151734,13.20701599,154.3999939,-86.9105103,40.4239478,-44.87952908,26.00466549,-1.715075976,-66.77777778,-0.02414033,-0.37181214,0.011950459,0.011466692,-0.010626135,-0.004212966,0.999301101,-0.020368958,0.008330777,-0.02300403,-103.7401358,79.76420853,-30.45583542,9.939689437,-0.454830865,0.215052033,Campus
97,9.859436905,-0.399456185,0.389489961,0.086933055,-0.007546633,-0.034972488,0.065698699,0.00820196,-0.034791606,28.0203228,0.826801062,1.055585861,8.928999901,1.522448421,6.853553772,154.3999939,-86.9105079,40.4239625,-44.26257526,25.25668344,-4.705295913,-69.44444444,-0.083506505,-0.43579903,-0.096234014,-0.008265438,-0.024653915,0.002124414,0.99899097,-0.04881432,-0.003694368,0.016619667,-103.1225717,79.0167144,-33.44459133,9.859436905,-0.399456185,0.389489961,Campus
98,9.880905559,-0.456134717,0.137006518,-0.015317144,0.018275008,0.020252848,-0.036544087,0.034023598,0.02045004,26.81337166,0.826801062,1.065682292,7.922999859,1.631610036,6.9836483,154.3999939,-86.9105059,40.4239784,-44.3168652,27.39290348,-2.997295936,-69.25,-0.062420553,-0.207788739,-0.070182819,0.004648464,-0.010650992,-0.012397798,0.999595439,-0.020841495,0.024939056,-0.009092094,-103.1774719,81.15342255,-31.73707943,9.880905559,-0.456134717,0.137006518,Campus
