seconds_elapsed,microphone_dBFS,magnetometerUncalibrated_z,magnetometerUncalibrated_y,magnetometerUncalibrated_x,accelerometer_z,accelerometer_y,accelerometer_x,totalAcceleration_z,totalAcceleration_y,totalAcceleration_x,accelerometerUncalibrated_z,accelerometerUncalibrated_y,accelerometerUncalibrated_x,gyroscopeUncalibrated_z,gyroscopeUncalibrated_y,gyroscopeUncalibrated_x,magnetometer_z,magnetometer_y,magnetometer_x,location_bearingAccuracy,location_speedAccuracy,location_verticalAccuracy,location_horizontalAccuracy,location_speed,location_bearing,location_altitude,location_longitude,location_latitude,orientation_qz,orientation_qy,orientation_qx,orientation_qw,orientation_roll,orientation_pitch,orientation_yaw,gyroscope_z,gyroscope_y,gyroscope_x,class
155,-132.875,-108.8946359,17.917163562774657,-27.60811153,0.003444005,6.733018796420792E-4,-0.001842769,9.894998245,-0.246001915,-0.195842659,9.894998245,-0.246001915,-0.195842659,-0.021717695,0.013579490603607835,5.263368078073468E-4,-136.4934744,23.85734369277954,17.151735649108886,0,0.7111961841583252,1.1945334672927856,12.60200023651123,0.004871721,0,160.09999084472656,-86.915468,40.3848383,-0.523415715,0.014878571024435816,-0.005489135,0.851929684,0.01961202,0.024930768438334604,1.1016196533314233,-3.26E-05,1.4085066900362524E-4,-8.45E-05,Home
156,-138.1111111,-108.8885358,18.062587757110595,-27.69985548,0.002293781,-1.63E-04,-5.88E-04,9.897995106224874,-0.245447267,-0.195076028,9.897995106224874,-0.245447267,-0.195076028,-0.021777001,0.013354129438261383,5.737812601897902E-4,-136.4884729,24.002645435333253,17.059991626739503,0,0.5724508762359619,1.2045589685440063,12.482999801635742,0.003146422,0,160.09999084472656,-86.915468,40.3848383,-0.523258128,0.014855473329430645,-0.005416758,0.8520274561585732,0.019653054,0.024779513,1.1012497017684493,-9.19E-05,-8.45E-05,-3.71E-05,Home
157,-143.5,-108.8185084,18.34269962310791,-27.85308737,0.021179902900769872,0.004137081,9.739717233528211E-6,9.938586049866908,-0.238399474,-0.194774021,9.938586049866908,-0.238399474,-0.194774021,-0.021824445,0.013508324,4.6703126903135077E-4,-136.4191771,24.283001518249513,16.907247676849366,0,0.6530696749687195,1.2145745754241943,12.420000076293945,0.00495248,0,160.09999084472656,-86.9154681,40.3848383,-0.52285758,0.014762272,-0.005288406,0.8522757557989324,0.019639972723948147,0.024453949,1.1003104101106957,-1.39E-04,6.968400879645521E-5,-1.44E-04,Home
158,-133.5555556,-108.8419321,18.337575645446776,-27.97337938,0.009491245,0.001709887,0.003025995,9.955160489449135,-0.238290048,-0.19200101,9.955160489449135,-0.238290048,-0.19200101,-0.021753278,0.013638796203417106,4.670312752477029E-4,-136.4413812,24.27751163482666,16.787077751159668,0,0.6307138800621033,1.2245737314224243,12.189000129699707,0.003313718,0,160.09999084472656,-86.9154681,40.3848383,-0.522451707,0.014659387954664461,-0.005171921,0.8525271479365895,0.019597848660303552,0.024138405412724873,1.0993590759999543,-6.82E-05,2.0015623942650493E-4,-1.44E-04,Home
159,-128.375,-108.8490074,18.354899673461915,-28.0524354,-0.003581084,0.003595345,0.0022782,9.944027937731697,-0.235948573,-0.192357967,9.944027937731697,-0.235948573,-0.192357967,-0.021824445,0.013864157287385857,3.6028125187725695E-4,-136.4485794,24.29556755065918,16.707167644500732,0,0.370135099,1.234573483467102,12.10200023651123,0.001595823,0,160.09999084472656,-86.9154681,40.3848383,-0.522387476,0.014642449231474723,-0.005154528,0.8525668695135024,0.019588896462205543,0.02408956,1.0992085979980173,-1.39E-04,4.2551735560726194E-4,-2.51E-04,Home
160,-136.5555556,-108.8354659,18.398209648132323,-27.9290934,1.883553069772072E-4,-7.49E-04,0.002087517,9.945578751054782,-0.239227091,-0.192497355,9.945578751054782,-0.239227091,-0.192497355,-0.021646529,0.013626935014736306,5.500590472789572E-4,-136.4365012,24.338755512237547,16.830997581481935,0,0.3471311032772064,1.2446743249893188,12.024999618530273,0.004160479,0,160.09999084472656,-86.9154682,40.3848383,-0.522185937,0.014588257334041364,-0.0051017,0.8526915803696345,0.019557311280983165,0.023938222996239523,1.0987364053726196,3.8548613428273825E-5,1.882951196906998E-4,-6.08E-05,Home
161,-146.25,-108.8493741,18.41028762817383,-28.08061758,-0.003506096,-2.66E-04,-5.05E-04,9.940226804862903,-0.237441184,-0.194262932,9.940226804862903,-0.237441184,-0.194262932,-0.021646528,0.013377851734245286,5.975034990962775E-4,-136.4499217,24.35071153640747,16.67874170303345,0,0.32649654150009155,1.104349970817566,11.734000205993652,0.033729586750268936,0,160.09999084472656,-86.9154685,40.3848388,-0.522062176,0.014536586282684387,-0.005098939,0.8527682759229419,0.019475517,0.023876715035548488,1.0984467557333049,3.8548613428273825E-5,-6.08E-05,-1.33E-05,Home
162,-132.5555556,-108.8032576,18.41199568,-28.20810747,-0.002746325,9.767123712943151E-5,-9.45E-04,9.932284429235366,-0.239169011,-0.19565681,9.932284429235366,-0.239169011,-0.19565681,-0.021696824,0.013532616386118416,4.1114718904002354E-4,-136.4028294,24.351809616088868,16.55125175476074,0,0.3342154920101166,1.1144341230392456,11.47700023651123,0.046756584,0,160.09999084472656,-86.9154689,40.3848393,-0.52238194,0.014643904412738405,-0.005148342,0.852570311,0.01959804,0.024080406659497663,1.0991955456825404,-1.17E-05,9.397647339098442E-5,-2.00E-04,Home
163,-123.2222222,-108.8499842,18.468847694396974,-28.26837553,0.002440934,3.4649525452586056E-4,0.001262798,9.939373053393318,-0.240008242,-0.194425551,9.939373053393318,-0.240008242,-0.194425551,-0.021468612,0.013235518338104475,3.8400348852325267E-4,-136.4505315,24.408905544281005,16.491593761444094,0,0.44944411516189575,1.124354600906372,11.404000282287598,0.034946166,0,160.09999084472656,-86.915469,40.3848394,-0.522568821,0.014713344272696277,-0.00516642,0.8524544701992887,0.019692316362001364,0.024188111780337918,1.0996331416287468,2.1646529305002933E-4,-2.03E-04,-2.27E-04,Home
164,-100.625,-108.9394099,18.485317668914796,-28.30265739,-0.00282445,0.001639753,2.394586222843059E-4,9.934241711514668,-0.24207873,-0.190731777,9.934241711514668,-0.24207873,-0.190731777,-0.021575362,0.013081324,-1.93E-05,-136.5393475,24.425741577148436,16.457189712524414,0,0.1835756003856659,1.1343560218811035,11.244000434875488,0.021939313039183617,0,160.09999084472656,-86.915469,40.3848395,-0.522643803,0.014598549,-0.005431343,0.8524087603809765,0.019217411,0.024521583,1.0998113572018817,1.0971528889376273E-4,-3.57E-04,-6.30E-04,Home
165,-120.5555556,-108.8825578,18.52057569503784,-28.3791515,0.002063149,-7.54E-05,8.372103126303664E-4,9.937404132583767,-0.245043622,-0.189152049,9.937404132583767,-0.245043622,-0.189152049,-0.021599084,0.013484601754224996,5.856423861419475E-4,-136.4827394,24.460389575958253,16.381061687469483,0,0.37121421098709106,1.1443809270858765,11.175999641418457,0.012031902559101582,0,160.09999084472656,-86.9154691,40.3848395,-0.522723144,0.014593037722397197,-0.005511745,0.8523597404794786,0.019121756234649314,0.024654732,1.099997778540676,8.599306411534837E-5,4.596178740877839E-5,-2.52E-05,Home
166,-133.75,-108.9638104,18.503617610931396,-28.30814751,-0.00415877,-9.51E-04,-7.70E-04,9.932723017572199,-0.245328207,-0.188919736,9.932723017572199,-0.245328207,-0.188919736,-0.021634667,0.013282962803484745,6.805312852556049E-4,-136.5639908,24.44391954421997,16.45230962753296,0,0.42047592997550964,1.1544140577316284,11.190999984741211,0.008273529,0,160.09999084472656,-86.9154692,40.3848395,-0.522537699,0.014496265802062253,-0.005538873,0.8524749302169652,0.018933715859373795,0.024595676568671336,1.0995639932965768,5.040972525235808E-5,-1.56E-04,6.968401670817611E-5,Home
167,-117.8888889,-108.9407523,18.477143669128417,-28.33132753,-0.019361339,-0.002196493,-1.75E-04,9.892365978314327,-0.249920547,-0.189055996,9.892365978314327,-0.249920547,-0.189055996,-0.021551639,0.013437157279802757,5.500590591465386E-4,-136.5410558,24.417323627471923,16.42876356124878,0,0.2147091031074524,1.1643506288528442,11.24899959564209,0.004435404,0,160.09999084472656,-86.9154692,40.3848395,-0.523088915,0.014655772840730774,-0.005664708,0.8521331878541742,0.019058083482448338,0.024989345047659088,1.1008559708456391,1.3343750802094785E-4,-1.48E-06,-6.08E-05,Home
168,-129,-108.9840618,18.49190565109253,-28.36280352,-0.006687655,4.1059093567931534E-4,8.720482148013069E-4,9.882174454846428,-0.250924042,-0.189128818,9.882174454846428,-0.250924042,-0.189128818,-0.021729556,0.013484601790392861,4.907535005912401E-4,-136.5838773,24.43232957839966,16.396799697875977,0,0.39812058210372925,1.1743308305740356,11.33899974822998,0.001916595,0,160.09999084472656,-86.9154692,40.3848395,-0.523684113,0.014831372283543776,-0.00579523,0.851763688,0.019203283,0.025408979,1.102251405854827,-4.45E-05,4.596179306000761E-5,-1.20E-04,Home
169,-139.5555556,-108.9832077,18.498981761932374,-28.33022943,0.0011374,2.3980771453635207E-4,3.102609833467354E-5,9.886379343792072,-0.251275415,-0.188315723,9.886379343792072,-0.251275415,-0.188315723,-0.021587223,0.013318546179645849,4.5517016568411033E-4,-136.583268,24.43916160583496,16.429373683929445,0,0.29546573758125305,1.1843360662460327,11.46399974822998,6.704633124172688E-4,0,160.09999084472656,-86.9154692,40.3848395,-0.523632956,0.014775567100320047,-0.005849433,0.8517957404979224,0.019052935,0.025441738840156387,1.1021322602207222,9.78541725486951E-5,-1.20E-04,-1.56E-04,Home
170,-106,-108.97601,18.529481620788573,-28.31314951,0.002921771,8.864145255783229E-4,0.001058445,9.891885303756565,-0.250581382,-0.186364294,9.891885303756565,-0.250581382,-0.186364294,-0.021741417,0.013472740692131727,5.026146124153245E-4,-136.576192,24.469051685333252,16.446209716796876,0,0.6447480320930481,1.194348692893982,11.609000205993652,1.8219195771962404E-4,0,160.09999084472656,-86.9154692,40.3848395,-0.52356841,0.014734698332918501,-0.005870369,0.8518359869429208,0.018963281300316735,0.025433170563966326,1.1019813551486117,-5.63E-05,3.410068293129211E-5,-1.08E-04,Home
171,-105.625,-108.833148,18.51410961151123,-28.33962349,0.003597516,0.001647358,-2.58E-05,9.897669986613746,-0.248873881,-0.188408648,9.897669986613746,-0.248873881,-0.188408648,-0.021802548,0.013614846,4.8162956787004636E-4,-136.4338174,24.45392349243164,16.420833644866942,0,0.1878829449415207,1.204379916191101,11.868000030517578,7.077132613630965E-5,0,160.09999084472656,-86.9154692,40.3848395,-0.523481045,0.014736357270381771,-0.005807118,0.8518900802502265,0.019034931,0.025325165,1.1017759362092385,-1.17E-04,1.7620591881076017E-4,-1.29E-04,Home
172,-88.55555556,-108.8534001,18.50996160507202,-28.26678944,0.019205621145303966,0.001556228,3.0195843247534E-4,9.933957146209421,-0.247265115,-0.190662083,9.933957146209421,-0.247265115,-0.190662083,-0.021610945,0.013816713,5.975034962706629E-4,-136.4538252,24.450385704040528,16.493423709869386,0,0.6356099247932434,1.214447259902954,11.996999740600586,4.6712673793081194E-5,0,160.09999084472656,-86.9154692,40.3848395,-0.523336247,0.014770434093345138,-0.005651866,0.8519794692113561,0.019259788168286815,0.025092995680362277,1.101434944902809,7.41319489005266E-5,3.780729083109249E-4,-1.33E-05,Home
173,-100.375,-108.8669419,18.553637714385985,-28.22652948,0.006780578,0.002549713,0.002440744,9.948026676,-0.241047842,-0.189361131,9.948026676,-0.241047842,-0.189361131,-0.021741417,0.013591351719952903,7.161146162068743E-4,-136.4670018,24.493573474884034,16.53270763397217,0,0.2416609227657318,1.2243810892105103,12.147000312805176,0.003369243,0,160.09999084472656,-86.9154693,40.3848395,-0.522645777,0.014626298,-0.005404387,0.8524072702648571,0.019292901206797768,0.024504696190791223,1.0998154959632356,-5.63E-05,1.5271178986967624E-4,1.0526734483383089E-4,Home
174,-116.5555556,-108.9135457,18.596581630706787,-28.23763149,0.002229329,0.001144555,0.001087357,9.947225311,-0.241073977,-0.189988376,9.947225311,-0.241073977,-0.189988376,-0.021800723,0.013638796185333174,2.53531257893203E-4,-136.513727,24.536151542663575,16.522337799072265,0,0.4386342465877533,1.2343932390213013,12.35200023651123,0.002751608,0,160.09999084472656,-86.9154693,40.3848395,-0.522418305,0.014551954515712354,-0.005366107,0.8525482543463846,0.019212645632260054,0.024356563186761247,1.0992826084488805,-1.16E-04,2.00156238861382E-4,-3.57E-04,Home
175,-92.25,-108.8575484,18.553393688201904,-28.2766715,-0.001187232,-0.002454037,-0.001196374,9.945517228199886,-0.245304584,-0.192714254,9.945517228199886,-0.245304584,-0.192714254,-0.021812584,0.013662518408981342,6.449479322645415E-4,-136.457363,24.49369545,16.483053760528563,0,0.2416609227657318,1.2444133758544922,12.482000350952148,0.001505567,0,160.09999084472656,-86.9154693,40.3848395,-0.522475951,0.014574654897656834,-0.005369619,0.8525124319548746,0.019245983580651792,0.024387625832725496,1.0994176447970196,-1.28E-04,2.238784619444276E-4,3.410065976125233E-5,Home
176,-99,-108.9560023,18.54241355895996,-28.31754145,-0.003876464,0.00191274,0.002371691,9.940824906802872,-0.238463361,-0.189012662,9.940824906802872,-0.238463361,-0.189012662,-0.02155164,0.013615074,6.805312637809339E-4,-136.5565492,24.48149549484253,16.44267174,0,0.1835756003856659,1.1034750938415527,12.31499958,0.043437321,0,160.09999084472656,-86.9154698,40.3848402,-0.522275745,0.014537089242084512,-0.005291049,0.8526361411057629,0.019269619046629053,0.024209918508541237,1.0989483039355972,1.3343751141168538E-4,1.7643400899686136E-4,6.96839822356779E-5,Home
177,-134.25,-108.8840221,18.562177658081055,-28.33669561,-0.0023514,0.001775818,0.002557174,9.931398780600539,-0.239787545,-0.189593444,9.931398780600539,-0.239787545,-0.189593444,-0.021682112,0.013709962847235711,4.4330904312269055E-4,-136.484081,24.501869468688966,16.423883628845214,0,0.22360679507255554,1.1134623289108276,12.173999786376953,0.064250164,0,160.09999084472656,-86.9154703,40.3848408,-0.52243267,0.01459357,-0.00530901,0.852539071,0.019342861671760244,0.024303015556584283,1.099315629422086,2.9652790862669064E-6,2.713229086756417E-4,-1.68E-04,Home
178,-143.7777778,-108.8743842,18.508497638702394,-28.31851749,0.002683214,0.001494078,0.001393415,9.939068026,-0.239366478,-0.190104532,9.939068026,-0.239366478,-0.190104532,-0.021670251,0.013496462888653997,5.026146067640952E-4,-136.4750534,24.44855562210083,16.441573715209962,0,0.22360679507255554,1.1234930753707886,12.031000137329102,0.052507124841213226,0,160.09999084472656,-86.9154705,40.3848411,-0.522302439,0.014538645834743399,-0.005307016,0.8526198331592152,0.019254967,0.024239269,1.0990108031671024,1.4826389780105317E-5,-5.78E-05,-1.08E-04,Home
179,-119.625,-108.925502,18.489709587097167,-28.20481356,-5.96E-04,-9.56E-05,-9.39E-04,9.937653893405951,-0.240594831,-0.190917627,9.937653893405951,-0.240594831,-0.190917627,-0.021708571,0.013650087,4.111471895997126E-4,-136.5255609,24.429279708862303,16.55539966583252,0,0.2325940728187561,1.1334826946258545,11.774999618530273,0.030175460502505302,0,160.09999084472656,-86.9154706,40.3848412,-0.522172286,0.014468518417113675,-0.005329633,0.8527006111465968,0.019115402990092453,0.024201655,1.0987064586235926,-2.35E-05,5.873531335964799E-5,-2.00E-04,Home
180,-143.1111111,-108.9078124,18.54802558898926,-28.31375948,4.5141201574825545E-4,4.463801974231757E-4,-3.82E-04,9.938283957323982,-0.240321865,-0.19096409,9.938283957323982,-0.240321865,-0.19096409,-0.021634667,0.013662518390897408,5.381979450619626E-4,-136.5077492,24.48820556640625,16.446331691741943,0,0.25495097041130066,1.1435437202453613,11.569000244140625,0.017007341608405113,0,160.09999084472656,-86.9154706,40.3848412,-0.522242478,0.014502213,-0.005324075,0.85265709,0.019176706,0.024228939,1.0988706593374604,5.040972525235808E-5,7.116667094450552E-5,-7.26E-05,Home
181,-130.3333333,-108.8940261,18.477631664276124,-28.23567951,-0.004777029,-6.94E-04,-9.49E-04,9.931093836293638,-0.241396312,-0.191521641,9.931093836293638,-0.241396312,-0.191521641,-0.021480473,0.013472740628837961,5.737812810993382E-4,-136.4948169,24.417323665618895,16.523435764312744,0,0.25495097041130066,1.1435437202453613,11.569000244140625,0.017007341608405113,0,160.09999084472656,-86.9154706,40.3848412,-0.522244007,0.014503369207304079,-0.005323267,0.8526561451189726,0.019179481,0.024228797375577166,1.0988742136260838,2.0460418009569923E-4,-1.19E-04,-3.71E-05,Home
182,-142.875,-108.9821102,18.554857559204102,-28.31180746,-0.019435984,-0.001487053,-2.84E-04,9.892744888379736,-0.246155822,-0.190174226,9.892744888379736,-0.246155822,-0.190174226,-0.021587223,0.013271101687139677,2.298090252030677E-4,-136.5819255,24.494793586730957,16.448771667480468,0,0.21023796498775482,1.1634997129440308,11.848999977111816,0.005532426,0,160.09999084472656,-86.9154707,40.3848412,-0.522778023,0.014615563956062191,-0.005513601,0.8523254897987959,0.019156470569302735,0.024682743601428653,1.1001264713342906,9.785417593943262E-5,-3.20E-04,-3.81E-04,Home
183,-93.66666667,-108.9286738,18.41358165740967,-28.30961147,-0.006135191,9.310788031920646E-4,7.482877055418145E-4,9.882104396820068,-0.249008859,-0.188273728,9.882104396820068,-0.249008859,-0.188273728,-0.021729556,0.013662518399939375,2.7725345724108585E-4,-136.5289775,24.353517532348633,16.449991703033447,0,0.20124611258506775,1.1734089851379395,11.852999687194824,0.006592279,0,160.09999084472656,-86.9154708,40.3848412,-0.523483468,0.014763301374047126,-0.005765576,0.8518882035051735,0.019124121721653106,0.025282763,1.1017812675642735,-4.45E-05,7.116667094450552E-5,-3.34E-04,Home
184,-102.125,-108.8986623,18.492393589019777,-28.29911949,1.6258758248634709E-4,-0.001983782,-0.001508403,9.884288547108474,-0.253197805,-0.188524804,9.884288547108474,-0.253197805,-0.188524804,-0.021658389,0.013425296,5.026145971570056E-4,-136.4982332,24.432451572418213,16.46060573577881,0,0.20124611258506775,1.183422327041626,11.920000076293945,0.004102627,0,160.09999084472656,-86.9154708,40.3848412,-0.523432213,0.014679737054534908,-0.005864336,0.8519206081779258,0.018879925,0.025362355,1.1016623360439413,2.668750160418957E-5,-1.66E-04,-1.08E-04,Home
185,-111.2222222,-108.9009801,18.512767601013184,-28.22543148,0.002642993,0.001417954,-0.001332872,9.890607583870008,-0.247241885,-0.191637797,9.890607583870008,-0.247241885,-0.191637797,-0.021705834,0.014089518375875592,7.279757359426794E-4,-136.5011623,24.45294755935669,16.534659652709962,0,0.20124611258506775,1.183422327041626,11.920000076293945,0.004102627,0,160.09999084472656,-86.9154708,40.3848412,-0.523481848,0.014789624582722928,-0.005669984,0.8518895240663324,0.019269211959202313,0.025147253285767963,1.1017766357625571,-2.08E-05,4.98166701132522E-4,1.1712844026935043E-4,Home
186,-144.25,-108.9458756,18.55644361495972,-28.28313747,0.001951921,8.288629136039216E-4,-6.53E-04,9.893720562018236,-0.246794682,-0.19221858,9.893720562018236,-0.246794682,-0.19221858,-0.021788862,0.013389712841548388,4.1958682908161174E-4,-136.5454472,24.496989555358887,16.476221675872804,0,1.5,1.192397952079773,12.215999603271484,0.004189995,0,160.09999084472656,-86.9154709,40.3848412,-0.523453568,0.014812686661421095,-0.005602942,0.8519070015370267,0.019379593,0.025056505,1.1017096181517665,-1.04E-04,-2.02E-04,-1.91E-04,Home
187,-135.1111111,-108.8778008,18.577671623229982,-28.38476353,0.017672254489018366,0.00415406,1.4838160803684822E-4,9.923880558569454,-0.240336383,-0.19187011,9.923880558569454,-0.240336383,-0.19187011,-0.021720318,0.013744063532123199,3.4066481636658026E-4,-136.4778586,24.51858346939087,16.375571689605714,0,0.23600848019123077,1.2134883403778076,12.187000274658203,0.001519134,0,160.09999084472656,-86.9154709,40.3848412,-0.52300545,0.014710819214367522,-0.00545543,0.8521848687758813,0.019373302,0.024688257531334575,1.1006585909770086,-3.52E-05,1.5271181473508477E-4,-2.70E-04,Home
188,-79,-108.8963441,18.59694766998291,-28.31424753,0.012596889606957297,0.001219725,5.0154415149133184E-5,9.950474739074707,-0.240359614,-0.191614566,9.950474739074707,-0.240359614,-0.191614566,-0.021646528,0.013615074,3.7214238235039766E-4,-136.4956715,24.53712749481201,16.444867668151854,0,0.3138470947742462,1.2235275506973267,12.178999900817871,5.410515004768968E-4,0,160.09999084472656,-86.9154709,40.3848412,-0.522498188,0.014571898399843174,-0.005326442,0.8524992170843105,0.019285838,0.024311555,1.0994696293062376,3.8548613428273825E-5,2.3722223648168508E-5,-2.39E-04,Home
189,-82.66666667,-109.0556759,18.635621604919432,-28.2678874,0.001283025,0.002607705,1.377320116006055E-4,9.950370186740912,-0.237293086,-0.190081301,9.950370186740912,-0.237293086,-0.190081301,-0.021717695,0.013555768407085568,4.314479420359418E-4,-136.6563448,24.57519142150879,16.49195972442627,0,0.37121421098709106,1.2334383726119995,12.154000282287598,0.003652415,0,160.09999084472656,-86.915471,40.3848412,-0.522163268,0.014448025480853123,-0.005293166,0.852706713,0.019118777232118023,0.024117834,1.0986854578684835,-3.26E-05,-3.56E-05,-1.79E-04,Home
190,-84.11111111,-108.8668198,18.58389362335205,-28.22933546,-0.00179201,5.622961856786487E-4,1.661899020370928E-5,9.945648397056802,-0.238570806,-0.190034837,9.945648397056802,-0.238570806,-0.190034837,-0.021824445,0.013709962874361612,4.3144794260106475E-4,-136.4671223,24.523097496032715,16.53136564254761,0,0.7026379108428955,1.2434781789779663,12.199000358581543,0.005342115,0,160.09999084472656,-86.915471,40.3848411,-0.522066579,0.014422424,-0.005267183,0.8527665091949759,0.01910496,0.024044606599558906,1.0984589301266716,-1.39E-04,1.1861111824084254E-4,-1.79E-04,Home
191,-70.375,-108.9603942,18.54168155670166,-28.30485352,-0.002431953,-1.42E-04,-2.44E-04,9.941280924356901,-0.239175854,-0.190045337,9.941280924356901,-0.239175854,-0.190045337,-0.021705834,0.013615073961685004,4.670312769430717E-4,-136.5599649,24.48234956741333,16.455603656768798,0,0.4792702794075012,1.1025010347366333,11.949999809265137,0.035480298,0,160.09999084472656,-86.9154713,40.3848417,-0.522066017,0.014415938705567595,-0.005277256,0.8527669038587403,0.019083392,0.024055004879398253,1.0984577264600588,-2.08E-05,2.3722223648168508E-5,-1.44E-04,Home
192,-64.88888889,-108.8935384,18.54875764846802,-28.31131948,-0.012865242,-0.001132842,-3.22E-05,9.921235075274717,-0.240464156,-0.190847933,9.921235075274717,-0.240464156,-0.190847933,-0.021717695,0.013638796185333174,5.500590580162927E-4,-136.4937187,24.488571453094483,16.44913776397705,0,0.31400635838508606,1.1124688386917114,11.906000137329102,0.058052767,0,160.09999084472656,-86.9154716,40.3848424,-0.522170625,0.014476299683735209,-0.005252656,0.8527019787760615,0.019209109,0.024078423247753996,1.0987022513324776,-3.26E-05,4.7444447296337016E-5,-6.08E-05,Home
193,-82.75,-108.9028098,18.51130355834961,-28.27813543,-0.019009127,-0.002354672,-8.99E-04,9.880734157,-0.247041514,-0.191080246,9.880734157,-0.247041514,-0.191080246,-0.021741417,0.013532046156311497,3.9586460543344324E-4,-136.5021373,24.45075155258179,16.48158966064453,0,0.28425341844558716,1.1223976612091064,11.83899974822998,0.043519441,0,160.09999084472656,-86.9154717,40.3848427,-0.522949117,0.014655420764629702,-0.005505468,0.8522200694361937,0.019228137125378672,0.024714346088975377,1.1005272656968497,-5.63E-05,-5.93E-05,-2.15E-04,Home
194,-138.3333333,-108.8878043,18.519843673706056,-28.30412144,0.007178297,0.002208795,-5.71E-04,9.892791257321257,-0.243783326,-0.190847934,9.892791257321257,-0.243783326,-0.190847934,-0.021741417,0.013662518418023309,4.077257178226504E-4,-136.487009,24.459779586791992,16.456091690063477,0,0.28425341844558716,1.1324701309204102,11.760000228881836,0.026604661718010902,0,160.09999084472656,-86.9154717,40.3848428,-0.523156437,0.014703249034372349,-0.005572553,0.8520916000153255,0.019233528,0.024883416,1.1010134277991879,-5.63E-05,7.116667094450552E-5,-2.03E-04,Home
195,-112.625,-108.9085439,18.554613666534422,-28.31717552,0.018916426353084232,0.002235304,-2.43E-04,9.936849474,-0.240559985,-0.190824702,9.936849474,-0.240559985,-0.190824702,-0.021670251,0.013508323968831197,5.026146135455702E-4,-136.5083588,24.494305515289305,16.44230567932129,0,0.3996248245239258,1.1425061225891113,11.609999656677246,0.012179292738437653,0,160.09999084472656,-86.9154717,40.3848428,-0.522655798,0.014583633769556735,-0.00541718,0.8524017825867366,0.019206482356468452,0.024482138816592763,1.0998395901281857,1.4826389780105317E-5,-8.30E-05,-1.08E-04,Home
196,-110.6666667,-108.8825578,18.52020959854126,-28.2558095,0.003993429,0.001405645,5.305690261033865E-4,9.942062044606626,-0.238457554,-0.188501573,9.942062044606626,-0.238457554,-0.188501573,-0.021649836,0.013603098815880142,5.16870754766457E-4,-136.4817635,24.460267601013182,16.50379377365112,0,0.4788528084754944,1.1524057388305664,11.581999778747559,0.004322113,0,160.09999084472656,-86.9154717,40.3848427,-0.522149025,0.014417958374206837,-0.005331776,0.8527157106078588,0.019027567379033335,0.024151974,1.0986525519536092,3.5241188015788794E-5,1.1747062671929598E-5,-9.40E-05,Home
197,-90.75,-108.8914639,18.477143516540526,-28.34743141,-0.019555962,-0.002556785,-0.001381615,9.902107062849026,-0.243879156,-0.190174226,9.902107062849026,-0.243879156,-0.190174226,-0.021765139,0.013425296172499657,4.907534983307484E-4,-136.4907916,24.41756753921509,16.413269691467285,0,0.44283178448677063,1.1624056100845337,11.53499984741211,0.001043527,0,160.09999084472656,-86.9154717,40.3848427,-0.522359722,0.014464882102984827,-0.005402668,0.8525853787811057,0.019027559,0.024326616681171854,1.0991464401911764,-8.01E-05,-1.66E-04,-1.20E-04,Home
198,-127.3333333,-108.886828,18.491661586761474,-28.31229553,-0.009309982,-0.001388318,-0.001926889,9.885124864,-0.247108304,-0.19168426,9.885124864,-0.247108304,-0.19168426,-0.021788862,0.01367438,4.077257183877733E-4,-136.4879857,24.431109561920167,16.447917766571045,0,0.411460817,1.1723954677581787,11.503999710083008,0.005896409,0,160.09999084472656,-86.9154718,40.3848426,-0.523064408,0.014666197,-0.005568259,0.852148743,0.019177521,0.024835271,1.1007978985610518,-1.04E-04,8.302778276858978E-5,-2.03E-04,Home
199,-147.5,-108.8901224,18.524235591888427,-28.24946537,5.313169608995753E-4,6.586755942372442E-4,-8.02E-04,9.888911645389298,-0.246039664,-0.191963036,9.888911645389298,-0.246039664,-0.191963036,-0.021527917,0.013342268349042216,6.212257267003065E-4,-136.4896931,24.464171524047853,16.510869674682617,0,0.19209372997283936,1.1824235916137695,11.449000358581543,0.002816974,0,160.09999084472656,-86.9154718,40.3848427,-0.523291916,0.014762305500871927,-0.005571678,0.8520073670785404,0.019331151167455228,0.024946814475273624,1.1013306969577827,1.5715973166911636E-4,-2.49E-04,1.0378455892386077E-5,Home
200,-126.4444444,-108.8848761,18.516915531158446,-28.43087952,0.001835064,0.001007875,-0.001262043,9.893286402408894,-0.244792659,-0.19045948,9.893286402408894,-0.244792659,-0.19045948,-0.021670251,0.013330407268865016,4.4330904877391977E-4,-136.4855457,24.457583656311034,16.329211654663087,0,0.19209372997283936,1.1824235916137695,11.449000358581543,0.002816974,0,160.09999084472656,-86.9154718,40.3848427,-0.523066934,0.014653665691758822,-0.005590177,0.8521472667027445,0.019133148244717745,0.024859572,1.1008040835556474,1.4826389780105317E-5,-2.61E-04,-1.68E-04,Home
