seconds_elapsed,location_bearingAccuracy,location_speedAccuracy,location_verticalAccuracy,location_horizontalAccuracy,location_speed,location_bearing,location_altitude,location_longitude,location_latitude,orientation_qz,orientation_qy,orientation_qx,orientation_qw,orientation_roll,orientation_pitch,orientation_yaw,accelerometerUncalibrated_z,accelerometerUncalibrated_y,accelerometerUncalibrated_x,microphone_dBFS,magnetometer_z,magnetometer_y,magnetometer_x,gyroscope_z,gyroscope_y,gyroscope_x,accelerometer_z,accelerometer_y,accelerometer_x,totalAcceleration_z,totalAcceleration_y,totalAcceleration_x,gyroscopeUncalibrated_z,gyroscopeUncalibrated_y,gyroscopeUncalibrated_x,magnetometerUncalibrated_z,magnetometerUncalibrated_y,magnetometerUncalibrated_x,class
309,45,1.5,1.0088915824890137,400,6.360569000244141,53.00709915161133,149.39999389648438,-86.9103974,40.4283393,-0.935810666,0.014802882773349586,-0.004135576,0.3521677987668121,0.002687227,0.030623003695775003,2.421690033477487,9.954270131379655,-0.30530849,-0.025232082,-92.11111111,-57.52983109,-20.14549356,-18.95794569,1.6012500962513744E-4,1.3195490182006677E-4,-6.38E-05,-6.41E-04,-2.72E-04,0.001704965,9.954270131379655,-0.30530849,-0.025232082,-0.021219529,0.015097712862838819,2.4167014832961038E-4,-100.789566,38.05338512420654,-51.59831299,Classroom
310,45,1.5,1.0088915824890137,400,6.360569000244141,53.00709915161133,149.39999389648438,-86.9103974,40.4283393,-0.935798642,0.014836689864185829,-0.004101606,0.3521986971202406,0.002775678,0.030662250171587305,2.421622313342048,9.946208824231787,-0.305799252,-0.027648137,-96.22222222,-57.55093704,-20.10474556,-19.08677763,5.337500320837914E-5,3.4545492256530424E-4,-8.75E-05,-0.004224342,-4.15E-04,8.761094322482359E-5,9.946208824231787,-0.305799252,-0.027648137,-0.021326279,0.015311213,2.1794792185582726E-4,-100.8116479,38.09462131500244,-51.7270232,Classroom
311,45,1.5,1,12.956999778747559,1.9933384656906128,232.96644592285156,149.39999389648438,-86.9110065,40.4279897,-0.935782623,0.015006077,-0.004018456,0.3522350567464645,0.003051986,0.030920651,2.4215383300414453,9.937555155707795,-0.307564827,-0.031248986,-113.125,-57.54251877,-20.13829552,-19.00125563,1.6445887740701437E-4,-2.35E-05,-4.70E-05,-0.00497034,8.413080985729511E-5,-7.87E-04,9.937555155707795,-0.307564827,-0.031248986,-0.021215195,0.014942263879884895,2.584353664692921E-4,-100.8027422,38.06229122161865,-51.64137913,Classroom
312,45,1.5,1,12.956999778747559,1.9933384656906128,232.96644592285156,149.39999389648438,-86.9110065,40.4279897,-0.935875219,0.015100232,-0.004117872,0.35198374656797615,0.002923843,0.031167737253516622,2.422075669742325,9.908960249817486,-0.31097402,-0.028228919,-107.5555556,-57.57875275,-20.14036955,-19.02199575,1.2454167415288468E-4,-1.41E-04,-2.54E-04,-0.015651055,-0.001427163,8.585544718990048E-4,9.908960249817486,-0.31097402,-0.028228919,-0.021255112,0.014824907304447832,5.189234727668097E-5,-100.838488,38.060461349487305,-51.66138695,Classroom
313,45,1.5,1,12.956999778747559,1.9933384656906128,232.96644592285156,149.39999389648438,-86.9110065,40.4279897,-0.935949944,0.015228551740134225,-0.004175754,0.35177879686494473,0.002898997,0.031449371966922164,2.422511975742081,9.895067974201684,-0.309911189,-0.030691435,-98,-57.57594685,-20.13963753,-18.95953169,1.3640278597696893E-4,-8.15E-05,-1.23E-04,-0.007618626,0.001751566,-0.001915765,9.895067974201684,-0.309911189,-0.030691435,-0.021243251,0.014884212877131204,1.8236457395087025E-4,-100.8360484,38.05985130310059,-51.5991671,Classroom
314,45,1.5,1,12.956999778747559,1.9933384656906128,232.96644592285156,149.39999389648438,-86.9110065,40.4279897,-0.935967431,0.015221572173668922,-0.00419916,0.3517323150796798,0.002848687,0.031452928461785455,2.4226120930273556,9.899113071774973,-0.312274971,-0.029111708,-105.1111111,-57.60705677,-20.10340353,-18.97002373,-5.34E-05,-2.00E-04,3.113544283850679E-5,7.914385749298392E-4,-7.21E-04,-8.46E-04,9.899113071774973,-0.312274971,-0.029111708,-0.021433029,0.014765601740806426,3.365590237081051E-4,-100.8676465,38.09584121704101,-51.61014713,Classroom
315,45,1.5,1,12.956999778747559,1.9933384656906128,232.96644592285156,149.39999389648438,-86.9110065,40.4279897,-0.935934926,0.015178546092463928,-0.004161751,0.35182111037587654,0.00289143,0.031345773,2.4224224322050523,9.902857642907362,-0.310215655,-0.027885587,-109.875,-57.58033882,-20.13463552,-19.04200373,1.779166773612638E-5,1.2009379564721173E-4,7.413207887879853E-6,0.002449739,1.911303950744925E-4,8.154604764817987E-4,9.902857642907362,-0.310215655,-0.027885587,-0.021361862,0.015085851773619652,3.12836811362395E-4,-100.8405618,38.06643913269043,-51.68102894,Classroom
316,45,1.5,1,12.956999778747559,1.9933384656906128,232.96644592285156,149.39999389648438,-86.9110065,40.4279897,-0.935974051,0.015130153522618766,-0.004226554,0.3517183360544223,0.002732553,0.031301085,2.422644957755376,9.907380622567482,-0.310863672,-0.027624905,-109.8888889,-57.57582504,-20.10718565,-18.95648167,2.9652779560210635E-5,-5.78E-05,-1.63E-05,0.002607003,-3.15E-04,-3.28E-04,9.907380622567482,-0.310863672,-0.027624905,-0.021350001,0.014907935055569537,2.8911459393057864E-4,-100.8360478,38.09181526184082,-51.59587292,Classroom
317,45,1.5,1,12.956999778747559,1.9933384656906128,232.96644592285156,149.39999389648438,-86.9110065,40.4279897,-0.935939048,0.015088432884404382,-0.004169399,0.3518139115236338,0.002813397,0.03118245,2.4224402742478452,9.940339995819388,-0.307678081,-0.026649191,-116.25,-57.56423458,-20.13060966,-18.92146778,6.52361150324634E-5,6.078824104777384E-5,-1.35E-04,0.018183227,0.001955329,4.980051437917265E-4,9.940339995819388,-0.307678081,-0.026649191,-0.021314418,0.015026546209978247,1.705034604314172E-4,-100.8240919,38.06851314544678,-51.56085899,Classroom
318,45,1.5,1,12.956999778747559,1.9933384656906128,232.96644592285156,149.39999389648438,-86.9110065,40.4279897,-0.935874648,0.014940653068637386,-0.004105769,0.35199222865613916,0.002834358,0.030860435,2.4220612049102783,9.963675776731622,-0.303885573,-0.029762184,-106.6666667,-57.62096516,-20.11438354,-18.97197561,-1.25E-04,9.63715742595349E-5,-1.47E-04,0.011318253081979103,0.003039179,-7.65E-04,9.963675776731622,-0.303885573,-0.029762184,-0.021504195,0.015062129486677716,1.5864234917245589E-4,-100.88131,38.08498306274414,-51.61246483,Classroom
319,45,1.5,1,12.956999778747559,1.9933384656906128,232.96644592285156,149.39999389648438,-86.9110065,40.4279897,-0.935886919,0.014825189127944984,-0.004148138,0.35196400290498364,0.002672743,0.030674186570999715,2.4221254220375648,9.962491026202452,-0.306461343,-0.02681181,-109.2222222,-57.53910259,-20.12719357,-18.89535978,1.1747062671929598E-5,-2.23E-04,-4.70E-05,9.718674879807692E-4,-4.75E-04,-1.79E-04,9.962491026202452,-0.306461343,-0.02681181,-0.021367907,0.014742563845804678,2.584353580739564E-4,-100.799448,38.072783126831055,-51.53621506,Classroom
320,45,1.5,1,12.956999778747559,1.9933384656906128,232.96644592285156,149.39999389648438,-86.9110065,40.4279897,-0.93581161,0.014821409455780844,-0.004031166,0.3521657085534438,0.002895713,0.030584126,2.421691491765883,9.957121728693398,-0.304080135,-0.028438,-109,-57.55764694,-20.10071964,-19.06786766,1.1268056232880041E-4,3.8103825634218825E-4,-1.63E-05,-0.001693244,7.208481575678853E-4,4.683397529483999E-4,9.957121728693398,-0.304080135,-0.028438,-0.021266973,0.015346796215665572,2.891145848886119E-4,-100.8176259,38.09986701965332,-51.707869,Classroom
321,45,1.5,1,12.956999778747559,1.9933384656906128,232.96644592285156,149.39999389648438,-86.9110065,40.4279897,-0.935803285,0.014825126725854804,-0.004027209,0.35218772350005734,0.002906462,0.030588232,2.4216442524808124,9.950857958747346,-0.305915406,-0.029274327,-112,-57.53885868,-20.09840166,-19.03456171,5.930555912042127E-6,-1.05E-04,4.299654505550138E-5,-0.003851113,-0.001199111,-2.73E-04,9.950857958747346,-0.305915406,-0.029274327,-0.021373723,0.014860490653483034,3.48420145139279E-4,-100.7993264,38.10181911468506,-51.6754171,Classroom
322,45,1.5,1,12.956999778747559,1.9933384656906128,232.96644592285156,149.39999389648438,-86.9110065,40.4279897,-0.935832697,0.014879806220386793,-0.004072495,0.35210674393524244,0.002857563,0.030722750784847343,2.421817101321174,9.945436301740628,-0.306403265,-0.028879395,-114.625,-57.54166485,-20.11389555,-19.06664762,2.9652779560210635E-5,1.082326815626358E-4,-4.45E-06,-0.001997364,-5.69E-04,-3.85E-04,9.945436301740628,-0.306403265,-0.028879395,-0.021350001,0.015073990657274584,3.0097570236392536E-4,-100.8014001,38.0868132,-51.70652714,Classroom
323,45,1.5,1,12.956999778747559,1.9933384656906128,232.96644592285156,149.39999389648438,-86.9110065,40.4279897,-0.935844358,0.014928813426963334,-0.004073607,0.35207363471244146,0.002888922,0.030815371465914457,2.4218867033430675,9.948491327970931,-0.307204744,-0.027601674,-114,-57.54276279,-20.07997961,-18.97990562,1.8384723327330595E-4,-8.15E-05,-1.59E-04,7.574211046533678E-4,-4.52E-04,0.001205674,9.948491327970931,-0.307204744,-0.027601674,-0.021195806,0.014884213,1.4678124921595299E-4,-100.8027424,38.12036315917969,-51.62112701,Classroom
324,45,1.5,1,12.956999778747559,1.9933384656906128,232.96644592285156,149.39999389648438,-86.9110065,40.4279897,-0.935868464,0.014939021,-0.00410144,0.3520088195800781,0.002841873,0.030854289,2.422025680541992,9.94934226,-0.305444386,-0.029151022,-100,-57.5045768,-20.09693762,-18.91963768,-5.93E-06,2.742882533161675E-4,-2.30E-04,-9.32E-05,0.001845723,-5.59E-04,9.94934226,-0.305444386,-0.029151022,-0.021385584,0.015240046,7.561457544583284E-5,-100.764434,38.10328311920166,-51.55866318,Classroom
325,45,1.5,1,12.956999778747559,1.9933384656906128,232.96644592285156,149.39999389648438,-86.9110065,40.4279897,-0.935841927,0.014987737573321584,-0.004045228,0.35207794852627133,0.002983739,0.030905692901426148,2.421875307860884,9.948563918326665,-0.308119476,-0.03006419,-103.2222222,-57.51665482,-20.08119957,-19.04444361,1.2454167415288468E-4,-1.04E-05,7.857987600677077E-5,7.037746096120297E-4,-7.26E-04,-6.16E-04,9.948563918326665,-0.308119476,-0.03006419,-0.021255112,0.014955379548075708,3.8400348513251516E-4,-100.7767563,38.118167114257815,-51.68456703,Classroom
326,45,1.5,1,12.975000381469727,0,0,149.39999389648438,-86.9110086,40.4279861,-0.935852856,0.014959254,-0.00406295,0.35204989991141755,0.002929553,0.030864933722661535,2.421936424033156,9.947318049,-0.30833146,-0.029111708,-101,-57.56801689,-20.11401762,-18.92024759,2.0756945692147446E-4,-1.53E-04,-9.93E-05,-0.001862924,-3.59E-04,-3.39E-04,9.947318049,-0.30833146,-0.029111708,-0.021172084,0.014813046188102764,2.060867964687929E-4,-100.8287279,38.08571502685547,-51.55988308,Classroom
327,45,1.5,1,12.975000381469727,0,0,149.39999389648438,-86.9110086,40.4279861,-0.935926304,0.01509068,-0.004122622,0.3518482189155319,0.002903703,0.031153619922335864,2.422365695527456,9.911893233512211,-0.312187853,-0.030946979,-107.6666667,-57.48517876,-20.10315968,-18.98978762,1.6012501188562912E-4,-1.88E-04,7.413224841567498E-6,-0.018864604,-0.002899008,-0.001344703,9.911893233512211,-0.312187853,-0.030946979,-0.021219529,0.014777462848109527,3.1283679440870737E-4,-100.7450358,38.09571922302246,-51.62893501,Classroom
328,45,1.5,1,12.975000381469727,0,0,149.39999389648438,-86.9110086,40.4279861,-0.93602262,0.015279578367391458,-0.004205088,0.3515828386522256,0.002873391,0.031566174020274326,2.4229302498010488,9.894301377,-0.313210031,-0.028461232,-109.625,-57.55715874,-20.08925158,-19.0182136,2.3494125343859196E-5,-9.40E-05,-2.35E-05,-0.009304313,-4.48E-04,-1.42E-04,9.894301377,-0.313210031,-0.028461232,-0.021356159,0.014871781485943267,2.8192948509688274E-4,-100.8171378,38.10987117767334,-51.65845886,Classroom
329,45,1.5,1,12.975000381469727,0,0,149.39999389648438,-86.9110086,40.4279861,-0.93606864,0.015276744238381247,-0.004260777,0.3514597499833524,0.002762941,0.031600398,2.423194806552628,9.899203161591466,-0.313558501,-0.029251095,-98.33333333,-57.57704498,-20.15757153,-18.92500566,7.709722685654765E-5,-1.17E-04,4.2996547315993064E-5,0.001037144,-5.44E-04,-0.001834458,9.899203161591466,-0.313558501,-0.029251095,-0.021302556,0.014848629519054033,3.484201428787873E-4,-100.83678,38.042893142700194,-51.56549503,Classroom
330,45,1.5,1,12.975000381469727,0,0,149.39999389648438,-86.9110086,40.4279861,-0.936081761,0.015218748123321718,-0.004292936,0.3514269150576545,0.002660799,0.031514497202576944,2.4232672418205485,9.902899881011074,-0.312815098,-0.026672422,-114.6666667,-57.54264103,-20.1190196,-19.03907566,-2.97E-05,-3.78E-04,1.8532988581426658E-4,0.002299327,-5.74E-04,-2.59E-04,9.902899881011074,-0.312815098,-0.026672422,-0.021409306,0.014587685077008113,4.907534881585359E-4,-100.8028642,38.080347213745114,-51.67968708,Classroom
331,45,1.5,1,13.006999969482422,0.13707217574119568,33.17094802856445,149.39999389648438,-86.9110012,40.4279947,-0.936141383,0.01515419,-0.004394087,0.3512695547446464,0.00242061,0.031465113,2.423607682718814,9.910632948273594,-0.315019169,-0.022978648,-104.5,-57.54935078,-20.10620962,-18.88364773,4.151389138429489E-5,-2.48E-04,-5.26E-04,0.005947178,-0.00314369,0.001068472,9.910632948273594,-0.315019169,-0.022978648,-0.02133814,0.014718157248300256,-2.21E-04,-100.8094521,38.09096107,-51.52377102,Classroom
332,45,1.5,1,13.006999969482422,0.13707217574119568,33.17094802856445,149.39999389648438,-86.9110012,40.4279947,-0.936279495,0.016435251471776408,-0.005656245,0.35082517,9.40728881192909E-4,0.034751657685897885,2.424558847853281,9.912506552842947,-0.344776409,-0.008941449,-80.33333333,-57.52275475,-19.9538316,-19.01979963,7.057361716169466E-4,-0.00108974,-4.79E-04,-0.001135734,-1.28E-04,0.001479156,9.912506552842947,-0.344776409,-0.008941449,-0.020673918,0.013876018381126008,-1.73E-04,-100.7827344,38.24565731048584,-51.65955708,Classroom
333,45,1.5,1,13.006999969482422,0.13707217574119568,33.17094802856445,149.39999389648438,-86.9110012,40.4279947,-0.932391854,0.014597203148510849,-0.004199723,0.3610672183985849,0.002707444,0.030260199,2.4026207854446855,9.910757778,-0.295005413,-0.026155526,-97.875,-57.51555679,-19.50804363,-19.14143356,0.034818294,3.2173269891713573E-4,0.001691691,-2.82E-04,0.004522139,-2.97E-04,9.910757778,-0.295005413,-0.026155526,0.013438639728334343,0.015287490606814334,0.001997115,-100.775292,38.691689262390135,-51.78155678,Classroom
334,45,1.5,1,13.006999969482422,0.13707217574119568,33.17094802856445,149.39999389648438,-86.9110012,40.4279947,-0.930122525,0.014535271851978834,-0.004176686,0.36693759103423185,0.002898699,0.030108745,2.390029048456729,9.914004409197466,-0.297485353,-0.038134159,-99.33333333,-57.56765106,-19.04505367,-19.30454752,1.0081944146274941E-4,9.637156295707648E-5,-2.06E-04,0.00188122,0.001549878,-0.009957029,9.914004409197466,-0.297485353,-0.038134159,-0.021278835,0.01506213,9.933679852887844E-5,-100.8273858,39.154557342529294,-51.9456472,Classroom
335,45,1.5,1,13.006999969482422,0.13707217574119568,33.17094802856445,149.39999389648438,-86.9110012,40.4279947,-0.930084712,0.014589322821318525,-0.004099491,0.36703221745861386,0.003085137,0.030152370556465632,2.3898223603813395,9.915180447032151,-0.29966619,-0.03011646,-121.375,-57.5580125,-19.10922556,-19.24013165,-1.48E-04,-1.05E-04,-1.47E-04,7.620505916262136E-4,-6.85E-04,0.001588797,9.915180447032151,-0.29966619,-0.03011646,-0.021527918,0.014860490612794184,1.5864234069561207E-4,-100.8182361,39.09111740112305,-51.88001106,Classroom
336,45,1.5,1,13.006999969482422,0.13707217574119568,33.17094802856445,149.39999389648438,-86.9110012,40.4279947,-0.930063157,0.014526670907162925,-0.004083826,0.3670896054471581,0.003070124,0.030024181291895005,2.3897001766464085,9.917065055624953,-0.296622891,-0.028670313,-119.1111111,-57.55776875,-19.10105165,-19.2822217,1.7791669996618068E-5,-5.78E-05,9.0440995177453E-5,0.00176064,0.001037593,0.001841735,9.917065055624953,-0.296622891,-0.028670313,-0.021361862,0.014907935010359703,3.958645896100014E-4,-100.8182366,39.09807136535645,-51.92149101,Classroom
337,45,1.5,1,13.006999969482422,0.13707217574119568,33.17094802856445,149.39999389648438,-86.9110012,40.4279947,-0.929975645,0.014342557432918021,-0.004029201,0.3673190955932324,0.003043789,0.029640798,2.3892098986185513,9.955144132225259,-0.293355992,-0.030737898,-103.5,-57.49457264,-19.0714056,-19.2819776,1.1747062671929598E-4,-1.06E-04,2.3494154447689652E-5,0.018688587,0.00144688,-6.81E-04,9.955144132225259,-0.293355992,-0.030737898,-0.021262183,0.014860034,3.289177257101983E-4,-100.7549185,39.12893741607666,-51.92027073,Classroom
338,45,1.5,1,13.006999969482422,0.13707217574119568,33.17094802856445,149.39999389648438,-86.9110012,40.4279947,-0.929848355,0.014161832250871705,-0.003916781,0.36764939519965534,0.003130479,0.029220832204355777,2.3885012760903073,9.968812822138222,-0.290608893,-0.030970211,-110.8888889,-57.52983093,-19.07738356,-19.26867962,-4.15E-05,1.3343796011928506E-5,-7.56E-05,0.007395642,6.654806507443918E-4,2.8125542098457376E-4,9.968812822138222,-0.290608893,-0.030970211,-0.021421168,0.014979102,2.2980901898671556E-4,-100.7895665,39.123203392028806,-51.90758305,Classroom
339,45,1.5,1,13.006999969482422,0.13707217574119568,33.17094802856445,149.39999389648438,-86.9110012,40.4279947,-0.929866254,0.014149622096526392,-0.003940125,0.3676043922461352,0.003076659,0.029215465218407437,2.388598953635947,9.965005819079945,-0.292037615,-0.031783306,-123.6666667,-57.48871685,-19.05029963,-19.23183559,1.0081945502569953E-4,2.5204905010398153E-5,-2.06E-04,-9.00E-04,-6.75E-04,-0.001054904,9.965005819079945,-0.292037615,-0.031783306,-0.021278834,0.014990962851901077,9.933679965912428E-5,-100.7478424,39.14943325042724,-51.87171501,Classroom
340,45,1.5,1,13.006999969482422,0.13707217574119568,33.17094802856445,149.39999389648438,-86.9110012,40.4279947,-0.929833258,0.014162424779994395,-0.003896952,0.3676878011342391,0.003169014,0.029207246,2.388418188372862,9.957295945547159,-0.291494584,-0.033711503,-107.25,-57.52446266,-19.07970177,-19.28893158,2.9652777299718948E-5,6.078824048265091E-5,2.0905211454854138E-4,-0.003850529,-3.60E-04,-0.002078741,9.957295945547159,-0.291494584,-0.033711503,-0.021350001,0.015026546173810381,5.144757067205981E-4,-100.7850523,39.12137351989746,-51.92832294,Classroom
341,0,1.5,1,13.581000328063965,0.097575523,0,149.39999389648438,-86.9110079,40.4279869,-0.929867888,0.014219097024535091,-0.003922526,0.3675976884596556,0.003160285,0.029331740932267845,2.3886112310353993,9.947472801575294,-0.292545576,-0.027232737,-103.4444444,-57.54727684,-19.04663961,-19.24647558,-5.93E-06,-1.41E-04,-2.30E-04,-0.005024697,-3.84E-04,0.004246813,9.947472801575294,-0.292545576,-0.027232737,-0.021385584,0.014824907304447832,7.561457375046409E-5,-100.8070117,39.15467918395996,-51.88647717,Classroom
342,0,1.5,1,13.581000328063965,0.097575523,0,149.39999389648438,-86.9110079,40.4279869,-0.930076765,0.014483314712794081,-0.004120633,0.3670563903248426,0.002968694,0.029970638,2.389773563273902,9.917416442945166,-0.300328282,-0.030261656,-100,-57.52812283,-19.04737164,-19.2351296,6.523610146951328E-5,1.9126045811487344E-4,-5.19E-05,-0.016716068,-0.002931502,1.4708540176303642E-4,9.917416442945166,-0.300328282,-0.030261656,-0.021314418,0.015157018444564158,2.53531250546605E-4,-100.788102,39.15199512481689,-51.87427696,Classroom
343,0,1.5,1,13.581000328063965,0.097575523,0,149.39999389648438,-86.9110079,40.4279869,-0.930145149,0.014575746706099187,-0.0041881,0.3668784776937614,0.002905229,0.030192629,2.390155445024805,9.901131342915656,-0.299616823,-0.029486312,-100.1111111,-57.50311283,-19.04041761,-19.21731768,-7.71E-05,-3.19E-04,2.090520879877641E-4,-0.009440654,-8.86E-05,-0.001274,9.901131342915656,-0.299616823,-0.029486312,-0.021456751,0.014646990663254434,5.144757423233421E-4,-100.7626036,39.15919334411621,-51.8575631,Classroom
344,0,1.5,1,13.581000328063965,0.097575523,0,149.39999389648438,-86.9110079,40.4279869,-0.930176923,0.01468227,-0.004188196,0.3667934594802486,0.002980512,0.030391040791585607,2.390335527438562,9.906288665475197,-0.304170154,-0.035079244,-108.75,-57.54776489,-19.07140572,-19.28319757,-1.13E-04,-3.41E-05,-2.65E-04,0.00290679,-0.002668969,-0.006707056,9.906288665475197,-0.304170154,-0.035079244,-0.021492335,0.014931657284303812,4.0031288009028414E-5,-100.8073775,39.12966930389404,-51.92466301,Classroom
345,0,1.5,1,13.581000328063965,0.097575523,0,149.39999389648438,-86.9110079,40.4279869,-0.930196853,0.014736944,-0.004167414,0.3667413294315338,0.00305768,0.03047791,2.3904458238528323,9.9067388,-0.301176223,-0.029849301,-113.5555556,-57.5095789,-19.04566362,-19.24513357,-3.52E-05,2.1144718126519225E-4,-1.41E-04,6.118462635920598E-4,0.001004094,0.001482751,9.9067388,-0.301176223,-0.029849301,-0.021414895,0.015177205133323487,1.644588505419401E-4,-100.7695577,39.15516727,-51.88550098,Classroom
346,0,1.5,1,13.435999870300293,0.097989701,0,149.39999389648438,-86.9110059,40.4279914,-0.93018672,0.014638521862261503,-0.004187671,0.3667706557847921,0.002948665,0.030309487911827356,2.390385736539526,9.908887632,-0.300923583,-0.027694599,-96.25,-57.58412067,-19.06371967,-19.22390566,2.9652765997260518E-5,-1.05E-04,1.734687756855511E-4,0.001482223,-4.33E-04,0.001565397,9.908887632,-0.300923583,-0.027694599,-0.021350001,0.014860490590189268,4.788923746390829E-4,-100.8442219,39.13613533,-51.86427288,Classroom
347,0,1.5,1,13.435999870300293,0.097989701,0,149.39999389648438,-86.9110059,40.4279914,-0.930161418,0.014659811055414307,-0.004144238,0.366834576,0.003047221,0.030317096,2.3902467199899617,9.917892706046985,-0.299335144,-0.032480245,-97.11111111,-57.5919289,-19.05639965,-19.27795172,1.7791669996618068E-5,2.520491122675029E-5,-1.94E-04,0.002737786,0.001457733,-0.00219974,9.917892706046985,-0.299335144,-0.032480245,-0.021361862,0.014990962797649277,1.1119791430882314E-4,-100.851786,39.14467536926269,-51.91892902,Classroom
348,0,1.5,1,13.435999870300293,0.097989701,0,149.39999389648438,-86.9110059,40.4279914,-0.930124801,0.014643720324033672,-0.004193204,0.3669272409480752,0.002947257,0.030322655926919677,2.390048943676995,9.915633460850392,-0.302471368,-0.029280135,-94.11111111,-57.54996082,-19.03712378,-19.25843163,-1.01E-04,-4.37E-04,3.9882988056384966E-4,-2.39E-04,-0.001650228,-2.76E-05,9.915633460850392,-0.302471368,-0.029280135,-0.021480474,0.014528379526929659,7.042535145550026E-4,-100.8090862,39.16248741149902,-51.89892105,Classroom
349,0,1.5,1,13.435999870300293,0.097989701,0,149.39999389648438,-86.9110059,40.4279914,-0.930022651,0.014615449403385513,-0.004090092,0.36718851241093237,0.003126891,0.030193583786632252,2.389485280490616,9.913949179417878,-0.299189948,-0.02981155,-98.125,-57.57472672,-19.01772564,-19.23793554,-1.25E-04,2.742882589673967E-4,-4.67E-04,-3.93E-04,3.2367463250762053E-4,0.001237697,9.913949179417878,-0.299189948,-0.02981155,-0.021504196,0.015240046,-1.62E-04,-100.8344617,39.182495231628415,-51.87854691,Classroom
350,0,1.5,1,13.435999870300293,0.097989701,0,149.39999389648438,-86.9110059,40.4279914,-0.930059052,0.014614104673049404,-0.004142821,0.3670958980773259,0.003024786,0.030230179826900797,2.3896858159778187,9.918097422673153,-0.299548609,-0.031911971,-106.7777778,-57.53434483,-19.07177166,-19.2780736,6.523611729295509E-5,-1.53E-04,4.299655635795981E-5,0.002136953,-1.76E-04,-0.002511046,9.918097422673153,-0.299548609,-0.031911971,-0.021314418,0.014813046179060797,3.484201338368206E-4,-100.794568,39.128693389892575,-51.9190509,Classroom
351,0,1.5,1,13.435999870300293,0.097989701,0,149.39999389648438,-86.9110059,40.4279914,-0.930041662,0.014614765695070179,-0.004123341,0.3671401374548384,0.003062974,0.030216940796201668,2.389590175406447,9.917918835,-0.300000139,-0.032108544,-105.375,-57.56862686,-19.06994165,-19.2720956,-1.48E-04,2.8614937135660386E-4,-2.18E-04,5.622882287479141E-4,3.9709048363768937E-4,-5.04E-04,9.917918835,-0.300000139,-0.032108544,-0.021527918,0.015251907,8.747567992331912E-5,-100.8281179,39.131011428833006,-51.91282902,Classroom
352,0,1.5,1,13.435999870300293,0.097989701,0,149.39999389648438,-86.9110059,40.4279914,-0.92996195,0.014617997,-0.004003038,0.3673431855960957,0.003295789,0.030133866,2.3891504875664573,9.950230654003551,-0.296791318,-0.032108544,-103.2222222,-57.5476429,-19.0431016,-19.26196962,4.151388008183646E-5,7.264935626259563E-5,-2.30E-04,0.017436796,0.002670074,-2.59E-04,9.950230654003551,-0.296791318,-0.032108544,-0.02133814,0.015038407272071515,7.56145635782515E-5,-100.808232,39.157607345581056,-51.90160503,Classroom
353,0,1.5,1,13.435999870300293,0.097989701,0,149.39999389648438,-86.9110059,40.4279914,-0.929837261,0.014353152,-0.003924634,0.3676699689291056,0.003257311,0.029582432190914755,2.388452393337361,9.969335472699507,-0.291006727,-0.032828714,-94.875,-57.5441048,-19.06762369,-19.27380354,-7.71E-05,2.520491179187321E-5,1.1416322730246534E-4,0.008916327,0.003497819,7.741592137269604E-4,9.969335472699507,-0.291006727,-0.032828714,-0.021456751,0.014990962879026978,4.195868047813261E-4,-100.8039622,39.13137718200684,-51.91319515,Classroom
354,0,1.5,1,13.435999870300293,0.097989701,0,149.39999389648438,-86.9110059,40.4279914,-0.929801308,0.014251872,-0.003910532,0.36776492916620696,0.003212019,0.0293833,2.388250314272367,9.971220099810258,-0.295063491,-0.032035946,-112.2222222,-57.56801682,-19.05188562,-19.25989561,7.048238722535853E-5,3.524123894749209E-5,-1.17E-04,0.001817208,-0.00156828,-5.84E-04,9.971220099810258,-0.295063491,-0.032035946,-0.021309172,0.015000999179812005,1.8795297532611026E-4,-100.8281184,39.14809124,-51.89806713,Classroom
355,0,1.5,1,13.435999870300293,0.097989701,0,149.39999389648438,-86.9110059,40.4279914,-0.929804285,0.014299083428764806,-0.003898357,0.36775575274402655,0.003269135,0.029462220436595018,2.3882686142782563,9.956418926276049,-0.294137145,-0.032271163,-115.75,-57.49872105,-19.0298036,-19.28234358,1.1268056911027548E-4,7.264935456722686E-5,5.4857661400569004E-5,-0.006579779,-4.13E-04,3.658171417643723E-4,9.956418926276049,-0.294137145,-0.032271163,-0.021266973,0.015038407263029548,3.602812524423799E-4,-100.7590659,39.16992946624756,-51.92344299,Classroom
356,0,1.5,1.025404691696167,13.256999969482422,0.054141823,0,149.39999389648438,-86.9110126,40.4279906,-0.929815637,0.014335914108070355,-0.003902981,0.36772559395114196,0.003286696,0.029534247,2.3883326771189863,9.956694825181684,-0.294764391,-0.032015619,-121.6666667,-57.55081478,-19.07738369,-19.2242717,-1.78E-05,3.7066015704236563E-5,-6.38E-05,-5.33E-04,-4.70E-04,7.774288974051336E-4,9.956694825181684,-0.294764391,-0.032015619,-0.021397445,0.015002823959204178,2.416701381573978E-4,-100.8104278,39.12210544586182,-51.86549305,Classroom
