seconds_elapsed,gyroscope_z,gyroscope_y,gyroscope_x,accelerometer_z,accelerometer_y,accelerometer_x,orientation_qz,orientation_qy,orientation_qx,orientation_qw,orientation_roll,orientation_pitch,orientation_yaw,accelerometerUncalibrated_z,accelerometerUncalibrated_y,accelerometerUncalibrated_x,totalAcceleration_z,totalAcceleration_y,totalAcceleration_x,magnetometerUncalibrated_z,magnetometerUncalibrated_y,magnetometerUncalibrated_x,magnetometer_z,magnetometer_y,magnetometer_x,gyroscopeUncalibrated_z,gyroscopeUncalibrated_y,gyroscopeUncalibrated_x,microphone_dBFS,location_bearingAccuracy,location_speedAccuracy,location_verticalAccuracy,location_horizontalAccuracy,location_speed,location_bearing,location_altitude,location_longitude,location_latitude,class
97,-2.97E-05,1.705034785153507E-4,-8.90E-05,-0.010902247,-0.001003848,-1.99E-05,-0.94033459,0.011663907,-0.003204138,0.34003608492971626,0.001906927,0.024117334049592896,2.4476062094123616,9.906915997995913,-0.2401999,-0.018959635,9.906915997995913,-0.2401999,-0.018959635,-103.5948345,38.50075935,-50.17859909,-60.33387878,-19.69933966,-17.53810968,-0.021409306,0.015441685110258245,6.375347209859242E-5,-92.33333333,0,1.5,1,13.468000411987305,0.008579775,0,149.39999389648438,-86.9110014,40.4279923,Classroom
98,4.698825068771839E-5,5.873529321084229E-5,8.222944094226338E-5,-0.00190446,-9.69E-04,6.728385073634294E-4,-0.940307838,0.011735167739411386,-0.003160722,0.34010798226182276,0.002038937,0.024221667,2.4474510825597324,9.906221926790996,-0.240809721,-0.019517186,9.906221926790996,-0.240809721,-0.019517186,-103.640462,38.53321132659912,-50.21727306,-60.38121479,-19.66652168,-17.57775974,-0.021332665,0.015329916952536084,2.3494124056574388E-4,-104.875,0,1.5,1,13.468000411987305,0.008579775,0,149.39999389648438,-86.9110014,40.4279923,Classroom
99,-1.01E-04,5.189235970938524E-5,-6.52E-05,0.002061085,5.067623066670686E-4,-2.86E-04,-0.94032016,0.011750727313236125,-0.003209544,0.3400729420115647,0.001956785,0.024284233438592512,2.4475262952082364,9.910981391240092,-0.240054704,-0.019749499,9.910981391240092,-0.240054704,-0.019749499,-103.6302145,38.507713317871094,-50.27485703,-60.36999069,-19.69165367,-17.63375767,-0.021480473,0.015323074,8.747568953040879E-5,-109,0,1.5,1,13.468000411987305,0.008579775,0,149.39999389648438,-86.9110014,40.4279923,Classroom
100,1.779166773612638E-5,6.375346305662567E-5,-5.93E-06,0.001912478,6.389017533330084E-4,-7.91E-05,-0.940211799,0.011718309140827471,-0.003096469,0.34037457276316524,0.002155179,0.024145640107323823,2.446882993272207,9.914489302,-0.238634692,-0.021515077,9.914489302,-0.238634692,-0.021515077,-103.6447322,38.54382556915283,-50.21227112,-60.38511894,-19.65590754,-17.5712937,-0.021361862,0.015334935099320504,1.467812469554613E-4,-111.125,45,1.5,1,1600,0,0,149.39999389648438,-86.9080931,40.4347685,Classroom
101,1.779166773612638E-5,1.7050346099654014E-4,1.482638932800698E-4,0.014036632278590526,6.024775285165286E-4,9.290373983603079E-4,-0.940206091,0.011657908576929454,-0.003131607,0.34039209681807214,0.002048396,0.024055938914562893,2.4468475267725083,9.937081781405848,-0.238024872,-0.019470723,9.937081781405848,-0.238024872,-0.019470723,-103.5373723,38.52393943786621,-50.24935905,-60.27800308,-19.67652571,-17.60996775,-0.021361862,0.015441685110258245,3.009757012336795E-4,-98.44444444,45,1.5,1,1600,0,0,149.39999389648438,-86.9080931,40.4347685,Classroom
102,1.0081945050471616E-4,1.6309019151026186E-5,1.6012500962513744E-4,0.011664455376782464,9.507934734659288E-4,0.0011721,-0.940082455,0.011455136369371299,-0.003033293,0.340741163,0.00210396,0.023606872782834524,2.4461066583985263,9.965203294,-0.233981818,-0.019602739,9.965203294,-0.233981818,-0.019602739,-103.6420482,38.47282131195068,-50.21922497,-60.38170277,-19.72642374,-17.58007774,-0.021278834,0.015287491,3.12836818708993E-4,-98.75,45,1.5,1,1600,0,0,149.39999389648438,-86.9080931,40.4347685,Classroom
103,-6.52E-05,9.933680135449304E-5,-8.90E-05,-9.83E-04,-6.26E-05,-5.45E-04,-0.940080389,0.011374643461290494,-0.003058202,0.3407493589572536,0.002002444,0.023472472717895092,2.4460911797088327,9.959081881254622,-0.233692237,-0.020818138,9.959081881254622,-0.233692237,-0.020818138,-103.5932478,38.49831935882568,-50.19214108,-60.33363487,-19.70141357,-17.55335976,-0.021444889,0.015370518457397673,6.375346305662567E-5,-98.11111111,45,1.5,1,1600,0,0,149.39999389648438,-86.9080931,40.4347685,Classroom
104,-4.15E-05,2.5353125506758834E-4,4.151389138429489E-5,-0.003488448,-5.52E-04,5.705745583309711E-4,-0.940086935,0.011492621750362869,-0.00302659,0.34072762727737427,0.002141792,0.023672821271477393,2.446134657535738,9.949260897,-0.236021173,-0.020934294,9.949260897,-0.236021173,-0.020934294,-103.5861722,38.524915313720705,-50.17835506,-60.32594868,-19.67542763,-17.53871969,-0.021421167,0.015524712879463885,1.9422569199130661E-4,-100.375,45,1.5,1,1600,0,0,149.39999389648438,-86.9080931,40.4347685,Classroom
105,-1.13E-04,2.2980902746355938E-4,-1.78E-05,0.003724033,0.001344684,0.001480559,-0.940028147,0.011427577901450754,-0.002966935,0.3408924645011865,0.002213746,0.023509461414611455,2.4457839391763927,9.95971201,-0.232606172,-0.020469668,9.95971201,-0.232606172,-0.020469668,-103.5937363,38.53967735290527,-50.29303505,-60.3336348,-19.65859165,-17.65510761,-0.021492334,0.015500990682941617,1.349201289150249E-4,-113.4444444,45,1.5,1,1600,0,0,149.39999389648438,-86.9080931,40.4347685,Classroom
106,-8.90E-05,4.447904501327323E-6,-2.79E-04,-0.006347166,-1.56E-04,6.845097048479376E-4,-0.940091492,0.011468473044269293,-0.003041311,0.34071571734345074,0.002097335,0.023637468971818395,2.4461607215473955,9.945320259020166,-0.235475238,-0.020283818,9.945320259020166,-0.235475238,-0.020283818,-103.4933302,38.544557113647464,-50.20946484,-60.23310715,-19.65505373,-17.56885361,-0.021468612,0.015275629571846966,-1.26E-04,-103.625,45,1.5,1,1600,0,0,149.39999389648438,-86.9080931,40.4347685,Classroom
107,1.2921768939122558E-4,1.40964738070929E-4,-2.35E-05,0.004236515,0.001572785,0.001001091,-0.940090089,0.011424284,-0.003054613,0.34072095384964574,0.002042324,0.02356343,2.4461506490523997,9.955541971817757,-0.232777503,-0.019401029,9.955541971817757,-0.232777503,-0.019401029,-103.5812923,38.56005142211914,-50.24618698,-60.32119106,-19.64041363,-17.60581978,-0.021250436,0.015412146377807053,1.292176670036637E-4,-103.8888889,45,1.5,1,1600,0,0,149.39999389648438,-86.9080931,40.4347685,Classroom
108,-2.67E-04,2.4167013476666027E-4,-2.79E-04,0.001160177,7.255715363233993E-4,0.001179297,-0.940108929,0.011382598493212057,-0.003095345,0.34066998524573244,0.001936028,0.023512904740218978,2.4462606235615256,9.957156597989277,-0.233291497,-0.018169771,9.957156597989277,-0.233291497,-0.018169771,-103.5956883,38.51588745117188,-50.26375507,-60.33534283,-19.68384579,-17.62363171,-0.021646529,0.015512851790244718,-1.26E-04,-119.125,45,1.5,1,1600,0,0,149.39999389648438,-86.9080931,40.4347685,Classroom
109,-5.34E-05,3.246979192306188E-4,1.779166773612638E-5,-6.55E-04,2.8565988957303243E-4,4.4481593717649146E-4,-0.94002525,0.011408435063237705,-0.002969509,0.34090104178317543,0.002196066,0.02347518,2.445766080930395,9.955571054254921,-0.233355383,-0.021491845,9.955571054254921,-0.233355383,-0.021491845,-103.6033738,38.54699729919434,-50.2615591,-60.34339485,-19.65456558,-17.62192368,-0.021433028,0.015595879559450358,1.705034683431381E-4,-105.3333333,45,1.5,1,1600,0,0,149.39999389648438,-86.9080931,40.4347685,Classroom
110,2.668750160418957E-4,0.001190559,0.001749514,-4.16E-04,0.001062645,-3.48E-04,-0.939604335,0.011055141479427953,-0.00250601,0.3420733870233147,0.002854076,0.022490913825995714,2.443268565298284,9.956023984742396,-0.222790954,-0.028832932,9.956023984742396,-0.222790954,-0.028832932,-103.6408282,38.45635143280029,-50.16957123,-60.38036064,-19.74521172,-17.53005774,-0.021112779,0.016461741,0.001902226,-103.875,45,1.5,1,13.13599967956543,0,0,149.39999389648438,-86.9110021,40.4279936,Classroom
111,-7.71E-05,-8.26E-04,-0.001251347,-0.016016803,-0.002782969,0.001674453,-0.939636119,0.011062837,-0.002547057,0.3419864267400167,0.002780519,0.022533966409205235,2.4434544044790916,9.927173605242979,-0.226746081,-0.026045178,9.927173605242979,-0.226746081,-0.026045178,-103.5883683,38.45525341033935,-50.24289295,-60.32851097,-19.74386972,-17.60301371,-0.021456751,0.014445351726077135,-0.001098635,-102.7777778,45,1.5,1,13.13599967956543,0,0,149.39999389648438,-86.9110021,40.4279936,Classroom
112,-7.71E-05,-1.93E-05,-4.45E-04,-0.012377785,-0.001145198,0.001451602,-0.940081827,0.0115379,-0.003003864,0.3407403123610228,0.002215684,0.023742432,2.446106389888282,9.900487817250765,-0.236391895,-0.020615087,9.900487817250765,-0.236391895,-0.020615087,-103.6126461,38.53662727355957,-50.23996506,-60.35266678,-19.66286161,-17.59923166,-0.021456751,0.015251907339156831,-2.92E-04,-112.25,45,1.5,1,13.13599967956543,0,0,149.39999389648438,-86.9110021,40.4279936,Classroom
113,-1.78E-05,-7.86E-05,-1.60E-04,-0.001113855,4.3151592745364294E-5,5.49546090289227E-4,-0.940220649,0.011678996089014035,-0.003149326,0.3403510092531593,0.002028382,0.024107751047726975,2.4469348967654034,9.901433435458582,-0.238756657,-0.019424261,9.901433435458582,-0.238756657,-0.019424261,-103.5925161,38.53333328,-50.28583691,-60.33241474,-19.66530161,-17.64546965,-0.021397445,0.015192601757431493,-7.41E-06,-100.2222222,45,1.5,1,13.13599967956543,0,0,149.39999389648438,-86.9110021,40.4279936,Classroom
114,-1.36E-04,1.9422570046815043E-4,-1.36E-04,0.003016518,8.709623107632387E-4,-1.70E-04,-0.940228239,0.011724129861708983,-0.003144396,0.34032853569799254,0.002067818,0.024189324760176604,2.4469817795799775,9.908426016279794,-0.238524344,-0.020934294,9.908426016279794,-0.238524344,-0.020934294,-103.6039842,38.56517536,-50.22898521,-60.34400478,-19.63626562,-17.58886166,-0.021516056,0.015465407,1.6309023672009556E-5,-109.8888889,45,1.5,1,13.13599967956543,0,0,149.39999389648438,-86.9110021,40.4279936,Classroom
115,-7.71E-05,-1.38E-04,-5.34E-05,0.00233903,-4.63E-04,9.535590313302661E-4,-0.940239605,0.011711883512370794,-0.003164534,0.34029735928600274,0.002020791,0.024180067,2.447048726591092,9.912026784952404,-0.240060512,-0.019122254,9.912026784952404,-0.240060512,-0.019122254,-103.576534,38.51515537261963,-50.21153912,-60.31679871,-19.68591972,-17.57165972,-0.021456751,0.015133296193790089,9.933680587547642E-5,-108.25,45,1.5,1,13.13599967956543,0,0,149.39999389648438,-86.9110021,40.4279936,Classroom
116,-5.87E-05,-2.35E-05,-1.53E-04,0.017905107,0.00336499,-1.59E-05,-0.940289484,0.011642981741505746,-0.003258128,0.3401609690716633,0.001794312,0.024114461,2.4473419785499573,9.943981513236333,-0.235806283,-0.017844533,9.943981513236333,-0.235806283,-0.017844533,-103.59825,38.52759933,-50.21068493,-60.33851509,-19.67249973,-17.57104965,-0.021438389,0.015247687554130187,-9.51E-12,-121.6666667,45,1.5,1,13.13599967956543,0,0,149.39999389648438,-86.9110021,40.4279936,Classroom
117,-5.93E-06,6.375345514490477E-5,-1.01E-04,0.012218086464891156,0.00171791,-4.59E-04,-0.94011885,0.011364821,-0.003115359,0.34064301240791395,0.001885585,0.023493172130683092,2.4463187213082915,9.969451654304578,-0.232112509,-0.019308104,9.969451654304578,-0.232112509,-0.019308104,-103.5581119,38.51954727172851,-50.261315,-60.29825489,-19.68079569,-17.62070356,-0.021385584,0.015334935126446405,5.189235462327895E-5,-117.625,45,1.5,1,13.13599967956543,0,0,149.39999389648438,-86.9110021,40.4279936,Classroom
118,-1.13E-04,2.535312465907445E-4,-1.01E-04,0.001029052,7.411742094651009E-4,0.001606899,-0.94010381,0.011367782435009202,-0.003093304,0.34068463815068734,0.001930133,0.023483628,2.4462296870148297,9.968185563689296,-0.233242129,-0.017705145,9.968185563689296,-0.233242129,-0.017705145,-103.6209418,38.54358142852783,-50.18750504,-60.36071903,-19.65480961,-17.54738169,-0.021492334,0.015524712852337986,5.189234388594344E-5,-124.4444444,45,1.5,1,13.13599967956543,0,0,149.39999389648438,-86.9110021,40.4279936,Classroom
119,5.930555912042127E-6,5.619201579727956E-4,1.8384723553379763E-4,-0.001195574,6.634009983933088E-4,0.00131298,-0.940023862,0.011297899732384289,-0.003005838,0.3409081567259668,0.00205248,0.023292079,2.4457536484431293,9.964776400223519,-0.231372011,-0.019215179,9.964776400223519,-0.231372011,-0.019215179,-103.6233826,38.55004749298096,-50.2796151,-60.36328091,-19.64956367,-17.63802765,-0.021373723,0.015833101768806142,3.36559038401301E-4,-99.5,45,1.5,1,13.13599967956543,0,0,149.39999389648438,-86.9110021,40.4279936,Classroom
120,-2.97E-05,5.1892341625451754E-5,1.1268056006830873E-4,-0.001751353,7.355127809117141E-4,6.356745126467306E-4,-0.93992223,0.011202946965338535,-0.002896799,0.3411924465767388,0.002199771,0.023038554791975946,2.4451483407066865,9.961024580649958,-0.228709125,-0.021352457,9.961024580649958,-0.228709125,-0.021352457,-103.6202105,38.50344341278076,-50.18677303,-60.36035267,-19.69519159,-17.54786974,-0.021409306,0.015323073964891503,2.6539235784970585E-4,-111.5555556,45,1.5,1,12.859000205993652,0.11177685856819153,209.5039520263672,149.39999389648438,-86.9110103,40.4279826,Classroom
121,2.9652779560210635E-5,3.1283681023214915E-4,-2.97E-05,-0.017717389,-0.003521613,0.002654052,-0.939969567,0.011297129166936412,-0.002930267,0.34105861129112613,0.002197811,0.023238789398693345,2.4454320935369696,9.93093873,-0.234677806,-0.019326645,9.93093873,-0.234677806,-0.019326645,-103.6066687,38.51796127319336,-50.16603306,-60.34644489,-19.68201555,-17.52712971,-0.021350001,0.015584018,1.230590233072928E-4,-110.25,45,1.5,1,12.859000205993652,0.11177685856819153,209.5039520263672,149.39999389648438,-86.9110103,40.4279826,Classroom
122,-1.78E-05,6.375345514490477E-5,-2.91E-04,-0.012443857,-0.001455563,-2.92E-04,-0.940123978,0.011538170648792994,-0.0030627,0.3406234617950847,0.002102264,0.023783307,2.4463561183040583,9.904250089404652,-0.23723791,-0.021003988,9.904250089404652,-0.23723791,-0.021003988,-103.6394865,38.49099956512451,-50.26229111,-60.37926296,-19.70934355,-17.62265562,-0.021397445,0.015334935126446405,-1.38E-04,-115.8888889,45,1.5,1,12.859000205993652,0.11177685856819153,209.5039520263672,149.39999389648438,-86.9110103,40.4279826,Classroom
123,5.337500320837914E-5,2.179479201604585E-4,1.779166773612638E-5,-0.00174827,5.930932690796343E-4,0.001630682,-0.940166772,0.011633329319505437,-0.003089679,0.3405019105638115,0.00211332,0.023980915998515574,2.4466135177797486,9.904314097,-0.236863307,-0.019401029,9.904314097,-0.236863307,-0.019401029,-103.6072783,38.51930339813232,-50.34195683,-60.34693295,-19.68128359,-17.70207769,-0.021326279,0.01548913,1.7050346721289228E-4,-101.5555556,45,1.5,1,12.859000205993652,0.11177685856819153,209.5039520263672,149.39999389648438,-86.9110103,40.4279826,Classroom
124,7.709722685654765E-5,-7.41E-06,1.779166773612638E-5,0.001646866,3.295304995138668E-4,-8.73E-04,-0.940179045,0.011619752,-0.003111526,0.340468294,0.002062124,0.023970336,2.4466857308322942,9.909169382261998,-0.237113043,-0.02158477,9.909169382261998,-0.237113043,-0.02158477,-103.6182579,38.50868953704834,-50.20580494,-60.35815689,-19.6903117,-17.56616955,-0.021302556,0.015263768491669766,1.7050346890826103E-4,-106.75,45,1.5,1,12.859000205993652,0.11177685856819153,209.5039520263672,149.39999389648438,-86.9110103,40.4279826,Classroom
125,3.5241188015788794E-5,1.2921767204086512E-4,1.5271181473508477E-4,0.001818666,-9.14E-04,0.001267317,-0.940175017,0.011635442022592403,-0.003100487,0.34047896329026955,0.002093847,0.023992299030606564,2.4466625176943264,9.911936750689756,-0.238655019,-0.019493954,9.911936750689756,-0.238655019,-0.019493954,-103.6108161,38.50576141357422,-50.17591522,-60.35022678,-19.69360573,-17.5359137,-0.021344412,0.015400399328567661,3.0542361156012E-4,-93.44444444,45,1.5,1,12.859000205993652,0.11177685856819153,209.5039520263672,149.39999389648438,-86.9110103,40.4279826,Classroom
126,-1.84E-04,9.933679400789506E-5,-4.21E-04,0.015618416869524613,0.002147888,-5.82E-04,-0.940183566,0.011643499823160541,-0.003109668,0.3404549967895434,0.002081457,0.024013754541000115,2.4467135424752837,9.937171723078755,-0.236067635,-0.021305995,9.937171723078755,-0.236067635,-0.021305995,-103.5801939,38.55602523803711,-50.25960697,-60.32070286,-19.64614759,-17.61899561,-0.021563501,0.015370518403145874,-2.68E-04,-106.75,45,1.5,1,12.859000205993652,0.11177685856819153,209.5039520263672,149.39999389648438,-86.9110103,40.4279826,Classroom
127,-2.91E-04,1.9422568747032325E-4,-5.52E-04,0.014477674243519607,0.003175025,0.001326111,-0.940160611,0.011581425211455637,-0.003098974,0.3405205746298855,0.002060938,0.023889582079735773,2.446574951838521,9.968513628,-0.234545985,-0.019261642,9.968513628,-0.234545985,-0.019261642,-103.6287504,38.51100730895996,-50.21373493,-60.36877094,-19.68884779,-17.57361166,-0.021670251,0.015465407351990349,-3.99E-04,-105.4444444,45,1.5,1,12.859000205993652,0.11177685856819153,209.5039520263672,149.39999389648438,-86.9110103,40.4279826,Classroom
128,0.001298792,3.9586458904487847E-4,4.151389138429489E-5,0.001531082,0.002391731,0.002345542,-0.940093325,0.011488110215846196,-0.003037124,0.34070997938369085,0.00211843,0.023671545956319977,2.4461724804443064,9.969048027853363,-0.233512193,-0.018843478,9.969048027853363,-0.233512193,-0.018843478,-103.5930039,38.598725166320804,-50.26704899,-60.33241497,-19.60015368,-17.6268037,-0.020080862,0.015667046221352898,1.9422568973081493E-4,-101,45,1.5,1,12.859000205993652,0.11177685856819153,209.5039520263672,149.39999389648438,-86.9110103,40.4279826,Classroom
129,0.001583458,-1.85E-04,-7.71E-05,-5.43E-04,-0.002268295,5.989219016820481E-4,-0.940118825,0.011511416075009745,-0.003064705,0.3406386034002582,0.002080662,0.023734325,2.446324452613164,9.967517649085776,-0.238808927,-0.020214124,9.967517649085776,-0.238808927,-0.020214124,-103.5433502,38.651673316955566,-50.20946507,-60.28337116,-19.5472057,-17.5705616,-0.019796195,0.015085851728409818,7.561457714120161E-5,-113.8888889,45,1.5,1,12.859000205993652,0.11177685856819153,209.5039520263672,149.39999389648438,-86.9110103,40.4279826,Classroom
130,1.7198612370971337E-4,3.246979164050042E-4,2.0756945692147446E-4,-0.003244743,2.937423951417497E-5,-1.02E-04,-0.940071665,0.011511013,-0.002998927,0.34076930712727665,0.002207391,0.023688428248595267,2.4460450839070442,9.95952034,-0.236066909,-0.02213361,9.95952034,-0.236066909,-0.02213361,-103.5154122,38.711208992004394,-50.23740322,-60.25506706,-19.48754765,-17.5986216,-0.021207667,0.015595879586576258,3.6028125018188823E-4,-115.875,45,1.5,1,13.368000030517578,0.12034286558628082,18.28462791442871,149.39999389648438,-86.9110057,40.4279931,Classroom
131,6.52361150324634E-5,-3.11E-05,1.719861214492217E-4,-0.015462181,-0.001877999,8.964132409072617E-4,-0.940113476,0.011529402725977226,-0.003051011,0.34065289549457217,0.002119044,0.023758794298594437,2.4462934512536503,9.933437384448006,-0.238094565,-0.01977273,9.933437384448006,-0.238094565,-0.01977273,-103.5052853,38.69010303497314,-50.35037498,-60.24481892,-19.50804373,-17.70988567,-0.021314417,0.015240046213769797,3.2469791470963544E-4,-108.2222222,45,1.5,1,13.368000030517578,0.12034286558628082,18.28462791442871,149.39999389648438,-86.9110057,40.4279931,Classroom
132,-5.93E-06,2.8911458149787436E-4,2.0756944561901603E-4,-0.013495029,-0.002198116,0.001194394,-0.940077327,0.011576909391046728,-0.002984144,0.3407514778155725,0.002279627,0.023802276,2.446081492507342,9.906834593096983,-0.238303647,-0.022165553,9.906834593096983,-0.238303647,-0.022165553,-103.499186,38.70669548034668,-50.34793499,-60.23945103,-19.49352564,-17.70903164,-0.021385584,0.015560296201373188,3.602812631797154E-4,-96.55555556,45,1.5,1,13.368000030517578,0.12034286558628082,18.28462791442871,149.39999389648438,-86.9110057,40.4279931,Classroom
133,-1.78E-05,-1.02E-04,-1.01E-04,-0.002390056,0.00112762,-0.002086589,-0.940134754,0.011691804360417486,-0.003024744,0.34058884422755936,0.002277501,0.024046434143793236,2.446426194848366,9.90465954,-0.23746732,-0.024372525,9.90465954,-0.23746732,-0.024372525,-103.5428621,38.67521934509277,-50.34647102,-60.28288307,-19.52634363,-17.7075676,-0.021397445,0.015168879524741358,5.1892349537172654E-5,-90.75,45,1.5,1,13.368000030517578,0.12034286558628082,18.28462791442871,149.39999389648438,-86.9110057,40.4279931,Classroom
134,4.698825068771839E-5,4.698823445673602E-5,-1.34E-11,0.003021314,-1.71E-04,6.204389501363039E-4,-0.940142476,0.011745930935900945,-0.003016885,0.340565736,0.002328577,0.024142928,2.446474171601809,9.911524402285085,-0.23895993,-0.022723104,9.911524402285085,-0.23895993,-0.022723104,-103.5316383,38.67046123504639,-50.32731689,-60.27202492,-19.52988176,-17.68841358,-0.021332665,0.015318169894341666,1.5271179346690097E-4,-104.8888889,45,1.5,1,13.368000030517578,0.12034286558628082,18.28462791442871,149.39999389648438,-86.9110057,40.4279931,Classroom
135,6.52361150324634E-5,-9.04E-05,-8.90E-05,5.130582642786712E-4,-2.80E-04,0.001460921,-0.940162837,0.011720976548142803,-0.003053949,0.3405100891312349,0.002240457,0.024121382716789985,2.4465937776472964,9.91193676,-0.23931711,-0.020818138,9.91193676,-0.23931711,-0.020818138,-103.504554,38.669119377136234,-50.34012714,-60.24420898,-19.53073574,-17.7012237,-0.021314417,0.015180740677254292,6.37534585356423E-5,-99.5,45,1.5,1,13.368000030517578,0.12034286558628082,18.28462791442871,149.39999389648438,-86.9110057,40.4279931,Classroom
136,-6.11E-04,9.933679570326383E-5,-0.002378153,0.018439015138496474,9.461220317673914E-4,-1.20E-04,-0.940309742,0.012006737129057496,-0.003161802,0.34009260488945303,0.002220935,0.024733230525862824,2.4474785281616507,9.943508102,-0.244538343,-0.022235246,9.943508102,-0.244538343,-0.022235246,-103.5636019,38.748175086975095,-50.29242508,-60.30325684,-19.45216764,-17.6523016,-0.021990501,0.015370518448355706,-0.002225441,-100,45,1.5,1,13.368000030517578,0.12034286558628082,18.28462791442871,149.39999389648438,-86.9110057,40.4279931,Classroom
137,-2.43E-04,5.026145915057763E-4,1.2454167641337636E-4,0.011801886327058366,0.002581382,0.001311469,-0.940518125,0.012580488464858347,-0.003257146,0.339494711,0.002415958,0.025878754923644574,2.448741091107859,9.968653095578684,-0.255134713,-0.022816029,9.968653095578684,-0.255134713,-0.022816029,-103.4929639,38.77367321014404,-50.28156715,-60.23298504,-19.42605959,-17.64193153,-0.021622807,0.015773796214206704,2.772534691086672E-4,-109,45,1.5,1,13.368000030517578,0.12034286558628082,18.28462791442871,149.39999389648438,-86.9110057,40.4279931,Classroom
138,-1.78E-05,-9.04E-05,2.9652779560210635E-5,0.001025663,4.2470768817420146E-4,-5.28E-05,-0.940464736,0.012416401706201938,-0.003238223,0.33964894523898376,0.002344333,0.025556863,2.4484159576082694,9.968031642506423,-0.254339041,-0.023489736,9.968031642506423,-0.254339041,-0.023489736,-103.497356,38.768671379089355,-50.28437298,-60.23652306,-19.43081755,-17.64412762,-0.021397445,0.015180740668212326,1.8236458186259114E-4,-104.5555556,45,1.5,1,13.368000030517578,0.12034286558628082,18.28462791442871,149.39999389648438,-86.9110057,40.4279931,Classroom
139,2.0756945918196614E-4,4.4478971547293435E-6,-1.96E-04,-0.001390624,3.679360000832567E-4,0.001929364,-0.940576191,0.0124727,-0.003377323,0.3393367008098121,0.002112289,0.025757978,2.4490818630144435,9.963397228,-0.256736638,-0.019303637,9.963397228,-0.256736638,-0.019303637,-103.536274,38.79063125610352,-50.36977306,-60.27678291,-19.41019949,-17.73050367,-0.021172084,0.015275629544721066,-4.30E-05,-104.25,45,1.5,1,13.368000030517578,0.12034286558628082,18.28462791442871,149.39999389648438,-86.9110057,40.4279931,Classroom
140,1.0081945050471616E-4,2.8911458375836607E-4,0.002105347,-0.001574109,3.6396592566110555E-5,-2.57E-05,-0.940084069,0.011673941,-0.003058227,0.34072850745858496,0.00220563,0.024035274,2.446129930829539,9.961428198,-0.238776984,-0.021863546,9.961428198,-0.238776984,-0.021863546,-103.4766161,38.70815921783447,-50.36965115,-60.21639297,-19.49181772,-17.7302597,-0.021278834,0.015560296201373188,0.002258059,-108,0,1.5,1,13.420000076293945,0.017803261056542397,0,149.39999389648438,-86.9110079,40.4279928,Classroom
141,1.482638978010532E-4,2.817013097511044E-5,1.1268056232880041E-4,-0.0170058,-0.002447553,9.750377531479864E-4,-0.939987618,0.011494627186250918,-0.003052484,0.3410011998658041,0.002101351,0.023693628645348318,2.4455529879597786,9.931323255150064,-0.23818749,-0.019888886,9.931323255150064,-0.23818749,-0.019888886,-103.5218777,38.67802520751953,-50.22654533,-60.26141106,-19.52256172,-17.58581163,-0.02123139,0.015299351750285302,2.653923691521643E-4,-96.44444444,0,1.5,1,13.420000076293945,0.017803261056542397,0,149.39999389648438,-86.9110079,40.4279928,Classroom
142,4.151389138429489E-5,-4.30E-05,7.709722685654765E-5,-0.01235973,-0.001260418,-1.10E-04,-0.940070333,0.01175777,-0.003130875,0.34076340684612977,0.002127365,0.024242406403555454,2.446055634507855,9.906091264150675,-0.241364369,-0.02158477,9.906091264150675,-0.241364369,-0.02158477,-103.491622,38.66497112,-50.33207512,-60.23176495,-19.53500565,-17.69280567,-0.02133814,0.015228185142634564,2.2980901503085512E-4,-97.75,0,1.5,1,13.420000076293945,0.017803261056542397,0,149.39999389648438,-86.9110079,40.4279928,Classroom
143,-1.60E-04,3.009756955824503E-4,6.523612181393845E-5,-0.002797442,4.428986785481277E-5,-5.39E-04,-0.940056288,0.011764620466935403,-0.003186718,0.3408013857105403,0.002027999,0.024293263072093712,2.445975778172317,9.903570665896517,-0.240554176,-0.020841369,9.903570665896517,-0.240554176,-0.020841369,-103.5171198,38.698033294677735,-50.3901469,-60.25701904,-19.50121168,-17.75075556,-0.021539779,0.015572157326760223,2.1794791507435222E-4,-88.77777778,0,1.5,1,13.420000076293945,0.017803261056542397,0,149.39999389648438,-86.9110079,40.4279928,Classroom
144,5.873531335964799E-5,-2.11E-04,-1.06E-04,9.073294126070463E-4,-4.39E-05,0.003119002,-0.940036112,0.011800698094213238,-0.003225073,0.34085539642434853,0.001981863,0.024387117,2.4458609429689555,9.907034994329063,-0.241910303,-0.016334499,9.907034994329063,-0.241910303,-0.016334499,-103.4710036,38.6755851,-50.37697083,-60.21090305,-19.52426964,-17.73587162,-0.021320918,0.015059734497649165,4.698823725518126E-5,-46.875,0,1.5,1,13.420000076293945,0.017803261056542397,0,149.39999389648438,-86.9110079,40.4279928,Classroom
145,2.9652786341685695E-5,1.942256863400774E-4,-0.002105347,0.002360992,-7.66E-05,-5.34E-04,-0.940125275,0.012169415312050616,-0.003365433,0.34059447541977594,0.001962045,0.025176733858811046,2.446411769366959,9.912352006412247,-0.249605667,-0.020051505,9.912352006412247,-0.249605667,-0.020051505,-103.4928418,38.699863243103025,-50.33841885,-60.23274086,-19.49974773,-17.69890553,-0.021350001,0.015465407,-0.001952636,-48.55555556,0,1.5,1,13.420000076293945,0.017803261056542397,0,149.39999389648438,-86.9110079,40.4279928,Classroom
