seconds_elapsed,gyroscope_z,gyroscope_y,gyroscope_x,accelerometer_z,accelerometer_y,accelerometer_x,orientation_qz,orientation_qy,orientation_qx,orientation_qw,orientation_roll,orientation_pitch,orientation_yaw,accelerometerUncalibrated_z,accelerometerUncalibrated_y,accelerometerUncalibrated_x,totalAcceleration_z,totalAcceleration_y,totalAcceleration_x,magnetometerUncalibrated_z,magnetometerUncalibrated_y,magnetometerUncalibrated_x,magnetometer_z,magnetometer_y,magnetometer_x,gyroscopeUncalibrated_z,gyroscopeUncalibrated_y,gyroscopeUncalibrated_x,microphone_dBFS,location_bearingAccuracy,location_speedAccuracy,location_verticalAccuracy,location_horizontalAccuracy,location_speed,location_bearing,location_altitude,location_longitude,location_latitude,class
0,4.661729081386798E-4,-2.57E-04,-2.89E-04,-0.001548002,-5.97E-04,0.001098104,-0.938108613,0.012663146260341531,-0.003734669,0.3460893478048475,0.001758695,0.026346876,2.434705878558912,9.916160056,-0.262006209,-0.016419171,9.915678291786008,-0.261572721,-0.01700509,-103.7863362,39.24442736,-50.16718111,-60.53654956,-18.95563672,-17.53094774,-0.020913481,0.014861270956891147,-1.37E-04,-100.375,45,1.5,1,12.347999572753906,0,0,149.39999389648438,-86.9109997,40.4279878,Classroom
1,0.004738514,5.367153575101379E-4,0.003860792,-0.012541715,-0.002862163,-4.81E-04,-0.937259856,0.011915115160343139,-0.003142008,0.3484108395946836,0.00241213,0.024526694843780648,2.429755696972597,9.891943357523205,-0.24579864,-0.024439315,9.891943357523205,-0.24579864,-0.024439315,-103.7082943,39.23861518859863,-50.18140511,-60.448437,-18.9612397,-17.54152557,-0.01664114,0.015655185032672096,0.004013504,-89.25,45,1.5,1,12.347999572753906,0,0,149.39999389648438,-86.9109997,40.4279878,Classroom
2,0.003006792,9.755765074339596E-4,0.003896375,-0.002088047,-7.62E-04,-0.001619947,-0.936243115,0.010892962467250893,-0.002267663,0.3511708095235732,0.003402109,0.021990309,2.4238653020951353,9.889774708,-0.218037336,-0.035245242,9.889774708,-0.218037336,-0.035245242,-103.7921078,39.22104728698731,-50.16225101,-60.53212894,-18.97880756,-17.5222497,-0.018372862,0.016094046210852062,0.004049087,-83.88888889,45,1.5,1,12.347999572753906,0,0,149.39999389648438,-86.9109997,40.4279878,Classroom
3,-0.001393681,-0.001289896,-0.003125403,0.023167286104368932,0.001383618,-8.25E-04,-0.936084282,0.010321691,-0.00217144,0.3516145782563293,0.003192456,0.020851787812646152,2.422926564818447,9.935115777173088,-0.205396528,-0.032596401,9.935115777173088,-0.205396528,-0.032596401,-103.7367203,39.17615135192871,-50.11991714,-60.47722866,-19.02455761,-17.4799156,-0.022773335,0.013828573902182787,-0.002972691,-90.5,45,1.5,1,12.347999572753906,0,0,149.39999389648438,-86.9109997,40.4279878,Classroom
4,-5.52E-04,-2.34E-04,-0.001097153,0.011486821961634367,0.001445298,0.001776656,-0.936808924,0.011010162514245626,-0.002979424,0.34965540656765687,0.002117747,0.022714316899191987,2.4271135075578414,9.955539129312756,-0.224446183,-0.019401029,9.955539129312756,-0.224446183,-0.019401029,-103.7112218,39.299371337890626,-50.26729305,-60.45136509,-18.89975174,-17.62643772,-0.021931195,0.014884213,-9.44E-04,-83.66666667,45,1.5,1,12.347999572753906,0,0,149.39999389648438,-86.9109997,40.4279878,Classroom
5,-1.96E-04,2.0460419139815765E-4,-3.14E-04,-0.006251326,4.0763414021834587E-4,8.102986346749426E-4,-0.936930264,0.011250256,-0.003190538,0.3493206153795557,0.001881754,0.023312559405576836,2.427827825824034,9.941498682,-0.231366202,-0.017867764,9.941498682,-0.231366202,-0.017867764,-103.6599816,39.29009922027588,-50.18713905,-60.40036877,-18.91134169,-17.54738163,-0.021575362,0.015323074010101337,-1.62E-04,-95,45,1.5,1,12.262999534606934,0.14606671035289764,255.85928344726562,149.39999389648438,-86.9110134,40.4279852,Classroom
6,-5.87E-05,1.7620595798899347E-4,-1.53E-04,-0.017230795,-0.002472898,3.497411425297077E-4,-0.937022984,0.011504033365501808,-0.003329544,0.349062269,0.001792014,0.023885785816953733,2.428377330303192,9.906451308611528,-0.239616214,-0.01742637,9.906451308611528,-0.239616214,-0.01742637,-103.6421699,39.278387298583986,-50.29193703,-60.38231281,-18.92146772,-17.65169153,-0.021438389,0.015294675715267658,-1.85E-11,-94.44444444,45,1.5,1,12.262999534606934,0.14606671035289764,255.85928344726562,149.39999389648438,-86.9110134,40.4279852,Classroom
7,-5.93E-06,2.757708600821715E-4,-5.34E-05,-0.006343175,-3.70E-04,0.002378384,-0.936995988,0.011667548091087526,-0.003373411,0.34912890340518027,0.001825741,0.024222763399910002,2.4282328665835187,9.896345703347215,-0.240170861,-0.015776948,9.896345703347215,-0.240170861,-0.015776948,-103.6665701,39.30412929534912,-50.253629,-60.40695694,-18.89682362,-17.61362747,-0.021385584,0.015394241,9.933678948691169E-5,-88.66666667,45,1.5,1,12.262999534606934,0.14606671035289764,255.85928344726562,149.39999389648438,-86.9110134,40.4279852,Classroom
8,8.89583386806319E-5,-4.45E-05,-1.01E-04,0.001446779,8.626027593334901E-4,-6.22E-04,-0.937050219,0.011697962,-0.003491455,0.3489811518817272,0.001621876,0.024362459977708972,2.428550025791798,9.900782890690182,-0.240234747,-0.016752663,9.900782890690182,-0.240234747,-0.016752663,-103.6452199,39.284731254577636,-50.25899689,-60.38536301,-18.91487976,-17.61862978,-0.021290695,0.015073990621106717,5.189234501618928E-5,-91.125,45,1.5,1,12.262999534606934,0.14606671035289764,255.85928344726562,149.39999389648438,-86.9110134,40.4279852,Classroom
9,-8.90E-05,4.062431093612776E-4,-7.71E-05,0.002106046,1.147033520115232E-4,4.991772177728634E-4,-0.937007389,0.011717314452149914,-0.00348145,0.3490955401392816,0.001657111,0.024391539,2.4283052787040043,9.904711918,-0.241396311,-0.01598603,9.904711918,-0.241396311,-0.01598603,-103.6676678,39.30425132751465,-50.22947311,-60.40720078,-18.8962137,-17.58910566,-0.021468612,0.015524712825212086,7.561457544583284E-5,-93.33333333,45,1.5,1,12.262999534606934,0.14606671035289764,255.85928344726562,149.39999389648438,-86.9110134,40.4279852,Classroom
10,4.151389138429489E-5,1.5715974749255817E-4,7.709722459605597E-5,0.004640681,0.001840443,7.240594391828602E-4,-0.936978797,0.011752623,-0.003461289,0.3491712817289297,0.001721542,0.024443499942861713,2.428142505942039,9.910206081797776,-0.240249265,-0.016404193,9.910206081797776,-0.240249265,-0.016404193,-103.6364359,39.334995155334475,-50.16639912,-60.37645687,-18.86571367,-17.52664162,-0.02133814,0.015275629535679099,2.298090201169614E-4,-87.75,45,1.5,1,12.262999534606934,0.14606671035289764,255.85928344726562,149.39999389648438,-86.9110134,40.4279852,Classroom
11,-6.52E-05,1.452986379289656E-4,-2.79E-04,0.019214519019265776,0.002156219,8.889923541291246E-4,-0.936857229,0.011661777498869642,-0.003380517,0.3495012157171675,0.001818017,0.024216194230231268,2.427438249865782,9.950337373293364,-0.23831018,-0.017186909,9.950337373293364,-0.23831018,-0.017186909,-103.6070341,39.328285179138184,-50.27192913,-60.34644501,-18.87120373,-17.63217163,-0.02144489,0.015263768428375998,-1.26E-04,-91,45,1.5,1,12.262999534606934,0.14606671035289764,255.85928344726562,149.39999389648438,-86.9110134,40.4279852,Classroom
12,-2.97E-05,2.4018752800065627E-4,4.151389138429489E-5,0.006431709,0.002511287,5.520580752382E-4,-0.936787238,0.011504361930402737,-0.003368417,0.3496940891140873,0.001735525,0.023912386534717476,2.427029130528274,9.961111716853763,-0.235341657,-0.016799125,9.961111716853763,-0.235341657,-0.016799125,-103.621674,39.2927832,-50.20543926,-60.36145088,-18.90658367,-17.56458374,-0.021409306,0.015358657304884739,1.9422569877278168E-4,-74.25,45,1.5,1,12.262999534606934,0.14606671035289764,255.85928344726562,149.39999389648438,-86.9110134,40.4279852,Classroom
13,5.930555912042127E-6,3.113542102476202E-4,6.523611277197172E-5,-0.003419459,-4.71E-04,0.002544859,-0.936746376,0.011484650885957537,-0.003348954,0.34980436204706583,0.001761018,0.023861625,2.426793645,9.94895886,-0.238074238,-0.015103241,9.94895886,-0.238074238,-0.015103241,-103.6444881,39.316817092895505,-50.24984707,-60.38402103,-18.88254967,-17.61021158,-0.021373723,0.015429824002955145,2.1794791111849176E-4,-91.88888889,45,1.5,1,12.262999534606934,0.14606671035289764,255.85928344726562,149.39999389648438,-86.9110134,40.4279852,Classroom
14,8.89583386806319E-5,3.8252087893163403E-4,1.482638978010532E-4,0.003061304,-3.05E-05,0.002512222,-0.936659452,0.011433473752033942,-0.003318768,0.3500390223507742,0.001787713,0.023744163365618697,2.4262929333066476,9.957461514519256,-0.235986326,-0.015544635,9.957461514519256,-0.235986326,-0.015544635,-103.6984126,39.346707305908204,-50.30389305,-60.43818893,-18.85412373,-17.66535557,-0.021290695,0.015500991,3.009756955824503E-4,-91.125,45,1.5,1,12.262999534606934,0.14606671035289764,255.85928344726562,149.39999389648438,-86.9110134,40.4279852,Classroom
15,1.2921768939122558E-4,9.39765192854863E-5,1.5271181473508477E-4,-0.005988075,3.072146612864274E-4,-1.39E-04,-0.936639162,0.011305034599410227,-0.003366138,0.35009703727868885,0.001610447,0.023536593384610918,2.4261723114893985,9.947515589519611,-0.234043609,-0.016055724,9.947515589519611,-0.234043609,-0.016055724,-103.6857237,39.31266929626465,-50.23057133,-60.42550095,-18.88694164,-17.59056965,-0.021250436,0.015212446298951713,3.054236171570105E-4,-104.5555556,0,1.5,1,10.932999610900879,0.093434028,0,149.39999389648438,-86.9110192,40.427978,Classroom
16,-2.97E-05,9.785418385115353E-5,-1.01E-04,-0.019344284,-0.001575153,-3.90E-04,-0.936685199,0.011452676646990104,-0.003393453,0.34996874847458403,0.001659415,0.023832564,2.426444060594133,9.908280789273457,-0.238135219,-0.016938513,9.908280789273457,-0.238135219,-0.016938513,-103.6698635,39.27387336730957,-50.27644325,-60.40988483,-18.92707964,-17.63522156,-0.021409306,0.015216323990121629,5.189235179766434E-5,-95.25,0,1.5,1,10.932999610900879,0.093434028,0,149.39999389648438,-86.9110192,40.427978,Classroom
17,-7.71E-05,3.587986496322363E-4,-1.96E-04,-0.0064998,-1.13E-06,0.002342249,-0.93680628,0.011684532105488685,-0.003499175,0.3496358154468166,0.001615029,0.024341556867494167,2.4271527632926273,9.899298945676934,-0.241085593,-0.013732595,9.899298945676934,-0.241085593,-0.013732595,-103.6247239,39.28790309906006,-50.28290886,-60.36511089,-18.91182962,-17.64315165,-0.021456751,0.015477268450251483,-4.30E-05,-106.4444444,0,1.5,1,10.932999610900879,0.093434028,0,149.39999389648438,-86.9110192,40.427978,Classroom
18,-2.97E-05,2.520486330432655E-4,-2.97E-05,0.001713864,-8.76E-04,-4.61E-04,-0.936807485,0.011778935898565551,-0.003485899,0.34962956014188745,0.001705806,0.024509189867423575,2.4271640569260975,9.903570721450361,-0.243490032,-0.01742637,9.903570721450361,-0.243490032,-0.01742637,-103.6288721,39.278753204345705,-50.21080723,-60.36889297,-18.92097967,-17.57043968,-0.021409306,0.015370518,1.230590295236449E-4,-101.5555556,0,1.5,1,10.932999610900879,0.093434028,0,149.39999389648438,-86.9110192,40.427978,Classroom
19,-1.13E-04,9.785418272090769E-5,5.337500320837914E-5,0.001836073,5.919315571923857E-4,0.001046475,-0.93682572,0.011828664626962351,-0.003490509,0.3495789763418216,0.001730628,0.024605690203245403,2.427271220290545,9.907496720841788,-0.24310381,-0.01617188,9.907496720841788,-0.24310381,-0.01617188,-103.6701083,39.30827728271484,-50.23374313,-60.41086079,-18.89096767,-17.59496176,-0.021492334,0.015216323935869828,2.060868043805138E-4,-93.875,0,1.5,1,10.932999610900879,0.093434028,0,149.39999389648438,-86.9110192,40.427978,Classroom
20,-4.15E-05,2.4018752460991873E-4,-1.78E-05,0.005570532,0.001520258,-3.06E-04,-0.936795921,0.011754671925479927,-0.003493424,0.3496612709702797,0.001675552,0.024468919732472273,2.4270969525124264,9.915494643724882,-0.240915827,-0.01684179,9.915494643724882,-0.240915827,-0.01684179,-103.6419259,39.35744338989258,-50.28486118,-60.38121502,-18.84277779,-17.64583569,-0.021421167,0.015358657304884739,1.3492013456625412E-4,-109.2222222,0,1.5,1,10.932999610900879,0.093434028,0,149.39999389648438,-86.9110192,40.427978,Classroom
21,-2.97E-05,7.413196133323086E-5,1.364027904979523E-4,0.020057465,0.002777443,8.273341702026071E-5,-0.936624573,0.011552168110620629,-0.003388181,0.3501277487833523,0.001743037,0.024014988697124918,2.426102578061298,9.956148943854767,-0.235675607,-0.017379907,9.956148943854767,-0.235675607,-0.017379907,-103.6134995,39.33060306549072,-50.33829712,-60.35364265,-18.8693737,-17.69707561,-0.021409306,0.015192601757431493,2.891145848886119E-4,-103.625,0,1.5,1,10.932999610900879,0.093434028,0,149.39999389648438,-86.9110192,40.427978,Classroom
22,-1.78E-05,2.75770863472909E-4,1.0081945050471616E-4,0.004630274,4.783734245207703E-4,0.001552207,-0.936524417,0.011410940447550954,-0.003327258,0.35040079997581186,0.001765183,0.023707211,2.4255208598757254,9.96372522,-0.235553642,-0.016264805,9.96372522,-0.235553642,-0.016264805,-103.6880418,39.35292911529541,-50.17603691,-60.42818493,-18.84838966,-17.53603571,-0.021397445,0.015394240672003876,2.5353125224197376E-4,-97,0,1.5,1,10.932999610900879,0.093434028,0,149.39999389648438,-86.9110192,40.427978,Classroom
23,4.151389138429489E-5,3.943819828439974E-4,7.709722685654765E-5,7.627820505679233E-4,4.177390082368573E-4,0.001992653,-0.936489723,0.011397361095307522,-0.003298779,0.3504942374900707,0.001811379,0.023661635,2.425321007237851,9.961846444213275,-0.235251637,-0.016032492,9.961846444213275,-0.235251637,-0.016032492,-103.6529058,39.41051330566406,-50.23057098,-60.39317097,-18.7889756,-17.58995966,-0.02133814,0.015512851790244718,2.2980903594040322E-4,-96.875,0,1.5,1,10.932999610900879,0.093434028,0,149.39999389648438,-86.9110192,40.427978,Classroom
24,1.0572356404736638E-4,2.349412646323729E-4,3.5241188015788794E-5,-0.001373438,3.82031099154399E-4,0.001900089,-0.936463765,0.011323771466357777,-0.003309007,0.35056586964772296,0.001742405,0.023530817626473997,2.4251695481630473,9.958933839520205,-0.233788065,-0.015521404,9.958933839520205,-0.233788065,-0.015521404,-103.5838538,39.371717071533205,-50.21141697,-60.32375294,-18.8274057,-17.57153767,-0.02127393,0.015353411042059843,1.879529949152269E-4,-102.8888889,0,1.5,1,10.932999610900879,0.093434028,0,149.39999389648438,-86.9110192,40.427978,Classroom
25,1.1268056232880041E-4,6.22708415974257E-5,1.719861214492217E-4,-0.004177797,-2.47E-04,0.001144004,-0.936514597,0.011242689980754575,-0.00340727,0.3504317240807617,0.001498086,0.023448063,2.425459408065648,9.952739808165912,-0.233622543,-0.013848752,9.952739808165912,-0.233622543,-0.013848752,-103.7074397,39.23873725891113,-50.25826504,-60.44721695,-18.96160561,-17.61692177,-0.021266973,0.015180740632044458,3.24697932228446E-4,-103.375,0,1.5,1,11.552000045776367,0.065742381,0,149.39999389648438,-86.9110181,40.4279841,Classroom
26,5.337500320837914E-5,-9.19E-05,2.0756945692147446E-4,-0.020150175,-0.002641738,-4.49E-04,-0.936650483,0.011383527907931689,-0.003552397,0.35006236364540544,0.001315545,0.023814142889623503,2.4262484809727343,9.913284172132178,-0.23910803,-0.013593207,9.913284172132178,-0.23910803,-0.013593207,-103.6819421,39.36390918731689,-50.23813496,-60.42232868,-18.83484766,-17.59776766,-0.021326278,0.015026546,3.602812677006988E-4,-110.7777778,0,1.5,1,11.552000045776367,0.065742381,0,149.39999389648438,-86.9110181,40.4279841,Classroom
27,-1.78E-05,-9.19E-05,7.709722685654765E-5,-0.007694578,-0.001885747,-0.001562379,-0.936661661,0.011510051,-0.003545942,0.35002838321102475,0.001415396,0.024046724,2.4263186177003733,9.899691174,-0.240043089,-0.015660792,9.899691174,-0.240043089,-0.015660792,-103.6630325,39.32535728,-50.25911896,-60.40390678,-18.87559574,-17.62033772,-0.021397445,0.015026546155726447,2.2980903989626366E-4,-106.375,0,1.5,1,11.552000045776367,0.065742381,0,149.39999389648438,-86.9110181,40.4279841,Classroom
28,1.1268056232880041E-4,2.2832640713460527E-4,-2.97E-05,6.893306102567506E-5,-7.67E-04,-2.83E-04,-0.936702011,0.011710811542003478,-0.003509979,0.3499141040357571,0.001620427,0.024397882443029904,2.426558242260831,9.902083998744928,-0.242279101,-0.016404193,9.902083998744928,-0.242279101,-0.016404193,-103.6986562,39.317183341979984,-50.15017323,-60.43818878,-18.88291561,-17.50992764,-0.021266973,0.015346796233749505,1.2305903008876784E-4,-97.22222222,0,1.5,1,11.552000045776367,0.065742381,0,149.39999389648438,-86.9110181,40.4279841,Classroom
29,2.9652779560210635E-5,9.785417933017015E-5,1.719861214492217E-4,0.002175248,8.530865595178697E-4,9.073174549537955E-4,-0.936690566,0.011686690160733404,-0.003512566,0.3499455081606374,0.001599507,0.024354443,2.4264916517202137,9.906377884057852,-0.240277357,-0.015139205,9.906377884057852,-0.240277357,-0.015139205,-103.7036578,39.38355140686035,-50.23459698,-60.44367889,-18.81837765,-17.59361971,-0.021350001,0.015216323990121629,3.2469792770746265E-4,-104.5,0,1.5,1,11.552000045776367,0.065742381,0,149.39999389648438,-86.9110181,40.4279841,Classroom
30,-1.01E-04,1.097152855030252E-4,5.930555912042127E-6,0.003572686,5.390429959713834E-5,-2.36E-04,-0.936684626,0.011656140040570093,-0.003530797,0.34996224259867253,0.001544387,0.024309937923567965,2.4264568541813825,9.912189400311812,-0.240763259,-0.015498173,9.912189400311812,-0.240763259,-0.015498173,-103.6257,39.38062316894531,-50.22386089,-60.36608681,-18.81947573,-17.58544571,-0.021480473,0.015228185079340796,1.5864236386565185E-4,-110.8888889,0,1.5,1,12.055000305175781,0.03273803,0,149.39999389648438,-86.9110188,40.4279826,Classroom
31,-1.78E-05,-1.87E-04,1.779166773612638E-5,0.001101503,1.423437039828995E-4,-7.17E-04,-0.93668923,0.011636173578648313,-0.003559601,0.3499502962075391,0.00147612,0.024292712126976077,2.426483311699432,9.916208351,-0.24065291,-0.015474942,9.916208351,-0.24065291,-0.015474942,-103.6215524,39.34902519226074,-50.28229908,-60.3618169,-18.85070759,-17.64278572,-0.021397445,0.014931657261133772,1.7050347342924442E-4,-116.3333333,0,1.5,1,12.055000305175781,0.03273803,0,149.39999389648438,-86.9110188,40.4279826,Classroom
32,1.2454167415288468E-4,-5.63E-05,1.719861214492217E-4,-0.001749224,-0.001031391,-7.53E-04,-0.936689485,0.011664921562503842,-0.003557089,0.3499486842780437,0.001500915,0.024344819,2.426486165778151,9.911167237365131,-0.242148424,-0.015591098,9.911167237365131,-0.242148424,-0.015591098,-103.66047,39.355613174438474,-50.19604488,-60.40061287,-18.84411961,-17.55555567,-0.021255112,0.015062129486677716,3.2469793109820015E-4,-103.75,0,1.5,1,12.055000305175781,0.03273803,0,149.39999389648438,-86.9110188,40.4279826,Classroom
33,-5.17E-04,7.048239170287091E-5,-0.002619595,9.253575251652644E-4,3.6856403144506307E-4,-5.16E-04,-0.936816372,0.011962924,-0.003650002,0.349597229,0.001525719,0.024968799902126193,2.4272327170922208,9.912950182424009,-0.247270923,-0.015776948,9.912950182424009,-0.247270923,-0.015776948,-103.6597383,39.39831340789795,-50.3107251,-60.39951462,-18.8016637,-17.67011356,-0.021896524,0.015188952164652828,-0.002466883,-101.2222222,0,1.5,1,12.055000305175781,0.03273803,0,149.39999389648438,-86.9110188,40.4279826,Classroom
34,-0.001002264,9.78542041955787E-5,1.1268057137076716E-4,7.266998291015625E-4,2.1801700869810233E-4,1.259880158507708E-4,-0.93734139,0.012963428749766165,-0.004064773,0.3481471399659092,0.00140666,0.027135883756343602,2.4303172467981726,9.914010159020284,-0.268939906,-0.013895214,9.914010159020284,-0.268939906,-0.013895214,-103.5891001,39.44882114,-50.19543503,-60.32960869,-18.75176575,-17.55482365,-0.022381917,0.015216323999163596,2.653923770638852E-4,-103.625,0,1.5,1,12.055000305175781,0.03273803,0,149.39999389648438,-86.9110188,40.4279826,Classroom
35,0.004572459,0.002849632,0.007383542,0.003084275,6.399715988381396E-5,-5.75E-04,-0.936185049,0.011736573,-0.003075509,0.35128933943591073,0.002483676,0.024136419,2.423610370136002,9.919931282,-0.239270649,-0.025278545,9.919931282,-0.239270649,-0.025278545,-103.6333858,39.42124919891357,-50.25082336,-60.37352901,-18.77884975,-17.6106996,-0.016807195,0.017968102,0.007536254,-97.55555556,0,1.5,1,12.762999534606934,0.082127951,0,149.39999389648438,-86.9110139,40.427984,Classroom
36,0.002888181,0.001141632,9.666806294863085E-4,-0.001673569,0.002998519,-0.003264456,-0.933484674,0.009723017,-2.17E-04,0.3584820807558819,0.006566541,0.018307502,2.4082128839585386,9.920134461041792,-0.17856439,-0.068465509,9.920134461041792,-0.17856439,-0.068465509,-103.75441,39.25752517700195,-50.09710281,-60.49406471,-18.94306158,-17.4561256,-0.018491473,0.016260102,0.001119392,-97.125,0,1.5,1,12.762999534606934,0.082127951,0,149.39999389648438,-86.9110139,40.427984,Classroom
37,-0.001132736,-0.001788063,-0.002686542,9.93080509519114E-4,-0.003527335,0.003810195,-0.934657242,0.010296594089313039,-0.001510056,0.35539515302019214,0.004495609,0.020321712,2.4148318096271995,9.919652438858181,-0.205001595,-0.040843508,9.919652438858181,-0.205001595,-0.040843508,-103.6954841,39.39721515655518,-50.17018108,-60.43648083,-18.80349363,-17.53078966,-0.02251239,0.013330407246825222,-0.00253383,-101,0,1.5,1,12.762999534606934,0.082127951,0,149.39999389648438,-86.9110139,40.427984,Classroom
38,-4.69E-04,-7.92E-04,-0.001144597,-8.98E-04,-2.85E-04,-0.001954772,-0.935111047,0.010519596,-0.001853832,0.354188765,0.003983208,0.020987534208349812,2.4174139268189956,9.915750595239492,-0.208457416,-0.041276191,9.915750595239492,-0.208457416,-0.041276191,-103.6771841,39.40380332946777,-50.23972122,-60.41696068,-18.79727177,-17.59849977,-0.021848168,0.014326741,-9.92E-04,-100.5555556,0,1.5,1,12.762999534606934,0.082127951,0,149.39999389648438,-86.9110139,40.427984,Classroom
39,-1.72E-04,-3.26E-05,-2.31E-04,1.9131817863982857E-4,0.001482971,-0.001155746,-0.935834829,0.011242562452855619,-0.002526986,0.3522504614394845,0.003191549,0.022824606,2.4215570398904744,9.918113273324318,-0.224864346,-0.033061027,9.918113273324318,-0.224864346,-0.033061027,-103.7039018,39.42734931945801,-50.15846893,-60.44441093,-18.77287163,-17.51773567,-0.021551639,0.015085851764577685,-7.86E-05,-111.5,0,1.5,1,12.762999534606934,0.082127951,0,149.39999389648438,-86.9110139,40.427984,Classroom
40,-1.84E-04,1.0971529002400857E-4,-2.97E-05,0.002143712,7.64931289895067E-4,7.917192556615015E-4,-0.935871072,0.011269242638378467,-0.00256757,0.35215300929199145,0.003131992,0.02290347,2.421765549668988,9.921252426591892,-0.226258224,-0.030459122,9.921252426591892,-0.226258224,-0.030459122,-103.7390382,39.44711342,-50.1596891,-60.47979076,-18.75310768,-17.51907761,-0.021563501,0.015228185079340796,1.230590238724157E-4,-95.11111111,0,1.5,1,12.456999778747559,0.085610226,0,149.39999389648438,-86.911019,40.4279825,Classroom
41,-4.21E-04,-4.45E-05,-2.67E-04,8.367334754721633E-4,-5.53E-04,0.002124516,-0.935992375,0.011380266334897684,-0.002718002,0.351825719,0.002920453,0.023218278131149347,2.422465655410174,9.924716737,-0.230974176,-0.026533035,9.924716737,-0.230974176,-0.026533035,-103.6332644,39.45260326385498,-50.25057903,-60.37340656,-18.74627569,-17.6093576,-0.021800723,0.015073991,-1.14E-04,-106.25,0,1.5,1,12.456999778747559,0.085610226,0,149.39999389648438,-86.911019,40.4279825,Classroom
42,-1.01E-04,3.9438197832301404E-4,5.515417088618846E-4,-8.28E-04,-0.00250924,0.002048352,-0.936097949,0.011390482,-0.002856789,0.3515433304518172,0.002660743,0.023335902834112205,2.4230715024818497,9.919629134,-0.233677717,-0.024558375,9.919629134,-0.233677717,-0.024558375,-103.7108561,39.360005111694335,-50.05501305,-60.45087708,-18.84070364,-17.41549965,-0.021480473,0.015512851808328652,7.042535128596338E-4,-117.5555556,0,1.5,1,12.456999778747559,0.085610226,0,149.39999389648438,-86.911019,40.4279825,Classroom
43,-8.69E-04,3.054236854390743E-4,-2.58E-04,-0.001246434,0.001566876,-6.37E-04,-0.935945678,0.011344909524688354,-0.002660854,0.3519500342126076,0.003004902,0.023111111,2.4221994143265944,9.917367083,-0.227814719,-0.03059851,9.917367083,-0.227814719,-0.03059851,-103.7042677,39.40050937652588,-50.21983509,-60.44441078,-18.79885759,-17.57897964,-0.022248937,0.015423893444956495,-1.06E-04,-98,0,1.5,1,12.456999778747559,0.085610226,0,149.39999389648438,-86.911019,40.4279825,Classroom
44,0.001144597,1.3343753740733977E-4,2.7873611656352155E-4,-5.55E-04,0.001147243,0.001103153,-0.935700622,0.011093993,-0.002454215,0.35261163549515806,0.003231578,0.022493856425568896,2.420786512708201,9.917863614350846,-0.221870414,-0.031016673,9.917863614350846,-0.221870414,-0.031016673,-103.6755983,39.42783729553223,-50.20836727,-60.41525272,-18.77250566,-17.56836565,-0.020235056,0.015251907366282732,4.3144793751495847E-4,-96.44444444,0,1.5,1,12.456999778747559,0.085610226,0,149.39999389648438,-86.911019,40.4279825,Classroom
45,-5.93E-06,2.6687507255418788E-5,1.0081945050471616E-4,0.003272473,-2.06E-04,0.001759971,-0.935963137,0.011215998754990332,-0.002770261,0.3519083686823984,0.002708991,0.022947271,2.4222931746140266,9.923947176886994,-0.227768257,-0.02518562,9.923947176886994,-0.227768257,-0.02518562,-103.6521734,39.375743026733396,-50.21556492,-60.39182873,-18.82374563,-17.57507568,-0.021385584,0.015145157283009256,2.535312590234488E-4,-98.25,45,1.5,1,12.961999893188477,0.11920138448476791,32.092613220214844,149.39999389648438,-86.9110148,40.4279874,Classroom
46,-1.48E-04,-9.19E-05,-8.90E-05,1.553007699910877E-4,-3.19E-04,-5.15E-04,-0.935986765,0.011174330587308962,-0.002834447,0.35184635699374006,0.002557946,0.022914626,2.422427670469562,9.925974142204211,-0.227675333,-0.025975484,9.925974142204211,-0.227675333,-0.025975484,-103.6843821,39.451505432128904,-50.25082291,-60.42513477,-18.74761763,-17.61008961,-0.021527917,0.015026546,6.375347209859242E-5,-104,45,1.5,1,12.961999893188477,0.11920138448476791,32.092613220214844,149.39999389648438,-86.9110148,40.4279874,Classroom
47,-1.78E-05,-5.63E-05,-7.71E-05,-0.00248134,-4.34E-04,-6.70E-05,-0.936066623,0.011269174941173457,-0.002948974,0.3516298937566072,0.002404932,0.023173363553812203,2.4228905844456943,9.919952319218563,-0.230125117,-0.024250337,9.919952319218563,-0.230125117,-0.024250337,-103.6896284,39.532147331237795,-50.26790287,-60.42952667,-18.66831774,-17.6285116,-0.021397445,0.015062129495719683,7.561458109706207E-5,-99.5,45,1.5,1,12.961999893188477,0.11920138448476791,32.092613220214844,149.39999389648438,-86.9110148,40.4279874,Classroom
48,-2.55E-04,8.599306976657758E-5,-1.72E-04,2.4003889954205855E-4,-0.001301093,3.879772119441079E-4,-0.936196493,0.011431124196975555,-0.00309542,0.35127745409613675,0.002235756,0.023580439623843118,2.4236433367127352,9.920343482378618,-0.235277771,-0.02158477,9.920343482378618,-0.235277771,-0.02158477,-103.6180143,39.41478336334229,-50.24203888,-60.35766888,-18.78580372,-17.60264771,-0.021634667,0.015204463,-1.93E-05,-105.7777778,45,1.5,1,12.961999893188477,0.11920138448476791,32.092613220214844,149.39999389648438,-86.9110148,40.4279874,Classroom
