seconds_elapsed,microphone_dBFS,totalAcceleration_z,totalAcceleration_y,totalAcceleration_x,accelerometerUncalibrated_z,accelerometerUncalibrated_y,accelerometerUncalibrated_x,orientation_qz,orientation_qy,orientation_qx,orientation_qw,orientation_roll,orientation_pitch,orientation_yaw,gyroscope_z,gyroscope_y,gyroscope_x,magnetometerUncalibrated_z,magnetometerUncalibrated_y,magnetometerUncalibrated_x,magnetometer_z,magnetometer_y,magnetometer_x,accelerometer_z,accelerometer_y,accelerometer_x,gyroscopeUncalibrated_z,gyroscopeUncalibrated_y,gyroscopeUncalibrated_x,location_bearingAccuracy,location_speedAccuracy,location_verticalAccuracy,location_horizontalAccuracy,location_speed,location_bearing,location_altitude,location_longitude,location_latitude,class
71,-117.75,9.907891680893389,-0.238199104,0.16863011142003884,9.907891680893389,-0.238199104,0.16863011142003884,-0.613989193,6.714738392298227E-4,-0.0147545,0.7891761932558227,-0.017064215,0.024114702276668502,1.3225849554376694,7.857987092066448E-5,-1.73E-04,1.1712846626500482E-4,-114.4786981,54.30366295,-32.58290516,-48.83806286,6.123301858901978,-20.40352356,0.006731219,5.550678204564215E-4,-4.70E-04,-0.021148362,0.013876018448940758,7.279757325519419E-4,0,1.5,1.0790654420852661,12.864999771118164,0.069269016,0,167.59999084472656,-86.9131212,40.4274965,Garage
72,-120.7777778,9.903199075495156,-0.237473129,0.17102293322965936,9.903199075495156,-0.237473129,0.17102293322965936,-0.61379915,5.459167700129769E-4,-0.014749978,0.7893242286246958,-0.017251047,0.023957487503157078,1.3221040142392648,1.9719098803126116E-4,-3.04E-04,-6.08E-05,-114.5227399,54.314154624938965,-32.53715523,-48.88393509,6.133915858268738,-20.35862755,-0.002332049,-1.99E-04,-1.13E-06,-0.021029751,0.013745546232438783,5.500590580162927E-4,0,1.5,1.0790654420852661,12.864999771118164,0.069269016,0,167.59999084472656,-86.9131212,40.4274965,Garage
73,-118,9.900257826,-0.238787594,0.1703735743291103,9.900257826,-0.238787594,0.1703735743291103,-0.613830978,5.390048414147775E-4,-0.014786634,0.7892987924872092,-0.017307975,0.024006168,1.3221866089163474,7.413196585421424E-6,-2.45E-04,-9.64E-05,-114.5133457,54.355024871826174,-32.51629333,-48.87356529,6.175639858,-20.33617968,-0.001410549,-9.74E-04,-9.38E-04,-0.021219528,0.013804851723744453,5.144757253696546E-4,0,1.5,1.0790654420852661,12.864999771118164,0.069269016,0,167.59999084472656,-86.9131212,40.4274965,Garage
74,-112.25,9.900852694094759,-0.238646308,0.1696987500757847,9.900852694094759,-0.238646308,0.1696987500757847,-0.613931049,5.941923252234543E-4,-0.014803028,0.7892206166554423,-0.017244045,0.024097628,1.3224406369681496,2.2091321111430677E-4,-1.26E-04,-7.26E-05,-114.5310356,54.31500900268555,-32.48615932,-48.89040104,6.135623869895935,-20.30482571,2.0595661644796722E-4,-4.36E-05,-0.001288708,-0.021006029,0.013923462905279063,5.381979478875772E-4,0,1.5,1.0790654420852661,12.864999771118164,0.069269016,0,167.59999084472656,-86.9131212,40.4274965,Garage
75,-126.5555556,9.902502115490368,-0.237203064,0.1710926268285918,9.902502115490368,-0.237203064,0.1710926268285918,-0.61389599,5.770180568221089E-4,-0.014794509,0.7892480492591858,-0.017259623,0.024063860201864566,1.3223514846227702,1.0230209400371006E-4,-1.62E-04,-3.71E-05,-114.4763795,54.34636280059814,-32.57595116,-48.83537899,6.165879845619202,-20.39522772,7.805870574654884E-4,8.13875094200801E-4,-1.16E-04,-0.02112464,0.01388788,5.737812833598299E-4,0,1.5,1.0790654420852661,12.864999771118164,0.069269016,0,167.59999084472656,-86.9131212,40.4274965,Garage
76,-123,9.904174758,-0.238576613,0.17018660714904082,9.904174758,-0.238576613,0.17018660714904082,-0.613849649,5.348089147693686E-4,-0.014808314,0.78928387,-0.017341808,0.024034826591321567,1.3222350680712358,1.927430953975152E-5,-3.28E-04,-6.08E-05,-114.533842,54.312080993652344,-32.53190937,-48.89259705,6.132939805984497,-20.3520396,8.894633320928778E-4,-2.31E-04,-0.001534885,-0.021207667,0.013721824,5.500590602767844E-4,0,1.5,1.0790654420852661,27.94700050354004,0.003033164,0,167.59999084472656,-86.9131212,40.4274967,Garage
77,-123.2222222,9.923067453995492,-0.236085058,0.1707209267662567,9.923067453995492,-0.236085058,0.1707209267662567,-0.613781375,5.167376815716655E-4,-0.01477197,0.7893376483500583,-0.017323611,0.023956761,1.3220603419739065,1.3788542778059407E-4,-1.02E-04,-1.79E-04,-114.4973636,54.335261039733886,-32.52983532,-48.85794926,6.154411831,-20.34862366,0.012224086280007965,0.001140396,-0.001082039,-0.021089056,0.013947185029465597,4.3144794090569597E-4,0,1.5,1.0790654420852661,27.94700050354004,0.003033164,0,167.59999084472656,-86.9131212,40.4274967,Garage
78,-129.25,9.948653952589313,-0.231790174,0.16918766209222738,9.948653952589313,-0.231790174,0.16918766209222738,-0.613433249,4.6633773980339844E-4,-0.014532942,0.7896126760886266,-0.017099123,0.023525092,1.3211665761012297,-1.29E-04,-1.64E-04,-1.17E-05,-114.5117597,54.331478919982914,-32.57033951,-48.871735,6.150873837471008,-20.38973766,0.009881753,0.001831309,-0.001000957,-0.021356159,0.013885028284186354,5.991001929102752E-4,0,1.5,1.0790654420852661,27.94700050354004,0.003033164,0,167.59999084472656,-86.9131212,40.4274967,Garage
79,-114.8888889,9.938487312168752,-0.234464676,0.17023306896964324,9.938487312168752,-0.234464676,0.17023306896964324,-0.613425986,4.4335315972611814E-4,-0.014556171,0.7896179302224835,-0.017163706,0.023533727901363835,1.3211494880972556,2.802187713649739E-4,-1.38E-04,-7.26E-05,-114.4791857,54.37881500244141,-32.53337334,-48.8392831,6.198453845977784,-20.35411362,-1.76E-04,-6.23E-04,-4.94E-04,-0.020946723,0.013911601770850062,5.381979473224542E-4,0,1.5,1.0790654420852661,27.94700050354004,0.003033164,0,167.59999084472656,-86.9131212,40.4274967,Garage
80,-140.5,9.948999571568757,-0.232263511,0.16979167487436128,9.948999571568757,-0.232263511,0.16979167487436128,-0.613370656,4.529266796771039E-4,-0.014495543,0.7896620208777271,-0.01707249,0.023450933487235922,1.3210062031607026,-4.45E-06,6.375347040322365E-5,-1.44E-04,-114.525546,54.36027084350586,-32.57107117,-48.88552101,6.180153851509094,-20.39168961,0.002103028,9.526536592002054E-4,-1.68E-04,-0.02123139,0.014113240622128676,4.670312769430717E-4,0,1.5,1.0790654420852661,27.94700050354004,0.003033164,0,167.59999084472656,-86.9131212,40.4274967,Garage
81,-141.1111111,9.937680040748374,-0.233483154,0.1691411996929391,9.937680040748374,-0.233483154,0.1691411996929391,-0.613436462,4.888074661862756E-4,-0.014506838,0.789610672,-0.017031646,0.023511379071086354,1.3211731933853001,1.6160765086363965E-4,1.63090248022554E-5,-1.08E-04,-114.5478719,54.354536895751956,-32.5044593,-48.90735889,6.174663848876953,-20.32556561,-0.003453792,1.8940764723472225E-4,-3.16E-04,-0.021065334,0.014065796,5.026146118502015E-4,0,1.5,1.0790654420852661,27.94700050354004,0.003033164,0,167.59999084472656,-86.9131212,40.4274967,Garage
82,-124.8888889,9.941372944758488,-0.233797754,0.16933821815137678,9.941372944758488,-0.233797754,0.16933821815137678,-0.613442408,4.946979218234932E-4,-0.014504455,0.7896060926242939,-0.017019595,0.023514717,1.3211880887596352,1.7346877003432187E-4,-4.30E-05,-1.56E-04,-114.5359156,54.317571029663085,-32.55350338,-48.89552494,6.136721816062927,-20.37314569,0.001189102,-3.58E-04,-1.57E-04,-0.021053473,0.014006490629274868,4.551701645538645E-4,0,1.5,1.0790654420852661,27.94700050354004,0.003033164,0,167.59999084472656,-86.9131212,40.4274967,Garage
