seconds_elapsed,accelerometer_z,accelerometer_y,accelerometer_x,accelerometerUncalibrated_z,accelerometerUncalibrated_y,accelerometerUncalibrated_x,gyroscope_z,gyroscope_y,gyroscope_x,microphone_dBFS,magnetometerUncalibrated_z,magnetometerUncalibrated_y,magnetometerUncalibrated_x,orientation_qz,orientation_qy,orientation_qx,orientation_qw,orientation_roll,orientation_pitch,orientation_yaw,totalAcceleration_z,totalAcceleration_y,totalAcceleration_x,gyroscopeUncalibrated_z,gyroscopeUncalibrated_y,gyroscopeUncalibrated_x,location_bearingAccuracy,location_speedAccuracy,location_verticalAccuracy,location_horizontalAccuracy,location_speed,location_bearing,location_altitude,location_longitude,location_latitude,magnetometer_z,magnetometer_y,magnetometer_x,class
127,-0.004204426,0.031646838,-0.009881567,9.933521511485276,-0.148758648,0.27846763854466594,4.8185768254661876E-4,-0.001828094,3.647291671159198E-4,-32.5,-48.17584709,74.53211631774903,-49.16270485,-0.128507555,-0.013212174,-0.010863065,0.9915602577542796,-0.029000743,0.018148055,0.2580291000963415,9.933521511485276,-0.148758648,0.27846763854466594,-0.020745084,0.011610545846407564,8.22864611886297E-4,45,0.12727922201156616,1.0486057996749878,3.924999952316284,0.656406045,353.7513732910156,159.79998779296875,-86.9126919,40.3888308,9.904081840515136,40.99248722076416,-17.48235577,Drive
128,-0.015018593,0.001980251,-0.010621029,9.895523823,-0.152361256,0.27991423340371024,4.2255212229595166E-4,-0.002136483,3.528680598128189E-4,-32.22222222,-48.31712318,74.61519882202148,-49.21955708,-0.131496011,-0.01348985,-0.00969725,0.9911771173616057,-0.029299639,0.015676239026185958,0.2640222655337991,9.895523823,-0.152361256,0.27991423340371024,-0.02080439,0.011302157015838091,8.110035017575816E-4,45,0.1063014566898346,1.0585918426513672,3.937999963760376,0.6092929244041443,353.1162414550781,159.79998779296875,-86.9126934,40.3888278,9.763171825408936,41.075569229125975,-17.53957363,Drive
129,-0.007023311,-2.76E-04,-0.011465932,9.880612253,-0.155063038,0.2787696460207689,4.3441323581540467E-4,-0.002077177,4.5961805944810216E-4,-32.125,-48.10093914,74.45171875,-49.09597115,-0.134240128,-0.013527092,-0.009621634,0.9908094799634323,-0.02939649,0.015435279211373006,0.2695575281254296,9.880612253,-0.155063038,0.2787696460207689,-0.020792529,0.011361462565916546,9.177535030882335E-4,45,0.086023256,1.0685752630233765,3.934999942779541,0.5472332835197449,352.29388427734375,159.79998779296875,-86.9126944,40.3888254,9.978623838424683,40.91160110473633,-17.41537762,Drive
130,0.008710213,-0.002540096,-0.010727684,9.900907729435893,-0.152252052,0.2806281485025165,4.344132380758964E-4,-0.001982288,2.3425692800902625E-4,-32.11111111,-48.25661118,74.5351667,-49.17502693,-0.136854962,-0.013507116,-0.009601181,0.9904521848391561,-0.029391924,0.015322582,0.2748348290480456,9.900907729435893,-0.152252052,0.2806281485025165,-0.020792529,0.011456351415299385,6.92392376170141E-4,45,0.086023256,1.078535556793213,3.944000005722046,0.46742960810661316,351.1648254394531,159.79998779296875,-86.912695,40.3888224,9.824171857833862,40.99529319763184,-17.49540972,Drive
131,0.021377915317572438,0.002344922,-0.008603476,9.940868452,-0.146708487,0.2790948841178301,1.4826390514765115E-4,-6.08E-04,9.044099969843637E-5,-32.75,-48.16145111,74.59811851501465,-49.15745895,-0.139318707,-0.013300161,-0.009463315,0.990112796,-0.02898143,0.015034391599011074,0.27980221041197917,9.940868452,-0.146708487,0.2790948841178301,-0.020780667,0.011539379207109943,8.465868383600801E-4,45,0.086023256,1.0885791778564453,3.9700000286102295,0.3931928277015686,349.8713684082031,159.79998779296875,-86.9126955,40.3888204,9.918599815368653,41.057879524230955,-17.47735369,Drive
132,0.00616401,0.001456153,-0.001541627,9.950631373136947,-0.145877968,0.279234271,-4.70E-05,-2.35E-05,2.3494166760848693E-5,-32.11111111,-48.14351715,74.54736663818359,-49.14843086,-0.141625559,-0.012922386,-0.009288552,0.9897921274487789,-0.028218739,0.014727767512130622,0.2844507952149098,9.950631373136947,-0.145877968,0.279234271,-0.020815795,0.011429892069337746,9.397649908071168E-4,45,0.086023256,1.0985628366470337,3.9709999561309814,0.3304150402545929,349.4494934082031,159.79998779296875,-86.9126954,40.3888192,9.936411752700806,41.00785919189453,-17.46795971,Drive
133,2.91389169044865E-4,-2.44E-04,2.331014686417811E-4,9.948685729387895,-0.146772373,0.2790716526288431,-8.30E-05,8.599315340476997E-5,-2.00E-04,-32.33333333,-48.27820518,74.60482849121094,-49.24493294,-0.143925186,-0.012799708,-0.009303774,0.9894618293614064,-0.028014487,0.014727601817655332,0.289096326,9.948685729387895,-0.146772373,0.2790716526288431,-0.020851834,0.011539379211630925,7.161146054695388E-4,45,0.086023256,1.108654260635376,3.990000009536743,0.2711135447025299,348.84967041015625,159.79998779296875,-86.9126954,40.3888181,9.801357831954956,41.06434490203858,-17.56458368,Drive
134,-0.002136156,-3.60E-04,-5.87E-04,9.944274744941193,-0.147614507,0.27730607364362886,2.3722223648168508E-5,1.4529869896224112E-4,-5.78E-05,-32.125,-48.12948708,74.47526466,-49.10048489,-0.146105031,-0.012729445,-0.009362708,0.9891426742655559,-0.027925036,0.014803012046348122,0.2935034375167587,9.944274744941193,-0.147614507,0.27730607364362886,-0.020745084,0.011598685,8.584479422724435E-4,45,0.086023256,1.118567705154419,4.013999938964844,0.21660901606082916,348.2012634277344,159.79998779296875,-86.9126952,40.3888169,9.950197811126708,40.93502525,-17.41952559,Drive
135,-7.22E-04,0.001325517,1.7804558416014736E-4,9.943287395736546,-0.145967989,0.2777010060629798,1.304722300649268E-4,8.599315453501581E-5,-1.41E-04,-33.88888889,-48.24855904,74.65240852355957,-49.16319313,-0.148179304,-0.012694151,-0.009390675,0.9888342642089696,-0.027894545,0.014810155308579357,0.2976979911327362,9.943287395736546,-0.145967989,0.2777010060629798,-0.020638334,0.011539379202588958,7.754201634597142E-4,45,0.086023256,1.1286816596984863,4.0929999351501465,0.16453567147254944,347.77923583984375,159.79998779296875,-86.912695,40.3888156,9.831003828048706,41.112169151306155,-17.48235573,Drive
136,-0.006723163,5.911994472290706E-4,3.0142734351667387E-5,9.941879024872414,-0.146781838,0.276140937,2.3722223648168508E-5,1.3343759278938608E-4,-1.65E-04,-32.875,-48.1695031,74.40596878051758,-49.37730316,-0.15021204,-0.012601935,-0.009422594,0.9885283841670138,-0.027752126,0.014843607131500267,0.30180915582527235,9.941879024872414,-0.146781838,0.276140937,-0.020745084,0.011586823649885296,7.516979364208081E-4,45,0.086023256,1.1386240720748901,4.144999980926514,0.13217486441135406,351.0910339355469,159.79998779296875,-86.9126942,40.3888152,9.909815845489502,40.86621723175049,-17.69585567,Drive
137,-0.002609058,4.915640626138854E-4,0.002580279,9.923322964640496,-0.147835204,0.2794665844695082,-4.74E-05,8.599313984181985E-5,-1.76E-04,-31.66666667,-48.12228905,73.90406021118164,-49.44098694,-0.152330864,-0.012644124,-0.009476924,0.9882030388683949,-0.027883934,0.014878614742345022,0.3060984695420682,9.923322964640496,-0.147835204,0.2794665844695082,-0.020816251,0.011539379207109943,7.398368234664781E-4,45,0.086023256,1.1485624313354492,4.188000202178955,0.10644228011369705,355.1383361816406,159.79998779296875,-86.9126935,40.3888149,9.957029790878297,40.36467544555664,-17.76088169,Drive
138,-0.016739327,2.9855279378520635E-4,-6.00E-05,9.892872634443265,-0.151264723,0.2778868569621762,4.7444447296337016E-5,-5.63E-05,-2.95E-04,-32.375,-48.21391113,74.09096458435059,-49.48515099,-0.154347824,-0.012658637,-0.009733566,0.987887352,-0.028022363,0.015324240342433591,0.31018929255818856,9.892872634443265,-0.151264723,0.2778868569621762,-0.020721362,0.011397045824532081,6.212257069210043E-4,0,0.086023256,1.1585466861724854,4.214000225067139,0.089386806,0,159.79998779296875,-86.9126932,40.3888148,9.865651798,40.55170127868652,-17.80443562,Drive
139,-0.006553476,6.439658598257945E-4,-5.41E-04,9.888412216334666,-0.153474599,0.2775616181417576,9.397650137543678E-5,2.3494210416594378E-5,-1.53E-04,-31.77777778,-48.05689709,73.95432472229004,-49.41365898,-0.156284664,-0.012651801,-0.009881917,0.9875814215495036,-0.02808527,0.015564458211883903,0.31411535350176006,9.888412216334666,-0.153474599,0.2775616181417576,-0.02067483,0.011476880261817804,7.635590468103496E-4,0,0.086023256,1.1685338020324707,4.2129998207092285,0.081325911,0,159.79998779296875,-86.9126931,40.3888147,10.023153858184815,40.414695281982425,-17.73233362,Drive
140,0.011591402072350956,6.872318612719046E-4,0.001985102,9.905199689772523,-0.154218001,0.2799544419767787,2.3722223648168508E-5,1.0971537027146342E-4,-1.41E-04,-32.44444444,-48.15766903,74.10048004,-49.55029881,-0.158167264,-0.012624115,-0.009950205,0.9872813444693112,-0.028081842,0.01565456,0.31792981213736304,9.905199689772523,-0.154218001,0.2799544419767787,-0.020745084,0.011563102,7.754201685458205E-4,0,0.086023256,1.178552269935608,4.2220001220703125,0.035977796,0,159.79998779296875,-86.912693,40.3888147,9.922991838,40.56024143218994,-17.87007162,Drive
141,0.021584566,0.003380007,-0.001812466,9.945929916,-0.148398563,0.2749132531360515,-2.37E-05,1.5715981756780044E-4,-2.36E-04,-32.5,-48.1422971,73.96286437988282,-49.4049971,-0.159957805,-0.012530278,-0.009777302,0.9869957548900715,-0.027869406,0.015292273,0.3215499045779404,9.945929916,-0.148398563,0.2749132531360515,-0.020792529,0.011610545850928548,6.805312660414255E-4,0,0.086023256,1.039101243019104,4.144999980926514,0.010109545662999153,0,159.5,-86.9126932,40.3888143,9.937387866973877,40.42323528289795,-17.72489162,Drive
142,-0.002502488,0.002755676,0.00198998,9.940885849369382,-0.145741484,0.27928073545104093,1.541944537130953E-4,-1.63E-04,-1.53E-04,-31.22222222,-48.11692112,74.05741432189942,-49.44757507,-0.161678965,-0.012544232,-0.009621409,0.9867166396483634,-0.027873063,0.014931484,0.3250326372466041,9.940885849369382,-0.145741484,0.27928073545104093,-0.020614612,0.011290295836199256,7.635590505053841E-4,0,0.086023256,1.0492429733276367,4.045000076293945,0.014800237,0,159.5,-86.9126933,40.3888142,9.963129873275756,40.51815120697022,-17.76820166,Drive
143,-0.013113864,0.41081710687829454,-0.00145991,9.916587563661428,0.5765034499434898,0.27779750583263546,1.1861111824084254E-5,-5.55E-04,0.005101761,-35,-49.24310291,74.60507278442383,-49.89067921,-0.16478959,-0.015218256,0.005657401,0.9861244472485144,-0.028126693,-0.016176901,0.3309277949981319,9.916587563661428,0.5765034499434898,0.27779750583263546,-0.020756945,0.010898879,0.006018032,0,0.1414213627576828,1.0590296983718872,3.999000072479248,0.006816537,0,159.5,-86.9126933,40.3888142,8.836337833,41.06544303894043,-18.21008574,Drive
144,0.002576865,0.10295162501844388,-0.002128239,9.913629754075727,0.873484808,0.28494916827354616,5.100278084356229E-4,-0.002855563,7.605938482758345E-4,-43.55555556,-49.52394714,74.68290901184082,-49.52492294,-0.169532272,-0.020803498,0.035940161,0.9846451791744788,-0.028870136,-0.077910013,0.3398828274995378,9.913629754075727,0.873484808,0.28494916827354616,-0.020258779,0.008597824,0.001676865,0,0.086023256,1.069053292274475,3.9560000896453857,0.002462176,0,159.5,-86.9126933,40.3888142,8.555981855392456,41.14181507110596,-17.84493973,Drive
145,-0.01012903,0.2463421277629519,-0.031214487,9.909843028,1.2477234220041813,0.2820191224946559,0.008397667,-0.005334535,0.005991344,-30.125,-50.21483318,75.06342666625977,-49.41219498,-0.172468679,-0.024084879,0.046415108,0.9835864866821511,-0.031510421,-0.099786898,0.34559747026961984,9.909843028,1.2477234220041813,0.2820191224946559,-0.01237114,0.006118851,0.006907615,3.548335075378418,0.9027181267738342,1.0790836811065674,3.9000000953674316,1.1269134283065796,344.9671936035156,159.5,-86.9126938,40.3888249,7.865583853721619,41.52428516,-17.73111364,Drive
146,0.036803639852083646,-0.366698789,-0.067759971,9.970395403000914,0.6520093256987415,0.30628129834471973,0.012686827725981576,-0.006660585,-0.008963009,-33.66666667,-50.76029488,74.09194076538085,-49.37413113,-0.174749094,-0.027509467,0.047342271,0.983002779,-0.037726256,-0.102890236,0.3499276334276566,9.970395403000914,0.6520093256987415,0.30628129834471973,-0.008081979,0.004792802,-0.008046738,2.269432544708252,0.6801470518112183,1.0386803150177002,3.9000000953674316,2.162731885910034,344.9533691,159.6999969482422,-86.9127002,40.3888437,7.318779850006104,40.551701126098635,-17.69390368,Drive
147,0.016378023092029164,-0.114731284,-0.428846966,9.988059914227827,0.2593976549467397,-0.5432898,0.1809412607362548,-0.007066257,0.010462983189268237,-30.625,-51.00392914,72.05759086608887,-47.84717896,-0.12896782,0.003256112,0.019027404342461557,0.9909412340053076,0.011444935034375606,-0.037496731,0.25900242484888986,9.988059914227827,0.2593976549467397,-0.5432898,0.1601724541447695,0.004387129,0.011379254114411735,1.654253363609314,0.7144927978515625,1.0486431121826172,3.9000000953674316,3.390578508377075,343.9599609,159.6999969482422,-86.9127104,40.388874,7.075633859634399,38.51674118041992,-16.16707367,Drive
148,0.013922441,-0.106485287,-0.23519472,10.012696636533274,0.5193063978431294,-0.723576206,0.25493087641243795,0.001070465,0.023747428401725963,-27,-51.59843502,68.41723251342773,-46.10660507,-0.01005536,0.024127539,0.031283913,0.9984824495408141,0.048805499575959824,-0.062423318,0.021673553501192516,10.012696636533274,0.5193063978431294,-0.723576206,0.23416206906142745,0.012523851543325859,0.024663699,1.6940556764602661,0.8999999761581421,1.058643102645874,3.9000000953674316,3.708381175994873,334.0224914550781,159.6999969482422,-86.9127242,40.3889084,6.480517892837525,34.87699340820313,-14.42588972,Drive
149,-0.00569975,-0.109908349,-0.134353486,9.987139312966356,0.5309801241315142,-0.740082038,0.25075576693108936,-0.007849091,0.016037705713245583,-27.77777778,-52.50440697,65.16690876,-44.9567551,0.11295492910933726,0.033744566,0.028324205699620894,0.9920240750590574,0.060541569969607786,-0.063929782,-0.224827339,9.987139312966356,0.5309801241315142,-0.740082038,0.22998695885672152,0.003604295,0.016953976711855064,1.7403007745742798,0.8420214056968689,1.0686604976654053,3.9000000953674316,4.425304889678955,319.0690002441406,159.6999969482422,-86.9127531,40.3889407,5.575765910148621,31.627157344818116,-13.27689377,Drive
150,-0.041310338,0.007938752,-0.086333435,9.883490635798527,0.852739292,-0.64739945,0.2173548729963673,0.00709591,-0.006925407,-27,-52.03909904,60.680480766296384,-43.57644699,0.22137545063657668,0.03685421,0.035207873192227006,0.9734227605236386,0.056404112,-0.085068557,-0.44483437,9.883490635798527,0.852739292,-0.64739945,0.1965860665133856,0.018549296,-0.006009136,1.7802622318267822,0.9929753541946411,1.0786043405532837,3.9000000953674316,5.029019355773926,304.12554931640625,159.6999969482422,-86.9128097,40.388965,6.041439900398254,27.13999761581421,-11.89573185,Drive
151,0.034675043,-0.116035875,-0.215982145,9.989758667436618,0.7576390840474841,-0.972171318,0.21319162411597167,1.69020869488855E-4,0.006181122,-26.88888889,-50.94658913,58.30062698364258,-42.04022305,0.3154018784610971,0.049457216,0.029398414514307837,0.9467857387459394,0.075506383,-0.087189273,-0.639842268,9.989758667436618,0.7576390840474841,-0.972171318,0.19242281589693236,0.011622406986487794,0.007097393,1.8349072933197021,1.0381232500076294,1.037725806236267,3.9000000953674316,5.584892272949219,291.08563232421875,159.6999969482422,-86.9128723,40.3889875,7.133095879554748,24.760143489837645,-10.36048387,Drive
152,0.031639766,-0.160663001,-0.197878615,10.027434015736997,0.6727722867095879,-1.075213689,0.2127527627840783,-0.011383702,0.004852677,-26.25,-51.426903,54.42432087,-42.3981712,0.4053195055248668,0.056700987470092126,0.020075178,0.9117689341017343,0.08763653,-0.082788962,-0.832981746,10.027434015736997,0.6727722867095879,-1.075213689,0.19198395557773923,6.968415120743143E-5,0.005768948,1.8149363994598389,1.0220078229904175,1.0478047132492065,3.9000000953674316,6.637093544006348,279.04156494140625,159.6999969482422,-86.9129518,40.3890032,6.652171854972839,20.884691619873045,-10.7179438,Drive
153,-0.049231872,-0.04279392,0.10655849217211158,9.943769417920159,0.8218097079147413,-0.571913648,0.15529753737947316,-0.016068841,0.006026927,-29.88888889,-51.91148697,50.34512916564941,-43.65830902,0.4809071875891639,0.05076065,0.021272782055498325,0.8748034070996404,0.068616233,-0.08592601,-1.002340717,9.943769417920159,0.8218097079147413,-0.571913648,0.1345287306071485,-0.004615455,0.006943198,1.7764865159988403,0.9847334623336792,1.057677984237671,3.9000000953674316,7.494505882263184,266.0043640136719,159.6999969482422,-86.9130415,40.389007,6.16770987,16.80537769317627,-11.97869172,Drive
154,-0.038051293,0.026281896118934337,0.3598236944526434,9.884294435815903,0.9730947607929267,0.3728447470190094,0.051287676,-0.00871632,-5.87E-04,-22.875,-52.68460117,48.477309226989746,-44.72910309,0.5166532964660571,0.024190669789767034,0.040950681,0.8547802510169836,-9.72E-04,-0.095072492,-1.087403058,9.884294435815903,0.9730947607929267,0.3728447470190094,0.030518868991818566,0.002737066,3.2891778111941396E-4,1.8533233404159546,1.212023138999939,1.0677541494369507,3.9000000953674316,7.904147624969482,257.01263427734375,159.6999969482422,-86.9131355,40.3890009,5.394107862,14.935971717834473,-13.04997375,Drive
155,0.012077479686551882,-0.017953977,0.074902608,9.913812729918842,0.943370327,0.5588373414521078,0.017447695633378422,-3.29E-04,0.001187594,-21.44444444,-52.86589302,48.05579891204834,-45.04032536,0.5143206923910715,0.00403597,0.053950246,0.8558842036330584,-0.048835849,-0.096660365,-1.084557791,9.913812729918842,0.943370327,0.5588373414521078,-0.003321111,0.01112424,0.002103865,1.813439965248108,0.9794896841049194,1.0777113437652588,3.9000000953674316,9.449406623840332,253.97872924804688,159.6999969482422,-86.9132506,40.3889794,5.214157862663269,14.516169719696045,-13.35960973,Drive
156,0.014359705656477548,-0.087171404,-0.063858154,9.945645360113348,0.7960955747990932,0.4141151262718497,0.028644585,2.401874895722976E-4,-1.65E-04,-23.11111111,-52.89114689,47.45153289794922,-45.19855927,0.5077107340386771,0.00188227,0.050331875573373534,0.8600451957832262,-0.048091095,-0.088597397,-1.068698625,9.945645360113348,0.7960955747990932,0.4141151262718497,0.007875778,0.011693573739375124,7.516979720235522E-4,0.8464592099189758,0.9027181267738342,1.0876775979995728,3.9000000953674316,10.635650634765625,253.98060607910156,159.6999969482422,-86.9133775,40.388958,5.189269876480102,13.91165974,-13.51808775,Drive
157,0.013055171781373255,-0.055262811,0.11883687322000855,9.964993320978605,0.698661073,0.6313859440672857,0.014162167490830699,-0.006141091,0.001175733,-30.75,-52.94385082,47.006843147277834,-45.39156303,0.5016358873797852,-0.003157089,0.045420527,0.8638539887169032,-0.05120061,-0.075410417,-1.054121256,9.964993320978605,0.698661073,0.6313859440672857,-0.006606639,0.005312295,0.002092004,0.5155604481697083,0.888650656,1.0978102684020996,3.9000000953674316,11.747872352600098,252.98541259765625,159.6999969482422,-86.9135141,40.3889295,5.135711894,13.46757978439331,-13.71133573,Drive
158,-0.006150949,-0.039536125,0.013635475658675998,9.965746175895617,0.6157801324881397,0.7772230592746179,0.001838472,1.4529862323576964E-4,0.001828094,-26.88888889,-52.97203289,46.92376129150391,-45.64995911,0.49158771205874324,-0.017148249,0.047352202,0.8693646950629151,-0.076615169,-0.065521152,-1.031776667,9.965746175895617,0.6157801324881397,0.7772230592746179,-0.018930335,0.011598684774142084,0.002744365,1.1129577159881592,0.2545584440231323,1.1077005863189697,3.9000000953674316,12.878717422485352,252.99996948242188,159.6999969482422,-86.9136557,40.3888919,5.107773909568786,13.383887786865234,-13.97095172,Drive
159,0.010622089348950432,-0.013658436,-0.104420722,9.947469035398614,0.591340815,0.5405572205781937,0.017423973292184685,-0.001788063,-1.04E-05,-22.375,-52.96434704,46.70342914581299,-45.62751106,0.48394347134145715,-0.013696381,0.042432166,0.8739565275247815,-0.065180197,-0.060938824,-1.013408086,9.947469035398614,0.591340815,0.5405572205781937,-0.003344834,0.009665324,9.058924263017704E-4,0.952781081,0.26870056986808777,1.117776632,3.9000000953674316,13.718999862670898,252.00062561035156,159.6999969482422,-86.913805,40.3888569,5.114971880912781,13.16404372215271,-13.94862571,Drive
160,0.033787126,-0.044433394,-0.093908232,10.016233666429242,0.521789245,0.38016840851711997,0.028158279479417986,0.002339604,0.004437538,-20.22222222,-52.96007698,46.248491020202636,-45.76854317,0.47715831757749166,-0.007301423,0.036231382668597024,0.8780344898260913,-0.047495336,-0.056678688,-0.996933976,10.016233666429242,0.521789245,0.38016840851711997,0.007389473,0.013792991,0.005353809,0.8705039024353027,0.2475883662700653,1.1276977062225342,3.9000000953674316,14.579090118408203,251.9998321533203,159.6999969482422,-86.9139667,40.3888166,5.120095896720886,12.707885751724243,-14.0879497,Drive
161,-0.052244627,-0.039200889,-0.01970797,9.905916963966147,0.4462817510933552,0.3332528236313063,0.027934515,0.002713571,-0.002231942,-18,-52.97593712,45.55955699920654,-45.88053917,0.47409253223584247,-0.004032902,0.029770147413588487,0.8799602309098611,-0.035376105,-0.048588115,-0.989216645,9.905916963966147,0.4462817510933552,0.3332528236313063,0.007165708,0.014166957716672467,-0.001315671,0.8775452971458435,0.2420743703842163,1.1377732753753662,3.9000000953674316,15.289276123046875,250.00181579589844,159.6999969482422,-86.9141394,40.3887707,5.103381934165955,12.019927787780762,-14.20018973,Drive
162,-0.003296871,-0.053706994,0.086676991,9.946409077320284,0.35513379145413637,0.5220099411977147,0.01738839,0.002754743,9.85954917551389E-4,-16.22222222,-52.90115097,45.27090503692627,-46.07842308,0.468425232,-0.009679477,0.028356255619849974,0.8829882353254892,-0.043713816,-0.041030264,-0.976390501,9.946409077320284,0.35513379145413637,0.5220099411977147,-0.003380417,0.014208129432518035,0.001902226,0.8330447673797607,0.191049725,1.147694706916809,3.9000000953674316,15.919524192810059,249.0010223388672,159.6999969482422,-86.9143166,40.3887189,5.1791438865661625,11.730787830352783,-14.39904974,Drive
163,0.015400784686931129,-0.095042522,0.07564035,9.977658021797254,0.24103913056433598,0.5610152734714804,0.006452445,4.892708503107712E-4,0.002029733,-21.44444444,-52.92420891,44.97932514190674,-45.93824512,0.46045944384000836,-0.013831438,0.026152284219137675,0.8871772850601418,-0.048684269,-0.03368373,-0.958304561,9.977658021797254,0.24103913056433598,0.5610152734714804,-0.014316362,0.011942657032298847,0.002946004,0.7413530945777893,0.17691805958747864,1.1577495336532593,3.9000000953674316,16.54956817626953,247.00157165527344,159.6999969482422,-86.914494,40.3886627,5.156085901260376,11.439085779190064,-14.25777375,Drive
164,-0.086981755,-0.077345282,-0.083288189,9.89402252,0.07610729,0.4000672927985971,0.020318084495883543,0.001355132,-0.001267656,-28,-53.0508448,44.60734718322754,-46.25422493,0.4506916967989172,-0.018216027,0.017754139134533775,0.8923033,-0.048553896,-0.01525103,-0.935800989,9.89402252,0.07610729,0.4000672927985971,-4.51E-04,0.012808518191501136,-3.51E-04,0.7624216675758362,0.3440930247306824,1.1678111553192139,3.9000000953674316,17.049108505249023,246.9995117,159.6999969482422,-86.9146836,40.3886022,5.028961906433105,11.067473783493043,-14.57387573,Drive
165,0.074925673,-0.012327793,-0.012132644,9.974640901806286,0.090506193,0.2423546023379211,0.020377390149944614,0.010986354884700579,3.573159321021397E-4,-29.33333333,-52.88736504,44.34504715,-45.8695591,0.44197678334504653,-0.009228557,0.010367735695925731,0.8969099782045605,-0.025726606,-0.010429531,-0.915842058,9.974640901806286,0.090506193,0.2423546023379211,-3.91E-04,0.022439741,0.001273587,0.7337493896484375,0.1984943300485611,1.1777364015579224,3.9000000953674316,17.289806365966797,246.0008544921875,159.6999969482422,-86.9148727,40.3885406,5.191953878,10.804563789367675,-14.19018575,Drive
166,0.10511962649891678,-0.010308369,0.1435082873094429,9.968455592,0.054271193,0.4740837949319083,0.006891306,-0.006852758,1.7939913945579992E-4,-21.5,-52.85064316,44.17473503112793,-45.8702911,0.4306801982875009,-0.013473897,0.009923089,0.9023289883021012,-0.03287479,-0.006334013,-0.890743947,9.968455592,0.054271193,0.4740837949319083,-0.013877501,0.004600629,0.00109567,0.4115012586116791,0.092195444,1.1878347396850586,3.9000000953674316,17.699913024902344,245.0002899169922,159.6999969482422,-86.9150606,40.3884763,5.229163866043091,10.634617795944214,-14.19164971,Drive
167,0.054707045693999354,-0.008009859,0.065832364,9.839109596696872,0.054712587,0.45763604400806057,0.007009917,0.019158660734831853,-0.003189157,-25.55555556,-51.82376904,44.23854110717773,-43.99185699,0.4197020371562069,-0.016904287,0.011555412449666019,0.9074233834025929,-0.040393882,-0.006771472,-0.866573051,9.839109596696872,0.054712587,0.45763604400806057,-0.01375889,0.030612047,-0.002272886,0.6468327045440674,0.191049725,1.1977134943008423,3.9000000953674316,17.959814071655273,244.00071716308594,159.6999969482422,-86.9152495,40.3884091,6.2573798608779905,10.697569799423217,-12.31187382,Drive
168,0.003978995,-0.006076996,-0.010401087,9.908237198,0.03939736,0.22222469205904788,0.008387403,0.01235791,-0.002525619,-18.125,-52.15011902,44.121421089172365,-43.619757,0.4111727582147488,-0.009897454,0.006950476,0.9114705312710542,-0.02376152,-0.004520018,-0.847606336,9.908237198,0.03939736,0.22222469205904788,-0.012381404,0.023811296,-0.001609348,0.6279118061065674,0.20518285036087036,1.2077113389968872,3.9000000953674316,18.27976417541504,244,159.6999969482422,-86.9154452,40.3883395,5.930053896903992,10.58142580986023,-11.94013978,Drive
169,0.1018070665378015,-0.028678821,0.049981328,10.091346203702168,0.010393097029221289,0.22948446850862028,0.00330925,0.011757327006334096,0.005433872,-24.77777778,-51.77143089,43.91084911346436,-43.32829937,0.40113561014527255,-0.007442132,0.005393504,0.9159656954043119,-0.017962269,-0.003906219,-0.825590198,10.091346203702168,0.010393097029221289,0.22948446850862028,-0.017459557,0.023210713526830802,0.006350143,0.6520647406578064,0.1984943300485611,1.217691183,3.9000000953674316,18.589773178100586,244.00001525878906,159.6999969482422,-86.9156479,40.388265,6.309839864,10.371463804244994,-11.64819384,Drive
170,-0.062621117,-0.029952969,0.019356947,9.940357310100666,-0.013436397,0.17972305139472472,6.642222621487182E-4,0.004581354,8.43621517454717E-4,-24,-50.96903694,43.701009063720704,-43.42138531,0.3892787437415817,-0.00705891,0.003876679,0.921075688,-0.016027603,-0.001646892,-0.799744389,9.940357310100666,-0.013436397,0.17972305139472472,-0.020104584,0.016034741,0.001759893,0.6347570419311523,0.1984943300485611,1.227790355682373,3.884999990463257,18.909761428833008,243.00074768066406,159.6999969482422,-86.9158487,40.3881912,7.110525875091553,10.161257791519166,-11.74164579,Drive
171,0.024636185284957146,-0.041205904,-0.039048707,9.985596913557787,-0.086204887,0.051336399,0.005966139,-1.75E-04,0.002883733,-24.25,-51.03259907,43.61804908752441,-43.53691925,0.37774498051810035,-0.005045686,-3.80E-04,0.9258872554140184,-0.009064333,0.004524462,-0.774718578,9.985596913557787,-0.086204887,0.051336399,-0.014802668,0.011278434765629146,0.003800004,0.5848918557167053,0.2126029133796692,1.237918496131897,3.884999990463257,19.129833221435547,242.99998474121094,159.6999969482422,-86.9160488,40.388117,7.047329855,10.078053841590881,-11.85595979,Drive
172,-0.065318645,-0.054368607,0.077920294,9.879741039090943,-0.192192444,0.2592466527921627,-0.003048306,-0.002736952,-0.003794073,-21.77777778,-50.623899,43.563880882263184,-43.95733116,0.3631160458893452,-0.010894082,-0.003078945,0.9316528375866344,-0.018087818,0.013621203,-0.743152855,9.879741039090943,-0.192192444,0.2592466527921627,-0.023817113,0.008716435,-0.002877802,0.6153039932250977,0.2121320366859436,1.2478158473968506,3.884999990463257,19.299863815307617,243,159.6999969482422,-86.9162563,40.3880378,7.456883850097657,10.023763794898986,-12.27832376,Drive
