seconds_elapsed,magnetometer_z,magnetometer_y,magnetometer_x,magnetometerUncalibrated_z,magnetometerUncalibrated_y,magnetometerUncalibrated_x,gyroscope_z,gyroscope_y,gyroscope_x,totalAcceleration_z,totalAcceleration_y,totalAcceleration_x,microphone_dBFS,accelerometer_z,accelerometer_y,accelerometer_x,location_bearingAccuracy,location_speedAccuracy,location_verticalAccuracy,location_horizontalAccuracy,location_speed,location_bearing,location_altitude,location_longitude,location_latitude,accelerometerUncalibrated_z,accelerometerUncalibrated_y,accelerometerUncalibrated_x,orientation_qz,orientation_qy,orientation_qx,orientation_qw,orientation_roll,orientation_pitch,orientation_yaw,gyroscopeUncalibrated_z,gyroscopeUncalibrated_y,gyroscopeUncalibrated_x,class
134,-52.35861694,12.899303789138793,19.70409767150879,-113.9187173,56.51845092773438,-8.616615782,-8.90E-05,1.541944537130953E-4,4.447915803785753E-6,9.949742097,0.42606047884776044,-0.072889059,-126,0.008585624,3.64738760642635E-4,0.001033121,0,0.086023256,1.234424352645874,10.053999900817871,0.011471877805888653,0,160.1999969482422,-86.9154782,40.3848643,9.949742097,0.42606047884776044,-0.072889059,0.43802743513607284,0.012710821172855432,0.01760765,0.8986992668179632,0.007428014,-0.042796403,-0.906877356,-0.021468612,0.016188935,4.447915803785753E-6,Home
135,-52.35422508,12.889177732467651,19.691043643951417,-113.9137157,56.50893493652344,-8.629059849,-8.90E-05,5.930555912042127E-5,-1.38E-04,9.948648147,0.42514418600832377,-0.073971324,-143.625,0.00130296,-7.26E-05,8.329745490574143E-5,0,0.086023256,1.244523286819458,10.074000358581543,0.011695662513375282,0,160.1999969482422,-86.9154783,40.3848644,9.948648147,0.42514418600832377,-0.073971324,0.43809124711647773,0.012696866615159997,0.017561732673818626,0.8986692544326041,0.007440136,-0.042702126,-0.907018506,-0.021468612,0.016094046,-1.38E-04,Home
136,-52.3229932,12.90637975692749,19.62369962692261,-113.8830935,56.526625061035155,-8.696281843,-1.48E-04,2.1350001283351657E-4,7.561458787853712E-5,9.947074288303412,0.4251209537959793,-0.074319794,-132.6666667,-8.10E-04,-4.11E-04,4.3361742519637916E-4,0,0.086023256,1.103899359703064,9.93500042,0.030128048732876778,0,160.1999969482422,-86.9154789,40.3848644,9.947074288303412,0.4251209537959793,-0.074319794,0.43802601619831566,0.012733785580228833,0.017561417380438267,0.8987005376121373,0.007509932,-0.042733374,-0.906872178,-0.021527917,0.016248240768547775,7.561458787853712E-5,Home
137,-52.32592106,12.898937759399415,19.677989711761473,-113.8863879,56.51967086791992,-8.641747818,1.779166773612638E-5,1.304722300649268E-4,-5.49E-05,9.941519042820607,0.42470278988764126,-0.074830882,-122.75,-0.00344057,5.9490354315748495E-5,7.8117775106893E-4,0,0.086023256,1.1139229536056519,9.93500042,0.020387103781104088,0,160.1999969482422,-86.915479,40.3848644,9.941519042820607,0.42470278988764126,-0.074830882,0.4380159835213596,0.012763425807278711,0.017511381,0.8987059818888173,0.007607603,-0.042669281,-0.906847513,-0.021361862,0.016165212972216236,-5.49E-05,Home
138,-52.297617,12.916505737304687,19.704829711914062,-113.8573517,56.53821491241455,-8.615883789,-1.36E-04,1.6605556553717955E-4,-4.30E-05,9.937973346525025,0.42549265299028566,-0.075272276,-126.1111111,-5.54E-04,7.046044451519124E-4,0.001021855,0,0.086023256,1.1239190101623535,9.93500042,0.011208624579012394,0,160.1999969482422,-86.915479,40.3848645,9.937973346525025,0.42549265299028566,-0.075272276,0.4379506733232332,0.012799514,0.017512869,0.898737267,0.007674326,-0.042703024,-0.906701102,-0.021516056,0.016200796357419306,-4.30E-05,Home
139,-52.30518089,12.908331785202027,19.63833948135376,-113.8651596,56.52760097503662,-8.68176383,-2.35E-05,1.1747062671929598E-4,3.52411857770326E-5,9.941100972370037,0.4252138777265271,-0.075388433,-133.7777778,4.2984118828406703E-4,-1.37E-04,5.768486298620701E-4,0,0.086023256,1.1338790655136108,9.93500042,0.009469001,0,160.1999969482422,-86.915479,40.3848646,9.941100972370037,0.4252138777265271,-0.075388433,0.43794014075627696,0.01278921,0.017546748,0.8987418865928283,0.007626592,-0.042754834,-0.906678935,-0.021403147,0.016152211339571156,3.52411857770326E-5,Home
140,-52.32128506,12.897717752456664,19.72654571533203,-113.8815075,56.518572883605955,-8.593801889,-5.93E-06,-5.93E-05,-3.11E-05,9.937299589508946,0.42600374227588617,-0.076224759,-126,-0.002952974,6.212366437449039E-5,2.836110884124793E-4,0,0.086023256,1.143868088722229,9.93500042,0.00713262,0,160.1999969482422,-86.9154791,40.3848646,9.937299589508946,0.42600374227588617,-0.076224759,0.4378564412732726,0.012829982,0.017560076,0.8987818256165218,0.007692251,-0.042813812,-0.90649178,-0.021385584,0.015975435,-3.11E-05,Home
141,-52.29944706,12.885639743804932,19.728985595703126,-113.8596695,56.50466480255127,-8.591727829,1.779166773612638E-5,-1.07E-04,2.0608681681321807E-4,9.922991761883486,0.4239826187925431,-0.076015678,-139.6666667,-0.007033218,-0.001282307,-4.03E-04,0,0.086023256,1.1538474559783936,9.93500042,0.007893834,0,160.1999969482422,-86.9154791,40.3848647,9.922991761883486,0.4239826187925431,-0.076015678,0.4379238865329224,0.012789026,0.017566245,0.8987494307814292,0.007609941,-0.042789602,-0.906643321,-0.021361862,0.015927991,2.0608681681321807E-4,Home
142,-52.38252918,12.897595806121826,19.672133808135985,-113.9427516,56.51588878631592,-8.647725849,5.930555912042127E-6,-1.78E-04,9.93368109615827E-5,9.892977177518086,0.4207534723490187,-0.074064249,-131.625,-0.015541456,-0.00267136,1.7152860471345845E-4,0,0.086023256,1.1638984680175781,9.93500042,0.006672534,0,160.1999969482422,-86.9154792,40.3848647,9.892977177518086,0.4207534723490187,-0.074064249,0.43806699236619817,0.012716465765266742,0.017549373,0.898681041,0.007487391,-0.042696875,-0.906963572,-0.021373723,0.015856824082873977,9.93368109615827E-5,Home
143,-52.37984497,12.90808780670166,19.76595167160034,-113.9399458,56.527600898742676,-8.554273834,-1.78E-05,-5.93E-05,-4.30E-05,9.885601474688603,0.41867494067320454,-0.07452262,-126.4444444,-0.004802713,-0.001285924,-4.22E-04,0,0.086023256,1.1738730669021606,9.93500042,0.002026437,0,160.1999969482422,-86.9154791,40.3848647,9.885601474688603,0.41867494067320454,-0.07452262,0.43826433321804675,0.012665141599921926,0.017424476,0.898587974,0.007495256,-0.042428938,-0.907400838,-0.021397445,0.015975435201114822,-4.30E-05,Home
144,-52.37935726,12.857213792800904,19.689701633453367,-113.9397021,56.47904476165772,-8.630401869,-5.34E-05,-5.93E-05,4.0031250710915594E-5,9.891745956198683,0.4191737444076723,-0.074482413,-128,0.002165804,5.650578193294192E-6,-4.04E-04,0,0.086023256,1.183876395225525,9.93500042,0.005209317,0,160.1999969482422,-86.915479,40.3848647,9.891745956198683,0.4191737444076723,-0.074482413,0.43834878634480595,0.012634462993411184,0.017389201,0.8985479005332132,0.007467032,-0.042339311,-0.907588767,-0.021433028,0.015975435,4.0031250710915594E-5,Home
145,-52.31725891,12.914431715011597,19.686773586273194,-113.8771156,56.53431068,-8.634061852,-2.97E-05,1.1861111824084254E-5,-1.14E-04,9.895625669979355,0.4189181987521718,-0.074947039,-108,0.002248208,6.518578066409213E-5,3.389167120155779E-4,0,0.086023256,1.1938469409942627,9.93500042,0.006291091,0,160.1999969482422,-86.915479,40.3848648,9.895625669979355,0.4189181987521718,-0.074947039,0.4382875072724611,0.012691086022526894,0.017343173780053563,0.8985778816695352,0.007612151,-0.042305691,-0.907449348,-0.021409306,0.016046602,-1.14E-04,Home
146,-52.32384697,12.862337779998779,19.719225654602052,-113.8838251,56.482216911315916,-8.599535837,-1.96E-04,-1.66E-04,-2.33E-04,9.902083989485954,0.4188252733749093,-0.073065304,-113.375,0.003932212,0.001217972,7.252541994585575E-4,0,0.086023256,1.203869342803955,10.088000297546387,0.008808262,0,160.1999969482422,-86.915479,40.3848649,9.902083989485954,0.4188252733749093,-0.073065304,0.43849760091420514,0.012590165087247937,0.017306714816000855,0.8984774952953302,0.007452746,-0.042153376,-0.90791907,-0.021575362,0.015868685262512814,-2.33E-04,Home
147,-52.32091904,12.85818974494934,19.61576971054077,-113.8807755,56.47758094787598,-8.704455795,-4.70E-05,1.5271181473508477E-4,-3.52E-05,9.941452239323588,0.4237735390084461,-0.073158229,-102.5555556,0.020500568243173454,0.003101308,-6.81E-05,0,0.086023256,1.2139760255813599,10.088000297546387,0.011010386981070042,0,160.1999969482422,-86.915479,40.384865,9.941452239323588,0.4237735390084461,-0.073158229,0.43838846253661007,0.012595782987773418,0.017423191,0.8985284154231732,0.007365777,-0.042366826,-0.907679228,-0.021426642,0.016187452585794605,-3.52E-05,Home
148,-52.35873909,12.877587738037109,19.697265644073486,-113.9183516,56.49746685028076,-8.622715826,-5.93E-06,7.116667094450552E-5,-1.93E-05,9.957275677653191,0.42591081660928076,-0.072763297,-118.625,0.008750638,9.933848982875786E-4,6.465426492459565E-4,0,0.086023256,1.2239152193069458,10.088000297546387,0.007446848,0,160.1999969482422,-86.9154791,40.384865,9.957275677653191,0.42591081660928076,-0.072763297,0.4381497846645059,0.012662882907587348,0.017563788383041772,0.8986411574974801,0.007374418,-0.042676518,-0.907149893,-0.021385584,0.016105907453784665,-1.93E-05,Home
149,-52.33421711,12.847575759887695,19.718615684509277,-113.8944398,56.468552894592285,-8.601731787,5.337500320837914E-5,7.116667094450552E-5,-1.02E-04,9.956209969752043,0.4252138765691553,-0.073994555,-121.3333333,7.000247251640246E-4,3.128847450885958E-4,-3.38E-04,0,0.086023256,1.2339081764221191,10.088000297546387,0.008293615,0,160.1999969482422,-86.9154791,40.3848651,9.956209969752043,0.4252138765691553,-0.073994555,0.43816182364537876,0.012665046433221947,0.017545125,0.8986356200523746,0.007394107,-0.042644951,-0.907176094,-0.021326278,0.016105907480910564,-1.02E-04,Home
150,-52.3966811,12.886249771118164,19.73142557144165,-113.9571477,56.50515289306641,-8.588677788,-5.93E-06,0,-5.49E-05,9.950733120001635,0.42556234615520366,-0.074830882,-123,-0.002384686,6.511607795085722E-4,3.3115881305296444E-4,0,0.086023256,1.2439079284667969,10.088000297546387,0.010848808102309704,0,160.1999969482422,-86.9154792,40.3848652,9.950733120001635,0.42556234615520366,-0.074830882,0.4380621982430949,0.012734225263945687,0.017517967,0.8986837447268291,0.007547102,-0.042655923,-0.906951459,-0.021385584,0.016034741,-5.49E-05,Home
151,-52.38740921,12.876855688095093,19.67323167800903,-113.94751,56.496002769470216,-8.64638382,5.930555912042127E-6,1.4233334188901105E-4,4.447914108416988E-6,9.946992957476274,0.4256320404774934,-0.074807651,-128.125,-0.002364409,-4.97E-05,6.162025106763376E-4,0,0.086023256,1.103447437286377,9.93500042,0.060824137181043625,0,160.1999969482422,-86.9154805,40.3848651,9.946992957476274,0.4256320404774934,-0.074807651,0.43797461124299797,0.012765986618848101,0.017554672,0.8987252637020593,0.007576223,-0.042749026,-0.906756587,-0.021373723,0.016177074079519335,4.447914108416988E-6,Home
152,-52.3593491,12.88088171005249,19.655053634643554,-113.9193275,56.501005020141605,-8.665537853,-7.71E-05,1.1861111824084254E-4,-1.62E-04,9.944384180582487,0.4257613758628185,-0.075212858,-128,-0.001375689,7.703963992665115E-4,4.457729751045264E-4,0,0.086023256,1.1133884191513062,9.93500042,0.042295083,0,160.1999969482422,-86.9154808,40.3848652,9.944384180582487,0.4257613758628185,-0.075212858,0.43800017787414847,0.012763433954090748,0.017529944590862514,0.8987133242551563,0.007592093,-0.042702538,-0.90681287,-0.021456751,0.016153352,-1.62E-04,Home
153,-52.31652695,12.85245574951172,19.693117599487305,-113.8763836,56.47416492462158,-8.625887833,-8.90E-05,5.930555912042127E-5,2.2980903989626366E-4,9.941995361476268,0.42605020467517446,-0.074412719,-125,-9.63E-04,-4.55E-05,7.40973079956851E-4,0,0.086023256,1.1234902143478394,9.93500042,0.020020114,0,160.1999969482422,-86.9154808,40.3848652,9.941995361476268,0.42605020467517446,-0.074412719,0.4379335714196696,0.012774777291252197,0.017584590621075584,0.898744551,0.007567766,-0.042810193,-0.906665834,-0.021468612,0.016094046319355664,2.2980903989626366E-4,Home
154,-52.37167099,12.88051573753357,19.631263618469237,-113.9316499,56.501981048583986,-8.688473864,4.151389138429489E-5,-2.37E-05,1.3492014643383548E-4,9.934709271180976,0.425074491,-0.075202582,-127.4444444,-0.004516676,-0.001664566,4.606491443022941E-4,0,0.086023256,1.1334314346313477,9.93500042,0.00967526,0,160.1999969482422,-86.9154808,40.3848653,9.934709271180976,0.425074491,-0.075202582,0.4378509,0.012804421,0.017619940660242896,0.8987837150258925,0.00759406,-0.042899038,-0.906481945,-0.02133814,0.016011018513982157,1.3492014643383548E-4,Home
155,-52.37057301,12.909551725387573,19.72617961883545,-113.9301857,56.52979686737061,-8.594533796,8.89583386806319E-5,2.3722223648168508E-5,4.0031251276038514E-5,9.936968571931413,0.4261198989974642,-0.075039964,-119.125,0.001396475,9.633470507501399E-5,2.6202672025532397E-4,0,0.086023256,1.143523931503296,9.93500042,0.009262078,0,160.1999969482422,-86.9154807,40.3848654,9.936968571931413,0.4261198989974642,-0.075039964,0.4379045263077449,0.012785760948018542,0.017595823601032925,0.898758329,0.007579064,-0.042839774,-0.906601169,-0.021290695,0.016058463024572263,4.0031251276038514E-5,Home
156,-52.34702728,12.84501374,19.677989692687987,-113.9072497,56.46550285339355,-8.642357845,2.3494125343859196E-5,0,2.349412254541396E-5,9.933298009113201,0.42393615957602715,-0.074505644,-119.8888889,-0.00374374,-0.001713723,8.675958244846418E-4,0,0.086023256,1.1533609628677368,9.93500042,0.010495103,0,160.1999969482422,-86.9154807,40.3848655,9.933298009113201,0.42393615957602715,-0.074505644,0.4379294010309073,0.012781112,0.017576272402388547,0.8987466520988024,0.007586657,-0.042800743,-0.906656123,-0.021356159,0.016034741,2.349412254541396E-5,Home
157,-52.38423691,12.848307762145996,19.67542764663696,-113.9444597,56.46952880859375,-8.645041866,-1.84E-04,1.1861111824084254E-4,-1.02E-04,9.894603368148063,0.4211019407776953,-0.074157174,-121.75,-0.018546475,-9.42E-04,-2.49E-05,0,0.086023256,1.163307785987854,9.93500042,0.005979649,0,160.1999969482422,-86.9154807,40.3848655,9.894603368148063,0.4211019407776953,-0.074157174,0.4381950396357231,0.012677944617942699,0.017479196715268118,0.898620529,0.007473557,-0.042537981,-0.907247761,-0.021563501,0.016153351882997068,-1.02E-04,Home
158,-52.397169,12.866363706588745,19.724715576171874,-113.9566601,56.48831687927246,-8.595997782,-1.72E-04,8.302778276858978E-5,-1.14E-04,9.884288464,0.4182212598694181,-0.075411664,-116.4444444,-0.006738579,-0.001063418,3.392712294476704E-4,0,0.086023256,1.1733505725860596,9.93500042,0.007575763,0,160.1999969482422,-86.9154807,40.3848656,9.884288464,0.4182212598694181,-0.075411664,0.43822585581575785,0.012719316308576506,0.017356754253500875,0.8986072875921008,0.007653927,-0.042354342,-0.907311641,-0.021551639,0.016117768506835967,-1.14E-04,Home
159,-52.36569313,12.838791732788087,19.703975734710692,-113.9257941,56.458305015563965,-8.615761843,-2.08E-04,2.2536112465760082E-4,-7.86E-05,9.888795445266279,0.4181051043052118,-0.074226868,-120.125,0.001453761,4.02784463271354E-4,0.001874278,0,0.086023256,1.183361291885376,9.93500042,0.010157666,0,160.1999969482422,-86.9154808,40.3848657,9.888795445266279,0.4181051043052118,-0.074226868,0.43831169113372137,0.012706576710910474,0.017282489976547296,0.8985670353602437,0.007692115,-0.042210367,-0.907501017,-0.021587223,0.016260101902976776,-7.86E-05,Home
160,-52.36215534,12.879539699554444,19.737647666931153,-113.9224996,56.50051704406738,-8.582089815,4.151389138429489E-5,-1.19E-05,1.6309027627870006E-5,9.893906547027884,0.4183141866933952,-0.075086426,-135.2222222,0.002611382,5.000146847326779E-4,2.8518616285138916E-4,0,0.086023256,1.1933540105819702,9.93500042,0.006064994,0,160.1999969482422,-86.9154808,40.3848657,9.893906547027884,0.4183141866933952,-0.075086426,0.43836172952235325,0.012671843388126892,0.017296111,0.8985428567071563,0.007615338,-0.042204826,-0.90761384,-0.021338139,0.016022879684579026,1.6309027627870006E-5,Home
161,-52.35910507,12.879539785385132,19.723983535766603,-113.9190838,56.50002883911133,-8.595997829,1.779166773612638E-5,2.3722223648168508E-5,-6.67E-05,9.900533969585712,0.418951037,-0.073119138,-132.1111111,0.003576982,3.473072954751913E-4,9.405670090786462E-4,0,0.086023256,1.2033662796020508,10.098999977111816,0.002331947,0,160.1999969482422,-86.9154808,40.3848657,9.900533969585712,0.418951037,-0.073119138,0.43839811121375816,0.012622721475160237,0.017355731805985413,0.8985246495135779,0.007472958,-0.042269245,-0.90769798,-0.021361862,0.016058462988404396,-6.67E-05,Home
162,-52.31542896,12.892959775924682,19.724837589263917,-113.8751638,56.513082847595214,-8.594899836,-4.15E-05,0,-5.49E-05,9.937598627,0.42298367532711584,-0.074482413,-134.75,0.020409778483863016,0.002433728,-2.71E-04,0,0.086023256,1.2134209871292114,10.098999977111816,0.005705452,0,160.1999969482422,-86.9154808,40.3848658,9.937598627,0.42298367532711584,-0.074482413,0.4383268911861679,0.012643681233296695,0.017395714,0.8985583163002162,0.00747894,-0.042358923,-0.907539936,-0.021421167,0.016034741,-5.49E-05,Home
163,-52.29151714,12.857701778411865,19.683235569000246,-113.851252,56.47867881774902,-8.638453817,-2.97E-05,-7.12E-05,1.6309025932501242E-5,9.957089869,0.42533003531613395,-0.075132889,-129.7777778,0.010317673,0.00111325,-2.64E-04,0,0.086023256,1.223365306854248,10.098999977111816,0.008742673,0,160.1999969482422,-86.9154808,40.3848659,9.957089869,0.42533003531613395,-0.075132889,0.4381007659203798,0.012720832510769945,0.017500570387516207,0.8986654686696322,0.007536435,-0.042613226,-0.907037224,-0.021409306,0.015963574120937622,1.6309025932501242E-5,Home
164,-52.34324505,12.860629777908326,19.670913677215577,-113.903224,56.481362915039064,-8.647847853,-1.13E-04,2.965277956021064E-4,-1.73E-04,9.955878915138616,0.42553911567891683,-0.075388433,-120.875,6.583315654865746E-4,0.001057769,6.432054401601402E-4,0,0.086023256,1.2333447933197021,10.076000213623047,0.005306768,0,160.1999969482422,-86.9154808,40.3848659,9.955878915138616,0.42553911567891683,-0.075388433,0.43805356453923344,0.012756335892651266,0.017481992581804977,0.8986883360205344,0.007618832,-0.042610531,-0.906930546,-0.021492334,0.016331268546795383,-1.73E-04,Home
165,-52.36642502,12.85818977355957,19.692751598358154,-113.9262817,56.477458992004394,-8.627473812,-1.88E-04,1.9970006542280316E-4,2.34941242244811E-5,9.950294698326333,0.4262825169609588,-0.074319793,-115.1111111,-0.002456555,4.963720074066749E-4,0.001897922,0,0.086023256,1.2433384656906128,10.076000213623047,0.007389021,0,160.1999969482422,-86.9154808,40.384866,9.950294698326333,0.4262825169609588,-0.074319793,0.4379351371182845,0.012799119746957261,0.017531956492278438,0.8987444713711739,0.007657626,-0.042736875,-0.906667079,-0.021567606,0.016234440809617248,2.34941242244811E-5,Home
166,-52.35129723,12.87234175682068,19.604545688629152,-113.9110313,56.49258678436279,-8.716289873,6.52361150324634E-5,1.8977778918534806E-4,-1.14E-04,9.947045234,0.4254461914590261,-0.075853059,-110.375,-0.001857063,-8.26E-05,6.884593625091812E-4,0,0.086023256,1.102907419204712,9.93500042,0.07217475,0,160.1999969482422,-86.9154822,40.3848654,9.947045234,0.4254461914590261,-0.075853059,0.43791744112968445,0.012812545920893984,0.017524744194109463,0.8987530469894409,0.007688943,-0.042735516,-0.90662708,-0.021314417,0.016224518562983542,-1.14E-04,Home
167,-52.31957706,12.839523782730103,19.698851680755617,-113.8800434,56.459646949768064,-8.620275879,-1.01E-04,2.1350001283351657E-4,-3.11E-05,9.943397947885458,0.4247957152649037,-0.076457072,-122.2222222,-0.002035863,1.3292182996435073E-4,7.692582688285309E-4,0,0.086023256,1.112884521484375,9.93500042,0.051313482224941254,0,160.1999969482422,-86.9154826,40.3848653,9.943397947885458,0.4247957152649037,-0.076457072,0.43792925558043916,0.012829055,0.017476403977251746,0.8987479898536089,0.007760458,-0.042663142,-0.906651502,-0.021480473,0.016248240768547775,-3.11E-05,Home
168,-52.35568905,12.848551702499389,19.619551601409913,-113.9154234,56.46745487213135,-8.700551853,2.9652779560210635E-5,-4.74E-05,8.747569913749845E-5,9.943903210093675,0.42663098567897834,-0.076201528,-108,1.5721737759784586E-5,4.640962313679816E-4,7.378768935365584E-4,0,0.086023256,1.1228851079940796,9.93500042,0.022803048,0,160.1999969482422,-86.9154826,40.3848653,9.943903210093675,0.42663098567897834,-0.076201528,0.4378268351253954,0.012849180000716621,0.017554821374202237,0.8987960774921676,0.007732808,-0.042820925,-0.906425166,-0.021350001,0.015987296,8.747569913749845E-5,Home
169,-52.31323296,12.88893370628357,19.69275173187256,-113.8736995,56.506494674682614,-8.62783988,-2.97E-05,1.6605556553717955E-4,-3.11E-05,9.940473704662137,0.4259108160305949,-0.075179351,-109,-0.001665504,-6.44E-04,0.001168156,0,0.086023256,1.1328489780426025,9.93500042,0.009268425,0,160.1999969482422,-86.9154826,40.3848655,9.940473704662137,0.4259108160305949,-0.075179351,0.4378268906792391,0.012833106430988866,0.017588307918275443,0.8987956255385019,0.007674538,-0.042867074,-0.906426724,-0.021409306,0.016200796,-3.11E-05,Home
170,-52.34068314,12.886615810394288,19.67676975250244,-113.9005394,56.505274810791015,-8.642601862,-2.97E-05,1.1861111824084254E-4,4.447915803785753E-6,9.939920599644001,0.425945439,-0.075465945,-120.5555556,-4.47E-04,4.164345056107901E-4,9.549469189736449E-4,0,0.086023256,1.1428899765014648,9.93500042,0.004631669,0,160.1999969482422,-86.9154825,40.3848655,9.939920599644001,0.425945439,-0.075465945,0.4378891451266205,0.012821023822626442,0.017540321115729878,0.89876641,0.007691889,-0.042770716,-0.90656429,-0.021409306,0.016153351873955103,4.447915803785753E-6,Home
171,-52.40107307,12.84269576072693,19.745089607238768,-113.9611734,56.46196483612061,-8.57574584,1.1268056232880041E-4,1.0675000641675828E-4,-4.30E-05,9.933559352911791,0.42454017,-0.074923807,-111.75,-0.004809722,-2.81E-04,0.001410545,0,0.086023256,1.1527844667434692,9.93500042,0.002191334,0,160.1999969482422,-86.9154825,40.3848655,9.933559352911791,0.42454017,-0.074923807,0.4379392182364047,0.012800470690776422,0.017524338,0.8987426109684323,0.00766654,-0.042724391,-0.906675905,-0.021266973,0.016141491,-4.30E-05,Home
172,-52.39058117,12.863557748794555,19.699095573425293,-113.9509258,56.483071174621585,-8.62125186,6.52361150324634E-5,-2.25E-04,7.561458674829128E-5,9.893511503645517,0.4204050024736275,-0.075411664,-126.6666667,-0.019534546,-0.0024481,-0.00104076,0,0.086023256,1.1627815961837769,9.93500042,0.006989653,0,160.1999969482422,-86.9154826,40.3848656,9.893511503645517,0.4204050024736275,-0.075411664,0.4381278900845537,0.012701461118763512,0.017509085641613284,0.8986523533330381,0.007492835,-0.042611785,-0.90709843,-0.021314417,0.015809379662703543,7.561458674829128E-5,Home
173,-52.33446087,12.835863752365112,19.764243659973143,-113.8940741,56.45610885620117,-8.556591797,-2.97E-05,-9.49E-05,-1.93E-05,9.883405685424805,0.4174778600340908,-0.07678231,-106.125,-0.006533928,-0.001880356,-0.001229689,0,0.086023256,1.1728154420852661,9.93500042,0.004601767,0,160.1999969482422,-86.9154826,40.3848656,9.883405685424805,0.4174778600340908,-0.07678231,0.4382227575316012,0.01271746,0.017364262196334822,0.8986086816463655,0.007644148,-0.042366188,-0.907305009,-0.021409306,0.015939851906331418,-1.93E-05,Home
174,-52.33299675,12.874781761169434,19.807675704956054,-113.8932197,56.49514865875244,-8.513037786,-2.35E-04,1.9970006542280316E-4,-7.05E-05,9.887912620618506,0.4185000362905484,-0.075643977,-93.77777778,0.001440067,2.8690552482238185E-4,0.001159347,0,0.086023256,1.1827958822250366,9.93500042,0.006918449,0,160.1999969482422,-86.9154826,40.3848657,9.887912620618506,0.4185000362905484,-0.075643977,0.438230074,0.012747378195994176,0.017293293,0.8986060573504522,0.007759868,-0.042264866,-0.907318409,-0.021614595,0.016234440818572275,-7.05E-05,Home
175,-52.384603,12.81731976,19.758997631072997,-113.9448259,56.43805278778076,-8.561349773,-2.08E-04,-1.19E-05,-9.04E-05,9.893883269967384,0.4173849349461713,-0.075736902,-111.25,0.002728166,3.363843103056972E-5,4.44706457043157E-4,0,0.086023256,1.1927911043167114,9.93500042,0.005397709,0,160.1999969482422,-86.9154825,40.3848657,9.893883269967384,0.4173849349461713,-0.075736902,0.4383475899117664,0.012698293446554142,0.017257593,0.8985501174787873,0.007697375,-0.042158641,-0.90758049,-0.021587223,0.01602288,-9.04E-05,Home
176,-52.32860512,12.851967763900756,19.703731632232667,-113.8884617,56.472944793701174,-8.616005831,-1.84E-04,4.7444447296337016E-5,-1.38E-04,9.901479934025737,0.4188949674078562,-0.074923807,-117.8888889,0.004786834,0.001769063,9.780242605116761E-4,0,0.086023256,1.202789068222046,10.11400032043457,0.003033563,0,160.1999969482422,-86.9154825,40.3848657,9.901479934025737,0.4188949674078562,-0.074923807,0.43840198696238325,0.012674550733809332,0.017243201075827035,0.898524194,0.007664746,-0.04211241,-0.907701894,-0.021563501,0.016082185193968628,-1.38E-04,Home
177,-52.40656315,12.848795795440674,19.73301166534424,-113.9670296,56.468431091308595,-8.586725826,-2.67E-04,2.1350001283351657E-4,-2.21E-04,9.931927311,0.42205442300120605,-0.073553161,-96.5,0.016638903941922974,0.002584205,0.001473968,0,0.086023256,1.2128220796585083,10.11400032043457,0.005738328,0,160.1999969482422,-86.9154825,40.3848658,9.931927311,0.42205442300120605,-0.073553161,0.4383444849727223,0.012661836200475115,0.017337214292108435,0.8985506168846945,0.007562086,-0.042269806,-0.907576899,-0.021646528,0.016248241,-2.21E-04,Home
178,-52.36191113,12.864533748626709,19.69458164215088,-113.922256,56.48404682159424,-8.625277815,-8.90E-05,1.1861111824084254E-4,-3.11E-05,9.955292331362234,0.424702791,-0.074157174,-141.4444444,0.011588596603245412,0.001854565,9.414848410388798E-4,0,0.086023256,1.222877025604248,10.11400032043457,0.003797589,0,160.1999969482422,-86.9154825,40.3848658,9.955292331362234,0.424702791,-0.074157174,0.43818738448967054,0.012700507905587409,0.017441160362033012,0.8986246776812284,0.007547875,-0.042489302,-0.907228952,-0.021575362,0.016153351873955103,-1.38E-04,Home
179,-52.30176502,12.846599731445313,19.625041732788088,-113.8618657,56.46672317504883,-8.694207897,5.189236310012277E-5,2.3722223648168508E-5,1.2157639619686361E-4,9.954501885634203,0.4256233297861539,-0.074729692,-112.125,0.001246499,8.722511888707725E-4,-1.37E-05,0,0.086023256,1.2329113483428955,10.11400032043457,0.006781641,0,160.1999969482422,-86.9154825,40.3848659,9.954501885634203,0.4256233297861539,-0.074729692,0.4380981919256229,0.012711679246457457,0.017522680220528712,0.8986664211865768,0.007500703,-0.04264494,-0.907032393,-0.021480473,0.016058463,-3.11E-05,Home
180,-52.34312317,12.83757176399231,19.786325531005858,-113.9035895,56.458060874938965,-8.533899841,2.0608681794346393E-4,5.930555912042127E-5,1.9274306714136912E-4,9.951238493,0.42509772187297784,-0.07569044,-100.7777778,-0.001568137,-8.52E-04,-6.52E-04,0,0.086023256,1.2428662776947021,10.11400032043457,0.004194346,0,160.1999969482422,-86.9154825,40.3848659,9.951238493,0.42509772187297784,-0.07569044,0.43799134394497546,0.012749438,0.017569525131178133,0.898717053,0.007532631,-0.042761379,-0.906794766,-0.021326278,0.016094046256061898,4.0031251841161433E-5,Home
