seconds_elapsed,totalAcceleration_z,totalAcceleration_y,totalAcceleration_x,gyroscopeUncalibrated_z,gyroscopeUncalibrated_y,gyroscopeUncalibrated_x,microphone_dBFS,location_bearingAccuracy,location_speedAccuracy,location_verticalAccuracy,location_horizontalAccuracy,location_speed,location_bearing,location_altitude,location_longitude,location_latitude,gyroscope_z,gyroscope_y,gyroscope_x,accelerometerUncalibrated_z,accelerometerUncalibrated_y,accelerometerUncalibrated_x,accelerometer_z,accelerometer_y,accelerometer_x,orientation_qz,orientation_qy,orientation_qx,orientation_qw,orientation_roll,orientation_pitch,orientation_yaw,magnetometerUncalibrated_z,magnetometerUncalibrated_y,magnetometerUncalibrated_x,magnetometer_z,magnetometer_y,magnetometer_x,class
10,9.921203452807207,-0.281035869,-0.752327026,0.039877058,-0.101107084,-0.065729834,-43.77777778,45,0.22246089577674866,1.515686035,8.152000427246094,1.2297619581222534,280.9985046386719,154.79998779296875,-86.9103469,40.4257586,0.060340442,-0.112876272,-0.066070841,9.921203452807207,-0.281035869,-0.752327026,7.127511848523778E-4,-0.193872993,-9.56E-06,0.82651793,0.018315989,-0.033817861,0.5606808772364866,0.076131649,0.008054296,-1.9499395,-108.6247715,46.370612983703616,-1.66298196,18.514719734191896,-9.489403844,53.057432975769046,Campus
11,10.043094841021937,-0.067716301,-0.615559437,0.038299530830451296,-0.01954118,0.012024203,-43.875,45,0.22685521841049194,1.5257148742675781,8.128000259399414,1.1833112239837646,278.60125732421875,154.79998779296875,-86.9103695,40.4257612,0.058762913,-0.031319266,0.011666887702004424,10.043094841021937,-0.067716301,-0.615559437,0.2225112868744193,-0.216086821,0.048299233,0.81897459,0.025356153104775268,-0.022865848,0.5720122745893534,0.066703354,-0.01516798,-1.921792579,-108.242668,46.062929191589355,-1.654319956,18.89645763397217,-9.796477814,53.065972900390626,Campus
12,9.980283209421103,-0.146917568,-0.015686929,-0.299576102,-0.00541015,0.06335168,-60.88888889,45,0.19339735805988312,1.0648772716522217,7.625999927520752,1.1944626569747925,279.5057678222656,154.79998779296875,-86.910396,40.4257649,-0.279112717,-0.017192681,0.062989917,9.980283209421103,-0.146917568,-0.015686929,0.088539735,-0.163435481,0.4250341462857515,0.7848272514574736,0.015001369894112606,-0.018012873,0.6158922916477166,0.046474364767013825,-0.001447529,-1.810821617,-108.5152158,49.12549499511719,-2.71693994,18.624031620025633,-6.734643925,52.00274322509765,Campus
13,9.857807849217387,0.2415269896098711,0.8936931177774824,-0.685053456,-0.180486275,0.10856782070074517,-52.625,45,0.20592211186885834,1.074808955192566,6.693999767303467,1.239892601966858,288.00274658203125,154.79998779296875,-86.9104134,40.4257718,-0.664590072,-0.192252428,0.10819044578462265,9.857807849217387,0.2415269896098711,0.8936931177774824,-0.065336085,-0.562338063,0.5565024306281254,0.5939775501879362,0.007940752,0.042364148,0.793307745,-0.034251514,-0.080088291,-1.286834242,-109.6148022,55.61052661895752,-9.57089982,17.52456771850586,-0.249856006,45.149271163940426,Campus
14,9.310278332349165,1.3584844106808305,1.9971705861389637,-0.193976623,-0.036412131,-0.047964853,-55.22222222,45,0.2108864039182663,1.0847560167312622,5.810999870300293,1.353428602218628,315.8233947753906,154.79998779296875,-86.910428,40.4257837,-0.17351324,-0.048197628,-0.048326617,9.310278332349165,1.3584844106808305,1.9971705861389637,-0.308976789,-0.027357369,0.16328244186142116,0.4386970435531394,-0.052004383,0.10467972754708772,0.8900864043282074,-0.188542115,-0.140576873,-0.929886278,-111.0029182,60.14843876,-22.16288557,16.13681763648987,4.288543922305107,32.55765119552612,Campus
15,9.619434537239446,0.5696195628747199,0.2814848012318021,-0.085518618,0.1729275982118284,-0.085423725,-52.5,45,0.42279767990112305,1.0947436094284058,5.290999889373779,1.6465429067611694,338.9273376464844,154.79998779296875,-86.9104341,40.4258006,-0.065055233,0.16113913550891562,-0.085760287,9.619434537239446,0.5696195628747199,0.2814848012318021,-0.21310122,-0.050840759,-0.173644416,0.3637022555453106,-0.009801303,0.037918390855373976,0.9294215278718078,-0.046507846,-0.0629064,-0.749187953,-108.1883778,65.81253311157226,-20.11279755,-24.22126942,12.955545811653137,18.773725700378417,Campus
16,9.913554242513712,0.19734107561915823,-0.331533709,-0.142131703,-0.020893349,2.8169338672774508E-5,-43.22222222,45,0.4062020480632782,1.1047035455703735,5.323999881744385,1.5788168907165527,346.8726806640625,154.79998779296875,-86.910437,40.4258195,-0.12166832,-0.032671432,-3.25E-04,9.913554242513712,0.19734107561915823,-0.331533709,0.030015366748698705,-0.183739447,-0.13606803,0.32108857562241044,0.015859115517335702,0.015241846738347007,0.9458958089930339,0.019779447278514214,-0.038555713,-0.654010465,-107.390986,68.08441658,-18.03220962,-46.67109909,16.84441773414612,12.32761173248291,Campus
17,10.270115577257597,0.3427114447471328,-0.002755196,-0.094106062,0.011813667629962986,0.023972789190135426,-54.66666667,45,0.3173355758190155,1.355965495109558,5.379000186920166,1.4543943405151367,348.2687988,154.6999969482422,-86.9104403,40.4258347,-0.073642678,4.151355005005031E-5,0.023622887839169864,10.270115577257597,0.3427114447471328,-0.002755196,0.3102774851530501,-0.164096305,0.065463654,0.29404790077394655,0.011375318354041456,0.024155638121900337,0.9552609156636358,0.007580354,-0.052768583,-0.597061441,-108.433476,67.88031059265137,-20.39217764,-47.71334507,16.64031167984009,9.969351806640624,Campus
18,9.989929986231536,0.18228429921188402,-0.358682378,-0.016012501,0.031477908,-0.021717695,-59.75,45,0.3904693126678467,1.3760613203048706,5.815999984741211,1.6706757545471191,352.63909912109375,154.6999969482422,-86.910441,40.4258497,0.004450883,0.019695376534268116,-0.022066116,9.989929986231536,0.18228429921188402,-0.358682378,0.1633708407577959,-0.209431191,0.004389663,0.29008352626295925,0.022536467872960556,0.013599036122419085,0.9561106036010297,0.035981112,-0.03888978,-0.588370152,-108.9001258,67.03485061645507,-19.5370796,-46.39867317,16.271261615753176,9.933361788,Campus
19,9.802125385,0.20933713481842892,-0.367275042,-0.070466864,0.022948285,0.032323012,-52.55555556,45,0.4365968704223633,1.3860305547714233,6.439000129699707,1.5978699922561646,355.5435485839844,154.6999969482422,-86.9104391,40.4258627,-0.050003482,0.011179096788818975,0.03198497,9.802125385,0.20933713481842892,-0.367275042,-0.103489455,-0.146518697,-0.151700962,0.27523189435884793,0.015265904314978753,0.014643114291581334,0.9608670444164461,0.021359532,-0.0364408,-0.557585864,-108.257552,67.97022422790528,-20.32190563,-44.17778526,17.62985363960266,8.358341875076293,Campus
20,9.724646119238104,0.1589629894429908,0.037832153,-0.266646577,-0.066624934,-0.047590287,-52.125,45,0.4075993597507477,1.3960222005844116,6.519000053405762,1.6969138383865356,357.1371765136719,154.6999969482422,-86.9104356,40.425874,-0.246183191,-0.078399895,-0.047928015,9.724646119238104,0.1589629894429908,0.037832153,-0.194008671,-0.314200575,-0.074884154,0.23456204410355824,1.2465957759279542E-4,0.023616642,0.9707253850423373,-0.011003633,-0.046488751,-0.474371179,-108.9336754,65.34868877,-21.95267965,-44.85427509,15.008927688598632,6.726469864845276,Campus
21,9.757913293190374,-0.081573761,0.065448343,0.012655806393154617,0.075092699,0.003046825,-40.66666667,45,0.41656288504600525,1.4060618877410889,6.269999980926514,1.633128046989441,358.19842529296875,154.6999969482422,-86.9104343,40.4258872,0.033119189168679196,0.063320545,0.002699884,9.757913293190374,-0.081573761,0.065448343,-0.144688916,-0.095909812,-0.087442721,0.169370175,-0.007461369,0.002052174,0.9851010951023658,-0.015487826,-0.001476949,-0.340573165,-105.14521,71.23323684692383,-25.06904755,-41.06507713,20.893353519439696,3.610833936,Campus
