ACADEMIC_PERIOD,Department,Subject,Crs .,Title,IType,Sec .,CRN,Min Cr,Max Credit,Stat,Perm,Days,Meeting Time String,Dates,BldgRoom String,Enrl*,Lim**,Graduate Student,INSTRUCTOR_ID,Instructor,Instructor _Title,Grd?,Mode,Link ID,Link Cnct,XList Group,XList Enrl,XList Max Enrl,XList Seats Avail
202410,School of Engineering Tech,MFET,34800,Intro To Robot Kinematics,LEC,005,55610,3,3,,,T,10:30 AM-11:20 AM,08/21/23-12/09/23,KNOY B033,49,54,No,27710618,"Diao, Xiumin",Associate Professor,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202410,School of Engineering Tech,MFET,34800,Intro To Robot Kinematics,LEC,005,55610,3,3,,,R,10:30 AM-11:20 AM,08/21/23-12/09/23,WALC 1121,49,54,No,27710618,"Diao, Xiumin",Associate Professor,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202410,School of Engineering Tech,MFET,36100,Machine Lrning & Mfg Analytics,LEC,002,20915,3,3,,,TR,09:30 AM-10:20 AM,08/21/23-12/09/23,SC 102,35,30,No,27710618,"Diao, Xiumin",Associate Professor,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202410,Computer Information Tech,CNIT,51100,Found Homeland Sec Std,LEC,001,59916,3,3,,Dept,TR,03:00 PM-04:15 PM,08/21/23-12/09/23,KNOY B031,23,40,No,15574137,"Dietz, James E.",Professor,Y,Reg,Unk,Unk,1P,43.0,40.0,-3.0
202410,Computer Information Tech,CNIT,61700,Cyberphysical Security Seminar,LEC,001,27689,3,3,,,TR,09:00 AM-10:15 AM,08/21/23-12/09/23,KNOY B041,3,20,No,15574137,"Dietz, James E.",Professor,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202410,Military Science,MSL,20100,Leadership And Ethics,LEC,006,36151,3,3,,,TR,12:30 PM-01:20 PM,08/21/23-12/09/23,AR 102,18,32,No,36930491,"Dirienzo, Sam A.",Assistant Professor of Military Science,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202410,Military Science,MSL,20100,Leadership And Ethics,LEC,008,39411,3,3,,,TR,09:30 AM-10:20 AM,08/21/23-12/09/23,AR 101,17,40,No,36930491,"Dirienzo, Sam A.",Assistant Professor of Military Science,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202410,Computer Information Tech,CNIT,48000,Manag Info Tech Projct,LEC,004,15185,3,3,,,TR,01:30 PM-02:45 PM,08/21/23-12/09/23,GRIS 103,78,80,No,10075214,"Dittman, Kevin C.",Associate Professor,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202410,Computer Information Tech,CNIT,55000,Org Impact Info Tech,LEC,001,21330,3,3,,Dept,TR,04:30 PM-05:45 PM,08/21/23-12/09/23,SYNC ONLINE,7,20,No,10075214,"Dittman, Kevin C.",Associate Professor,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202410,Computer Information Tech,CNIT,55300,Qual Mgmt In Info Tech,LEC,001,15782,3,3,,Inst,T,06:00 PM-08:50 PM,08/21/23-12/09/23,KNOY B029,4,20,No,10075214,"Dittman, Kevin C.",Associate Professor,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202410,School of Engineering Tech,MFET,21301,Simulation &Visual Applcations,LEC,002,20917,3,3,,,T,09:30 AM-10:20 AM,08/21/23-12/09/23,KNOY 314,15,30,No,31156585,"Dorribo Camba, Jorge",Associate Professor,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202410,Schl of Aviation & Transp Tech,AT,20501,Statics For Aerostructures,LEC,001,67393,3,3,,,MW,02:30 PM-03:20 PM,08/21/23-12/09/23,NISW 157,55,56,No,14430107,"Dubikovsky, Sergey I.",Associate Professor,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202410,Schl of Aviation & Transp Tech,AT,50700,Quant Eval In Transportation,LEC,001,14649,3,3,,,TR,12:00 PM-01:15 PM,08/21/23-12/09/23,NISW 220,20,20,No,14430107,"Dubikovsky, Sergey I.",Associate Professor,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202410,School of Engineering Tech,MET,52700,Tech Global Perspect,LEC,001,48408,3,3,,Dept,W,06:00 PM-08:50 PM,08/21/23-12/09/23,KNOY B019,24,21,No,10038408,"Dunlap, Duane D.",Professor and Chair,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202410,Technology Ldrshp & Innovatn,TLI,21300,Project Management,LEC,007,25059,3,3,,,MW,09:30 AM-10:20 AM,08/21/23-12/09/23,WALC 2051,69,70,No,10047561,"Dunlop, Steven R.",Limited Term Lecturer,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202410,Technology Ldrshp & Innovatn,TLI,21300,Project Management,LEC,008,25061,3,3,,,MW,08:30 AM-09:20 AM,08/21/23-12/09/23,WALC 2051,69,70,No,10047561,"Dunlop, Steven R.",Limited Term Lecturer,Y,Reg,A3,A4,Unk,0.0,0.0,0.0
202410,Technology Ldrshp & Innovatn,OLS,45000,Advanced Project Management,LEC,002,24301,3,3,,,MW,11:30 AM-12:20 PM,08/21/23-12/09/23,KRAN G005,15,35,No,10047561,"Dunlop, Steven R.",Limited Term Lecturer,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202410,Technology Ldrshp & Innovatn,TLI,62600,Life Of A Faculty Entrepreneur,LEC,001,21042,3,3,,,T,04:00 PM-06:50 PM,08/21/23-12/09/23,MRGN 121,7,40,No,10367018,"Duval-Couetil, Nathalie A.",Professor,Y,Reg,Unk,Unk,68,27.0,40.0,13.0
202410,Computer Information Tech,CNIT,51100,Found Homeland Sec Std,LEC,001,59916,3,3,,Dept,TR,03:00 PM-04:15 PM,08/21/23-12/09/23,KNOY B031,23,40,No,15621449,"Ehlers, Shawn G.",Clinical Assistant Professor,Y,Reg,Unk,Unk,1P,43.0,40.0,-3.0
202410,School of Engineering Tech,MET,23000,Fluid Power,LEC,009,23613,3,3,,,TR,01:30 PM-02:20 PM,08/21/23-12/09/23,HIKS G980D,108,112,No,26135272,"El breidi, Farid Y.",Assistant Professor,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202410,Schl of Construction Mgmt Tech,CM,35000,Advanced Const Mgmt,LEC,004,13236,9,9,,,MW,02:30 PM-05:20 PM,08/21/23-12/09/23,MSEE B012,62,90,No,26916835,"Elwakil, Emad",Professor and Associate Head for Graduate Programs and Research,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202410,Schl of Construction Mgmt Tech,CM,58100,Construction Cost Control,LEC,008,21044,3,3,,,F,02:30 PM-05:20 PM,08/21/23-12/09/23,DUDL 4117B,40,40,No,26916835,"Elwakil, Emad",Professor and Associate Head for Graduate Programs and Research,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202410,Computer Information Tech,CNIT,17500,Visual Programming,LEC,009,42900,3,3,,,MW,11:30 AM-12:20 PM,08/21/23-12/09/23,WALC 2124,44,52,Graduate Student,27842462,"Esmaeili, Ahmad",Student,Y,Reg,A3,A2,Unk,0.0,0.0,0.0
202410,School of Engineering Tech,MFET,11301,Product Data Management,LEC,001,20878,3,3,,,M,03:30 PM-04:20 PM,08/21/23-12/09/23,SYNC ONLINE,5,25,No,27702834,"Ewing, David L.",Lecturer,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202410,School of Engineering Tech,ECET,22900,Concurrent Digital Systems,LEC,007,56374,3,3,,,TR,10:30 AM-11:20 AM,08/21/23-12/09/23,WALC 2007,71,90,No,34025181,"Faezipour, Miad",Associate Professor,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202410,Computer Information Tech,CNIT,51100,Found Homeland Sec Std,LEC,001,59916,3,3,,Dept,TR,03:00 PM-04:15 PM,08/21/23-12/09/23,KNOY B031,23,40,No,10007709,"Field, William E.",Professor,Y,Reg,Unk,Unk,1P,43.0,40.0,-3.0
202410,Schl of Aviation & Transp Tech,AT,14400,Private Pilot Lectures,LEC,001,67659,4,4,,,WF,11:30 AM-01:20 PM,08/21/23-12/09/23,WTHR 320,62,72,No,34049320,"Flores, Abner D.",Senior Lecturer,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202410,Schl of Aviation & Transp Tech,AT,14400,Private Pilot Lectures,DIS,002,26074,4,4,,,Unlisted,,08/21/23-12/09/23,ASYNC ONLINE,62,150,No,34049320,"Flores, Abner D.",Senior Lecturer,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202410,Schl of Aviation & Transp Tech,AT,32501,Advanced Aviation Meteorology,LEC,001,14238,3,3,,,TR,07:00 PM-08:15 PM,08/21/23-12/09/23,MJIS 1001,90,90,No,34049320,"Flores, Abner D.",Senior Lecturer,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202410,Computer Graphics Technology,CGT,58100,Creative AI,LEC,007,17358,3,3,,,W,06:00 PM-08:50 PM,08/21/23-12/09/23,HEAV B020,28,30,No,35569369,"Forbes, Angus G.",Associate Professor,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202410,Aerospace Studies,AFT,11000,Heritage And Values I,LEC,004,65283,1,1,,,W,02:30 PM-03:20 PM,08/21/23-12/09/23,AR 101,17,48,No,22774064,"Franklin, Jessica R.",Recruiting Officer for Air Force ROTC,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202410,Aerospace Studies,AFT,11000,Heritage And Values I,LEC,003,10501,1,1,,,W,01:30 PM-02:20 PM,08/21/23-12/09/23,AR 101,22,48,No,22774064,"Franklin, Jessica R.",Recruiting Officer for Air Force ROTC,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202410,Aerospace Studies,AFT,11000,Heritage And Values I,LEC,001,10499,1,1,,,W,11:30 AM-12:20 PM,08/21/23-12/09/23,AR 101,23,48,No,22774064,"Franklin, Jessica R.",Recruiting Officer for Air Force ROTC,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202410,School of Engineering Tech,MET,34900,Stringed Instrumnt Des & Manuf,LEC,001,27679,3,3,,,M,03:30 PM-04:20 PM,08/21/23-12/09/23,WALC 2051,50,60,No,15601432,"French, Richard M.",Professor,Y,Reg,A1,A3,BX,59.0,60.0,1.0
202410,School of Engineering Tech,ENGT,50900,Applied Computational Methods,LEC,002,24620,3,3,,,MWF,08:30 AM-09:20 AM,08/21/23-12/09/23,KNOY B019,13,20,No,15601432,"French, Richard M.",Professor,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202410,School of Engineering Tech,MFET,10301,Geometric Modeling Applcations,LEC,005,15715,3,3,,,TR,08:30 AM-09:20 AM,08/21/23-12/09/23,SYNC ONLINE,109,115,No,10245209,"Fuerst, Travis J.",Assistant Professor of Practice,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202410,School of Engineering Tech,MFET,16300,Graphical Comm & Spatial Anly,LEC,002,15556,2,2,,,W,08:30 AM-09:20 AM,08/21/23-12/09/23,STEW 130,250,350,No,10245209,"Fuerst, Travis J.",Assistant Professor of Practice,Y,Reg,A1,A3,Unk,0.0,0.0,0.0
202410,School of Engineering Tech,MFET,16300,Graphical Comm & Spatial Anly,LEC,020,16139,2,2,,,W,09:30 AM-10:20 AM,08/21/23-12/09/23,STEW 130,326,350,No,10245209,"Fuerst, Travis J.",Assistant Professor of Practice,Y,Reg,A2,A4,Unk,0.0,0.0,0.0
202410,School of Engineering Tech,MFET,31301,Bus Of Managing Digt Prod Data,LEC,003,20990,3,3,,,T,10:30 AM-11:20 AM,08/21/23-12/09/23,KNOY 314,11,35,No,10245209,"Fuerst, Travis J.",Assistant Professor of Practice,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202410,School of Engineering Tech,MET,31601,Mechanics Of Machine Design,LEC,001,24640,3,3,,,MWF,04:30 PM-05:20 PM,08/21/23-12/09/23,PHYS 338,11,45,No,32129687,"Gan, Dongming",Associate Professor,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202410,School of Engineering Tech,MET,41100,Intro Finite Elmnt Mth,LEC,002,16163,3,3,,,MW,02:30 PM-03:20 PM,08/21/23-12/09/23,BHEE 234,7,24,No,32129687,"Gan, Dongming",Associate Professor,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202410,School of Engineering Tech,ECET,58100,Robotics Seminar,LEC,007,19296,0,0,,Inst,F,10:30 AM-11:45 AM,08/21/23-12/09/23,KNOY B031,3,32,No,32129687,"Gan, Dongming",Associate Professor,Y,S/U,Unk,Unk,41,4.0,32.0,28.0
202410,Schl of Aviation & Transp Tech,AT,49800,Aviation Technology Capstone,LEC,002,62991,3,3,,,MWF,03:30 PM-04:20 PM,08/21/23-12/09/23,NISW 157,18,40,No,16405658,"Gao, Yi",Associate Professor,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202410,Schl of Aviation & Transp Tech,AT,54600,Aviation Financial Instruments,LEC,001,26079,3,3,,,W,06:00 PM-08:50 PM,08/21/23-12/09/23,NISW 184,9,22,No,16405658,"Gao, Yi",Associate Professor,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202410,School of Engineering Tech,MET,33400,Advanced Fluid Power,LEC,004,17611,3,3,,,TR,02:30 PM-03:20 PM,08/21/23-12/09/23,WALC 3127,16,16,No,14561903,"Garcia Bravo, Jose M.",Associate Professor,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202410,School of Engineering Tech,MET,43600,Pneumatic Motion Cntrl,LEC,002,19213,3,3,,,TR,01:30 PM-02:20 PM,08/21/23-12/09/23,WALC 2121,18,28,No,14561903,"Garcia Bravo, Jose M.",Associate Professor,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202410,School of Engineering Tech,ENGT,48000,ET Capstone I,LEC,020,14758,3,3,,,MW,08:30 AM-09:20 AM,08/21/23-12/09/23,LMBS 4247B,94,100,No,14561903,"Garcia Bravo, Jose M.",Associate Professor,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202410,School of Engineering Tech,ENGT,48000,ET Capstone I,LEC,003,24848,3,3,,,MW,08:30 AM-09:20 AM,08/21/23-12/09/23,LMBS 4247A,95,100,No,14561903,"Garcia Bravo, Jose M.",Associate Professor,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202410,School of Engineering Tech,ENGT,48100,ET Capstone II,LEC,003,24847,3,3,,,R,08:30 AM-09:20 AM,08/21/23-12/09/23,LMBS 4247B,50,75,No,14561903,"Garcia Bravo, Jose M.",Associate Professor,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202410,Computer Graphics Technology,CGT,11800,Fund Of Imaging Tech,LEC,013,22615,3,3,,,TR,03:30 PM-04:20 PM,08/21/23-12/09/23,PHYS 114,209,240,No,15197260,"Garcia, Esteban",Associate Professor,Y,Reg,A2,A1,Unk,0.0,0.0,0.0
202410,Computer Graphics Technology,CGT,50100,Seminar In CGT,LEC,003,26813,3,3,,,T,04:30 PM-05:20 PM,08/21/23-12/09/23,PHYS 203,3,65,No,15197260,"Garcia, Esteban",Associate Professor,Y,Reg,Unk,Unk,1N,40.0,65.0,25.0
202410,Computer Graphics Technology,CGT,50100,Seminar In CGT,LEC,001,22596,1,1,,,T,04:30 PM-05:20 PM,08/21/23-12/09/23,PHYS 203,37,65,No,15197260,"Garcia, Esteban",Associate Professor,Y,Reg,Unk,Unk,1N,40.0,65.0,25.0
202410,Schl of Construction Mgmt Tech,CM,26200,Intro To Construction Graphics,LEC,003,17772,3,3,,,T,08:30 AM-09:20 AM,08/21/23-12/09/23,KNOY 306,25,40,No,16901531,"George, Sarah J.",Associate Professor of Practice,Y,Reg,A1,A3,Unk,0.0,0.0,0.0
202410,Schl of Aviation & Transp Tech,AT,35400,Turbine Flight Ops Lect,LEC,001,11760,2,2,,,F,09:30 AM-11:20 AM,08/21/23-12/09/23,NISW 149,59,60,No,18517434,"Gephart, Raymond F.",Senior Continuing Lecturer,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202410,Schl of Aviation & Transp Tech,AT,29000,Career Resource Seminar,LEC,002,28829,1,1,,,W,01:30 PM-02:20 PM,08/21/23-12/09/23,NISW 157,26,30,No,20037940,"Gilbert, Vicki L.","Recruting, Placement and Internship Coordinator",Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202410,Computer Graphics Technology,CGT,38500,Game Production,LEC,001,16199,3,3,,,MWF,05:30 PM-06:20 PM,08/21/23-12/09/23,KNOY 306,27,30,No,34007647,"Giri, Nandhini",Assistant Professor,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202410,Computer Graphics Technology,CGT,58100,Design Fut Of Ent Graph Prac,LEC,004,29589,3,3,,,T,06:00 PM-08:50 PM,08/21/23-12/09/23,DUDL 1383,22,30,No,34007647,"Giri, Nandhini",Assistant Professor,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202410,Computer Graphics Technology,CGT,35300,Principles Of Interact Media,LEC,001,24111,3,3,,,M,08:30 AM-09:20 AM,08/21/23-12/09/23,KNOY 314,22,40,No,10361800,"Glotzbach, Ronald J.",Associate Professor,Y,Reg,A1,A7,Unk,0.0,0.0,0.0
202410,Computer Graphics Technology,CGT,35600,"Web Prog,Dev&Data Intg",LEC,011,24113,3,3,,,M,02:30 PM-03:20 PM,08/21/23-12/09/23,KNOY 314,31,50,No,10361800,"Glotzbach, Ronald J.",Associate Professor,Y,Reg,A5,A1,Unk,0.0,0.0,0.0
202410,Computer Information Tech,CNIT,31500,Systems Programming,LEC,001,23051,3,3,,,MW,10:30 AM-11:20 AM,08/21/23-12/09/23,LWSN 1142,86,100,Graduate Student,33216965,"Gonzalez, Rey A.",Student,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202410,Schl of Aviation & Transp Tech,AT,10600,Basic Aircraft Science,LEC,002,19480,3,3,,Dept,TR,05:30 PM-06:45 PM,08/21/23-12/09/23,ME 1130,104,120,No,34005255,"Gouwens, David W.",Continuing Lecturer,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202410,Schl of Aviation & Transp Tech,AT,12700,Publications Records And Regs,DIS,001,21431,3,3,,,Unlisted,,08/21/23-12/09/23,ASYNC ONLINE,83,90,No,34005255,"Gouwens, David W.",Continuing Lecturer,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202410,Schl of Aviation & Transp Tech,AT,37200,Aircraft Maint Pract,LEC,001,11780,3,3,,Dept,WF,07:30 AM-08:20 AM,08/21/23-12/09/23,NISW 149,60,61,No,34005255,"Gouwens, David W.",Continuing Lecturer,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202410,Technology Ldrshp & Innovatn,OLS,37800,Labor/Mgmt Relations,LEC,001,25907,3,3,,,TR,04:30 PM-05:45 PM,08/21/23-12/09/23,KRAN G002,35,45,No,34033769,"Grant, Brandon C.",Assistant Professor,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202410,Technology Ldrshp & Innovatn,TLI,45580,HRIS And Analytics,LEC,001,23197,3,3,,,TR,03:00 PM-04:15 PM,08/21/23-12/09/23,PHYS 201,18,40,No,34033769,"Grant, Brandon C.",Assistant Professor,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202410,Schl of Construction Mgmt Tech,CM,25000,Intermediate Const Mgmt,LEC,002,10185,9,9,,,TR,02:30 PM-05:20 PM,08/21/23-12/09/23,MSEE B012,64,85,No,35530712,"Guan, Shanyue",Assistant Professor,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202410,Schl of Construction Mgmt Tech,CM,39000,Construction Work Exp I,LEC,001,20814,1,1,,,F,09:30 AM-10:20 AM,08/21/23-12/09/23,SYNC ONLINE,82,100,No,18336601,"Habben, Steven G.",Lecturer,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202410,Schl of Construction Mgmt Tech,CM,49000,Construction Work Exp II,LEC,001,20815,1,1,,,F,10:30 AM-11:20 AM,08/21/23-12/09/23,SYNC ONLINE,70,78,No,18336601,"Habben, Steven G.",Lecturer,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202410,Schl of Aviation & Transp Tech,AT,20802,Aircraft Materials,LEC,001,14701,3,3,,,MW,08:30 AM-09:20 AM,08/21/23-12/09/23,NISW 184,30,32,No,27979443,"Habig, Ashley E.",Clinical Assistant Professor,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202410,Schl of Aviation & Transp Tech,AT,32001,Advanced Aviation Operations,LEC,001,27512,3,3,,,TR,03:00 PM-04:15 PM,08/21/23-12/09/23,NISW 220,10,10,No,27979443,"Habig, Ashley E.",Clinical Assistant Professor,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202410,Schl of Aviation & Transp Tech,AT,27800,Nondestruc Test Aircft,LEC,007,22367,3,3,,,TR,08:30 AM-09:20 AM,08/21/23-12/09/23,NISW 149,66,70,No,10039453,"Hagovsky, Thomas C.",Associate Professor,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202410,Schl of Aviation & Transp Tech,AT,49000,Aviation Project,LEC,044,29889,2,2,,Inst,F,01:30 PM-03:20 PM,08/21/23-12/09/23,NISW 214,1,10,No,10039453,"Hagovsky, Thomas C.",Associate Professor,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202410,Purdue Polytechnic Inst Admin,TECH,33000,Tech And The Global Society,LEC,001,11579,3,3,,,TR,10:30 AM-11:45 AM,08/21/23-12/09/23,WALC B091,60,60,No,15082686,"Hammoud, Abrar",Clinical Assistant Professor,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202410,Technology Ldrshp & Innovatn,OLS,47700,Conflict Management,LEC,001,27903,3,3,,,TR,01:30 PM-02:45 PM,08/21/23-12/09/23,KRAN G002,45,45,No,15082686,"Hammoud, Abrar",Clinical Assistant Professor,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202410,Technology Ldrshp & Innovatn,TLI,66200,Philosophy Of Technology,LEC,001,21459,3,3,,,R,04:30 PM-07:20 PM,08/21/23-12/09/23,YONG 354,11,20,No,24590805,"Han, Jung",Postdoctoral Researcher,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202410,Computer Information Tech,CNIT,27000,Cybersecurity Fundamentals I,LEC,008,15130,3,3,,,TR,03:30 PM-04:20 PM,08/21/23-12/09/23,WALC 1055,158,180,No,10279337,"Hands, Nicole M.",Clinical Assistant Professor,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202410,Computer Information Tech,CNIT,41700,Critical Infrastructure Sec,LEC,001,21463,3,3,,,TR,12:00 PM-01:15 PM,08/21/23-12/09/23,KNOY 422,20,20,No,10279337,"Hands, Nicole M.",Clinical Assistant Professor,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202410,Computer Information Tech,CNIT,47000,Incident Response Management,LEC,001,13215,3,3,,,MW,07:30 AM-08:20 AM,08/21/23-12/09/23,WALC 1018,132,151,No,10279337,"Hands, Nicole M.",Clinical Assistant Professor,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202410,School of Engineering Tech,MFET,51400,Product Lifecycle Mgmt,LEC,001,20909,3,3,,,M,06:00 PM-08:50 PM,08/21/23-12/09/23,KNOY B029,7,20,No,11969281,"Hartman, Nathan W.",Dauch Family Professor of Advanced Manufacturing,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202410,Computer Graphics Technology,CGT,24100,Intro Comptr Animation,LEC,001,13758,3,3,,,MW,07:30 AM-08:20 AM,08/21/23-12/09/23,DUDL 1383,21,30,No,15522660,"Hassan, Raymond P.",Associate Professor of Practice,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202410,Computer Graphics Technology,CGT,33300,Modeling For Entertain Graph,LEC,001,21136,3,3,,,WF,03:30 PM-04:20 PM,08/21/23-12/09/23,HEAV B020,8,20,No,15522660,"Hassan, Raymond P.",Associate Professor of Practice,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202410,Computer Graphics Technology,CGT,34100,Motion For Comp Anim,LEC,001,13784,3,3,,,TR,03:30 PM-04:20 PM,08/21/23-12/09/23,DUDL 1383,9,30,No,15522660,"Hassan, Raymond P.",Associate Professor of Practice,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202410,Computer Graphics Technology,CGT,51200,Foundational Readings Of UX,LEC,001,13809,3,3,,,F,05:30 PM-08:20 PM,08/21/23-12/09/23,WTHR 301,41,50,No,35571985,"He, Liang",Assistant Professor,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202410,Schl of Aviation & Transp Tech,AT,22300,Human Factors Flight Crew,LEC,001,57194,3,3,,,MW,06:00 PM-07:15 PM,08/21/23-12/09/23,WALC 1087,79,100,No,35685221,"Henneberry, Debra",Assistant Professor,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202410,Schl of Aviation & Transp Tech,AT,24900,Instrumt Flt Lectures,LEC,001,11558,3,3,,,TR,12:00 PM-01:15 PM,08/21/23-12/09/23,NISW 157,56,60,No,35685221,"Henneberry, Debra",Assistant Professor,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202410,Schl of Aviation & Transp Tech,AT,25400,Commercial Flt Lecture,LEC,001,11679,3,3,,,TR,03:00 PM-04:15 PM,08/21/23-12/09/23,NISW 149,44,72,No,35685221,"Henneberry, Debra",Assistant Professor,Y,Reg,Unk,Unk,Unk,0.0,0.0,0.0
202410,Military Science,MSL,10100,Introduction To The Army,LEC,006,36146,2,2,,,T,09:30 AM-10:20 AM,08/21/23-12/09/23,AR 102,18,25,No,18635240,"Heslin, Paul E.",Recruiting Operations Officer Army ROTC,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202410,Military Science,MSL,10100,Introduction To The Army,LEC,010,17897,2,2,,,R,01:30 PM-02:20 PM,08/21/23-12/09/23,AR 101,9,25,No,18635240,"Heslin, Paul E.",Recruiting Operations Officer Army ROTC,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202410,Military Science,MSL,10100,Introduction To The Army,LEC,009,36149,2,2,,,W,10:30 AM-11:20 AM,08/21/23-12/09/23,AR 102,12,25,No,18635240,"Heslin, Paul E.",Recruiting Operations Officer Army ROTC,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202410,Military Science,MSL,20100,Leadership And Ethics,LEC,008,39411,3,3,,,TR,09:30 AM-10:20 AM,08/21/23-12/09/23,AR 101,17,40,No,18635240,"Heslin, Paul E.",Recruiting Operations Officer Army ROTC,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202410,Military Science,MSL,20100,Leadership And Ethics,LEC,006,36151,3,3,,,TR,12:30 PM-01:20 PM,08/21/23-12/09/23,AR 102,18,32,No,18635240,"Heslin, Paul E.",Recruiting Operations Officer Army ROTC,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202410,Military Science,MSL,30100,Training Mgmt Warfight Functn,LEC,006,53145,4,4,,Dept,TR,10:30 AM-11:45 AM,08/21/23-12/09/23,AR 102,17,32,No,18635240,"Heslin, Paul E.",Recruiting Operations Officer Army ROTC,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202410,Military Science,MSL,30100,Training Mgmt Warfight Functn,LEC,007,17198,4,4,,Dept,TR,01:30 PM-02:45 PM,08/21/23-12/09/23,AR 102,21,32,No,18635240,"Heslin, Paul E.",Recruiting Operations Officer Army ROTC,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
202410,Military Science,MSL,40100,The Army Officer,LEC,004,16787,4,4,,Dept,TR,10:30 AM-11:45 AM,08/21/23-12/09/23,AR 101,26,32,No,18635240,"Heslin, Paul E.",Recruiting Operations Officer Army ROTC,Y,Reg,A1,A2,Unk,0.0,0.0,0.0
