seconds_elapsed,orientation_qz,orientation_qy,orientation_qx,orientation_qw,orientation_roll,orientation_pitch,orientation_yaw,gyroscope_z,gyroscope_y,gyroscope_x,totalAcceleration_z,totalAcceleration_y,totalAcceleration_x,magnetometer_z,magnetometer_y,magnetometer_x,magnetometerUncalibrated_z,magnetometerUncalibrated_y,magnetometerUncalibrated_x,accelerometer_z,accelerometer_y,accelerometer_x,location_bearingAccuracy,location_speedAccuracy,location_verticalAccuracy,location_horizontalAccuracy,location_speed,location_bearing,location_altitude,location_longitude,location_latitude,microphone_dBFS,accelerometerUncalibrated_z,accelerometerUncalibrated_y,accelerometerUncalibrated_x,gyroscopeUncalibrated_z,gyroscopeUncalibrated_y,gyroscopeUncalibrated_x,class
16,-0.920696114,0.010521683,-0.007626621,0.3900636492423641,-0.005837327,0.025326942,2.3401935378324636,-6.21E-04,-2.28E-04,-1.36E-04,9.913542617871924,-0.254356465,0.057355146,-60.11549881,-15.31075574,-17.53237555,-103.3755998,42.88983123779297,-50.17164509,-0.019308461,-0.002723192,-5.13E-04,0,1.5,1,12.97700023651123,0.008368417,0,149.39999389648438,-86.9110093,40.4279901,-85.66666667,9.913542617871924,-0.254356465,0.057355146,-0.021848168,0.015500990637731783,1.6309018585903262E-5,Classroom
17,-0.921419765,0.010914180997433593,-0.008161727,0.38832779011680085,-0.006567314,0.026454531687121946,2.343968229386413,-0.011877421,-2.16E-04,-0.001239486,9.897042617057133,-0.26436044,0.063165871,-60.05913464,-15.40225569,-17.4394117,-103.319846,42.797721214294434,-50.07941303,-0.008154175,-0.002242951,-0.00176963,0,1.5,1,12.97700023651123,0.008368417,0,149.39999389648438,-86.9110093,40.4279901,-96.5,9.897042617057133,-0.26436044,0.063165871,-0.033104363,0.015512851735992917,-0.001086774,Classroom
18,-0.922099479,0.011215262087875778,-0.00798555,0.3866983316477063,-0.006055667,0.026861046359521672,2.3474940026848063,-0.010726893,-1.45E-04,7.413195070891993E-4,9.896869796973009,-0.266100859,0.055342652,-60.10342083,-15.79448575,-17.31375174,-103.3632779,42.405125312805175,-49.95387508,-0.001769723,-3.42E-04,-0.005170238,0,1.5,1,12.97700023651123,0.008368417,0,149.39999389648438,-86.9110093,40.4279901,-83.44444444,9.896869796973009,-0.266100859,0.055342652,-0.031953835,0.015584018425021356,8.940313263452675E-4,Classroom
19,-0.919646403,0.01163621,-0.006639148,0.39249282959595466,-0.003079599,0.026615309664635982,2.3348670584484212,0.020088276,0.004017952,-0.00202232,9.902522318571517,-0.26666905,0.027561018,-60.2015089,-15.40567164,-17.36474768,-103.4609998,42.79406101226807,-50.00499302,0.001703438,-0.001565047,-3.04E-04,0,1.5,1,12.97700023651123,0.008368417,0,149.39999389648438,-86.9110093,40.4279901,-58.22222222,9.902522318571517,-0.26666905,0.027561018,-0.001138667,0.019747268684316897,-0.001869608,Classroom
20,-0.922643866,0.012361981625695831,-0.006686281,0.3853183105153945,-0.002810402,0.027962573668331776,2.3504183894222224,-0.040652478,-7.03E-04,0.001192042,9.893380776192378,-0.278885803,0.025098502676079538,-60.16734879,-15.70652378,-17.29569571,-103.427206,42.493940925598146,-49.93618504,-0.003277806,-0.003698839,-0.004261192,45,1.5,1,1500,1.403022289276123,248.7431641,149.39999389648438,-86.9112426,40.427921,-79.75,9.893380776192378,-0.278885803,0.025098502676079538,-0.061879421,0.015026546196415297,0.001344754,Classroom
21,-0.922514668,0.012202553125550446,-0.005318283,0.3856516601969895,-4.08E-04,0.026621321306645292,2.3496701046101096,0.03720386,-0.002683577,0.001820681,9.906189946294989,-0.260373369,4.152592805042429E-4,-60.29666878,-15.75520167,-17.23469563,-103.5565263,42.44489727020264,-49.87457481,0.005499812,0.003346083,-0.004220042,45,1.5,1,1500,1.403022289276123,248.7431641,149.39999389648438,-86.9112426,40.427921,-84.88888889,9.906189946294989,-0.260373369,4.152592805042429E-4,0.015976918,0.013045740468106548,0.001973392,Classroom
22,-0.920510381,0.010893860097544698,-0.007368058,0.3904962691550071,-0.005058445,0.025812835074388064,2.339243212571511,-0.00187953,-0.00256086,1.6445887516825818E-4,9.928590756018185,-0.256400819,0.04534457,-60.38023884,-15.26817773,-17.4093996,-103.639608,42.932531204223636,-50.04952312,0.010176530251136193,-1.22E-04,-0.004281197,45,1.5,1,1500,1.403022289276123,248.7431641,149.39999389648438,-86.9112426,40.427921,-106.5,9.928590756018185,-0.256400819,0.04534457,-0.023106472,0.013168457376125913,3.171706540832439E-4,Classroom
23,-0.920697247,0.010677733594208087,-0.007597187,0.3900574153488122,-0.005661466,0.025591355287334295,2.340204435644798,-2.18E-04,-4.77E-04,5.3375007729362516E-5,9.943752057,-0.254731071,0.053301285850324946,-60.36425678,-15.34198772,-17.55531168,-103.6238702,42.85933124542236,-50.19531322,0.01072392,-4.89E-04,-0.002833728,45,1.5,1,1500,1.403022289276123,248.7431641,149.39999389648438,-86.9112426,40.427921,-92,9.943752057,-0.254731071,0.053301285850324946,-0.02144489,0.015251907302988964,2.0608679872928458E-4,Classroom
24,-0.920538507,0.010660176,-0.007381321,0.39043652721979083,-0.005267064,0.025392769121573965,2.3393767805932795,-1.94E-04,2.105346919281535E-4,-5.93E-06,9.961323664026352,-0.252448596,0.051582170618150965,-60.33058491,-15.36333773,-17.58776369,-103.5901981,42.83627311706543,-50.22837509,0.008577976,3.1292235967025016E-4,-7.39E-04,45,1.5,1,1500,1.403022289276123,248.7431641,149.39999389648438,-86.9112426,40.427921,-100.75,9.961323664026352,-0.252448596,0.051582170618150965,-0.021421168,0.015939851770701917,1.4678124299960085E-4,Classroom
25,-0.920567743,0.010684160000273904,-0.00733366,0.3903678493592346,-0.005162456,0.025399350769166808,2.3395247714033403,-2.65E-04,-3.59E-04,-1.36E-04,9.943203176109536,-0.251443843,0.049619127,-60.31997066,-15.4727717,-17.54481966,-103.5800721,42.72671710968017,-50.18457703,-0.008843339,0.0013395,-0.001647985,45,1.5,1,1500,1.403022289276123,248.7431641,149.39999389648438,-86.9112426,40.427921,-103.7777778,9.943203176109536,-0.251443843,0.049619127,-0.021492334,0.015370518421229808,1.6309019716149106E-5,Classroom
26,-0.920674263,0.010700659,-0.007364523,0.3901155628625629,-0.005213381,0.02545242,2.3400733123705226,-1.94E-04,2.0756942301409914E-5,-1.60E-04,9.945555548066075,-0.252887087,0.051268548,-60.19321259,-15.48094568,-17.53298573,-103.4535579,42.72000709533691,-50.17262115,0.002807071,2.135113605017801E-4,-4.56E-04,45,1.5,1,1500,1.403022289276123,248.7431641,149.39999389648438,-86.9112426,40.427921,-96.5,9.945555548066075,-0.252887087,0.051268548,-0.021421167,0.015750074,-7.41E-06,Classroom
27,-0.920706344,0.010643746504939875,-0.007341737,0.3900418061654545,-0.005217854,0.02532939,2.3402339139030977,-2.77E-04,-1.45E-04,-5.34E-05,9.951991163767302,-0.250610783,0.051353655057027936,-60.35230053,-15.60379965,-17.64022371,-103.6122802,42.596421241760254,-50.2804689,0.002188025,0.001279319,-3.51E-04,45,1.5,1,1500,1.403022289276123,248.7431641,149.39999389648438,-86.9112426,40.427921,-93.66666667,9.951991163767302,-0.250610783,0.051353655057027936,-0.021504195,0.015584018,9.933680644059933E-5,Classroom
28,-0.920654227,0.010600801168497905,-0.00721607,0.39016820880973224,-0.005016453,0.025152863663377115,2.3399574664032574,2.8021878436280105E-4,5.663680669951062E-4,1.2454167415288468E-4,9.950158165,-0.251272512,0.047667698631768375,-60.4198885,-15.49790369,-17.49016367,-103.6797461,42.70158519744873,-50.12918903,-3.96E-04,-7.83E-04,-0.001861037,45,1.5,1,1500,1.403022289276123,248.7431641,149.39999389648438,-86.9112426,40.427921,-90.88888889,9.950158165,-0.251272512,0.047667698631768375,-0.020946723,0.016295685098298544,2.7725347532501934E-4,Classroom
29,-0.920652834,0.010750579023824154,-0.007079655,0.3901699509435487,-0.004648239,0.025322310988185475,2.3399489296292795,-1.71E-04,-3.11E-04,-1.60E-04,9.951769763983568,-0.251223146,0.045019332,-60.37365089,-15.47826169,-17.51663773,-103.6330197,42.72232517242432,-50.15639507,5.452054218181129E-4,8.856030633148638E-4,-0.002153458,45,1.5,1,1500,1.403022289276123,248.7431641,149.39999389648438,-86.9112426,40.427921,-102.75,9.951769763983568,-0.251223146,0.045019332,-0.021397445,0.015417962841400243,-7.41E-06,Classroom
30,-0.920676847,0.010748731089954815,-0.007035985,0.3901140903963626,-0.004570757,0.025284511,2.3400694675815914,-1.94E-04,-2.67E-05,-6.52E-05,9.949943181380485,-0.250816599,0.044633112,-60.40427269,-15.48338566,-17.52176157,-103.6641296,42.71793327331543,-50.16115307,-0.001778204,8.862519148484017E-4,8.140397664991397E-5,45,1.5,1,1500,1.403022289276123,248.7431641,149.39999389648438,-86.9112426,40.427921,-116.4444444,9.949943181380485,-0.250816599,0.044633112,-0.021421168,0.015702629525178265,8.747567596745867E-5,Classroom
