seconds_elapsed,orientation_qz,orientation_qy,orientation_qx,orientation_qw,orientation_roll,orientation_pitch,orientation_yaw,gyroscope_z,gyroscope_y,gyroscope_x,totalAcceleration_z,totalAcceleration_y,totalAcceleration_x,magnetometer_z,magnetometer_y,magnetometer_x,magnetometerUncalibrated_z,magnetometerUncalibrated_y,magnetometerUncalibrated_x,accelerometer_z,accelerometer_y,accelerometer_x,location_bearingAccuracy,location_speedAccuracy,location_verticalAccuracy,location_horizontalAccuracy,location_speed,location_bearing,location_altitude,location_longitude,location_latitude,microphone_dBFS,accelerometerUncalibrated_z,accelerometerUncalibrated_y,accelerometerUncalibrated_x,gyroscopeUncalibrated_z,gyroscopeUncalibrated_y,gyroscopeUncalibrated_x,class
152,-0.893638223,0.012740562995443645,-0.006423437,0.44855881576399204,-5.07E-05,0.028537506,2.2111857492946885,-0.008415459,5.871250126872537E-4,-4.33E-04,9.972503671368349,-0.282800274,0.004068379,-60.40305294,-11.59365977,-17.58263962,-103.6629101,46.60497524261475,-50.22264091,0.011370186666840488,0.001584563,0.003621407,45,1.5,1,11.406000137329102,0.32439956068992615,236.5774383544922,149.39999389648438,-86.9110231,40.4279761,-99.875,9.972503671368349,-0.282800274,0.004068379,-0.029795113,0.016011018495898224,-2.80E-04,Classroom
153,-0.894434017,0.012516638,-0.006498751,0.44697729650053003,-4.36E-04,0.028203850991806938,2.2147324224120206,-0.006434653,-3.26E-04,3.2618058872526713E-4,9.97085713,-0.280991138,0.001486802,-60.3921949,-11.76311786,-17.5750757,-103.6522965,46.43563907623291,-50.21471085,7.318663365632585E-4,3.249462947104741E-4,-0.002804801,45,1.5,1,11.406000137329102,0.32439956068992615,236.5774383544922,149.39999389648438,-86.9110231,40.4279761,-86.44444444,9.97085713,-0.280991138,0.001486802,-0.027814307,0.015097712835712918,4.78892417023302E-4,Classroom
154,-0.8944295,0.012331203892103676,-0.006464147,0.4469919213392202,-5.40E-04,0.027841193,2.2147036084851015,5.634028071230187E-4,1.7791658694159637E-5,0.001192042,9.965447728450481,-0.277711226,0.007868705,-60.34681084,-11.9368458,-17.54115974,-103.6065462,46.26325325012207,-50.18055122,-0.002539172,-3.46E-04,0.002624787,45,1.5,1,11.406000137329102,0.32439956068992615,236.5774383544922,149.39999389648438,-86.9110231,40.4279761,-75.625,9.965447728450481,-0.277711226,0.007868705,-0.020816251,0.015441685128342179,0.001344754,Classroom
155,-0.894580725,0.012661820349907413,-0.006299566,0.4466819806585034,4.029979592232142E-5,0.028285795659984198,2.2153850944296827,-7.71E-05,-4.15E-05,3.854861704506052E-4,9.948116571,-0.282605713,-0.002967797,-60.40354084,-11.91256783,-17.52932571,-103.6638858,46.28594501495361,-50.17018116,-0.008381455,-6.86E-04,-0.002470747,45,1.5,1,11.406000137329102,0.32439956068992615,236.5774383544922,149.39999389648438,-86.9110231,40.4279761,-98.55555556,9.948116571,-0.282605713,-0.002967797,-0.021456751,0.015382379560179791,5.381979744483545E-4,Classroom
156,-0.894304624,0.011805407051901215,-0.006317163,0.4472581301499339,-7.39E-04,0.026769244,2.214118029307393,2.194305710060504E-4,1.7791669996618068E-5,2.9059725325301434E-4,9.929865531551028,-0.267882884,0.006850326,-60.41976685,-11.97320183,-17.47796371,-103.679258,46.22616516113281,-50.11772118,-0.011056243,-0.002055328,3.5678786542085765E-4,45,1.5,1,11.406000137329102,0.32439956068992615,236.5774383544922,149.39999389648438,-86.9110231,40.4279761,-114.125,9.929865531551028,-0.267882884,0.006850326,-0.021160223,0.015441685065048413,4.433090459483052E-4,Classroom
157,-0.894723149,0.012019397510052885,-0.006366939,0.4464139651904986,-6.62E-04,0.027195989036733665,2.2160017328354917,-4.15E-05,-2.08E-04,-1.84E-04,9.906599434,-0.270432517,0.006664476,-60.46258877,-11.9822298,-17.53969561,-103.7224461,46.218601303100584,-50.17945286,-0.012015435,-7.49E-05,-6.77E-04,45,1.5,1,11.406000137329102,0.32439956068992615,236.5774383544922,149.39999389648438,-86.9110231,40.4279761,-107.1111111,9.906599434,-0.270432517,0.006664476,-0.021421167,0.015216324017247528,-3.11E-05,Classroom
158,-0.894849753,0.011995944863601216,-0.006380437,0.44616059684058995,-7.15E-04,0.027165871,2.216568969985814,-1.72E-04,-5.93E-06,6.523611729295509E-5,9.906155077,-0.272113882,0.006362469,-60.45783073,-12.02834575,-17.52285965,-103.7178101,46.171874923706056,-50.16408115,-0.001509879,-0.002628399,-5.65E-04,45,1.5,1,11.406000137329102,0.32439956068992615,236.5774383544922,149.39999389648438,-86.9110231,40.4279761,-112.6666667,9.906155077,-0.272113882,0.006362469,-0.02155164,0.015417962886610077,2.1794790320677087E-4,Classroom
159,-0.895010368,0.012038112985185133,-0.006321284,0.44583723034996253,-5.82E-04,0.027188147955502454,2.2172894340295057,9.397648122663108E-5,4.6988250239967153E-4,2.2319417285661286E-4,9.911062694,-0.270624174,0.008543306,-60.40329689,-11.97710581,-17.46551958,-103.663154,46.22201717376709,-50.10613132,0.00313028,-0.001359341,0.002790242,45,1.5,1,11.406000137329102,0.32439956068992615,236.5774383544922,149.39999389648438,-86.9110231,40.4279761,-114.5,9.911062694,-0.270624174,0.008543306,-0.021285677,0.015893775978698753,3.7590603572495567E-4,Classroom
160,-0.895615339,0.012651683455242695,-0.006473814,0.4446016801792441,-3.47E-04,0.028422238,2.220037990403407,-3.26E-04,7.294583975256068E-4,-0.001441125,9.914216356370055,-0.280003808,-3.98E-04,-60.38158096,-11.95502378,-17.5377437,-103.6416824,46.24544105529785,-50.17701294,0.001731734,0.00184546,-0.003772194,45,1.5,1,1500,1.1360682249069214,245.66529846191406,149.39999389648438,-86.9112081,40.4279126,-104,9.914216356370055,-0.280003808,-3.98E-04,-0.021705835,0.016153352,-0.001288413,Classroom
161,-0.8955004,0.012819023513533537,-0.00623393,0.4448321837823368,2.396754862561951E-4,0.028508780162455966,2.2195144741280566,-2.55E-04,5.3375000947887456E-5,-1.84E-04,9.933100487422017,-0.279231368,0.001013465,-60.37535881,-11.89768378,-17.58068773,-103.6352157,46.303025283813476,-50.22093319,0.011630021252678436,0.003772567,0.003458224,45,1.5,1,1500,1.1360682249069214,245.66529846191406,149.39999389648438,-86.9112081,40.4279126,-106.875,9.933100487422017,-0.279231368,0.001013465,-0.021634667,0.015477268400520664,-3.11E-05,Classroom
162,-0.895249407,0.012668072517274075,-0.006093351,0.4453434596941309,3.732747014307005E-4,0.028113080713066084,2.218373409752707,1.779167903858481E-5,-5.93E-06,-2.79E-04,9.969573586,-0.277805549,-0.008351648,-60.42415871,-11.92659781,-17.51090353,-103.6847485,46.272525215148924,-50.1502951,0.016477760759372156,0.002146948,-0.004571368,45,1.5,1,1500,1.1360682249069214,245.66529846191406,149.39999389648438,-86.9112081,40.4279126,-115.7777778,9.969573586,-0.277805549,-0.008351648,-0.021361862,0.015417962931819911,-1.26E-04,Classroom
163,-0.89521306,0.012591239987212477,-0.006009949,0.44541988181836395,4.565772224735871E-4,0.027901173994234463,2.2182030562058235,-4.15E-05,3.143194520357743E-4,-3.02E-04,9.969888228636522,-0.276974973,-3.91E-04,-60.40439503,-11.93879781,-17.52444574,-103.6641301,46.26191128,-50.16530113,0.002367714,0.001056766,0.004074172,45,1.5,1,1500,1.1360682249069214,245.66529846191406,149.39999389648438,-86.9112081,40.4279126,-115.75,9.969888228636522,-0.276974973,-3.91E-04,-0.021421168,0.015738212865171502,-1.50E-04,Classroom
164,-0.895926866,0.013254536722687263,-0.006250931,0.44395939354757663,5.682209341049882E-4,0.029304702504022607,2.2214525370921905,8.362083813374482E-4,3.1431946785921613E-4,6.582917311020847E-4,9.964517908188903,-0.293382126,-0.006104021,-60.39304867,-11.90927381,-17.56860966,-103.6530278,46.29058120727539,-50.20934326,3.4149873603894873E-4,-0.001681654,-5.55E-04,45,1.5,1,1500,1.1360682249069214,245.66529846191406,149.39999389648438,-86.9112081,40.4279126,-95.55555556,9.964517908188903,-0.293382126,-0.006104021,-0.020543445,0.015738212851608552,8.110035254927443E-4,Classroom
165,-0.883372075,0.011595637049272802,-0.004853084,0.46830479959839755,0.002271843,0.025047152511124472,2.1666399020593143,0.076142407,-1.78E-05,0.001559736,9.959920975768451,-0.243916907,-0.017949074,-60.45917286,-10.48284973,-17.45929775,-103.7191517,47.71761489868164,-50.09966499,-0.005607512,0.006585678,0.005214642,45,1.5,1,1500,1.1360682249069214,245.66529846191406,149.39999389648438,-86.9112081,40.4279126,-112.75,9.959920975768451,-0.243916907,-0.017949074,0.054762753,0.015406101788348944,0.001712448,Classroom
166,-0.878024333,0.011281268906246112,-0.005019652,0.4784565625838863,0.001980993,0.024616259918774214,2.1436927526899914,-6.52E-05,5.27819478432241E-4,1.7198611918873E-4,9.958622978728952,-0.244088236,-0.022699872,-60.41866898,-9.687775879,-17.47845169,-103.6790138,48.51220131,-50.11820911,-6.64E-04,3.049521191606244E-4,-0.002131035,45,1.5,1,1500,1.1360682249069214,245.66529846191406,149.39999389648438,-86.9112081,40.4279126,-122.4444444,9.958622978728952,-0.244088236,-0.022699872,-0.02144489,0.015951712841837152,3.246979486170107E-4,Classroom
167,-0.877913981,0.011426420457371808,-0.004870428,0.47865717387893825,0.002387738,0.024727863630334152,2.1432296419606627,-2.91E-04,2.431527901332355E-4,-5.87E-04,9.954505244505059,-0.246425885,-0.021027219,-60.49430893,-9.703513813,-17.41549971,-103.7546542,48.49841518,-50.05464725,-0.003195661,4.581169595996153E-4,0.002586793,45,1.5,1,1500,1.1360682249069214,245.66529846191406,149.39999389648438,-86.9112081,40.4279126,-124,9.954505244505059,-0.246425885,-0.021027219,-0.021670251,0.015667046194226996,-4.34E-04,Classroom
168,-0.878078332,0.011478000042888407,-0.004911948,0.47835380841906255,0.0023556,0.024858914,2.1439199929053965,-7.05E-04,5.168707642811709E-4,9.397649242041203E-5,9.956633827,-0.245403708,-0.025060752,-60.46210094,-9.676673861,-17.4030558,-103.7211042,48.523303184509274,-50.0429351,0.001719392,0.001856199,-0.001970792,45,1.5,1,1500,1.1360682249069214,245.66529846191406,149.39999389648438,-86.9112081,40.4279126,-120.3333333,9.956633827,-0.245403708,-0.025060752,-0.022084478,0.015940764139836226,2.4668833513994917E-4,Classroom
169,-0.877872516,0.011430877631584417,-0.004894011,0.4787327517004846,0.002352702,0.024757977484644037,2.1430576380016735,2.9652765997260518E-5,1.8384723553379763E-4,-1.36E-04,9.953590485656147,-0.246269074,-0.017606412,-60.44685081,-9.676673832,-17.49040771,-103.7070736,48.52281502,-50.13150707,-0.001667282,2.3511840591152895E-4,0.005860883,45,1.5,1,1500,1.1360682249069214,245.66529846191406,149.39999389648438,-86.9112081,40.4279126,-124.2222222,9.953590485656147,-0.246269074,-0.017606412,-0.021350001,0.015607740603459692,1.6309041755943042E-5,Classroom
170,-0.877951684,0.011389807436289718,-0.004947068,0.478587995,0.002216108,0.024737037049190513,2.1433893685201997,-6.52E-05,4.80375031135904E-4,1.601250141461208E-4,9.955085986,-0.245331111,-0.020066025,-60.4325769,-9.676063814,-17.38975767,-103.692922,48.523668937683105,-50.02988091,1.709947308290352E-4,9.475269363921823E-4,0.002036317,45,1.5,1,1500,1.1360682249069214,245.66529846191406,149.39999389648438,-86.9112081,40.4279126,-131,9.955085986,-0.245331111,-0.020066025,-0.02144489,0.015904268457834582,3.1283685544198286E-4,Classroom
171,-0.877887136,0.011292239,-0.004948608,0.4787087073025194,0.002123347,0.024566903,2.1431168838612082,-1.78E-05,-5.34E-05,-1.36E-04,9.934688919956244,-0.245127837,-0.022845068,-60.49211281,-9.709735794,-17.37145771,-103.7518481,48.489387130737306,-50.01182526,-0.013074125,-7.13E-04,-0.001668167,45,1.5,1,12.89799976348877,0.7109830379486084,62.749603271484375,149.39999389648438,-86.9110043,40.4279887,-129.7777778,9.934688919956244,-0.245127837,-0.022845068,-0.021397446,0.015370518448355706,1.630904345131181E-5,Classroom
172,-0.878054937,0.011475716120771412,-0.00497791,0.4783962256121404,0.002238751,0.024918021,2.1438244754828295,8.89583409411236E-5,3.26180575162317E-4,-2.43E-04,9.904065544788654,-0.249446009,-0.019556724,-60.45783077,-9.745725803,-17.42135569,-103.7178104,48.45315307617187,-50.06135712,-0.013721123,-0.002012682,0.001968756,45,1.5,1,12.89799976348877,0.7109830379486084,62.749603271484375,149.39999389648438,-86.9110043,40.4279887,-134.125,9.904065544788654,-0.249446009,-0.019556724,-0.021290695,0.015750073999600503,-9.04E-05,Classroom
173,-0.878390707,0.011767342659527237,-0.005113199,0.4777708487603271,0.002262078,0.025561247165631323,2.145243214172067,-1.78E-05,4.1513893644786575E-5,2.9059723742957255E-4,9.900219464,-0.25331977,-0.022182976,-60.49296711,-9.695217819,-17.47235168,-103.752946,48.505247077941895,-50.11369499,-0.002804488,-8.64E-04,0.001704383,45,1.5,1,12.89799976348877,0.7109830379486084,62.749603271484375,149.39999389648438,-86.9110043,40.4279887,-124.3333333,9.900219464,-0.25331977,-0.022182976,-0.021397446,0.015465407342948382,4.4330905781588654E-4,Classroom
174,-0.878415123,0.011736885328026652,-0.005082868,0.4777268029532386,0.002284899,0.025478750159873546,2.145343750425913,-5.34E-05,4.447917001846346E-4,-1.96E-04,9.904514368297985,-0.251301549,-0.024058903,-60.4550248,-9.6693538,-17.3806077,-103.7156139,48.530623283386234,-50.02024326,9.5427614971272E-4,6.735359580771437E-4,-0.001301833,45,1.5,1,12.89799976348877,0.7109830379486084,62.749603271484375,149.39999389648438,-86.9110043,40.4279887,-120.875,9.904514368297985,-0.251301549,-0.024058903,-0.021433029,0.015868685,-4.30E-05,Classroom
175,-0.878440084,0.011827496938335085,-0.005109992,0.47767857411532727,0.002322524,0.025664095106778792,2.145451635990328,-1.60E-04,6.523612859541352E-5,-3.85E-04,9.910017328354918,-0.25381053,-0.023896283,-60.49870083,-9.705099812,-17.38463366,-103.7581918,48.495487174987794,-50.0246349,0.0028923,0.001487736,-0.001130268,45,1.5,1,12.89799976348877,0.7109830379486084,62.749603271484375,149.39999389648438,-86.9110043,40.4279887,-120.7777778,9.910017328354918,-0.25381053,-0.023896283,-0.021539779,0.015489129548512616,-2.33E-04,Classroom
176,-0.878272852,0.011628996300538189,-0.005078496,0.47799110065386136,0.002197114,0.025284358,2.1447447110148308,4.1513877821344775E-5,1.7791642870717834E-5,7.709722685654765E-5,9.935005419,-0.249954137,-0.016900761,-60.43330898,-9.666669817,-17.40159166,-103.6931664,48.53306327819824,-50.04147095,0.016775029376872534,-1.13E-04,0.004254935,45,1.5,1,12.89799976348877,0.7109830379486084,62.749603271484375,149.39999389648438,-86.9110043,40.4279887,-115,9.935005419,-0.249954137,-0.016900761,-0.02133814,0.015441685,2.2980906306630344E-4,Classroom
177,-0.878101033,0.011535603,-0.005016105,0.478309612,0.00222645,0.025059903219628792,2.144020724755067,-4.70E-04,1.1747062448053979E-4,-3.05E-04,9.965615615104008,-0.249202025,-0.024061806,-60.49589504,-9.675209761,-17.38975758,-103.7557523,48.524645233154295,-50.02988106,0.013765518481914815,0.001042558,-0.001587058,45,1.5,1,12.89799976348877,0.7109830379486084,62.749603271484375,149.39999389648438,-86.9110043,40.4279887,-118.3333333,9.965615615104008,-0.249202025,-0.024061806,-0.021849536,0.015541364,-1.53E-04,Classroom
178,-0.87801458,0.011573579551163808,-0.004962092,0.4784681215448287,0.002362305,0.025074547066271883,2.1436578648761637,-1.96E-04,3.1431945881724935E-4,-3.38E-04,9.967006544,-0.246391039,-0.022467559,-60.47405693,-9.629703894,-17.42501568,-103.733914,48.57100517272949,-50.06416309,0.002444156,0.003505083,0.001143433,45,1.5,1,12.89799976348877,0.7109830379486084,62.749603271484375,149.39999389648438,-86.9110043,40.4279887,-114.375,9.967006544,-0.246391039,-0.022467559,-0.021575362,0.015738212928465268,-1.85E-04,Classroom
179,-0.877743649,0.011350783347649482,-0.004896484,0.4789708303016366,0.002278239,0.024619162625190125,2.1425172403020767,5.930555912042127E-6,2.431527946542189E-4,8.717917213306843E-4,9.967596026300226,-0.248165327,-0.02102722,-60.46783489,-9.65337184,-17.4373377,-103.7281799,48.54648315429687,-50.07746094,0.001188084,-0.002779793,0.001751165,45,1.5,1,12.89799976348877,0.7109830379486084,62.749603271484375,149.39999389648438,-86.9110043,40.4279887,-113,9.967596026300226,-0.248165327,-0.02102722,-0.021373723,0.015667046,0.001024504,Classroom
180,-0.877554187,0.011110263930868756,-0.004905474,0.4793235043298851,0.002041721,0.024204649736435668,2.141719829688952,-8.90E-05,5.930542349092011E-6,-5.04E-04,9.955637746644252,-0.237888386,-0.020585825,-60.43709087,-9.652029867,-17.40378763,-103.6975582,48.54709327697754,-50.043423,-0.006449088,0.003232457,-1.73E-04,45,1.5,1,12.89799976348877,0.7109830379486084,62.749603271484375,149.39999389648438,-86.9110043,40.4279887,-104.25,9.955637746644252,-0.237888386,-0.020585825,-0.021468612,0.015429824,-3.51E-04,Classroom
181,-0.877650877,0.011263446990870734,-0.005008392,0.4791416635791075,0.002002891,0.024572526475468887,2.1421318424558176,8.89583545040737E-5,7.709722459605597E-5,5.040972706075143E-4,9.933630687,-0.245825138,-0.017848386,-60.46222301,-9.637389841,-17.4541737,-103.722202,48.56368534088135,-50.09393108,-0.013771918,-0.001485161,0.001271819,45,1.5,1,12.89799976348877,0.7109830379486084,62.749603271484375,149.39999389648438,-86.9110043,40.4279887,-112.1111111,9.933630687,-0.245825138,-0.017848386,-0.021290696,0.015500990660336701,6.568090740401406E-4,Classroom
182,-0.877736438,0.011382506644913873,-0.005068665,0.4789816687986689,0.002006722,0.024839814,2.142494400728096,-2.97E-05,2.0756945918196614E-4,-3.02E-04,9.907241173160886,-0.248824514,-0.020841369,-60.47527683,-9.684115801,-17.44575565,-103.7352557,48.515129013061525,-50.08453709,-0.013464261,-0.002025596,9.110674840732685E-5,45,1.5,1,12.89799976348877,0.7109830379486084,62.749603271484375,149.39999389648438,-86.9110043,40.4279887,-124.4444444,9.907241173160886,-0.248824514,-0.020841369,-0.021409307,0.015631463,-1.50E-04,Classroom
183,-0.877763053,0.011619318041552617,-0.005031941,0.4789273455305007,0.002296585,0.025220394640871623,2.142611242,5.3375039376246116E-5,2.965275469480209E-5,3.261806022882172E-4,9.906715513433067,-0.250430379,-0.024198291,-60.45441498,-9.692167826,-17.40781374,-103.7145161,48.50866310119629,-50.04805885,-0.00112016,-8.74E-04,-0.002475743,45,1.5,1,12.89799976348877,0.7109830379486084,62.749603271484375,149.39999389648438,-86.9110043,40.4279887,-105.875,9.906715513433067,-0.250430379,-0.024198291,-0.021326279,0.015453546199477414,4.7889238368104963E-4,Classroom
184,-0.877547244,0.011484819392049775,-0.004933272,0.4793271541016773,0.002352319,0.024888774253500317,2.141702205232046,-1.48E-04,4.1513886863311515E-5,-1.72E-04,9.906901378076054,-0.244608037,-0.022630178,-60.48955109,-9.689971828,-17.34473967,-103.7495299,48.51012714385986,-49.98535099,-5.35E-04,0.002293409,0.001071872,45,1.5,1,12.89799976348877,0.7109830379486084,62.749603271484375,149.39999389648438,-86.9110043,40.4279887,-123,9.906901378076054,-0.244608037,-0.022630178,-0.021527918,0.015465407333906415,-1.93E-05,Classroom
185,-0.878038221,0.012009658326295395,-0.005309,0.47840832709108744,0.002167124,0.026172232461496463,2.143787032192193,-5.87E-04,-2.43E-04,-0.003552403,9.914663537034711,-0.261967615,-0.019798865,-60.46185669,-9.648979864,-17.37548368,-103.7219579,48.54941120147705,-50.01633911,0.004087865,-0.002463211,0.003242269,45,1.5,1,1500,1.5696452856063843,251.11402893066406,149.39999389648438,-86.9112684,40.4279198,-116,9.914663537034711,-0.261967615,-0.019798865,-0.021966779,0.015180740614525649,-0.003399691,Classroom
186,-0.878680664,0.012862394886234632,-0.00591836,0.47719977222956145,0.001875811,0.028256078,2.1465261532710147,-1.06E-04,3.171706943808553E-4,-9.40E-05,9.932577753529966,-0.278432792,-0.019168717,-60.43611481,-9.551989841,-17.41366959,-103.6962159,48.64774326324463,-50.05354889,0.013432640295762282,0.002021073,-0.001360237,45,1.5,1,1500,1.5696452856063843,251.11402893066406,149.39999389648438,-86.9112684,40.4279198,-124.5555556,9.932577753529966,-0.278432792,-0.019168717,-0.021485377,0.015741064,5.873539003704746E-5,Classroom
187,-0.87831346,0.012542937782782954,-0.005750264,0.47788576420071055,0.001887646,0.027532673413747724,2.144970377672066,-8.01E-04,5.930551391058755E-6,-1.36E-04,9.966989146852956,-0.269555537,-0.020214124,-60.42476871,-9.529297829,-17.42391773,-103.6845042,48.670191078186036,-50.06257702,0.015842224787739875,0.004493922,-0.001357025,45,1.5,1,1500,1.5696452856063843,251.11402893066406,149.39999389648438,-86.9112684,40.4279198,-121.625,9.966989146852956,-0.269555537,-0.020214124,-0.022180279,0.015429824,1.630907001208912E-5,Classroom
188,-0.87832896,0.012046149154238909,-0.005350004,0.47787389217071163,0.002115101,0.026277039019228184,2.14500446,-1.96E-04,0.001037847,0.002674681,9.968748879664153,-0.259670623,-0.018027479,-60.40585884,-9.624579849,-17.46198164,-103.6659597,48.574909133911135,-50.10283722,9.293232149290807E-4,0.002307189,0.003127142,45,1.5,1,1500,1.5696452856063843,251.11402893066406,149.39999389648438,-86.9112684,40.4279198,-108.7777778,9.968748879664153,-0.259670623,-0.018027479,-0.021575362,0.016461741,0.002827393,Classroom
189,-0.877827481,0.011372587987158483,-0.004774688,0.4788179739007672,0.002508818,0.024541147,2.14286319,-6.52E-05,3.2618057064133364E-4,1.1268052842142512E-4,9.952092050348671,-0.245874141,-0.023800454,-60.45307323,-9.698267794,-17.43074974,-103.7129301,48.501953239440915,-50.07014118,-0.007715725,-0.001417979,0.001243528,45,1.5,1,1500,1.5696452856063843,251.11402893066406,149.39999389648438,-86.9112684,40.4279198,-117.875,9.952092050348671,-0.245874141,-0.023800454,-0.02144489,0.015750074099062136,2.6539236293581214E-4,Classroom
190,-0.877807581,0.011405184928291632,-0.004786778,0.4788536759256159,0.00251985,0.024609927,2.1427812043902943,-1.01E-04,3.1431946785921613E-4,-1.36E-04,9.954656332441903,-0.242909248,-0.023001879,-60.44465504,-9.672891855,-17.47491367,-103.7045121,48.526475257873535,-50.11406113,2.3815006885713743E-4,0.002039765,0.00215326,45,1.5,1,1500,1.5696452856063843,251.11402893066406,149.39999389648438,-86.9112684,40.4279198,-117,9.954656332441903,-0.242909248,-0.023001879,-0.021480473,0.015738213,1.6309012369551126E-5,Classroom
191,-0.878077401,0.011608156,-0.005043858,0.4783499281383255,0.002247429,0.025213616113494902,2.1439270163045347,-4.33E-04,-5.52E-04,-0.003267736,9.952572006445665,-0.251436192,-0.023370285,-60.47771694,-9.690093832,-17.50760975,-103.7383059,48.51012710571289,-50.1479771,-6.53E-04,-4.67E-04,-2.67E-05,45,1.5,1,1500,1.5696452856063843,251.11402893066406,149.39999389648438,-86.9112684,40.4279198,-112.125,9.952572006445665,-0.251436192,-0.023370285,-0.021812584,0.014872351760786134,-0.003115024,Classroom
192,-0.878705734,0.012516236755526761,-0.0057256,0.4771647352038078,0.001882814,0.027463502675584218,2.1466123826295425,2.3129167604865958E-4,0.001215764,9.548194950573074E-4,9.954856632,-0.271681198,-0.015428479,-60.43806675,-9.551867905,-17.48308764,-103.6981681,48.64908500671387,-50.12272312,0.00176927,0.001751336,0.002202422,45,1.5,1,1500,1.5696452856063843,251.11402893066406,149.39999389648438,-86.9112684,40.4279198,-104.6666667,9.954856632,-0.271681198,-0.015428479,-0.021148362,0.016639657427095673,0.001107531,Classroom
193,-0.877871861,0.012282146728660875,-0.005184394,0.47870997722866465,0.002657632,0.026531048,2.1430908592001905,-1.72E-04,3.26180575162317E-4,-1.84E-04,9.959279347391961,-0.264052624,-0.025301776,-60.54188889,-9.605303822,-17.33729773,-103.801868,48.59552707672119,-49.97888504,0.001925357,5.646376933866334E-4,0.001556641,45,1.5,1,1500,1.5696452856063843,251.11402893066406,149.39999389648438,-86.9112684,40.4279198,-115.3333333,9.959279347391961,-0.264052624,-0.025301776,-0.02155164,0.015750073999600503,-3.11E-05,Classroom
194,-0.878732341,0.012313262622767282,-0.005654883,0.47712122988932343,0.001811905,0.027039139233167888,2.146715557690963,-3.97E-04,-8.12E-04,2.431527810912688E-4,9.956959030003224,-0.269840119,-0.018419507,-60.51846485,-9.596519833,-17.45746761,-103.778322,48.60455501556397,-50.09722507,-0.001179686,0.001003984,-0.001331988,45,1.5,1,1500,1.5696452856063843,251.11402893066406,149.39999389648438,-86.9112684,40.4279198,-105.5,9.956959030003224,-0.269840119,-0.018419507,-0.021777001,0.014611407,3.9586465064327694E-4,Classroom
195,-0.878902199,0.011717720942285199,-0.005524098,0.4768259980930732,0.001464798,0.025868390722630117,2.1474021696127377,1.64458872929502E-4,9.397650809170536E-5,5.638590060138645E-4,9.954911797,-0.257550768,-0.01382552,-60.38987686,-9.658251801,-17.42330774,-103.6504662,48.542945098876956,-50.06330917,-1.95E-04,-0.001665957,0.001706723,45,1.5,1,1500,1.5696452856063843,251.11402893066406,149.39999389648438,-86.9112684,40.4279198,-99.88888889,9.954911797,-0.257550768,-0.01382552,-0.021215195,0.015517869910511833,7.165708235473945E-4,Classroom
196,-0.878916734,0.011777328,-0.005564569,0.47679723900498694,0.001449677,0.026011795,2.147466666490129,-1.25E-04,-1.96E-04,-1.36E-04,9.936924952905155,-0.259966822,-0.014609576,-60.46539501,-9.65471385,-17.47942762,-103.7257398,48.54672718048096,-50.12003906,-0.01218693,-0.001101996,-1.16E-04,45,1.5,1,11.234999656677246,0.3732813000679016,74.40486145019531,149.39999389648438,-86.9110097,40.4279831,-114.875,9.936924952905155,-0.259966822,-0.014609576,-0.021504196,0.015228185,1.630900558807607E-5,Classroom
197,-0.879059016,0.011993249824035514,-0.005681255,0.47652804648991925,0.001442372,0.026503141553511897,2.1480754116206495,5.337500320837914E-5,2.965277051824389E-5,2.312916896116097E-4,9.903974199757993,-0.266279924,-0.015431383,-60.41232479,-9.656421785,-17.43062769,-103.671694,48.54379940032959,-50.07087303,-0.015448061,-0.003271067,-0.001068479,45,1.5,1,11.234999656677246,0.3732813000679016,74.40486145019531,149.39999389648438,-86.9110097,40.4279831,-116.8888889,9.903974199757993,-0.266279924,-0.015431383,-0.021326279,0.015453546185914463,3.8400349530472774E-4,Classroom
198,-0.879032167,0.012011309904814924,-0.005711647,0.4765768456227571,0.001407641,0.026563849,2.147964410411501,1.7791672257109754E-5,-1.25E-04,-2.43E-04,9.89707457,-0.262562919,-0.012547799,-60.44319092,-9.655933847,-17.45356369,-103.7026822,48.54440933227539,-50.09283291,-0.005094463,5.465809581349197E-4,0.00146827,45,1.5,1,11.234999656677246,0.3732813000679016,74.40486145019531,149.39999389648438,-86.9110097,40.4279831,-127.5,9.89707457,-0.262562919,-0.012547799,-0.021361862,0.015299351795495134,-9.04E-05,Classroom
199,-0.878907922,0.012066507060984962,-0.005765794,0.47680380708962966,0.001371968,0.026712089668489196,2.147447259680739,-2.97E-05,-1.25E-04,2.9059723516908085E-4,9.905025445141838,-0.265931455,-0.015988934,-60.43977497,-9.642513828,-17.43794764,-103.6999978,48.558439025878904,-50.07794899,0.003244502,-0.001319338,-0.002348899,45,1.5,1,11.234999656677246,0.3732813000679016,74.40486145019531,149.39999389648438,-86.9110097,40.4279831,-108.6666667,9.905025445141838,-0.265931455,-0.015988934,-0.021409307,0.015299351781932185,4.433090459483052E-4,Classroom
