seconds_elapsed,accelerometerUncalibrated_z,accelerometerUncalibrated_y,accelerometerUncalibrated_x,location_bearingAccuracy,location_speedAccuracy,location_verticalAccuracy,location_horizontalAccuracy,location_speed,location_bearing,location_altitude,location_longitude,location_latitude,totalAcceleration_z,totalAcceleration_y,totalAcceleration_x,magnetometer_z,magnetometer_y,magnetometer_x,gyroscopeUncalibrated_z,gyroscopeUncalibrated_y,gyroscopeUncalibrated_x,accelerometer_z,accelerometer_y,accelerometer_x,gyroscope_z,gyroscope_y,gyroscope_x,orientation_qz,orientation_qy,orientation_qx,orientation_qw,orientation_roll,orientation_pitch,orientation_yaw,microphone_dBFS,magnetometerUncalibrated_z,magnetometerUncalibrated_y,magnetometerUncalibrated_x,class
85,9.941548014150083,0.10232511119356433,0.17306728689994627,45,1.5,7.2946882247924805,56.38499832,1.4464436769485474,112.17149353027344,155.1999969482422,-86.9101462,40.4246722,9.941548014150083,0.10232511119356433,0.17306728689994627,-50.48628315,-18.85985762,8.105313787460327,-0.0211917,0.013309422208784292,6.460884391204813E-4,0.017925775968111478,0.002905454,0.001157161,-2.70E-04,3.289177570527849E-4,-1.17E-04,0.973474767,0.002899537,0.009564597,0.22857598731150994,-0.017297982,-0.010017896,-2.680426453,-76.44444444,-113.60591,6.939359822273254,-18.95477365,Garage
86,9.966797550905097,0.10555425995183222,0.17492578938169387,45,1.5,3.7647807598114014,57.97100067138672,0.20782285928726196,300.8562927246094,155.1999969482422,-86.9101785,40.4246841,9.966797550905097,0.10555425995183222,0.17492578938169387,-50.50214321,-18.81618172,8.045533838272094,-0.021160223,0.013330407250781082,6.568090559562072E-4,0.012444801700925365,0.002252942,0.002381587,-2.39E-04,3.499027988104855E-4,-1.07E-04,0.973426906,0.003071381,0.009617152,0.22877527512971638,-0.017319673,-0.010380054,-2.680019779,-71.625,-113.6226237,6.983767848014832,-19.01479765,Garage
87,9.936965655354621,0.10181402205263526,0.17527425896774218,45,1.5,3.7647807598114014,57.97100067138672,0.20782285928726196,300.8562927246094,155.1999969482422,-86.9101785,40.4246841,9.936965655354621,0.10181402205263526,0.17527425896774218,-50.42894318,-18.8414357,8.091161847114563,-0.020982306,0.012998296,7.398368449411491E-4,-0.014769702,-0.00129291,9.294981227337735E-4,-6.08E-05,1.779166773612638E-5,-2.37E-05,0.9733854879453344,0.003040098,0.009705931,0.22894811905124812,-0.01750501,-0.010362874,-2.679665103,-71.77777778,-113.5485698,6.958025837,-18.96868172,Garage
88,9.910929152109091,0.098863649,0.1765984418322739,45,1.5,3.7647807598114014,57.97100067138672,0.20782285928726196,300.8562927246094,155.1999969482422,-86.9101785,40.4246841,9.910929152109091,0.098863649,0.1765984418322739,-50.41198513,-18.8398497,8.078473830223084,-0.02112464,0.013282962785400813,6.568090616074363E-4,-0.01220842,-6.50E-04,0.001941429,-2.03E-04,3.024583515141485E-4,-1.07E-04,0.9734056476250436,0.00286979,0.009707457,0.2288645236816221,-0.017586788,-0.010030497,-2.679834586,-65.22222222,-113.5317333,6.960831880569458,-18.98136971,Garage
89,9.905374086820162,0.098887997,0.17495214738524878,45,1.5,3.7647807598114014,57.97100067138672,0.20782285928726196,300.8562927246094,155.1999969482422,-86.9101785,40.4246841,9.905374086820162,0.098887997,0.17495214738524878,-50.25314098,-18.76213564,7.864729848,-0.021065334,0.013164351649076035,8.703090625733716E-4,-0.003470754,-2.77E-04,2.955257603265707E-4,-1.44E-04,1.8384723553379763E-4,1.0675000641675828E-4,0.9734056215841793,0.002849777,0.009712321,0.22886466473630332,-0.017605416,-0.009993763,-2.679834077,-56.25,-113.3731341,7.036959881782532,-19.19547964,Garage
90,9.934395651215489,0.099769669,0.17232388518388989,45,1.5,3.7647807598114014,57.97100067138672,0.20782285928726196,300.8562927246094,155.1999969482422,-86.9101785,40.4246841,9.934395651215489,0.099769669,0.17232388518388989,-49.98047115,-18.66087566,7.771033844947815,-0.021136501,0.013045741,6.330868351336532E-4,0.016588035139065344,3.0529636491849585E-4,-7.10E-04,-2.15E-04,6.52361150324634E-5,-1.30E-04,0.9734378810067779,0.002888181,0.009639772,0.2287300184224416,-0.017447973,-0.010032912,-2.680110554,-58.22222222,-113.1002197,7.139073901176452,-19.28893167,Garage
91,9.963934278,0.1044856211514149,0.17487932741641998,45,1.5,8.478550910949707,61.332000732421875,1.159254789352417,87.29447174072266,155.1999969482422,-86.9100876,40.424686,9.963934278,0.1044856211514149,0.17487932741641998,-50.49823902,-18.40906771,8.500593786239625,-0.020982306,0.013057601629096327,7.516979511140041E-4,0.012704552955997801,0.003049473,8.01575125999821E-4,-6.08E-05,7.709722685654765E-5,-1.19E-05,0.9734136334900717,0.002974613,0.009666509,0.22883091432955657,-0.017459444,-0.010215234,-2.67990466,-63.25,-113.6178659,7.390881857872009,-18.55961567,Garage
92,9.939709857829566,0.10283619946646459,0.17411269435604798,45,1.5,8.478550910949707,61.332000732421875,1.159254789352417,87.29447174072266,155.1999969482422,-86.9100876,40.424686,9.939709857829566,0.10283619946646459,0.17411269435604798,-50.6794091,-18.67429565,8.590263853,-0.020970445,0.013057601692390095,7.872812865862568E-4,-0.012917676,-8.03E-04,2.0406952182066093E-4,-4.89E-05,7.709722685654765E-5,2.3722223648168508E-5,0.9733860139707917,0.003065019,0.009698879,0.2289458443817583,-0.017479895,-0.010408119,-2.679670035,-68.44444444,-113.8004995,7.125287866592407,-18.46957962,Garage
93,9.910069502673103,0.099676744,0.17532072194571635,45,1.5,8.478550910949707,61.332000732421875,1.159254789352417,87.29447174072266,155.1999969482422,-86.9100876,40.424686,9.910069502673103,0.099676744,0.17532072194571635,-50.5799791,-18.86498167,8.361025844,-0.021062483,0.013015745610643465,6.460884380011031E-4,-0.01337498,-9.61E-04,4.501405816811782E-4,-1.41E-04,3.5241188015788794E-5,-1.17E-04,0.9733895183755801,0.002923516,0.009726144,0.2289316373375746,-0.017597896,-0.01014486,-2.679697605,-71.5,-113.7003377,6.934479832649231,-18.69942762,Garage
94,9.906082486643374,0.098933343,0.17550657168754097,45,1.5,8.478550910949707,61.332000732421875,1.159254789352417,87.29447174072266,155.1999969482422,-86.9100876,40.424686,9.906082486643374,0.098933343,0.17550657168754097,-50.56729092,-18.81752375,8.175097846984864,-0.020982306,0.012784796079747307,9.177535172163066E-4,-0.003214244,-5.17E-04,-5.24E-04,-6.08E-05,-1.96E-04,1.541944537130953E-4,0.9733665446633274,0.002853183,0.009788144,0.22902754180639692,-0.017749815,-0.010038071,-2.679500172,-67.33333333,-113.687406,6.981815848350525,-18.88474573,Garage
95,9.935200015318047,0.10209279811208688,0.1751348714805344,45,1.5,8.478550910949707,61.332000732421875,1.159254789352417,87.29447174072266,155.1999969482422,-86.9100876,40.424686,9.935200015318047,0.10209279811208688,0.1751348714805344,-50.52629921,-18.82374565,8.099457840919495,-0.021041612,0.013045740503709293,7.042535072084046E-4,0.017021669924837873,0.001980318,-6.49E-04,-1.20E-04,6.523611729295509E-5,-5.93E-05,0.9733691805774726,0.002886167,0.009775028,0.22901648543413403,-0.017709294,-0.010096078,-2.679523216,-67.125,-113.6466576,6.975959844589234,-18.96038567,Garage
96,9.96559818,0.10520579051045538,0.17469347680656655,0,1.5,4.214885234832764,45.4640007,0.091812573,0,155.1999969482422,-86.9101005,40.4246828,9.96559818,0.10520579051045538,0.17469347680656655,-50.56009335,-18.76799175,8.176317811012268,-0.020899279,0.013010157217967857,9.651979594265373E-4,0.013855276755916262,0.001525856,1.7373683383163895E-4,2.2239564325732803E-5,2.9652779560210635E-5,2.0163890100943232E-4,0.9733744917564022,0.003065766,0.009721279,0.2289938612759692,-0.017522649,-0.010420692,-2.679571608,-71.33333333,-113.6797196,7.031835894584656,-18.88364756,Garage
97,9.942311703580097,0.10344021282728436,0.17453085783037167,0,1.5,4.214885234832764,45.4640007,0.091812573,0,155.1999969482422,-86.9101005,40.4246828,9.942311703580097,0.10344021282728436,0.17453085783037167,-50.54984516,-18.8149617,8.112023835,-0.020970445,0.012927129430678284,8.703090687897237E-4,-0.012261743,-0.001905977,-0.001057517,-4.89E-05,-5.34E-05,1.0675000641675828E-4,0.9733310312900728,0.003132172,0.009790364,0.2291746703745092,-0.017624795,-0.010584889,-2.679201642,-76.125,-113.6703259,6.985719866752625,-18.94794168,Garage
98,9.909308424,0.099417179,0.17389378438775355,0,1.5,4.214885234832764,45.4640007,0.091812573,0,155.1999969482422,-86.9101005,40.4246828,9.909308424,0.099417179,0.17389378438775355,-50.56631512,-18.80617767,8.149843869,-0.02112464,0.012808518285311541,8.110035113646712E-4,-0.01579306,-0.001930953,-0.001085851,-2.03E-04,-1.72E-04,4.7444447296337016E-5,0.9733750982191957,0.002957127,0.009746314,0.228991658,-0.017621154,-0.010220616,-2.679574918,-75.33333333,-113.6869178,6.994259858131409,-18.91048761,Garage
99,9.904616013,0.099142424,0.17497225192565363,0,1.5,4.214885234832764,45.4640007,0.091812573,0,155.1999969482422,-86.9101005,40.4246828,9.904616013,0.099142424,0.17497225192565363,-50.56363121,-18.74578772,8.181563863754272,-0.021089056,0.012772934918192405,7.991424018010786E-4,-0.003808142,-4.26E-04,-7.56E-04,-1.68E-04,-2.08E-04,3.558333547225276E-5,0.973377436,0.002862304,0.009764592,0.22898214172969744,-0.017700251,-0.010044211,-2.679593364,-80.44444444,-113.6836235,7.055503878593445,-18.87815765,Garage
100,9.929763942088895,0.10062922710932574,0.17511164028089024,0,1.5,4.214885234832764,45.4640007,0.091812573,0,155.1999969482422,-86.9101005,40.4246828,9.929763942088895,0.10062922710932574,0.17511164028089024,-50.50482716,-18.76542963,8.156065831184387,-0.02112464,0.013164352,8.703090682246008E-4,0.014629493639307115,7.535818132381995E-4,1.5085921125504578E-4,-2.03E-04,1.8384723327330595E-4,1.0675000641675828E-4,0.9733877396120608,0.002881017,0.009739881,0.22893916142797008,-0.017644017,-0.010068548,-2.679681695,-82,-113.6250637,7.034885869026184,-18.90377769,Garage
101,9.963019556212194,0.10399776364414437,0.17480963309413022,0,1.5,4.214885234832764,45.4640007,0.091812573,0,155.1999969482422,-86.9101005,40.4246828,9.963019556212194,0.10399776364414437,0.17480963309413022,-50.52983715,-18.78458357,8.113853831291198,-0.021148362,0.013105046094476599,6.568090610423134E-4,0.015929601724865367,0.00151357,6.738449763325812E-5,-2.27E-04,1.2454167415288468E-4,-1.07E-04,0.9733820615462887,0.003004456,0.009721245,0.2289625022885869,-0.017550987,-0.010300754,-2.679635222,-81.44444444,-113.6490976,7.015243854522705,-18.94635569,Garage
102,9.946063579,0.10213926094538957,0.1732531370757853,45,1.5,9.419798851013184,59.797000885009766,0.11816249787807465,95.28667449951172,155.1999969482422,-86.9100931,40.4246826,9.946063579,0.10213926094538957,0.1732531370757853,-50.56887737,-18.81703564,8.085427870750427,-0.020968506,0.012898274992879193,6.343413775679297E-4,-0.008593385,-2.57E-04,-8.31E-04,-4.70E-05,-8.22E-05,-1.29E-04,0.9733992568575419,0.003011427,0.009685847,0.22889079783971494,-0.017479631,-0.010296829,-2.679782292,-82.125,-113.6888692,6.983645839691162,-18.97478172,Garage
103,9.911829346591986,0.097469772,0.1733228312534036,45,1.5,9.419798851013184,59.797000885009766,0.11816249787807465,95.28667449951172,155.1999969482422,-86.9100931,40.4246826,9.911829346591986,0.097469772,0.1733228312534036,-50.50934116,-18.81618168,8.112145857810974,-0.02112464,0.013010157217967857,6.923923959494433E-4,-0.015450144,-0.001358712,5.983221299439958E-5,-2.03E-04,2.9652779560210635E-5,-7.12E-05,0.9734489472167006,0.002852829,0.009626554,0.2286839146637222,-0.017438872,-0.009957208,-2.680204685,-85.66666667,-113.6289677,6.984987845420838,-18.94794168,Garage
104,9.906291591310964,0.097609159,0.17306728661060333,45,1.5,9.419798851013184,59.797000885009766,0.11816249787807465,95.28667449951172,155.1999969482422,-86.9100931,40.4246826,9.906291591310964,0.097609159,0.17306728661060333,-50.57400105,-18.79019562,8.124345846176148,-0.020982306,0.013057601656222228,9.889201847700746E-4,-0.004902571,-6.54E-04,-1.51E-04,-6.08E-05,7.709722685654765E-5,2.2536112465760082E-4,0.9734482146003871,0.002830221,0.009633433,0.22868702336422447,-0.017462572,-0.009916394,-2.680198051,-85.25,-113.6948476,7.010363879203797,-18.93537571,Garage
105,9.925649115182821,0.099560588,0.17439147,45,1.5,9.419798851013184,59.797000885009766,0.11816249787807465,95.28667449951172,155.1999969482422,-86.9100931,40.4246826,9.925649115182821,0.099560588,0.17439147,-50.53032516,-18.78409567,8.094089870452882,-0.021077195,0.013081323843702529,6.568090587818217E-4,0.011662594323019379,0.001592483,0.001069291,-1.56E-04,1.0081945050471616E-4,-1.07E-04,0.9734506977414622,0.002813881,0.009632476,0.2286766731333964,-0.017468275,-0.009883964,-2.680219076,-83.55555556,-113.6501955,7.016463856697083,-18.96587561,Garage
106,9.961424286548908,0.10411079328220624,0.17403183175394168,45,1.5,9.419798851013184,59.797000885009766,0.11816249787807465,95.28667449951172,155.1999969482422,-86.9100931,40.4246826,9.961424286548908,0.10411079328220624,0.17403183175394168,-50.60181717,-18.78848763,8.116293835639954,-0.02101789,0.013033879423532093,7.398368409852886E-4,0.015949157,0.002195218,-3.13E-04,-9.64E-05,5.337500320837914E-5,-2.37E-05,0.9733978816606466,0.002991638,0.00969332,0.22889659633335557,-0.017503175,-0.010261827,-2.679770192,-80,-113.7218099,7.0119498825073245,-18.94379368,Garage
107,9.948064350387424,0.10223218603330908,0.1738803817809207,45,1.5,5.083912372589111,37.64899826049805,6.991539478302002,295.84942626953125,155.1999969482422,-86.9105711,40.4248583,9.948064350387424,0.10223218603330908,0.1738803817809207,-50.53654709,-18.79983366,8.166679849624634,-0.020982306,0.012879684992423914,7.991424006708327E-4,-0.006914722,-9.49E-04,-2.08E-04,-6.08E-05,-1.01E-04,3.558333547225276E-5,0.9733890642240209,0.003037665,0.009699511,0.22893323336990135,-0.017493781,-0.010354927,-2.67969559,-80.375,-113.6564175,6.9990178489685055,-18.89365162,Garage
108,9.911149747163346,0.097469772,0.17453085840905755,45,1.5,5.083912372589111,37.64899826049805,6.991539478302002,295.84942626953125,155.1999969482422,-86.9105711,40.4248583,9.911149747163346,0.097469772,0.17453085840905755,-50.56155708,-18.80202974,8.013081855773926,-0.021065334,0.013081323906996296,7.27975731986819E-4,-0.016761141,-0.002100325,1.660311974368049E-4,-1.44E-04,1.0081945050471616E-4,-3.56E-05,0.9734165489094929,0.002877065,0.009684315,0.2288190447589726,-0.01753887,-0.010033246,-2.679927914,-81.66666667,-113.6810617,6.997431864738465,-19.04700573,Garage
109,9.904917948,0.09798086,0.173833919,45,1.5,5.083912372589111,37.64899826049805,6.991539478302002,295.84942626953125,155.1999969482422,-86.9105711,40.4248583,9.904917948,0.09798086,0.173833919,-50.52495728,-18.77238369,8.128005843162537,-0.020982306,0.013010157172758025,8.110035102344254E-4,-0.004802695,1.835159740401703E-4,-1.98E-04,-6.08E-05,2.9652779560210635E-5,4.7444447296337016E-5,0.9734309882793611,0.002796338,0.009675404,0.2287589732593703,-0.017559055,-0.009870919,-2.680050153,-83.125,-113.6450716,7.027931866645813,-18.93171558,Garage
110,9.922916422,0.099653513,0.17420561973331045,45,1.5,5.083912372589111,37.64899826049805,6.991539478302002,295.84942626953125,155.1999969482422,-86.9105711,40.4248583,9.922916422,0.099653513,0.17420561973331045,-50.5075111,-18.80178574,8.113853850364684,-0.021100917,0.013140629479679668,6.449479526089667E-4,0.010986494786531022,0.001494634,5.466903297646532E-4,-1.79E-04,1.6012500962513744E-4,-1.19E-04,0.9734427489123298,0.002820212,0.009646573,0.22870985657266044,-0.0174925,-0.009903325,-2.680151129,-79,-113.6275038,6.998651881217956,-18.94598972,Garage
111,9.960888084856052,0.10357960045916363,0.17364806891645043,45,1.5,5.083912372589111,37.64899826049805,6.991539478302002,295.84942626953125,155.1999969482422,-86.9105711,40.4248583,9.960888084856052,0.10357960045916363,0.17364806891645043,-50.39819916,-19.04273565,8.114951868,-0.021144712,0.013062733897151282,7.518120009290914E-4,0.017287887059725247,0.002312635,4.7730281949043274E-5,-2.23E-04,8.222943870350718E-5,-1.17E-05,0.9734194593933913,0.00296232,0.009658062,0.22880668178773844,-0.017448883,-0.010186995,-2.679954199,-78.625,-113.5180697,6.7570918798446655,-18.94489168,Garage
112,9.949896692072304,0.10320790010748558,0.17376422520401408,45,1.5,11.243962287902832,59.49300003051758,5.212652206420898,114.68473815917969,155.1999969482422,-86.9101924,40.4247248,9.949896692072304,0.10320790010748558,0.17376422520401408,-50.56058113,-18.71882566,8.163629799,-0.020934862,0.012950851591032686,9.058924031317306E-4,-0.005805599,-5.19E-04,-1.12E-04,-1.33E-05,-2.97E-05,1.4233334188901105E-4,0.9733912667024482,0.003074899,0.009686196,0.2289239116085386,-0.017450913,-0.010421155,-2.679715115,-80,-113.679964,7.0820998859405515,-18.8968236,Garage
113,9.912520528997032,0.098236404,0.17274204865821358,45,1.5,11.243962287902832,59.49300003051758,5.212652206420898,114.68473815917969,155.1999969482422,-86.9101924,40.4247248,9.912520528997032,0.098236404,0.17274204865821358,-50.51117104,-18.76262371,8.114585824012757,-0.02101789,0.012974573887016588,7.398368449411491E-4,-0.017223441,-0.002143505,-1.98E-04,-9.64E-05,-5.93E-06,-2.37E-05,0.9734394411438877,0.002931495,0.00962627,0.22872338581432416,-0.017401939,-0.010110947,-2.68012463,-78.625,-113.6296998,7.0378138542175295,-18.94550171,Garage
114,9.906268342027387,0.096981915,0.17327636784141504,45,1.5,11.243962287902832,59.49300003051758,5.212652206420898,114.68473815917969,155.1999969482422,-86.9101924,40.4247248,9.906268342027387,0.096981915,0.17327636784141504,-50.55582302,-18.76933357,8.053951859474182,-0.02112464,0.013116907,6.805312869509737E-4,-0.004431688,-5.10E-04,1.0311849487638011E-4,-2.03E-04,1.3640278597696893E-4,-8.30E-05,0.9734581853579549,0.002793389,0.009622707,0.2286454731399573,-0.017458942,-0.009839033,-2.680282829,-75.66666667,-113.6756935,7.030859880447387,-19.00625767,Garage
115,9.922466086,0.099693274,0.17299647614932978,45,1.5,11.243962287902832,59.49300003051758,5.212652206420898,114.68473815917969,155.1999969482422,-86.9101924,40.4247248,9.922466086,0.099693274,0.17299647614932978,-50.54520916,-18.76079369,8.113731870651245,-0.020994167,0.012950851645284487,5.026146061989723E-4,0.009361249,0.002484039,-1.56E-04,-7.26E-05,-2.97E-05,-2.61E-04,0.9734607188447008,0.002773545,0.009622511,0.2286349521967971,-0.017467739,-0.009800118,-2.680304178,-71,-113.6659336,7.039155888557434,-18.94635571,Garage
116,9.961097152487746,0.10295235553702105,0.17360160680650508,45,1.5,11.243962287902832,59.49300003051758,5.212652206420898,114.68473815917969,155.1999969482422,-86.9101924,40.4247248,9.961097152487746,0.10295235553702105,0.17360160680650508,-50.51202515,-18.76774769,8.103483829498291,-0.021065334,0.013211796,6.212257255700607E-4,0.018096692353776356,0.003347783,3.6384498031393994E-4,-1.44E-04,2.3129168056964296E-4,-1.42E-04,0.9734484142470128,0.002891893,0.009618195,0.22868603656014191,-0.017404714,-0.010029483,-2.680200753,-69.375,-113.6322617,7.032933855056763,-18.95635975,Garage
117,9.952112392,0.10021106377967352,0.17297436210136968,45,1.5,3.8103485107421875,47.15999984741211,2.3121085166931152,116.99518585205078,155.1999969482422,-86.910114,40.4246914,9.952112392,0.10021106377967352,0.17297436210136968,-50.50214306,-18.78958578,8.059563865661621,-0.021266973,0.013057601647180261,6.33086837394145E-4,-0.003876038,-8.10E-04,1.1002409805371924E-4,-3.45E-04,7.709722685654765E-5,-1.30E-04,0.973449707,0.002968674,0.009597164,0.22868043502557625,-0.017328715,-0.010169257,-2.680213095,-68.66666667,-113.6220141,7.010607900619507,-19.00052366,Garage
118,9.915383746323077,0.097190997,0.172811742,45,1.5,3.8103485107421875,47.15999984741211,2.3121085166931152,116.99518585205078,155.1999969482422,-86.910114,40.4246914,9.915383746323077,0.097190997,0.172811742,-50.49579903,-18.75871977,8.129957838058472,-0.021160223,0.013045740530835194,8.110035124949171E-4,-0.017988686,-0.001430028,7.521711217546926E-4,-2.22E-04,5.930555912042127E-5,6.37534743590841E-5,0.9734823507012673,0.002846737,0.009562402,0.22854443111465972,-0.017318166,-0.009913534,-2.680490552,-69.25,-113.616158,7.041229863166809,-18.93037367,Garage
119,9.907485026757694,0.096819296,0.17332283053004627,45,1.5,3.8103485107421875,47.15999984741211,2.3121085166931152,116.99518585205078,155.1999969482422,-86.910114,40.4246914,9.907485026757694,0.096819296,0.17332283053004627,-50.46810513,-18.76433172,8.062125854492187,-0.021109471,0.012792551,8.105473137290503E-4,-0.005311984,-4.90E-04,-7.89E-04,-3.52E-05,-2.80E-04,1.9970004639337555E-4,0.9734400688455656,0.00277144,0.009663572,0.22872114224502674,-0.017547789,-0.00981635,-2.680127435,-66.11111111,-113.5880978,7.035861892700195,-18.99759563,Garage
120,9.920660130028585,0.097539465,0.17155725385957551,45,1.5,3.8103485107421875,47.15999984741211,2.3121085166931152,116.99518585205078,155.1999969482422,-86.910114,40.4246914,9.920660130028585,0.097539465,0.17155725385957551,-50.46505516,-18.84936571,8.163995842933655,-0.021053473,0.013022018298145059,6.449479452623687E-4,0.007692633,-7.27E-05,-0.001578779,2.0756945692147444E-5,-3.56E-05,3.4100671628833687E-5,0.9734588138108115,0.002799148,0.009620076,0.22864279859853023,-0.017451216,-0.009849014,-2.680288373,-64.375,-113.5865112,6.949363827705383,-18.89596968,Garage
121,9.960327547,0.10241803606447664,0.17281174211247455,45,1.5,3.8103485107421875,47.15999984741211,2.3121085166931152,116.99518585205078,155.1999969482422,-86.910114,40.4246914,9.960327547,0.10241803606447664,0.17281174211247455,-50.29571892,-18.66563368,8.286727819,-0.020946723,0.012725490498021968,7.042535077735275E-4,0.018041944,0.002324075,-1.43E-04,1.2750695210890574E-4,-3.50E-04,9.340623922609878E-5,0.9734490236032356,0.00291419,0.009611604,0.2286833860341785,-0.017381706,-0.010069846,-2.680206447,-63.88888889,-113.4165661,7.135047888755798,-18.77323771,Garage
122,9.954423914,0.10158170969451516,0.17346221902995435,45,1.5,2.8578624725341797,40.630001068115234,0.7157285213470459,147.94842529296875,155.1999969482422,-86.9101111,40.4246678,9.954423914,0.10158170969451516,0.17346221902995435,-50.43638489,-18.68503178,8.054439826011658,-0.020970445,0.012986434976235755,9.177535132604461E-4,-0.003320555,-0.001068994,-9.39E-04,1.0378472846073723E-4,-7.12E-05,3.0690624753863197E-4,0.9733928089002961,0.003015681,0.009697467,0.2289176727961568,-0.017500024,-0.010310912,-2.679727246,-69.375,-113.5562561,7.115039920806884,-19.00540361,Garage
123,9.917220262380747,0.096679238,0.1715929932319201,45,1.5,2.8578624725341797,40.630001068115234,0.7157285213470459,147.94842529296875,155.1999969482422,-86.9101111,40.4246678,9.917220262380747,0.096679238,0.1715929932319201,-50.50116726,-18.75627966,8.130933828353882,-0.021029751,0.012844101661472644,7.991423961498494E-4,-0.017047919,-0.003260046,-0.001785804,4.447916934031595E-5,-2.16E-04,1.88295125341929E-4,0.9734328018808828,0.002902729,0.00964622,0.22875114465222776,-0.01745365,-0.010064565,-2.680067403,-70.66666667,-113.6195734,7.042815880775452,-18.92915361,Garage
124,9.907450203756683,0.09688899,0.17262589208130696,45,1.5,2.8578624725341797,40.630001068115234,0.7157285213470459,147.94842529296875,155.1999969482422,-86.9101111,40.4246678,9.907450203756683,0.09688899,0.17262589208130696,-50.49409115,-18.77104168,8.166801800727844,-0.020923001,0.012938991,7.398368404201657E-4,-0.005648539,-4.07E-04,-4.96E-04,1.5122917575707424E-4,-1.20E-04,1.2898957243785984E-4,0.9734691491404783,0.002784497,0.009603316,0.22859972961319303,-0.017425714,-0.009812035,-2.680376516,-75,-113.6140841,7.029273896217346,-18.89291956,Garage
125,9.917401952650941,0.098375792,0.1732531366417709,45,1.5,2.8578624725341797,40.630001068115234,0.7157285213470459,147.94842529296875,155.1999969482422,-86.9101111,40.4246678,9.917401952650941,0.098375792,0.1732531366417709,-50.49470123,-18.7826317,8.137521882,-0.020946723,0.012938990537981384,7.754201781529101E-4,0.006275677,0.001041346,-3.23E-04,1.2750695210890574E-4,-1.17E-04,1.6457291186597307E-4,0.9734466625648794,0.002781264,0.00964826,0.2286936099668151,-0.017513755,-0.009827974,-2.680184006,-75.66666667,-113.6148158,7.016463866233826,-18.92244373,Garage
126,9.957522429308845,0.1025341923520403,0.17306728661060333,45,1.5,2.8578624725341797,40.630001068115234,0.7157285213470459,147.94842529296875,155.1999969482422,-86.9101111,40.4246678,9.957522429308845,0.1025341923520403,0.17306728661060333,-50.47359512,-18.76152561,8.135691819,-0.021053473,0.013081323879870396,5.263368292820179E-4,0.019035163,0.001711059,-4.12E-04,2.07569445619016E-5,2.9652788037054458E-5,-8.45E-05,0.9734289507264072,0.002939297,0.009644986,0.22876714748664967,-0.017434366,-0.010135482,-2.680035001,-75.11111111,-113.5943195,7.0370818662643435,-18.92476173,Garage
127,9.95719143,0.10193017920822774,0.17281174298050334,45,1.5,7.646769046783447,73.24600219726562,7.903073787689209,85.39421081542969,155.1999969482422,-86.9095657,40.4247059,9.95719143,0.10193017920822774,0.17281174298050334,-50.52605518,-18.78336369,8.044313826560973,-0.02091114,0.012808518240101707,7.75420179283156E-4,-3.59E-04,-2.94E-04,-8.22E-04,1.630902875811585E-4,-2.68E-04,1.6457291469158767E-4,0.9734161797079067,0.003011128,0.009652728,0.22882021818924875,-0.017416028,-0.010279824,-2.679926981,-74.625,-113.6445836,7.016097860336304,-19.01601776,Garage
128,9.918665127,0.098491948,0.17248650459409917,45,1.5,7.646769046783447,73.24600219726562,7.903073787689209,85.39421081542969,155.1999969482422,-86.9095657,40.4247059,9.918665127,0.098491948,0.17248650459409917,-50.48274506,-18.76677181,8.120563864707947,-0.020956759,0.012780804348249849,8.105473148484285E-4,-0.017246356,-0.002262976,-0.00154924,1.1747062671929598E-4,-2.91E-04,1.9970004863213174E-4,0.9734113434186349,0.002931341,0.00968144,0.22884059940966275,-0.017508217,-0.010137992,-2.67988431,-66.11111111,-113.6022495,7.033665876,-18.93927963,Garage
129,9.905243243985963,0.095982969,0.17309051781024748,45,1.5,7.646769046783447,73.24600219726562,7.903073787689209,85.39421081542969,155.1999969482422,-86.9095657,40.4247059,9.905243243985963,0.095982969,0.17309051781024748,-50.48811317,-18.72846378,8.165581817626952,-0.021077195,0.012749212748796037,7.516979556349874E-4,-0.007880766,-0.001900972,-0.001423779,-2.97E-06,-3.22E-04,1.408506899131733E-4,0.9734231540300313,0.002795009,0.009691108,0.22879167118118804,-0.017589913,-0.009876104,-2.679983102,-66.375,-113.6085935,7.070997872,-18.89438366,Garage
130,9.915168845537798,0.097190996,0.17413592598970654,45,1.5,7.646769046783447,73.24600219726562,7.903073787689209,85.39421081542969,155.1999969482422,-86.9095657,40.4247059,9.915168845537798,0.097190996,0.17413592598970654,-50.51897903,-18.76335562,8.051023817062378,-0.021029751,0.013093185041425297,7.279757302914502E-4,0.005450221,4.7722249065788045E-4,-3.90E-04,4.447916934031595E-5,5.040973259895606E-5,1.1712846174402144E-4,0.9734349632726133,0.002738881,0.009681429,0.2287425070422367,-0.017597233,-0.009761514,-2.680083266,-67.88888889,-113.6393382,7.036105852127076,-19.00894163,Garage
