seconds_elapsed,accelerometerUncalibrated_z,accelerometerUncalibrated_y,accelerometerUncalibrated_x,location_bearingAccuracy,location_speedAccuracy,location_verticalAccuracy,location_horizontalAccuracy,location_speed,location_bearing,location_altitude,location_longitude,location_latitude,totalAcceleration_z,totalAcceleration_y,totalAcceleration_x,magnetometer_z,magnetometer_y,magnetometer_x,gyroscopeUncalibrated_z,gyroscopeUncalibrated_y,gyroscopeUncalibrated_x,accelerometer_z,accelerometer_y,accelerometer_x,gyroscope_z,gyroscope_y,gyroscope_x,orientation_qz,orientation_qy,orientation_qx,orientation_qw,orientation_roll,orientation_pitch,orientation_yaw,microphone_dBFS,magnetometerUncalibrated_z,magnetometerUncalibrated_y,magnetometerUncalibrated_x,class
10,9.946522407,0.10583303507091929,0.18098915614260053,45,1.5,2.0143778324127197,34.35499954223633,1.3951061964035034,295.2401428222656,155.1999969482422,-86.910306,40.4247474,9.946522407,0.10583303507091929,0.18098915614260053,-54.29487873,-29.29744547,13.746593704223633,-0.021065334,0.013140629452553768,9.296146233891616E-4,0.012812799620396883,0.001960775,8.827349514637179E-4,-4.49E-04,7.413203366896481E-6,1.6605556553717955E-4,0.9717971717269676,0.002947992,0.010036174235051697,0.23558581511951188,-0.018119205,-0.010458786,-2.666018227,-89.5,-117.414018,-3.496031935,-13.31324971,Garage
11,9.921229417507465,0.10148789088886517,0.1807271338139589,45,1.5,2.0143778324127197,34.35499954223633,1.3951061964035034,295.2401428222656,155.1999969482422,-86.910306,40.4247474,9.921229417507465,0.10148789088886517,0.1807271338139589,-54.29524479,-29.30574146,13.879817724227905,-0.020982306,0.013010157,8.465868479671698E-4,-0.012513753,-0.002714402,0.001786447,-3.66E-04,-1.23E-04,8.302778276858978E-5,0.9718200367631264,0.002991451,0.009984433,0.23549337193225195,-0.017999172,-0.010517071,-2.666208594,-82.22222222,-117.4149938,-3.504937928,-13.18014771,Garage
12,9.893287890165755,0.1011403157201695,0.17983920742007134,45,1.5,2.0143778324127197,34.35499954223633,1.3951061964035034,295.2401428222656,155.1999969482422,-86.910306,40.4247474,9.893287890165755,0.1011403157201695,0.17983920742007134,-54.1082188,-29.30183737,13.740981702804566,-0.021041612,0.013010157217967857,8.228646101909282E-4,-0.014291921,-7.07E-05,2.7881526541941374E-4,-4.26E-04,-1.23E-04,5.930555912042127E-5,0.97183703,0.002819598,0.009966155,0.23542614816461951,-0.018045233,-0.010173163,-2.666344416,-79.75,-117.2276017,-3.501643939,-13.31886175,Garage
13,9.893891899331102,0.099978751,0.17653745933643822,45,1.5,2.0143778324127197,34.35499954223633,1.3951061964035034,295.2401428222656,155.1999969482422,-86.910306,40.4247474,9.893891899331102,0.099978751,0.17653745933643822,-54.18276089,-29.35149141,13.69779377937317,-0.020970445,0.013033879,7.398368375945511E-4,-0.00140504,2.6660586155734017E-4,-0.002072814,-3.54E-04,-9.93E-05,-2.37E-05,0.9718618445026065,0.00277964,0.010000399666503795,0.2353227297657902,-0.018131711,-0.010109692,-2.666556995,-81.88888889,-117.3031197,-3.550809925,-13.36229374,Garage
14,9.924690784,0.1044159267669616,0.1818864639233617,45,1.5,2.0143778324127197,34.35499954223633,1.3951061964035034,295.2401428222656,155.1999969482422,-86.910306,40.4247474,9.924690784,0.1044159267669616,0.1818864639233617,-54.15079693,-29.39126341,13.647651777267455,-0.021053473,0.013413435047112622,6.33086815919474E-4,0.017589069107203807,0.003137786,0.004069878,-4.37E-04,2.8021878153718647E-4,-1.30E-04,0.9719392506821641,0.002805923,0.009895902,0.23500676901595105,-0.017919454,-0.010105802,-2.667206496,-73.625,-117.2710343,-3.591801915,-13.41255775,Garage
15,9.951557770516109,0.10751730407976988,0.1765810188710762,45,1.5,8.278874397277832,62.49399948120117,0.28943270444869995,307.05548095703125,155.1999969482422,-86.9102535,40.4247347,9.951557770516109,0.10751730407976988,0.1765810188710762,-54.17592915,-29.3268475,13.625325746536255,-0.020946723,0.013176212855840771,7.279757212494835E-4,0.024125182512894416,0.003266458,-0.003875278,-3.31E-04,4.299652923205958E-5,-3.56E-05,0.971907246,0.003035282,0.010015476088139038,0.2351306925699549,-0.018042639,-0.010610304,-2.666955811,-59,-117.2960435,-3.527629895,-13.43463974,Garage
16,9.933080127,0.09888688,0.17926713657899968,45,1.5,8.278874397277832,62.49399948120117,0.28943270444869995,307.05548095703125,155.1999969482422,-86.9102535,40.4247347,9.933080127,0.09888688,0.17926713657899968,-54.21777485,-28.7300234,13.567131719589234,-0.021003748,0.012839539666087009,8.340414295581958E-4,0.007609927,-0.003837725,-0.003556186,-3.88E-04,-2.94E-04,7.048237603157759E-5,0.971868495,0.00285302,0.010216902,0.23528466359353983,-0.018518264,-0.010353518,-2.666638374,-89.5,-117.3383775,-2.929219918,-13.49258978,Garage
17,9.900295044611958,0.096261745,0.17715599264913393,45,1.5,8.278874397277832,62.49399948120117,0.28943270444869995,307.05548095703125,155.1999969482422,-86.9102535,40.4247347,9.900295044611958,0.096261745,0.17715599264913393,-54.19727901,-28.75600948,13.545903692245483,-0.021006028,0.013188073899850104,6.923923840818619E-4,-0.009890806,-0.002740249,-0.002340944,-3.90E-04,5.4857652923725184E-5,-7.12E-05,0.9719717878739811,0.002730933,0.009968838,0.23487006778855926,-0.01809788,-0.009991729,-2.667487452,-89.44444444,-117.3177598,-2.955693913,-13.51418371,Garage
18,9.899368684268692,0.10046660780762005,0.17473993963986925,45,1.5,8.278874397277832,62.49399948120117,0.28943270444869995,307.05548095703125,155.1999969482422,-86.9102535,40.4247347,9.899368684268692,0.10046660780762005,0.17473993963986925,-54.18581093,-28.6898855,13.468799772262573,-0.021148362,0.013128768381418533,8.110035068436878E-4,-0.001305895,5.914860775748503E-4,-7.50E-04,-5.32E-04,-4.45E-06,4.7444447296337016E-5,0.9720156320090433,0.002825864,0.009791616,0.23469496192862688,-0.017710586,-0.010089829,-2.667847418,-82.22222222,-117.3056816,-2.888959918,-13.59104378,Garage
19,9.925573645286189,0.10044337652659821,0.1752045646454524,45,1.5,8.278874397277832,62.49399948120117,0.28943270444869995,307.05548095703125,155.1999969482422,-86.9102535,40.4247347,9.925573645286189,0.10044337652659821,0.1752045646454524,-53.74234112,-27.37753136,11.516921739578247,-0.020982306,0.013259240606962477,4.788923780298204E-4,0.015474393529799377,0.001319919,-1.86E-05,-3.66E-04,1.2602431878212442E-4,-2.85E-04,0.9721314750828789,0.002794283,0.009759048,0.2342161594085323,-0.017666987,-0.010004464,-2.668831723,-75.5,-116.8623341,-1.577581966,-15.54292166,Garage
20,9.957947125801674,0.095997629,0.17524549961000538,45,1.5,8.278874397277832,62.49399948120117,0.28943270444869995,307.05548095703125,155.1999969482422,-86.9102535,40.4247347,9.957947125801674,0.095997629,0.17524549961000538,-50.85081921,-19.58234158,8.323815879821778,-0.021006029,0.013140629479679668,5.144757208486711E-4,0.042205315191768907,-0.003465514,-0.005695996,-3.90E-04,7.413215799600754E-6,-2.49E-04,0.9721035361289978,0.002782158,0.010052103449780386,0.2343192511391871,-0.018241278,-0.01012023,-2.668622135,-66.11111111,-113.9705676,6.217119849,-18.73614962,Garage
21,9.941437674957571,0.10206956656545726,0.1750419462479434,45,1.5,4.606010437011719,63.48099899291992,0.1389235109090805,179.5688477,155.1999969482422,-86.9102293,40.4247035,9.941437674957571,0.10206956656545726,0.1750419462479434,-50.63829548,-18.86205364,8.169363852,-0.021041612,0.013105046076392665,8.46586832143728E-4,0.001836721,0.00345842,-0.001969146,-4.26E-04,-2.82E-05,8.302778276858978E-5,0.9722539649426358,0.002731041,0.009802942,0.23370615906507067,-0.017787111,-0.009892721,-2.669880397,-79.625,-113.7585318,6.937773823738098,-18.89035769,Garage
22,9.906962404,0.098120248,0.17441470096412215,45,1.5,4.606010437011719,63.48099899291992,0.1389235109090805,179.5688477,155.1999969482422,-86.9102293,40.4247035,9.906962404,0.098120248,0.17441470096412215,-50.61279732,-18.85119577,8.123247857,-0.020970445,0.012998296110664756,5.381979354548729E-4,-0.014273486,8.210452653250648E-4,-6.22E-04,-3.54E-04,-1.35E-04,-2.25E-04,0.9723421601415838,0.002695525,0.009710677,0.23334337655201698,-0.01762797,-0.00977395,-2.670625307,-83.11111111,-113.7340092,6.947777848243714,-18.93647373,Garage
23,9.899667832457904,0.096865758,0.17388038149157775,45,1.5,4.606010437011719,63.48099899291992,0.1389235109090805,179.5688477,155.1999969482422,-86.9102293,40.4247035,9.899667832457904,0.096865758,0.17388038149157775,-50.58937332,-18.83850771,8.215357823371887,-0.021077195,0.013152490523689001,8.11003505148319E-4,-0.00476339,2.5281172643587427E-4,-2.29E-04,-4.61E-04,1.9274317451472423E-5,4.7444447296337016E-5,0.9723915891739928,0.002694294,0.009681535,0.2331385616827937,-0.017573936,-0.009754256,-2.671046252,-86.625,-113.7087552,6.962417840957642,-18.84448559,Garage
24,9.919788953170036,0.098840418,0.17494902101535242,45,1.5,4.606010437011719,63.48099899291992,0.1389235109090805,179.5688477,155.1999969482422,-86.9102293,40.4247035,9.919788953170036,0.098840418,0.17494902101535242,-50.54386719,-18.93147175,8.189493856430055,-0.020956759,0.013086227986675043,7.400649432943632E-4,0.012115157567537747,0.001407484,2.185954497410701E-4,-3.41E-04,-4.70E-05,-2.35E-05,0.972416776,0.002719216,0.009708055,0.23303211537691262,-0.017614982,-0.009813158,-2.671265776,-85,-113.6645918,6.868599872589112,-18.87010572,Garage
25,9.95706661,0.10285943044910154,0.17306728689994627,45,1.5,4.606010437011719,63.48099899291992,0.1389235109090805,179.5688477,155.1999969482422,-86.9102293,40.4247035,9.95706661,0.10285943044910154,0.17306728689994627,-50.45529526,-18.90072765,8.130079836845399,-0.021112778,0.012938990519897452,8.821701794835622E-4,0.016766696,0.001536705,-8.76E-04,-4.97E-04,-1.94E-04,1.1861111824084254E-4,0.9724467882832277,0.002921559,0.009688864,0.2329051974907662,-0.017484716,-0.010195474,-2.671529319,-85.55555556,-113.5755318,6.899099822044373,-18.92988565,Garage
26,9.945909732,0.10186048531995236,0.17369453073705285,45,1.5,4.470489978790283,68.13600158691406,0.6391459107398987,70.6105957,155.1999969482422,-86.9101862,40.4247163,9.945909732,0.10186048531995236,0.17369453073705285,-50.55106499,-18.87766977,8.195959835,-0.021053473,0.013069462799693196,8.110035124949171E-4,-0.005515784,-5.91E-04,-4.69E-04,-4.37E-04,-6.38E-05,4.7444447296337016E-5,0.9724738048118295,0.002971982,0.009701583,0.2327912051990194,-0.017487181,-0.010297421,-2.671764536,-84.5,-113.6706918,6.922401809692383,-18.86400562,Garage
27,9.908295261049734,0.099142424,0.17381068774797384,45,1.5,4.470489978790283,68.13600158691406,0.6391459107398987,70.6105957,155.1999969482422,-86.9101862,40.4247163,9.908295261049734,0.099142424,0.17381068774797384,-50.55984924,-18.87461969,8.169607877731323,-0.020923001,0.012938990492771552,7.398368404201657E-4,-0.01727106,-0.001157313,-6.68E-04,-3.07E-04,-1.94E-04,-2.37E-05,0.9725122770059456,0.00287211,0.0097165,0.23263105258200933,-0.017564346,-0.010107216,-2.672092685,-84.625,-113.6806956,6.924231834411621,-18.89047968,Garage
28,9.900852435,0.097005146,0.17283497302277576,45,1.5,4.470489978790283,68.13600158691406,0.6391459107398987,70.6105957,155.1999969482422,-86.9101862,40.4247163,9.900852435,0.097005146,0.17283497302277576,-50.60315899,-18.85619772,8.154235858917236,-0.021041612,0.013318546,7.991423972800953E-4,-0.00569326,-7.42E-04,2.1036678147547453E-4,-4.26E-04,1.853298863793895E-4,3.558333547225276E-5,0.9725977390715219,0.002777579,0.009613167,0.23227891542957824,-0.017410866,-0.009868975,-2.672814596,-82.66666667,-113.7230296,6.942775821685791,-18.90560759,Garage
29,9.916219418,0.097944673,0.17288143603274456,45,1.5,4.470489978790283,68.13600158691406,0.6391459107398987,70.6105957,155.1999969482422,-86.9101862,40.4247163,9.916219418,0.097944673,0.17288143603274456,-50.49677513,-18.82386766,8.140693821907043,-0.021029751,0.013057601692390095,5.856423906629309E-4,0.008964002,9.796025538907468E-4,4.4570819845477357E-5,-4.14E-04,-7.56E-05,-1.78E-04,0.9726356563058872,0.002735994,0.009610853,0.232120706,-0.017427268,-0.009784165,-2.673139336,-82,-113.6170119,6.977423853874207,-18.91890574,Garage
30,9.957028713041138,0.1031846688355057,0.17401976926812848,45,1.5,4.470489978790283,68.13600158691406,0.6391459107398987,70.6105957,155.1999969482422,-86.9101862,40.4247163,9.957028713041138,0.1031846688355057,0.17401976926812848,-50.5212973,-18.85766155,8.128493852615357,-0.021112778,0.013152490559856869,7.398368432457803E-4,0.019090309883784323,0.00269394,5.391509208864379E-4,-4.97E-04,1.927431349561197E-5,-2.37E-05,0.9726343114399215,0.002893584,0.009656189,0.23212254553743936,-0.017442327,-0.01011181,-2.673138058,-81.11111111,-113.6417779,6.943019852638245,-18.93134962,Garage
31,9.948618981,0.1016746352887848,0.17455408888534435,45,1.5,23.042022705078125,68.40000153,13.824716567993164,108.61624145507812,164.29998779296875,-86.9091774,40.4244517,9.948618981,0.1016746352887848,0.17455408888534435,-50.59559505,-18.81337568,8.176317787,-0.021041612,0.013093184996215463,5.975034996614005E-4,-0.003539002,-2.58E-05,6.41418168845686E-4,-4.26E-04,-4.00E-05,-1.66E-04,0.9726472983082521,0.002943977,0.009681758,0.23206642559431132,-0.017469276,-0.010220703,-2.67325436,-80.875,-113.7146123,6.986329874992371,-18.88364771,Garage
32,9.911428581,0.099351506,0.1726955861142538,45,1.5,23.042022705078125,68.40000153,13.824716567993164,108.61624145507812,164.29998779296875,-86.9091774,40.4244517,9.911428581,0.099351506,0.1726955861142538,-50.52910522,-18.86132162,8.214503812789918,-0.020982306,0.012915268,7.161146156417513E-4,-0.017254255,-5.00E-04,-0.001368784,-3.66E-04,-2.18E-04,-4.74E-05,0.97267591,0.0028577,0.009683539,0.23194747642405983,-0.017513996,-0.010051549,-2.673497788,-86.55555556,-113.6499516,6.9386278343200685,-18.84521765,Garage
