seconds_elapsed,microphone_dBFS,accelerometerUncalibrated_z,accelerometerUncalibrated_y,accelerometerUncalibrated_x,gyroscope_z,gyroscope_y,gyroscope_x,location_bearingAccuracy,location_speedAccuracy,location_verticalAccuracy,location_horizontalAccuracy,location_speed,location_bearing,location_altitude,location_longitude,location_latitude,magnetometerUncalibrated_z,magnetometerUncalibrated_y,magnetometerUncalibrated_x,magnetometer_z,magnetometer_y,magnetometer_x,accelerometer_z,accelerometer_y,accelerometer_x,gyroscopeUncalibrated_z,gyroscopeUncalibrated_y,gyroscopeUncalibrated_x,totalAcceleration_z,totalAcceleration_y,totalAcceleration_x,orientation_qz,orientation_qy,orientation_qx,orientation_qw,orientation_roll,orientation_pitch,orientation_yaw,class
140,-138.5555556,9.939396302676895,-0.254481332,-0.18789756,-1.93E-05,-1.82E-04,1.5122917575707424E-4,0,0.16278821229934692,1.1452640295028687,9.93500042,1.531934249214828E-4,0,160.1999969482422,-86.915492,40.3848548,-103.9103258,-10.00912374,-33.59367554,-40.79033344,-35.80895119,-6.53395391,-8.84E-04,-9.74E-04,3.640194541042291E-5,-0.021551639,0.014172546194812048,6.093646143110993E-4,9.939396302676895,-0.254481332,-0.18789756,-0.995153403,0.013610818730757653,0.008163215,0.097045406,0.018896306096350107,0.025508064776659012,2.9469303112585568,Home
141,-141.75,9.931581737925706,-0.255094059,-0.189105586,8.747569913749845E-5,-3.01E-04,1.630902875811585E-4,0,0.16970562934875488,1.1551674604415894,9.93500042,7.803982589393854E-5,0,160.1999969482422,-86.915492,40.3848548,-103.9871863,-10.04023376,-33.55963757,-40.86792522,-35.84054928,-6.499671893,-0.005570764,-0.001961534,-0.00100047,-0.021444889,0.014053935058487272,6.212257283956753E-4,9.931581737925706,-0.255094059,-0.189105586,-0.995151515,0.013581498,0.008180517,0.097067399,0.018925603008964686,0.025445918579703394,2.946886370482954,Home
142,-148.3333333,9.892280189736375,-0.260559218,-0.188942967,-7.41E-06,-1.94E-04,1.0378472846073723E-4,0,0.1345362365245819,1.165195345878601,9.93500042,0.005102833,0,160.1999969482422,-86.915492,40.3848547,-104.0070715,-10.02156778,-33.54402138,-40.88671322,-35.82224911,-6.484177899,-0.019017682,-0.003395414,-0.001186078,-0.021539778,0.014160685,5.619201670147623E-4,9.892280189736375,-0.260559218,-0.188942967,-0.995151968,0.013820099888496029,0.008170809,0.097029865,0.018951819,0.025923478,2.9469563150868834,Home
143,-139,9.881825928549164,-0.262815556,-0.188942968,6.375347548932994E-5,-2.18E-04,4.4479167079824265E-5,0,0.16278821229934692,1.175181269645691,9.93500042,0.003586014,0,160.1999969482422,-86.915492,40.3848547,-103.9541236,-10.02010379,-33.61612362,-40.83364326,-35.82054111,-6.556279898,-0.006965943,-0.002084715,-9.31E-04,-0.021468612,0.014136962836734879,5.02614608459464E-4,9.881825928549164,-0.262815556,-0.188942968,-0.995150387,0.014033002335831378,0.008179249,0.097014836,0.019009726899630815,0.026345925785384132,2.9469811846909013,Home
144,-140.1111111,9.886774313102649,-0.263300509,-0.189221742,-2.35E-05,-1.17E-04,1.1747062671929598E-4,0,0.16970562934875488,1.1851882934570312,9.949000358581543,0.00171826,0,160.1999969482422,-86.915492,40.3848547,-103.9392398,-10.00997783,-33.55622124,-40.81961327,-35.80943901,-6.496255898,0.001610563,-0.001094691,-8.04E-04,-0.021555859,0.014237440119569119,5.75606067006727E-4,9.886774313102649,-0.263300509,-0.189221742,-0.995148373,0.014116278383880854,0.008194745,0.097022103,0.019057004443871286,0.026508543,2.946964128659322,Home
145,-150.5,9.892651983835165,-0.262986887,-0.189756063,4.4479163689086735E-6,-1.59E-04,4.447916934031595E-5,0,0.16970562934875488,1.195203423500061,9.979999542236328,0.006826755,0,160.1999969482422,-86.9154919,40.3848546,-103.9630301,-10.00521977,-33.54023952,-40.84267136,-35.80590126,-6.479541888,0.002907522,-7.14E-04,-8.78E-04,-0.021527917,0.014196268418460216,5.026146112850786E-4,9.892651983835165,-0.262986887,-0.189756063,-0.99514608,0.014114303975501686,0.008215019,0.097044179,0.019097576424190143,0.026500249,2.9469192838205873,Home
146,-139.1111111,9.896043805242742,-0.261430389,-0.190220689,-1.26E-04,-2.18E-04,-2.97E-06,0,0.18439088761806488,1.2052228450775146,11.725000381469727,0.009129834,0,160.1999969482422,-86.915492,40.3848545,-103.9873075,-10.00680574,-33.56805534,-40.86804733,-35.80602333,-6.508211884,0.002313966,5.274319533005501E-4,-5.68E-04,-0.021658389,0.014136962800567011,4.551701634236186E-4,9.896043805242742,-0.261430389,-0.190220689,-0.995141991,0.014098041,0.008251523,0.097085367,0.019168184,0.026459987103505042,2.946835925278154,Home
147,-144.375,9.934999706675706,-0.258157682,-0.189059125,-3.11E-05,1.9274310104874443E-5,-1.48E-05,0,0.18439088761806488,1.2152035236358643,11.725000381469727,0.010770161636173725,0,160.1999969482422,-86.915492,40.3848544,-103.9009319,-9.997533751,-33.56195545,-40.78154934,-35.79638519,-6.501867895,0.021222439,0.001462051,3.909773907615143E-4,-0.021563501,0.014374185037048697,4.4330905386002605E-4,9.934999706675706,-0.258157682,-0.189059125,-0.995144186,0.013952376438503705,0.008236085,0.097085253,0.019109029268610824,0.026173035749821986,2.9468401172786085,Home
148,-139.6666667,9.956331993769673,-0.255268292,-0.190220688,-6.67E-05,3.1135421928958696E-5,4.447916934031595E-5,0,0.22627416253089905,1.2252230644226074,11.744000434875488,0.006266773,0,160.1999969482422,-86.915492,40.3848544,-103.9709599,-9.993019791,-33.57415531,-40.8504792,-35.79333519,-6.514067898,0.010826934888524917,8.669073141894295E-4,3.0440178889672732E-5,-0.021599084,0.014386046126267864,5.026146124153245E-4,9.956331993769673,-0.255268292,-0.190220688,-0.995141376,0.013740959342171266,0.00826609,0.09714161,0.019128998705339663,0.025745275131996394,2.9467311947091113,Home
149,-141,9.953725383831905,-0.255692653,-0.189769242,-7.86E-05,-4.45E-06,4.447916934031595E-5,0,0.12806248664855957,1.2352471351623535,11.729999542236328,0.007660894,0,160.1999969482422,-86.915492,40.3848543,-103.895686,-9.983381758,-33.61770958,-40.77544937,-35.78308731,-6.55798789,2.566865346964123E-4,2.0495491120421771E-4,8.006531347348852E-4,-0.021610945,0.014350462813400527,5.026146118502015E-4,9.953725383831905,-0.255692653,-0.189769242,-0.995140263,0.013725125,0.008276252,0.097154368,0.019146473698535012,0.025711531994990933,2.9467056931801214,Home
150,-151,9.948793383,-0.256168504,-0.189639907,1.6309027062747086E-5,9.04409821796258E-5,8.89583386806319E-6,0,0.22627416253089905,1.2452783584594727,11.71399974822998,0.009441062,0,160.1999969482422,-86.915492,40.3848542,-103.9153281,-9.970693789,-33.60172752,-40.7954575,-35.77100922,-6.541639895,-0.002332419,-7.02E-04,9.256449428576868E-4,-0.021516056,0.014445351680867302,4.670312769430717E-4,9.948793383,-0.256168504,-0.189639907,-0.995140124,0.013698018372999233,0.008278139,0.097159485,0.019145069535351493,0.02565711,2.9466960175523482,Home
151,-136.8888889,9.946264100306243,-0.255262484,-0.189454056,8.747569857237554E-5,7.857986979041864E-5,6.820139298848447E-5,0,0.23345234990119934,1.1044793128967285,9.975999832,0.0124029,0,160.1999969482422,-86.9154922,40.3848544,-103.8744579,-10.02437375,-33.5530497,-40.75507553,-35.82493317,-6.493327913,-0.001422475,-4.95E-05,8.955324448428108E-4,-0.021444889,0.014433490564522235,5.2633683549837E-4,9.946264100306243,-0.255262484,-0.189454056,-0.995140388,0.013688088,0.008276085,0.097158397,0.019139016,0.025637764971956467,2.9466984896983917,Home
152,-136.75,9.943496620770796,-0.254481333,-0.187851097,4.0031251841161433E-5,-4.45E-06,1.7495139940524275E-4,0,0.16278821229934692,1.1144375801086426,9.975999832,0.0099501,0,160.1999969482422,-86.9154922,40.3848545,-103.9422895,-10.02913179,-33.6001413,-40.8225415,-35.82871532,-6.540053873,-0.001663273,-3.43E-04,0.001353107,-0.021492334,0.014350462786274628,6.330868413500053E-4,9.943496620770796,-0.254481333,-0.187851097,-0.995145922,0.013637417683251274,0.008228536,0.097112858,0.019033286340751694,0.025547025,2.946792428933301,Home
153,-136.3333333,9.939968368,-0.255009843,-0.188780348,-1.93E-05,-2.82E-05,6.820139298848447E-5,0,0.12041594833135605,1.1245157718658447,9.953000069,0.006459259,0,160.1999969482422,-86.9154923,40.3848544,-103.9908459,-10.00192579,-33.53792137,-40.87109718,-35.8016312,-6.477711878,-0.001858026,-0.00142178,8.815570363720644E-5,-0.021551639,0.014326740607836293,5.263368338030012E-4,9.939968368,-0.255009843,-0.188780348,-0.995148117,0.013620345157037661,0.0082096,0.097094366,0.018991778541392494,0.025517077447430602,2.946830508778396,Home
154,-140.375,9.940264581476601,-0.255944904,-0.189616675,5.873531279995894E-5,1.1747064910685787E-5,1.9970006542280316E-4,0,0.2121320366859436,1.1343929767608643,9.953000069,0.004119577,0,160.1999969482422,-86.9154923,40.3848544,-103.9083739,-9.992043781,-33.64003521,-40.78899132,-35.79138321,-6.58006989,-1.29E-04,-0.001423922,-2.03E-04,-0.02147363,0.014366657759707708,6.57835504590856E-4,9.940264581476601,-0.255944904,-0.189616675,-0.995145212,0.013656185,0.008234349,0.097116998,0.019048626015249353,0.025583171,2.946783524293166,Home
155,-137.5555556,9.938153415050321,-0.255198598,-0.189268206,1.6309026497624162E-5,7.41319941103603E-6,2.4611807034974825E-4,0,0.15556348860263824,1.1444910764694214,9.947999954223633,0.001957017,0,160.1999969482422,-86.9154923,40.3848544,-103.8664059,-9.97105978,-33.59306549,-40.7460474,-35.7694231,-6.532977877,-0.001120799,-0.00113402,4.3780667689240097E-4,-0.021516056,0.014362323929745596,7.042535094688963E-4,9.938153415050321,-0.255198598,-0.189268206,-0.995143019,0.013642968076453047,0.008253956,0.097139651,0.019085667936981302,0.025552616029688457,2.946737831078687,Home
156,-145.375,9.932940825675297,-0.256331123,-0.188176335,-4.30E-05,-9.93E-05,5.6340281164400206E-5,0,0.23345234990119934,1.1543606519699097,9.963999748,7.552598835900426E-4,0,160.1999969482422,-86.9154923,40.3848544,-103.9271623,-9.980087776,-33.55463531,-40.8072913,-35.78052528,-6.494913893,-0.004176094,-0.001727299,9.808871641899775E-4,-0.021575362,0.014255573909765886,5.144757248045316E-4,9.932940825675297,-0.256331123,-0.188176335,-0.99514611,0.013669115102406844,0.008226136,0.097106672,0.01903453,0.025610707,2.946804183200725,Home
157,-141.1111111,9.893023639049344,-0.260445965,-0.188292491,7.561458787853712E-5,-1.23E-04,8.006250481256872E-5,0,0.16278821229934692,1.1644099950790405,9.986000061035156,0.010956177487969398,0,160.1999969482422,-86.9154924,40.3848542,-103.9486342,-9.963251772,-33.57988945,-40.82839718,-35.76356747,-6.520045881,-0.019467058,-0.002845961,-5.30E-04,-0.021456751,0.014231851722285586,5.381979467573313E-4,9.893023639049344,-0.260445965,-0.188292491,-0.995152749,0.013843526855762144,0.008163333,0.097019145,0.018941221559799992,0.025971767320794967,2.946977481101323,Home
158,-119.625,9.881942128672183,-0.262005365,-0.188896505,-3.11E-05,-7.56E-05,1.0378472846073723E-4,0,0.24041630327701569,1.1743762493133545,10.015999794006348,0.007679264,0,160.1999969482422,-86.9154924,40.3848542,-104.0150022,-10.0102218,-33.63503338,-40.89464317,-35.8101712,-6.574945879,-0.007072828,-0.001685418,-2.04E-04,-0.021563501,0.014279296178623889,5.619201675798852E-4,9.881942128672183,-0.262005365,-0.188896505,-0.995146307,0.014016632406601628,0.008215695,0.097055981,0.01908019,0.026305468,2.9468979071644905,Home
159,-120,9.886450061431297,-0.262479991,-0.188595839,2.817013945195426E-5,-1.47E-04,1.868125010571144E-4,0,0.23345234990119934,1.1843632459640503,10.055000305175781,0.003691387,0,160.1999969482422,-86.9154924,40.3848542,-103.9438757,-10.03388979,-33.49583138,-40.82327354,-35.83322922,-6.435987911,0.001156974,-0.001016053,-4.80E-05,-0.021504195,0.014208129494116433,6.449479424367542E-4,9.886450061431297,-0.262479991,-0.188595839,-0.995150607,0.014081916581947827,0.008211033,0.097002775,0.019082231,0.026437344047629718,2.9470033830809363,Home
160,-120.875,9.891255100953925,-0.259211805,-0.190940859,-3.11E-05,4.462743335114159E-4,1.7495138810278432E-4,0,0.12041594833135605,1.194474697113037,10.076000213623047,0.001358306,0,160.1999969482422,-86.9154924,40.3848542,-103.9258201,-9.97959981,-33.57964523,-40.80582733,-35.77918312,-6.519679885,0.002798821,9.656536926343603E-4,9.988860308545308E-4,-0.021563501,0.014801185071757697,6.330868260916865E-4,9.891255100953925,-0.259211805,-0.190940859,-0.995129751,0.014039440234236925,0.008375872,0.097208394,0.019407589,0.026316727412123125,2.9465868588790154,Home
161,-123.3333333,9.896049481,-0.260457583,-0.194448783,-7.41E-06,-2.82E-05,-7.41E-05,0,0.12041594833135605,1.2043628692626953,11.970999717712402,2.846066781785339E-4,0,160.1999969482422,-86.9154924,40.3848542,-103.9055679,-9.987285719,-33.50083359,-40.78520943,-35.78686913,-6.44086792,0.002452841,-0.001593098,-0.001598616,-0.021539778,0.014326740571668425,3.840034704393192E-4,9.896049481,-0.260457583,-0.194448783,-0.995125367,0.013944668,0.008416035,0.097263584,0.019470508,0.0261192,2.946477225683268,Home
162,-117.2222222,9.931535276394445,-0.254928537,-0.193635687,2.8170137756585496E-5,-9.93E-05,6.82013862070094E-5,0,0.14866068959236145,1.2144081592559814,11.694999694824219,0.006019077,0,160.1999969482422,-86.9154923,40.3848543,-103.8606721,-9.960567722,-33.56988537,-40.74165539,-35.7594194,-6.509797883,0.019325127,0.001591686,1.6546075783886957E-4,-0.021504195,0.014255574000185555,5.263368225005428E-4,9.931535276394445,-0.254928537,-0.193635687,-0.995119101,0.013844380272751294,0.008469384,0.097337397,0.019559056579487994,0.025907734625981848,2.9463299709616355,Home
163,-133.875,9.954162718,-0.252126262,-0.193473069,-1.93E-05,-2.06E-04,-1.48E-05,0,0.1414213627576828,1.2244666814804077,11.939000129699707,0.006576523,0,160.1999969482422,-86.9154922,40.3848542,-103.8861701,-10.01693174,-33.41750736,-40.76593327,-35.8165152,-6.357297935,0.011363946118401093,0.00100146,-2.54E-04,-0.021551639,0.014148824,4.4330904820879684E-4,9.954162718,-0.252126262,-0.193473069,-0.995128339,0.013595420189057161,0.008424016,0.097282008,0.019418634,0.0254221,2.946448559899932,Home
164,-137.5555556,9.933814882074746,-0.25525087,-0.194007389,8.22294342259948E-5,-2.94E-04,-1.64E-04,0,0.12041594833135605,1.234365463256836,11.899999618530273,0.004384131,0,160.1999969482422,-86.9154922,40.3848542,-103.9492442,-9.98643178,-33.51339935,-40.83010509,-35.78625919,-6.453555884,-0.00932887,-0.00136872,-0.001171815,-0.021450136,0.014061234219787786,2.936765612013495E-4,9.933814882074746,-0.25525087,-0.194007389,-0.99513214,0.013653043,0.008413929,0.097235827,0.019408611562819436,0.025539667,2.9465402295956244,Home
165,-139.25,9.940772704707767,-0.25540768,-0.192102423,-5.49E-05,-5.19E-05,8.006250368232287E-5,0,0.14866068959236145,1.2444438934326172,11.623000144958496,0.002062616,0,160.1999969482422,-86.9154922,40.3848542,-103.9686422,-9.992775774,-33.5377993,-40.84950321,-35.79370132,-6.478199902,0.004914849,6.880800700882106E-4,6.839488316508173E-4,-0.021587223,0.014303018411314025,5.381979467573313E-4,9.940772704707767,-0.25540768,-0.192102423,-0.995133848,0.013764945419450987,0.008400249,0.097203821,0.019402409,0.025765702978355214,2.946602175536665,Home
166,-140.5555556,9.944513043153632,-0.254185133,-0.191405484,1.630902819299293E-5,-1.63E-05,8.895832737817347E-6,0,0.12727922201156616,1.1039526462554932,9.963000297546387,0.01521564,0,160.1999969482422,-86.9154924,40.384854,-103.9104475,-9.995459757,-33.55573357,-40.79021156,-35.79431137,-6.495523906,-1.15E-04,5.936706529080289E-4,0.001241653,-0.021516056,0.014338601706097426,4.670312724220883E-4,9.944513043153632,-0.254185133,-0.191405484,-0.995135816,0.013686961069413759,0.008392406,0.097195365,0.019371351209080335,0.025612163077135687,2.946621276799915,Home
167,-137.875,9.926688490562068,-0.257687248,-0.192032729,-7.41E-06,9.04409844401175E-5,8.006250481256872E-5,0,0.17691805958747864,1.1139975786209106,9.942999839782715,0.010799292474985123,0,160.1999969482422,-86.9154925,40.384854,-103.9220383,-9.952149792,-33.5531712,-40.80155708,-35.75185535,-6.492961888,-0.005834681,-0.002149021,1.2652648305429994E-4,-0.021539778,0.014445351717035168,5.381979439317168E-4,9.926688490562068,-0.257687248,-0.192032729,-0.995136398,0.013735924657542729,0.008374864,0.097184028,0.019345692,0.025713262121075567,2.9466433108431622,Home
168,-125.4444444,9.936621748484098,-0.255563235,-0.189723226,-1.93E-05,-3.13E-04,-6.23E-05,0,0.20518285036087036,1.123966932296753,9.942000389099121,0.003449573,0,160.1999969482422,-86.9154924,40.384854,-103.9475356,-9.990579786,-33.49363514,-40.82668934,-35.79028526,-6.433913913,0.001974134,8.612813301456785E-5,4.4572642705972913E-4,-0.021551639,0.014042073951184172,3.9586459639147646E-4,9.936621748484098,-0.255563235,-0.189723226,-0.995149099,0.013730387049681932,0.008271261,0.097063538,0.019135210988591018,0.025724722832007316,2.9468882384809474,Home
169,-120.625,9.940871488700793,-0.256368872,-0.188919736,6.375347605445287E-5,3.113542531969622E-5,1.3936806393299E-4,0,0.2126029133796692,1.1339943408966064,9.939000129699707,0.001776704,0,160.1999969482422,-86.9154924,40.384854,-103.8920261,-9.98374774,-33.51608341,-40.7721553,-35.7840633,-6.455995932,0.003105432,-6.80E-04,5.094929806237082E-4,-0.021468612,0.014386046144351797,5.975035053126297E-4,9.940871488700793,-0.256368872,-0.188919736,-0.995153543,0.013723228786827869,0.008242222,0.097021458,0.019074910998489094,0.025716928,2.9469737335316184,Home
170,-133.8888889,9.943943856989296,-0.255430912,-0.189128818,4.0031251841161433E-5,1.6160765086363965E-4,9.192361663665297E-5,0,0.21931712329387665,1.1439763307571411,9.939000129699707,0.005472527,0,160.1999969482422,-86.9154924,40.3848539,-103.9208176,-9.987285776,-33.45557133,-40.80045956,-35.78857731,-6.395727901,0.001467631,-2.51E-04,9.587781811223446E-4,-0.021492334,0.014516518324685907,5.500590563209239E-4,9.943943856989296,-0.255430912,-0.189128818,-0.995153694,0.013696213117212926,0.008264118,0.097021844,0.019113254597754155,0.025658888905083093,2.946973046052803,Home
171,-113.125,9.924435004,-0.257475264,-0.189639906,4.4479163689086735E-6,-6.38E-05,1.7495139940524275E-4,0,0.14866068959236145,1.1539369821548462,9.939000129699707,0.003638406,0,160.1999969482422,-86.9154924,40.3848539,-103.9193536,-9.993629789,-33.53230938,-40.79948345,-35.79260303,-6.471367893,-0.009178143,-0.002188796,2.698737730100317E-4,-0.021527917,0.014291157240717157,6.330868379592679E-4,9.924435004,-0.257475264,-0.189639906,-0.995156467,0.013704455014571402,0.008265402,0.096992176,0.019116650832798874,0.025675615,2.9470324562591257,Home
172,-127.3333333,9.896996220338691,-0.26208958,-0.18898943,5.1892364230368614E-5,-2.42E-04,5.6340281164400206E-5,0,0.14866068959236145,1.1639416217803955,9.939000129699707,0.001692008,0,160.1999969482422,-86.9154924,40.3848539,-103.8595741,-10.00851378,-33.61282917,-40.74006931,-35.80797535,-6.552863889,-0.015709609,-0.003305577,-7.72E-05,-0.021480473,0.014113240622128676,5.144757214137941E-4,9.896996220338691,-0.26208958,-0.18898943,-0.99515997,0.013904940029515804,0.008213915,0.096932018,0.019051618,0.026085854969123034,2.947149816068631,Home
173,-141.375,9.886983408511263,-0.262382874,-0.189407593,-1.06E-04,-4.70E-05,1.1747062671929598E-5,0,0.14866068959236145,1.1739469766616821,9.942000389099121,0.003849046,0,160.1999969482422,-86.9154925,40.3848539,-103.8992238,-10.00973372,-33.52864956,-40.77910938,-35.80956116,-6.468317919,-0.005970386,-0.001185065,-4.75E-04,-0.021638089,0.014307922495600697,4.698825040787387E-4,9.886983408511263,-0.262382874,-0.189407593,-0.995157024,0.014055136304635268,0.008222617,0.096939865,0.019098405045672104,0.026382996,2.9471301711522617,Home
174,-138.4444444,9.888539906844352,-0.263419569,-0.190522696,-2.33E-04,-1.94E-04,-3.85E-05,0,0.14866068959236145,1.1839474439620972,9.960000038146973,0.005318957,0,160.1999969482422,-86.9154924,40.3848538,-103.9015416,-10.01229578,-33.55402554,-40.78203747,-35.81261101,-6.494303908,3.273047289802033E-5,-3.01E-04,-9.49E-04,-0.021765139,0.014160685114634848,4.195868285164888E-4,9.888539906844352,-0.263419569,-0.190522696,-0.995153716,0.014160543698274974,0.008248232,0.096956312,0.019170374,0.026587531133328828,2.947093882607025,Home
175,-125.125,9.894719633083898,-0.264125219,-0.189988375,-1.62E-04,-7.56E-05,-2.67E-05,0,0.14866068959236145,1.193938136100769,9.984000205993652,0.003858421,0,160.1999969482422,-86.9154924,40.3848538,-103.9669339,-10.02620374,-33.56622543,-40.84669739,-35.8257872,-6.506137881,0.002946974,-7.75E-04,2.651325996639659E-4,-0.021693973,0.014279296187665855,4.3144793751495847E-4,9.894719633083898,-0.264125219,-0.189988375,-0.995148919,0.014170798120423428,0.008277915,0.097001481,0.019232681925290998,0.026601305104864453,2.947002072936123,Home
176,-112.5555556,9.904128232048553,-0.26177886,-0.189732831,-6.67E-05,-1.63E-05,-5.04E-05,0,0.20615528523921967,1.0533621311187744,10.012999534606934,0.023583117872476578,0,160.1999969482422,-86.9154925,40.3848542,-103.8925139,-9.979355774,-33.56195568,-40.77227734,-35.77820728,-6.501867905,0.007104207,0.00128256,-1.24E-04,-0.021599084,0.014338602,4.0772571725752746E-4,9.904128232048553,-0.26177886,-0.189732831,-0.995152725,0.014146448800213707,0.008242879,0.096969005,0.019157308,0.026560268789819142,2.9470688602299364,Home
177,-119.875,9.946868044658771,-0.256508262,-0.189430824,-1.93E-05,1.2602431934724735E-4,-5.04E-05,0,0.12727922201156616,1.0634219646453857,10.034000396728516,0.012163979932665825,0,160.1999969482422,-86.9154924,40.3848542,-103.9139861,-10.00326775,-33.52291553,-40.79496914,-35.80211926,-6.462827883,0.020770647,0.002830893,9.974964614053374E-4,-0.021551639,0.014480935,4.077257183877733E-4,9.946868044658771,-0.256508262,-0.189430824,-0.995149165,0.013927787442881506,0.008276831,0.097034202,0.019184022020657086,0.026117149595786066,2.946942262279177,Home
178,-127.8888889,9.956661765,-0.254286296,-0.188779902,1.8977779031559392E-4,1.8532988185840612E-4,1.0378472846073723E-4,0,0.14866068959236145,1.0734351873397827,10.050999641418457,0.005025456,0,160.1999969482422,-86.9154924,40.3848542,-103.9250879,-10.02034777,-33.57049526,-40.80607136,-35.82029694,-6.51052989,0.006058063,0.001307633,0.001145559,-0.021456751,0.014540240638753742,5.619201687101311E-4,9.956661765,-0.254286296,-0.188779902,-0.995153357,0.013700769,0.008246621,0.097026168,0.019079411420428637,0.025671273885855397,2.946964694458304,Home
179,-138.875,9.951810577540721,-0.254661377,-0.18880358,2.994930758186191E-4,-2.82E-05,1.8681250444785194E-4,0,0.12727922201156616,1.0833079814910889,10.050000190734863,0.003334611,0,160.1999969482422,-86.9154925,40.3848542,-103.9075198,-9.989237757,-33.55109753,-40.78740532,-35.79065125,-6.491253891,-0.001131502,-0.001100018,8.13756174254186E-4,-0.021385584,0.014326740589752359,6.44947935655279E-4,9.951810577540721,-0.254661377,-0.18880358,-0.995152322,0.013610703436639702,0.008249011,0.09704918,0.019067213554116128,0.025491083203588876,2.946920561558992,Home
180,-139.5555556,9.949470002,-0.253331385,-0.188129873,1.0971528437277936E-4,4.299653544841172E-5,1.1564583463359227E-4,0,0.12727922201156616,1.0934699773788452,10.041000366210938,0.002369578,0,160.1999969482422,-86.9154925,40.3848542,-103.8872681,-10.01680978,-33.59587124,-40.76764145,-35.81773518,-6.5354179,-0.001379995,-1.61E-04,0.001097294,-0.021575362,0.014397907260696865,5.737812714922486E-4,9.949470002,-0.253331385,-0.188129873,-0.995153484,0.013582487916121783,0.0082272,0.097043098,0.019018131,0.025439275,2.946934019477622,Home
181,-137.5555556,9.941254755,-0.25473107,-0.188222798,1.5715973166911636E-4,-6.38E-05,-5.04E-05,0,0.1414213627576828,1.1033449172973633,10.032999992370605,0.010232193395495415,0,160.1999969482422,-86.9154925,40.384854,-103.9023956,-9.96056777,-33.5353595,-40.78276936,-35.76051727,-6.475393887,-0.004485232,-7.30E-04,9.127683141856518E-4,-0.021527917,0.014291157,4.077257149970358E-4,9.941254755,-0.25473107,-0.188222798,-0.995154581,0.013611209,0.008217223,0.097028688,0.019003490510496122,0.025498661,2.9469625371173747,Home
182,-120.625,9.901000643239438,-0.260013285,-0.190522695,2.40187515567952E-4,-1.59E-04,1.9867361175095283E-4,0,0.12727922201156616,1.1133512258529663,10.022000312805176,0.007250508,0,160.1999969482422,-86.9154925,40.384854,-103.9560762,-9.977403822,-33.47887352,-40.83571732,-35.77540119,-6.419029884,-0.021095739,-0.004086225,-0.001832182,-0.021444889,0.014196268318998582,6.56809057651576E-4,9.901000643239438,-0.260013285,-0.190522695,-0.995156483,0.013763450294082026,0.008206747,0.096988563,0.019011267759267567,0.025804512871845254,2.947039782,Home
183,-111.5555556,9.886199358597542,-0.258599079,-0.191080246,1.6445887852639245E-4,-4.70E-05,2.466883037973625E-4,0,0.14866068959236145,1.123352051,10.015000343322754,0.003490512,0,160.1999969482422,-86.9154925,40.384854,-103.9535137,-9.952637768,-33.47789753,-40.83315544,-35.7529533,-6.417931876,-0.008724075,-5.60E-04,-5.04E-04,-0.021520618,0.014307922,7.048237435251045E-4,9.886199358597542,-0.258599079,-0.191080246,-0.99514544,0.013897547713265969,0.008318201,0.097073209,0.019261526,0.026048155841775812,2.9468635343588314,Home
184,-106.25,9.889472100341205,-0.258163492,-0.188873274,2.9652779560210635E-6,-2.54E-04,-1.45E-04,0,0.15556348860263824,1.1333619356155396,10.008999824523926,0.006336912,0,160.1999969482422,-86.9154925,40.3848539,-103.9392394,-10.03632981,-33.40445339,-40.81863743,-35.83688923,-6.344487901,5.247893842678625E-4,-1.35E-04,0.001297255,-0.021682112,0.014101379505783608,3.1283681588337837E-4,9.889472100341205,-0.258163492,-0.188873274,-0.995151539,0.013912185258006008,0.008301638,0.097010001,0.019229740211830555,0.026081730584496435,2.946990651991761,Home
185,-100.7777778,9.894763048412731,-0.2590579,-0.191033783,6.22708415974257E-5,3.158021011859974E-4,1.1564580863793787E-4,0,0.1414213627576828,1.143349528312683,10.015999794006348,0.00393211,0,160.1999969482422,-86.9154925,40.3848539,-103.940948,-10.02059176,-33.50144337,-40.82107727,-35.82176109,-6.441721883,0.00318255,0.001158984,1.3585026981761155E-4,-0.021622806,0.014670712864297686,5.73781254538561E-4,9.894763048412731,-0.2590579,-0.191033783,-0.995151449,0.014022697920648797,0.008339264,0.096991634,0.019325715607231102,0.026294748958887407,2.947023882449252,Home
186,-119.625,9.897809242,-0.259388944,-0.195052797,1.5715973619009974E-4,1.1416321882562151E-4,2.2239582861764627E-4,0,0.1345362365245819,1.1533489227294922,12.291999816894531,0.001577584,0,160.1999969482422,-86.9154925,40.3848539,-103.9119121,-9.994239826,-33.54194733,-40.79204124,-35.79455521,-6.481737885,0.0017484,-0.001436571,-8.49E-04,-0.021527917,0.014469073940683337,6.805312688670401E-4,9.897809242,-0.259388944,-0.195052797,-0.995134064,0.013918616411104364,0.00849673,0.097171254,0.019623667580410113,0.026053439898108974,2.946661361212869,Home
