seconds_elapsed,accelerometer_z,accelerometer_y,accelerometer_x,magnetometer_z,magnetometer_y,magnetometer_x,orientation_qz,orientation_qy,orientation_qx,orientation_qw,orientation_roll,orientation_pitch,orientation_yaw,totalAcceleration_z,totalAcceleration_y,totalAcceleration_x,location_bearingAccuracy,location_speedAccuracy,location_verticalAccuracy,location_horizontalAccuracy,location_speed,location_bearing,location_altitude,location_longitude,location_latitude,microphone_dBFS,gyroscope_z,gyroscope_y,gyroscope_x,gyroscopeUncalibrated_z,gyroscopeUncalibrated_y,gyroscopeUncalibrated_x,magnetometerUncalibrated_z,magnetometerUncalibrated_y,magnetometerUncalibrated_x,accelerometerUncalibrated_z,accelerometerUncalibrated_y,accelerometerUncalibrated_x,class
116,-0.002910697,0.092544526,0.010230069,30.246117401123048,5.361045851707458,-0.754325979,-0.127417734,-0.004507058,-0.070125931,0.9893529513507213,-0.027043887,0.1380482666122103,0.2580364051374417,9.915316370817331,-1.285034917,0.27862003810990316,0.7055052518844604,0.41231057047843933,1.4963964223861694,9.939000129699707,2.689807176589966,347.90643310546875,161.5,-86.9125002,40.3883215,-37.625,0.001328445,6.108472702427975E-4,0.002628719,-0.020662056,0.013591351701868969,0.002934143,-32.87399723,31.16062936782837,-27.81429153,9.915316370817331,-1.285034917,0.27862003810990316,Drive
117,-0.013935098,0.017842705967356858,-0.003729518,30.162669506072998,5.494879908561707,-0.92329598,-0.129241152,-0.005380811,-0.066687782,0.9893529970669052,-0.028128809,0.13093852823220412,0.2616375143666869,9.870846461,-1.284536307,0.2742337371105129,1.3659603595733643,0.5437830686569214,1.0187780857086182,9.942999839782715,1.8249801397323608,348.9618225097656,158.89999389648438,-86.9125068,40.3883392,-37,0.001103083,-0.001097153,4.106909748691234E-4,-0.020887418,0.011883351513867275,7.16114639376914E-4,-32.95707928,31.296415405273436,-27.98326149,9.870846461,-1.284536307,0.2742337371105129,Drive
118,0.013434308246501441,0.088221875,0.011358765288464074,30.261367359161376,5.349699873924255,-0.841311983,-0.133135312,-0.006700165,-0.060174655,0.9892409866295971,-0.029476709,0.11754114766722744,0.2692913308884334,9.910391863109997,-1.079816396,0.3036271233871145,7.709760665893555,0.28600698709487915,1.0285509824752808,9.949999809265137,0.968303382,347.8242492675781,158.89999389648438,-86.9125105,40.3883486,-43.125,0.001553806,-1.25E-04,0.001193524,-0.020436695,0.012855962700960994,0.001498948,-32.85789345,31.148673362731934,-27.90152149,9.910391863109997,-1.079816396,0.3036271233871145,Drive
119,0.008807655,0.1465300755593383,0.015117673763951052,30.24245735168457,5.215377898216247,-0.935373971,-0.136960891,-0.007858197,-0.053984063,0.989059072,-0.030478796,0.10482737595595203,0.276797025,9.929217903359422,-0.888660648,0.31770528505728085,45,0.22671568393707275,1.038610577583313,9.956999778747559,0.9672604203224182,347.8129883,158.89999389648438,-86.912512,40.3883523,-52.66666667,0.001506361,8.895833415964853E-5,0.001074913,-0.02048414,0.013069462808735163,0.001380337,-32.87777943,31.014595375061035,-27.99558352,9.929217903359422,-0.888660648,0.31770528505728085,Drive
120,0.005116833,0.2666065148936892,0.019921425,30.300895385742187,5.101307873725891,-0.926589989,-0.156864331,-0.012651403,-0.029119704,0.9870758727916236,-0.03410296,0.053542145102926826,0.31610643834743685,9.939915925553702,-0.267537317,0.35977714675144085,45,0.14866068959236145,1.0486353635787964,9.958999633789062,0.9542133808135986,347.77520751953125,158.89999389648438,-86.9125128,40.3883543,-60.125,0.001530083,5.337500320837914E-5,9.918854836356438E-4,-0.020460418,0.013033879468741925,0.001297309,-32.81909744,30.901745433807374,-27.9870435,9.939915925553702,-0.267537317,0.35977714675144085,Drive
121,-0.010757281,0.038255488,0.005439554,30.33041944503784,5.1210718965530395,-0.896943979,-0.166183962,-0.014783442,-0.019113933,0.9857976505389581,-0.035524469,0.032777231,0.3345980432171088,9.918354432559708,-0.287527842,0.357918643,45,0.10000000149011612,1.0586011409759521,9.961000442504883,0.919525683,347.6835938,158.89999389648438,-86.9125134,40.3883549,-66.22222222,0.001374406,3.4066481748595834E-4,5.403648985800549E-4,-0.020616095,0.013321169,8.457884967076377E-4,-32.78884136,30.921021480560302,-27.95690954,9.918354432559708,-0.287527842,0.357918643,Drive
122,-0.017467175,0.002414729,0.0023173,30.389101295471193,5.129489874839782,-0.889867973,-0.167879947,-0.015274326,-0.017626861,0.985531455,-0.036048616,0.029619449243238827,0.3379840364733946,9.882633412925943,-0.291204194,0.35938221389807545,45,0.086023256,1.0685820579528809,9.956999778747559,0.8631047606468201,347.5982971191406,158.89999389648438,-86.9125135,40.3883549,-65.5,0.001447056,-5.93E-06,5.886076844423937E-4,-0.020543445,0.012974573859890688,8.940312935681381E-4,-32.73076923,30.92992742538452,-27.94983345,9.882633412925943,-0.291204194,0.35938221389807545,Drive
123,-0.003069155,-0.001999041,7.284526686066562E-4,30.43448543548584,5.044577898979187,-0.871567991,-0.168091105,-0.015390178,-0.017484317,0.985496227,-0.036235309,0.029291736866229948,0.3384091492416789,9.879517536718868,-0.29188371,0.35901051325705446,45,0.10000000149011612,1.0786094665527344,9.946999549865723,0.78926152,347.5284423828125,158.89999389648438,-86.9125135,40.3883545,-65.25,0.001411472,-6.52E-05,4.937187853287363E-4,-0.020579029,0.012915268287207316,7.991424034964474E-4,-32.68514145,30.845381488800047,-27.93189939,9.879517536718868,-0.29188371,0.35901051325705446,Drive
124,0.009750616,-5.57E-04,0.001665804,30.338349418640135,5.070319900512695,-0.916463978,-0.168142287,-0.015444331,-0.017379563,0.9854884888361959,-0.036308217,0.029065107,0.3385096432514561,9.895979797955855,-0.28830609,0.36079932329724135,45,0.2080865204334259,1.0379459857940674,9.946999549865723,0.7057636380195618,347.4754638671875,158.89999389648438,-86.9125134,40.3883538,-64.22222222,0.001281,3.380416869864012E-4,4.8185767406977496E-4,-0.020709501,0.013318546098268148,7.872812911072402E-4,-32.78213112,30.870757389068604,-27.97630753,9.895979797955855,-0.28830609,0.36079932329724135,Drive
125,0.018896686220632015,-1.47E-04,0.002317612,30.527571334838868,5.015663890838623,-0.800563983,-0.167917571,-0.015378071,-0.017110222,0.985532559,-0.036079941,0.028564744457168487,0.33803931891339495,9.937334941,-0.284009643,0.3603268787264824,45,0.2080865204334259,1.0479674339294434,9.951999664,0.6190865635871887,347.4366760253906,158.89999389648438,-86.9125132,40.3883531,-70.125,0.001209833,3.73625022458654E-4,5.767465726183095E-4,-0.020780667,0.013354129,8.821701817440538E-4,-32.59242149,30.81622341156006,-27.8605295,9.937334941,-0.284009643,0.3603268787264824,Drive
126,-0.001999818,-0.004002624,0.001443208,30.32822338104248,5.02151988,-0.972461974,-0.167911223,-0.015390395,-0.016986267,0.9855355973382598,-0.0360622,0.028316481,0.33802104632831315,9.933161486,-0.28565482,0.3602417704549808,45,0.2080865204334259,1.0578994750976562,9.956000328063965,0.5547164678573608,347.4159240722656,158.89999389648438,-86.9125126,40.3883512,-64.55555556,0.00138775,1.1268056571953795E-4,5.767465760090469E-4,-0.020496001,0.013105046094476599,9.296146267798992E-4,-32.79176945,30.821713428497315,-28.03242758,9.933161486,-0.28565482,0.3602417704549808,Drive
127,-0.017280523,-0.002667453,-3.92E-06,30.46352144241333,4.940389947891235,-0.885719988,-0.167697838,-0.015393925,-0.017229515,0.985567647,-0.036145065,0.028802627914594214,0.33759942361452044,9.894190954930574,-0.288608098,0.3581974179420656,45,0.2080865204334259,1.0680313110351562,9.968000411987305,0.21417038142681122,347.1200256347656,158.89999389648438,-86.9125121,40.3883492,-64.66666667,1.3343765495290744E-5,6.671876587805528E-5,-5.78E-05,-0.020602751,0.013199935034279105,8.584479597912541E-4,-32.65573925,30.739851455688477,-27.94568537,9.894190954930574,-0.288608098,0.3581974179420656,Drive
128,-0.005750656,-7.34E-04,0.0014055,30.391785354614257,4.975891919136047,-0.937691978,-0.167594054,-0.015386108,-0.01742902,0.9855819199849101,-0.03619387,0.029202359846060715,0.33739788786878866,9.887874927335572,-0.289978745,0.3594286765867067,0,0.2080865204334259,1.0778833627700806,9.968999862670898,0.020784931257367134,0,158.89999389648438,-86.9125117,40.3883479,-64.125,-1.29E-04,1.023021002200622E-4,-2.22E-05,-0.020745084,0.013235518365230375,8.940312935681381E-4,-32.72893921,30.776573390960692,-27.99765747,9.887874927335572,-0.289978745,0.3594286765867067,Drive
129,0.007998512,4.6410382940219E-4,4.024915397167206E-4,30.407279510498046,4.978209929466248,-0.797025979,-0.167476935,-0.015408006,-0.017418028,0.9856016779175172,-0.036229892,0.029177639,0.3371603491787727,9.899432524894047,-0.288538404,0.35912666939994664,0,0.2080865204334259,1.0376830101013184,9.975000381469727,0.02379664,0,158.89999389648438,-86.9125115,40.3883473,-63.55555556,-2.35E-05,1.007440285040782E-11,3.524120480646021E-5,-0.020639589,0.013133216264227835,9.515120635534493E-4,-32.71332348,30.77852542877197,-27.85662558,9.899432524894047,-0.288538404,0.35912666939994664,Drive
130,0.019537528,0.001208276,2.569434712234053E-4,30.516713352203368,5.003219919204712,-0.944157977,-0.167415674,-0.015404088,-0.017220201,0.9856156232287583,-0.036153737,0.028791198995217537,0.33702676128415227,9.942689219724786,-0.284888188,0.3591963637222364,0,0.2080865204334259,1.0475537776947021,9.975000381469727,0.020255694165825844,0,158.89999389648438,-86.9125115,40.3883472,-61.75,-8.15E-05,1.3788543851792957E-4,2.5204880144989606E-5,-0.02069764,0.013271101687139677,9.414757380388605E-4,-32.60315746,30.802803440093996,-28.00448959,9.942689219724786,-0.284888188,0.3591963637222364,Drive
131,-4.17E-04,3.575963302723412E-4,8.737621376815352E-4,30.471329383850097,5.0531179094314576,-0.873641987,-0.16744887,-0.01542035,-0.017074082,0.9856122714801899,-0.036137577,0.028496461,0.3370877926789441,9.940970115291263,-0.283334594,0.36031146622398524,0,0.2163330763578415,1.0575735569000244,9.975999832,0.010482090525329113,0,158.89999389648438,-86.9125115,40.3883472,-63.44444444,8.451043870028796E-5,3.11354326662942E-5,-2.22E-05,-0.020531584,0.013164351630992102,8.940312907425235E-4,-32.64902916,30.85245731,-27.93348547,9.940970115291263,-0.283334594,0.36031146622398524,Drive
132,-0.0180836,-0.003117559,-6.66E-04,30.47389150619507,5.035427904129028,-0.861807987,-0.16737348,-0.015469715,-0.017234015,0.9856215136722454,-0.036286592,0.028797967974277375,0.3369435994949156,9.901723722809727,-0.28918888,0.3594751401433667,0,0.2080865204334259,1.0675815343856812,9.975999832,0.004162661,0,158.89999389648438,-86.9125115,40.3883472,-63.625,8.451044209102548E-5,7.413209018125696E-6,1.482656496821098E-6,-0.020531584,0.013140629,9.177535149558149E-4,-32.6461013,30.835621337890625,-27.9218956,9.901723722809727,-0.28918888,0.3594751401433667,Drive
133,-0.006962647,-2.23E-04,1.7441273892967446E-4,30.32334342956543,5.042015895843506,-0.958187991,-0.167126804,-0.015460789,-0.017448275,0.9856597480264683,-0.03633382,0.029232456,0.33645285101770195,9.889620188370492,-0.289932283,0.3599397663063216,0,0.19416487216949463,1.0775293111801147,9.975000381469727,0.003771442,0,158.89999389648438,-86.9125116,40.3883472,-64,-8.15E-05,-2.82E-05,-4.60E-05,-0.02069764,0.013105046067350698,8.703090704850925E-4,-32.79640556,30.84123348236084,-28.0180315,9.889620188370492,-0.289932283,0.3599397663063216,Drive
134,0.003905759,8.231632917830087E-5,-9.79E-04,30.44119541168213,5.083495883941651,-0.866443987,-0.166941548,-0.015437808,-0.017471935,0.985691082,-0.036290939,0.029293619873888285,0.3360774566247625,9.896524658569923,-0.289942808,0.35848624574450344,0,0.2080865204334259,1.0362516641616821,9.975000381469727,0.002636482,0,158.89999389648438,-86.9125116,40.3883472,-65.875,-1.53E-04,-4.45E-06,-4.60E-05,-0.020768806,0.013128768,8.703090704850925E-4,-32.6791634,30.883445472717284,-27.92653147,9.896524658569923,-0.289942808,0.35848624574450344,Drive
135,0.020228034,0.002302288,2.919154838450904E-4,30.36860533,5.108505892753601,-0.960749978,-0.166830277,-0.01540689,-0.017259413,0.9857141485492003,-0.036155321,0.028889036221990308,0.3358409720138439,9.939433912629063,-0.284632643,0.35859234992740224,0,0.2080865204334259,1.0461145639419556,9.975000381469727,0.006424994,0,158.89999389648438,-86.9125114,40.3883472,-65.22222222,-8.15E-05,4.299654166476385E-5,-9.34E-05,-0.02069764,0.013176212756379136,8.228646226236325E-4,-32.75224133,30.908455448150633,-28.0207155,9.939433912629063,-0.284632643,0.35859234992740224,Drive
136,0.001991457,6.267792970231435E-4,9.88571678550498E-4,30.453273544311525,5.024203910827636,-0.801539975,-0.16661043,-0.01534753,-0.017087391,0.9857552578148333,-0.035974138,0.028577737257029247,0.3353853882516472,9.943275738688348,-0.283892145,0.35901051238902565,0,0.2080865204334259,1.0559614896774292,9.975000381469727,0.001150486,0,158.89999389648438,-86.9125115,40.3883472,-65,-4.60E-05,1.0230210361079973E-4,-6.97E-05,-0.020662056,0.013235518310978574,8.465868462718011E-4,-32.66720734,30.82354341506958,-27.86138355,9.943275738688348,-0.283892145,0.35901051238902565,Drive
137,-0.018766709,-0.002103803,-6.83E-04,30.31455934524536,5.052385921478272,-0.932445992,-0.166585451,-0.015420143,-0.017244322,0.9857556050263562,-0.036169229,0.028863835736241156,0.33534395984075605,9.902827142511757,-0.289113379,0.35873173857198176,0,0.19416487216949463,1.0660353899002075,9.972999572753906,0.006429236,0,158.89999389648438,-86.9125116,40.3883471,-63.5,-2.22E-05,6.671877152928449E-5,-1.05E-04,-0.020638334,0.013199935016195171,8.110035102344254E-4,-32.80579933,30.852335319519042,-27.99277756,9.902827142511757,-0.289113379,0.35873173857198176,Drive
138,-0.006064956,-6.07E-04,-1.29E-04,30.471207370758055,5.030425939559937,-0.902433976,-0.166369878,-0.015429462,-0.017399983,0.9857891373909436,-0.036233402,0.029175567,0.33491412464242715,9.892817450958548,-0.289746431,0.3583832684072476,0,0.2080865204334259,1.0759925842285156,9.973999977111816,0.003403787,0,158.89999389648438,-86.9125116,40.3883472,-65,-1.17E-05,-4.70E-05,-2.35E-05,-0.020627842,0.013086227977720018,8.927767541116247E-4,-32.64780949,30.83049741744995,-27.96239956,9.892817450958548,-0.289746431,0.3583832684072476,Drive
139,0.004309367,0.001126395,9.168181025866166E-4,30.49951156616211,5.071783900260925,-0.909265983,-0.16621789,-0.015408599,-0.017439277,0.9858143931453668,-0.036200879,0.029265570210166347,0.3346070519928793,9.900097541438724,-0.288883969,0.3593357509201013,0,0.2280350923538208,1.0364493131637573,9.975000381469727,0.002984938,0,158.89999389648438,-86.9125115,40.3883472,-63,-1.41E-04,2.446354449346879E-4,-1.65E-04,-0.020756945,0.013377852,7.516979562001104E-4,-32.62072536,30.8717334,-27.96910946,9.900097541438724,-0.288883969,0.3593357509201013,Drive
140,0.021451524160440685,0.002935288,0.001473602,30.914921398162843,4.976745898723602,-1.050175973,-0.166285452,-0.015354499,-0.017277183,0.9858066711610961,-0.03604192,0.028961492557693452,0.334735096,9.944248598,-0.284841725,0.35928928909949887,0,0.2080865204334259,1.0463448762893677,9.975000381469727,0.002395714,0,158.89999389648438,-86.9125115,40.3883472,-58.11111111,-6.97E-05,1.497465548629972E-4,-2.24E-04,-0.020685779,0.013282962749232945,6.923923970796891E-4,-32.20531549,30.77681738,-28.11014147,9.944248598,-0.284841725,0.35928928909949887,Drive
141,0.001849378,6.945052193206491E-4,4.6940220212473454E-4,30.38666135787964,5.0414058876037595,-0.919147981,-0.166444942,-0.01536213,-0.017103815,0.9857826979414931,-0.03600364,0.028611290494649156,0.33505083027395227,9.947605558969443,-0.284260941,0.35873173857198176,0,0.20000000298023224,1.0563303232192993,9.975000381469727,0.001228962,0,158.89999389648438,-86.9125115,40.3883472,-38.5,-8.15E-05,1.2602432725896824E-4,-1.05E-04,-0.02069764,0.013259240616004444,8.110035119297942E-4,-32.73394119,30.841599540710448,-27.97911346,9.947605558969443,-0.284260941,0.35873173857198176,Drive
142,-0.018897482,-0.001825138,0.001069324,30.36543342590332,5.056045918464661,-0.97917197,-0.166599585,-0.015457395,-0.017262031,0.9857523198266631,-0.036249076,0.028885786,0.33537448986062723,9.908245919977578,-0.288979797,0.36110132874794376,0,0.2080865204334259,1.0663262605667114,9.975000381469727,0.005941014,0,158.89999389648438,-86.9125116,40.3883471,-24.88888889,2.5204880144989606E-5,7.85798793975083E-5,-1.05E-04,-0.02059089,0.013211796,8.1100351306004E-4,-32.7540715,30.85611749649048,-28.0390155,9.908245919977578,-0.288979797,0.36110132874794376,Drive
143,-0.008215793,-6.73E-04,-0.001004756,30.489141311645508,5.009075894355774,-0.884255978,-0.166544236,-0.015458039,-0.017412948,0.9857590123287683,-0.036299286,0.029185177,0.33526924136772895,9.894548810445345,-0.290382833,0.35896941131124127,0,0.2080865204334259,1.0763366222381592,9.975000381469727,0.001980333,0,158.89999389648438,-86.9125115,40.3883472,-53.88888889,-1.29E-04,-7.56E-05,-4.60E-05,-0.020745084,0.013057601638138294,8.703090682246008E-4,-32.63097332,30.808537483215332,-27.94409937,9.894548810445345,-0.290382833,0.35896941131124127,Drive
144,0.004424123,0.001147518,4.4494404376131815E-4,30.345303325653077,5.066415891647339,-1.016503978,-0.166396659,-0.015449606,-0.017470997,0.9857830428382726,-0.036297702,0.029307886379436383,0.3349723248805815,9.899966813985584,-0.288814278,0.35968422050614957,0,0.20000000298023224,1.035695195198059,9.973999977111816,0.007019343,0,158.6999969482422,-86.9125115,40.3883473,-59.75,-9.34E-05,5.485765687958563E-5,-1.76E-04,-0.020709501,0.013188073854640272,7.398368443760261E-4,-32.77420143,30.867097473144533,-28.07622553,9.899966813985584,-0.288814278,0.35968422050614957,Drive
145,0.020132129632153557,0.002573384,-8.13E-04,30.474745445251465,5.003463916778564,-0.876447993,-0.166470149,-0.015434006,-0.01723187,0.985775081,-0.036189055,0.02883888,0.33510987272540343,9.943197417027742,-0.284205769,0.3585458881067998,0,0.2080865204334259,1.0455780029296875,9.972999572753906,0.010157894343137741,0,158.6999969482422,-86.9125116,40.3883474,-58,-9.34E-05,7.413211843740304E-6,2.520488127523545E-5,-0.020709501,0.013140629443511801,9.414757374737376E-4,-32.64512543,30.802925300598144,-27.93653538,9.943197417027742,-0.284205769,0.3585458881067998,Drive
146,0.005260838,0.023497564483036117,0.00202178,29.155071640014647,5.627127914428711,-2.082905972,-0.169136766,-0.015707487,-0.015647599,0.9853401780128479,-0.036262866,0.025525429,0.3404555155814273,9.952173381,-0.230448567,0.3628407722266698,0,0.2080865204334259,1.055524468421936,9.972999572753906,0.00162246,0,158.6999969482422,-86.9125115,40.3883473,-48.5,-5.78E-05,-1.71E-04,1.4381601081853642E-4,-0.020673917,0.012962712779713488,0.001060087,-33.96504345,31.426833305358887,-29.14262743,9.952173381,-0.230448567,0.3628407722266698,Drive
147,-0.012957655,0.29370006689658534,0.019512447,28.49883348464966,6.3430238676071165,-2.368019942,-0.18996193,-0.018658848,-0.004982619,0.9814270562850512,-0.038252646,0.002665786,0.3824233745153134,9.922855488304952,0.2724275030376552,0.39994113863382524,3.4773526191711426,0.2080865204334259,1.0655999183654785,9.973999977111816,0.2799947261810303,346.0006103515625,158.6999969482422,-86.9125099,40.3883517,-38.55555556,7.048240233696281E-5,-6.81E-04,0.001339165,-0.020545612,0.012451887,0.002255436,-34.62103745,32.14321735,-29.42798546,9.922855488304952,0.2724275030376552,0.39994113863382524,Drive
148,-0.003745449,0.4932270547718678,0.033375230807702515,28.268497505187987,6.6001998853683475,-2.398397948,-0.292242212,-0.033834385,0.031653445,0.9540973953830386,-0.045120057,-0.080519595,0.5926565663907134,9.912761530829865,1.2947464591091118,0.48107641197524026,2.026608467102051,0.12727922201156616,1.075621247291565,9.967000007629395,1.7696080207824707,345.9978332519531,158.6999969482422,-86.9125116,40.3883599,-47.875,-2.36E-04,-8.94E-04,0.003298872,-0.020851834,0.012239184904192547,0.004215143,-34.85137352,32.39941740036011,-29.4582415,9.912761530829865,1.2947464591091118,0.48107641197524026,Drive
149,0.014316114407141232,0.25934134525002783,0.023416034804964528,28.238973484039306,6.276167898178101,-2.51222394,-0.431006885,-0.054739006,0.055523204391153116,0.8980232239926903,-0.050542133,-0.147738161,0.8912400059329654,9.927948886908373,1.7369075596911236,0.5249022368377853,1.4668301343917847,0.12041594833135605,1.033858060836792,9.961999893188477,3.7095179557800293,345.9993896484375,158.89999389648438,-86.9125199,40.3883835,-41,-7.10E-04,-7.40E-04,0.004283344,-0.021326279,0.012393379340386831,0.005199615,-34.88187347,32.075629024505616,-29.57267742,9.927948886908373,1.7369075596911236,0.5249022368377853,Drive
150,0.011196497574593256,-0.147732625,-0.010018144,28.232507362365723,5.991297860145568,-2.595671937,-0.468483058,-0.060040095,0.059033829,0.8786756321064477,-0.050526829,-0.16096701,0.9756089738271769,9.945000731829301,1.4673287914794626,0.4922680831649928,1.2836649417877197,0.2163330763578415,1.0438827276229858,9.956000328063965,5.508618354797363,345.9978332519531,158.89999389648438,-86.9125341,40.3884251,-28.75,-8.88E-04,0.003020136,-8.05E-04,-0.021504195,0.016153351802184492,1.1119787983632493E-4,-34.88748516,31.79149133682251,-29.65600346,9.945000731829301,1.4673287914794626,0.4922680831649928,Drive
151,0.005776146,-0.768593301,-0.054964307,28.394157543182374,5.676659903526306,-2.618729935,-0.33007727,-0.03763231,0.037812572,0.9403193755057252,-0.044229898,-0.096654607,0.6730896005931409,9.983684328886179,0.19522786902514502,0.3871771110794865,1.0986628532409668,0.17691805958747864,1.0538614988327026,9.951000213623047,6.248138427734375,345.9677734,158.89999389648438,-86.9125519,40.3884786,-29.11111111,-6.51E-04,0.002486386,9.26649313221134E-4,-0.021266973,0.015619602,0.00184292,-34.72583542,31.476365394592285,-29.67869543,9.983684328886179,0.19522786902514502,0.3871771110794865,Drive
152,-0.024224374,-0.531330002,-0.042678378,29.10370958328247,5.455595922470093,-2.169159958,-0.189205176,-0.014922717,-0.00792891,0.9814060943797954,-0.031679765,0.009845963,0.3810209423592947,9.923299761651789,-0.635918751,0.2707838897719907,1.025635004043579,0.098994948,1.063854694366455,9.949000358581543,5.914910793304443,345.01519775390625,158.89999389648438,-86.9125706,40.3885338,-32.75,7.843160662727738E-4,0.003079441,-0.001493018,-0.019831779,0.016212657356218806,-5.77E-04,-34.01652761,31.256399459838867,-29.22912548,9.923299761651789,-0.635918751,0.2707838897719907,Drive
153,-0.048735119,-0.332908086,-0.029299138,30.25441349029541,4.786669922,-1.502307965,-0.137208826,-0.006270169,-0.044683337,0.9894483054725869,-0.024638,0.086808653,0.2766381156386681,9.866136236098207,-1.201992634,0.21542082770356855,0.9341726303100586,0.15000000596046448,1.0738784074783325,9.942999839782715,5.095820426940918,345.0476074,158.89999389648438,-86.9125878,40.3885838,-29.55555556,2.980104763992131E-4,0.00264058,0.001922983,-0.020318084,0.015773796,0.002839254,-32.86631138,30.58710739135742,-28.56202944,9.866136236098207,-1.201992634,0.21542082770356855,Drive
154,0.047968401,-0.574857358,-0.045270761,30.448637409210207,5.076175914,-1.527195969,-0.103598386,0.001271178,-0.084960648,0.9908370798073926,-0.015020273,0.1694506346022041,0.20956096935619428,9.93375968,-2.274511484,0.099665128,1.0791797637939453,0.1835756003856659,1.0838441848754883,9.944000244140625,3.3496856689453125,346.2610778808594,158.89999389648438,-86.9126008,40.3886228,-36.11111111,-9.00E-04,0.004194386,0.001009677,-0.021516057,0.017327601986923662,0.001925948,-32.67184334,30.87636936187744,-28.58716146,9.93375968,-2.274511484,0.099665128,Drive
155,-0.005575745,0.20568438293864427,0.029941793965193832,30.223181343078615,5.489511880874634,-1.681281964,-0.091669559,0.003769851,-0.101193238,0.9906104641053283,-0.011285257,0.20256210125765753,0.18568984990559737,9.895785229877362,-1.817017757,0.14376972828657159,1.8750358819961548,0.5464430451393127,1.0939010381698608,9.946999549865723,1.941127061843872,349.6239013671875,158.89999389648438,-86.9126078,40.3886444,-42.125,-5.20E-04,-9.18E-04,-0.001232073,-0.021136501,0.012215462626292578,-3.16E-04,-32.89705524,31.28958339691162,-28.7412475,9.895785229877362,-1.817017757,0.14376972828657159,Drive
156,0.018402704825768106,0.39225643701278246,0.023573207955520887,30.457421398162843,5.524891867637634,-1.346757981,-0.109146096,8.542412320830059E-4,-0.069262736,0.9915438466347181,-0.013443455,0.1379934141698938,0.2201892723544286,9.952193676846699,-0.985456711,0.1574384369751782,1.1514071226119995,0.15000000596046448,1.1040815114974976,9.946999549865723,0.4805164635181427,346.0146484,158.89999389648438,-86.9126093,40.3886512,-40.22222222,-5.87E-05,0.002584354,3.054236748049824E-4,-0.02067483,0.01571757,0.001221695,-32.6620834,31.325573387145997,-28.40660154,9.952193676846699,-0.985456711,0.1574384369751782,Drive
157,0.00605061,0.3420789667124887,0.023556282942734874,30.51439540863037,5.696301894187927,-1.481811972,-0.132661347,-0.003116741,-0.042245758,0.9901611666077549,-0.017255494,0.082930747,0.2670689883452017,9.95668027,-0.485388718,0.19538093777825533,45,0.098994948,1.1139010190963745,9.946000099182129,0.48033928871154785,346.0096740722656,158.89999389648438,-86.9126091,40.3886494,-45.25,4.8927107183895644E-5,-1.82E-04,5.115104914932213E-4,-0.020567168,0.012950851654326453,0.001427781,-32.60535351,31.496617317199707,-28.54165543,9.95668027,-0.485388718,0.19538093777825533,Drive
158,-0.001067097,0.14229700302036064,0.009813097,30.439365406036377,5.815983887,-1.444723962,-0.161258465,-0.007575413,-0.017666006,0.9867079732487503,-0.020627766,0.032423747,0.32432946881044256,9.954377406,-0.180594224,0.2153017678596441,45,0.22022715210914612,1.1238741874694824,9.946000099182129,0.24124003946781158,343.6951599121094,158.89999389648438,-86.9126092,40.3886486,-56.55555556,8.451043757004212E-5,9.044100365429683E-5,7.264933591817045E-5,-0.020531584,0.013223657,9.889201796839683E-4,-32.68099319,31.615201320648193,-28.50444544,9.954377406,-0.180594224,0.2153017678596441,Drive
159,-0.001776806,0.025195135798269104,0.003104745,30.72179536819458,5.352871909,-1.717515962,-0.169855376,-0.00879311,-0.012037198,0.9853553488416579,-0.021422676,0.020736071,0.34162646387387247,9.951517068066643,-0.181166294,0.21646333203732387,0,0.21931712329387665,1.1339911222457886,9.947999954223633,0.031222913414239883,0,158.89999389648438,-86.9126087,40.3886472,-62.75,-1.04E-05,1.6160766612195854E-4,-8.15E-05,-0.020626473,0.013294824,8.347257350128397E-4,-32.39807533,31.153065452575685,-28.77760349,9.951517068066643,-0.181166294,0.21646333203732387,Drive
160,-0.011361955,0.010970600021695628,0.001457954,29.466781463623047,6.030947890281677,-2.117797961,-0.171824903,-0.009066714,-0.010858264,0.9850254029903597,-0.021597898,0.018276528880289456,0.3455960935759313,9.935269970160265,-0.170917136,0.2161478118505329,0,0.1140175461769104,1.1438649892807007,9.946999549865723,0.027305064722895622,0,158.89999389648438,-86.9126085,40.3886467,-56.66666667,-4.60E-05,1.141632182604986E-4,-1.04E-05,-0.020662056,0.013247379409239708,9.058923991758701E-4,-33.65345539,31.83028741836548,-29.17788542,9.935269970160265,-0.170917136,0.2161478118505329,Drive
161,-0.016749326,-0.010226291,-0.001178285,28.538239517211913,6.636189889907837,-2.772083957,-0.173082833,-0.009028944,-0.011203622,0.984802012,-0.021667244,0.01894232,0.34815944601031185,9.899185726943525,-0.198043825,0.21397758499511238,0,0.10000000149011612,1.1538825035095215,9.942000389099121,0.025073232129216194,0,158.89999389648438,-86.9126084,40.3886465,-64.44444444,-6.97E-05,1.2602432782409117E-4,1.2009378377963038E-4,-0.020685779,0.013259240552710676,0.001036365,-34.58199741,32.43662719726562,-29.8325374,9.899185726943525,-0.198043825,0.21397758499511238,Drive
