seconds_elapsed,orientation_qz,orientation_qy,orientation_qx,orientation_qw,orientation_roll,orientation_pitch,orientation_yaw,accelerometerUncalibrated_z,accelerometerUncalibrated_y,accelerometerUncalibrated_x,magnetometerUncalibrated_z,magnetometerUncalibrated_y,magnetometerUncalibrated_x,gyroscopeUncalibrated_z,gyroscopeUncalibrated_y,gyroscopeUncalibrated_x,gyroscope_z,gyroscope_y,gyroscope_x,microphone_dBFS,accelerometer_z,accelerometer_y,accelerometer_x,totalAcceleration_z,totalAcceleration_y,totalAcceleration_x,location_bearingAccuracy,location_speedAccuracy,location_verticalAccuracy,location_horizontalAccuracy,location_speed,location_bearing,location_altitude,location_longitude,location_latitude,magnetometer_z,magnetometer_y,magnetometer_x,class
10,0.36499204343328107,-0.01579453,0.02267316,0.9297871326024716,-0.046161906,-0.030224545,-0.749000682,10.111359915687043,0.028316037,0.4114173985475186,-112.331986,60.11086284637451,-10.11404378,0.13551411498785734,0.016478194407402322,-0.013353473,0.156136084,0.003324417,-0.014166958,-30.125,0.3154830795068007,-0.262268034,-0.036574291,10.111359915687043,0.028316037,0.4114173985475186,26.709178924560547,0.9544107913970947,2.2732131481170654,4.236999988555908,1.1812493801116943,316.90045166015625,154.79998779296875,-86.9102769,40.4257783,-49.21162701,34.31103536605835,16.94628764152527,Campus
11,0.3983528318914395,-0.007357206,0.002040782,0.9168957819059057,-0.014804804,0.002247231,-0.819719481,9.815483384919398,-0.498932557,-0.057128641,-113.4249834,53.866415100097655,-9.12669785,0.054644142,0.033120672616913226,-0.03089968,0.075260237,0.019957802570379764,-0.03169289,-30.55555556,0.004480816,-0.476190021,-0.202308844,9.815483384919398,-0.498932557,-0.057128641,28.596450805664062,0.8544003963470459,2.283257484436035,3.9000000953674316,1.4198551177978516,313.34271240234375,154.79998779296875,-86.9102956,40.4257798,-50.30462498,28.06561143875122,17.933267602920534,Campus
12,0.41942159209436586,-0.017712334,-0.017143516,0.9073028327191918,-0.017637644,0.046065478,-0.865634086,9.937099155870456,-0.80151137,-0.079175134,-110.0297239,52.577484970092776,-11.49801177,0.005859389,-0.013625452,0.006827552,0.026475484,-0.026763115,0.006013583,-31.33333333,0.089199103,-0.346674244,-0.252688731,9.937099155870456,-0.80151137,-0.079175134,31.03882408,0.9069730043411255,2.2932825088500977,3.9000000953674316,1.4262018203735352,279.24591064453125,154.79998779296875,-86.9103143,40.4257803,-46.90973095,26.777413635253907,15.562197675704956,Campus
13,0.39471731486829736,-0.010708539,-0.012667578,0.9183116757753983,-0.009561976,0.031820224361828735,-0.811733386,9.974269214185696,-0.587475706,0.101776273,-107.4630878,53.49919502258301,-11.98149779,-0.140471147,0.050042031,0.019295064117578628,-0.119855052,0.036895473,0.018503334662578638,-20.5,0.11230437732437282,-0.273324522,0.007729261,9.974269214185696,-0.587475706,0.101776273,31.938617706298828,0.840595007,2.033078193664551,3.9000000953674316,1.3764604330062866,272.9012145996094,155,-86.9103304,40.4257764,-44.34394928,27.699611434936525,15.078589744567871,Campus
14,0.37016998390549594,0.003774705,0.007423525,0.9286711927756522,0.001408258,-0.016431714,-0.758574033,9.925278742,-0.097311956,-0.127455194,-106.2393064,52.12437690734863,-11.67381376,0.014174028724721335,0.051790062,0.045038123,0.034790123175395635,0.038639053494389196,0.044241947,-17.55555556,0.074379569,-0.257255693,-0.115683619,9.925278742,-0.097311956,-0.127455194,33.172794342041016,0.8765842914581299,2.0430634021759033,3.9000000953674316,1.3347463607788086,264.35198974609375,155,-86.910344,40.4257735,-43.11906898,26.324915504455568,15.386273717880249,Campus
15,0.3772835297491944,0.017586598,0.008624843,0.925641485,0.026304893840151812,-0.029042451,-0.773642115,10.02172492314311,0.19318558084914117,-0.288695213,-104.744196,50.76688293457031,-10.14625184,-0.022453084,0.011712848,-0.013699583,-0.001836991,-0.001427782,-0.014494279,-16.875,0.14559118,-0.088432269,-0.025783808,10.02172492314311,0.19318558084914117,-0.288695213,33.24815368652344,0.840595007,2.052863836288452,3.9000000953674316,1.3017518520355225,273.534668,155,-86.9103567,40.4257717,-41.62395916,24.966933612823485,16.913835563659667,Campus
16,0.33965851294184196,0.008337981,0.003076028,0.9400933859417739,0.013885837647039895,-0.011678241,-0.693360313,9.920883725,-0.010927413,0.1841340906673916,-104.8139799,54.01427879333496,-10.77552775,-0.185045206,-0.017711606,0.001248381,-0.16442911,-0.0308552,4.5072201422406634E-4,-17.55555556,0.038780467024127255,-0.122681636,0.30659896392122055,9.920883725,-0.010927413,0.1841340906673916,33.83463668823242,0.9241753220558167,2.062877893447876,3.9000000953674316,1.340730905532837,273.07513427734375,155,-86.910371,40.4257721,-41.6939872,28.21457353591919,16.284559688568116,Campus
17,0.18497873821015498,0.013847725,0.002541493,0.9811343706927254,0.025872067,-0.011004816,-0.372428432,9.856495274,-0.044943832,0.15133151356854196,-104.2908438,60.666816787719725,-12.37250778,-0.454790609,0.015794552758661578,-0.02568672,-0.434174519,0.002652441,-0.026462141,-35.875,-0.045877258,-0.149979688,0.4095206164203367,9.856495274,-0.044943832,0.15133151356854196,32.783409118652344,0.865332305,2.072996139526367,3.9000000953674316,1.3285828828811646,292.8803405761719,155,-86.9103845,40.425776,-41.17097313,34.86674530029297,14.687945680618286,Campus
18,0.010579874773751587,0.014212784217446685,-0.009147849,0.9992652168640723,0.029033281390394013,0.017717775395095278,-0.021505299,9.951255729,-0.506035526,-0.229002419,-101.9125758,69.89575119018555,-15.43885572,-0.301746799,0.025958071507585164,0.042171954,-0.281130705,0.012816046169833638,0.041361408,-38.44444444,0.057820177995241605,-0.339744522,0.071120082,9.951255729,-0.506035526,-0.229002419,33.46189880371094,0.9160786271095276,2.3600339889526367,3.9000000953674316,1.3474739789962769,307.39483642578125,155.1999969482422,-86.9103957,40.425784,-38.79270538,44.09702129364014,11.620865745544434,Campus
19,-0.110323293,0.009730238,-0.00721428,0.9931543643034778,0.018211644,0.016044358590061696,0.22103675071475576,9.840041776305263,-0.208643102,0.10116354586303379,-102.3295717,75.54252075195312,-19.88160767,-0.330118463,-0.022893429,0.028306542912122874,-0.30950237,-0.036026644,0.027517779517774153,-42.55555556,-0.057569393,-0.049341127,0.28157004211278797,9.840041776305263,-0.208643102,0.10116354586303379,32.41509246826172,0.840595007,2.3699862957000732,3.9000000953674316,1.3292770385742188,324.3207702636719,155.1999969482422,-86.9104035,40.4257948,-39.21043324,49.74293724060058,7.1782358717918395,Campus
20,-0.224318366,0.002132695,-0.003175002,0.9741246121600994,0.003241253,0.007145746,0.45256025235629777,9.959752573550325,-0.231572382,0.047365691853874785,-102.7669421,77.01066864013671,-25.54326147,-0.143875286,0.002175031,-0.028487426,-0.123259191,-0.010964115,-0.029273224,-38.125,0.056983494,-0.160578488,0.079366935,9.959752573550325,-0.231572382,0.047365691853874785,31.19550895690918,0.8823264837265015,2.379936695098877,3.9000000953674316,1.3990362882614136,342.2646179199219,155.1999969482422,-86.9104077,40.4258091,-39.64670525,51.20986503601074,1.5168259759992362,Campus
21,-0.257155054,-0.016514707,-0.00614525,0.9659771491022944,-0.034805366,0.003568277,0.5205260862424536,9.785567237335501,-0.248615439,0.11421082071164279,-101.9882159,77.38325653076171,-28.66780357,-0.078295199,-0.042646627,0.022125421,-0.057679105,-0.055787256,0.021326279,-35,-0.131621541,-0.213132329,-0.230702444,9.785567237335501,-0.248615439,0.11421082071164279,31.94916343688965,0.8459905385971069,2.3899710178375244,3.9000000953674316,1.3696125745773315,354.1911621,155.1999969482422,-86.9104077,40.4258237,-38.86834545,51.58233112335205,-1.607959964,Campus
22,-0.262426572,-0.013453036,-0.003675117,0.9644842061024268,-0.027472674,2.5920405389415554E-4,0.5313137092636627,9.880367334072407,-0.337457016,0.10314733479530193,-102.3094416,77.80281448364258,-29.07638138,-0.006345695,0.018828032664882328,-0.001088257,0.014270399308320388,0.005677024,-0.001897778,-28.66666667,-0.048209903,-0.345433152,-0.166993348,9.880367334072407,-0.337457016,0.10314733479530193,32.87350082397461,0.8514693379402161,2.3999905586242676,3.881000042,1.3365963697433472,352.3296203613281,155.1999969482422,-86.9104077,40.4258368,-39.18993744,52.00213302612305,-2.016415958,Campus
23,-0.239252177,-0.009228274,-0.004909796,0.9703350489579358,-0.01990049,0.004833679,0.4833924154054771,9.825025586248602,-0.068979495,-0.002575766,-102.79732,77.78256248,-29.10749146,0.087487562,0.051831577,-0.019364747,0.10810365481302142,0.038686498640177466,-0.02016389,-31.5,-0.079925185,-0.017854981,-0.205267607,9.825025586248602,-0.068979495,-0.002575766,26.61473846435547,0.7387827634811401,2.4862537384033203,3.881000042,1.339861512184143,348.4150391,155,-86.9104102,40.425849,-39.67769333,51.982002906799316,-2.047525947,Campus
24,-0.209234193,0.011997982757889386,-0.015709469,0.9773566173118295,0.017088293,0.035907471,0.4212805504359088,9.836324678,-0.248261158,-0.249457566,-103.4491658,79.12614814758301,-26.8674494,-0.075543422,0.038050447,-0.031056839,-0.054927327,0.024903887,-0.031858947,-28.77777778,-0.064838442,0.10824607334380011,-0.073457553,9.836324678,-0.248261158,-0.249457566,33.010616302490234,0.8514693379402161,2.496361494064331,3.878000020980835,1.3208750486373901,356.68658447265625,155,-86.9104111,40.4258624,-40.32905125,53.32571075439453,0.1923940017260611,Campus
25,-0.214834449,0.029995295103838287,0.003486287,0.9755050100169136,0.060653134,0.005882017,0.4333614408969879,9.884613833381135,-0.176935296,-0.323855768,-102.7696256,75.61267066955567,-25.47420952,0.006393139,0.098441297,5.204058670465952E-4,0.027009234,0.085276946,-2.73E-04,-29.22222222,-0.017105237,-0.117209346,0.27743081965492766,9.884613833381135,-0.176935296,-0.323855768,28.14906883239746,0.840595007,2.5062170028686523,3.881000042,1.5330867767333984,353.4248352050781,155,-86.910413,40.4258793,-39.64926731,49.811379203796385,1.585633967742324,Campus
26,-0.24170482,0.040237722,0.011479993829652813,0.9687783144987546,0.084240312,-0.002361047,0.48931634110900074,9.993757364,-0.249007459,-0.884911692,-104.0120739,76.29135635375977,-24.03143753,-0.15465008,-0.059131778,0.051540235,-0.134033986,-0.072279678,0.050723817315883934,-29.125,0.1196953745988699,-0.265543396,-0.043319535,9.993757364,-0.249007459,-0.884911692,31.555727005004883,0.8709190487861633,2.5162181854248047,3.881000042,1.4309682846069336,355.6313171386719,155,-86.9104148,40.425895,-40.8930574,50.49116302490234,3.028527941,Campus
27,-0.248848666,0.011774742982118024,0.006103335,0.9681927365006753,0.026076585093532344,-0.005724766,0.5033093919453112,9.739865442,-0.117178618,-0.510330415,-102.3111497,73.07421607971192,-27.21527153,-0.026604475,-0.008580032,-0.039553842,-0.005988378,-0.021722143,-0.040351502,-34.55555556,-0.172540632,-0.173719339,-0.251687013,9.739865442,-0.117178618,-0.510330415,30.68335533,0.865332305,2.526245594024658,3.881000042,1.454482913017273,2.8627355098724365,155,-86.9104148,40.42591,-39.19176723,47.27329097747803,-0.154329998,Campus
28,-0.251090453,0.01009482,-0.022646745,0.9672718516831259,0.008488958,0.048967073,0.507716769,9.783072814200688,-0.391577871,-0.161556184,-98.28990845,81.03544868469238,-29.0786994,0.001541945,-0.001980805,-0.071163705,0.022158039209333437,-0.015127364,-0.071949505,-38.75,-0.118352895,0.093654482,-0.077354636,9.783072814200688,-0.391577871,-0.161556184,24.448062896728516,0.7184010148048401,1.8106898069381714,3.9000000953674316,1.4411622285842896,353.8913574,154.39999389648438,-86.9104166,40.4259259,-35.17052532,55.235133018493656,-2.018123957,Campus
29,-0.244933203,0.002850715,-0.029925649,0.9684182770043901,-0.009085067,0.059969222,0.4957602452305914,10.034670556633218,-0.664316096,0.001611672,-101.6250221,83.47105606079101,-29.74042742,-0.018183085,-0.014003525,0.055481833,0.002433011,-0.027142671,0.054679725,-35.33333333,0.13136788247858436,-0.06920705,-0.088133602,10.034670556633218,-0.664316096,0.001611672,29.58350944519043,0.840595007,1.820690631866455,3.9000000953674316,1.4832570552825928,349.6680908203125,154.39999389648438,-86.9104206,40.4259426,-38.50563927,57.671716918945314,-2.680583935,Campus
30,-0.209235786,3.571419982868021E-4,-0.013259693,0.9772901008430036,-0.004191415,0.026230783701322757,0.42199831,9.979580333599678,-0.284881064,0.3497461177041539,-103.7355003,80.58404853820801,-28.70232946,-0.030352584,0.049005666,-0.01324145,-0.00973649,0.035851692509593316,-0.014031694,-33.625,0.067804119,-0.02617788,0.31204185077866303,9.979580333599678,-0.284881064,0.3497461177041539,30.175294876098633,0.8683893084526062,1.8305376768112183,3.881000042,1.473223090171814,349.95208740234375,154.39999389648438,-86.9104247,40.4259578,-40.61636112,54.783977012634274,-1.642485962,Campus
31,-0.230770178,0.009125548,-0.022337053,0.972499516,0.007407651,0.047930332515569565,0.4657303297403947,9.958164127127638,-0.553639341,-0.064411649,-102.9144398,82.18749458312988,-29.78056543,-0.123367425,0.027098192950909577,0.027583016,-0.102751331,0.013944219668436507,0.026794252,-31.22222222,0.008167359,-0.074335912,0.005332858,9.958164127127638,-0.553639341,-0.064411649,29.861310958862305,0.8765842914581299,1.8405609130859375,3.878000020980835,1.4950408935546875,355.1761474609375,154.39999389648438,-86.9104268,40.4259728,-39.79395924,56.38730087280273,-2.720599947,Campus
32,-0.262550308,0.017485812058385793,-0.011238335,0.9644956640826846,0.027913669791691135,0.031037517,0.5310702856304577,9.919905093109723,-0.489448393,-0.332259687,-103.3876781,81.80563438415527,-30.68665941,-0.105694366,0.011834425544275821,0.002925246,-0.085078273,-0.00130917,0.002135,-32.125,0.031040655,-0.188127911,-0.048975265,9.919905093109723,-0.489448393,-0.332259687,29.949922561645508,0.8905054926872253,1.8505958318710327,3.878000020980835,1.507959008216858,350.71551513671875,154.39999389648438,-86.9104304,40.4259876,-40.26719704,56.00592884063721,-3.626815913,Campus
33,-0.265713137,0.001826466,-0.011034622,0.9638594875057924,-0.002245941,0.022345462117741986,0.5380821581025725,9.889907689,-0.506877661,-0.21462806,-104.144688,81.37094848632813,-32.77444534,-0.034148141,-0.031230307,0.02315289,-0.013532047,-0.044365006,0.022346335,-32.66666667,-0.01326542,-0.284113244,-0.241064706,9.889907689,-0.506877661,-0.21462806,22.136249542236328,0.7144927978515625,2.011060953140259,3.878000020980835,1.5014030933380127,350.9754943847656,154.79998779296875,-86.9104342,40.4260026,-41.02506111,55.570144996643066,-5.714235907,Campus
34,-0.28933323,0.004812633,0.0093686,0.9569304195734171,0.014606964,-0.014892358,0.5874044723235644,10.376559595459874,-0.619987894,-0.016288039,-105.2634279,78.19907051086426,-33.27171719,-0.042841537,0.065412051,0.089881181,-0.022225443,0.052262682,0.089089723,-27.375,0.43703904977211583,-0.760101104,0.13029084583887687,10.376559595459874,-0.619987894,-0.016288039,30.709835052490234,0.9160786271095276,2.0210611820220947,3.878000020980835,1.5003265142440796,352.6882324,154.79998779296875,-86.9104369,40.4260169,-42.14343513,52.39875507354736,-6.211873841,Campus
35,-0.254008748,0.002265554,0.016982218,0.9665546932266754,0.013888801988375315,-0.031977679,0.5139254108794684,9.757791343244534,0.14771614545838707,-0.132557727,-106.2068539,75.10820053100586,-31.99340143,0.092386199,0.060442743357270956,-0.090764194,0.11300229465586667,0.047309526926679626,-0.091544061,-25.22222222,-0.151299754,-0.169342798,0.005180724,9.757791343244534,0.14771614545838707,-0.132557727,33.42338562011719,0.9800510406494141,2.0309112071990967,3.9000000953674316,1.4603815078735352,351.3034668,154.79998779296875,-86.9104385,40.4260306,-43.0861293,49.30825103759766,-4.933679886,Campus
36,-0.17549648,0.020670213638262335,-0.004006813,0.9840310383768915,0.039219205684788094,0.015213327222386176,0.35260715154768196,9.933962896032241,0.1712058803464458,-0.790819167,-105.0448041,78.41928055,-28.17809557,0.015668529,-0.057124597,0.00877574,0.036284624,-0.070257813,0.00800625,-28.625,0.010235027202124734,0.32237812898402074,-0.401337627,9.933962896032241,0.1712058803464458,-0.790819167,35.38562012,1.0462313890457153,2.040942668914795,3.9000000953674316,1.4508681297302246,343.6839904785156,154.79998779296875,-86.9104409,40.4260434,-41.92542126,52.61969727,-1.117641982,Campus
37,-0.241012447,0.002206309,-0.013039631,0.9699837559635199,-0.002310459,0.02625595,0.487063823,9.942314629415863,0.1385572082882982,0.10480505168365623,-104.540822,79.95367446899414,-32.6191394,-0.241622709,0.013211796711226112,0.006431687,-0.221006614,7.857975111460512E-5,0.005645889,-25.88888889,0.10606219467607517,0.39636509212692383,0.081918044,9.942314629415863,0.1385572082882982,0.10480505168365623,45,0.080622576,2.0509285926818848,3.9000000953674316,1.3911833763122559,343.5815734863281,154.79998779296875,-86.91044,40.4260416,-41.42046329,54.154090881347656,-5.559295902,Campus
38,-0.333961901,-0.02203761,-0.007242368,0.9418802463892594,-0.046276975,-0.001162297,0.6814486147130577,9.911508505160992,-0.011233612,0.13312951988057017,-104.2515598,78.43465263366699,-38.6739991,-0.101720895,-0.006406483,-0.011880386,-0.0811048,-0.019539699,-0.012643945,-25.22222222,0.074449641,-0.025383937,-0.322731794,9.911508505160992,-0.011233612,0.13312951988057017,45,1.1200445890426636,3.7527778148651123,3.881000042,1.1254366636276245,343.4739074707031,157.1999969482422,-86.9104388,40.4260386,-41.13144524,52.63567897796631,-11.61403378,Campus
39,-0.288831123,-0.01750712,-0.004807575,0.9570993011437573,-0.036311564,-9.14E-04,0.5861563051788552,9.938940270433148,0.0369029,0.33382489532232285,-104.1916581,79.32671669006348,-37.48852509,0.054134114,0.012488268,0.009342108,0.074750209,-6.45E-04,0.008575584,-21.125,0.057135637524058515,0.031130791,-0.027852688,9.938940270433148,0.0369029,0.33382489532232285,45,0.080622576,3.7628626823425293,3.881000042,0.7770954370498657,343.3456115722656,157.1999969482422,-86.9104378,40.426036,-41.07227531,53.52701107025146,-10.42807178,Campus
40,-0.252131446,-0.008859441,-0.008873585,0.9674409899896789,-0.021405186,0.012601372848029781,0.5099682072991306,9.914695489753797,-0.070178817,0.1828650815830028,-103.9518062,80.20731231689453,-35.93705143,0.074535227,0.032153992,-0.055529278,0.095151321,0.019020775,-0.056292837,-20.55555556,-0.00715252,0.058642422,-0.026967238,9.914695489753797,-0.070178817,0.1828650815830028,45,0.080622576,3.7727437019348145,3.881000042,0.49684423208236694,343.31744384765625,157.1999969482422,-86.9104371,40.4260342,-40.83217903,54.40711883544922,-8.877329812,Campus
41,-0.183943606,-0.002786797,-0.016572249,0.9826870902070721,-0.011684811,0.031509244,0.3702984324936728,9.957589103180227,-0.336028962,0.070922218,-103.559576,81.50148857116699,-33.11140942,0.073194921,0.021514575,0.033962811,0.093811016,0.008381358,0.033199252,-24.5,-0.003635703,-0.025026244,-0.045214674,9.957589103180227,-0.336028962,0.070922218,45,0.080622576,3.782944917678833,3.878000020980835,0.30284708738327026,343.1639709472656,157.1999969482422,-86.9104367,40.4260331,-40.43994892,55.702636833190915,-6.051321898,Campus
42,-0.147863124,0.002887106,5.677881635899842E-4,0.9889197171880648,0.0058813,-2.96E-04,0.2968415537705788,9.884271186532326,-0.022272997,0.011325253137541048,-104.4417578,78.86519104003906,-30.91565334,0.044732814556202635,0.028627591827199258,0.011184672072816353,0.06534891,0.015494375554576086,0.010419644634776678,-22.66666667,-0.02726311,-0.026153146,0.070744669,9.884271186532326,-0.022272997,0.011325253137541048,45,0.080622576,3.7927868366241455,3.881000042,0.1858367621898651,343.0763244628906,157.1999969482422,-86.9104365,40.4260325,-41.32176506,53.06475307,-3.855687921,Campus
43,-0.170115033,0.006809254,-4.76E-04,0.9849145863820048,0.013339742755933293,0.003266972,0.34204320768708163,9.827165733,0.26672132,-0.180039576,-103.9408261,79.73846649169921,-30.96738144,-0.233379236,0.011432629358927601,-0.042826027,-0.212763142,-0.001700587,-0.043589586,-27,-0.050458677,0.29906388151558855,-0.048232506,9.827165733,0.26672132,-0.180039576,45,0.080622576,3.802783489227295,3.9000000953674316,0.11348490417003632,343.02606201171875,157.1999969482422,-86.9104363,40.4260321,-40.82046715,53.938028984069824,-3.907415912,Campus
44,-0.187839325,-0.003151475,0.018073341,0.9812407458870156,3.2417278228784254E-4,-0.036661757,0.3780178787928183,9.984110586851546,0.3079684706771005,0.058365704642904886,-103.4325742,80.40617256,-33.5595153,0.18657528864925058,0.054449915569456456,-0.020715432,0.20719138310444588,0.041307804,-0.021504195,-28.33333333,0.10629155797865784,-0.054606771,0.061644674,9.984110586851546,0.3079684706771005,0.058365704642904886,75.85825348,1.1884864568710327,2.861178159713745,3.9000000953674316,0.475976825,6.309006690979004,154.39999389648438,-86.910435,40.4260352,-40.31209309,54.60573490142822,-6.499427872,Campus
45,-0.105030565,0.011428291010837957,-0.002020792,0.9941184931588405,0.022606910392302948,0.006646264,0.2105475261952113,9.886100694971176,-0.252686718,-0.22198657,-102.3969163,80.68506462097167,-29.5104575,-0.015680389,0.018049646951642465,0.037037804,0.004935705,0.004906053,0.036247559,-29.875,-0.033975481,-0.186275584,0.002534952,9.886100694971176,-0.252686718,-0.22198657,78.65511322021484,1.260515809059143,2.871027946472168,3.9000000953674316,0.48478883504867554,353.7165222167969,154.39999389648438,-86.9104341,40.4260395,-39.27802116,54.88474891662597,-2.450613948,Campus
