seconds_elapsed,orientation_qz,orientation_qy,orientation_qx,orientation_qw,orientation_roll,orientation_pitch,orientation_yaw,magnetometer_z,magnetometer_y,magnetometer_x,microphone_dBFS,totalAcceleration_z,totalAcceleration_y,totalAcceleration_x,gyroscopeUncalibrated_z,gyroscopeUncalibrated_y,gyroscopeUncalibrated_x,accelerometerUncalibrated_z,accelerometerUncalibrated_y,accelerometerUncalibrated_x,gyroscope_z,gyroscope_y,gyroscope_x,location_bearingAccuracy,location_speedAccuracy,location_verticalAccuracy,location_horizontalAccuracy,location_speed,location_bearing,location_altitude,location_longitude,location_latitude,accelerometer_z,accelerometer_y,accelerometer_x,magnetometerUncalibrated_z,magnetometerUncalibrated_y,magnetometerUncalibrated_x,class
10,0.9993868354454781,-0.010539371,0.031662141,0.010600773563373436,-0.063564915,0.020395942,-3.119730412,-53.37548676,-13.77758171,-3.06402992,-158.125,9.890584316068482,-0.201447208,0.6297247114690762,-0.021492334,0.016188935304368005,-1.97E-04,9.890584316068482,-0.201447208,0.6297247114690762,-1.13E-04,1.4826519758377261E-6,-1.97E-04,45,0.086023256,1.097406029701233,5.642000198364258,0.6439315676689148,93.31452941894531,160.1999969482422,-86.9154571,40.3848396,0.003341008,5.056451535919338E-4,3.525684180768948E-4,-114.9357101,29.841809463500976,-31.38315744,Home
11,0.9993943826666156,-0.010415932,0.031533212373846944,0.010391333827622307,-0.063299848,0.020165245148163397,-3.12015967,-53.38671112,-13.7601357,-3.050731933,-126.4444444,9.928009913,-0.197088437,0.6268527464380542,-0.021421167,0.016497324,-1.62E-04,9.928009913,-0.197088437,0.6268527464380542,-4.15E-05,3.0987155883690544E-4,-1.62E-04,45,0.086023256,1.1075547933578491,5.887000084,0.9416711330413818,94.99700164794922,160.1999969482422,-86.9154443,40.3848387,0.020223395338336243,0.002061111,5.551420369194549E-5,-114.9474217,29.860109405517576,-31.37107933,Home
12,0.9993697192806464,-0.010302773,0.032102714149424665,0.011097729519511072,-0.064450998,0.019881118,-3.118743184,-53.40269295,-13.77026172,-3.107095935,-138.625,9.946478852947939,-0.195677137,0.6435328102806239,-0.021461883,0.014472381,-2.35E-04,9.946478852947939,-0.195677137,0.6435328102806239,-8.22E-05,-0.001715071,-2.35E-04,45,0.086023256,1.117380976676941,5.681000232696533,0.5717449188232422,17.923452377319336,160.1999969482422,-86.9154489,40.3848476,0.009048398,0.003128342,0.001116419,-114.96255,29.84973943710327,-31.42585745,Home
13,0.9993586835351963,-0.010275317,0.03227544,0.011615331510750993,-0.064806215,0.019788961333123224,-3.117706653,-53.39305511,-13.8112537,-3.066103935,-143.6666667,9.933800345,-0.195685849,0.6451270562931172,-0.021350001,0.016129629677432835,-3.11E-05,9.933800345,-0.195685849,0.6451270562931172,2.9652779560210635E-5,-5.78E-05,-3.11E-05,45,0.10000000149011612,1.1275219917297363,5.607999801635742,0.4634020924568176,25.983888626098633,160.1999969482422,-86.9154462,40.3848506,-0.00340571,0.001286644,3.5102679891493713E-4,-114.9527899,29.808869438171385,-31.38632938,Home
14,0.9993536263993643,-0.010214351,0.032334265163511906,0.011936464708623955,-0.064928703,0.019644840249737488,-3.117067409,-53.40635273,-13.76830969,-3.107949934,-157.25,9.936515623,-0.194384896,0.6462189288972651,-0.021326278,0.016082185,-1.93E-05,9.936515623,-0.194384896,0.6462189288972651,5.337500320837914E-5,-1.05E-04,-1.93E-05,45,0.10000000149011612,1.1375354528427124,5.439000129699707,1.5452977418899536,295.6478271484375,160.1999969482422,-86.9154751,40.3848581,7.239591728136378E-4,0.001126215,3.127710333148253E-4,-114.9668198,29.85144739151001,-31.42780937,Home
15,0.9993538954882946,-0.01017878,0.032328968,0.011958630158773903,-0.064917623,0.019572432,-3.117025533,-53.36340885,-13.74915576,-3.008275921,-162.6666667,9.936100293131707,-0.194454591,0.6460795385166279,-0.021290695,0.016058463033614228,-1.93E-05,9.936100293131707,-0.194454591,0.6460795385166279,8.89583386806319E-5,-1.29E-04,-1.93E-05,45,0.1345362365245819,1.147487998008728,5.2729997634887695,0.9584071636199951,307.10137939453125,160.1999969482422,-86.9154792,40.3848628,-2.47E-04,3.459566426508635E-4,2.479368043177336E-4,-114.9237534,29.870601482391358,-31.32911131,Home
16,0.999352825,-0.010207162,0.032313557974632506,0.012064849975907687,-0.064889595,0.019622646,-3.116811593,-53.39024914,-13.7933197,-3.101117938,-160.8888889,9.933069788492643,-0.195130085,0.6440374186405768,-0.021361862,0.016129629668390866,-1.38E-04,9.933069788492643,-0.195130085,0.6440374186405768,1.779166773612638E-5,-5.78E-05,-1.38E-04,45,0.10000000149011612,1.1070815324783325,4.204999923706055,0.5107415914535522,291.722168,160.1999969482422,-86.9154826,40.3848622,-0.001072152,2.4519441197219405E-4,-0.001306883,-114.94974,29.82546142578125,-31.42036737,Home
17,0.9993556402261975,-0.010240848,0.032277492,0.011898086361080697,-0.064815016,0.019701680041921948,-3.117143538,-53.39390896,-13.80808172,-3.05060993,-161.875,9.931610718514156,-0.194524284,0.6451502876374328,-0.021302556,0.016082185212052562,-7.86E-05,9.931610718514156,-0.194524284,0.6451502876374328,7.709722685654765E-5,-1.05E-04,-7.86E-05,45,0.092195444,1.1170668601989746,3.9769999980926514,0.21378108859062195,23.34122085571289,160.1999969482422,-86.9154772,40.384864,-0.001267739,0.001354541,5.67021879177649E-4,-114.9540095,29.811675567626953,-31.37144537,Home
18,0.999348548,-0.01027986,0.032346297,0.012268356535836909,-0.064961028,0.019753936877094425,-3.116399307,-53.35767487,-13.80966779,-3.061467924,-161.5555556,9.917578947196887,-0.196893876,0.6448947440073328,-0.021302556,0.016200796348377337,-5.49E-05,9.917578947196887,-0.196893876,0.6448947440073328,7.709722685654765E-5,1.3343772276765802E-5,-5.49E-05,45,0.1140175461769104,1.1270418167114258,3.9639999866485596,0.14781256020069122,57.40327453613281,160.1999969482422,-86.9154755,40.384864,-0.006225188,-4.85E-04,-5.18E-04,-114.9175322,29.80984546661377,-31.38010735,Home
19,0.999355791,-0.010288347,0.032247317,0.011927059336194715,-0.064756436,0.019795495383803128,-3.1170831,-53.34901268,-13.80454369,-3.080865917,-158.25,9.927034044728696,-0.1962434,0.6444301165423347,-0.021575362,0.016366851895830585,-1.26E-04,9.927034044728696,-0.1962434,0.6444301165423347,-1.96E-04,1.7939934063955997E-4,-1.26E-04,45,0.10000000149011612,1.1370899677276611,3.9179999828338623,0.17243312299251556,58.57617188,160.1999969482422,-86.9154735,40.3848649,0.00334511,4.74843874718379E-4,8.994092061681654E-4,-114.9089919,29.814481468200682,-31.40060341,Home
20,0.9993541200184127,-0.010309228,0.032266683,0.011996593823638355,-0.064797104,0.019832256,-3.116942332,-53.42928898,-13.78599976,-3.087209916,-133.5555556,9.926778589637534,-0.196336325,0.6441048777219162,-0.021444889,0.016117768570129733,-1.38E-04,9.926778589637534,-0.196336325,0.6441048777219162,-6.52E-05,-6.97E-05,-1.38E-04,0,0.092195444,1.1471514701843262,3.9000000953674316,0.045091845,0,160.1999969482422,-86.9154753,40.3848649,-0.001336394,0.001148379,3.4327645903652156E-5,-114.9892677,29.83424543380737,-31.40706944,Home
21,0.9993445976422384,-0.0104533,0.032348043,0.012436219,-0.064972509,0.020089652801219087,-3.116052295,-53.38671082,-13.84724371,-3.014619935,-140.625,9.885148141,-0.200099793,0.6449644339894786,-0.021520618,0.016152211411211353,-9.40E-05,9.885148141,-0.200099793,0.6449644339894786,-1.41E-04,-3.52E-05,-9.40E-05,0,0.1140175461769104,1.1570096015930176,3.9000000953674316,0.063193753,0,160.1999969482422,-86.9154763,40.3848647,-0.020091644,-9.58E-04,5.727158142970159E-4,-114.9460798,29.773977489471434,-31.33338133,Home
22,0.9993319476692422,-0.010632015,0.032477898,0.012953415811423537,-0.065247717,0.020409834073874557,-3.115003852,-53.38231903,-13.81149774,-3.073057938,-156.3333333,9.872487068,-0.201981528,0.6452664449376967,-0.021373723,0.016070324149959295,-2.09E-04,9.872487068,-0.201981528,0.6452664449376967,5.930555912042127E-6,-1.17E-04,-2.09E-04,45,0.1140175461769104,1.1670211553573608,3.881000042,0.13306428492069244,87.19100189208984,160.1999969482422,-86.9154732,40.3848648,-0.007573017,8.82423618464794E-6,-1.80E-04,-114.9422977,29.809601421356202,-31.3930394,Home
23,0.9993264171683672,-0.010687562,0.032529147,0.013203717008667085,-0.065356948,0.020503149467330534,-3.114498685,-53.39268883,-13.81430367,-3.012423916,-168,9.877806941282403,-0.202376459,0.6460098479557963,-0.021255112,0.016011019,-1.14E-04,9.877806941282403,-0.202376459,0.6460098479557963,1.2454167415288468E-4,-1.76E-04,-1.14E-04,0,0.1140175461769104,1.1770209074020386,3.881000042,0.034364018589258194,0,160.1999969482422,-86.9154748,40.3848645,0.001698762,4.5859524347249744E-4,-2.61E-04,-114.9529118,29.80423355102539,-31.33216139,Home
24,0.9993255456674446,-0.010703493,0.032523451,0.013270502593549132,-0.065347373,0.020530782115546244,-3.114364231,-53.3856131,-13.83443371,-3.013399923,-163.7777778,9.882641968217868,-0.202379363,0.6461956929234625,-0.021587223,0.016058463015530294,-9.04E-05,9.882641968217868,-0.202379363,0.6461956929234625,-2.08E-04,-1.29E-04,-9.04E-05,0,0.092195444,1.187021017074585,3.881000042,0.012304224073886871,0,160.1999969482422,-86.9154747,40.3848645,0.002245459,8.202549612637862E-4,-2.61E-04,-114.9454694,29.786177463531494,-31.33423534,Home
25,0.9993297313023539,-0.010666134,0.03245699,0.013146876863845922,-0.065210781,0.020465966802343583,-3.114615225,-53.35962688,-13.80185971,-2.995831912,-166.3333333,9.890026685,-0.201749214,0.6445230430769688,-0.021385584,0.016165213,-1.93E-05,9.890026685,-0.201749214,0.6445230430769688,-5.93E-06,-2.22E-05,-1.93E-05,0,0.086023256,1.1969975233078003,3.881000042,0.017202707,0,160.1999969482422,-86.9154745,40.3848648,0.005018818,8.987091409349905E-4,-8.81E-04,-114.9198495,29.819239406585694,-31.31666742,Home
26,0.9993396268307584,-0.010503979,0.032337121,0.012816926808033174,-0.064959677,0.020166520571824418,-3.115288001,-53.44527103,-13.77965569,-2.978507919,-147.375,9.931482269213749,-0.196602591,0.6448426957313831,-0.021397445,0.016177074142813105,-1.62E-04,9.931482269213749,-0.196602591,0.6448426957313831,-1.78E-05,-1.04E-05,-1.62E-04,0,0.10000000149011612,1.2070951461791992,4.9120001792907715,0.014995713718235493,0,160.1999969482422,-86.9154745,40.3848649,0.021212078,0.003547703,2.8137790346608577E-4,-115.0050053,29.84022342681885,-31.29824545,Home
27,0.9993418715532544,-0.010313637,0.032312126486625486,0.012859789690780409,-0.064905237,0.019783932317807836,-3.115215262,-53.39354294,-13.82442971,-3.013277919,-145.4444444,9.945073498,-0.19608078,0.6461956963955777,-0.021266973,0.016046601881101293,4.447914108416988E-6,9.945073498,-0.19608078,0.6461956963955777,1.1268056232880041E-4,-1.41E-04,4.447914108416988E-6,0,0.086023256,1.2170518636703491,4.938000202178955,0.012796608731150627,0,160.1999969482422,-86.9154745,40.384865,0.008103908,0.001023565,6.100859456849329E-4,-114.9533996,29.796791515350343,-31.33264942,Home
28,0.9993439814419423,-0.010240925,0.032289044045418214,0.012811553429414346,-0.06485609,0.019642326,-3.115316916,-53.36231075,-13.78246169,-3.064517937,-131.5,9.943955338116988,-0.194434263,0.6456149139450592,-0.021409306,0.01623638,1.63090248022554E-5,9.943955338116988,-0.194434263,0.6456149139450592,-2.97E-05,4.892711340024778E-5,1.63090248022554E-5,0,0.086023256,1.227156639099121,4.945000171661377,0.005277243,0,160.1999969482422,-86.9154744,40.3848649,4.861609449664366E-4,0.001158367,-8.88E-05,-114.9221676,29.837295303344728,-31.38584143,Home
29,0.9993447181090568,-0.010241133,0.032278817,0.012779488617066041,-0.06483499,0.019645088,-3.115381225,-53.36182289,-13.77074969,-3.091967947,-121,9.939863806789361,-0.194527188,0.6456381429746313,-0.021302556,0.016188935168738504,-2.68E-04,9.939863806789361,-0.194527188,0.6456381429746313,7.709722685654765E-5,1.4826672341566062E-6,-2.68E-04,0,0.086023256,1.2371795177459717,4.975999832,0.017826193943619728,0,160.1999969482422,-86.9154744,40.3848652,-0.001703077,9.835743643705128E-4,1.3517233931902543E-4,-114.9216801,29.849007453918457,-31.41146135,Home
30,0.9993407044273156,-0.010292018,0.032324226,0.012936770172718052,-0.064930371,0.019735398,-3.115062535,-53.37048481,-13.84699966,-3.068909934,-141.375,9.935592095828751,-0.196104012,0.6470087911318807,-0.021250436,0.016163958442540698,-4.70E-05,9.935592095828751,-0.196104012,0.6470087911318807,1.2921768939122558E-4,-2.35E-05,-4.70E-05,0,0.086023256,1.2469788789749146,4.856999874,0.00274667,0,160.1999969482422,-86.9154744,40.3848651,-0.002311257,3.559533506631851E-4,9.742900729179382E-4,-114.930342,29.77287956237793,-31.38840338,Home
31,0.9993383288383484,-0.010315707,0.032344451,0.013050765784692418,-0.064973756,0.01977481,-3.114832665,-53.359627,-13.8284557,-3.031211932,-147.3333333,9.933559306616923,-0.195476767,0.6464047767583606,-0.021385584,0.016212657383344705,-1.50E-04,9.933559306616923,-0.195476767,0.6464047767583606,-5.93E-06,2.5204891447448036E-5,-1.50E-04,0,0.086023256,1.1061519384384155,3.990000009536743,0.079097942,0,160.1999969482422,-86.9154756,40.3848644,-0.001283257,0.001309333,1.1368804764979095E-4,-114.9198503,29.79154544830322,-31.35070547,Home
32,0.9993369810789534,-0.010255372,0.032361901,0.013157920179508844,-0.065009086,0.019646775,-3.114622026,-53.38927299,-13.82308769,-3.046095927,-143.875,9.930960238558574,-0.194942447,0.6456149116303157,-0.021266973,0.016034740746672292,2.8170137191462576E-5,9.930960238558574,-0.194942447,0.6456149116303157,1.1268056232880041E-4,-1.53E-04,2.8170137191462576E-5,0,0.092195444,1.1161283254623413,3.990000009536743,0.035878718,0,160.1999969482422,-86.9154756,40.3848643,-0.001166946,5.160975224763444E-4,-8.54E-04,-114.9493735,29.7966695,-31.36693129,Home
33,0.9993390168958497,-0.010265444,0.032326636492337996,0.013081744159526617,-0.064937304,0.019672806,-3.114774368,-53.3746328,-13.82808969,-2.997295921,-148.3333333,9.930803308,-0.195197992,0.6460330804574836,-0.021361862,0.016153351864913134,-7.86E-05,9.930803308,-0.195197992,0.6460330804574836,1.779166773612638E-5,-3.41E-05,-7.86E-05,0,0.092195444,1.1262123584747314,3.9820001125335693,0.023498717695474625,0,160.1999969482422,-86.9154756,40.3848641,-4.08E-04,5.009644529194508E-4,3.392389677103283E-4,-114.9344897,29.79105743408203,-31.31788744,Home
34,0.9993425000061109,-0.010229498,0.032286033,0.012943400838638394,-0.064852334,0.019611016,-3.115054105,-53.34120483,-13.78282771,-3.138571949,-155.7777778,9.928892561532919,-0.194872753,0.6440119523446537,-0.021302556,0.016117768561087764,6.375347492420703E-5,9.928892561532919,-0.194872753,0.6440119523446537,7.709722685654765E-5,-6.97E-05,6.375347492420703E-5,0,0.086023256,1.1361931562423706,3.9749999046325684,0.009450273,0,160.1999969482422,-86.9154755,40.3848641,-0.001023394,1.8473866495113928E-4,-7.52E-04,-114.9013055,29.838149490356447,-31.45916342,Home
35,0.9993368624483497,-0.010287627,0.032354634074331486,0.013159450821723173,-0.064995487,0.019711343643879428,-3.114617005,-53.3841489,-13.82003768,-3.050243912,-156.625,9.923840696995075,-0.196763647,0.6464992669912485,-0.021219528,0.016058462961278493,-7.86E-05,9.923840696995075,-0.196763647,0.6464992669912485,1.6012500962513744E-4,-1.29E-04,-7.86E-05,0,0.092195444,1.1461799144744873,3.9040000438690186,0.009455984,0,160.1999969482422,-86.9154755,40.3848643,-0.003906833,-6.45E-04,3.94407985279861E-4,-114.9437616,29.79984146118164,-31.3703474,Home
36,0.9993289084110445,-0.010513106,0.032412563,0.013439183051074013,-0.065123434,0.020142258,-3.11404175,-53.43404694,-13.81344974,-2.985705924,-169,9.884149218,-0.200959351,0.6453361401280153,-0.021338139,0.016141490811861836,-1.26E-04,9.884149218,-0.200959351,0.6453361401280153,4.151389138429489E-5,-4.60E-05,-1.26E-04,0,0.086023256,1.1561044454574585,3.9119999408721924,0.005280034,0,160.1999969482422,-86.9154755,40.3848643,-0.019590489,-0.001136656,-3.26E-04,-114.993538,29.80606351852417,-31.30556541,Home
37,0.9993167426979658,-0.010688209,0.032523024,0.013929031002651719,-0.065359564,0.020457193,-3.113048542,-53.39891087,-13.84285168,-3.009983923,-171.25,9.872231529754343,-0.202539078,0.646637094,-0.021350001,0.016070324,-1.38E-04,9.872231529754343,-0.202539078,0.646637094,2.9652779560210635E-5,-1.17E-04,-1.38E-04,0,0.086023256,1.1660922765731812,3.9200000762939453,0.00203793,0,160.1999969482422,-86.9154755,40.3848643,-0.007318358,-1.34E-04,1.1244908119868307E-4,-114.958646,29.777393531799316,-31.3293553,Home
38,0.9993153029275172,-0.010707817,0.032525130665128674,0.014013440899767922,-0.065366079,0.020490823,-3.112878455,-53.37646301,-13.8285777,-3.003151927,-153.4444444,9.875902009,-0.20186537,0.6459401498720484,-0.021397445,0.016034740800924093,-6.67E-05,9.875902009,-0.20186537,0.6459401498720484,-1.78E-05,-1.53E-04,-6.67E-05,0,0.086023256,1.1760749816894531,3.947000026702881,0.004906731,0,160.1999969482422,-86.9154754,40.3848643,9.874047584904051E-4,7.30048394897609E-4,-4.35E-04,-114.9366856,29.789959526062013,-31.32276745,Home
39,0.9993181446423898,-0.010728462,0.032486799567078166,0.013882509710338827,-0.065287303,0.020541725,-3.113139659,-53.40830494,-13.79771169,-3.056709936,-154.75,9.882244054553578,-0.203096628,0.6452199816703796,-0.021344412,0.016304923,-9.40E-05,9.882244054553578,-0.203096628,0.6452199816703796,3.5241188015788794E-5,1.1747064742779073E-4,-9.40E-05,0,0.1063014566898346,1.1860445737838745,3.9700000286102295,0.00241641,0,160.1999969482422,-86.9154754,40.3848643,0.002799804,2.842875054249397E-4,-5.38E-04,-114.9687717,29.823997459411622,-31.37608139,Home
40,0.9993254467121606,-0.010728097,0.032402763,0.013550287465230354,-0.065112305,0.020565034423782987,-3.113805669,-53.360359,-13.8522457,-3.094285939,-142.4444444,9.888470205288488,-0.202817854,0.6441513398318615,-0.021338139,0.016094046373607465,-1.02E-04,9.888470205288488,-0.202817854,0.6441513398318615,4.151389138429489E-5,-9.34E-05,-1.02E-04,0,0.086023256,1.1961290836334229,4.019000053405762,8.900677203200758E-4,0,160.1999969482422,-86.9154754,40.3848643,0.003809392,8.028925043865315E-4,-2.52E-04,-114.9202155,29.768121547698975,-31.41438938,Home
41,0.9993319569282162,-0.010605658,0.032332815,0.013331329314381753,-0.064964335,0.020336456,-3.114252915,-53.35413685,-13.7977117,-2.979239905,-154.25,9.924766290535047,-0.198705916,0.6447785855496971,-0.021302556,0.016224518553941573,-5.49E-05,9.924766290535047,-0.198705916,0.6447785855496971,7.709722685654765E-5,3.7065998185426E-5,-5.49E-05,0,0.092195444,1.2062026262283325,5.314000129699707,0.008876065,0,160.1999969482422,-86.9154753,40.3848644,0.020142990408591854,0.003055458,5.455885118651159E-4,-114.9142379,29.82143548965454,-31.29958738,Home
42,0.9993402807457933,-0.01037526,0.032253756829835833,0.013078494,-0.06479449,0.019894479113875083,-3.114775109,-53.40464493,-13.83967967,-3.051463933,-154.7777778,9.944992195055322,-0.19589493,0.6450573639962279,-0.021409306,0.016224518581067476,-6.67E-05,9.944992195055322,-0.19589493,0.6450573639962279,-2.97E-05,3.706599592493431E-5,-6.67E-05,0,0.086023256,1.2160613536834717,5.15500021,0.00475945,0,160.1999969482422,-86.9154753,40.3848644,0.010333404,0.00207558,5.690304978379925E-4,-114.9647456,29.779711418151855,-31.37156736,Home
43,0.9993355308921592,-0.010335129,0.032307106025010635,0.013338368,-0.064905254,0.019795959,-3.11425709,-53.38097691,-13.79856568,-3.041703937,-144.8888889,9.930710440700494,-0.196522175,0.6461492348643183,-0.021397445,0.016248241,-1.14E-04,9.930710440700494,-0.196522175,0.6461492348643183,-1.78E-05,6.078822296384035E-5,-1.14E-04,0,0.086023256,1.2261534929275513,5.370999813079834,0.001804192,0,160.1999969482422,-86.9154753,40.3848644,-0.00543687,4.99458278267129E-4,4.5427593212683223E-4,-114.9409558,29.82204532623291,-31.36192945,Home
44,0.999335595,-0.010358281,0.032296525,0.013341383601638298,-0.064884802,0.019842334833104634,-3.114249755,-53.40574291,-13.79575974,-3.045607927,-144.875,9.937780811236454,-0.196740639,0.6460161014245107,-0.021314417,0.016094046,-1.93E-05,9.937780811236454,-0.196740639,0.6460161014245107,6.52361150324634E-5,-9.34E-05,-1.93E-05,0,0.092195444,1.2361847162246704,5.4070000648498535,0.004435705,0,160.1999969482422,-86.9154754,40.3848644,0.003187467,6.75144126114336E-4,6.883017067770357E-4,-114.965722,29.823387489318847,-31.3649794,Home
45,0.9993363445244946,-0.010342011,0.032291978,0.013309189778508491,-0.064874602,0.019812029,-3.114315283,-53.40391296,-13.81076573,-3.057075927,-163.8888889,9.936358776,-0.196266631,0.6448482818973874,-0.021172084,0.015939852,-9.04E-05,9.936358776,-0.196266631,0.6448482818973874,2.0756945692147446E-4,-2.48E-04,-9.04E-05,0,0.092195444,1.246064544,5.237999916,0.00228271,0,160.1999969482422,-86.9154754,40.3848644,-7.40E-04,9.553730487823486E-4,-6.67E-04,-114.9631596,29.80691743850708,-31.37681332,Home
