seconds_elapsed,magnetometer_z,magnetometer_y,magnetometer_x,orientation_qz,orientation_qy,orientation_qx,orientation_qw,orientation_roll,orientation_pitch,orientation_yaw,accelerometer_z,accelerometer_y,accelerometer_x,gyroscopeUncalibrated_z,gyroscopeUncalibrated_y,gyroscopeUncalibrated_x,microphone_dBFS,location_bearingAccuracy,location_speedAccuracy,location_verticalAccuracy,location_horizontalAccuracy,location_speed,location_bearing,location_altitude,location_longitude,location_latitude,totalAcceleration_z,totalAcceleration_y,totalAcceleration_x,accelerometerUncalibrated_z,accelerometerUncalibrated_y,accelerometerUncalibrated_x,magnetometerUncalibrated_z,magnetometerUncalibrated_y,magnetometerUncalibrated_x,gyroscope_z,gyroscope_y,gyroscope_x,class
120,11.493375797271728,-63.40876682,-12.31126378,-0.982829676,-0.101254165,0.019798747453730083,0.15194155275821686,0.008349153,-0.206577979,2.8356883942502216,-0.100340704,0.5314651067974498,0.006586838,-0.018871029,0.011835907071091922,0.001807337,-32.875,9.911658287,0.3471311032772064,1.1696287393569946,9.996999740600586,1.290404200553894,180,150.09999084472656,-86.9103457,40.4204088,9.611010292201366,2.5670021216846206,-0.07456953,9.611010292201366,2.5670021216846206,-0.07456953,-48.56697887,-33.46850349,-47.89097713,0.002355913,-8.39E-04,8.910659901815855E-4,Garage
121,28.592529516220093,-69.08847679,-0.893283966,-0.977618548,-0.144606399,0.025298166,0.14945196526721843,0.006528649,-0.294656645,2.839150111652115,-0.178771269,1.037153197723685,-0.004657922,-0.012821862,0.012938990432868521,0.007500671,-14,7.531634330749512,0.30016660690307617,1.1794921159744263,9.993000030517578,2.1885454654693604,180,150.09999084472656,-86.9103455,40.4203941,9.375465318994614,3.9385599441898678,-0.067112286,9.375465318994614,3.9385599441898678,-0.067112286,-31.46709338,-39.14833515,-36.47226543,0.00840508,2.639096838340742E-4,0.0065844,Garage
122,14.26118974685669,-52.14999699,-18.35660756,-0.973530267,-0.170334727,0.028467594,0.1496114270779693,0.004753143,-0.347108492,2.837458295729554,-0.01591251,-0.19141924,-0.050016976,-0.005883112,0.009985574,-0.005451663,-20.33333333,4.462170124053955,0.41109609603881836,1.1894956827163696,9.989999771118164,4.203962326049805,179.00047302246094,150.09999084472656,-86.9103454,40.4203631,9.440099514447725,3.2253034665034366,-0.092762141,9.440099514447725,3.2253034665034366,-0.092762141,-45.79818935,-22.21034356,-53.93644314,0.015343830767042429,-0.002689507,-0.006367935,Garage
123,12.340665769577026,-62.05261463,-23.36690355,-0.975912519,-0.15333018,0.021583416,0.15360526899689608,-0.005207797,-0.31088838,2.8285677895962613,0.10300409446642236,-0.827107572,0.017579997,-0.009287251,-9.27E-04,-0.007349441,-25.25,3.3930389881134033,0.27586227655410767,1.1994537115097046,9.991999626159668,5.2885308265686035,178.0015411376953,150.09999084472656,-86.9103441,40.4203166,9.640525623,2.226338513846536,0.068962079,9.640525623,2.226338513846536,0.068962079,-47.71932323,-32.11296146,-58.94686077,0.011939691604020128,-0.01360173,-0.008265712,Garage
124,11.099437730312347,-60.37316277,-18.5893836,-0.976093766,-0.151651329,0.015449627374922767,0.15488591587659226,-0.017637049,-0.305575708,2.8241333730012466,-0.057563152,0.11792831513488176,0.04082754,-0.023698501,0.006866101,0.006516198,-15.88888889,3.002872943878174,0.6720119118690491,1.2094558477401733,9.994000434875488,6.192770957946777,177.9982147216797,150.09999084472656,-86.9103427,40.4202622,9.456429268549947,3.1387676706591856,0.20005042677111154,9.456429268549947,3.1387676706591856,0.20005042677111154,-48.95969696,-30.4332654,-54.17019485,-0.002471559,-0.00580898,0.005599927,Garage
125,11.00976778447628,-61.21593857,-27.14682951,-0.97630461,-0.153718708,0.009479003,0.15199175795305123,-0.029621553,-0.307877973,2.8281144702318803,-0.032897884,-0.060806397,0.067095144,-0.036686419,0.015358657315056952,-0.007788303,-15.125,2.686171531677246,0.4883646070957184,1.2194823026657104,9.994999885559082,7.335234165,177.99935913085938,150.09999084472656,-86.910341,40.4201984,9.436581047,2.945904435463322,0.3545704335471597,9.436581047,2.945904435463322,0.3545704335471597,-49.05070904,-31.27640736,-62.72642075,-0.015459477,0.002683576,-0.008704574,Garage
126,17.24445571899414,-58.89989109,-33.29306717,-0.977997844,-0.144543293,0.009392501,0.15009056604825532,-0.026110764,-0.289578383,2.8332239870841684,0.14875219876949602,-0.448125549,-0.041127892,-0.031787552,0.013473881122571094,0.00296026,-20.44444444,2.464709520339966,0.5467174649238586,1.2294684648513794,10.00100040435791,8.513777732849121,177.99920654296875,150.09999084472656,-86.9103398,40.420125,9.682173557651852,2.386294654850821,0.20841949847662478,9.682173557651852,2.386294654850821,0.20841949847662478,-42.81577702,-28.95901733,-68.87400085,-0.010560609,7.988002258711136E-4,0.002043989,Garage
127,26.185347633361815,-54.59536503,-35.1335593,-0.979088006,-0.135191185,0.008974334,0.15173643321088218,-0.024339552,-0.270749819,2.8307682819736812,0.049105515,-0.284410663,-0.10176986,-0.02101789,0.012428962708071091,4.6703123738446714E-4,-18,2.302985906600952,0.48795491456985474,1.2395129203796387,10.008000373840332,8.968091965,178.9977264404297,150.09999084472656,-86.9103386,40.4200445,9.634738172142251,2.377054408337306,0.13159072513520284,9.634738172142251,2.377054408337306,0.13159072513520284,-33.87403128,-24.65558956,-70.71363846,2.090520416476845E-4,-2.46E-04,-4.49E-04,Garage
128,23.357997589111328,-54.7971529,-29.37918549,-0.978397362,-0.13562413,0.011137801665559556,0.15562508899031333,-0.021200645,-0.272204524,2.8232097926649073,-0.035062318,0.2305931292691277,-0.059424853,-0.01909639,0.011574962616613298,0.001119392,-15.88888889,2.2365167140960693,0.724016547,1.2494486570358276,10.013999938964844,9.861673355102539,178.99940490722656,150.09999084472656,-86.9103401,40.4199595,9.537047673197625,2.9030804691962824,0.1435432220194308,9.537047673197625,2.9030804691962824,0.1435432220194308,-36.70162514,-24.85774345,-64.95938675,0.002130552,-0.001100118,2.0312134728052664E-4,Garage
129,16.49037374,-56.16879898,-32.54557335,-0.978107421,-0.134158538,0.012547233,0.1585659480210647,-0.018674681,-0.269682181,2.8176220180918867,-0.063912642,-0.064745182,-0.016145528,-0.021848168,0.017493657394791546,-0.006578469,-16.11111111,2.1597394943237305,0.6742402911186218,1.2594913244247437,10.03600025177002,11.010881423950195,178.99949645996094,150.09999084472656,-86.9103426,40.4198633,9.493857447917645,2.583006026653143,0.16142349927059302,9.493857447917645,2.583006026653143,0.16142349927059302,-43.5696151,-26.22865757,-68.12492119,-6.21E-04,0.004818577,-0.00749474,Garage
130,16.852957677841186,-56.14525307,-32.13675127,-0.977964606,-0.131315082,0.014642175928987925,0.16158972275488584,-0.014288164,-0.264654958,2.8121999050807025,0.026415455,-0.225939304,-0.041583139,-0.020069001,0.005371601,-0.001561219,-16.625,2.0900638103485107,0.7494664788246155,1.2694720029830933,10.039999961853027,11.871514320373535,178.99952697753906,150.09999084472656,-86.9103416,40.4197561,9.584558551751295,2.3559052284481456,0.098216077,9.584558551751295,2.3559052284481456,0.098216077,-43.20654312,-26.20462353,-67.71756256,0.001157941,-0.00730348,-0.00247749,Garage
131,24.049615573883056,-55.44253315,-31.47319319,-0.980147352,-0.109114431,0.008967838,0.16512018688095426,-0.018896449,-0.218609206,2.805716456718815,0.18855346753759292,-0.426334025,-0.010110312,-0.019606418,0.015619601792705617,0.001676865,-21,1.9605203866958618,0.5093132853507996,1.2794908285140991,10.043000221252441,12.387670516967773,178.9999542236328,150.09999084472656,-86.9103415,40.4196428,9.813749739267294,1.6999291528775855,0.17070931061035366,9.813749739267294,1.6999291528775855,0.17070931061035366,-36.01025141,-25.50202551,-67.05388252,0.001620524,0.002944521,7.605937821564527E-4,Garage
132,26.559033470153807,-56.00983299,-30.97799534,-0.980580056,-0.100356581,0.009304852,0.16823366906457735,-0.015837524,-0.201301836,2.800171699338746,0.016584414880252578,-0.099193839,-0.010354976,-0.019464085,0.009866963,-1.85E-04,-19.875,1.894499421,0.4883646070957184,1.2895311117172241,10.041000366210938,12.549323081970215,178.99998474121094,150.09999084472656,-86.910339,40.4195297,9.739531591,1.8927691735110237,0.151183413,9.739531591,1.8927691735110237,0.151183413,-33.50058931,-26.06993563,-66.55831856,0.001762858,-0.002808118,-0.001101601,Garage
133,25.830449485778807,-52.54966904,-28.33413343,-0.980924456,-0.10010362,0.004300542,0.16654079077908626,-0.025402236,-0.199133117,2.8027061430307536,0.12673893800148597,0.047583357645915106,0.17982623210320106,-0.046353909,0.025878779231928863,0.005944014,-15.22222222,1.9093828201293945,0.5445181131362915,1.2995541095733643,10.039999961853027,12.858389854431152,178.9999542236328,150.09999084472656,-86.910336,40.4194119,9.795455044,2.0011111821943115,0.41919697249235893,9.795455044,2.0011111821943115,0.41919697249235893,-34.22966141,-22.60867359,-63.91372475,-0.025126967,0.013203698,0.005027743,Garage
134,27.245649433135988,-55.79242878,-23.16413952,-0.982180491,-0.098641905,0.008052543,0.15972182921414235,-0.016013392,-0.197621141,2.8175743528940145,0.040298777,-0.434452571,-0.103355376,-0.030625391,0.023234435461136033,-0.008488108,-12.75,1.8197263479232788,0.35608989000320435,1.3095781803131104,10.041999816894531,13.33892536,179.99696350097656,150.09999084472656,-86.910337,40.4192911,9.731862308909593,1.5064154299500498,0.051799969,9.731862308909593,1.5064154299500498,0.051799969,-32.81458347,-25.85265345,-58.74458492,-0.009398448,0.010559354713231831,-0.009404379,Garage
135,21.88728759765625,-57.03109497,-9.576877789,-0.983061325,-0.089370033,0.020731452,0.15858492081605116,0.012628225986597137,-0.183320461,2.822860049,0.14907766082911816,-0.528452424,-0.357956799,-0.009536334,0.031466047,0.002186892,-12.77777778,1.7796642780303955,0.5939697027206421,1.3194743394851685,10.079999923706055,13.08162784576416,180.99693298339844,150.09999084472656,-86.9103403,40.4191717,9.880978181524185,1.276048175850431,-0.480942834,9.880978181524185,1.276048175850431,-0.480942834,-38.17257915,-27.09107553,-45.15707905,0.011690608328050092,0.018790966230987128,0.001270621,Garage
136,18.91304956436157,-58.00526501,-12.63663774,-0.982775862,-0.079675016,0.023480120286779496,0.16505293982121552,0.020132463479649674,-0.165107693,2.8104713680674727,0.14532853561697653,-0.618319096,-0.22167233,-0.005930556,0.012784796013627924,0.003171365,-15,1.7322359085083008,0.4816637933254242,1.3295491933822632,10.076000213623047,12.671650886535645,180.00265502929688,150.09999084472656,-86.9103421,40.4190574,9.886475948187021,1.0028572777295126,-0.411260639,9.886475948187021,1.0028572777295126,-0.411260639,-41.14657322,-28.06512337,-48.21586319,0.015296386379649122,1.0971533410359645E-4,0.002255094,Garage
137,20.398521604537965,-57.40929497,-18.89206564,-0.983042763,-0.069749573,0.025248900417563985,0.16766587478443257,0.026539082774548854,-0.14612226,2.8056626042116037,0.21157770249450092,-0.769933566,0.002576198,-0.019286168,0.017659713179596418,0.002044559,-13.88888889,1.5137889385223389,0.22627416253089905,1.3395668268203735,10.06499958,11.910682678222656,179.00181579589844,150.09999084472656,-86.9103404,40.4189474,10.052744518205957,0.6768174357169751,-0.245183014,10.052744518205957,0.6768174357169751,-0.245183014,-39.66183308,-27.46939751,-54.47141289,0.001940774,0.004984632,0.001128288,Garage
138,17.977065639495848,-58.71920868,-27.30030542,-0.983847159,-0.060035228,0.023405795428648735,0.16698640223267008,0.026217350229910275,-0.126284584,2.806995590913643,0.16139895244709496,-0.82342937,-0.0408452,-0.024422029,0.012630602,-0.002581274,-19.66666667,1.6859989166259766,0.7158910632133484,1.3495630025863647,10.071000099182129,10.810014724731445,179.00074768066406,150.09999084472656,-86.9103376,40.4188451,10.028418415958441,0.4283762319935757,-0.307585156,10.028418415958441,0.4283762319935757,-0.307585156,-42.08255703,-28.77955545,-62.87953072,-0.003195087,-4.45E-05,-0.003497545,Garage
139,16.29395365715027,-57.51799709,-28.64474541,-0.984058263,-0.045067681,0.025499438866972923,0.17000233085410107,0.035051836,-0.09753458,2.8011372945841075,0.2426501200037095,-1.12839948,-0.062231258,-0.016736029,0.025155935582854033,-0.016008053,-23.5,1.759224534034729,0.2121320366859436,1.3595579862594604,10.055000305175781,9.511027336120605,178.99990844726562,150.09999084472656,-86.910335,40.4187548,10.154099700520339,-0.164529788,-0.424409494,10.154099700520339,-0.164529788,-0.424409494,-43.76579113,-27.57822151,-64.22433666,0.004490914,0.012480854734923075,-0.016924324,Garage
140,12.86221573829651,-57.80884487,-21.16821959,-0.984103891,-0.021239253,0.019827499228995293,0.1749138210255366,0.031673393839110546,-0.048747469,2.790643036365509,0.1973659350321843,-1.170817715,0.018092462219871007,-0.014014246,-0.011864533,0.009103974,-32.44444444,2.024683713912964,0.5024937987327576,1.3695186376571655,10.010000228881836,7.648380279541016,179.0007781982422,150.09999084472656,-86.9103323,40.4186818,10.166540025507363,-0.688877377,-0.293646383,10.166540025507363,-0.688877377,-0.293646383,-47.19752903,-27.86870342,-56.747201,0.007212696,-0.024539614,0.008187702,Garage
141,13.172705726623535,-59.02591694,-20.66728764,-0.982777741,0.029426546388297812,-7.22E-04,0.1814820164615668,0.009360504,0.058164199,2.776180255760267,0.19902807069056241,-0.749063713,-0.030405248,-0.018586362,7.813508911691245E-4,0.010347337,-35.625,2.7649736404418945,0.5166236758232117,1.379494309425354,10.013999938964844,5.3508477210998535,178.00473022460938,150.09999084472656,-86.9103289,40.4186266,10.491476068218935,-1.35190124,-0.126488554,10.491476068218935,-1.35190124,-0.126488554,-46.8871611,-29.08540941,-56.24700096,0.00264058,-0.01189373,0.009431066,Garage
142,13.923981771469116,-59.56247292,-20.33605757,-0.982374012,0.036226641,-0.0057277,0.18264413892644124,0.002038358,0.073348221,2.7738470498797962,-0.157277237,0.6235760745492954,0.017858423,-0.019760612,0.009036685,0.004132115,-39.33333333,5.374250411987305,0.27802878618240356,1.3894912004470825,10.010000228881836,2.284181833267212,178.00148010253906,150.09999084472656,-86.9103255,40.4185974,10.141366088274614,-0.136277642,-0.003316267,10.141366088274614,-0.136277642,-0.003316267,-46.136007,-29.62245344,-55.91638088,0.00146633,-0.003638396,0.003215844,Garage
143,13.045825719833374,-57.85300854,-20.58371758,-0.983098927,-0.044683441,0.006755975,0.17600097138326146,-0.002401592,-0.090402071,2.7871709842126347,-0.196150752,0.8838387953424917,0.007754899,-0.019796195,0.012310352,0.001238004,-40.25,13.635269165039062,0.22671568393707275,1.399463176727295,10.01099967956543,0.9312366247177124,178.0001220703125,150.09999084472656,-86.9103237,40.4185895,9.730581681705216,1.7811196035551793,0.031475491,9.730581681705216,1.7811196035551793,0.031475491,-47.01355309,-27.91359947,-56.16391903,0.001430747,-3.65E-04,3.2173269157053774E-4,Garage
144,12.434361763000489,-57.70709702,-20.59725973,-0.981354606,-0.08092183,0.013137782987171007,0.17375344934972745,-0.00236269,-0.164132429,2.790927565213546,-0.052310397,0.2770051504801778,-0.006718633,-0.013237001,0.016592213,-0.002521969,-31.44444444,16.127586364746094,0.26248809695243835,1.4095158576965332,9.989999771118164,0.939988911,178,150.09999084472656,-86.9103227,40.4185861,9.707871299523573,1.9027599096298218,0.014647410748204073,9.707871299523573,1.9027599096298218,0.014647410748204073,-47.62574917,-27.7664674,-56.17758301,0.007989941,0.003917132,-0.00343824,Garage
145,11.95953776359558,-58.14349098,-21.33133362,-0.973490104,-0.131643216,0.032831725,0.18252091558234204,0.016126773123475678,-0.271903963,2.773278245648134,-0.153132087,0.7229347356314798,-0.253191575,0.067821837,0.031632102808906035,-3.51E-04,-22.44444444,12.29434871673584,0.20518285036087036,1.4194469451904297,9.98900032,1.3896585702896118,177.0018768310547,150.09999084472656,-86.910323,40.4185782,9.387777939583492,3.388361731779228,-0.414446174,9.387777939583492,3.388361731779228,-0.414446174,-48.10032909,-28.20359344,-56.91177906,0.08904878,0.018957022,-0.001267656,Garage
146,13.394989786148072,-56.62812881,-24.2949575,-0.948851803,-0.144664914,0.076245243,0.26702430410292544,0.071297668,-0.321852871,2.6044973053978486,0.035066818,-0.191161808,-0.557491685,0.25298565365735765,0.062281216,0.004310032,-15.375,6.766096591949463,0.8909545540809631,1.9461469650268555,9.998999596,3.096601724624634,173.96632385253906,145.29998779296875,-86.9103184,40.418559,9.498109113822863,2.9697803872302897,-1.237086401,9.498109113822863,2.9697803872302897,-1.237086401,-46.66499908,-26.68847557,-59.87552486,0.27421259634124423,0.049606135,0.00339376,Garage
147,11.918667755126954,-55.34603096,-29.43920946,-0.899724984,-0.109593567,0.10902760801120447,0.40536370787482995,0.11344864362707505,-0.290641634,2.3116389971513014,0.17513093581566444,-0.687563494,-0.455380796,0.30424892243284446,0.069178452,-0.003700325,-20.11111111,2.126133680343628,0.606052816,1.9561179876327515,10.013999938964844,4.603449821472168,155.99559020996094,145.29998779296875,-86.9102995,40.4185251,9.724018939490458,2.180122781147077,-1.545281377,9.724018939490458,2.180122781147077,-1.545281377,-48.14144314,-25.40588953,-65.01916653,0.32547586497205955,0.056503371,-0.004616596,Garage
148,10.368779850006103,-50.66818497,-34.32006332,-0.828153417,-0.084128728,0.13154322871016066,0.5365206526899801,0.13302901792294772,-0.28538543,2.0109768342045906,0.069129333,0.030604401838432237,-0.478272409,0.2917477685270958,0.085766218,0.009694976,-13.5,1.9405715465545654,0.6965630054473877,1.9660882949829102,10.022000312805176,5.037545204162598,138.06967163085938,145.29998779296875,-86.9102604,40.418491,9.614015829,2.856710806633662,-1.755480979,9.614015829,2.856710806633662,-1.755480979,-49.69133106,-20.72828751,-69.90063057,0.31297471106631086,0.073091136,0.008778705,Garage
149,9.323727874755859,-44.91759315,-36.45884533,-0.743478182,-0.067724062,0.17061898358238553,0.6421171056414113,0.17691620070378758,-0.325986267,1.745983329791467,-0.047490435,-0.155558558,-0.160597961,0.23713920894757057,0.071414272,-0.002344052,-16.22222222,1.1035542488098145,0.5903388857841492,1.9760990142822266,10.020000457763672,6.698530673980713,116.05873107910156,145.29998779296875,-86.9101968,40.4184625,9.395972761135656,3.087400397050728,-1.848995625,9.395972761135656,3.087400397050728,-1.848995625,-50.73662704,-14.97708572,-72.03868088,0.2583661496060566,0.058739191,-0.003260323,Garage
150,8.398113851547242,-38.782701,-37.16278534,-0.678322945,-0.059402103,0.1692380928298802,0.712182802,0.15389729226098478,-0.32737797,1.5476227882996345,0.090424806,-0.195578772,0.11672940069031947,0.13799217538636865,0.040207686585948345,-3.99E-04,-13.77777778,1.6885006427764893,0.8772684931755066,1.986113191,10.062999725341797,7.6239471435546875,105.04545593261719,145.29998779296875,-86.9101087,40.4184433,9.496718203,3.0372788929244847,-1.342298,9.496718203,3.0372788929244847,-1.342298,-51.66187511,-8.843169823,-72.74359634,0.15921911770857652,0.027532606,-0.001315101,Garage
151,9.063867826461792,-36.96904934,-37.67042725,-0.65179612,-0.072625411,0.13898367818119456,0.7419249230218166,0.07713655,-0.305603388,1.453627740295188,0.069158239,-0.440557147,0.3670398561121191,0.011007111732061337,0.018715351939233002,-0.013564664,-25.375,1.545807123184204,0.518652081,1.996108055114746,10.060999870300293,8.823704719543457,97.01128387451172,145.29998779296875,-86.9100066,40.4184346,9.517135702646696,2.537352579144331,-0.357741367,9.517135702646696,2.537352579144331,-0.357741367,-50.99587715,-7.029029877,-73.2502623,0.032234053977412504,0.006040271,-0.014480935,Garage
152,10.461865797042847,-32.44809526,-38.55285336,-0.654385082,-0.075473833,0.12053374924416681,0.7426554410202989,0.047537781985350025,-0.281525768,1.451329335425664,0.030300658883400333,-0.047915631,0.21891938583943452,-0.013059084,0.008858768,-0.001750997,-16.22222222,1.2965195178985596,0.8297590017318726,2.006206750869751,10.052000045776367,9.600429535,95.00630950927734,145.29998779296875,-86.9098933,40.4184309,9.530104438078057,2.7193587185109704,-0.240740027,9.530104438078057,2.7193587185109704,-0.240740027,-49.59787895,-2.507709951,-74.13183441,0.008167858,-0.003816313,-0.002667268,Garage
153,10.711721782684327,-31.81186535,-38.39327751,-0.659004582,-0.085047864,0.11596167695175097,0.7382598935979084,0.028431472,-0.287251542,1.4615864094021251,0.002850708,0.008482544,0.047337002,-0.014363807,0.015192601726349732,-8.61E-04,-16.625,1.0962772369384766,0.380788654,2.016129732131958,10.03600025177002,10.436738967895508,93.1151123,145.29998779296875,-86.9097725,40.4184295,9.535038114751426,2.8221252219190873,-0.218832922,9.535038114751426,2.8221252219190873,-0.218832922,-49.34777893,-1.871479938,-73.97335632,0.006863136,0.002517521,-0.001777684,Garage
154,10.542019815444947,-31.87042522,-38.12682926,-0.665213804,-0.087964117,0.10958772102027263,0.7333021395414778,0.01747298,-0.281461034,1.4759780631482022,0.007714272,-0.050146353,0.034844650805575174,-0.019784335,0.010068601391219435,4.4330909285350767E-4,-11.55555556,1.0011998414993286,0.2617250382900238,2.0260791778564453,10.027000427246094,11.504547119140625,92.06293487548828,145.29998779296875,-86.9096408,40.4184278,9.555818539,2.708289014482961,-0.130699227,9.555818539,2.708289014482961,-0.130699227,-49.51821312,-1.931015953,-73.70715225,0.001442608,-0.002606479,-4.73E-04,Garage
155,10.847507724761963,-31.94338135,-38.40657547,-0.672896278,-0.086632779,0.1053027376675835,0.7270528020767065,0.016343321,-0.27309699,1.4957100049807475,-0.019227725,-0.034188789,-7.16E-04,-0.019547112,0.012475380684638647,-6.93E-04,-15.875,0.9167577028274536,0.4545327126979828,2.036088228225708,10.03600025177002,12.36734676361084,92.03388977050781,145.29998779296875,-86.9094964,40.418426,9.518880834857237,2.6405756195772043,-0.158417056,9.518880834857237,2.6405756195772043,-0.158417056,-49.21260307,-2.002873935,-73.9858004,0.00167983,-2.00E-04,-0.001609348,Garage
156,10.354749794006347,-32.19958126,-38.31605137,-0.680154321,-0.083307258,0.10167042332366832,0.7211519254064097,0.018763061341585466,-0.262990167,1.514758667899567,-0.105614139,-0.382284602,-0.003182756,-0.020685779,0.025120352346278293,-0.009733525,-24.77777778,0.8151347041130066,0.5491812229156494,2.0461487770080566,10.015999794006348,13.25009536743164,92.04188537597656,145.29998779296875,-86.9093414,40.4184225,9.54204238,2.215896063637965,-0.184325749,9.54204238,2.215896063637965,-0.184325749,-49.7046291,-2.259683934,-73.89637444,5.411632173667545E-4,0.012445271531689587,-0.010649796,Garage
157,8.203645815849304,-33.78545929,-37.83622536,-0.688223671,-0.06400875,0.092372677,0.7167136860125273,0.036305420353864006,-0.222356586,1.5342961086810214,0.15018217771956063,-0.034353631,0.011747969296372052,-0.021860029,0.019735408,0.004487948,-16.77777778,0.785728931,0.8720664978027344,2.0560948848724365,10.031000137329102,13.596271514892578,92.04181671142578,145.29998779296875,-86.9091771,40.4184184,9.798417035815785,2.148812814823632,-0.338691848,9.798417035815785,2.148812814823632,-0.338691848,-51.85658699,-3.845073929,-73.41691444,-6.33E-04,0.007060326,0.003571677,Garage
158,8.870985875,-33.46679533,-37.53683743,-0.696230488,-0.070523026,0.089001251,0.7087535898662308,0.024573910131471827,-0.226299578,1.555761749304614,-0.168950451,0.14854071325468785,0.015476656914914696,-0.02165839,0.005490212,-0.006412414,-16.375,0.8172475099563599,0.3679673969745636,2.066143513,10.024999618530273,14.414277076721191,91.06198120117188,145.29998779296875,-86.9090052,40.4184143,9.493650381381695,2.3696076686565695,-0.216909948,9.493650381381695,2.3696076686565695,-0.216909948,-51.18900299,-3.52726393,-73.1164283,-4.31E-04,-0.007184869,-0.007328685,Garage
159,8.725195879936217,-32.89620123,-38.83137951,-0.704656097,-0.074039683,0.079114666,0.7012021599464047,0.007835492,-0.217017342,1.5765777062443853,-0.219913409,0.16206459397251166,0.019624673191783498,-0.020602751,-0.006192983,-0.01447797,-13.33333333,0.7398772239685059,0.7657675743103027,2.076190948486328,10.045999526977539,14.867740631103516,91.99085998535156,145.29998779296875,-86.9088277,40.4184111,9.458241282157527,2.299424157559293,-0.056190677,9.458241282157527,2.299424157559293,-0.056190677,-51.33491478,-2.956181945,-74.41194679,6.241909600116168E-4,-0.018868064,-0.01539424,Garage
160,8.868423881530761,-31.38096128,-39.02169933,-0.711663814,-0.071129221,0.074576851,0.6949111599366642,0.007438041,-0.206349152,1.5953828813960251,-0.199576531,0.057628658,-0.086393798,-0.01696139,0.014813046211837927,-0.017383942,-14,0.6886413097381592,0.4360045790672302,2.0861966609954834,10.043000221252441,15.899131774902344,92.01666259765625,145.29998779296875,-86.9086438,40.4184067,9.447999204246743,2.075387417691425,-0.167175252,9.447999204246743,2.075387417691425,-0.167175252,-51.19205299,-1.441185958,-74.60153435,0.004265552,0.002137965,-0.018300213,Garage
161,8.476193828582764,-30.76486137,-39.07269527,-0.716322721,-0.067447065,0.070346028,0.6909247659942479,0.007721143,-0.195068725,1.6076410453296401,0.093532544,-0.339076836,-0.106763881,-0.013557251,0.014006490486298769,-0.001193524,-25,0.6805794835090637,0.4560701847076416,2.096190929412842,10.041000366210938,16.58125877380371,91.06199645996094,145.29998779296875,-86.9084497,40.4184019,9.775932062019422,1.5662389038835915,-0.174809635,9.775932062019422,1.5662389038835915,-0.174809635,-51.5836729,-0.825329987,-74.6525309,0.007669691,0.00133141,-0.002109795,Garage
162,8.624789886474609,-30.52952351,-39.28229141,-0.722307052,-0.062950388,0.06635121,0.6854882887922801,0.009703053,-0.182921901,1.623979898599478,0.1862399669793936,-0.480681668,0.040240303,-0.024527867,0.019300424159155227,0.005368408,-18.875,0.6837726831436157,0.7793586850166321,2.1061887741088867,10.034000396728516,16.895305633544922,91.01557159423828,145.29998779296875,-86.9082446,40.4183978,9.885801583817862,1.3138745204337592,-0.055110423,9.885801583817862,1.3138745204337592,-0.055110423,-51.43519901,-0.589503989,-74.86102875,-0.003300925,0.006625343,0.004452137,Garage
163,8.400553817749023,-30.75375937,-38.69620342,-0.729535456,-0.056224751,0.063342288,0.6786655853095563,0.016335462319474775,-0.168806671,1.6443957206114983,0.16354340951419571,-0.429824503,0.0309594,-0.024125502,0.013164351613473292,0.002946003,-19.44444444,0.6958941221237183,0.6191122531890869,2.1161742210388184,10.039999961853027,17.072694778442383,91.00402069091797,145.29998779296875,-86.9080387,40.4183946,9.903890035684826,1.2305177531196076,-0.128225091,9.903890035684826,1.2305177531196076,-0.128225091,-51.65906929,-0.813739982,-74.27640488,-0.002898559,4.892708118824125E-4,0.002029733,Garage
164,9.374235830307008,-30.97091938,-38.70462132,-0.735732392,-0.055584425,0.056726275,0.6725908697230144,0.008803493,-0.158762411,1.661103813393602,0.097969597,-0.477608243,-0.023940386,-0.018100057,0.014018351569866708,-0.004846747,-20.25,0.6121209263801575,0.7810249924659729,2.126178741455078,10.045000076293945,17.058685302734375,90.99975586,145.29998779296875,-86.9078383,40.4183911,9.871038034124282,1.0872416996840135,-0.109997245,9.871038034124282,1.0872416996840135,-0.109997245,-50.68538712,-1.030533986,-74.28433472,0.003126886,0.001343271,-0.005763018,Garage
165,10.470161819458008,-30.83305946,-37.8429353,-0.740724627,-0.044901171,0.052615745,0.6682213562206157,0.018098757602274418,-0.137263999,1.6748576974405827,0.1555768077813306,-0.897530184,-0.05397954,-0.018871029,0.018062990643106656,9.296147827538255E-4,-16.44444444,0.637300432,0.7715568542480469,2.1361591815948486,10.04699993133545,16.85877227783203,90.99391174316406,145.29998779296875,-86.9076373,40.4183862,9.972614005931373,0.458794701,-0.231749519,9.972614005931373,0.458794701,-0.231749519,-49.5897047,-0.892917983,-73.42167274,0.002355913,0.00538791,1.3343935032167191E-5,Garage
