seconds_elapsed,magnetometer_z,magnetometer_y,magnetometer_x,orientation_qz,orientation_qy,orientation_qx,orientation_qw,orientation_roll,orientation_pitch,orientation_yaw,accelerometer_z,accelerometer_y,accelerometer_x,gyroscopeUncalibrated_z,gyroscopeUncalibrated_y,gyroscopeUncalibrated_x,microphone_dBFS,location_bearingAccuracy,location_speedAccuracy,location_verticalAccuracy,location_horizontalAccuracy,location_speed,location_bearing,location_altitude,location_longitude,location_latitude,totalAcceleration_z,totalAcceleration_y,totalAcceleration_x,accelerometerUncalibrated_z,accelerometerUncalibrated_y,accelerometerUncalibrated_x,magnetometerUncalibrated_z,magnetometerUncalibrated_y,magnetometerUncalibrated_x,gyroscope_z,gyroscope_y,gyroscope_x,class
10,9.03861382,-62.86977081,-19.36835363,-0.84920942,-0.105628548,0.074122055,0.5115861392136917,0.018338067456232204,-0.258551085,2.059689741690182,0.055722866,-0.211381445,0.5393346150957264,-0.014601028,0.015655185082402913,0.001392198,-17.125,4.416145324707031,0.6801470518112183,1.8909080028533936,6.223999977111816,6.6201395988464355,179.99452209472656,154.79998779296875,-86.9103216,40.4256706,9.700889207784412,2.3410459097149303,0.3627275204629574,9.700889207784412,2.3410459097149303,0.3627275204629574,-51.02149696,-32.92926332,-54.94928711,0.006778625,0.002369257,7.813507770142943E-4,Garage
11,10.705377750396728,-62.61808483,-18.91853964,-0.874244498,-0.107726175,0.048321535,0.47073250517104437,-0.017467823,-0.236085829,2.151659915,0.00228324,-0.06383888,0.034925802457101134,-0.013818195,0.019593074,-0.002676163,-15.77777778,3.8626363277435303,0.6801470518112183,1.9008790254592896,6.060999870300293,7.582198143005371,180.99656677246094,154.79998779296875,-86.910336,40.4256015,9.652524610167568,2.2581537695764338,0.20351769832116598,9.652524610167568,2.2581537695764338,0.20351769832116598,-49.35461113,-32.6783095,-54.4988628,0.007561459,0.006307146,-0.003287011,Garage
12,12.674823760986328,-60.40781094,-19.40568567,-0.891231808,-0.105954434,0.046358906275149686,0.4384645047118363,-0.010571101,-0.231587525,2.2259473522889963,0.081591384,-0.436273893,-0.003029084,-0.011327362,0.023376768988950487,0.012138365403957014,-19.55555556,3.6029858589172363,0.6365532279014587,1.9108604192733765,5.676000118255615,8.245306968688965,180.0043487548828,154.79998779296875,-86.9103368,40.4255233,9.722489911776323,1.8369198957314858,0.10008728632685514,9.722489911776323,1.8369198957314858,0.10008728632685514,-47.38479912,-30.46779135,-54.98515511,0.010052292230222555,0.010090840926158775,0.011527518,Garage
13,13.810399732589723,-58.94429905,-19.62821365,-0.904493349,-0.102266222,0.041623259,0.4118513268174477,-0.009185537,-0.221084324,2.2859991059719937,0.001686744,-0.12394392,0.077604306,-0.028229446,0.027623046854696263,0.00994406,-15.25,4.253448009490967,1.1713666915893555,1.9208673238754272,5.400000095367432,8.005977630615234,180.0001220703125,154.79998779296875,-86.9103426,40.4254388,9.659926673741017,2.050471863700348,0.16813935100742913,9.659926673741017,2.050471863700348,0.16813935100742913,-46.24983322,-29.00427956,-55.20865891,-0.006849792,0.014337119111764126,0.009333212,Garage
14,14.002549781799317,-59.06349293,-19.75667969,-0.916786812,-0.101720568,0.03892928,0.38415906643404546,-0.00694336,-0.218145874,2.3472287029895966,0.021656800242303646,0.014716371,0.00595163,-0.030803307,0.015643324,-3.75E-04,-15.11111111,7.988461971282959,1.466867446899414,1.9309064149856567,5.4019999504089355,7.8647871017456055,180.97955322265625,154.79998779296875,-86.9103538,40.4253715,9.699027834586726,2.159229148938818,0.068886576,9.699027834586726,2.159229148938818,0.068886576,-46.05756107,-29.1237174,-55.3370031,-0.009423653,0.002357396,-9.86E-04,Garage
15,13.56566774368286,-58.67748505,-18.85692972,-0.925510652,-0.101960543,0.040187113775083654,0.36246319143817973,4.8821765044784537E-4,-0.219619535,2.395097005825776,0.018537750610938437,0.004915722,-0.031853355,-0.025444138,0.016187452439715762,0.003136466,-15.75,7.773044586181641,1.1661903858184814,1.9409431219100952,5.478000164031982,8.319787979125977,179.0416259765625,154.79998779296875,-86.9103598,40.4252949,9.717940932338678,2.170978362120471,-0.036632836,9.717940932338678,2.170978362120471,-0.036632836,-46.49419907,-28.73734352,-54.43676498,-0.004064484,0.002901525,0.002525619,Garage
16,13.83882571220398,-58.4687429,-19.46888165,-0.93205542,-0.101961489,0.040936595,0.34522616082024804,0.00605652,-0.220101824,2.432811885,0.019671079024527836,-0.009124096,-0.040165542,-0.017696779,0.01133774,-6.83E-04,-14.77777778,8.560279846191406,1.3346160650253296,1.9509212970733643,5.619999885559082,8.659506797790527,179.97303771972656,154.79998779296875,-86.9103557,40.4252191,9.734713943,2.1644358519211555,-0.099005941,9.734713943,2.1644358519211555,-0.099005941,-46.2215292,-28.52835741,-55.04944901,0.003682875,-0.001948188,-0.001294344,Garage
17,14.074773731231689,-59.07703491,-19.22414963,-0.936628665,-0.101378052,0.039502956117819815,0.332979918,0.006642668,-0.217937703,2.4591709132333404,-0.007091643,-0.005202866,-0.011893624,-0.014328223,0.012073129282708199,-5.65E-04,-16.5,8.559334754943848,1.3831124305725098,1.9608726501464844,5.769000053405762,8.892801284790039,180.00335693359375,154.79998779296875,-86.9103655,40.4251362,9.699608608356957,2.144433709024226,-0.076398994,9.699608608356957,2.144433709024226,-0.076398994,-45.98509308,-29.13677141,-54.80361885,0.007051431,-0.001212799,-0.001175733,Garage
18,14.527637701034546,-58.85084709,-19.29442165,-0.940528142,-0.101519383,0.036675804050512684,0.322089122,0.003677102,-0.216282685,2.4821163820988925,-0.012434348,9.609159914035242E-4,0.013995906943907437,-0.01706814,0.006806796,-0.001917052,-17.66666667,6.830657958984375,1.1713666915893555,1.9709011316299438,5.84499979,9.232230186462402,180.0026092529297,154.79998779296875,-86.9103743,40.4250529,9.695156930719765,2.133950602661059,-0.021703831,9.695156930719765,2.133950602661059,-0.021703831,-45.53259499,-28.91131552,-54.87425701,0.004311514,-0.006479132,-0.002527899,Garage
19,15.175091695785522,-58.08175896,-19.5414716,-0.944205649,-0.102191728,0.030451295,0.3115972989392512,-0.006326813,-0.213585327,2.5034016868443163,-0.022219251,-0.008106065,0.024989746,-0.022666585,0.010246518,-7.07E-04,-19,6.227113246917725,1.1799153089523315,1.9808506965637207,5.771999835968018,9.523004531860352,179.0166778564453,154.79998779296875,-86.9103683,40.4249688,9.678176687313961,2.096397362076319,0.084398767,9.678176687313961,2.096397362076319,0.084398767,-44.88465321,-28.1417395,-55.12081879,-0.001286931,-0.00303941,-0.001318066,Garage
20,15.46740367,-57.77724678,-20.23357765,-0.947975853,-0.101258673,0.025918259240180545,0.3006711576170134,-0.012017607,-0.20909331,2.5260611483194295,0.027160436,0.008762159,0.027110951,-0.028632724,0.011527518158579626,-0.00498908,-20.11111111,5.782070159912109,1.1799153089523315,1.9909112453460693,5.716000080108643,9.715686798095703,178.99989318847656,154.79998779296875,-86.9103646,40.4248773,9.696155821235434,2.058530212606041,0.1450300272915838,9.696155821235434,2.058530212606041,0.1450300272915838,-44.59270702,-27.83759344,-55.81365688,-0.00725307,-0.00175841,-0.005599927,Garage
21,15.746173725128173,-54.87157295,-19.48169167,-0.95161643,-0.097723684,0.023186572,0.2903625542677722,-0.01290024,-0.200809641,2.547989664725887,0.081512562,-0.269029602,0.005435889,-0.029723946,0.00984324,-6.12E-04,-19.44444444,5.841945648193359,1.2999999523162842,2.001002311706543,5.638000011444092,9.885337829589844,179.98452758789062,154.79998779296875,-86.9103742,40.4247847,9.774242021505115,1.7009803693271377,0.1303013874742302,9.774242021505115,1.7009803693271377,0.1303013874742302,-44.31369293,-24.93143154,-55.06128292,-0.008344292,-0.003442688,-0.001223177,Garage
22,12.089467735290528,-60.22066288,-18.84546158,-0.955816713,-0.081665019,0.019799801059862943,0.2816639962126908,-0.008275924,-0.16804098,2.5677461392671157,0.090288908,-0.17736532,-0.005733426,-0.028786919,0.030125741554690905,0.005875698,-16.875,5.090509892,1.123610258102417,2.010972499847412,5.268000126,9.889620780944824,180.0005645751953,154.79998779296875,-86.9103813,40.4247004,9.850472635435827,1.4786482346289367,0.072847511,9.850472635435827,1.4786482346289367,0.072847511,-47.97076504,-30.28039948,-54.42505299,-0.007407264,0.016839813658045332,0.005264851,Garage
