seconds_elapsed,magnetometerUncalibrated_z,magnetometerUncalibrated_y,magnetometerUncalibrated_x,microphone_dBFS,totalAcceleration_z,totalAcceleration_y,totalAcceleration_x,accelerometer_z,accelerometer_y,accelerometer_x,gyroscope_z,gyroscope_y,gyroscope_x,orientation_qz,orientation_qy,orientation_qx,orientation_qw,orientation_roll,orientation_pitch,orientation_yaw,magnetometer_z,magnetometer_y,magnetometer_x,location_bearingAccuracy,location_speedAccuracy,location_verticalAccuracy,location_horizontalAccuracy,location_speed,location_bearing,location_altitude,location_longitude,location_latitude,accelerometerUncalibrated_z,accelerometerUncalibrated_y,accelerometerUncalibrated_x,gyroscopeUncalibrated_z,gyroscopeUncalibrated_y,gyroscopeUncalibrated_x,class
89,-103.2800739,45.52002918243408,-36.12395542,-89,9.939233193030724,-0.239532475,0.1217089684572644,0.002229672,0.003247099,-0.001643167,1.9274326493439166E-5,1.230590266980303E-4,-2.14E-04,-1.72E-04,-0.006162063,-0.012213947,0.9999063709407177,-0.012331179,0.024425949394992253,4.954208173869331E-4,-43.22020721,15.579399681091308,-0.543753988,45,1.5,1.6276533603668213,36.03499984741211,0,0,167.39999389648438,-86.9131155,40.4275016,9.939233193030724,-0.239532475,0.1217089684572644,-0.021207668,0.012950851645284487,5.500590580162927E-4,Classroom
90,-103.2884916,45.52295711517334,-36.10321526,-75.375,9.940874414536559,-0.240940397,0.12697350722059464,5.508348779770934E-4,0.001323397,0.004282076,-7.56E-05,1.3492013739186873E-4,-2.02E-04,-3.19E-05,-0.00621109,-0.01217575,0.999906558,-0.012425809,0.024351261,2.1505387866172277E-4,-43.22862534,15.582937688827515,-0.523989988,45,1.5,1.6276533603668213,36.03499984741211,0,0,167.39999389648438,-86.9131155,40.4275016,9.940874414536559,-0.240940397,0.12697350722059464,-0.021302556,0.012962712761629554,5.61920169275254E-4,Classroom
91,-103.2623841,45.52271282196045,-36.09796936,-75.44444444,9.93407917,-0.243725248,0.12302999617983994,-0.0049437,-0.001863931,-0.001001264,7.857987261603325E-5,-7.86E-05,2.3722223648168508E-5,-1.17E-05,-0.006218163,-0.012154501,0.9999067852798017,-0.012439445,0.024308992,1.7458028265731257E-4,-43.20202919,15.582815656661987,-0.519231982,45,1.5,1.6276533603668213,36.03499984741211,0,0,167.39999389648438,-86.9131155,40.4275016,9.93407917,-0.243725248,0.12302999617983994,-0.021148362,0.012749212721670136,7.872812911072402E-4,Classroom
92,-103.2651899,45.49379905700684,-36.04306919,-102.875,9.896647722,-0.247041515,0.12558253456666632,-0.018186662,-0.002044743,0.001426931,1.1416320752316308E-4,2.8170134365847966E-5,-1.07E-04,1.6557479572357553E-4,-0.006279429,-0.012363668,0.9999038235655109,-0.012557729,0.024729566,-1.76E-04,-43.20507938,15.55341365814209,-0.462867989,45,1.5,1.6276533603668213,36.03499984741211,0,0,167.39999389648438,-86.9131155,40.4275016,9.896647722,-0.247041515,0.12558253456666632,-0.021112778,0.012855963,6.568090627376822E-4,Classroom
93,-103.3066699,45.52734878540039,-36.03086906,-95.66666667,9.885752067,-0.245409517,0.12315776864591155,-0.006533293,0.001682391,-0.001127735,-1.17E-05,-7.05E-05,-1.53E-04,1.696773202855166E-4,-0.006280545,-0.012495722,0.999902165,-0.012559874,0.024993757896411877,-1.82E-04,-43.24643719,15.586841650009156,-0.450301989,45,1.5,1.6276533603668213,36.03499984741211,0,0,167.39999389648438,-86.9131155,40.4275016,9.885752067,-0.245409517,0.12315776864591155,-0.021238689,0.01275731,6.108472544628268E-4,Classroom
94,-103.2637261,45.51710117340088,-36.0407513,-96.125,9.890793429995046,-0.245336919,0.12355850853966278,0.001486001,0.001686859,7.92372356919409E-4,-1.35E-04,4.447909022310694E-6,-1.90E-04,-4.99E-05,-0.00620414,-0.012488193,0.999902759,-0.012412513,0.024975944,2.5487456950615517E-4,-43.20385914,15.577569694519044,-0.460427989,45,1.5,1.6276533603668213,36.03499984741211,0,0,167.39999389648438,-86.9131155,40.4275016,9.890793429995046,-0.245336919,0.12355850853966278,-0.021361862,0.012832241,5.737812794039695E-4,Classroom
95,-103.2660436,45.52551895141602,-36.01976742,-87.22222222,9.896511281578286,-0.247680374,0.12350042947360033,0.003011194,-3.94E-04,6.873550490268226E-4,-9.93E-05,1.6309019716149106E-5,-2.02E-04,-4.89E-05,-0.006204477,-0.012495188,0.9999026592495373,-0.012413166,0.024989957821745318,2.5295250123112125E-4,-43.20593327,15.585865659713745,-0.440785986,45,1.5,1.6276533603668213,36.03499984741211,0,0,167.39999389648438,-86.9131155,40.4275016,9.896511281578286,-0.247680374,0.12350042947360033,-0.021326279,0.012844101589136911,5.619201704054999E-4,Classroom
96,-103.3138682,45.531375045776365,-36.03404152,-72.11111111,9.907081529932114,-0.244802599,0.12130797719492496,0.007116281,0.00176093,-0.001421149,-1.23E-04,4.447911847925302E-6,-1.07E-04,-7.27E-05,-0.006196279,-0.012451655,0.9999032605041578,-0.012397343,0.024902586092792667,2.998723051643661E-4,-43.25351326,15.591477594375611,-0.453961987,45,1.5,1.8333449363708496,43.066001892089844,0,0,167.39999389648438,-86.9131117,40.4274997,9.907081529932114,-0.244802599,0.12130797719492496,-0.021350001,0.012832240499917743,6.568090649981739E-4,Classroom
97,-103.2416437,45.55797107696533,-36.17116932,-82.125,9.947355004457327,-0.239828702,0.12549089307252032,0.019348237120989455,0.003493747,0.002204017,2.2091322185164227E-4,1.9422569481692122E-4,-4.74E-05,-2.43E-05,-0.006213571,-0.012251115,0.99990563,-0.012430618,0.024502080747658767,2.0086409061424065E-4,-43.18153301,15.617341680526733,-0.591211992,45,1.5,1.8333449363708496,43.066001892089844,0,0,167.39999389648438,-86.9131117,40.4274997,9.947355004457327,-0.239828702,0.12549089307252032,-0.021006029,0.013022018325270958,7.161146212929805E-4,Classroom
98,-103.2428638,45.52454292297363,-36.14408531,-67.66666667,9.955382347106934,-0.239912413,0.12341040915366515,0.005837459,7.313381410339504E-4,0.001053259,-1.59E-04,2.6539236519630384E-4,-1.54E-04,-2.30E-04,-0.006142105,-0.012098579,0.9999079015648481,-0.012292573,0.02419448,6.094215454829538E-4,-43.18287518,15.584523620605468,-0.56315199,45,1.5,1.8333449363708496,43.066001892089844,0,0,167.39999389648438,-86.9131117,40.4274997,9.955382347106934,-0.239912413,0.12341040915366515,-0.021385584,0.013093184969089563,6.093646137459764E-4,Classroom
99,-103.2477436,45.559557075500486,-36.09662724,-64,9.951900584026447,-0.240830048,0.1226728151290162,-7.12E-04,-7.02E-05,7.878669980660225E-4,-4.00E-05,1.4678124921595299E-4,-1.78E-04,-2.93E-04,-0.006120165,-0.012102979,0.9999079710071527,-0.012250213,0.024202519123560015,7.348579962939043E-4,-43.1871452,15.619659652709961,-0.515815985,45,1.5,1.8333449363708496,43.066001892089844,0,0,167.39999389648438,-86.9131117,40.4274997,9.951900584026447,-0.240830048,0.1226728151290162,-0.021266973,0.012974573896058555,5.856423929234226E-4,Classroom
100,-103.2378621,45.50709732055664,-36.04636322,-81.88888889,9.948067396589853,-0.236625186,0.12381405238676997,-0.001877238,0.003446077,0.001781308,-6.38E-05,9.933680361498472E-5,-1.66E-04,-3.16E-04,-0.006112422,-0.012069141,0.99990842,-0.012235219,0.024134567,7.790345428748852E-4,-43.17787327,15.567687635421754,-0.466527985,45,1.5,1.8333449363708496,43.066001892089844,0,0,167.39999389648438,-86.9131117,40.4274997,9.948067396589853,-0.236625186,0.12381405238676997,-0.021290695,0.012927129421636317,5.975035053126297E-4,Classroom
101,-103.3487598,45.537962951660155,-36.1434753,-85.375,9.928706798738647,-0.242726303,0.12372983926997601,-0.010746204,-0.001374597,0.001154508,9.39765192854863E-5,1.1747057075039125E-5,-9.40E-05,-1.46E-04,-0.006171491,-0.012127283,0.999907388,-0.012349325,0.024252914841501758,4.414238346583943E-4,-43.28864906,15.597577657699585,-0.56424999,45,1.5,1.8333449363708496,43.066001892089844,0,0,167.39999389648438,-86.9131117,40.4274997,9.928706798738647,-0.242726303,0.12372983926997601,-0.021132965,0.012839539621311884,6.695825672627856E-4,Classroom
102,-103.2126081,45.526128997802736,-36.10968143,-62.55555556,9.936910481128878,-0.241895783,0.12120343715820497,0.004740085,1.7876214194066317E-4,-8.12E-04,1.1416322447685073E-4,-5.49E-05,-8.30E-05,-2.42E-04,-0.006137707,-0.012185441,0.9999068645597662,-0.012284149,0.024368072236047207,6.346799466405835E-4,-43.15274136,15.585865659713745,-0.530577994,45,1.5,1.8333449363708496,43.066001892089844,0,0,167.39999389648438,-86.9131117,40.4274997,9.936910481128878,-0.241895783,0.12120343715820497,-0.021112779,0.012772934954360273,6.805312875160966E-4,Classroom
103,-103.2809278,45.53832882,-36.07637539,-67.44444444,9.938356612492534,-0.239668485,0.12340460102824331,-6.95E-05,9.718881648721046E-4,0.001120524,7.413221450829969E-6,1.7050347512461317E-4,-4.74E-05,-2.17E-04,-0.006146878,-0.012106483,0.9999077811981868,-0.012301795,0.024210453087699067,5.821413665084373E-4,-43.22069523,15.598675594329833,-0.496295987,45,1.5,1.8333449363708496,43.066001892089844,0,0,167.39999389648438,-86.9131117,40.4274997,9.938356612492534,-0.239668485,0.12340460102824331,-0.021219529,0.012998296092580823,7.161146207278576E-4,Classroom
104,-103.265068,45.53820697784424,-36.09016144,-63.375,9.937023755,-0.240124398,0.12228369134143718,2.898058845001517E-4,0.00173549,5.387398369103959E-4,2.4463545510690045E-4,4.447909587433616E-6,-1.90E-04,-2.90E-04,-0.006121317,-0.012170753,0.9999071400142411,-0.012252496,0.024338113957817115,7.283768096138515E-4,-43.20507912,15.598431663513184,-0.510935989,45,1.5,1.8333449363708496,43.066001892089844,0,0,167.39999389648438,-86.9131117,40.4274997,9.937023755,-0.240124398,0.12228369134143718,-0.020982306,0.012832241,5.737812816644612E-4,Classroom
105,-103.2604317,45.52991107940674,-36.08723328,-89.22222222,9.942198322369503,-0.242678805,0.12139548594132066,0.002174627,-8.83E-04,3.034635220916526E-4,1.616076734685565E-4,6.375346701248612E-5,-1.07E-04,-3.47E-04,-0.006101153,-0.012170879,0.9999072447563838,-0.012213563,0.024337677,8.43664962126991E-4,-43.2006871,15.590135698318482,-0.508007984,45,1.5,1.8333449363708496,43.066001892089844,0,0,167.39999389648438,-86.9131117,40.4274997,9.942198322369503,-0.242678805,0.12139548594132066,-0.021065334,0.012891546090685048,6.568090633028051E-4,Classroom
106,-103.2344462,45.50050891876221,-36.12102737,-82.875,9.922986095391432,-0.240911359,0.1229051287168438,-0.010483547,4.595303998410123E-4,-3.31E-04,-4.00E-05,-1.02E-04,2.3722223648168508E-5,-1.85E-04,-0.006157749,-0.012170567,0.9999069397889294,-0.012322825,0.024339011499603973,5.200567617614016E-4,-43.17409134,15.560367670059204,-0.54033799,0,1.5,2.0776619911193848,13.192000389099121,0.037153725,0,167.39999389648438,-86.9131191,40.4275029,9.922986095391432,-0.240911359,0.1229051287168438,-0.021266973,0.012725490498021968,7.872812894118714E-4,Classroom
107,-103.2953239,45.501851119995116,-35.99024323,-83.66666667,9.893255974482564,-0.245017487,0.1229690150583832,-0.015481856,3.1230548053111845E-4,2.2560415916072512E-4,7.413215799600754E-6,6.375346701248612E-5,-2.25E-04,-5.43E-05,-0.006202936,-0.012332367,0.9999046915943183,-0.012410139,0.024664230915961913,2.617541787153685E-4,-43.23545704,15.561953678131104,-0.409797988,0,1.5,2.0776619911193848,13.192000389099121,0.037153725,0,167.39999389648438,-86.9131191,40.4275029,9.893255974482564,-0.245017487,0.1229690150583832,-0.021219529,0.012891546072601115,5.381979461922084E-4,Classroom
108,-103.2592122,45.51807708740235,-36.05661137,-82.375,9.887424830094124,-0.247805242,0.12221399745316182,-0.003753451,-0.002050907,0.001025541,-2.35E-05,7.048236987499807E-5,-7.05E-05,-2.50E-04,-0.006134528,-0.012434165,0.9999038261862901,-0.012278203,0.024865448815174974,6.531904334504082E-4,-43.19897919,15.577691631317139,-0.475555991,0,1.5,2.0776619911193848,13.192000389099121,0.037153725,0,167.39999389648438,-86.9131191,40.4275029,9.887424830094124,-0.247805242,0.12221399745316182,-0.021250436,0.012898275001834218,6.930766920469558E-4,Classroom
109,-103.3258241,45.511733055114746,-36.07674122,-86.11111111,9.892991658553337,-0.248917441,0.12450227928031417,0.002017234,-6.17E-04,0.001934923,-1.71E-04,-1.14E-04,-1.54E-04,-8.47E-05,-0.006191901,-0.012550683,0.9999019717707217,-0.012388932,0.025100603,3.249304673481321E-4,-43.26546928,15.57110361099243,-0.495563985,0,1.5,2.0776619911193848,13.192000389099121,0.037153725,0,167.39999389648438,-86.9131191,40.4275029,9.892991658553337,-0.248917441,0.12450227928031417,-0.021397445,0.012713629399760834,6.093646154413452E-4,Classroom
110,-103.323018,45.513928985595705,-36.03745735,-111.4444444,9.897208260101023,-0.244808406,0.11973405698115386,0.002067797,0.002875204,-0.0017762,-3.96E-04,-1.73E-04,-1.42E-04,-2.48E-04,-0.006135191,-0.012517409,0.9999027738293398,-0.01227955,0.025031987,6.495118666915234E-4,-43.26266323,15.574397630691529,-0.457987987,0,1.5,2.0776619911193848,13.192000389099121,0.037153725,0,167.39999389648438,-86.9131191,40.4275029,9.897208260101023,-0.244808406,0.11973405698115386,-0.021622806,0.012654323790909595,6.212257278305523E-4,Classroom
111,-103.3152099,45.49074905395508,-36.05844139,-104.125,9.906346802572601,-0.246896319,0.12172033189280519,0.006143681,0.001092957,-0.0016524,-3.96E-04,5.1892349537172654E-5,-1.19E-04,2.156405141527853E-5,-0.006228932,-0.012521424,0.9999021303306506,-0.012460316,0.025043368665049377,1.1290826047089352E-4,-43.25534332,15.55048565864563,-0.478849984,0,1.5,2.0776619911193848,13.192000389099121,0.037153725,0,167.39999389648438,-86.9131191,40.4275029,9.906346802572601,-0.246896319,0.12172033189280519,-0.021622807,0.012879684956256047,6.44947950348475E-4,Classroom
112,-103.2496959,45.59030120849609,-36.04819336,-89.55555556,9.946532433,-0.24342944,0.12406152705303751,0.020097473292674833,0.002533791,0.002431534,-1.59E-04,1.4678124582521545E-4,-1.54E-04,-2.92E-04,-0.006120107,-0.012387629,0.9999044664855142,-0.012250325,0.024771885693217945,7.355804369687125E-4,-43.18995121,15.65064767,-0.468357989,0,1.5,2.0776619911193848,13.192000389099121,0.037153725,0,167.39999389648438,-86.9131191,40.4275029,9.946532433,-0.24342944,0.12406152705303751,-0.021385584,0.012974573914142489,6.093646137459764E-4,Classroom
113,-103.2295658,45.50270508,-36.11895359,-77.5,9.955658181,-0.241474716,0.12355270077591961,0.006298732,0.00137672,6.337374159433309E-4,3.113542531969622E-5,1.1119791374370022E-4,-2.37E-05,-1.35E-04,-0.006175052,-0.012207935,0.999906396,-0.012356244,0.024414348316568774,4.2111674758540105E-4,-43.16921127,15.562563638687134,-0.540459996,0,1.5,2.0776619911193848,13.192000389099121,0.037153725,0,167.39999389648438,-86.9131191,40.4275029,9.955658181,-0.241474716,0.12355270077591961,-0.021195806,0.012938990510855486,7.39836845506272E-4,Classroom
114,-103.2677515,45.480134887695314,-36.11187706,-74.44444444,9.952600423572132,-0.240978148,0.12364562579150339,-7.76E-04,9.253621101379395E-4,0.00193714,-1.59E-04,1.9422569651229E-4,-1.90E-04,-3.55E-04,-0.006098557,-0.012140712,0.9999076266890591,-0.012208516,0.024277248754374033,8.584293445009395E-4,-43.20800739,15.540115642547608,-0.531553985,0,1.5,2.0776619911193848,13.192000389099121,0.037153725,0,167.39999389648438,-86.9131191,40.4275029,9.952600423572132,-0.240978148,0.12364562579150339,-0.021385584,0.013022018325270958,5.737812816644612E-4,Classroom
115,-103.2909319,45.49928882598877,-36.08625729,-71.5,9.946958079,-0.24150666,0.12476943924461346,-0.002599411,7.330475790986737E-4,0.001737019,4.299654449037846E-5,8.74756872699171E-5,-9.49E-05,-9.95E-05,-0.006187488,-0.012194592,0.9999064421190799,-0.012380252,0.024388152256029322,3.50017234048108E-4,-43.23106522,15.559391679763793,-0.50471399,0,1.5,2.0776619911193848,13.192000389099121,0.037153725,0,167.39999389648438,-86.9131191,40.4275029,9.946958079,-0.24150666,0.12476943924461346,-0.021183945,0.012915268314333216,6.68670170605906E-4,Classroom
116,-103.2657999,45.49514102935791,-36.09467529,-85.11111111,9.939526937540295,-0.244140507,0.12253923576723025,-0.004143834,-7.02E-04,-8.28E-05,4.698826579932267E-5,2.3494120866346817E-5,-3.52E-05,-1.64E-04,-0.006164878,-0.012234747,0.9999061244038435,-0.012336625,0.024467621,4.7933943890781776E-4,-43.2064212,15.554877643585206,-0.514717986,0,1.5,2.5827736854553223,12.005999565124512,0.072774678,0,167.39999389648438,-86.913114,40.4274974,9.939526937540295,-0.244140507,0.12253923576723025,-0.021179954,0.012851286742191475,7.283178806224336E-4,Classroom
117,-103.3054498,45.489407272338866,-36.04916924,-122.625,9.907380595,-0.246001913,0.12296901440736159,-0.01760355,-8.55E-04,1.2604349735871102E-4,1.9274318581718266E-5,7.561458448779959E-5,-2.73E-04,-1.04E-04,-0.006185478,-0.012347354,0.9999046192585843,-0.012376452,0.024693579,3.616117439987559E-4,-43.24546112,15.54926568031311,-0.469455984,0,1.5,2.5827736854553223,12.005999565124512,0.072774678,0,167.39999389648438,-86.913114,40.4274974,9.907380595,-0.246001913,0.12296901440736159,-0.021207667,0.012903407170862248,4.90753501721486E-4,Classroom
118,-103.3087443,45.48867527008056,-36.07478935,-129.5555556,9.890653971329476,-0.249138138,0.12356721964275953,-0.00853533,-9.92E-04,0.001400898,-7.56E-05,1.6160764351704168E-4,-1.22E-04,-1.56E-04,-0.006167044,-0.012531249,0.9999024248817592,-0.012341001,0.025060771232091106,4.6724291492418804E-4,-43.24875538,15.548777627944947,-0.495441986,0,1.5,2.5827736854553223,12.005999565124512,0.072774678,0,167.39999389648438,-86.913114,40.4274974,9.890653971329476,-0.249138138,0.12356721964275953,-0.021302557,0.013022018343354891,6.093646160064681E-4,Classroom
119,-103.2976423,45.48428307,-36.07112919,-111.8888889,9.892913272079912,-0.24574637,0.12280639557583818,-2.18E-04,0.002562678,2.2244475130895965E-4,-1.63E-05,-1.48E-04,-1.48E-06,-8.64E-05,-0.00619131,-0.012547777,0.9999020759341786,-0.012387799,0.025094688517376056,3.283390485627811E-4,-43.23814114,15.54365364074707,-0.492635989,0,1.5,2.5827736854553223,12.005999565124512,0.072774678,0,167.39999389648438,-86.913114,40.4274974,9.892913272079912,-0.24574637,0.12280639557583818,-0.021243251,0.012832240545127577,6.09364616571591E-4,Classroom
120,-103.2938596,45.48257507324219,-36.04746151,-137.625,9.896967713649456,-0.24925044,0.12294564345994821,0.002115713,-0.001239716,-0.001069647,-1.47E-04,-3.14E-04,8.154512909738329E-5,1.5394112616924706E-4,-0.006274957,-0.012543406,0.9999016135641672,-0.012549098,0.025088923630639186,-1.50E-04,-43.23423729,15.542921676635743,-0.466771991,0,1.5,2.5827736854553223,12.005999565124512,0.072774678,0,167.39999389648438,-86.913114,40.4274974,9.896967713649456,-0.24925044,0.12294564345994821,-0.021373723,0.012666185,6.923923970796891E-4,Classroom
121,-103.2987399,45.45939495,-35.99890533,-119.5555556,9.902687952,-0.247317386,0.12348300674297277,0.002684528,-4.31E-04,-0.001075016,-4.45E-06,-1.48E-04,1.6457291356134182E-4,1.5169077467592094E-4,-0.006274322,-0.012479215,0.9999024086785548,-0.012547869,0.024960521680926814,-1.47E-04,-43.23814152,15.518887672424317,-0.417971988,0,1.5,2.5827736854553223,12.005999565124512,0.072774678,0,167.39999389648438,-86.913114,40.4274974,9.902687952,-0.247317386,0.12348300674297277,-0.02123139,0.012832240499917743,7.754201787180331E-4,Classroom
122,-103.3156979,45.47513298034668,-36.01439934,-122.625,9.927312999095731,-0.244616747,0.12298062996395176,0.014799479141976069,0.001907912,-8.98E-04,-4.31E-04,-8.90E-05,-3.71E-05,7.751371298829185E-5,-0.00624865,-0.012411303,0.9999033941805942,-0.012498324,0.024823787161013456,1.0184036017942594E-7,-43.25583107,15.534869632720948,-0.434197988,0,1.5,2.5827736854553223,12.005999565124512,0.072774678,0,167.39999389648438,-86.913114,40.4274974,9.927312999095731,-0.244616747,0.12298062996395176,-0.02165839,0.012891546072601115,5.737812810993382E-4,Classroom
123,-103.2365199,45.491236991882325,-36.12139324,-94.77777778,9.949458344468793,-0.241468909,0.12482461318807694,0.010944264606364723,0.001381821,5.582586220167216E-4,-1.59E-04,-1.25E-04,4.5961795320499294E-5,1.152705348634573E-4,-0.006262265,-0.01221054,0.9999058165596527,-0.012524596,0.02442267,-7.76E-05,-43.17665329,15.55072961807251,-0.540215989,0,1.5,2.5827736854553223,12.005999565124512,0.072774678,0,167.39999389648438,-86.913114,40.4274974,9.949458344468793,-0.241468909,0.12482461318807694,-0.021385584,0.012855962705481979,6.568090633028051E-4,Classroom
124,-103.2843438,45.52539688110352,-36.08601318,-90.25,9.955785992076096,-0.241370176,0.12395634444303882,0.00385013,1.9647453266840713E-4,-5.38E-04,-5.87E-05,8.222943870350718E-5,9.397649074134488E-5,7.771496570267818E-5,-0.00624933,-0.012144858,0.9999067009641573,-0.012499616,0.024290827,-3.62E-06,-43.2244775,15.585499658584595,-0.506787988,0,1.5,2.5827736854553223,12.005999565124512,0.072774678,0,167.39999389648438,-86.913114,40.4274974,9.955785992076096,-0.241370176,0.12395634444303882,-0.021285677,0.013062733897151282,7.048237563979526E-4,Classroom
125,-103.2749501,45.481111183166504,-36.04831512,-85.22222222,9.942880908262383,-0.241538602,0.12441516197422176,-0.006952452,-1.49E-04,0.001645321,-1.23E-04,1.8384723327330595E-4,-3.71E-05,-1.63E-04,-0.006165527,-0.012131817,0.9999073674377886,-0.012337808,0.024261773410208017,4.755133156004818E-4,-43.21532738,15.541701650619506,-0.466771985,0,1.5,2.5827736854553223,12.005999565124512,0.072774678,0,167.39999389648438,-86.913114,40.4274974,9.942880908262383,-0.241538602,0.12441516197422176,-0.021350001,0.013164352,5.737812822295841E-4,Classroom
126,-103.2898337,45.470009078979494,-36.09504124,-103.625,9.935966695396646,-0.242433007,0.12122957236630824,-0.003496892,-1.01E-04,-0.001937838,1.0230210248055388E-4,-1.01E-04,4.596179871123682E-5,-8.40E-05,-0.006192902,-0.01218944,0.9999064756828604,-0.012390687,0.024378032,3.1901951457893147E-4,-43.22972313,15.529501667022705,-0.514351989,0,1.5,2.5827736854553223,12.005999565124512,0.072774678,0,167.39999389648438,-86.913114,40.4274974,9.935966695396646,-0.242433007,0.12122957236630824,-0.02112464,0.012879684956256047,6.568090649981739E-4,Classroom
127,-103.3045956,45.47830497741699,-36.12749332,-98.55555556,9.910330948320407,-0.245380477,0.1232245593395048,-0.014096603,-0.001974469,-2.44E-04,6.67187664431782E-5,-1.72E-04,6.968402122915948E-5,-9.90E-06,-0.006218546,-0.01226416,0.9999054421498937,-0.012440216,0.024528350011960975,1.7238608616379088E-4,-43.24485123,15.537919616699218,-0.547657993,0,1.5,2.5827736854553223,12.005999565124512,0.072774678,0,167.39999389648438,-86.913114,40.4274974,9.910330948320407,-0.245380477,0.1232245593395048,-0.021160223,0.012808518267227608,6.805312875160966E-4,Classroom
128,-103.3175281,45.47574303,-36.05612316,-110.7777778,9.894344834180979,-0.248649359,0.12346044533814375,-0.008429648,-0.001782421,3.4657786193403227E-4,-1.82E-04,-1.78E-05,1.0526735726653517E-4,-3.98E-05,-0.006207738,-0.012444977,0.9999032848089644,-0.01241943,0.024889627127971464,2.3425560772956337E-4,-43.25729515,15.534625606536865,-0.47640998,0,1.5,2.5827736854553223,12.005999565124512,0.072774678,0,167.39999389648438,-86.913114,40.4274974,9.894344834180979,-0.248649359,0.12346044533814375,-0.021409306,0.012962712770671521,7.161146224232264E-4,Classroom
129,-103.3182596,45.48367301940918,-36.11553726,-96.875,9.894254971476434,-0.24877515,0.12496980937939246,-9.10E-04,-0.001411915,0.001128194,-1.11E-04,-1.84E-04,1.8829514060024786E-4,1.0589353859275222E-4,-0.00625828,-0.012524125,0.9999019636691195,-0.012516931,0.025049757,-5.50E-05,-43.25790512,15.543653659820556,-0.535213991,0,1.5,2.5827736854553223,12.005999565124512,0.072774678,0,167.39999389648438,-86.913114,40.4274974,9.894254971476434,-0.24877515,0.12496980937939246,-0.02133814,0.012796657159924507,7.991424034964474E-4,Classroom
130,-103.2928839,45.47940280914307,-36.09491905,-105.1111111,9.899691155813272,-0.246632062,0.12234757732129792,0.002571041,8.44665667385731E-4,-0.001718108,-1.47E-04,-5.34E-05,8.154513361836666E-5,1.3156965299688115E-4,-0.006267302,-0.012487584,0.999902358,-0.012534331,0.024977,-1.07E-04,-43.23313919,15.539627628326416,-0.514473987,0,1.5,2.5827736854553223,12.005999565124512,0.072774678,0,167.39999389648438,-86.913114,40.4274974,9.899691155813272,-0.246632062,0.12234757732129792,-0.021373723,0.012927129403552383,6.923923993401808E-4,Classroom
131,-103.3337539,45.47598705291748,-36.00036949,-79.625,9.903501056930393,-0.247973669,0.12525439197287977,0.002027965,-4.21E-04,2.672261404759676E-4,-3.25E-04,-1.72E-04,5.7822902623600174E-5,2.967015128870646E-4,-0.006324772,-0.012486333,0.9999019833444391,-0.012645176,0.024976581172312346,-4.36E-04,-43.27352127,15.53621169090271,-0.41992399,45,1.5,2.5827736854553223,34.51300048828125,0,0,167.39999389648438,-86.913114,40.4274974,9.903501056930393,-0.247973669,0.12525439197287977,-0.02155164,0.012808518240101707,6.686701717361519E-4,Classroom
132,-103.2640919,45.50258312225342,-36.03135738,-84.33333333,9.922797434538314,-0.245545998,0.12519921841624293,0.012227681966928335,6.936308569633043E-4,0.001002833,-8.22E-05,2.1144712809473276E-4,1.1747060936893552E-4,1.0565225233431892E-4,-0.006258384,-0.012437359,0.9999030083417892,-0.012517106,0.024876258837488983,-5.56E-05,-43.20385925,15.563051643371582,-0.450789991,45,1.5,2.5827736854553223,34.51300048828125,0,0,167.39999389648438,-86.913114,40.4274974,9.922797434538314,-0.245545998,0.12519921841624293,-0.021309171,0.013191951537289871,7.283178806224336E-4,Classroom
133,-103.2926402,45.47147308349609,-36.10687527,-110.375,9.956633928910042,-0.239877565,0.1219700690973731,0.015603824726586203,0.002289176,-0.001660882,-7.56E-05,1.0081945050471616E-4,3.410067841030874E-5,-1.67E-05,-0.006216356,-0.012180272,0.9999064779976039,-0.012435974,0.024360485664270456,1.849349719034683E-4,-43.23240704,15.531697702407836,-0.52752799,45,1.5,2.5827736854553223,34.51300048828125,0,0,167.39999389648438,-86.913114,40.4274974,9.956633928910042,-0.239877565,0.1219700690973731,-0.021302556,0.013081323861786462,6.449479492182292E-4,Classroom
134,-103.2396921,45.46366519927979,-36.1121212,-117.4444444,9.957391914812106,-0.239665581,0.12532989413124843,0.00223645,8.635383497164088E-4,0.002289672,-1.59E-04,1.0081945050471616E-4,2.2239568281593253E-5,-1.34E-04,-0.006175873,-0.012080479,0.999907929,-0.012357757,0.024159452959316447,4.1632862857758244E-4,-43.17958118,15.523523654937744,-0.533017987,45,1.5,2.5827736854553223,34.51300048828125,0,0,167.39999389648438,-86.913114,40.4274974,9.957391914812106,-0.239665581,0.12532989413124843,-0.021385584,0.013081323852744495,6.330868385243908E-4,Classroom
135,-103.3024001,45.49282295227051,-36.04794918,-85,9.952367791762718,-0.240027146,0.12274432418724665,-0.00231491,-1.29E-04,5.394697044659587E-4,-1.35E-04,2.5501390421781147E-4,3.410067671493998E-5,-1.65E-04,-0.006164759,-0.012067016,0.999908159,-0.012336284,0.024132132530212402,4.798432970187826E-4,-43.24241135,15.551705684661865,-0.467625989,45,1.5,2.5827736854553223,34.51300048828125,0,0,167.39999389648438,-86.913114,40.4274974,9.952367791762718,-0.240027146,0.12274432418724665,-0.021361862,0.013235518365230375,6.449479475228604E-4,Classroom
