seconds_elapsed,magnetometerUncalibrated_z,magnetometerUncalibrated_y,magnetometerUncalibrated_x,microphone_dBFS,totalAcceleration_z,totalAcceleration_y,totalAcceleration_x,accelerometer_z,accelerometer_y,accelerometer_x,gyroscope_z,gyroscope_y,gyroscope_x,orientation_qz,orientation_qy,orientation_qx,orientation_qw,orientation_roll,orientation_pitch,orientation_yaw,magnetometer_z,magnetometer_y,magnetometer_x,location_bearingAccuracy,location_speedAccuracy,location_verticalAccuracy,location_horizontalAccuracy,location_speed,location_bearing,location_altitude,location_longitude,location_latitude,accelerometerUncalibrated_z,accelerometerUncalibrated_y,accelerometerUncalibrated_x,gyroscopeUncalibrated_z,gyroscopeUncalibrated_y,gyroscopeUncalibrated_x,class
34,-103.2342022,45.611651191711424,-36.07076317,-127,9.949231851448133,-0.240533849,0.12507434995863045,0.001073615,-9.61E-04,-0.009941385,5.129930954336108E-4,-0.001616077,2.105347348774955E-4,0.001560032,-0.006802203,-0.012031205,0.9999032529812415,-0.013569905,0.024083653,-0.002956947,-43.17445713,15.67199773788452,-0.490561987,45,1.5,2.6224944591522217,36.16400146484375,0,0,167.59999084472656,-86.9131075,40.427494,9.949231851448133,-0.240533849,0.12507434995863045,-0.021172084,0.012891546081643081,6.686701734315206E-4,Classroom
35,-103.3006923,45.586153259277346,-36.16458141,-120.125,9.945105984,-0.240887065,0.12548514197652155,-0.001848989,-1.90E-04,-0.008271654,3.706597456328788E-4,-0.001627938,1.9867362305341126E-4,0.001405174,-0.006742951,-0.012074742,0.9999033681397299,-0.013455003,0.02416846,-0.002648015,-43.24070305,15.646011695861816,-0.584257995,45,1.5,2.6224944591522217,36.16400146484375,0,0,167.59999084472656,-86.9131075,40.427494,9.945105984,-0.240887065,0.12548514197652155,-0.021314417,0.012879685,6.56809064433051E-4,Classroom
36,-103.3088655,45.59225299835205,-36.13859524,-119.3333333,9.937819379047284,-0.241216269,0.12442387351133291,-0.00455985,-0.001980335,-0.009731534,3.825208664989298E-4,-0.001592354,2.5797918217383253E-4,0.001430371,-0.006762402,-0.012022832,0.9999038148852228,-0.013493432,0.024065039,-0.002698648,-43.24875504,15.652599601745605,-0.55924799,45,1.5,2.6224944591522217,36.16400146484375,0,0,167.59999084472656,-86.9131075,40.427494,9.937819379047284,-0.241216269,0.12442387351133291,-0.021302556,0.012915268,7.161146224232264E-4,Classroom
37,-103.2970319,45.578345108032224,-36.07149536,-119.875,9.922483721983086,-0.240641294,0.12572772902192422,-0.008587967,-8.13E-04,-0.008639759,4.774097577008663E-4,-0.001699104,2.4611807034974825E-4,0.001455593,-0.006765612,-0.012081825,0.9999030539133016,-0.013499095,0.024183368455003768,-0.002748228,-43.23692078,15.638569622039794,-0.491049989,45,1.5,2.6224944591522217,36.16400146484375,0,0,167.59999084472656,-86.9131075,40.427494,9.922483721983086,-0.240641294,0.12572772902192422,-0.021207667,0.012808518276269575,7.042535100340192E-4,Classroom
38,-103.2708019,45.56077721,-36.10894939,-117.6666667,9.922109103897244,-0.243057348,0.12477815086112438,0.001680346,-0.001074894,-0.008206761,1.9274306940186083E-4,-0.001521188,1.630902875811585E-4,0.001370449,-0.006716377,-0.012147128,0.9999027159607526,-0.013402521,0.024312703,-0.002578229,-43.21032497,15.62112367630005,-0.52886999,45,1.5,2.6224944591522217,36.16400146484375,0,0,167.59999084472656,-86.9131075,40.427494,9.922109103897244,-0.243057348,0.12477815086112438,-0.021492334,0.012986435,6.212257283956753E-4,Classroom
39,-103.2083375,45.587739067077635,-36.15982342,-117.875,9.938725471496582,-0.240278305,0.12445291355975623,0.006622498,-7.68E-04,-0.009016962,4.22894261786356E-4,-0.001668083,2.1144712809473276E-4,0.001407606,-0.006740373,-0.01207771,0.9999033384598218,-0.013449772,0.024174427058404453,-0.002652901,-43.14847115,15.64759766,-0.580109988,45,1.5,2.6224944591522217,36.16400146484375,0,0,167.59999084472656,-86.9131075,40.427494,9.938725471496582,-0.240278305,0.12445291355975623,-0.021262183,0.012839539657131983,6.695825678224747E-4,Classroom
40,-103.2621399,45.56992736816406,-36.1152932,-125.2222222,9.936500965970234,-0.240257978,0.12434546841145719,-9.47E-04,-8.08E-04,-0.009381398,2.8763196964576407E-4,-0.001592354,2.6984029399791676E-4,0.001376131,-0.00674164,-0.012037867,0.9999038524998044,-0.013453164,0.024094319,-0.002590443,-43.20190708,15.629419736862182,-0.536677989,45,1.5,2.6224944591522217,36.16400146484375,0,0,167.59999084472656,-86.9131075,40.427494,9.936500965970234,-0.240257978,0.12434546841145719,-0.021397445,0.012915268314333216,7.279757348124336E-4,Classroom
41,-103.2671416,45.58993511199951,-36.14713516,-127.2222222,9.910865237411944,-0.245485018,0.12515565962756722,-0.014026642,-0.003742599,-0.008375194,4.062430844958691E-4,-0.001699104,2.2239584670157977E-4,0.001376135,-0.006740614,-0.012167468,0.9999022975708675,-0.013450802,0.024353527400678802,-0.002588733,-43.20703098,15.650647649765014,-0.566933987,45,1.5,2.6224944591522217,36.16400146484375,0,0,167.59999084472656,-86.9131075,40.427494,9.910865237411944,-0.245485018,0.12515565962756722,-0.021278834,0.012808518249143674,6.805312886463423E-4,Classroom
42,-103.2844661,45.572855148315426,-36.0603933,-130,9.887889389852875,-0.24699505,0.12510629309323226,-0.010545332,-0.002236349,-0.009018823,4.6554864361629034E-4,-0.001746549,2.2239584670157977E-4,0.001549742,-0.006791071,-0.012351027,0.9998994527511227,-0.013547044,0.024723143,-0.002932319,-43.22435528,15.631981687545776,-0.480801987,45,1.5,2.6224944591522217,36.16400146484375,0,0,167.59999084472656,-86.9131075,40.427494,9.887889389852875,-0.24699505,0.12510629309323226,-0.021219528,0.012761073801847338,6.805312897765882E-4,Classroom
43,-103.2882479,45.56602329,-36.11065735,-141.1111111,9.886360792013315,-0.24606097,0.12536722557762495,-0.001880535,-2.00E-05,-0.009765483,2.87631962864289E-4,-0.001829577,2.5797918217383253E-4,0.001742027,-0.006846428,-0.012413167,0.9998979921479827,-0.013652849,0.024850214695901547,-0.003314756,-43.22825893,15.6261257,-0.531431989,45,1.5,2.6224944591522217,36.16400146484375,0,0,167.59999084472656,-86.9131075,40.427494,9.886360792013315,-0.24606097,0.12536722557762495,-0.021397445,0.012678045996473831,7.161146229883493E-4,Classroom
44,-103.2655557,45.57919918060303,-36.07832729,-132.5,9.890305583916822,-0.249202024,0.12687477418809262,0.001317228,-0.002744167,-0.00869094,3.7065974789337046E-4,-0.001793993,1.630902875811585E-4,0.001884954,-0.006882903,-0.012457037,0.9998969215791202,-0.013722113,0.024940065587463887,-0.003599162,-43.20568909,15.63869164466858,-0.497759987,45,1.5,2.6224944591522217,36.16400146484375,0,0,167.59999084472656,-86.9131075,40.427494,9.890305583916822,-0.249202024,0.12687477418809262,-0.021314417,0.012713629372634934,6.212257295259211E-4,Classroom
45,-103.293006,45.571269035339355,-36.10504532,-137.2222222,9.894510565452205,-0.246425885,0.12684283116199438,0.002335345,2.6690598251750166E-4,-0.010292921,5.129930897823815E-4,-0.001805854,2.9356251764608526E-4,0.00209843,-0.006951196,-0.012465783,0.9998959314475939,-0.013853387,0.024960740062507612,-0.004024384,-43.23301716,15.631737699508667,-0.524233994,45,1.5,1.7506119012832642,42.43799973,0,0,167.39999389648438,-86.9131168,40.4275092,9.894510565452205,-0.246425885,0.12684283116199438,-0.021172084,0.012701768211080032,7.516979567652333E-4,Classroom
46,-103.2983739,45.56907287597656,-36.11077938,-146.25,9.900295164978619,-0.247866225,0.12705191253747755,0.004398883,-0.001942852,-0.009097121,3.706597490236163E-4,-0.001770271,2.105347348774955E-4,0.002009455,-0.006921209,-0.012391662,0.9998972421710931,-0.01379588,0.024811145,-0.003848161,-43.2382629,15.629297637939453,-0.530211987,45,1.5,1.7506119012832642,42.43799973,0,0,167.39999389648438,-86.9131168,40.4275092,9.900295164978619,-0.247866225,0.12705191253747755,-0.021314417,0.012737352,6.686701751268893E-4,Classroom
47,-103.3175275,45.60018329620361,-36.11029118,-148.6666667,9.940453242329719,-0.241085593,0.1258177511321688,0.02044388,0.00213083,-0.009984368,3.289177637690535E-4,-0.001632842,1.2921768939122558E-4,0.001772656,-0.00683934,-0.012257113,0.9998999111927472,-0.01363838,0.024538487912370607,-0.003378319,-43.25753914,15.660041704177857,-0.529845985,45,1.5,1.7506119012832642,42.43799973,0,0,167.39999389648438,-86.9131168,40.4275092,9.940453242329719,-0.241085593,0.1258177511321688,-0.021356159,0.012874780831715235,5.873531307980346E-4,Classroom
48,-103.2642136,45.57456325531006,-36.02952709,-132,9.952992457787968,-0.238655018,0.12628818455251675,0.007333191,0.00154113,-0.009133884,3.706597467631246E-4,-0.001675382,2.3425695852566402E-4,0.001732747,-0.006826237,-0.012064203,0.9999024156227853,-0.013613723,0.024152064478947122,-0.003301418,-43.20446922,15.635031681060791,-0.450423988,45,1.5,1.7506119012832642,42.43799973,0,0,167.39999389648438,-86.9131168,40.4275092,9.952992457787968,-0.238655018,0.12628818455251675,-0.021314417,0.012832240490875776,6.923923987750579E-4,Classroom
49,-103.2873934,45.55333522796631,-36.11029152,-125.6666667,9.949699411114443,-0.241811571,0.12537635653053672,-5.83E-04,-0.002547478,-0.009103605,3.587986338087945E-4,-0.001604215,3.2914585311833805E-4,0.001582543,-0.006774102,-0.012011884,0.999903652,-0.013513191,0.024045214726074227,-0.003002912,-43.22764915,15.61307168006897,-0.530333984,45,1.5,1.7506119012832642,42.43799973,0,0,167.39999389648438,-86.9131168,40.4275092,9.949699411114443,-0.241811571,0.12537635653053672,-0.021326278,0.012903407170862248,7.872812922374861E-4,Classroom
50,-103.211144,45.58529899597168,-36.13212917,-130,9.945921416,-0.239857237,0.12615750809606996,-0.001474732,-0.00105261,-0.009354433,4.062430822353774E-4,-0.001829577,4.1217363588692786E-4,0.001739873,-0.006829022,-0.011989975,0.9999032761286764,-0.013619339,0.024003706366113087,-0.00331661,-43.1509111,15.645523681640626,-0.550707983,45,1.5,1.7506119012832642,42.43799973,0,0,167.39999389648438,-86.9131168,40.4275092,9.945921416,-0.239857237,0.12615750809606996,-0.021278834,0.012678046023599732,8.703090699199695E-4,Classroom
51,-103.3369257,45.580053176879886,-36.08284122,-128,9.934775398327755,-0.244065032,0.12663841290542713,-0.005106713,-0.004087665,-0.008825366,3.8252085745696303E-4,-0.001746549,3.8845141223875935E-4,0.001732089,-0.006826144,-0.012029829,0.9999028293831834,-0.013613646,0.024083302,-0.003300567,-43.27693722,15.640399723052978,-0.502639988,45,1.5,1.7506119012832642,42.43799973,0,0,167.39999389648438,-86.9131168,40.4275092,9.934775398327755,-0.244065032,0.12663841290542713,-0.021302556,0.012761073819931272,8.465868462718011E-4,Classroom
52,-103.313258,45.59664516448974,-36.04892548,-133.5555556,9.938406092449299,-0.242023557,0.12425254299802688,4.8769793464142143E-4,-0.002220246,-0.010132688,4.2996530475330005E-4,-0.00165166,2.5797918217383253E-4,0.001598937,-0.006779546,-0.012080448,0.9999027547327061,-0.013523505,0.024182598404947995,-0.003034653,-43.25278107,15.656137657165527,-0.469699986,45,1.5,1.7506119012832642,42.43799973,0,0,167.39999389648438,-86.9131168,40.4275092,9.938406092449299,-0.242023557,0.12425254299802688,-0.021255112,0.012855962741649846,7.161146190324889E-4,Classroom
53,-103.3052059,45.57895508,-36.07003117,-129.625,9.938185349,-0.240780683,0.1262330099650957,4.2169996835653064E-4,1.747687754121799E-4,-0.008056877,4.062430822353774E-4,-0.001604215,2.9356251764608526E-4,0.00156364,-0.006767118,-0.012112317,0.9999025134206976,-0.013499408,0.024245816,-0.002963916,-43.24533905,15.639789657592774,-0.489463986,45,1.5,1.7506119012832642,42.43799973,0,0,167.39999389648438,-86.9131168,40.4275092,9.938185349,-0.240780683,0.1262330099650957,-0.021278834,0.012903407197988149,7.516979539396187E-4,Classroom
54,-103.2706799,45.55431114196777,-36.1542115,-131.2222222,9.932121813875957,-0.243298373,0.1253182790377765,-0.002828228,-0.002816949,-0.009335937,4.892708695249505E-4,-0.00175841,3.0542362947016954E-4,0.001635206,-0.006792192,-0.012078327,0.9999026442037046,-0.013547932,0.024178873602915735,-0.00310693,-43.21056911,15.615023651123046,-0.574375992,45,1.5,1.7506119012832642,42.43799973,0,0,167.39999389648438,-86.9131168,40.4275092,9.932121813875957,-0.243298373,0.1253182790377765,-0.021195806,0.012749212703586203,7.635590691544404E-4,Classroom
55,-103.2838558,45.61079734802246,-36.05148731,-128.375,9.934427576157653,-0.240092454,0.1243570837581042,6.084167040311373E-4,-6.83E-04,-0.009515831,5.756060776408189E-4,-0.001703324,3.1717069214209914E-4,0.001563424,-0.006767276,-0.012053232,0.9999032232623833,-0.013499886,0.024127641549477212,-0.002964276,-43.22362282,15.67077766418457,-0.471041988,45,1.5,1.7506119012832642,42.43799973,0,0,167.39999389648438,-86.9131168,40.4275092,9.934427576157653,-0.240092454,0.1243570837581042,-0.021109471,0.012804298,7.753061296310849E-4,Classroom
56,-103.3252137,45.54747905731201,-36.00756718,-126.8888889,9.904221108816202,-0.241971285,0.1243570837581042,-0.016667496,-0.001502119,-0.009925903,4.892708672644589E-4,-0.001817715,3.172847412942538E-4,0.001613351,-0.006784453,-0.012106814,0.9999023704852873,-0.013532885,0.024235544,-0.003063008,-43.26473717,15.607215623855591,-0.428097986,0,1.5,1.9160175323486328,13.642999649047852,0.041671388,0,167.39999389648438,-86.9131177,40.427502,9.904221108816202,-0.241971285,0.1243570837581042,-0.021195806,0.012689907158028733,7.754201787180331E-4,Classroom
57,-103.3000816,45.581395111083985,-36.07625332,-128.75,9.883684491648257,-0.248923248,0.12694446814870372,-0.0102731,-0.004895802,-0.008925491,4.5368752840146856E-4,-0.001900743,3.8845141223875935E-4,0.001908972,-0.006886556,-0.012315925,0.9998986107631794,-0.013729293,0.024658153846281245,-0.003649045,-43.24021511,15.64210765838623,-0.496295991,0,1.5,1.9160175323486328,13.642999649047852,0.041671388,0,167.39999389648438,-86.9131177,40.427502,9.883684491648257,-0.248923248,0.12694446814870372,-0.02123139,0.012606879352655226,8.465868502276615E-4,Classroom
58,-103.3124038,45.54345306396485,-36.06405319,-126.1111111,9.885118291928219,-0.247461577,0.1253557221677441,-2.87E-04,-0.002417622,-0.009984233,4.181041929292158E-4,-0.001687243,2.6984029399791676E-4,0.00183526,-0.006860588,-0.012388909,0.9998980239757056,-0.01367894,0.024803022429057697,-0.00350124,-43.25229321,15.603433685302734,-0.483973982,0,1.5,1.9160175323486328,13.642999649047852,0.041671388,0,167.39999389648438,-86.9131177,40.427502,9.885118291928219,-0.247461577,0.1253557221677441,-0.021266973,0.012820379383572675,7.279757342473107E-4,Classroom
59,-103.2981294,45.56163116455078,-36.07613159,-121.75,9.890119672978965,-0.247032803,0.125881637,0.002161813,-8.62E-07,-0.008241684,1.3195487243367485E-4,-9.86E-04,8.302778276858978E-5,0.001639017,-0.006791984,-0.012463594,0.9998978856697823,-0.013546366,0.024949533955275435,-0.003109371,-43.23862919,15.621123666763305,-0.496051985,0,1.5,1.9160175323486328,13.642999649047852,0.041671388,0,167.39999389648438,-86.9131177,40.427502,9.890119672978965,-0.247032803,0.125881637,-0.021361862,0.012820379383572675,6.686701756920123E-4,Classroom
60,-103.2394479,45.546990928649905,-36.07771725,-126.7777778,9.894254980735408,-0.247369655,0.12646822718161982,0.00232466,1.401857843676817E-4,-0.001967797,5.485764388175844E-5,-1.73E-04,-1.19E-04,7.880807450737406E-4,-0.006495746,-0.0124941,0.9999005198478699,-0.012974921,0.024998573061910646,-0.001414129,-43.17970325,15.606361627578735,-0.497271988,0,1.5,1.9160175323486328,13.642999649047852,0.041671388,0,167.39999389648438,-86.9131177,40.427502,9.894254980735408,-0.247369655,0.12646822718161982,-0.021172084,0.012654323827077462,6.449479548694584E-4,Classroom
61,-103.2689716,45.58285923004151,-36.08113304,-139.7777778,9.921725930519475,-0.243533588,0.12462424334970493,0.01651025,0.002169608,-7.55E-04,-2.65E-04,1.2305903234925952E-4,-1.66E-04,3.6372585529834486E-4,-0.006348224,-0.012431953,0.9999024723340006,-0.012690411,0.024868696132331218,-5.70E-04,-43.20898308,15.642473621368408,-0.501053991,0,1.5,1.9160175323486328,13.642999649047852,0.041671388,0,167.39999389648438,-86.9131177,40.427502,9.921725930519475,-0.243533588,0.12462424334970493,-0.021492334,0.012950851645284487,5.975035047475068E-4,Classroom
62,-103.2461579,45.55845913,-36.05270741,-136.25,9.950875513761947,-0.239532001,0.12544605012946916,0.013592142325181227,0.003766328,8.45599346435987E-4,-8.22E-05,4.698824565051697E-5,-1.88E-04,1.2932949787151178E-4,-0.006267118,-0.012229612,0.9999055598790829,-0.012533967,0.024460978985119324,-1.05E-04,-43.18580322,15.617707643508911,-0.472261991,0,1.5,1.9160175323486328,13.642999649047852,0.041671388,0,167.39999389648438,-86.9131177,40.427502,9.950875513761947,-0.239532001,0.12544605012946916,-0.021309171,0.012874780831715235,5.756060692454831E-4,Classroom
63,-103.2294434,45.54211109161377,-36.0650293,-138.7777778,9.949612302687562,-0.241326618,0.1266163267122889,0.001291803,1.842964042737646E-4,0.001678838,-1.35E-04,2.7725348606235484E-4,-1.66E-04,1.6148033331623947E-4,-0.006278535,-0.012136749,0.9999066151461555,-0.012556009,0.024275652,-1.71E-04,-43.16945522,15.601603651046753,-0.485437985,0,1.5,1.9160175323486328,13.642999649047852,0.041671388,0,167.39999389648438,-86.9131177,40.427502,9.949612302687562,-0.241326618,0.1266163267122889,-0.021361862,0.013105046103518564,5.975035047475068E-4,Classroom
64,-103.2778778,45.55650711,-36.12188133,-134.5,9.936135042060926,-0.241953862,0.12559995756855288,-0.007330996,3.99120947689686E-4,8.312882584275551E-4,-2.65E-04,1.5864236386565185E-4,-2.25E-04,1.479473809085991E-4,-0.006273707,-0.012184942,0.9999060607650905,-0.012546686,0.024371870097170754,-1.43E-04,-43.21837719,15.61697566986084,-0.542655988,0,1.5,1.9160175323486328,13.642999649047852,0.041671388,0,167.39999389648438,-86.9131177,40.427502,9.936135042060926,-0.241953862,0.12559995756855288,-0.021492334,0.012986434985277722,5.381979444968397E-4,Classroom
65,-103.2410335,45.557483253479006,-36.05209717,-138.6666667,9.937317079710729,-0.240469963,0.12605006414131054,0.001258248,0.0023059,0.001582801,-1.35E-04,1.5864236612614353E-4,-1.78E-04,1.1564343446714048E-4,-0.006262384,-0.012215259,0.9999057685287254,-0.012524828,0.024432099,-7.83E-05,-43.18116718,15.618073654174804,-0.472749987,0,1.5,1.9160175323486328,13.642999649047852,0.041671388,0,167.39999389648438,-86.9131177,40.427502,9.937317079710729,-0.240469963,0.12605006414131054,-0.021361862,0.012986435003361656,5.856423934885454E-4,Classroom
66,-103.2654342,45.562363128662106,-36.06515121,-123.25,9.926607480415932,-0.246526879,0.12608047044621065,-0.007882285,-0.002360295,0.001590279,-1.23E-04,1.3492014530358962E-4,-1.78E-04,1.1394714329209545E-4,-0.006261638,-0.012281465,0.999904959,-0.012523386,0.024564501,-7.41E-05,-43.20556705,15.622099714279175,-0.484217986,0,1.5,1.6276533603668213,13.378999710083008,0.018972827,0,167.39999389648438,-86.9131155,40.4275016,9.926607480415932,-0.246526879,0.12608047044621065,-0.021350001,0.012962713,5.856423940536683E-4,Classroom
67,-103.3060596,45.563948974609374,-36.07552116,-126.6666667,9.89502155,-0.246437501,0.12681379219860706,-0.014948086,8.005167095406541E-4,9.946122186855204E-4,-1.94E-04,5.189236140475401E-5,-1.30E-04,3.5266471756576986E-4,-0.006344257,-0.012480475,0.9999019202676792,-0.012682749,0.024965576,-5.47E-04,-43.24607124,15.624051637649536,-0.495563984,0,1.5,1.6276533603668213,13.378999710083008,0.018972827,0,167.39999389648438,-86.9131155,40.4275016,9.89502155,-0.246437501,0.12681379219860706,-0.021421167,0.012879684965298014,6.330868396546367E-4,Classroom
68,-103.3431481,45.56102108001709,-36.01427727,-123.6666667,9.890746978,-0.247355136,0.12620687513675505,-0.003171097,0.001129242,2.0308626218906885E-4,-1.11E-04,1.6309026497624162E-5,-1.54E-04,4.5754305268999514E-4,-0.006380595,-0.012542475,0.999900875,-0.012752807,0.025090939,-7.55E-04,-43.28340324,15.620879688262939,-0.434563991,0,1.5,1.6276533603668213,13.378999710083008,0.018972827,0,167.39999389648438,-86.9131155,40.4275016,9.890746978,-0.247355136,0.12620687513675505,-0.02133814,0.012844101607220845,6.093646177018369E-4,Classroom
69,-103.309476,45.585543174743655,-36.03648132,-124.25,9.894185232884675,-0.247601968,0.12427287049663877,0.001272637,-8.53E-05,-6.48E-04,-2.06E-04,1.4678125656255095E-4,-2.02E-04,2.4094180861035605E-4,-0.006305291,-0.012517922,0.9999017304587132,-0.012607597,0.025039045990092084,-3.24E-04,-43.24973118,15.645279664993286,-0.456523986,0,1.5,1.6276533603668213,13.378999710083008,0.018972827,0,167.39999389648438,-86.9131155,40.4275016,9.894185232884675,-0.247601968,0.12427287049663877,-0.021433028,0.012974573868932655,5.619201726659916E-4,Classroom
70,-103.3097202,45.53784111022949,-36.04111732,-116.3333333,9.898459888199001,-0.246768547,0.12604425594355295,0.001919416,0.001250881,0.00172556,-2.23E-04,4.6988246769895064E-5,-1.17E-04,1.8298131850804985E-4,-0.006285111,-0.012522064,0.9999018219801096,-0.012568678,0.025046593205143627,-2.09E-04,-43.24973118,15.597699680328368,-0.461159986,0,1.5,1.6276533603668213,13.378999710083008,0.018972827,0,167.39999389648438,-86.9131155,40.4275016,9.898459888199001,-0.246768547,0.12604425594355295,-0.021450136,0.012874780867535334,6.460884441576826E-4,Classroom
71,-103.2867842,45.56675525665283,-36.03940918,-121.125,9.920468487785858,-0.244587709,0.12309097787998255,0.013942274075109982,0.002486097,-7.45E-04,6.671875570584269E-5,4.4479107176794585E-6,-8.30E-05,8.261506886132011E-5,-0.006250305,-0.012469673,0.9999027049657211,-0.012501545,0.024940543,-9.34E-06,-43.22703926,15.627467651367187,-0.459329988,0,1.5,1.6276533603668213,13.378999710083008,0.018972827,0,167.39999389648438,-86.9131155,40.4275016,9.920468487785858,-0.244587709,0.12309097787998255,-0.021160223,0.012832240518001676,6.805312869509737E-4,Classroom
72,-103.2668975,45.566633224487305,-36.10894936,-108.1111111,9.954299232334767,-0.23966558,0.1246242439283908,0.015625999969186136,0.003261222,8.62550171254908E-4,-4.45E-06,6.375346870785489E-5,-9.49E-05,3.3162106500666712E-6,-0.006223245,-0.012222545,0.9999059317181411,-0.012449282,0.02444527,1.4553866444613466E-4,-43.20678703,15.626735706329345,-0.529723991,0,1.5,1.6276533603668213,13.378999710083008,0.018972827,0,167.39999389648438,-86.9131155,40.4275016,9.954299232334767,-0.23966558,0.1246242439283908,-0.02123139,0.012891546045475214,6.686701762571352E-4,Classroom
73,-103.2869057,45.56529109954834,-36.08040142,-122.125,9.954865492663338,-0.240644198,0.12406669296685932,0.002363659,6.785956979955284E-4,4.35656352529248E-4,-1.82E-04,1.1119791543906898E-4,-2.14E-04,-3.90E-05,-0.006208711,-0.012125151,0.9999072048270586,-0.012421191,0.024249950297249172,2.2862888049398288E-4,-43.22740505,15.625149688720704,-0.500199991,0,1.5,1.6276533603668213,13.378999710083008,0.018972827,0,167.39999389648438,-86.9131155,40.4275016,9.954865492663338,-0.240644198,0.12406669296685932,-0.021409306,0.012938990519897452,5.500590574511698E-4,Classroom
74,-103.3139897,45.548820991516116,-36.05709934,-111.6666667,9.952848131840046,-0.238583399,0.12482078846257466,-5.87E-04,0.002340955,0.001440666,-1.47E-04,2.060868117271118E-4,-2.49E-04,-9.03E-05,-0.006190852,-0.012112027,0.9999074675504444,-0.012386698,0.024223073231942446,3.3072473032236694E-4,-43.25448906,15.60880166053772,-0.476653984,0,1.5,1.6276533603668213,13.378999710083008,0.018972827,0,167.39999389648438,-86.9131155,40.4275016,9.952848131840046,-0.238583399,0.12482078846257466,-0.021373723,0.013033879423532093,5.144757231091628E-4,Classroom
75,-103.2488419,45.56272914886475,-36.07064121,-109.2222222,9.948860168457031,-0.2417593,0.12690671786521246,-0.001821777,1.8373999780821567E-4,0.002232115,7.413209583248618E-6,1.3492013456625412E-4,-1.42E-04,1.1249673263660263E-4,-0.006261439,-0.012150368,0.9999065555415108,-0.012523002,0.024302282397752825,-7.28E-05,-43.18897507,15.622831649780274,-0.491171989,0,1.5,1.6276533603668213,13.378999710083008,0.018972827,0,167.39999389648438,-86.9131155,40.4275016,9.948860168457031,-0.2417593,0.12690671786521246,-0.021219529,0.012962712734503654,6.212257272654294E-4,Classroom
76,-103.3097197,45.53052101135254,-36.01610741,-122,9.933983339846712,-0.241442773,0.12604135253186366,-0.010023089,5.267411470413208E-4,0.001181839,-4.45E-06,7.561458279243082E-5,-1.07E-04,1.910924194322716E-4,-0.006288814,-0.012152678,0.9999063495293404,-0.012575852,0.024307889,-2.29E-04,-43.2494873,15.590135669708252,-0.436637988,0,1.5,1.6276533603668213,13.378999710083008,0.018972827,0,167.39999389648438,-86.9131155,40.4275016,9.933983339846712,-0.241442773,0.12604135253186366,-0.02123139,0.012903407161820282,6.568090627376822E-4,Classroom
77,-103.2987399,45.536255073547366,-36.09296738,-117.5555556,9.895950854403301,-0.24785461,0.123285541,-0.017773499,-0.002210324,-8.87E-04,3.113542531969622E-5,7.561458561804543E-5,-2.14E-04,8.58749337205101E-5,-0.006251652,-0.01237474,0.9999038669669512,-0.012504128,0.024750713041974504,-1.70E-05,-43.23923908,15.597089672088623,-0.511667992,0,1.5,1.6276533603668213,13.378999710083008,0.018972827,0,167.39999389648438,-86.9131155,40.4275016,9.895950854403301,-0.24785461,0.123285541,-0.021195806,0.012903407188946182,5.500590597116615E-4,Classroom
