seconds_elapsed,accelerometer_z,accelerometer_y,accelerometer_x,totalAcceleration_z,totalAcceleration_y,totalAcceleration_x,orientation_qz,orientation_qy,orientation_qx,orientation_qw,orientation_roll,orientation_pitch,orientation_yaw,microphone_dBFS,gyroscope_z,gyroscope_y,gyroscope_x,location_bearingAccuracy,location_speedAccuracy,location_verticalAccuracy,location_horizontalAccuracy,location_speed,location_bearing,location_altitude,location_longitude,location_latitude,magnetometerUncalibrated_z,magnetometerUncalibrated_y,magnetometerUncalibrated_x,gyroscopeUncalibrated_z,gyroscopeUncalibrated_y,gyroscopeUncalibrated_x,magnetometer_z,magnetometer_y,magnetometer_x,accelerometerUncalibrated_z,accelerometerUncalibrated_y,accelerometerUncalibrated_x,class
288,-0.004118901,-0.003286564,-4.28E-04,9.932322261402907,-0.256641842,-0.194657864,0.9987559428492796,-0.012269891,-0.010351593,0.047210626,0.019526473110885297,0.025489409824887527,-3.047372987,-89.75,-2.45E-04,5.204062552860423E-4,2.4760068107161274E-4,0,0.086023256,1.1115880012512207,9.93500042,0.015182564035058022,0,160.1999969482422,-86.9155033,40.3848265,-104.7174778,-12.75644183,-30.49987749,-0.021777001,0.013959046177457548,8.584479564005165E-4,-44.65773312,-42.69621708,5.079713892936707,9.932322261402907,-0.256641842,-0.194657864,Drive
289,0.00401933,0.00230485,0.00183221,9.942567279,-0.246388134,-0.196074973,0.9987652411738646,-0.012016332,-0.01056652,0.047031087,0.019984244,0.024999496,-3.047733538,-113.2222222,4.44790732694193E-6,2.4760067372501474E-4,3.424895604059679E-4,0,0.086023256,1.1215879917144775,9.93500042,0.008260319,0,160.1999969482422,-86.9155033,40.3848265,-104.675998,-12.60296579,-30.47389126,-0.021527918,0.013686241,9.533368346046258E-4,-44.61649715,-42.54261906,5.105577874183655,9.942567279,-0.246388134,-0.196074973,Drive
290,7.260946127084586E-4,0.002648368,-2.13E-04,9.942091006677128,-0.248084018,-0.201650483,0.9987681725850472,-0.012125634,-0.010679709,0.046913952889064185,0.020203243,0.025226043,-3.047972931,-111.75,-8.22E-05,-4.70E-05,-1.41E-04,0,0.086023256,1.1315879821777344,9.93500042,0.00831252,0,160.1999969482422,-86.9155033,40.3848266,-104.7068636,-12.70629976,-30.60845741,-0.021614595,0.013391652,4.698825029593606E-4,-44.64687504,-42.64607513,4.971987919807434,9.942091006677128,-0.248084018,-0.201650483,Drive
291,-9.58E-04,-0.00107074,1.195469527568632E-4,9.939248075762999,-0.250134181,-0.197608238,0.9987621185849014,-0.01204268,-0.010522014,0.047100439,0.019891115701169644,0.025049323107577064,-3.04759402,-114.5555556,2.8170137191462576E-5,-8.45E-05,-1.08E-04,0,0.086023256,1.1415879726409912,9.93500042,0.004568515,0,160.1999969482422,-86.9155033,40.3848266,-104.6502553,-12.79365181,-30.43826731,-0.021504195,0.013354129483471217,5.026145920708992E-4,-44.58990082,-42.73354927,5.141567873954773,9.939248075762999,-0.250134181,-0.197608238,Drive
292,-0.001790602,-0.002297216,-8.27E-04,9.937189194762592,-0.254748494,-0.19602851,0.9987533376054857,-0.012216802,-0.010406314,0.047267136,0.019639375266953578,0.025389594704057408,-3.047260294,-84,8.747569066065463E-5,-3.45E-04,5.7822879453560394E-5,0,0.10000000149011612,1.151587963104248,9.93500042,0.004168831,0,160.1999969482422,-86.9155032,40.3848266,-104.6601375,-12.84708775,-30.37141155,-0.02144489,0.013093185,6.686701536522183E-4,-44.60039322,-42.78661907,5.209887881278991,9.937189194762592,-0.254748494,-0.19602851,Drive
293,-0.018581372,-0.001456777,-5.61E-04,9.903550286894863,-0.256871252,-0.193728614,0.9987459784572564,-0.012389755,-0.010330195,0.047394402,0.019467759316841377,0.025730452979507955,-3.047006461,-102,2.8170140582200103E-5,-3.71E-05,-1.33E-05,0,0.086023256,1.1615879535675049,9.93500042,0.006271322,0,160.1999969482422,-86.9155032,40.3848267,-104.6763636,-12.78352581,-30.39849539,-0.021504195,0.013401574,5.975034900543108E-4,-44.6161311,-42.72378922,5.181339888572693,9.903550286894863,-0.256871252,-0.193728614,Drive
294,-0.011559459,-0.002416598,-7.90E-04,9.880362418091412,-0.261488469,-0.195099259,0.9987438616243381,-0.012607648,-0.010427482,0.047360432,0.019642552125801162,0.026174309,-3.047080746,-67.75,-5.49E-05,9.340623300974664E-5,8.154511949029363E-5,0,0.15000000596046448,1.1715879440307617,9.93500042,0.003913166,0,160.1999969482422,-86.9155032,40.3848267,-104.6535494,-12.83988976,-30.37324135,-0.021587223,0.013532046192479365,6.923923925587057E-4,-44.59343922,-42.78064117,5.206715884,9.880362418091412,-0.261488469,-0.195099259,Drive
295,-3.04E-04,-5.65E-04,3.9188983370956864E-4,9.883024656,-0.26069975,-0.193956682,0.9987413524423988,-0.012677556,-0.01044429,0.047390954,0.019668762888578536,0.026316164622029053,-3.047021259,-101.3333333,-9.04E-05,1.0378445155050569E-5,2.2239564890855726E-5,0,0.17492856085300446,1.1815879344940186,9.93500042,0.001767183,0,160.1999969482422,-86.9155032,40.3848267,-104.6846595,-12.82073575,-30.38422131,-0.021622806,0.013449018378063891,6.330868351336532E-4,-44.62467117,-42.76087723,5.196711874008178,9.883024656,-0.26069975,-0.193956682,Drive
296,0.003452014,0.001562491,8.896719483495916E-4,9.890529169619661,-0.256862541,-0.196121435,0.9987433170809329,-0.012580797,-0.010568864,0.047347493,0.019927950594031695,0.026133755674061267,-3.047109865,-94.55555556,-1.93E-05,5.678506907147979E-4,4.255173493909098E-4,0,0.086023256,1.191588044166565,9.93500042,6.243590032681823E-4,0,160.1999969482422,-86.9155032,40.3848267,-104.6409836,-12.76742178,-30.2818634,-0.02155164,0.014006490575023067,0.001036365,-44.5811171,-42.7073193,5.298337893486023,9.890529169619661,-0.256862541,-0.196121435,Drive
297,0.001680319,-0.003452341,-0.002133755,9.893186217372858,-0.259778068,-0.201278782,0.9987440068744918,-0.012475391,-0.010660071,0.047340279,0.020120311076345952,0.025931618474785565,-3.04712484,-76.25,-3.16E-04,6.508784734833877E-4,4.729618034687219E-4,0,0.10000000149011612,1.2015880346298218,12.38700008392334,1.3095613394398242E-4,0,160.1999969482422,-86.9155032,40.3848267,-104.7136959,-12.70507978,-30.3535993,-0.021848167,0.014089518371354607,0.001083809,-44.65419518,-42.64448898,5.225747861862183,9.893186217372858,-0.259778068,-0.201278782,Drive
298,0.014372057127721102,0.003569653,0.001745463,9.916400066857198,-0.250305509,-0.198955652,0.9987466173264586,-0.012305714,-0.01073582,0.047312366,0.02028834,0.025599222576010574,-3.047179646,-47.77777778,6.375346136125691E-5,-5.47E-04,-3.45E-04,0,0.086023256,1.2115880250930786,12.38700008392334,1.3448466233967338E-5,0,160.1999969482422,-86.9155032,40.3848267,-104.6681899,-12.51756573,-30.58600941,-0.021468612,0.012891546108768982,2.6539234993798493E-4,-44.60807926,-42.45685322,4.994313903,9.916400066857198,-0.250305509,-0.198955652,Drive
299,0.017072228284982536,0.003464387,0.001826956,9.952126891867628,-0.2506685,-0.194309395,0.9987411418786416,-0.012298837,-0.010456678,0.047491831525873676,0.019726594104073368,0.025562688027723476,-3.046813027,-31.125,-3.17E-04,-2.94E-04,-5.87E-04,0,0.086023256,1.2215880155563354,12.795000076293945,0.0037975,0,160.1999969482422,-86.9155031,40.3848267,-104.8604624,-12.56490177,-30.94932535,-0.021849536,0.013144963273169616,2.3494113590389203E-5,-44.80047306,-42.50516529,4.630265932,9.952126891867628,-0.2506685,-0.194309395,Drive
300,0.001303802,-9.73E-06,2.2832094465644615E-4,9.952385514,-0.254623626,-0.192543817,0.9987423865540513,-0.012314377,-0.010279867,0.04750068,0.01937155,0.025577163793942304,-3.046791065,-32.44444444,4.447913543294066E-6,-1.48E-06,-6.08E-05,0,0.086023256,1.2315880060195923,12.38700008392334,0.002694652,0,160.1999969482422,-86.9155031,40.3848267,-104.8648538,-12.56355977,-31.01093538,-0.021527917,0.013437157288844724,5.500590478440801E-4,-44.80498707,-42.50382294,4.569143891334534,9.952385514,-0.254623626,-0.192543817,Drive
301,-0.006101331,-6.46E-04,-9.61E-04,9.935690815,-0.25606106,-0.193542763,0.9987495327458799,-0.012368258,-0.010279659,0.047336262587494064,0.019370277801040305,0.025681605,-3.047121235,-42.5,-3.11E-05,5.7822894711879274E-5,-9.64E-05,0,0.086023256,1.2415879964828491,12.795000076293945,0.001293398,0,160.1999969482422,-86.9155031,40.3848267,-104.8292299,-12.57002583,-31.01032545,-0.021563501,0.013496462834402196,5.144757174579336E-4,-44.76887501,-42.51089924,4.56963192,9.935690815,-0.25606106,-0.193542763,Drive
302,0.002303688,9.367538308634342E-4,-3.92E-04,9.944646548298957,-0.254283865,-0.19277613,0.9987565435252144,-0.012360371,-0.010266999,0.047192897,0.019349397187238757,0.025661876316643455,-3.047407891,-100.5555556,8.747569970262138E-5,-8.45E-05,9.340624092146754E-5,0,0.2140093445777893,1.1011279821395874,9.93500042,0.010647404938936234,0,160.1999969482422,-86.9155032,40.3848269,-104.8519215,-12.57636978,-30.97360334,-0.021444889,0.013354129456345317,7.042535083386504E-4,-44.79193306,-42.51590111,4.607329921722412,9.944646548298957,-0.254283865,-0.19277613,Drive
303,3.3194347492699483E-4,1.0961872860065941E-4,-1.53E-04,9.944864366,-0.253749547,-0.193426606,0.9987657469453164,-0.012289075,-0.010303928,0.047008351,0.019434590706402816,0.025519325189943452,-3.047777187,-46.75,4.4479163689086735E-6,1.0378443459681805E-5,1.289895735681057E-4,0,0.086023256,1.1111279726028442,9.93500042,0.012439843267202377,0,160.1999969482422,-86.9155032,40.384827,-104.891328,-12.59283978,-30.98568146,-0.021527917,0.013449018350937992,7.398368421155344E-4,-44.83121681,-42.53224911,4.595251879692078,9.944864366,-0.253749547,-0.193426606,Drive
304,-0.003276093,-0.001756988,-4.89E-04,9.937142207,-0.255338908,-0.194669928,0.9987745828998899,-0.012286884,-0.010349305,0.04681076,0.019530533189044415,0.025515333,-3.048173999,-10.77777778,8.747569913749845E-5,1.1712844648570256E-4,1.6457290847523553E-4,0,0.086023256,1.121127963066101,9.93500042,0.007082987,0,160.1999969482422,-86.9155032,40.384827,-104.9117026,-12.56685379,-31.01008142,-0.021444889,0.013555768325707866,7.754201764575414E-4,-44.85171291,-42.50687309,4.56926589,9.937142207,-0.255338908,-0.194669928,Drive
305,9.492855627559921E-4,-5.67E-04,2.641504250683831E-4,9.939982830899433,-0.255506412,-0.194146777,0.99878123,-0.012344142,-0.010368991,0.046649308,0.019568691,0.025628409,-3.048498811,-44.75,1.7050348190608824E-4,1.0526734031284753E-4,8.154512909738329E-5,0,0.1063014566898346,1.131127953529358,9.93500042,0.008038214,0,160.1999969482422,-86.9155032,40.3848271,-104.9065779,-12.55343381,-30.97945934,-0.021361862,0.013543907,6.923923970796891E-4,-44.84622253,-42.49320938,4.600253920555115,9.939982830899433,-0.255506412,-0.194146777,Drive
306,-0.001656829,1.2251561127820063E-4,5.061542524874789E-4,9.938284003618852,-0.255805516,-0.194495247,0.9987870043921239,-0.012402274,-0.010379057,0.046507846,0.01958707,0.025742717882961903,-3.048783356,-119.2222222,-7.86E-05,9.340623018413203E-5,-6.08E-05,0,0.086023256,1.1411279439926147,9.93500042,0.004546039,0,160.1999969482422,-86.9155032,40.3848271,-104.8686362,-12.55892378,-30.93956537,-0.021610945,0.013532046174395431,5.500590529301864E-4,-44.80840317,-42.4996751,4.640269908905029,9.938284003618852,-0.255805516,-0.194495247,Drive
307,-0.004876933,-4.90E-04,2.64052193141678E-4,9.925163972724988,-0.256949656,-0.193589226,0.9987912519464215,-0.012428985,-0.010358704,0.046413902,0.019546356685097934,0.025792358226133783,-3.048971419,-104.875,6.375347379396117E-5,-7.26E-05,4.596178740877839E-5,0,0.086023256,1.1511279344558716,9.93500042,0.00192445,0,160.1999969482422,-86.9155032,40.3848271,-104.8099539,-12.56795177,-30.98433929,-0.021468612,0.013365990581732351,6.568090593469446E-4,-44.7498431,-42.50736107,4.595373902320862,9.925163972724988,-0.256949656,-0.193589226,Drive
308,-0.015196553,-0.002474852,-6.06E-04,9.900922256766014,-0.260884456,-0.194100315,0.9987952600304897,-0.012561829,-0.010345852,0.046294445,0.019511558688603915,0.026054244578027956,-3.049212586,-113.3333333,-9.40E-05,5.873528313643944E-5,1.0572354501793877E-4,0,0.12206555902957916,1.161128044128418,9.93500042,6.326204165816307E-4,0,160.1999969482422,-86.9155032,40.3848271,-104.841918,-12.51646775,-30.98848747,-0.021626342,0.013497375175715066,7.165708151520588E-4,-44.78192875,-42.45624317,4.591957883834839,9.900922256766014,-0.260884456,-0.194100315,Drive
309,-0.008660724,-8.67E-04,0.001019716,9.883452277,-0.262519358,-0.193542763,0.9988017435212737,-0.012748692,-0.010429761,0.046084303,0.019667637670069064,0.026431205185148323,-3.049638813,-89.375,-5.49E-05,1.8829512082094561E-4,3.4100680105677507E-5,0,0.086023256,1.1711280345916748,9.93500042,1.396701845806092E-4,0,160.1999969482422,-86.9155032,40.3848271,-104.8885219,-12.57283178,-30.9269993,-0.021587223,0.013626935059946138,6.44947950348475E-4,-44.82841106,-42.51309525,4.653445920944214,9.883452277,-0.262519358,-0.193542763,Drive
310,-4.07E-04,-4.71E-04,4.8683699473594E-4,9.885798602,-0.262583244,-0.194030621,0.9988061027619445,-0.012781,-0.010433474,0.045980006,0.019674868,0.026494043996756516,-3.049848346,-116.4444444,-1.38E-04,1.0526734370358505E-4,5.7822902058477254E-5,0,0.086023256,1.1811280250549316,9.93500042,5.4488491514348425E-6,0,160.1999969482422,-86.9155032,40.3848271,-104.904504,-12.57832177,-30.96994335,-0.021670251,0.013543907299782465,6.686701723012748E-4,-44.84439308,-42.5179752,4.610623912811279,9.885798602,-0.262583244,-0.194030621,Drive
311,0.002257662,1.1748943514036901E-4,-4.79E-04,9.890119663719991,-0.262353836,-0.194053852,0.9988096269589026,-0.012799782,-0.010384078,0.045909284785823914,0.019576313552781215,0.026525654,-3.04998898,-90.44444444,-1.93E-05,-2.52E-05,-2.52E-05,0,0.086023256,1.1911280155181885,9.93500042,2.400791345280595E-5,0,160.1999969482422,-86.9155032,40.3848271,-104.8638778,-12.57661381,-31.01130138,-0.021551639,0.013413435,5.856423917931767E-4,-44.80413307,-42.5163892,4.568777899742127,9.890119663719991,-0.262353836,-0.194053852,Drive
312,0.002817867,-8.08E-05,5.589450157961799E-4,9.89504478,-0.262185407,-0.193705382,0.9988155665906887,-0.012774481,-0.010411732,0.045780667149036836,0.019637293,0.026475105253816807,-3.050246827,-111.5,-1.14E-04,4.596177949705749E-5,-1.48E-06,0,0.086023256,1.1911280155181885,9.93500042,2.400791345280595E-5,0,160.1999969482422,-86.9155032,40.3848271,-104.8894978,-12.56270583,-30.94212744,-0.021646528,0.013484601699973195,6.093646154413452E-4,-44.82950909,-42.50284725,4.637219901,9.89504478,-0.262185407,-0.193705382,Drive
313,0.009888112,0.001865392,8.029859621547958E-4,9.910151114830605,-0.259399803,-0.191816947,0.9988179386240764,-0.012723664,-0.010319918,0.045763881569637836,0.019458857,0.026364857385170113,-3.050277154,-136.3333333,-1.97E-04,2.001562411218737E-4,-1.48E-06,0,0.12041594833135605,1.2111279964447021,12.958999633789062,0.002931992,0,160.1999969482422,-86.9155031,40.3848271,-104.8212998,-12.54208781,-30.98751141,-0.021729556,0.013638796212459073,6.09364616571591E-4,-44.76106693,-42.48247299,4.592811903953552,9.910151114830605,-0.259399803,-0.191816947,Drive
314,0.018533493708638313,0.001828861,0.00153887,9.949896849474861,-0.255300236,-0.19168426,0.9988236676142054,-0.012491974,-0.010308138,0.045705151500053776,0.019457888979356266,0.025899721,-3.050390494,-92.75,-2.21E-04,1.8829512364656022E-4,1.645729079101126E-4,0,0.086023256,1.221127986907959,12.527000427246094,0.001473553,0,160.1999969482422,-86.9155031,40.3848271,-104.8703441,-12.5616078,-30.95042343,-0.021753278,0.013626935068988105,7.754201758924184E-4,-44.81011093,-42.50126122,4.630143924,9.949896849474861,-0.255300236,-0.19168426,Drive
315,0.00514399,2.6798479765364266E-4,4.069109275503066E-4,9.955701790967034,-0.25425773,-0.192125655,0.9988276362419128,-0.012339108,-0.01024376,0.045674578,0.019343871,0.025587835557107787,-3.050447457,-51.55555556,4.447915803785753E-6,1.7643400899686136E-4,9.340623866097586E-5,0,0.10000000149011612,1.2311279773712158,12.958999633789062,5.694920546375215E-4,0,160.1999969482422,-86.9155031,40.3848271,-104.8247165,-12.55501977,-30.99068335,-0.021527917,0.013615074,7.042535077735275E-4,-44.76484901,-42.49564911,4.5900058889389035,9.955701790967034,-0.25425773,-0.192125655,Drive
316,-7.82E-04,0.001078694,0.002278911,9.952135724928773,-0.253662431,-0.191359022,0.998834536,-0.012301112,-0.010290806,0.045522979017600274,0.019445213,0.025513251,-3.050751575,-33,-4.30E-05,3.8993401730939457E-4,-2.52E-05,0,0.086023256,1.2411279678344727,12.958999633789062,1.661058922763914E-4,0,160.1999969482422,-86.9155031,40.3848271,-104.8914502,-12.5446498,-30.99946735,-0.021575362,0.013828573902182787,5.856423884024392E-4,-44.831339,-42.48442513,4.579513878822326,9.952135724928773,-0.253662431,-0.191359022,Drive
317,-0.002889807,-0.001819023,-0.001562831,9.946853498810704,-0.254440679,-0.195935585,0.9988409091646855,-0.01226326,-0.010334653,0.045383085,0.019539831689773843,0.025438860739366367,-3.051032172,-37.55555556,5.8735308322446566E-5,2.349408784469303E-5,-1.17E-05,0,0.086023256,1.1005380153656006,9.93500042,0.010103891603648663,0,160.1999969482422,-86.9155031,40.3848273,-104.8635123,-12.56416978,-30.97555532,-0.02147363,0.013462133983221766,5.991001738808476E-4,-44.80303497,-42.50406708,4.604401893615723,9.946853498810704,-0.254440679,-0.195935585,Drive
318,-0.001819416,-8.53E-04,-6.37E-04,9.944295133201821,-0.254222886,-0.19835164,0.9988502582300056,-0.012271295,-0.010501148,0.045136234352310886,0.019878149249599974,0.025465075776559636,-3.051530836,-32.125,5.189235462327895E-5,2.7132289963367496E-4,2.831840080670217E-4,0,0.086023256,1.1105380058288574,9.93500042,0.007118628,0,160.1999969482422,-86.9155031,40.3848273,-104.8282543,-12.50353576,-30.90235535,-0.021480473,0.013709962820109813,8.940312845261713E-4,-44.76838711,-42.44404316,4.677113943099975,9.944295133201821,-0.254222886,-0.19835164,Drive
319,-0.001216518,0.00158002,8.94081968705631E-4,9.942407598773253,-0.248847747,-0.196423443,0.9988529456471934,-0.012128057,-0.010476982,0.045121183,0.019843056906484864,0.025176410789339288,-3.051557842,-32.66666667,4.003124618993222E-5,9.3406216056059E-5,3.543506818371418E-4,0,0.086023256,1.1205379962921143,9.93500042,0.008459254,0,160.1999969482422,-86.9155031,40.3848274,-104.8625363,-12.50963578,-30.88356731,-0.021492334,0.013532046111101665,9.651979509496934E-4,-44.80266907,-42.44965534,4.696633896827698,9.942407598773253,-0.248847747,-0.196423443,Drive
320,-0.001760187,-8.45E-04,-5.74E-04,9.939294500258363,-0.250976313,-0.198839496,0.9988572944715185,-0.012115709,-0.010525421,0.045016705302648174,0.019943619,0.025154005338266058,-3.051768069,-90.25,-1.38E-04,3.899340156140258E-4,-1.56E-04,0,0.086023256,1.130537986755371,9.93500042,0.006176558,0,160.1999969482422,-86.9155032,40.3848274,-104.915972,-12.47364578,-30.9350514,-0.021670251,0.013828574,4.551701430791935E-4,-44.85573914,-42.41366539,4.645271911621093,9.939294500258363,-0.250976313,-0.198839496,Drive
321,-0.001007654,-0.001022439,7.323546027674259E-4,9.937267599753962,-0.252265649,-0.197282999,0.9988596827081107,-0.012175633,-0.01051737,0.044949361,0.019923868,0.025271672628892277,-3.051903757,-90.33333333,-7.41E-06,-3.68E-04,-1.07E-04,0,0.086023256,1.140537977218628,9.93500042,0.003403448,0,160.1999969482422,-86.9155032,40.3848274,-104.8637563,-12.52342176,-30.98299736,-0.021539778,0.013211796096372373,6.449479305691728E-4,-44.80388901,-42.46307518,4.597081904411316,9.937267599753962,-0.252265649,-0.197282999,Drive
322,8.250671683005916E-5,0.002950266,0.001445351,9.937168148847727,-0.250121863,-0.194278792,0.9988587093584745,-0.012282281,-0.010414467,0.044966109386346875,0.019708266011574892,0.025475872,-3.051869494,-103.75,-6.67E-05,3.321111310743591E-4,-1.78E-04,0,0.086023256,1.1505379676818848,9.93500042,0.002638673,0,160.1999969482422,-86.9155031,40.3848274,-104.8805923,-12.51488177,-30.96433144,-0.021599084,0.013923462832943328,5.85642382186087E-4,-44.82060314,-42.45465725,4.616723905,9.937168148847727,-0.250121863,-0.194278792,Drive
323,-0.017302911,-0.00245601,-6.48E-04,9.906268351,-0.25569807,-0.195819429,0.9988605027059907,-0.012288892,-0.010391763,0.044929753,0.019663224702031867,0.025486333404206536,-3.05194183,-111.5555556,-7.41E-06,-1.19E-04,-1.19E-05,0,0.086023256,1.1605379581451416,9.93500042,0.002233384,0,160.1999969482422,-86.9155031,40.3848274,-104.89084,-12.53635379,-30.92602333,-0.021539778,0.013472741,7.516979460278978E-4,-44.83109505,-42.47637325,4.654299931526184,9.906268351,-0.25569807,-0.195819429,Drive
324,-0.012711025,-0.001761868,-4.58E-05,9.881012925823915,-0.25843646,-0.196005278,0.9988630755433758,-0.012513633,-0.010470075,0.044792118111571064,0.019803283699941866,0.025939666042194783,-3.052223375,-119.875,4.447912978171145E-6,4.7444447296337016E-5,-7.12E-05,0,0.086023256,1.1705379486083984,9.93500042,0.001164046,0,160.1999969482422,-86.9155031,40.3848274,-104.9087742,-12.54562579,-30.88185944,-0.021527917,0.013638796176291207,6.923923874725995E-4,-44.84939499,-42.48503532,4.698463931083679,9.881012925823915,-0.25843646,-0.196005278,Drive
325,-4.39E-04,5.595550953763202E-4,-0.001959339,9.882708827268731,-0.258857527,-0.197306232,0.9988625055377923,-0.012650833,-0.010452094,0.044770513,0.019755712104509177,0.026211775748909098,-3.05226857,-124.1111111,-5.49E-05,-2.97E-04,-3.91E-04,0,0.19416487216949463,1.1805379390716553,9.93500042,4.6614540042355657E-4,0,160.1999969482422,-86.9155031,40.3848274,-104.8608279,-12.56502377,-30.8614854,-0.021587223,0.013294823892703913,3.721423772642913E-4,-44.80096111,-42.50492092,4.719081941,9.882708827268731,-0.258857527,-0.197306232,Drive
326,0.003438376,7.722991184123512E-4,-3.07E-04,9.890537900832093,-0.25897078,-0.194611402,0.9988620645791582,-0.012673656,-0.010404804,0.044784969,0.019658787682363132,0.026253439377523162,-3.052238777,-140.8888889,-1.26E-04,-7.12E-05,-4.74E-05,0,0.086023256,1.1905380487442017,9.93500042,1.4373906014952809E-4,0,160.1999969482422,-86.9155031,40.3848274,-104.8393556,-12.56660976,-30.86965939,-0.02165839,0.013520185030924463,7.161146128161367E-4,-44.7793671,-42.50699512,4.711639919281006,9.890537900832093,-0.25897078,-0.194611402,Drive
327,0.002212735,7.878782657476572E-4,-2.51E-04,9.894278220760013,-0.257989258,-0.194100314,0.9988625502357116,-0.012630286,-0.010368842,0.044794737397191614,0.019590512580739763,0.026163761253253773,-3.052217525,-137.5,-9.40E-05,-1.88E-04,-1.17E-04,0,0.086023256,1.1905380487442017,9.93500042,1.4373906014952809E-4,0,160.1999969482422,-86.9155031,40.3848274,-104.859242,-12.56380378,-30.86746351,-0.021626342,0.013403398737024803,6.460884396801703E-4,-44.79949707,-42.50382313,4.711639938354492,9.894278220760013,-0.257989258,-0.194100314,Drive
328,0.009854882,0.001829058,-9.00E-04,9.910052169873877,-0.255544164,-0.194309396,0.9988643521244086,-0.012543549,-0.010337165,0.044786259,0.01953513,0.025987459,-3.052232175,-139.5555556,-1.50E-04,-3.56E-05,-1.42E-04,0,0.086023256,1.2105380296707153,12.635000228881836,5.564844741456909E-6,0,160.1999969482422,-86.9155031,40.3848274,-104.8158102,-12.52756978,-30.91980148,-0.021682112,0.013555768361875734,6.212257255700607E-4,-44.75594303,-42.46734512,4.660155892372131,9.910052169873877,-0.255544164,-0.194309396,Drive
329,0.017684834674724096,0.002538612,3.137550886394908E-4,9.946362800968503,-0.251670347,-0.192706437,0.9988663329661471,-0.012351342,-0.010281375,0.044808243916740695,0.019440149544801527,0.025598855,-3.05218341,-108.25,-1.62E-04,9.488889459267403E-5,-9.49E-05,0,0.086023256,1.2205380201339722,12.635000228881836,6.997766377025982E-6,0,160.1999969482422,-86.9155031,40.3848274,-104.8502143,-12.55172584,-30.91162746,-0.021693973,0.013686240614545576,6.68670171171029E-4,-44.79010296,-42.49186695,4.6675978994369505,9.946362800968503,-0.251670347,-0.192706437,Drive
330,0.005867421,5.887356197949752E-4,-8.77E-04,9.954194624447128,-0.25242246,-0.194216471,0.9988685556985799,-0.012264869,-0.010274151,0.044784041863043335,0.019434019941294078,0.025424954002198664,-3.052230203,-106.3333333,-7.86E-05,1.1861111824084254E-4,-2.85E-04,0,0.13892443478107452,1.230538010597229,13.085000038146973,4.160104708716972E-6,0,160.1999969482422,-86.9155031,40.3848274,-104.7576157,-12.52793574,-30.87832136,-0.021610945,0.013709962874361612,4.7889237689957456E-4,-44.69787125,-42.46795506,4.702367911338806,9.954194624447128,-0.25242246,-0.194216471,Drive
331,-4.03E-04,0.002660041,-8.24E-04,9.951634517082802,-0.249552419,-0.196395521,0.998873256,-0.012214772,-0.010375849,0.044669124252587844,0.019644640259517048,0.025331684144087208,-3.052462022,-102.625,6.375346814273196E-5,-3.56E-05,5.930555912042127E-5,0,0.086023256,1.2405380010604858,12.635000228881836,1.824269133976486E-6,0,160.1999969482422,-86.9155031,40.3848274,-104.8586322,-12.47083977,-30.85233536,-0.021468612,0.013555768379959667,8.228646130165429E-4,-44.79839905,-42.41024921,4.727987933158874,9.951634517082802,-0.249552419,-0.196395521,Drive
332,-0.002668029,-6.87E-05,-0.001072135,9.945456717778178,-0.251995585,-0.197515313,0.998878259,-0.012183924,-0.010423661,0.044554601,0.019745829,0.025272043,-3.052691997,-101,-1.97E-04,-7.12E-05,-3.56E-04,0,0.086023256,1.2505379915237427,9.93500042,6.251804052226362E-7,0,160.1999969482422,-86.9155031,40.3848274,-104.7706701,-12.52500778,-31.03765337,-0.021729556,0.013520185076134297,4.0772570991092947E-4,-44.71055901,-42.46453892,4.543767900466919,9.945456717778178,-0.251995585,-0.197515313,Drive
333,-0.00147001,8.670797625791679E-5,-6.13E-04,9.944094759746662,-0.249695689,-0.195796198,0.998880378,-0.01213276,-0.010365252,0.044534749,0.019634113005064065,0.025164232,-3.052729398,-87.75,4.003124901554683E-5,-2.37E-05,-3.56E-05,0,0.086023256,1.1101880073547363,9.93500042,0.00505208,0,160.1999969482422,-86.9155031,40.3848275,-104.9079202,-12.50255976,-31.03997129,-0.021492334,0.013567629469178834,7.279757257704668E-4,-44.84829704,-42.44270138,4.539253888130188,9.944094759746662,-0.249695689,-0.195796198,Drive
334,-0.002640317,0.001787082,9.655190034977441E-4,9.937511573717432,-0.249521453,-0.195680042,0.9988833914682703,-0.012185608,-0.010433569,0.044436556115312484,0.019768464568893886,0.025273954477703687,-3.052928661,-97.66666667,5.189236140475401E-5,3.202500192502749E-4,1.4233334188901105E-4,0,0.15000000596046448,1.1201879978179932,9.93500042,0.003559302,0,160.1999969482422,-86.9155031,40.3848275,-104.8596082,-12.51024575,-31.01642542,-0.021480473,0.013911601725640228,9.058923991758701E-4,-44.79961884,-42.44977726,4.563531889915466,9.937511573717432,-0.249521453,-0.195680042,Drive
