seconds_elapsed,accelerometerUncalibrated_z,accelerometerUncalibrated_y,accelerometerUncalibrated_x,gyroscope_z,gyroscope_y,gyroscope_x,magnetometerUncalibrated_z,magnetometerUncalibrated_y,magnetometerUncalibrated_x,orientation_qz,orientation_qy,orientation_qx,orientation_qw,orientation_roll,orientation_pitch,orientation_yaw,location_bearingAccuracy,location_speedAccuracy,location_verticalAccuracy,location_horizontalAccuracy,location_speed,location_bearing,location_altitude,location_longitude,location_latitude,totalAcceleration_z,totalAcceleration_y,totalAcceleration_x,magnetometer_z,magnetometer_y,magnetometer_x,accelerometer_z,accelerometer_y,accelerometer_x,gyroscopeUncalibrated_z,gyroscopeUncalibrated_y,gyroscopeUncalibrated_x,microphone_dBFS,class
101,10.125856005228483,0.2579992005585854,-0.707536374,-0.006768249,-0.014692952,-0.035543303,-104.328664,73.58503067016602,-30.41581944,-0.017854411,0.025732225846969388,0.013917137909673824,0.9987828963011214,0.052137944973932884,-0.026461743,0.036512036352346025,45,0.38769468665122986,3.6546573638916016,6.834000110626221,1.561180591583252,1.230955958366394,160.6999969482422,-86.9105995,40.4270892,10.125856005228483,0.2579992005585854,-0.707536374,-42.76844128,29.965639419555664,-2.095105965,0.1777721701316463,-0.002510338,-0.184401284,-0.028300613,0.001673899,-0.035489929,-13.88888889,Campus
102,9.986032925763176,0.3107736500622072,-0.604460687,0.055929589781512336,-0.005797117,-0.017799081,-102.9343262,71.44820068359375,-30.22415741,-0.026221586,0.028103040006843584,0.01553655,0.9987238043720282,0.05720344,-0.029243821,0.053373378,45,0.4232546091079712,3.6646924018859863,6.598999977111816,1.5509779453277588,1.9913233518600464,160.6999969482422,-86.9105977,40.427103,9.986032925763176,0.3107736500622072,-0.604460687,-41.37422531,27.82905351638794,-1.904419955,0.077429443,0.013836708896368453,-0.050159325,0.034397224113525984,0.010562320307656688,-0.017739775,-10.75,Campus
103,9.929412476067403,0.3398650308282033,-0.428861187,0.059997952,-0.029460038,-0.045945498,-101.5970843,70.42144859313964,-28.83030745,-0.003566955,0.028729055456600143,0.017892577,0.9989526387557243,0.057496181137642814,-0.035329707,0.007963572,45,0.4284360706806183,3.6746459007263184,6.618999958,1.5985127687454224,0.1929745227098465,160.6999969482422,-86.910597,40.4271159,9.929412476067403,0.3398650308282033,-0.428861187,-40.03649532,26.801447486877443,-0.50971599,-0.009979804,0.001958697,0.15462640115936982,0.038465585,-0.013097632,-0.045899537,-11.66666667,Campus
104,10.163064104839435,-0.017815496,-0.534392218,-0.043763055,0.026825386994672053,-0.012864857,-100.18652,71.54079826,-27.36606342,0.014719503072149219,0.031899312,0.004771964,0.9984896825355234,0.064288241,-0.009484996,-0.028848054,45,0.30679842829704285,3.6746459007263184,6.5929999351501465,1.399499535560608,357.9425354003906,160.6999969482422,-86.9105996,40.4271295,10.163064104839435,-0.017815496,-0.534392218,-38.62617531,27.921529426574708,0.9524539791420102,0.24932659945441682,-0.100574552,0.097692557,-0.065295418,0.043181859147260235,-0.012802586,-14,Campus
105,9.896496671,-0.096467925,-0.636307876,0.090872427,-0.073215677,-0.033028747,-99.64593811,72.75116104125976,-27.80965549,-0.013662985,0.030653281,-9.76E-04,0.9991428869441875,0.06157188,0.002934099,0.027179454,45,0.30679842829704285,3.6746459007263184,6.5929999351501465,1.399499535560608,357.9425354003906,160.6999969482422,-86.9105996,40.4271295,9.896496671,-0.096467925,-0.636307876,-38.0859594,29.131159400939943,0.5098379871249199,-0.009526507,-0.072988131,-0.021403341,0.069340058,-0.056866619,-0.03297982,-30.88888889,Campus
106,9.717531491251824,0.2242777494700101,-0.750629048,-0.019194699,0.030178204,0.014343161807538798,-100.8809442,72.26157501220703,-26.90331745,-0.015721916,0.032308837,0.013804034386479404,0.9984116261968246,0.065879796,-0.025679783,0.032537479,45,0.3280590772628784,3.694627285003662,6.665999889373779,1.3941240310668945,354.7337951660156,160.6999969482422,-86.9106046,40.4271579,9.717531491251824,0.2242777494700101,-0.750629048,-39.32047733,28.641451396942138,1.417151975631714,-0.20077527,-0.044117046,-0.097135441,-0.040727065,0.04653452,0.014404835,-34.875,Campus
107,9.830917645426629,-0.054076634,-0.689632395,0.043273782,-0.018405481,-0.028770609,-101.2836656,76.16813636779786,-25.37050953,0.005753142,0.037177790625436795,-0.007782122,0.9985252734526847,0.074909196,0.015754995,-0.012083737,45,0.2852959632873535,3.704700469970703,6.670000076293945,1.4163817167282104,350.5011901855469,160.6999969482422,-86.9106084,40.4271738,9.830917645426629,-0.054076634,-0.689632395,-39.72368717,32.548013305664064,2.9495939481258393,-0.079792472,0.10326349250610592,0.053964148,0.021741419,-0.002047524,-0.028732061,-39.66666667,Campus
108,9.793070973701848,-0.556996258,-0.891596496,0.1009425096647832,0.016501772,-0.061175167,-102.5002505,81.08534614562988,-24.2840995,0.025711218856918756,0.045042399,-0.036341153,0.9969524376600691,0.092843971,0.070965526,-0.05507823,45,0.2852959632873535,3.704700469970703,6.670000076293945,1.4163817167282104,350.5011901855469,160.6999969482422,-86.9106084,40.4271738,9.793070973701848,-0.556996258,-0.891596496,-40.94002712,37.46461322784424,4.0357599186897275,-0.081184933,0.1489217460734173,0.027630469,0.079410145,0.032868622,-0.061145514,-43.375,Campus
109,9.844626996123676,-0.411190887,-0.3770409,-0.073000696,-0.10022343,0.11900698219977536,-106.0864398,80.25879631,-25.17201551,0.045028385,0.020997027188280042,-0.020745955,0.9979601623942551,0.043860656,0.039493597,-0.091125705,45,0.4865257143974304,3.7346737384796143,6.783999919891357,1.6923547983169556,346.3959655761719,160.6999969482422,-86.9106164,40.427204,9.844626996123676,-0.411190887,-0.3770409,-44.52633926,36.63867340087891,3.1472339355945587,-0.092104995,-0.017416465,0.059174398,-0.094533062,-0.083877335,0.1190781486989225,-44.66666667,Campus
110,10.01368689305574,0.084027571,-0.26087285,-0.139387338,0.018067439,0.010228726210398147,-109.3054099,75.57558280944824,-27.92043131,-0.002502569,0.011292121,0.001062647,0.9993419600921927,0.022436683426640583,-0.001445465,0.005046306,45,0.4405325651168823,3.7447242736816406,6.8420000076293945,1.5372779369354248,349.387207,160.6999969482422,-86.9106197,40.4272202,10.01368689305574,0.084027571,-0.26087285,-47.7453091,31.955581493377686,0.39906199522316455,0.079254058,0.070484071,-0.038080233,-0.160919703,0.034429842,0.010286549226046332,-47.375,Campus
111,10.147037648237669,0.15232386927192026,-0.200879188,-0.078539832,-0.031464564,0.027688283893704705,-109.3107781,72.99369674682617,-28.51505945,-0.035398047,0.00882338,0.006732243,0.9988909294304339,0.018263711736456138,-0.012260522,0.070950669,45,0.4982675611972809,3.754831075668335,6.965000152587891,1.5357271432876587,359.2842712402344,160.6999969482422,-86.9106187,40.4272393,10.147037648237669,0.15232386927192026,-0.200879188,-47.75055504,29.37418336868286,-0.195565995,0.18459726074366894,0.001788301,-0.003233536,-0.1000722,-0.015103643,0.027737211205463096,-52.66666667,Campus
112,10.042130715638688,0.5074991009975738,-0.123692091,0.007939532,0.060281137171771054,0.003752559,-109.7097181,72.20081893920899,-29.58621941,-0.044567882,0.002279005,0.020517415342766576,0.9985583372486447,0.006669201,-0.040666764,0.089445313,45,0.4979032576084137,3.7646491527557373,7.132999897003174,1.5320112705230713,5.222446441650391,160.6999969482422,-86.910614,40.4272544,10.042130715638688,0.5074991009975738,-0.123692091,-48.14973892,28.58032943725586,-1.265505971,0.10600543716578807,0.14472345212130872,-0.108605938,-0.013592834,0.076639092,0.003795554,-58,Campus
113,9.950381607685275,0.086585914,-0.307007272,0.073863593,0.007321272,-0.050168056,-110.0033717,73.46290855407715,-27.63848957,-0.02373133,0.028473493,0.011803444844525923,0.9983813617993327,0.058284717,-0.021155488,0.048470979,45,0.31632646918296814,3.7646491527557373,7.293000221252441,1.3874316215515137,1.799074411392212,160.6999969482422,-86.9106144,40.4272664,9.950381607685275,0.086585914,-0.307007272,-48.44388107,29.842297439575194,0.681857983,0.024951166319615633,-0.120284589,0.28905492398924043,0.052331225,0.02367478,-0.050125059,-60.125,Campus
114,9.787521589149549,-0.087936236,-0.382206948,-0.059787417,0.027544466,-0.001940775,-110.1335456,74.01056671142578,-28.38830141,-0.018411924,0.020064681,-0.002431189,0.9992073288241636,0.039962094042052344,0.005609635,0.036779042,45,0.30233001708984375,3.7746169567108154,7.447000026702881,1.3406633138656616,1.9908407926559448,160.6999969482422,-86.9106118,40.42728,9.787521589149549,-0.087936236,-0.382206948,-48.57356712,30.39093151092529,-0.068563998,-0.122172573,-0.041444678,0.037755968935281325,-0.081319783,0.043911318,-0.001897778,-61,Campus
115,10.080203875754643,-0.188847139,-0.415779072,0.046843981,-0.01189373,-0.063523669,-109.3266378,71.31253677368164,-27.16366545,0.003783029,0.027892386,-0.004977136,0.9989832084155778,0.056184651,0.010102674693380057,-0.007803036,45,0.3297998905181885,3.784623146057129,7.534999847412109,1.5185831785202026,343.565918,160.6999969482422,-86.9106259,40.427303,10.080203875754643,-0.188847139,-0.415779072,-47.76665936,27.69290147781372,1.1561939707025886,0.1245142094139914,-0.077314833,0.1284145429296401,0.025311612,0.004461261,-0.06348512,-67.5,Campus
116,9.766485616998764,-0.363819389,-0.178160747,-0.05909947,0.002419896,-0.0343954,-105.1458194,71.79126480102539,-28.68158955,0.011351126179551311,0.008758818,-0.018102505,0.9984584267322834,0.018592107,0.037352525,-0.023041123,45,0.35763874650001526,3.794677257537842,7.475999832,1.434178113937378,344.48272705078125,160.6999969482422,-86.9106338,40.4273171,9.766485616998764,-0.363819389,-0.178160747,-43.58645111,28.170897445678712,-0.361729996,-0.16078882,-0.004347551,0.016577320030102365,-0.080631837,0.018783553,-0.034355754,-70.11111111,Campus
117,9.769372157680179,-0.273867846,-0.433074759,-0.082465863,-0.042495399,0.043949868,-102.1455962,73.28820426940918,-27.51270746,-0.009704307,0.019830844,-0.013454015,0.9987973246759582,0.039119064,0.028151933892146295,0.018797019707916068,45,0.44874653220176697,3.814692258834839,7.4079999923706055,1.5369566679000854,348.94952392578125,160.6999969482422,-86.9106318,40.4273335,9.769372157680179,-0.273867846,-0.433074759,-40.58549519,29.66820344924927,0.8067859845981001,-0.172560905,0.006976876,-0.044133955,-0.10399823,-0.026137442,0.044004724,-61.875,Campus
118,9.646455419873728,-0.071346181,-0.407267712,-0.030241386,0.062256009719171786,0.019124560449181975,-102.9054118,74.83675079345703,-28.19505337,-0.037963701,0.017071801920147903,-0.004856723,0.9986285700381381,0.033866760862137316,0.011440616122501206,0.0757248,45,0.466147244,3.8246824741363525,7.348999977111816,1.585672378540039,338.3537598,160.6999969482422,-86.9106357,40.4273507,9.646455419873728,-0.071346181,-0.407267712,-41.34543304,31.216871452331542,0.1249279971048236,-0.289798093,0.043031092,-0.070513802,-0.051773754,0.078628794,0.019188313114285035,-63.33333333,Campus
119,10.124418823464403,-0.606809948,-0.455353566,0.097016481,-0.042210732,-0.034713026,-103.4362338,77.74217987060547,-27.71339754,-0.026853333,0.018767456,-0.027177087,0.9986591396979916,0.036259444,0.055784309,0.052588373,45,0.41809532046318054,3.8347747325897217,7.271999835968018,1.4690295457839966,342.2162170410156,160.6999969482422,-86.9106403,40.4273661,10.124418823464403,-0.606809948,-0.455353566,-41.8757671,34.12291120529175,0.6063399897888303,0.19995756982599647,-0.051015106,-0.095955787,0.075484116,-0.025851292,-0.034672996,-64.75,Campus
120,10.142338799041452,-0.226255318,-0.047821608,0.033179978,-0.003223257,-0.025081804,-103.622772,74.45330444335937,-29.26145546,7.704812558639107E-4,-0.004776825,-0.011898595,0.9991927210567066,-0.009174575,0.024449496483656314,-0.001726131,45,0.4109267294406891,3.844653367996216,7.079999923706055,1.3993189334869385,351.0762939453125,160.6999969482422,-86.9106362,40.42738,10.142338799041452,-0.226255318,-0.047821608,-42.06303711,30.83293733596802,-0.941961987,0.20273276671622564,0.018060048300664402,-0.13964366,0.011647613122335915,0.013152490541772935,-0.025038807,-66.625,Campus
121,10.085609385600456,-0.553978702,-0.147331153,0.13877945491881336,-0.052695954,-0.063215278,-102.43376,75.79530433654786,-27.52478548,0.040430699,0.002597303,-0.018562778,0.998648356,0.006652629,0.03705051,-0.081205274,45,0.2701883018016815,3.8547117710113525,6.839000225067139,1.352285623550415,353.53546142578125,160.6999969482422,-86.9106327,40.4273939,10.085609385600456,-0.553978702,-0.147331153,-40.8736591,32.17554738998413,0.79556199,0.10589367209128964,-0.16856626,-0.08747948,0.11724708923726405,-0.036332069,-0.063175246,-77.77777778,Campus
122,10.029127009863993,-0.505945507,0.041795989,0.10731192600452205,-0.017456592,0.047911479,-102.3176157,76.14422470092774,-26.10543747,0.091796694,-0.00300309,-0.020543626,0.9951873375374136,-0.002133962,0.041598367309242996,-0.183685596,45,0.23180824518203735,3.8547117710113525,6.1579999923706055,1.3573181629180908,349.18133544921875,160.6999969482422,-86.9106348,40.4274061,10.029127009863993,-0.505945507,0.041795989,-40.7571492,32.52349143981934,2.2149099481105803,0.13404630457313316,-0.105442703,0.043606151,0.085779561,-0.001092705,0.047972267617932655,-83.875,Campus
123,9.723728490107268,-0.31242888,-0.025847708,0.002874837,0.030560155,-0.043347915,-102.5684483,75.32889877319336,-24.25140366,0.11921074458406968,0.005957294,-0.016829096,0.9920996149766792,0.015854141724666634,0.032682429,-0.239462552,45,0.23180824518203735,3.8547117710113525,6.1579999923706055,1.3573181629180908,349.18133544921875,160.6999969482422,-86.9106348,40.4274061,9.723728490107268,-0.31242888,-0.025847708,-41.00932323,31.709263401031492,4.068211922645569,-0.211070126,0.011641605,0.11669722297093243,-0.018657527,0.046919594,-0.043315297,-76.11111111,Campus
124,9.755325909957145,-0.541492278,-0.855564777,0.10875898473037099,-0.027633426,0.00780906,-101.7855743,77.13584068,-23.81305758,0.083126467,0.028578132806906423,-0.030831487,0.9947403437882951,0.062629724,0.057343677572399665,-0.168533796,45,0.24875836074352264,3.4021472930908203,4.681000232696533,1.2685844898223877,340.41192626953125,155.79998779296875,-86.9106421,40.427429,9.755325909957145,-0.541492278,-0.855564777,-40.22608326,33.51486351013184,4.505825893878937,-0.133038669,0.014203728619709756,-0.232029141,0.087226615,-0.01126954,0.007844644,-77.88888889,Campus
125,9.777018144,-0.422736835,-0.526293214,0.090722568,-0.002748814,-0.011453386,-101.7605638,75.72747230529785,-21.2067716,0.1631609545304225,0.022241836077927683,-0.031494387,0.9852680798906547,0.054379911,0.055415867,-0.329670207,45,0.4173170328140259,3.422199010848999,4.320000171661377,1.4666744470596313,343.3896484,155.79998779296875,-86.9106436,40.4274429,9.777018144,-0.422736835,-0.526293214,-40.20058544,32.10783723831177,7.112599835395813,-0.17755347,0.14254539330991414,0.013220791346751727,0.069190197,0.013620721238951843,-0.011413739,-78,Campus
126,9.950419416705381,-0.542322801,-0.28186812,-0.052374223,-0.050122093,0.070578063,-101.3622339,75.15370697021484,-21.29534361,0.17606741443131735,0.012430026788474739,-0.027657352,0.9832200940372875,0.034288385092507985,0.050784184,-0.355280294,45,0.41310229897499084,3.4321091175079346,4.6020002365112305,1.511247158050537,339.0696716308594,155.79998779296875,-86.9106447,40.4274559,9.950419416705381,-0.542322801,-0.28186812,-39.80201118,31.53382740020752,7.024637885093689,0.021291024,-0.036526683,0.058326717,-0.073906587,-0.033752278,0.070643299,-79.77777778,Campus
127,9.827174501511657,-0.119095199,-0.184253151,0.022848950166060835,-0.004504258,0.012102782048140337,-101.9090383,74.00763847351074,-22.3296595,0.16201875792834367,0.004734566,-0.002533696,0.9861146338935037,0.010229721936076264,0.004286399,-0.325634256,45,0.40410274267196655,3.442129611968994,5.481999874,1.5531986951828003,331.2513732910156,155.79998779296875,-86.9106494,40.4274705,9.827174501511657,-0.119095199,-0.184253151,-40.34881516,30.387271327972414,5.990321893692016,-0.113455684,-0.075926216,-0.082765996,0.001316586,0.011859631251760767,0.012147262,-75.5,Campus
128,9.963942912018414,-0.075039967,0.3120920227171437,0.13231514978168296,-0.002582757,0.014059865198468843,-103.1306241,74.10841064453125,-21.27960556,0.20307372626170372,-0.012485745,-0.006706648,0.9780774591038528,-0.02183845,0.018525447,-0.4092052,45,0.4231654405593872,3.4521610736846924,5.887000084,1.4959309101104736,326.52130126953125,155.79998779296875,-86.910661,40.4274844,9.963942912018414,-0.075039967,0.3120920227171437,-41.57064522,30.487921352386476,7.0407418394088745,0.032906319,0.10958813664331599,0.094957629,0.11078278326149125,0.013772233520426507,0.014111756539261602,-76.11111111,Campus
129,9.929302169281302,0.18566445206649132,0.018637300188680296,0.052418699554163166,-0.054747927,0.001831059,-104.1004018,70.03690452575684,-19.29930151,0.24913220556036939,-0.006355351,0.008109644,0.9676671786215699,-0.016133314,-0.011756754,-0.503937925,45,0.411411315,3.462087631225586,6.362999916,1.4953656196594238,324.1717529296875,155.79998779296875,-86.9106719,40.4274943,9.929302169281302,0.18566445206649132,0.018637300188680296,-42.54017929,26.41751350402832,9.020557842,0.005883282,0.069718605,-0.141662695,0.030886333815536453,-0.038381075,0.001875538,-63.25,Campus
130,10.226877918610207,0.15942468878347427,0.17646779686821482,0.011070865577141058,0.051242967529529795,7.27975257283565E-4,-103.3422943,69.62369072,-19.11996159,0.26954253596588246,-0.003084779,0.002195505,0.9624779380640938,-0.007414732,-0.002512724,-0.546087892,45,0.4373263716697693,3.472264289855957,6.7230000495910645,1.5243257284164429,324.65277099609375,155.79998779296875,-86.9106824,40.4275059,10.226877918610207,0.15942468878347427,0.17646779686821482,-41.78231506,26.003567543029785,9.200385837554931,0.2879764964279619,0.13480913349725668,0.092590725,-0.010461501,0.067609819,7.591102932335682E-4,-65.77777778,Campus
131,9.846955947505618,0.33429822980796975,0.15730775922770812,0.011652059907328736,-0.014206646,0.012268837676971282,-103.6754762,68.03598243713378,-18.84875563,0.27902103844776893,-0.001238884,0.018992416133416942,0.9593249275846388,-0.012509029,-0.03504477,-0.566135268,45,0.2895413935184479,3.472264289855957,6.686999797821045,1.3984544277191162,324.52972412109375,155.79998779296875,-86.9106968,40.4275197,9.846955947505618,0.33429822980796975,0.15730775922770812,-42.11561928,24.415981483459472,9.471591787338257,-0.061966364,-0.009701711,0.038064596830930525,-0.009880306,0.002160204,0.012317765,-59.125,Campus
132,9.778571717,0.039600635544188974,0.066804469,0.069391951,0.080901679,-0.077009751,-103.397194,67.73903465270996,-17.18491973,0.31922955565082217,0.00167975,0.007518078,0.9470817458282397,-0.001180929,-0.015160591,-0.650147527,45,0.3398698568344116,3.482102870941162,6.631000042,1.4379972219467163,326.8731994628906,155.79998779296875,-86.9107058,40.427528,9.778571717,0.039600635544188974,0.066804469,-41.83782509,24.11878957748413,11.135183811187744,-0.168589425,-0.093348122,0.067826852,0.047859588,0.097259636,-0.076972685,-64.88888889,Campus
133,10.05146678443094,-0.142573314,0.015631754584248782,-0.022436777,-0.01487087,-0.004977218,-103.1531943,69.50547294616699,-16.19013166,0.31496395908513114,0.00485403,-0.009175696,0.9485993813542486,0.015253242661891668,0.014764144110778183,-0.641242004,45,0.3398698568344116,3.482102870941162,6.631000042,1.4379972219467163,326.8731994628906,155.79998779296875,-86.9107058,40.427528,10.05146678443094,-0.142573314,0.015631754584248782,-41.59358105,25.886203556060792,12.129971780776977,0.1532968872959174,-0.002765408,0.14981737016763502,-0.043969141,0.001491535,-0.004934222,-68,Campus
134,9.734217458558314,0.345864507,0.09507695,-0.024322693,-0.048817371,0.079177369,-103.6866998,64.97646671295166,-16.11302756,0.31901458947403916,0.009287488,0.023797194494920088,0.9469218045762442,0.002165434,-0.05043816,-0.650056047,45,0.2937649190425873,3.502145767211914,6.645999908447266,1.443994164466858,321.0562438964844,155.79998779296875,-86.9107348,40.4275488,9.734217458558314,0.345864507,0.09507695,-42.12684338,21.355001621246338,12.207929725646972,-0.166245752,-0.181017806,0.11854589074054389,-0.045855059,-0.032454967,0.079229263,-66.375,Campus
135,9.726879254,0.8952496175120757,0.051799961,0.021332667365920946,0.012475379,0.047481626648312576,-103.6503439,62.42276298522949,-16.31688968,0.3286191752323738,0.010965043622421105,0.044271842,0.9429447221068236,-0.008467672,-0.090522672,-0.671122207,45,0.2913583219051361,3.5121357440948486,6.567999839782715,1.483311653137207,325.3231201171875,155.79998779296875,-86.9107446,40.4275601,9.726879254,0.8952496175120757,0.051799961,-42.09060917,18.800809602737427,12.003335819244384,-0.224490899,0.003415546,-0.023634601,-2.00E-04,0.028843443357170775,0.047521273,-62.77777778,Campus
136,9.998354212751666,0.4533237376458292,-0.241195943,-0.035436552,0.088546165,-0.079227779,-102.304318,63.890788841247556,-14.2589937,0.3529783386049919,0.020537848,0.015145597180907695,0.934652828,0.027851949,-0.04262513,-0.721664139,45,0.2913583219051361,3.5121357440948486,6.567999839782715,1.483311653137207,325.3231201171875,155.79998779296875,-86.9107446,40.4275601,9.998354212751666,0.4533237376458292,-0.241195943,-41.94176922,14.01255364894867,15.293065719604492,0.083831426,0.031234588944217535,0.035242592572297865,-0.056968917,0.10492339577453519,-0.079172922,-74.125,Campus
137,10.087817914277604,-0.079642668,-0.071903736,-0.006447998,-0.035473618,0.027901782333236008,-101.1520281,66.94200881958008,-14.2044597,0.35661075994806385,0.007776254,-0.006875699,0.9335293648312393,0.019833034284725656,0.007799849,-0.729864758,45,0.3223012387752533,3.5321435928344727,7.356999874,1.437783957,318.1133117675781,155.79998779296875,-86.9107708,40.4275906,10.087817914277604,-0.079642668,-0.071903736,-41.69227943,12.342251749038697,16.276141710281372,0.13955291729528926,-0.001207031,0.12516700411305845,-0.027980364,-0.019127526,0.027956640162478084,-78.44444444,Campus
138,9.941103620436586,0.33106037033993063,-0.028345079,-0.05618164,-0.004278896,0.003337419,-101.9967558,66.01554107666016,-15.2007117,0.3265919083530463,0.012345034377662142,0.013748809,0.9444969279094807,0.014530694640430315,-0.033566725,-0.665555463,45,0.3475380837917328,3.5422861576080322,7.664999961853027,1.2209267616271973,316.3146973,155.79998779296875,-86.910779,40.4275975,9.941103620436586,0.33106037033993063,-0.028345079,-42.53712929,11.41566180229187,15.279523763656616,0.008296013,-0.002362381,0.11618458515810735,-0.077714005,0.012087956,0.003375968,-73.375,Campus
139,9.88129182,0.4273250195224887,0.3780108031690193,0.028340644221210364,-0.033314897,-0.069288168,-102.0543394,66.49975872039795,-18.37185762,0.2995291902023612,-0.015285228,0.029632610152475536,0.9531054155340473,-0.04709197,-0.047179077,-0.610413124,45,0.3475380837917328,3.5422861576080322,7.664999961853027,1.2209267616271973,316.3146973,155.79998779296875,-86.910779,40.4275975,9.88129182,0.4273250195224887,0.3780108031690193,-42.59446922,11.900367774963378,12.108377742767335,-0.028584175,-0.040580375,-0.088601196,0.006808279,-0.016956941,-0.069248138,-73.55555556,Campus
140,10.070035952788134,-0.191980876,0.13520022732420608,0.10776264918515983,0.020024521989539915,-0.019661275,-100.0880661,67.76075073242187,-16.14852974,0.35373624551643446,-0.010651374,-0.003899149,0.9348078254357125,-0.016939502,0.015263595067312742,-0.723062312,45,0.18204185366630554,3.5621345043182373,6.693999767303467,1.2864234447479248,332.05975341796875,155.79998779296875,-86.9108017,40.4276106,10.070035952788134,-0.191980876,0.13520022732420608,-40.6279512,13.160871725082398,14.332437772750854,0.10257387161254883,-0.024627775,-0.025716414,0.086230284,0.03638989,-0.019615314,-69.5,Campus
141,10.195471735833918,-0.361141986,-0.145593385,0.032231088,-0.037371399,-0.055446251,-98.92467422,67.95582885742188,-14.90961967,0.36181289941361805,-3.63E-04,-0.015346014,0.9316661155339584,0.010203113137445981,0.029435700761805315,-0.741286061,45,0.22129234671592712,3.572091579437256,5.875,1.2752389907836914,332.69232177734375,155.79998779296875,-86.9108097,40.4276206,10.195471735833918,-0.361141986,-0.145593385,-39.46529129,13.355705699920655,15.571103715896607,0.3204910593125427,-0.06898957,-0.050631272,0.010698721156392282,-0.021004546,-0.05540622,-72.44444444,Campus
142,9.774230369086405,0.11342386020691071,0.18086428300577026,-0.101064086,-0.001396646,0.045112257,-99.18953621,65.92135684967042,-15.94564368,0.35056805003036573,-0.005040562,0.007847313,0.935785391,-0.014917583,-0.010824979,-0.717041301,45,0.2278413623571396,2.4156081676483154,4.757999897003174,1.2869668006896973,325.6893615722656,156.1999969482422,-86.9108274,40.427635,9.774230369086405,0.11342386020691071,0.18086428300577026,-39.72954323,11.32111177444458,14.534347696304321,-0.144466507,0.001696631,0.042650559754336924,-0.122596452,0.014958345548258823,0.045174527,-66.66666667,Campus
143,9.950657488,-0.27807561,0.031722323,0.013704031769150091,-0.025421329,-0.076309948,-96.82029617,66.83318462371827,-16.56406173,0.3262583271971027,-0.006715139,-0.003322659,0.9445212645438111,-0.010728258,0.010607788950720242,-0.6652204,45,0.23984383046627045,2.4257779121398926,3.940999984741211,1.3358585834503174,322.8194274902344,156.1999969482422,-86.9108374,40.4276417,9.950657488,-0.27807561,0.031722323,-37.34468723,12.264537801742554,13.806739740371704,0.001135618,-0.162010554,-0.078891414,-0.007828333,-0.009070787,-0.07626547,-68.5,Campus
144,9.855635763372032,-0.65267432,0.244393148,0.071550672,-0.039281037,0.040118728,-94.69761841,70.9425106,-15.13483169,0.3473539841406554,-0.026303675,-0.025652879,0.9366558431421669,-0.031672271,0.066545582,-0.709033199,45,0.23984383046627045,2.4257779121398926,3.940999984741211,1.3358585834503174,322.8194274902344,156.1999969482422,-86.9108374,40.4276417,9.855635763372032,-0.65267432,0.244393148,-35.17772316,16.462801790237428,14.92511365890503,-0.04302904,-0.003792421,-0.070995364,0.050018308,-0.022920116,0.040175068,-66.55555556,Campus
145,9.779291889,-0.478468697,0.623045719,0.025878778498176522,-0.033855035,-0.032656834,-96.38341385,70.79281616210938,-15.84096768,0.3708327905489848,-0.037497051,-0.004074758,0.9275147995123496,-0.066665194,0.035380982,-0.759472528,45,0.17842978239059448,2.4455888271331787,3.7960000038146973,1.3423116207122803,318.12835693359375,156.1999969482422,-86.9108716,40.4276614,9.779291889,-0.478468697,0.623045719,-36.86315342,16.312985715866088,14.218855695724487,-0.165753534,-0.124624295,-0.049889134,0.004346413,-0.017501655,-0.032611315,-70.375,Campus
146,9.913342221,-0.373341317,0.5904725462885447,-0.009389551,0.032087273,0.064730536,-96.67511658,70.56394462585449,-16.1792736,0.38503625410274395,-0.03097809,-0.00429568,0.9220845994440098,-0.053740588,0.03209909,-0.790176658,45,0.20699305832386017,2.465566396713257,3.7899999618530273,1.320930004119873,311.4474792480469,156.1999969482422,-86.9109011,40.4276788,9.913342221,-0.373341317,0.5904725462885447,-37.15497738,16.239785747528074,13.09755371,-0.006594366,-0.053998153,0.057100808736190056,-0.03092192,0.048442264,0.06477205,-68.88888889,Campus
147,9.898317415737411,0.4136185614059869,0.1680899809376852,-0.092618974,0.022396744905916737,0.052857563,-96.95669205,68.68514450073242,-15.78167568,0.35522013815861303,-6.09E-04,0.02344261,0.9336185623141169,-0.017885646,-0.043059971,-0.727504661,45,0.20699305832386017,2.465566396713257,3.7899999618530273,1.320930004119873,311.4474792480469,156.1999969482422,-86.9109011,40.4276788,9.898317415737411,0.4136185614059869,0.1680899809376852,-37.43643143,14.385141696929931,13.37790974,-0.016944982,-0.013229257,-0.009324923,-0.11415134,0.038736909,0.052909455,-65.625,Campus
148,9.865340593949105,0.8005530831813179,0.12387503501371418,0.069818951,0.013643244023715119,-0.008772775,-96.30740829,67.91849639892578,-16.07020566,0.35713114697956344,-8.53E-04,0.034102536,0.9330495561210854,-0.026034003,-0.063048264,-0.731934174,45,0.2129606306552887,2.568296194076538,3.628000020980835,1.334085226,312.2089538574219,155.79998779296875,-86.9109193,40.4276919,9.865340593949105,0.8005530831813179,0.12387503501371418,-36.78787937,13.61837176322937,13.090233726501465,-0.032127547,0.17582771153125948,-0.134269583,0.048286588,0.029989338959725484,-0.008743122,-76.11111111,Campus
